university_name,university_id
sungshin womens university,U1098
széchenyi istván university,U1099
taibah university,U1100
tallinn university,U1101
technical university of kosice,U1102
tecnológico de costa rica tec,U1103
telkom university,U1104
the hashemite university,U1105
the university of northampton,U1106
the university of texas at arlington,U1107
tokushima university,U1108
tokyo metropolitan university,U1109
universidad andrés bello,U1110
universidad austral de chile,U1111
universidad autónoma chapingo,U1112
universidad autónoma de nuevo león,U1113
universidad autónoma del estado de méxico uaemex,U1114
universidad de castillala mancha,U1115
universidad de guadalajara udg,U1116
universidad de la frontera ufro,U1117
universidad de las américas puebla udlap,U1118
universidad de lima,U1119
universidad de los andes ula mérida,U1120
universidad de oviedo,U1121
universidad de puerto rico,U1122
universidad de talca,U1123
universidad del norte,U1124
universidad del pacífico,U1125
universidad del valle,U1126
universidad diego portales udp,U1127
universidad icesi,U1128
universidad nacional de cuyo,U1129
universidad nacional de la asunción,U1130
universidad nacional de san luis,U1131
universidad nacional del centro de la provincia de buenos aires unicen,U1132
universidad peruana cayetano heredia upch,U1133
universidad rey juan carlos,U1134
universidad simón bolívar usb,U1135
universidad tecnológica de panamá utp,U1136
universidad tecnológica nacional utn,U1137
universidade da coruña,U1138
universidade federal de pernambuco ufpe,U1139
universidade federal de são carlos ufscar,U1140
universidade federal do paraná ufpr,U1141
universidade federal fluminense,U1142
universita degli studi g dannunzio chieti pescara,U1143
università degli studi di udine,U1144
università del salento,U1145
universitas hasanuddin,U1146
universitas sebelas maret,U1147
universitat de lleida,U1148
universität siegen,U1149
université de caen normandie,U1150
université de poitiers,U1151
université de sfax,U1152
université de sousse,U1153
université de toulouse iile mirail,U1154
université de tunis,U1155
université lumière lyon 2,U1156
université mohammed v de rabat,U1157
université parisnanterre,U1158
universiti malaysia sabah ums,U1159
universiti malaysia sarawak unimas,U1160
universiti malaysia terengganu umt,U1161
universiti tun hussein onn university of malaysia uthm,U1162
university of arkansas fayetteville,U1163
university of derby,U1164
university of deusto,U1165
university of hradec kralove,U1166
university of ibadan,U1167
university of idaho,U1168
university of ioannina,U1169
university of karachi,U1170
university of khartoum,U1171
university of lagos,U1172
university of louisville,U1173
university of massachusetts boston,U1174
university of missouri kansas city,U1175
university of naples parthenope,U1176
university of new england australia,U1177
university of new hampshire,U1178
university of north carolina at charlotte,U1179
university of north texas,U1180
university of novi sad,U1181
university of rhode island,U1182
university of sarajevo,U1183
university of seoul,U1184
university of tabuk,U1185
university of texas at san antonio,U1186
university of texas el paso,U1187
university of the free state,U1188
university of the sunshine coast,U1189
university of toledo,U1190
university of tulsa,U1191
university of vermont,U1192
university of warmia and mazury in olsztyn,U1193
university of wolverhampton,U1194
university of wyoming,U1195
university of ilina,U1196
utah state university,U1197
vsb technical university of ostrava,U1198
warsaw university of life sciences sggw wulssggw,U1199
west virginia university,U1200
xian jiaotong liverpool university,U1201
yokohama national university,U1202
albalqa applied university,U1203
alexandru ioan cuza university,U1204
anadolu university,U1205
aoyama gakuin university,U1206
ataturk university,U1207
atma jaya catholic university jakarta,U1208
bahauddin zakariya university,U1209
beijing foreign studies university,U1210
beijing university of chinese medicine,U1211
belarusian state university of informatics and radioelectronics,U1212
benemérita universidad autónoma de puebla,U1213
birzeit university,U1214
british university in egypt,U1215
brock university,U1216
central michigan university,U1217
chaoyang university of technology,U1218
china university of political science and law,U1219
chitkara university,U1220
chittagong university of engineering and technology,U1221
cleveland state university,U1222
cukurova university,U1223
cuny the city college of new york,U1224
daffodil international university,U1225
damascus university,U1226
dokuz eylül üniversitesi,U1227
doshisha university,U1228
erciyes üniversitesi,U1229
escuela politécnica nacional,U1230
feng chia university,U1231
florida atlantic university boca raton,U1232
fu jen catholic university,U1233
fundación ceu san pablo,U1234
german university in cairo,U1235
hanoi university of science and technology,U1236
harper adams university,U1237
helwan university,U1238
hongik university,U1239
hue university,U1240
instituto tecnológico de santo domingo intec,U1241
istanbul aydin university,U1242
istanbul bilgi üniversitesi,U1243
ivan franko national university of lviv,U1244
izmir institute of technology iztech,U1245
jahangirnagar university,U1246
jamia hamdard,U1247
jeju national university,U1248
kazakh ablai khan university of international relations and world languages,U1249
kazan national research technological university,U1250
kenyatta university,U1251
kharkiv national university of radio electronics,U1252
khulna university,U1253
khulna university of engineering and technology,U1254
kindai university kinki university,U1255
king mongkuts institute of technology ladkrabang,U1256
king mongkuts university of technology north bangkok,U1257
kookmin university,U1258
kwame nkrumah university of science and technology,U1259
kyoto institute of technology,U1260
kyrgyz state technical university,U1261
marquette university,U1262
meiji university,U1263
mendeleev university of chemical technology,U1264
miami university,U1265
moscow pedagogical state university,U1266
nagoya institute of technology nit,U1267
national dong hwa university,U1268
national research university moscow power engineering institute mpei,U1269
national taipei university,U1270
national taiwan ocean university,U1271
novosibirsk state technical university,U1272
óbuda university,U1273
odessa ii mechnikov national university,U1274
osmania university,U1275
perm state national research university,U1276
pondicherry university,U1277
pontificia universidad catolica madre y maestra,U1278
pontifícia universidade católica do rio grande do sul pucrs,U1279
portland state university,U1280
pukyong national university,U1281
rajshahi university,U1282
rikkyo university,U1283
saitama university,U1284
saken seifullin kazakh agrotechnical university,U1285
san francisco state university,U1286
sathyabama institute of science and technology deemed to be university,U1287
seattle university,U1288
seoul national university of science and technology,U1289
shahjalal university of science and technology,U1290
shanghai international studies university,U1291
shanghai university of finance and economics,U1292
siksha o anusandhan deemed to be university,U1293
sookmyung womens university,U1294
suez canal university,U1295
suleyman demirel university,U1296
suleyman demirel university kazakhstan,U1297
suranaree university of technology,U1298
tamkang university,U1299
tanta university,U1300
technical university of clujnapoca,U1301
technical university of liberec,U1302
technical university of lublin,U1303
technische universität kaiserslautern,U1304
the gheorghe asachi technical university of iasi,U1305
the herzen state pedagogical university of russia,U1306
the josip juraj strossmayer university of osijek,U1307
the national research university belgorod state university,U1308
tokai university,U1309
tomas bata university in zlin,U1310
toraighyrov university,U1311
transilvania university of brasov,U1312
tunghai university,U1313
universidad autónoma de guadalajara uag,U1314
universidad autónoma del estado de hidalgo uaeh,U1315
universidad católica del norte,U1316
universidad central del ecuador,U1317
universidad de las américas udla ecuador,U1318
universidad de monterrey udem,U1319
universidad de oriente santiago de cuba,U1320
universidad de panama,U1321
universidad de piura,U1322
universidad de san carlos de guatemala usac,U1323
universidad de tarapaca,U1324
universidad de valparaíso uv,U1325
universidad del bíobío,U1326
universidad del desarrollo udd,U1327
universidad del salvador,U1328
universidad del zulia,U1329
universidad industrial de santander uis,U1330
universidad la salle ulsa,U1331
universidad latinoamericana de ciencia y tecnología costa rica ulacit,U1332
universidad mayor de san andrés umsa,U1333
universidad metropolitana,U1334
universidad nacional agraria la molina,U1335
universidad nacional autónoma de honduras unah,U1336
universidad nacional de ingeniería peru,U1337
universidad nacional de mar del plata,U1338
universidad nacional de río cuarto unrc,U1339
universidad nacional de san martín unsam,U1340
universidad nacional del litoral,U1341
universidad nacional del sur,U1342
universidad nacional costa rica,U1343
universidad peruana de ciencias aplicadas,U1344
universidade do estado do rio de janeiro uerj,U1345
universidade federal da bahia,U1346
universidade federal de juiz de fora ufjf,U1347
universidade federal de pelotas,U1348
universidade federal de santa maria,U1349
universidade federal de viçosa ufv,U1350
universidade federal do ceará ufc,U1351
universidade federal do rio grande do norte,U1352
universidade presbiteriana mackenzie,U1353
università degli studi di bergamo,U1354
universitas islam indonesia,U1355
universitas muhammadiyah yogyakarta,U1356
universitas pendidikan indonesia,U1357
universitas sumatera utara,U1358
universitatea de vest din timisoara west university of timisoara,U1359
université de limoges,U1360
université jean moulin lyon 3,U1361
universiti kuala lumpur unikl,U1362
universiti malaysia perlis,U1363
universiti teknikal malaysia melaka,U1364
university of babylon,U1365
university of basrah,U1366
university of bialystok,U1367
university of international business and economics,U1368
university of kragujevac,U1369
university of kufa,U1370
university of memphis,U1371
university of miskolc,U1372
university of missouri saint louis,U1373
university of ni,U1374
university of north carolina at greensboro,U1375
university of ostrava,U1376
university of pannonia,U1377
university of pardubice,U1378
university of peradeniya,U1379
university of primorska,U1380
university of rijeka,U1381
university of rzeszów,U1382
university of san diego,U1383
university of san francisco,U1384
university of silesia in katowice,U1385
university of south alabama usa,U1386
university of split,U1387
university of sri jayewardenepura,U1388
university of the pacific,U1389
university of tyumen,U1390
university of west bohemia,U1391
university of wisconsin milwaukee,U1392
university politehnica of bucharest,U1393
vancouver island university,U1394
voronezh state university,U1395
western michigan university,U1396
yamaguchi university,U1397
yogyakarta state university,U1398
youngsan university,U1399
yuan ze university,U1400
zagazig university,U1401
don state technical university,U1402
akdeniz üniversitesi,U1403
california polytechnic state university,U1404
california state university los angeles,U1405
california state university long beach,U1406
católica de córdoba,U1407
east west university,U1408
fundación universidad de bogotájorge tadeo lozano,U1409
humboldt state university,U1410
illinois state university,U1411
indian institute of information technology allahabad,U1412
indiana state university,U1413
international university of business agriculture and technology,U1414
irkutsk state university,U1415
korkyt ata kyzylorda university,U1416
kwansei gakuin university,U1417
lucian blaga university of sibiu,U1418
mkh dulaty taraz regional university,U1419
mirea russian technological university,U1420
moscow city university,U1421
naresuan university,U1422
national university of life and environmental sciences of ukraine,U1423
national university of modern languages numl islamabad,U1424
nova southeastern university,U1425
pontifícia universidade católica de minas gerais puc minas,U1426
pontificia universidade católica do campinas puc campinas,U1427
pontifícia universidade católica do paraná,U1428
russian state agrarian university moscow timiryazev agricultural academy,U1429
russian state university for the humanities,U1430
sakarya university,U1431
shanghai normal university,U1432
shibaura institute of technology,U1433
silpakorn university,U1434
soochow university taiwan,U1435
soongsil university,U1436
stamford university bangladesh,U1437
state university of malang,U1438
stefan cel mare university of suceava,U1439
the university of notre dame australia,U1440
udayana university,U1441
united international university,U1442
universidad alberto hurtado,U1443
universidad autónoma de aguascalientes,U1444
universidad autónoma de baja california,U1445
universidad autónoma de chile,U1446
universidad autónoma de querétaro uaq,U1447
universidad autónoma de san luis de potosí,U1448
universidad autonoma de yucatan,U1449
universidad autónoma del estado de morelos uaem,U1450
universidad bernardo ohiggins,U1451
universidad católica boliviana san pablo,U1452
universidad católica de colombia,U1453
universidad católica de la santísima concepción ucsc,U1454
universidad católica de santiago de guayaquil,U1455
universidad católica de temuco,U1456
universidad central de chile,U1457
universidad de caldas,U1458
universidad de carabobo,U1459
universidad de cartagena,U1460
universidad de córdoba colombia,U1461
universidad de cuenca,U1462
universidad de guanajuato,U1463
universidad de la salle,U1464
universidad de la serena,U1465
universidad de las fuerzas armadas espe ex escuela politécnica del ejército,U1466
universidad de medellín,U1467
universidad de santander udes,U1468
universidad de sonora,U1469
universidad del cauca,U1470
universidad del valle de mexico uvm,U1471
universidad michoacana de san nicolás de hidalgo,U1472
universidad nacional de quilmes,U1473
universidad nacional de tucumán,U1474
universidad nacional del comahue,U1475
universidad politecnica salesiana,U1476
universidad popular autónoma del estado de puebla upaep,U1477
universidad san ignacio de loyola,U1478
universidad tecnica particular de loja utpl,U1479
universidad tecnológica de bolívar,U1480
universidad tecnológica de la habana josé antonio echeverría cujae,U1481
universidad tecnológica de pereira,U1482
universidad veracruzana,U1483
universidade do estado de santa catarina,U1484
universidade estadual de londrina,U1485
universidade federal da paraíba,U1486
universidade federal de goiás,U1487
universidade federal de uberlândia,U1488
universidade federal do estado do rio de janeiro unirio,U1489
universidade federal do parà ufpa,U1490
universitas andalas,U1491
universitas kristen petra,U1492
universitas muhammadiyah surakarta,U1493
universiti sains islam malaysia,U1494
university of central oklahoma,U1495
university of craiova,U1496
university of lampung,U1497
university of mataram,U1498
university of montana missoula,U1499
university of oradea,U1500
university of san carlos,U1501
university politehnica of timisoara upt,U1502
western washington university,U1503
massachusetts institute of technology,U1504
california institute of technology,U1505
university of california berkeley,U1506
eth zurich,U1507
the university of chicago,U1508
university of california los angeles,U1509
national university of singapore,U1510
new york university,U1511
university of edinburgh,U1512
nanyang technological university singapore,U1513
ãcole polytechnique fãdãrale de lausanne,U1514
university of california san diego,U1515
university of hong kong,U1516
university of melbourne,U1517
kingâs college london,U1518
lmu munich,U1519
paris sciences et lettres â psl research university paris,U1520
london school of economics and political science,U1521
universitãt heidelberg,U1522
karolinska institute,U1523
university of manchester,U1524
chinese university of hong kong,U1525
universitã parissaclay,U1526
australian national university,U1527
university of california santa barbara,U1528
university of north carolina at chapel hill,U1529
yonsei university seoul campus,U1530
korea advanced institute of science and technology kaist,U1531
unsw sydney,U1532
university of minnesota,U1533
purdue university west lafayette,U1534
hong kong polytechnic university,U1535
humboldt university of berlin,U1536
university of bonn,U1537
charitã universitãtsmedizin berlin,U1538
university of tã¼bingen,U1539
ohio state university main campus,U1540
free university of berlin,U1541
university of sheffield,U1542
university of warwick,U1543
university of adelaide,U1544
university of gãttingen,U1545
university of montreal,U1546
penn state main campus,U1547
university of massachusetts,U1548
university of freiburg,U1549
trinity college dublin,U1550
university of hamburg,U1551
technical university of berlin,U1552
karlsruhe institute of technology,U1553
radboud university nijmegen,U1554
university of pittsburghpittsburgh campus,U1555
sungkyunkwan university skku,U1556
university of auckland,U1557
university of barcelona,U1558
universitã paris citã,U1559
university of arizona,U1560
university of bologna,U1561
tu dresden,U1562
university of virginia main campus,U1563
universitã catholique de louvain,U1564
scuola normale superiore di pisa,U1565
university of wã¼rzburg,U1566
university of exeter,U1567
arizona state university tempe,U1568
university of mannheim,U1569
tokyo institute of technology,U1570
university of erlangennuremberg,U1571
university of mã¼nster,U1572
ulm university,U1573
indiana university,U1574
queensland university of technology,U1575
autonomous university of barcelona,U1576
friedrich schiller university jena,U1577
goethe university frankfurt,U1578
university of hawaiâi at mänoa,U1579
university of illinois chicago,U1580
king fahd university of petroleum and minerals,U1581
universitã libre de bruxelles,U1582
medical university of graz,U1583
medical university of vienna,U1584
moscow institute of physics and technology mipt,U1585
university of newcastle,U1586
northeastern university us,U1587
university of padua,U1588
pompeu fabra university,U1589
university of potsdam,U1590
queenâs university belfast,U1591
rutgers university â new brunswick,U1592
santâanna school of advanced studies â pisa,U1593
university of são paulo,U1594
southern university of science and technology sustech,U1595
vrije universiteit brussel,U1596
university of east anglia,U1597
ãcole normale supãrieure de lyon,U1598
heinrich heine university dã¼sseldorf,U1599
humanitas university,U1600
johannes gutenberg university of mainz,U1601
khalifa university,U1602
king abdulaziz university,U1603
university of konstanz,U1604
universitã laval,U1605
linkãping university,U1606
university of malaya,U1607
medical university of innsbruck,U1608
queenâs university,U1609
rcsi university of medicine and health sciences,U1610
ruhr university bochum,U1611
semmelweis university,U1612
university of southern denmark,U1613
stony brook university,U1614
university of stuttgart,U1615
universitã della svizzera italiana,U1616
tu wien,U1617
vitasalute san raffaele university,U1618
xiâan jiaotong university,U1619
beihang university,U1620
university of bremen,U1621
university at buffalo,U1622
catholic university of the sacred heart,U1623
china medical university taiwan,U1624
copenhagen business school,U1625
university of essex,U1626
universitã grenoble alpes,U1627
hebrew university of jerusalem,U1628
university of innsbruck,U1629
university of kiel,U1630
university of liãge,U1631
montpellier university,U1632
oregon health and science university,U1633
university of pavia,U1634
university of rome ii â tor vergata,U1635
st georgeâs university of london,U1636
swedish university of agricultural sciences,U1637
universiti teknologi petronas,U1638
the university of tennesseeknoxville,U1639
university of the witwatersrand,U1640
autonomous university of madrid,U1641
university of campinas,U1642
university of colorado denveranschutz medical campus,U1643
university of georgia,U1644
justus liebig university giessen,U1645
koã university,U1646
university of milanbicocca,U1647
sabancä university,U1648
university of st gallen,U1649
southern medical university,U1650
university of texas at dallas,U1651
university of victoria,U1652
auckland university of technology,U1653
universiti brunei darussalam,U1654
university of california merced,U1655
campus biomedico university of rome,U1656
university of catania,U1657
centrale nantes,U1658
chungang university,U1659
claude bernard university lyon 1,U1660
colorado state university fort collins,U1661
constructor university bremen,U1662
ãcole des ponts paristech,U1663
federal university of toulouse midipyrãnães,U1664
university of fribourg,U1665
university of greifswald,U1666
imam mohammad ibn saud islamic university,U1667
imt atlantique,U1668
institut agro,U1669
johannes kepler university of linz,U1670
university of jyvãskylã,U1671
universiti kebangsaan malaysia,U1672
university of marburg,U1673
mizzou university of missouri,U1674
national research nuclear university mephi,U1675
university of nebraskalincoln,U1676
university of neuchãtel,U1677
new jersey institute of technology,U1678
university of passau,U1679
polytechnic university of turin,U1680
pontificia universidad catã³lica de chile,U1681
prince sultan university psu,U1682
universitã du quãbec,U1683
royal veterinary college,U1684
universiti sains malaysia,U1685
saint louis university,U1686
university of south carolinacolumbia,U1687
taipei medical university,U1688
umeã university,U1689
universiti utara malaysia,U1690
university of vaasa,U1691
ã bo akademi university,U1692
american university of beirut,U1693
anglia ruskin university aru,U1694
university of lâaquila,U1695
babol noshirvani university of technology,U1696
brighton and sussex medical school,U1697
caâ foscari university of venice,U1698
university of canterbury,U1699
central queensland university,U1700
china university of petroleum beijing,U1701
university of cãte dâazur,U1702
university of cyprus,U1703
ensta bretagne,U1704
university of ferrara,U1705
university of graz,U1706
hamburg university of technology,U1707
jinan university,U1708
leuphana university of lã¼neburg,U1709
mahatma gandhi university,U1710
manchester metropolitan university,U1711
university of messina,U1712
nantes universitã,U1713
national yunlin university of science and technology,U1714
nazarbayev university,U1715
university of nebraska medical center,U1716
university of nicosia,U1717
northumbria university,U1718
nova university of lisbon,U1719
polytechnic university of bari,U1720
universiti putra malaysia,U1721
rovira i virgili university,U1722
rush university,U1723
shiraz university of technology,U1724
soochow university china,U1725
tabriz university of medical sciences,U1726
taif university,U1727
the university of texas at san antonio,U1728
tu braunschweig,U1729
the university of tulsa,U1730
uit the arctic university of norway,U1731
university of valencia,U1732
university of wuppertal,U1733
yangzhou university,U1734
abdul wali khan university mardan,U1735
air university,U1736
the university of aizu,U1737
alagappa university,U1738
amedeo avogadro university of eastern piedmont,U1739
university of arkansas,U1740
babol university of medical sciences,U1741
university of bari aldo moro,U1742
university of beira interior,U1743
bharathiar university,U1744
boäaziãi university,U1745
university of campania luigi vanvitelli,U1746
cankaya university,U1747
university of cape coast,U1748
capital medical university,U1749
capital university of science and technology,U1750
the catholic university of america,U1751
university of cã³rdoba,U1752
cyprus university of technology,U1753
ãcole centrale de lyon,U1754
ãcole des mines de saintãtienne,U1755
ãcole nationale des travaux publics de lãtat entpe,U1756
egyptjapan university of science and technology ejust,U1757
university of engineering and technology taxila,U1758
universidade estadual paulista unesp,U1759
federal university of rio de janeiro,U1760
federation university australia,U1761
university of foggia,U1762
gabriele dâannunzio university,U1763
government college university faisalabad,U1764
guangdong university of technology,U1765
harokopio university of athens,U1766
imam abdulrahman bin faisal university,U1767
imam khomeini international university,U1768
indian institute of technology guwahati,U1769
indian institute of technology indian school of mines dhanbad,U1770
indian institute of technology patna,U1771
university of insubria,U1772
international institute of information technology hyderabad,U1773
iran university of medical sciences,U1774
iscteuniversity institute of lisbon,U1775
jamia hamdard university,U1776
jiangsu university,U1777
jãnkãping university,U1778
the university of jordan,U1779
juntendo university,U1780
university of kaiserslautern,U1781
university of kashan,U1782
kashan university of medical sciences and health services,U1783
kiit university,U1784
king saud bin abdulaziz university for health sciences,U1785
kurdistan university of medical sciences,U1786
university of lille,U1787
university of lorraine,U1788
malaviya national institute of technology,U1789
manipal academy of higher education,U1790
marche polytechnic university,U1791
mashhad university of medical sciences,U1792
mazandaran university of medical sciences,U1793
monterrey institute of technology,U1794
university of namur,U1795
nanjing forestry university,U1796
nanjing tech university,U1797
national institute of applied sciences of lyon insa lyon,U1798
national university of sciences and technology,U1799
national university of science and technology misis,U1800
national institute of technology rourkela,U1801
national institute of technology silchar,U1802
near east university,U1803
university of nevada las vegas,U1804
university of new brunswick unb,U1805
northeastern university china,U1806
northern illinois university,U1807
norwegian university of life sciences,U1808
ohio university main campus,U1809
old dominion university,U1810
ontario tech university,U1811
the open university,U1812
open university of catalonia,U1813
ãrebro university,U1814
otto von guericke university of magdeburg,U1815
parthenope university of naples,U1816
universiti pendidikan sultan idris,U1817
universitat politãcnica de catalunya,U1818
polytechnic university of valencia,U1819
prince sattam bin abdulaziz university,U1820
qazvin university of medical sciences,U1821
qingdao university,U1822
reykjavãk university,U1823
university of rome iii,U1824
roskilde university,U1825
university of salento,U1826
university of sannio,U1827
university of santiago de compostela,U1828
university of sassari,U1829
saveetha institute of medical and technical sciences,U1830
shahid beheshti university of medical sciences,U1831
university of siegen,U1832
south china normal university,U1833
south ural state university,U1834
sruc scotlandâs rural college,U1835
suny binghamton university,U1836
tallinn university of technology,U1837
tehran university of medical sciences,U1838
university of texas at arlington,U1839
thapar institute of engineering and technology,U1840
university of tuscia,U1841
university of udine,U1842
paris lodron universitãt salzburg,U1843
urmia university of medical sciences,U1844
vit university,U1845
university of the west of scotland,U1846
william mary,U1847
wroclaw medical university,U1848
xiâan jiaotongliverpool university,U1849
xidian university,U1850
zhejiang normal university,U1851
university of the aegean,U1852
ahvaz jundishapur university of medical sciences ajums,U1853
university of alcalã,U1854
university of algarve,U1855
american university in cairo,U1856
university of the andes colombia,U1857
arak university of medical sciences,U1858
arts et mãtiers,U1859
aswan university,U1860
bahãeåehir university,U1861
bahria university,U1862
university of the balearic islands,U1863
university of bergamo,U1864
universitã de bretagne occidentale,U1865
bucharest university of economic studies,U1866
university of camerino unicam,U1867
carlos iii university of madrid,U1868
university of castillala mancha,U1869
catholic university of portugal,U1870
changsha university of science and technology,U1871
chapman university,U1872
institute of chemical technology,U1873
chengdu university,U1874
university of chile,U1875
china university of petroleum east china,U1876
university of clermont auvergne,U1877
university of la costa,U1878
covenant university,U1879
czech university of life sciences prague czu,U1880
damietta university,U1881
delhi technological university,U1882
eãtvãs lorãnd university,U1883
federal university of minas gerais,U1884
universidade federal de são paulo unifesp,U1885
florida atlantic university,U1886
florida institute of technology,U1887
fuzhou university,U1888
university of girona,U1889
university of gloucestershire,U1890
gorgan university of agricultural sciences and natural resources,U1891
guangzhou university,U1892
guangzhou medical university,U1893
guilan university of medical sciences,U1894
hazara university mansehra,U1895
ilam university of medical sciences,U1896
indian institute of science education and research pune,U1897
indian institute of technology gandhinagar,U1898
university of indonesia,U1899
indraprastha institute of information technology delhi,U1900
universitat internacional de catalunya,U1901
international islamic university islamabad,U1902
isfahan university of medical sciences,U1903
islamia college peshawar,U1904
university of jaãn,U1905
jaume i university,U1906
jawaharlal nehru technological university anantapur jntua,U1907
jaypee university of information technology,U1908
jazan university,U1909
jordan university of science and technology,U1910
jss academy of higher education and research,U1911
kafrelsheikh university,U1912
kalasalingam academy of research and education,U1913
kaohsiung medical university,U1914
kazan federal university,U1915
king mongkutâs university of technology thonburi,U1916
kingston university,U1917
kn toosi university of technology,U1918
kore university of enna,U1919
university of kurdistan,U1920
kyoto prefectural university of medicine,U1921
university of lahore,U1922
lahore university of management sciences,U1923
lakehead university,U1924
lithuanian university of health sciences,U1925
university of lleida,U1926
lovely professional university,U1927
university of malakand,U1928
university of management and technology,U1929
medical university of lodz,U1930
university of medicine and pharmacy carol davila,U1931
university of mohaghegh ardabili,U1932
montana state university,U1933
nanjing university of information science and technology,U1934
nanjing medical university,U1935
national autonomous university of mexico,U1936
new mexico state university main campus,U1937
north china electric power university,U1938
northeast normal university,U1939
university of northern british columbia unbc,U1940
university of oviedo,U1941
ozyegin university,U1942
pablo de olavide university,U1943
palackã½ university olomouc,U1944
panthãonsorbonne university â paris 1,U1945
upes,U1946
universitã de poitiers,U1947
pontifical catholic university of rio de janeiro pucrio,U1948
qom university of medical sciences,U1949
reichman university,U1950
university of rennes 1,U1951
rochester institute of technology,U1952
university of roehampton,U1953
university of seville,U1954
shahrekord university of medical sciences,U1955
shantou university,U1956
shiraz university of medical sciences,U1957
shri mata vaishno devi university,U1958
siksha âoâ anusandhan,U1959
institute of space technology,U1960
technical university of madrid,U1961
university of technology iraq,U1962
university of texas at el paso,U1963
tokyo medical university,U1964
tomsk polytechnic university,U1965
university of tours,U1966
university of trãsosmontes and alto douro,U1967
university of tunis el manar,U1968
urmia university,U1969
university of veterinary and animal sciences lahore,U1970
university of vic â central university of catalonia,U1971
university of vigo,U1972
wenzhou university,U1973
wenzhou medical university,U1974
yäldäz technical university,U1975
university of zaragoza,U1976
zhaw zurich university of applied sciences,U1977
zhejiang gongshang university,U1978
university of a coruãa,U1979
adam mickiewicz university poznaå,U1980
agh university of krakow,U1981
aichi medical university,U1982
akdeniz university,U1983
university of almerãa,U1984
university of applied sciences and arts of western switzerland,U1985
universidad autã³noma de chile,U1986
azarbaijan shahid madani university,U1987
babeåbolyai university,U1988
bangladesh agricultural university bau,U1989
bartin university,U1990
university of bedfordshire,U1991
benha university,U1992
benisuef university,U1993
bowling green state university,U1994
university of cadiz,U1995
china pharmaceutical university,U1996
comenius university in bratislava,U1997
democritus university of thrace,U1998
university of desarrollo,U1999
diego portales university,U2000
universitã djillali liabãs de sidi belabbãs,U2001
dr br ambedkar national institute of technology jalandhar,U2002
durban university of technology,U2003
edge hill university,U2004
university of engineering and technology peshawar,U2005
european university of madrid,U2006
university of extremadura,U2007
fayoum university,U2008
federal university of são carlos,U2009
federal university of technology akure,U2010
firat university,U2011
florida agricultural and mechanical university,U2012
university of franchecomtã,U2013
fujian agriculture and forestry university,U2014
fujita health university,U2015
gauhati university,U2016
gdaåsk university of technology,U2017
gla university,U2018
university of gujrat,U2019
guru ghasidas vishwavidyalaya,U2020
hakim sabzevari university,U2021
hamamatsu university school of medicine,U2022
huaqiao university,U2023
icesi university,U2024
ilmenau university of technology,U2025
imt nord europe,U2026
indian institute of science education and research kolkata,U2027
indian institute of technology ropar,U2028
indian institute of technology mandi,U2029
university of isfahan,U2030
the islamia university of bahawalpur,U2031
istanbul universitycerrahpaåa,U2032
iuliu haåieganu university of medicine and pharmacy clujnapoca,U2033
university of jeddah,U2034
jimma university,U2035
kansai medical university,U2036
karlstad university,U2037
karnatak university dharwad,U2038
kerman university of medical sciences,U2039
kindai university,U2040
kohat university of science and technology,U2041
kurume university,U2042
university of la laguna,U2043
university of las palmas de gran canaria,U2044
university of leoben,U2045
university of leã³n,U2046
lorestan university,U2047
mae fah luang university,U2048
maharishi markandeshwar university mmu,U2049
university of malaga,U2050
university of maragheh,U2051
university of mazandaran,U2052
medical university of bialystok,U2053
medical university of gdaåsk,U2054
medical university of warsaw,U2055
mehran university of engineering and technology jamshoro pakistan,U2056
miguel hernãndez university of elche,U2057
ming chi university of technology,U2058
minia university,U2059
mirpur university of science and technology,U2060
muhimbili university of health and allied sciences,U2061
nagoya city university,U2062
najran university,U2063
national institute of technology warangal,U2064
necmettin erbakan university,U2065
nicolaus copernicus university in toruå,U2066
nile university,U2067
nippon medical school,U2068
oakland university,U2069
ãbuda university,U2070
university of occupational and environmental health japan,U2071
university of pãcs,U2072
universidad peruana cayetano heredia,U2073
pmas arid agriculture university rawalpindi,U2074
pontifical catholic university of rio grande do sul pucrs,U2075
poznan university of medical sciences,U2076
public university of navarre,U2077
university of rajshahi,U2078
razi university,U2079
riphah international university,U2080
rowan university,U2081
sahand university of technology,U2082
universidad san francisco de quito,U2083
university of sargodha,U2084
semnan university,U2085
university of sfax,U2086
âshahid chamran university of ahvaz,U2087
shahrekord university,U2088
shahrood university of technology,U2089
shanghai maritime university,U2090
siberian federal university,U2091
sidi mohamed ben abdellah university,U2092
university of social welfare and rehabilitation sciences,U2093
university of south bohemia in äeskã budäjovice,U2094
university of south dakota,U2095
university of the south pacific,U2096
university of south wales,U2097
staffordshire university,U2098
suez university,U2099
swps university of social sciences and humanities,U2100
symbiosis international university,U2101
technical university of cartagena,U2102
university of technology of troyes,U2103
teesside university,U2104
texas state university,U2105
tobb university of economics and technology,U2106
toyohashi university of technology tut,U2107
toyota technological institute,U2108
ural federal university,U2109
university of urbino carlo bo,U2110
urmia university of technology,U2111
usamv clujnapoca,U2112
wakayama medical university,U2113
the university of the west indies,U2114
university of west london,U2115
university of winchester,U2116
university of wrocåaw,U2117
yazd university,U2118
zewail city of science and technology,U2119
zhejiang university of finance and economics,U2120
university of å½ilina,U2121
