university_name,university_id
acharya nagarjuna university,U2122
adolfo ibããez university,U2123
the university of agriculture peshawar,U2124
universitas airlangga,U2125
allameh tabataba âi university,U2126
alnahrain university,U2127
university of alqadisiyah,U2128
university of the andes chile,U2129
university of antofagasta,U2130
university of antioquia,U2131
ariel university,U2132
atatã¼rk university,U2133
atäläm university,U2134
austral university of chile,U2135
autonomous university of sinaloa,U2136
banasthali university,U2137
bayero university,U2138
bezmiãlem vakif university,U2139
binus university,U2140
university of botswana,U2141
botswana international university of science and technology biust,U2142
instituto politãcnico de braganãa,U2143
university of brasãlia,U2144
the british university in egypt,U2145
b s abdur rahman crescent institute of science and technology,U2146
buali sina university,U2147
university of burgos,U2148
cardiff metropolitan university,U2149
university of carthage,U2150
universidad catã³lica san antonio de murcia ucam,U2151
chang gung university of science and technology,U2152
university of chester,U2153
chosun university,U2154
christ university bengaluru india,U2155
chung shan medical university,U2156
cochin university of science and technology,U2157
university of concepciã³n,U2158
university of costa rica,U2159
del rosario university,U2160
university of diyala,U2161
dokuz eylã¼l university,U2162
dow university of health sciences,U2163
duzce university,U2164
universidade eduardo mondlane,U2165
university of education lahore,U2166
ehime university,U2167
the university of electrocommunications,U2168
erciyes university,U2169
escuela superior politãcnica del litoral,U2170
universidade federal do abc ufabc,U2171
universidade federal do cearã ufc,U2172
federal university of espãrito santo,U2173
federal university of goiãs,U2174
federal university of lavras,U2175
universidade federal do paranã ufpr,U2176
federal university of pernambuco,U2177
federal university of rio grande do norte ufrn,U2178
federal university of santa maria,U2179
federal university of uberlãndia,U2180
federal university of viãosa,U2181
federico santa marãa technical university,U2182
ferhat abbas sãtif university 1,U2183
university of la frontera,U2184
universitas gadjah mada,U2185
gazi university,U2186
university of gdaåsk,U2187
gebze technical university,U2188
george emil palade university of medicine pharmacy science and technology of targu mures,U2189
georgia southern university,U2190
government college university lahore,U2191
university of guilan,U2192
guru jambheshwar university of science and technology,U2193
gyeongsang national university,U2194
halmstad university,U2195
universitã hassan ii de casablanca,U2196
universitã polytechnique hautsdefrance,U2197
university of hormozgan,U2198
university of hradec krãlovã,U2199
hyogo medical university,U2200
ibn tofaãl university,U2201
ilam university,U2202
ilia state university,U2203
university of ilorin,U2204
incheon national university,U2205
indian institute of science education and research bhopal,U2206
ipb university,U2207
ishou university,U2208
istanbul bilgi university,U2209
istanbul medeniyet university,U2210
izmir institute of technology,U2211
jiangsu normal university,U2212
the jikei university school of medicine,U2213
the john paul ii catholic university of lublin,U2214
kagawa university,U2215
karabã¼k university,U2216
karunya institute of technology and sciences,U2217
kharazmi university,U2218
kharkiv aviation institute,U2219
kitasato university,U2220
kl university,U2221
kyushu institute of technology kyutech,U2222
university of lethbridge,U2223
universidad loyola,U2224
lumiãre university lyon 2,U2225
universidade lusã³fona,U2226
manipal university jaipur,U2227
university of manouba,U2228
university of marrakech cadi ayyad,U2229
university of mauritius,U2230
medical university of lublin,U2231
medical university of silesia in katowice,U2232
medical university of sofia,U2233
university of medicine and pharmacy of craiova,U2234
metropolitan autonomous university,U2235
mie university,U2236
mohammed v university of rabat,U2237
university of monastir,U2238
morgan state university,U2239
moscow aviation institute,U2240
moscow power engineering institute,U2241
multimedia university,U2242
nagaoka university of technology,U2243
nagoya institute of technology,U2244
university of namibia,U2245
national changhua university of education,U2246
national chinyi university of technology,U2247
national university of colombia,U2248
national university of distance education uned,U2249
national institute of technology srinagar,U2250
national kaohsiung university of science and technology,U2251
national research university of electronic technology miet,U2252
national technical university of ukraine â igor sikorsky kyiv polytechnic institute,U2253
university of nigeria nsukka,U2254
ochanomizu university,U2255
oles honchar dnipro national university,U2256
opole university of technology,U2257
paris nanterre university,U2258
university of pau and pays de lâadour,U2259
pavol jozef å afãrik university in koåice,U2260
persian gulf university,U2261
pirogov russian national research medical university,U2262
polytechnic institute of porto,U2263
pontifical catholic university of peru,U2264
pontifical catholic university of valparaãso,U2265
pontifical javeriana university,U2266
pontifãcia universidade catã³lica do paranã,U2267
port said university,U2268
poznaå university of life sciences,U2269
university of puerto rico,U2270
university of qom,U2271
university rey juan carlos,U2272
universitã saintjoseph de beyrouth,U2273
saitama medical university,U2274
sapporo medical university,U2275
sastra university,U2276
sathyabama institute of science and technology,U2277
selãuk university,U2278
semnan university of medical sciences and health services,U2279
seoul national university of science and technology seoultech,U2280
university of la serena,U2281
shahid bahonar university of kerman,U2282
shahid sadoughi university of medical sciences,U2283
university of shanghai for science and technology,U2284
shiga university of medical science,U2285
showa university,U2286
universitã de skikda,U2287
sohag university,U2288
universitã sorbonne nouvelle,U2289
university of sousse,U2290
university of south china,U2291
south valley university,U2292
southwest petroleum university,U2293
sri venkateswara university,U2294
åtefan cel mare university of suceava,U2295
st marianna university school of medicine,U2296
st petersburg electrotechnical university leti,U2297
universiti sultan zainal abidin,U2298
university of sunderland,U2299
universitas syiah kuala,U2300
university of talca,U2301
university of tarapacã,U2302
technical university of crete,U2303
technical university of koåice,U2304
university of technology of compiãgne,U2305
institut teknologi sepuluh nopember,U2306
university of texas rio grande valley,U2307
tezpur university,U2308
thiagarajar college of engineering,U2309
toho university,U2310
tokyo university of marine science and technology,U2311
tomas bata university in zlãn,U2312
university of toyama,U2313
transilvania university of braèov,U2314
tribhuvan university,U2315
university of tunis,U2316
tzu chi university,U2317
unir â international university of la rioja,U2318
unisinos university,U2319
universiti tun hussein onn malaysia uthm,U2320
university of valladolid,U2321
veltech university,U2322
university of venda,U2323
vilnius gediminas technical university vilnius tech,U2324
visvesvaraya national institute of technology nagpur,U2325
vn karazin kharkiv national university,U2326
volgograd state university,U2327
walailak university,U2328
warsaw university of life sciences â sggw,U2329
university of western macedonia,U2330
west university of timiåoara,U2331
wrocåaw university of environmental and life sciences,U2332
wrocåaw university of science and technology,U2333
wuhan textile university,U2334
xiangtan university,U2335
xuzhou medical university,U2336
yamagata university,U2337
university of yamanashi,U2338
yasouj university,U2339
yuriy fedkovych chernivtsi national university,U2340
university of zambia,U2341
university of zanjan,U2342
zanjan university of medical sciences,U2343
zhejiang chinese medical university,U2344
university of zimbabwe,U2345
universitã 8 mai 1945 guelma,U2346
university abdelhamid ibn badis mostaganem,U2347
abdelmalek essaãdi university,U2348
university of abou bekr belkaãd tlemcen,U2349
acäbadem university,U2350
adelphi university,U2351
afe babalola university,U2352
akita university,U2353
aksaray university,U2354
alzahra university,U2355
university of anbar,U2356
university of the andes venezuela,U2357
andhra university,U2358
universidad andrãs bello unab,U2359
ankara university,U2360
ankara yildirim beyazit university,U2361
annamalai university,U2362
antonio narião university,U2363
arak university,U2364
universidad autã³noma de ciudad juãrez,U2365
universidad autã³noma de coahuila,U2366
universidad autã³noma del estado de hidalgo,U2367
universidad autã³noma del estado de mexico uaemex,U2368
universidad autã³noma del estado de morelos,U2369
universidad autã³noma de nuevo leã³n uanl,U2370
universidad autã³noma de querãtaro,U2371
universidad autã³noma de yucatãn,U2372
autonomous university of baja california,U2373
badji mokhtar university â annaba,U2374
baåkent university,U2375
university of batna 2,U2376
university of bãjaãa,U2377
belgorod state national research university,U2378
benemãrita universidad autã³noma de puebla,U2379
university of benin,U2380
bernardo oâhiggins university,U2381
bharath institute of higher education and research,U2382
bharati vidyapeeth university,U2383
bialystok university of technology,U2384
bilecik åeyh edebali university,U2385
university of bãobão,U2386
university of birjand,U2387
university of biskra,U2388
blida 1 university,U2389
bolu abant izzet baysal university,U2390
bozok university,U2391
university of brawijaya,U2392
burapha university,U2393
bursa technical university,U2394
bursa uludaä university,U2395
university of caldas,U2396
ãankärä karatekin university,U2397
catholic university of brasãlia,U2398
catholic university of the north,U2399
universidad catã³lica del maule,U2400
universidad catã³lica de la santãsima concepciã³n,U2401
university of caxias do sul,U2402
cearã state university,U2403
manisa celal bayar university,U2404
centro federal de educaãão tecnolã³gica celso suckow da fonseca cefetrj,U2405
ces university,U2406
college of charleston,U2407
chelyabinsk state university,U2408
chiba institute of technology,U2409
chinese culture university,U2410
universitã chouaãb doukkali,U2411
chubu university,U2412
chuo university,U2413
university of colima,U2414
comillas pontifical university,U2415
communication university of china,U2416
cracow university of technology,U2417
damghan university,U2418
university of dar es salaam,U2419
university for development studies,U2420
dicle university,U2421
dokkyo medical university,U2422
dumlupinar university,U2423
dunarea de jos university of galati,U2424
eafit university,U2425
el bosque university,U2426
erzincan binali yäldäräm university,U2427
escuela politãcnica nacional,U2428
eskiåehir osmangazi university,U2429
universidade estadual do norte fluminense darcy ribeiro,U2430
universidade estadual de maringã,U2431
universidade estadual do oeste do paranã unioeste,U2432
federal university of agriculture abeokuta,U2433
universidade federal de ciãªncias da saãºde de porto alegre ufcspa,U2434
federal university of itajubã,U2435
universidade federal de juiz de fora,U2436
universidade federal do maranhão ufma,U2437
federal university of mato grosso do sul,U2438
universidade federal de ouro preto ufop,U2439
federal university of parã,U2440
federal rural university of pernambuco,U2441
universidade federal rural do semiarido,U2442
universidade federal de sergipe,U2443
fluminense federal university,U2444
university of fortaleza unifor,U2445
universitã frãres mentouri constantine 1,U2446
universidad de las fuerzas armadas â espe,U2447
university of fukui,U2448
fukuoka university,U2449
universitã de gabãs,U2450
gaziantep university,U2451
gheorghe asachi technical university of iaåi,U2452
gitam university,U2453
goa university,U2454
grigore t popa university of medicine and pharmacy,U2455
university of guadalajara,U2456
university of guanajuato,U2457
gubkin russian state university of oil and gas,U2458
hasanuddin university,U2459
universitã hassan 1er,U2460
hassiba benbouali university of chlef,U2461
university of havana,U2462
hellenic open university,U2463
herzen state pedagogical university of russia,U2464
hindustan institute of technology and science,U2465
hitit university,U2466
hosei university,U2467
university of hyogo,U2468
ibaraki university,U2469
industrial university of tyumen,U2470
inãnã¼ university,U2471
instituto politãcnico nacional ipn,U2472
international hellenic university,U2473
irkutsk national research technical university,U2474
islamic university of indonesia,U2475
istanbul aydän university,U2476
istanbul medipol university,U2477
ivanovo state university of chemistry and technology,U2478
iwate university,U2479
izmir university of economics,U2480
jan evangelista purkynä university,U2481
jan kochanowski university in kielce,U2482
jean moulin university â lyon 3,U2483
jember university,U2484
jianghan university,U2485
university of jijel,U2486
kanagawa university,U2487
kanazawa medical university,U2488
kansai university,U2489
karadeniz technical university,U2490
universitã kasdi merbah ouargla,U2491
kastamonu university,U2492
kazan national research technical university,U2493
kazan state medical university,U2494
university of kelaniya,U2495
kemerovo state university,U2496
university of kerbala,U2497
king mongkutâs institute of technology ladkrabang,U2498
kirikkale university,U2499
käråehir ahi evran university,U2500
kocaeli university,U2501
kochi university,U2502
kochi university of technology,U2503
kogakuin university,U2504
universiti kuala lumpur,U2505
kyoto sangyo university,U2506
ladoke akintola university of technology,U2507
university of laghouat,U2508
lagos state university,U2509
lahore college for women university lcwu,U2510
latvia university of life sciences and technologies,U2511
university of life sciences in lublin,U2512
ln gumilyov eurasian national university,U2513
lobachevsky state university of nizhni novgorod,U2514
university of åã³dåº,U2515
londrina state university,U2516
university of los lagos,U2517
university of lucknow,U2518
university of macerata unimc,U2519
mackenzie presbyterian university,U2520
mahasarakham university,U2521
universiti malaysia kelantan,U2522
maria curieskåodowska university umcs,U2523
university of mascara,U2524
matej bel university,U2525
universidad mayor,U2526
meijo university,U2527
mâhamed bougara university of boumerdãs,U2528
middle technical university,U2529
ming chuan university,U2530
university of miyazaki,U2531
university mohamed boudiaf of mâsila,U2532
universitã mohammed premier,U2533
university of montenegro,U2534
moscow polytechnic university,U2535
moscow state university of civil engineering,U2536
university of mosul,U2537
moulay ismail university,U2538
universitã mouloud mammeri de tiziouzou,U2539
muroran institute of technology,U2540
university of mysore,U2541
nara womenâs university,U2542
national aviation university,U2543
national chiayi university,U2544
national chi nan university,U2545
national university of cã³rdoba,U2546
national university of costa rica,U2547
national formosa university,U2548
national ilan university,U2549
national university of kaohsiung,U2550
national university of medical sciences nums,U2551
national university of san martãn,U2552
national taichung university of science and technology,U2553
national united university,U2554
ned university of engineering and technology,U2555
universitas negeri surabaya,U2556
nizhny novgorod state technical university,U2557
nnamdi azikiwe university,U2558
northcaucasus federal university,U2559
university of the north colombia,U2560
northeastern federal university,U2561
northern arctic federal university named after mv lomonosov,U2562
northwestern state medical university named after ii mechnikov,U2563
nosov magnitogorsk state technical university,U2564
universidade nove de julho uninove,U2565
nueva granada military university,U2566
obafemi awolowo university,U2567
ogarev mordovia state university,U2568
oita university,U2569
niäde ãmer halisdemir university,U2570
omsk state technical university,U2571
ondokuz mayis university,U2572
oran 1 university,U2573
ordu university,U2574
osaka institute of technology,U2575
osaka medical and pharmaceutical university,U2576
ovidius university of constanèa,U2577
pamukkale university,U2578
pavlov first saint petersburg state medical university,U2579
payame noor university,U2580
pedagogical and technological university of colombia,U2581
university of the peloponnese,U2582
penza state university,U2583
perm national research polytechnic university,U2584
perm state university,U2585
university of pernambuco,U2586
universidad peruana de ciencias aplicadas upc,U2587
university of phayao,U2588
universidad politãcnica salesiana,U2589
polytechnic university of bucharest,U2590
polytechnic university of timiåoara,U2591
pontifical catholic university of minas gerais,U2592
universidad pontificia bolivariana upb,U2593
pontificia universidad catã³lica del ecuador,U2594
university of port harcourt,U2595
prague university of economics and business,U2596
university of prishtina,U2597
privolzhsky research medical university,U2598
psg college of technology,U2599
recep tayyip erdoäan university,U2600
reva university,U2601
riga stradiåå university,U2602
r v college of engineering,U2603
ryukoku university,U2604
university of the ryukyus,U2605
rzeszã³w university of technology,U2606
university of la sabana,U2607
saga university,U2608
samara state technical university,U2609
san sebastiãn university,U2610
university of santiago chile usach,U2611
saratov state medical university,U2612
university of sciences and technology houari boumediene,U2613
university of science and technology of oran mohamedboudiaf,U2614
sgh warsaw school of economics,U2615
shahed university,U2616
shimane university,U2617
shizuoka university,U2618
university of shizuoka,U2619
reshetnev siberian state university of science and technology,U2620
siberian state medical university,U2621
sichuan university of science and engineering,U2622
university of sistan and baluchestan,U2623
sivas cumhuriyet university,U2624
sofia university,U2625
university of sonora,U2626
southwest state university,U2627
srinakharinwirot university,U2628
universitas sriwijaya,U2629
saints cyril and methodius university in skopje,U2630
state university of bahia,U2631
state university of ponta grossa,U2632
state university of santa cruz,U2633
sã¼leyman demirel university,U2634
universitã sultan moulay slimane,U2635
szãchenyi istvãn university,U2636
tamil nadu agricultural university,U2637
technical university of loja,U2638
technical university of sofia,U2639
technological university of pereira,U2640
universidade tecnolã³gica federal do paranã utfpr,U2641
teikyo university,U2642
universiti teknologi mara,U2643
temuco catholic university,U2644
tokat gaziosmanpaåa university,U2645
tokyo university of agriculture,U2646
tokyo city university,U2647
tokyo denki university,U2648
tomsk state university of control systems and radioelectronics,U2649
tottori university,U2650
toyama prefectural university,U2651
toyo university,U2652
tula state university,U2653
ufa university of science and technology,U2654
ufa state petroleum technological university,U2655
uåak university,U2656
utsunomiya university,U2657
uzhhorod national university,U2658
university of valparaãso,U2659
van yã¼zã¼ncã¼ yil university,U2660
instituto politãcnico de viana do castelo,U2661
vietnam national university ho chi minh city,U2662
vignanâs foundation for science technology and research,U2663
vi vernadsky crimean federal university vernadsky cfu,U2664
volgograd state technical university,U2665
voronezh state technical university,U2666
university of west attica,U2667
yanshan university,U2668
yeditepe university,U2669
zonguldak bã¼lent ecevit university,U2670
abbes laghrour university of khenchala,U2671
abbottabad university of science and technology,U2672
abdelhafid boussouf university center of mila,U2673
abdullah gã¼l university,U2674
abertay university,U2675
abia state university,U2676
abrar university,U2677
ada kent university,U2678
adventist university of central africa,U2679
aecc university college,U2680
university center of aflou,U2681
university of agronomic sciences and veterinary medicine of bucharest,U2682
universitas ahmad dahlan,U2683
university of ahmed draia,U2684
aichi prefectural university,U2685
universitã dâain tãmouchent,U2686
ajeenkya dy patil university,U2687
akhmet yassawi university,U2688
akita prefectural university,U2689
akli mohand oulhadj bouira university,U2690
akwa ibom state university,U2691
al akhawayn university,U2692
al albayt university,U2693
alayen university,U2694
albaha university,U2695
albayan university,U2696
albaydha university,U2697
alesraa university college,U2698
alex ekwueme federal university ndufualike,U2699
alfarabi university college,U2700
alfurat alawsat technical university,U2701
university of algiers 1,U2702
algiers 2 university,U2703
university of algiers 3,U2704
university of alhamdaniya,U2705
alhussein bin talal university,U2706
alisher navoâi tashkent state university of uzbek language and literature,U2707
aljanad university for science and technology,U2708
university of alkafeel,U2709
alkarkh university of science,U2710
alkitab university,U2711
almaarefa university,U2712
almaarif university college,U2713
almanara college for medical sciences,U2714
almazov national medical research centre,U2715
almustaqbal university,U2716
almuthanna university,U2717
alnisour university college,U2718
alnoor university college,U2719
alqalam university college,U2720
alqasim green university,U2721
alrafidain university college,U2722
al safwa university college,U2723
altänbaå university,U2724
altoosi university college,U2725
al turath university,U2726
alzaytoonah university of jordan,U2727
american university in the emirates aue,U2728
american international university â bangladesh,U2729
american university of madaba,U2730
american university of ras al khaimah,U2731
amity university chhattisgarh,U2732
amity university gurugram,U2733
amity university gwalior,U2734
amity university rajasthan jaipur,U2735
amity university mumbai,U2736
anãhuac university,U2737
andijan machinebuilding institute,U2738
andijan state university,U2739
andijan state medical institute,U2740
andijan state pedagogical institute aspi,U2741
andrãs bello catholic university ucab,U2742
angloamerican university,U2743
ankara science university,U2744
applied science private university,U2745
arab american university,U2746
arabian gulf university,U2747
arab open university,U2748
arkän university of creative arts and design arucad,U2749
armenian state pedagogical university,U2750
arts university bournemouth,U2751
university of the arts london,U2752
arts university plymouth,U2753
arturo prat university,U2754
asahi university,U2755
asfendiyarov kazakh national medical university,U2756
ashikaga university,U2757
ashur university college,U2758
atyrau university,U2759
audencia,U2760
austral university,U2761
autonomous university of chiapas,U2762
azerbaijan university of architecture and construction,U2763
babcock university,U2764
bacha khan university charsadda,U2765
badr university in cairo buc,U2766
bakrie university,U2767
university of balochistan,U2768
balochistan university of information technology engineering and management sciences buitems,U2769
university of baltistan skardu,U2770
bandirma onyedi eylã¼l university,U2771
bangabandhu sheikh mujibur rahman agricultural university,U2772
barawa international university,U2773
bashkir state medical university,U2774
bath spa university,U2775
university of batna 1,U2776
bayburt university,U2777
baze university,U2778
belarusian state medical university,U2779
bells university of technology,U2780
university of benghazi,U2781
benson idahosa university,U2782
beykent university,U2783
bilad alrafidain university college,U2784
biruni university,U2785
university of bisha,U2786
bishop grosseteste university,U2787
university of bogotã jorge tadeo lozano,U2788
bohdan khmelnytsky national university of cherkasy,U2789
university of bolton,U2790
the british university in dubai,U2791
buckinghamshire new university,U2792
bukhara engineering technological institute,U2793
bukhara state university,U2794
bukhara state medical institute,U2795
bukkyo university,U2796
buriram rajabhat university,U2797
ãaä university,U2798
universidad camilo josã cela,U2799
canadian international college cic â cairo,U2800
catholic university of ãvila,U2801
catholic university in erbil,U2802
universidad catã³lica de colombia,U2803
universidad catã³lica de cuenca,U2804
universidad catã³lica san pablo,U2805
caucasus international university,U2806
cbs international business school,U2807
cebu technological university,U2808
cecos university of it and emerging sciences,U2809
university of celaya,U2810
university center ali kafi tindouf,U2811
university center of illizi,U2812
university center morsli abdellah of tipaza,U2813
university center of barika,U2814
central european university,U2815
central luzon state university,U2816
university of central punjab,U2817
centro de estudios para la calidad educativa y la investigaciã³n cientãfica ceceic,U2818
centro universitãrio cesuca,U2819
centurion university of technology and management,U2820
universidad cãsar vallejo,U2821
cetys universidad,U2822
charisma university,U2823
chernihiv polytechnic national university,U2824
chettinad academy of research and education,U2825
university of chichester,U2826
chinhoyi university of technology,U2827
universidad cientãfica del sur,U2828
cihan university â erbil,U2829
cihan university sulaimaniya,U2830
city university of science and information technology peshawar,U2831
civil aviation academy,U2832
university of civil protection,U2833
conservatoire for dance and drama,U2834
university of constantine 3,U2835
courtauld institute of art,U2836
cranfield university,U2837
university for the creative arts,U2838
university of cumbria,U2839
university of cyberjaya,U2840
cyprus health and social sciences university,U2841
daffodil international university diu,U2842
daneshpajoohan pishro higher education institute,U2843
dawood university of engineering and technology,U2844
debre tabor university,U2845
delta university for science and technology,U2846
delta state university abraka,U2847
denau institute of entrepreneurship and pedagogy,U2848
dhaka international university,U2849
dha suffa university,U2850
dhofar university,U2851
university of djilali bounaama khemis miliana,U2852
don bosco university,U2853
donetsk national university of economics and trade named after mykhailo tuhanbaranovsky donnuet,U2854
dovletmammet azadi turkmen national institute of world languages,U2855
dr d y patil vidyapeeth pune,U2856
dr mgr educational and research institute,U2857
d serikbayev east kazakhstan technical university,U2858
university of duhok,U2859
dulaty university,U2860
eae business school,U2861
ean university,U2862
university of eastern philippines,U2863
ãcole nationale polytechnique,U2864
ãcole nationale polytechnique dâoran maurice audin,U2865
ãcole nationale supãrieure agronomique,U2866
ãcole nationale supãrieure agronomique algiers,U2867
ãcole nationale supãrieure de biotechnologie taoufik khaznadar ensb,U2868
ãcole nationale supãrieure dâinformatique esi,U2869
ãcole nationale supãrieure de management kolãa,U2870
ãcole nationale supãrieure des sciences de la mer et de lâamãnagement du littoral enssmal,U2871
ãcole nationale supãrieure vãtãrinaire dâalger,U2872
ãcole national polytechnique de constantine,U2873
ãcole normale supãrieure de bãchar,U2874
ãcole normale supãrieure de bouzarãah,U2875
ãcole normale supãrieure el katiba assia djebar constantine ensc,U2876
ãcole normale supãrieure de kouba,U2877
ãcole normale supãrieure de laghouat,U2878
ãcole normale supãrieure dâoran,U2879
ãcole polytechnique dâarchitecture et dâurbanisme,U2880
ãcole supãrieure de comptabilitã et de finances de constantine,U2881
ãcole supãrieure en informatique 8 mai 1945 de sidibelabbãs,U2882
ãcole supãrieure en sciences appliquães de tlemcen,U2883
ãcole supãrieure en sciences biologiques dâoran essbo,U2884
ãcole supãrieure en sciences et technologies de lâinformatique et du numãrique estin,U2885
university of economics â varna,U2886
edo state university uzairue,U2887
edwin clark university,U2888
egerton university,U2889
egyptian russian university,U2890
elizade university,U2891
university of el oued,U2892
emir abdelkader university of islamic sciences,U2893
institute of engineering technical and transport communications of turkmenistan,U2894
escola superior de enfermagem do porto esep,U2895
escuela superior politãcnica de chimborazo,U2896
esic,U2897
eskiåehir technical university,U2898
universidade estadual do maranhão,U2899
universidade estadual do norte do paranã uenp,U2900
european university,U2901
european university of armenia,U2902
european university cyprus,U2903
european university of tunis,U2904
evangel university akaeze,U2905
falmouth university,U2906
federal university of kashere,U2907
federal university of latin american integration unila,U2908
federal university of paraãâba ufpb,U2909
federal university of petroleum resources effurun,U2910
federal university of technology minna,U2911
federal university of technology owerri,U2912
fergana medical institute of public health,U2913
fergana polytechnic institute,U2914
fergana state university,U2915
finis terrae university,U2916
forman christian college,U2917
fountain university,U2918
university of franca,U2919
francisk skorina gomel state university,U2920
fukushima university,U2921
university of gafsa,U2922
gangadhar meher university,U2923
university of garmian,U2924
general sir john kotelawala defence university,U2925
university of ghardaia,U2926
ghulam ishaq khan institute of engineering sciences and technology,U2927
glasgow school of art,U2928
gomel state medical university,U2929
the government sadiq college women university bahawalpur,U2930
government college women university faisalabad,U2931
government college women university sialkot,U2932
the graduate university for advanced studies sokendai,U2933
graphic era university,U2934
guildhall school of music and drama,U2935
gulf college,U2936
gulf medical university,U2937
gulistan state university,U2938
university of hafr al batin,U2939
hagoromo university of international studies,U2940
hakuoh university,U2941
haliã university,U2942
hãme university of applied sciences,U2943
hanseo university,U2944
hartpury university,U2945
hawler medical university,U2946
university of health sciences lahore,U2947
university of health sciences turkey,U2948
school of higher commercial studies ehec algiers,U2949
higher national school of renewable energies environment and sustainable development,U2950
higher school of management and digital economy hsmde,U2951
higher school of agronomy â mostaganem esam,U2952
higher school of management â tlemcen,U2953
university of the highlands and islands,U2954
hilla university college,U2955
hiroshima international university,U2956
hiroshima shudo university,U2957
hiroshima institute of technology,U2958
ho chi minh city open university,U2959
hodeida university,U2960
hokkaido university of science,U2961
university of home economics lahore,U2962
ho technical university,U2963
hryhorii skovoroda university in pereiaslav,U2964
university of human development,U2965
hyogo university of teacher education,U2966
ibn khaldoun university,U2967
icfai university dehradun,U2968
ifhe hyderabad,U2969
ilma university,U2970
imam alkadhum college ikc,U2971
imt mines alãs,U2972
independent university bangladesh,U2973
indira gandhi delhi technical university for women,U2974
information technology university of the punjab,U2975
innopolis university,U2976
institute of cancer research,U2977
universidad internacional del ecuador,U2978
international american university,U2979
international engineering and technology university metu,U2980
international university for the humanities and development,U2981
international it university,U2982
international university of rabat,U2983
institute of international relations of the ministry of foreign affairs of turkmenistan,U2984
interstate school of veterinary sciences and medicine,U2985
ionian university,U2986
ion mincu university of architecture and urbanism,U2987
iqra university,U2988
the islamic university,U2989
islamic university of gaza,U2990
universitas islam sultan agung,U2991
isra university,U2992
israel technological university,U2993
istanbul arel university,U2994
istanbul geliåim university,U2995
istanbul kã¼ltã¼r university,U2996
istanbul okan university,U2997
iubat â international university of business agriculture and technology,U2998
universita iulm,U2999
ivano frankivsk national technical university of oil and gas,U3000
jabir ibn hayyan medical university,U3001
jadara university,U3002
japan advanced institute of science and technology jaist,U3003
japan university of economics,U3004
jashore university of science and technology,U3005
university of jendouba,U3006
jizzakh polytechnic institute,U3007
jizzakh state pedagogical university,U3008
john von neumann university,U3009
kabarak university,U3010
kabardinobalkarian state university,U3011
university of kabianga,U3012
kadir has university,U3013
kamianetspodñlskyi ivan ohiienko national university,U3014
karaganda university of kazpotrebsoyuz,U3015
karakalpak state university,U3016
karshi engineering economics institute,U3017
kazakh national pedagogical university abai,U3018
kazakh national womenâs teacher training university,U3019
kazakhstan medical university ksph,U3020
kazan state power engineering university,U3021
keisen university,U3022
kharkiv university of humanities âpeopleâs ukrainian academyâ,U3023
kharkiv national automobile and highway university,U3024
kharkiv national university of internal affairs,U3025
khazar university,U3026
khulna university of engineering and technology kuet,U3027
khwaja fareed university of engineering and information technology,U3028
khyber medical university,U3029
kimyo international university in tashkent,U3030
king abdullah university of science and technology kaust,U3031
king danylo university,U3032
king edward medical university,U3033
kinnaird college for women,U3034
university of kirkuk,U3035
kitami institute of technology,U3036
kle technological university,U3037
knowledge university,U3038
kobe gakuin university,U3039
kocaeli health and technology university,U3040
kohsar university murree,U3041
kokshetau state university,U3042
kokugakuin university,U3043
konan university,U3044
konan womenâs university,U3045
koya university,U3046
kpr institute of engineering and technology,U3047
kumasi technical university,U3048
kursk state medical university,U3049
kã¼tahya health sciences university,U3050
kutaisi university,U3051
kuwait college of science and technology kcst,U3052
kyiv national economic university,U3053
kyoai gakuen university,U3054
kyoto koka womenâs university,U3055
kyoto notre dame university,U3056
k zhubanov aktobe regional university,U3057
lahore leads university,U3058
landmark university,U3059
larbi tebessi university,U3060
la salle university,U3061
university of las amãricas udla,U3062
leeds arts university,U3063
leeds conservatoire,U3064
leeds trinity university,U3065
lesya ukrainka volyn national university,U3066
liaquat university of medical and health sciences lumhs,U3067
university of liberal arts bangladesh,U3068
lincoln university college,U3069
lira university,U3070
universitã du littoral cãte dâopale,U3071
liverpool hope university,U3072
liverpool institute for performing arts,U3073
liverpool school of tropical medicine,U3074
the lnm institute of information technology,U3075
london academy of music and dramatic art lamda,U3076
london business school,U3077
london school of hygiene and tropical medicine,U3078
lviv state university of life safety,U3079
university of magallanes,U3080
universidad del magdalena,U3081
university centre of maghnia,U3082
mahatma jyotiba phule rohilkhand university,U3083
malawi university of science and technology must,U3084
management development institute mdi,U3085
management science university msu,U3086
universidad manuela beltrãn,U3087
mapãºa university,U3088
margulan university,U3089
mariano marcos state university,U3090
maritime university of szczecin,U3091
m auezov south kazakhstan university,U3092
universidad mayor de san simã³n,U3093
university of medea,U3094
university of medellãn,U3095
medizinische hochschule hannover,U3096
meikai university,U3097
universitas mercu buana,U3098
middle east university,U3099
mindanao state university â iligan institute of technology,U3100
minhaj university lahore,U3101
university of misan,U3102
misr university for science and technology,U3103
mizoram university,U3104
m kumarasamy college of engineering,U3105
mns university of agriculture multan,U3106
modern university for business and science,U3107
universitã mohamed el bachir el ibrahimi de bordj bou arrãridj,U3108
university of mohamed lamine debaghin setif 2,U3109
monroe college,U3110
university of monterrey,U3111
