university_id,year,source,global_rank,overall_score,academic_reputation,employer_reputation
U00613,2024,THE_2024,,,,
U00614,2025,QS_2025,615.5,,9.3,12.5
U00615,2025,QS_2025,615.5,,13.0,29.3
U00615,2024,THE_2024,1100.5,,,
U00615,2023,WUR_2023,1350.5,,,
U00616,2025,QS_2025,615.5,,17.7,10.8
U00617,2025,QS_2025,615.5,,5.6,2.1
U00617,2024,THE_2024,700.5,,,
U00617,2023,WUR_2023,550.5,,,
U00618,2025,QS_2025,615.5,,32.4,16.2
U00619,2025,QS_2025,615.5,,10.6,12.5
U00619,2024,THE_2024,450.5,,,
U00620,2025,QS_2025,615.5,,5.7,3.7
U00620,2024,THE_2024,550.5,,,
U00620,2023,WUR_2023,450.5,,,
U00621,2025,QS_2025,615.5,,15.6,7.1
U00621,2024,THE_2024,700.5,,,
U00621,2023,WUR_2023,900.5,,,
U00622,2025,QS_2025,625.5,,7.5,4.8
U00623,2025,QS_2025,625.5,,10.3,16.9
U00623,2024,THE_2024,,,,
U00624,2025,QS_2025,625.5,,18.5,28.7
U00624,2024,THE_2024,,,,
U00625,2025,QS_2025,625.5,,5.7,4.2
U00625,2024,THE_2024,450.5,,,
U00625,2023,WUR_2023,375.5,,,
U00626,2025,QS_2025,625.5,,28.1,25.3
U00626,2024,THE_2024,1100.5,,,
U00626,2023,WUR_2023,1100.5,,,
U00627,2025,QS_2025,625.5,,19.5,37.3
U00628,2025,QS_2025,625.5,,12.8,10.2
U00628,2024,THE_2024,700.5,,,
U00629,2025,QS_2025,625.5,,9.7,5.8
U00630,2025,QS_2025,625.5,,10.2,9.8
U00631,2025,QS_2025,625.5,,12.9,9.5
U00631,2024,THE_2024,275.5,,,
U00631,2023,WUR_2023,225.5,,,
U00632,2025,QS_2025,625.5,,11.0,4.3
U00633,2025,QS_2025,552.0,22.5,22.6,15.7
U00633,2024,THE_2024,,,,
U00634,2025,QS_2025,635.5,,13.7,15.0
U00634,2024,THE_2024,550.5,,,
U00634,2023,WUR_2023,700.5,,,
U00635,2025,QS_2025,635.5,,21.3,16.2
U00635,2024,THE_2024,275.5,,,
U00635,2023,WUR_2023,275.5,,,
U00636,2025,QS_2025,635.5,,6.3,4.3
U00636,2024,THE_2024,700.5,,,
U00637,2025,QS_2025,635.5,,3.4,1.7
U00637,2024,THE_2024,900.5,,,
U00638,2025,QS_2025,635.5,,12.8,5.5
U00638,2024,THE_2024,1350.5,,,
U00639,2025,QS_2025,635.5,,12.2,14.3
U00639,2024,THE_2024,900.5,,,
U00639,2023,WUR_2023,1100.5,,,
U00640,2025,QS_2025,635.5,,8.9,18.3
U00640,2024,THE_2024,900.5,,,
U00640,2023,WUR_2023,700.5,,,
U00641,2025,QS_2025,635.5,,9.8,6.0
U00641,2024,THE_2024,450.5,,,
U00641,2023,WUR_2023,375.5,,,
U00642,2025,QS_2025,635.5,,26.2,22.4
U00643,2025,QS_2025,635.5,,8.1,7.3
U00643,2024,THE_2024,450.5,,,
U00643,2023,WUR_2023,450.5,,,
U00644,2025,QS_2025,645.5,,17.7,14.8
U00644,2024,THE_2024,550.5,,,
U00644,2023,WUR_2023,700.5,,,
U00645,2025,QS_2025,645.5,,22.6,52.4
U00645,2024,THE_2024,1601.0,,,
U00646,2025,QS_2025,645.5,,6.9,3.4
U00646,2024,THE_2024,700.5,,,
U00646,2023,WUR_2023,1100.5,,,
U00647,2025,QS_2025,645.5,,22.5,29.4
U00647,2024,THE_2024,700.5,,,
U00647,2023,WUR_2023,700.5,,,
U00648,2025,QS_2025,645.5,,5.2,4.8
U00648,2024,THE_2024,700.5,,,
U00648,2023,WUR_2023,700.5,,,
U00649,2025,QS_2025,645.5,,21.5,28.2
U00649,2024,THE_2024,1100.5,,,
U00649,2023,WUR_2023,1100.5,,,
U00650,2025,QS_2025,645.5,,14.6,4.2
U00651,2025,QS_2025,645.5,,16.6,55.7
U00651,2024,THE_2024,1350.5,,,
U00651,2023,WUR_2023,1350.5,,,
U00652,2025,QS_2025,645.5,,6.6,2.6
U00653,2025,QS_2025,645.5,,5.4,95.6
U00654,2025,QS_2025,645.5,,8.0,11.6
U00654,2024,THE_2024,700.5,,,
U00654,2023,WUR_2023,900.5,,,
U00655,2025,QS_2025,645.5,,14.3,8.0
U00656,2025,QS_2025,645.5,,19.5,7.3
U00656,2024,THE_2024,700.5,,,
U00656,2023,WUR_2023,900.5,,,
U00657,2025,QS_2025,655.5,,11.5,21.3
U00658,2025,QS_2025,655.5,,15.2,13.9
U00658,2024,THE_2024,900.5,,,
U00658,2023,WUR_2023,1100.5,,,
U00659,2025,QS_2025,655.5,,24.1,10.8
U00660,2025,QS_2025,655.5,,12.7,11.4
U00660,2024,THE_2024,550.5,,,
U00660,2023,WUR_2023,700.5,,,
U00661,2025,QS_2025,655.5,,16.3,7.3
U00661,2024,THE_2024,1100.5,,,
U00661,2023,WUR_2023,1350.5,,,
U00662,2025,QS_2025,665.5,,9.4,5.9
U00662,2024,THE_2024,550.5,,,
U00662,2023,WUR_2023,550.5,,,
U00663,2025,QS_2025,665.5,,19.9,35.6
U00664,2025,QS_2025,665.5,,12.8,8.5
U00664,2024,THE_2024,1100.5,,,
U00664,2023,WUR_2023,1100.5,,,
U00665,2025,QS_2025,665.5,,5.8,1.5
U00665,2024,THE_2024,375.5,,,
U00665,2023,WUR_2023,450.5,,,
U00666,2025,QS_2025,665.5,,24.4,17.0
U00667,2025,QS_2025,665.5,,6.9,5.9
U00668,2025,QS_2025,665.5,,7.2,5.9
U00668,2024,THE_2024,550.5,,,
U00669,2025,QS_2025,665.5,,21.1,23.0
U00669,2024,THE_2024,1100.5,,,
U00669,2023,WUR_2023,1350.5,,,
U00670,2025,QS_2025,665.5,,14.2,18.0
U00671,2025,QS_2025,665.5,,11.8,6.5
U00671,2024,THE_2024,450.5,,,
U00671,2023,WUR_2023,550.5,,,
U00672,2025,QS_2025,665.5,,27.1,13.7
U00673,2025,QS_2025,665.5,,13.6,15.9
U00673,2024,THE_2024,375.5,,,
U00673,2023,WUR_2023,375.5,,,
U00674,2025,QS_2025,665.5,,8.9,8.9
U00674,2024,THE_2024,450.5,,,
U00674,2023,WUR_2023,450.5,,,
U00675,2025,QS_2025,675.5,,26.5,22.8
U00675,2024,THE_2024,,,,
U00675,2023,WUR_2023,,,,
U00676,2025,QS_2025,675.5,,7.8,6.1
U00676,2024,THE_2024,550.5,,,
U00676,2023,WUR_2023,700.5,,,
U00677,2025,QS_2025,675.5,,19.9,10.9
U00678,2025,QS_2025,675.5,,19.9,16.4
U00679,2025,QS_2025,675.5,,13.1,6.4
U00680,2025,QS_2025,675.5,,32.4,8.9
U00681,2025,QS_2025,675.5,,13.0,5.9
U00681,2024,THE_2024,700.5,,,
U00681,2023,WUR_2023,700.5,,,
U00682,2025,QS_2025,685.5,,3.5,1.6
U00683,2025,QS_2025,685.5,,13.1,5.1
U00683,2024,THE_2024,450.5,,,
U00683,2023,WUR_2023,550.5,,,
U00684,2025,QS_2025,685.5,,6.2,4.4
U00685,2025,QS_2025,685.5,,15.6,11.1
U00685,2024,THE_2024,900.5,,,
U00686,2025,QS_2025,685.5,,6.5,5.3
U00686,2024,THE_2024,450.5,,,
U00687,2025,QS_2025,685.5,,16.6,14.8
U00687,2024,THE_2024,700.5,,,
U00687,2023,WUR_2023,900.5,,,
U00688,2025,QS_2025,685.5,,12.3,7.1
U00688,2024,THE_2024,375.5,,,
U00688,2023,WUR_2023,325.5,,,
U00689,2025,QS_2025,685.5,,6.3,11.6
U00689,2023,WUR_2023,900.5,,,
U00690,2025,QS_2025,685.5,,4.9,8.3
U00691,2025,QS_2025,695.5,,14.1,51.3
U00692,2025,QS_2025,695.5,,5.8,4.3
U00692,2024,THE_2024,700.5,,,
U00692,2023,WUR_2023,700.5,,,
U00693,2025,QS_2025,695.5,,6.5,9.6
U00694,2025,QS_2025,695.5,,6.9,5.4
U00694,2024,THE_2024,900.5,,,
U00694,2023,WUR_2023,900.5,,,
U00695,2025,QS_2025,695.5,,21.0,40.6
U00696,2025,QS_2025,695.5,,17.0,10.6
U00697,2025,QS_2025,695.5,,9.9,20.0
U00697,2024,THE_2024,1601.0,,,
U00697,2023,WUR_2023,1601.0,,,
U00698,2025,QS_2025,695.5,,10.5,5.1
U00698,2024,THE_2024,900.5,,,
U00698,2023,WUR_2023,700.5,,,
U00699,2025,QS_2025,695.5,,28.0,5.3
U00699,2024,THE_2024,700.5,,,
U00699,2023,WUR_2023,700.5,,,
U00700,2025,QS_2025,695.5,,4.4,2.2
U00700,2024,THE_2024,450.5,,,
U00700,2023,WUR_2023,375.5,,,
U00701,2025,QS_2025,695.5,,4.7,4.1
U00701,2024,THE_2024,550.5,,,
U00701,2023,WUR_2023,550.5,,,
U00702,2025,QS_2025,695.5,,13.6,3.5
U00702,2024,THE_2024,550.5,,,
U00702,2023,WUR_2023,450.5,,,
U00703,2025,QS_2025,705.5,,4.5,1.8
U00704,2025,QS_2025,705.5,,7.9,10.5
U00705,2025,QS_2025,705.5,,13.5,20.3
U00705,2024,THE_2024,550.5,,,
U00705,2023,WUR_2023,550.5,,,
U00706,2025,QS_2025,705.5,,4.1,2.8
U00706,2024,THE_2024,900.5,,,
U00706,2023,WUR_2023,900.5,,,
U00707,2025,QS_2025,705.5,,2.6,4.0
U00707,2024,THE_2024,450.5,,,
U00707,2023,WUR_2023,550.5,,,
U00708,2025,QS_2025,705.5,,18.9,36.6
U00708,2024,THE_2024,1350.5,,,
U00708,2023,WUR_2023,1350.5,,,
U00709,2025,QS_2025,705.5,,10.6,5.8
U00710,2025,QS_2025,705.5,,10.2,9.8
U00711,2025,QS_2025,715.5,,16.7,8.4
U00712,2025,QS_2025,715.5,,16.2,29.3
U00712,2024,THE_2024,700.5,,,
U00712,2023,WUR_2023,700.5,,,
U00713,2025,QS_2025,715.5,,11.7,30.5
U00713,2024,THE_2024,700.5,,,
U00713,2023,WUR_2023,700.5,,,
U00714,2025,QS_2025,715.5,,10.4,6.7
U00714,2024,THE_2024,900.5,,,
U00714,2023,WUR_2023,1100.5,,,
U00715,2025,QS_2025,715.5,,5.3,4.8
U00715,2024,THE_2024,700.5,,,
U00715,2023,WUR_2023,700.5,,,
U00716,2025,QS_2025,715.5,,9.9,6.5
U00717,2025,QS_2025,715.5,,5.0,1.9
U00717,2023,WUR_2023,700.5,,,
U00718,2025,QS_2025,715.5,,14.0,19.1
U00718,2024,THE_2024,1100.5,,,
U00719,2025,QS_2025,715.5,,8.2,16.4
U00720,2025,QS_2025,715.5,,6.2,9.0
U00721,2025,QS_2025,715.5,,5.0,6.4
U00721,2024,THE_2024,700.5,,,
U00722,2025,QS_2025,715.5,,6.5,2.1
U00723,2025,QS_2025,715.5,,9.1,28.8
U00723,2023,WUR_2023,1350.5,,,
U00724,2025,QS_2025,725.5,,9.4,4.8
U00724,2024,THE_2024,275.5,,,
U00724,2023,WUR_2023,325.5,,,
U00725,2025,QS_2025,725.5,,15.6,25.7
U00725,2024,THE_2024,1350.5,,,
U00725,2023,WUR_2023,1350.5,,,
U00726,2025,QS_2025,725.5,,19.2,41.7
U00726,2024,THE_2024,1601.0,,,
U00726,2023,WUR_2023,1601.0,,,
U00727,2025,QS_2025,725.5,,8.1,4.5
U00727,2024,THE_2024,325.5,,,
U00727,2023,WUR_2023,325.5,,,
U00728,2025,QS_2025,725.5,,3.8,2.6
U00728,2024,THE_2024,,,,
U00728,2023,WUR_2023,,,,
U00729,2025,QS_2025,725.5,,17.8,5.9
U00729,2024,THE_2024,1100.5,,,
U00729,2023,WUR_2023,1100.5,,,
U00730,2025,QS_2025,725.5,,7.0,8.1
U00730,2024,THE_2024,700.5,,,
U00730,2023,WUR_2023,700.5,,,
U00731,2025,QS_2025,725.5,,8.1,2.5
U00732,2025,QS_2025,725.5,,5.3,5.3
U00732,2024,THE_2024,550.5,,,
U00732,2023,WUR_2023,450.5,,,
U00733,2025,QS_2025,725.5,,11.5,26.8
U00733,2024,THE_2024,1100.5,,,
U00733,2023,WUR_2023,1350.5,,,
U00734,2025,QS_2025,725.5,,23.5,5.5
U00735,2025,QS_2025,725.5,,14.9,5.2
U00736,2025,QS_2025,725.5,,8.6,4.0
U00736,2024,THE_2024,450.5,,,
U00736,2023,WUR_2023,450.5,,,
U00737,2025,QS_2025,725.5,,11.7,4.0
U00737,2024,THE_2024,550.5,,,
U00737,2023,WUR_2023,550.5,,,
U00738,2025,QS_2025,735.5,,6.4,2.3
U00739,2025,QS_2025,735.5,,15.5,4.1
U00740,2025,QS_2025,735.5,,17.6,8.4
U00740,2024,THE_2024,900.5,,,
U00740,2023,WUR_2023,900.5,,,
U00741,2025,QS_2025,745.5,,11.7,3.3
U00741,2024,THE_2024,1601.0,,,
U00742,2025,QS_2025,745.5,,11.1,13.5
U00742,2024,THE_2024,550.5,,,
U00742,2023,WUR_2023,700.5,,,
U00743,2025,QS_2025,745.5,,28.4,50.8
U00744,2025,QS_2025,745.5,,18.6,16.1
U00745,2025,QS_2025,745.5,,10.3,6.0
U00746,2025,QS_2025,745.5,,10.8,5.3
U00746,2024,THE_2024,700.5,,,
U00746,2023,WUR_2023,900.5,,,
U00747,2025,QS_2025,745.5,,13.7,23.0
U00747,2024,THE_2024,450.5,,,
U00747,2023,WUR_2023,700.5,,,
U00748,2025,QS_2025,745.5,,9.0,9.0
U00748,2024,THE_2024,550.5,,,
U00748,2023,WUR_2023,450.5,,,
U00749,2025,QS_2025,745.5,,11.5,6.8
U00749,2024,THE_2024,900.5,,,
U00749,2023,WUR_2023,1100.5,,,
U00750,2025,QS_2025,745.5,,12.6,16.9
U00750,2024,THE_2024,1350.5,,,
U00750,2023,WUR_2023,1350.5,,,
U00751,2025,QS_2025,745.5,,6.9,6.1
U00751,2024,THE_2024,450.5,,,
U00751,2023,WUR_2023,550.5,,,
U00752,2025,QS_2025,745.5,,10.4,16.8
U00752,2024,THE_2024,1350.5,,,
U00752,2023,WUR_2023,1350.5,,,
U00753,2025,QS_2025,745.5,,5.1,6.3
U00753,2024,THE_2024,450.5,,,
U00753,2023,WUR_2023,375.5,,,
U00754,2025,QS_2025,755.5,,15.2,31.0
U00755,2025,QS_2025,755.5,,11.2,18.5
U00755,2024,THE_2024,1350.5,,,
U00755,2023,WUR_2023,1350.5,,,
U00756,2025,QS_2025,755.5,,10.9,14.3
U00757,2025,QS_2025,755.5,,10.4,51.5
U00757,2024,THE_2024,1350.5,,,
U00757,2023,WUR_2023,1350.5,,,
U00758,2025,QS_2025,755.5,,25.3,7.9
U00759,2025,QS_2025,755.5,,5.9,2.8
U00760,2025,QS_2025,755.5,,17.1,6.5
U00760,2024,THE_2024,1100.5,,,
U00761,2025,QS_2025,755.5,,10.0,43.2
U00761,2024,THE_2024,1100.5,,,
U00761,2023,WUR_2023,1100.5,,,
U00762,2025,QS_2025,755.5,,6.1,4.6
U00762,2024,THE_2024,900.5,,,
U00762,2023,WUR_2023,900.5,,,
U00763,2025,QS_2025,755.5,,8.4,2.3
U00763,2024,THE_2024,550.5,,,
U00763,2023,WUR_2023,550.5,,,
U00764,2025,QS_2025,765.5,,16.0,9.1
U00764,2024,THE_2024,1100.5,,,
U00764,2023,WUR_2023,1100.5,,,
U00765,2025,QS_2025,765.5,,16.9,36.6
U00765,2024,THE_2024,1100.5,,,
U00765,2023,WUR_2023,1350.5,,,
U00766,2025,QS_2025,765.5,,16.4,12.7
U00766,2024,THE_2024,900.5,,,
U00766,2023,WUR_2023,900.5,,,
U00767,2025,QS_2025,765.5,,5.5,3.4
U00767,2024,THE_2024,700.5,,,
U00767,2023,WUR_2023,1100.5,,,
U00768,2025,QS_2025,765.5,,11.0,6.0
U00769,2025,QS_2025,765.5,,8.2,6.1
U00770,2025,QS_2025,765.5,,11.7,17.1
U00770,2024,THE_2024,900.5,,,
U00770,2023,WUR_2023,1100.5,,,
U00771,2025,QS_2025,775.5,,6.4,9.3
U00771,2023,WUR_2023,700.5,,,
U00772,2025,QS_2025,775.5,,5.8,6.4
U00772,2024,THE_2024,450.5,,,
U00772,2023,WUR_2023,275.5,,,
U00773,2025,QS_2025,775.5,,16.6,8.5
U00773,2024,THE_2024,900.5,,,
U00773,2023,WUR_2023,1100.5,,,
U00774,2025,QS_2025,775.5,,5.1,1.4
U00775,2025,QS_2025,775.5,,14.9,2.5
U00776,2025,QS_2025,775.5,,6.7,6.4
U00777,2025,QS_2025,775.5,,15.8,28.5
U00778,2025,QS_2025,775.5,,9.4,4.3
U00779,2025,QS_2025,775.5,,10.2,6.8
U00779,2024,THE_2024,700.5,,,
U00779,2023,WUR_2023,700.5,,,
U00780,2025,QS_2025,775.5,,14.3,11.9
U00781,2025,QS_2025,775.5,,9.1,2.7
U00781,2024,THE_2024,450.5,,,
U00781,2023,WUR_2023,375.5,,,
U00782,2025,QS_2025,785.5,,15.5,19.5
U00782,2024,THE_2024,1100.5,,,
U00782,2023,WUR_2023,1100.5,,,
U00783,2025,QS_2025,785.5,,25.2,18.6
U00783,2024,THE_2024,1601.0,,,
U00783,2023,WUR_2023,1601.0,,,
U00784,2025,QS_2025,785.5,,25.5,15.8
U00785,2025,QS_2025,785.5,,10.6,5.0
U00785,2024,THE_2024,900.5,,,
U00786,2025,QS_2025,785.5,,10.9,10.6
U00786,2024,THE_2024,700.5,,,
U00786,2023,WUR_2023,900.5,,,
U00787,2025,QS_2025,785.5,,15.2,8.2
U00787,2024,THE_2024,900.5,,,
U00787,2023,WUR_2023,900.5,,,
U00788,2025,QS_2025,785.5,,9.4,12.7
U00789,2025,QS_2025,785.5,,19.3,4.8
U00789,2024,THE_2024,900.5,,,
U00789,2023,WUR_2023,1100.5,,,
U00790,2025,QS_2025,785.5,,11.5,16.7
U00790,2024,THE_2024,1100.5,,,
U00790,2023,WUR_2023,900.5,,,
U00791,2025,QS_2025,785.5,,7.1,7.0
U00791,2024,THE_2024,550.5,,,
U00791,2023,WUR_2023,550.5,,,
U00792,2025,QS_2025,785.5,,5.4,6.6
U00793,2025,QS_2025,795.5,,4.8,3.0
U00793,2024,THE_2024,550.5,,,
U00794,2025,QS_2025,795.5,,10.4,1.2
U00794,2024,THE_2024,1601.0,,,
U00794,2023,WUR_2023,1601.0,,,
U00795,2025,QS_2025,795.5,,6.0,4.4
U00795,2024,THE_2024,550.5,,,
U00795,2023,WUR_2023,550.5,,,
U00796,2025,QS_2025,795.5,,4.8,6.7
U00796,2024,THE_2024,450.5,,,
U00796,2023,WUR_2023,700.5,,,
U00797,2025,QS_2025,795.5,,5.3,5.0
U00797,2024,THE_2024,900.5,,,
U00798,2025,QS_2025,795.5,,29.1,20.8
U00799,2025,QS_2025,795.5,,11.1,9.8
U00799,2024,THE_2024,450.5,,,
U00799,2023,WUR_2023,550.5,,,
U00800,2025,QS_2025,795.5,,10.5,8.0
U00800,2023,WUR_2023,375.5,,,
U00801,2025,QS_2025,795.5,,12.7,16.1
U00802,2025,QS_2025,795.5,,7.6,3.4
U00802,2024,THE_2024,550.5,,,
U00802,2023,WUR_2023,550.5,,,
U00803,2025,QS_2025,825.5,,9.6,10.1
U00803,2024,THE_2024,,,,
U00804,2025,QS_2025,825.5,,23.1,18.3
U00804,2024,THE_2024,900.5,,,
U00804,2023,WUR_2023,900.5,,,
U00805,2025,QS_2025,825.5,,20.2,16.8
U00806,2025,QS_2025,825.5,,5.9,1.8
U00806,2024,THE_2024,450.5,,,
U00806,2023,WUR_2023,375.5,,,
U00807,2025,QS_2025,825.5,,7.7,4.9
U00808,2025,QS_2025,825.5,,14.8,26.7
U00809,2025,QS_2025,825.5,,11.0,19.7
U00809,2024,THE_2024,900.5,,,
U00809,2023,WUR_2023,900.5,,,
U00810,2025,QS_2025,825.5,,5.0,5.0
U00810,2024,THE_2024,550.5,,,
U00810,2023,WUR_2023,450.5,,,
U00811,2025,QS_2025,825.5,,9.4,15.2
U00811,2024,THE_2024,1100.5,,,
U00811,2023,WUR_2023,1350.5,,,
U00812,2025,QS_2025,825.5,,4.2,2.1
U00813,2025,QS_2025,825.5,,7.6,2.5
U00813,2024,THE_2024,1350.5,,,
U00814,2025,QS_2025,825.5,,19.1,28.8
U00814,2024,THE_2024,1601.0,,,
U00814,2023,WUR_2023,1601.0,,,
U00815,2025,QS_2025,825.5,,11.7,5.1
U00815,2024,THE_2024,700.5,,,
U00815,2023,WUR_2023,700.5,,,
U00816,2025,QS_2025,825.5,,16.7,27.9
U00817,2025,QS_2025,825.5,,14.7,7.9
U00817,2024,THE_2024,1100.5,,,
U00818,2025,QS_2025,825.5,,10.0,6.8
U00818,2024,THE_2024,550.5,,,
U00818,2023,WUR_2023,450.5,,,
U00819,2025,QS_2025,825.5,,3.3,2.9
U00819,2024,THE_2024,700.5,,,
U00819,2023,WUR_2023,700.5,,,
U00820,2025,QS_2025,825.5,,10.4,7.7
U00820,2024,THE_2024,450.5,,,
U00820,2023,WUR_2023,450.5,,,
U00821,2025,QS_2025,825.5,,16.2,31.8
U00821,2024,THE_2024,1350.5,,,
U00821,2023,WUR_2023,1350.5,,,
U00822,2025,QS_2025,825.5,,5.4,2.7
U00823,2025,QS_2025,825.5,,12.7,8.8
U00824,2025,QS_2025,825.5,,27.0,24.4
U00825,2025,QS_2025,825.5,,10.1,4.9
U00826,2025,QS_2025,825.5,,12.9,8.7
U00826,2024,THE_2024,450.5,,,
U00826,2023,WUR_2023,450.5,,,
U00827,2025,QS_2025,825.5,,4.5,2.9
U00827,2024,THE_2024,700.5,,,
U00828,2025,QS_2025,825.5,,8.0,12.0
U00828,2024,THE_2024,700.5,,,
U00829,2025,QS_2025,825.5,,14.1,16.0
U00829,2024,THE_2024,450.5,,,
U00829,2023,WUR_2023,550.5,,,
U00830,2025,QS_2025,825.5,,13.1,20.4
U00831,2025,QS_2025,825.5,,18.5,24.3
U00832,2025,QS_2025,825.5,,16.0,8.6
U00832,2024,THE_2024,1100.5,,,
U00832,2023,WUR_2023,1100.5,,,
U00833,2025,QS_2025,825.5,,9.1,2.3
U00834,2025,QS_2025,825.5,,19.2,42.4
U00835,2025,QS_2025,825.5,,11.3,4.2
U00836,2025,QS_2025,825.5,,7.3,2.9
U00837,2025,QS_2025,825.5,,13.6,3.3
U00838,2025,QS_2025,825.5,,14.0,30.9
U00838,2024,THE_2024,1100.5,,,
U00838,2023,WUR_2023,1100.5,,,
U00839,2025,QS_2025,825.5,,2.7,2.0
U00839,2024,THE_2024,550.5,,,
U00839,2023,WUR_2023,450.5,,,
U00840,2025,QS_2025,825.5,,13.5,6.7
U00840,2024,THE_2024,1100.5,,,
U00840,2023,WUR_2023,1350.5,,,
U00841,2025,QS_2025,825.5,,11.0,16.9
U00841,2024,THE_2024,1601.0,,,
U00841,2023,WUR_2023,1601.0,,,
U00842,2025,QS_2025,825.5,,12.4,3.0
U00843,2025,QS_2025,825.5,,7.9,6.1
U00843,2024,THE_2024,900.5,,,
U00843,2023,WUR_2023,900.5,,,
U00844,2025,QS_2025,825.5,,15.2,19.5
U00844,2024,THE_2024,1100.5,,,
U00844,2023,WUR_2023,1350.5,,,
U00845,2025,QS_2025,825.5,,13.2,3.0
U00846,2025,QS_2025,825.5,,18.3,9.4
U00846,2024,THE_2024,450.5,,,
U00847,2025,QS_2025,825.5,,21.8,6.1
U00848,2025,QS_2025,825.5,,8.6,2.4
U00848,2024,THE_2024,550.5,,,
U00848,2023,WUR_2023,550.5,,,
U00849,2025,QS_2025,825.5,,7.1,5.8
U00849,2024,THE_2024,700.5,,,
U00849,2023,WUR_2023,550.5,,,
U00850,2025,QS_2025,825.5,,5.0,2.3
U00850,2024,THE_2024,550.5,,,
U00851,2025,QS_2025,825.5,,6.9,2.5
U00851,2023,WUR_2023,1100.5,,,
U00852,2025,QS_2025,875.5,,9.6,13.9
U00853,2025,QS_2025,875.5,,5.8,14.6
U00854,2025,QS_2025,875.5,,9.9,15.7
U00855,2025,QS_2025,875.5,,5.1,5.4
U00855,2024,THE_2024,900.5,,,
U00855,2023,WUR_2023,1100.5,,,
U00856,2025,QS_2025,875.5,,9.3,4.7
U00856,2024,THE_2024,900.5,,,
U00857,2025,QS_2025,875.5,,8.8,7.8
U00857,2024,THE_2024,900.5,,,
U00857,2023,WUR_2023,1350.5,,,
U00858,2025,QS_2025,875.5,,1.3,1.9
U00858,2024,THE_2024,900.5,,,
U00858,2023,WUR_2023,1100.5,,,
U00859,2025,QS_2025,875.5,,3.7,2.5
U00859,2024,THE_2024,900.5,,,
U00859,2023,WUR_2023,900.5,,,
U00860,2025,QS_2025,875.5,,3.8,1.6
U00860,2024,THE_2024,550.5,,,
U00860,2023,WUR_2023,900.5,,,
U00861,2025,QS_2025,875.5,,11.3,14.2
U00861,2024,THE_2024,450.5,,,
U00861,2023,WUR_2023,450.5,,,
U00862,2025,QS_2025,875.5,,14.6,9.3
U00863,2025,QS_2025,875.5,,9.3,3.1
U00863,2024,THE_2024,550.5,,,
U00863,2023,WUR_2023,550.5,,,
U00864,2025,QS_2025,875.5,,8.2,6.7
U00864,2024,THE_2024,700.5,,,
U00864,2023,WUR_2023,900.5,,,
U00865,2025,QS_2025,875.5,,9.7,7.7
U00866,2025,QS_2025,875.5,,9.3,7.0
U00867,2025,QS_2025,875.5,,6.2,6.5
U00867,2024,THE_2024,1350.5,,,
U00867,2023,WUR_2023,1350.5,,,
U00868,2025,QS_2025,875.5,,6.9,2.3
U00868,2024,THE_2024,1350.5,,,
U00868,2023,WUR_2023,1350.5,,,
U00869,2025,QS_2025,875.5,,4.5,1.4
U00870,2025,QS_2025,875.5,,7.4,11.0
U00870,2024,THE_2024,700.5,,,
U00870,2023,WUR_2023,700.5,,,
U00871,2025,QS_2025,875.5,,8.9,3.7
U00871,2024,THE_2024,900.5,,,
U00871,2023,WUR_2023,1100.5,,,
U00872,2025,QS_2025,875.5,,8.3,8.1
U00872,2024,THE_2024,700.5,,,
U00872,2023,WUR_2023,700.5,,,
U00873,2025,QS_2025,875.5,,4.7,5.1
U00874,2025,QS_2025,875.5,,5.6,2.2
U00874,2024,THE_2024,1350.5,,,
U00875,2025,QS_2025,875.5,,7.9,7.3
U00875,2023,WUR_2023,900.5,,,
U00876,2025,QS_2025,875.5,,3.4,2.4
U00877,2025,QS_2025,875.5,,12.6,13.1
U00877,2024,THE_2024,1100.5,,,
U00877,2023,WUR_2023,1100.5,,,
U00878,2025,QS_2025,875.5,,4.7,4.4
U00878,2024,THE_2024,700.5,,,
U00879,2025,QS_2025,875.5,,13.8,7.4
U00879,2024,THE_2024,900.5,,,
U00879,2023,WUR_2023,1350.5,,,
U00880,2025,QS_2025,875.5,,10.5,3.8
U00881,2025,QS_2025,875.5,,11.2,12.4
U00882,2025,QS_2025,875.5,,6.7,2.6
U00883,2025,QS_2025,875.5,,10.4,3.4
U00884,2025,QS_2025,875.5,,6.8,4.2
U00885,2025,QS_2025,875.5,,15.3,7.6
U00885,2024,THE_2024,450.5,,,
U00885,2023,WUR_2023,700.5,,,
U00886,2025,QS_2025,875.5,,8.1,4.5
U00886,2023,WUR_2023,550.5,,,
U00887,2025,QS_2025,875.5,,12.3,8.5
U00888,2025,QS_2025,875.5,,5.2,4.2
U00888,2024,THE_2024,,,,
U00888,2023,WUR_2023,,,,
U00889,2025,QS_2025,875.5,,12.0,6.2
U00889,2024,THE_2024,1350.5,,,
U00889,2023,WUR_2023,1350.5,,,
U00890,2025,QS_2025,875.5,,11.5,7.6
U00890,2024,THE_2024,1100.5,,,
U00890,2023,WUR_2023,1100.5,,,
U00891,2025,QS_2025,875.5,,4.4,3.7
U00891,2024,THE_2024,700.5,,,
U00891,2023,WUR_2023,700.5,,,
U00892,2025,QS_2025,875.5,,5.9,4.7
U00892,2024,THE_2024,550.5,,,
U00892,2023,WUR_2023,450.5,,,
