university_id,year,source,global_rank,overall_score,academic_reputation,employer_reputation
U03044,2024,THE_2024,,,,
U03045,2024,THE_2024,,,,
U03046,2024,THE_2024,,,,
U03047,2024,THE_2024,,,,
U03048,2024,THE_2024,,,,
U03049,2024,THE_2024,,,,
U03050,2024,THE_2024,,,,
U03051,2024,THE_2024,,,,
U03052,2024,THE_2024,,,,
U03053,2024,THE_2024,,,,
U03054,2024,THE_2024,,,,
U03055,2024,THE_2024,,,,
U03056,2024,THE_2024,,,,
U03057,2024,THE_2024,,,,
U03058,2024,THE_2024,,,,
U03059,2024,THE_2024,,,,
U03060,2024,THE_2024,,,,
U03061,2024,THE_2024,,,,
U03062,2024,THE_2024,,,,
U03063,2024,THE_2024,,,,
U03064,2024,THE_2024,,,,
U03065,2024,THE_2024,,,,
U03066,2024,THE_2024,,,,
U03067,2024,THE_2024,,,,
U03068,2024,THE_2024,,,,
U03069,2024,THE_2024,,,,
U03070,2024,THE_2024,,,,
U03071,2024,THE_2024,,,,
U03072,2024,THE_2024,,,,
U03073,2024,THE_2024,,,,
U03074,2024,THE_2024,,,,
U03075,2024,THE_2024,,,,
U03076,2024,THE_2024,,,,
U03077,2024,THE_2024,,,,
U03078,2024,THE_2024,,,,
U03079,2024,THE_2024,,,,
U03080,2024,THE_2024,,,,
U03081,2024,THE_2024,,,,
U03082,2024,THE_2024,,,,
U03083,2024,THE_2024,,,,
U03084,2024,THE_2024,,,,
U03085,2024,THE_2024,,,,
U03086,2024,THE_2024,,,,
U03087,2024,THE_2024,,,,
U03088,2024,THE_2024,,,,
U03089,2024,THE_2024,,,,
U03090,2024,THE_2024,,,,
U03091,2024,THE_2024,,,,
U03092,2024,THE_2024,,,,
U03093,2024,THE_2024,,,,
U03094,2024,THE_2024,,,,
U03095,2024,THE_2024,,,,
U03096,2024,THE_2024,,,,
U03097,2024,THE_2024,,,,
U03098,2024,THE_2024,,,,
U03099,2024,THE_2024,,,,
U03100,2024,THE_2024,,,,
U03101,2024,THE_2024,,,,
U03102,2024,THE_2024,,,,
U03103,2024,THE_2024,,,,
U03104,2024,THE_2024,,,,
U03105,2024,THE_2024,,,,
U03106,2024,THE_2024,,,,
U03107,2024,THE_2024,,,,
U03108,2024,THE_2024,,,,
U03109,2024,THE_2024,,,,
U03110,2024,THE_2024,,,,
U03111,2024,THE_2024,,,,
U03112,2024,THE_2024,,,,
U03113,2024,THE_2024,,,,
U03114,2024,THE_2024,,,,
U03115,2024,THE_2024,,,,
U03116,2024,THE_2024,,,,
U03117,2024,THE_2024,,,,
U03118,2024,THE_2024,,,,
U03119,2024,THE_2024,,,,
U03120,2024,THE_2024,,,,
U03121,2024,THE_2024,,,,
U03122,2024,THE_2024,,,,
U03123,2024,THE_2024,,,,
U03124,2024,THE_2024,,,,
U03125,2024,THE_2024,,,,
U03126,2024,THE_2024,,,,
U03127,2024,THE_2024,,,,
U03128,2024,THE_2024,,,,
U03129,2024,THE_2024,,,,
U03130,2024,THE_2024,,,,
U03131,2024,THE_2024,,,,
U03132,2024,THE_2024,,,,
U03133,2024,THE_2024,,,,
U03134,2024,THE_2024,,,,
U03135,2024,THE_2024,,,,
U03136,2024,THE_2024,,,,
U03137,2024,THE_2024,,,,
U03138,2024,THE_2024,,,,
U03139,2024,THE_2024,,,,
U03140,2024,THE_2024,,,,
U03141,2024,THE_2024,,,,
U03142,2024,THE_2024,,,,
U03143,2024,THE_2024,,,,
U03144,2024,THE_2024,,,,
U03145,2024,THE_2024,,,,
U03146,2024,THE_2024,,,,
U03147,2024,THE_2024,,,,
U03148,2024,THE_2024,,,,
U03149,2024,THE_2024,,,,
U03150,2024,THE_2024,,,,
U03151,2024,THE_2024,,,,
U03152,2024,THE_2024,,,,
U03153,2024,THE_2024,,,,
U03154,2024,THE_2024,,,,
U03155,2024,THE_2024,,,,
U03156,2024,THE_2024,,,,
U03157,2024,THE_2024,,,,
U03158,2024,THE_2024,,,,
U03159,2024,THE_2024,,,,
U03160,2024,THE_2024,,,,
U03161,2024,THE_2024,,,,
U03162,2024,THE_2024,,,,
U03163,2024,THE_2024,,,,
U03164,2024,THE_2024,,,,
U03165,2024,THE_2024,,,,
U03166,2024,THE_2024,,,,
U03167,2024,THE_2024,,,,
U03168,2024,THE_2024,,,,
U03169,2024,THE_2024,,,,
U03170,2024,THE_2024,,,,
U03171,2024,THE_2024,,,,
U03172,2024,THE_2024,,,,
U03173,2024,THE_2024,,,,
U03174,2024,THE_2024,,,,
U03175,2024,THE_2024,,,,
U03176,2024,THE_2024,,,,
U03177,2024,THE_2024,,,,
U03178,2024,THE_2024,,,,
U03179,2024,THE_2024,,,,
U03180,2024,THE_2024,,,,
U03181,2024,THE_2024,,,,
U03182,2024,THE_2024,,,,
U03183,2024,THE_2024,,,,
U03184,2024,THE_2024,,,,
U03185,2024,THE_2024,,,,
U03186,2024,THE_2024,,,,
U03187,2024,THE_2024,,,,
U03188,2024,THE_2024,,,,
U03189,2024,THE_2024,,,,
U03190,2024,THE_2024,,,,
U03191,2024,THE_2024,,,,
U03192,2024,THE_2024,,,,
U03193,2024,THE_2024,,,,
U03194,2024,THE_2024,,,,
U03195,2024,THE_2024,,,,
U03196,2024,THE_2024,,,,
U03197,2024,THE_2024,,,,
U03198,2024,THE_2024,,,,
U03199,2024,THE_2024,,,,
U03200,2024,THE_2024,,,,
U03201,2024,THE_2024,,,,
U03202,2024,THE_2024,,,,
U03203,2024,THE_2024,,,,
U03204,2024,THE_2024,,,,
U03205,2024,THE_2024,,,,
U03206,2024,THE_2024,,,,
U03207,2024,THE_2024,,,,
U03208,2024,THE_2024,,,,
U03209,2024,THE_2024,,,,
U03210,2024,THE_2024,,,,
U03211,2024,THE_2024,,,,
U03212,2024,THE_2024,,,,
U03213,2024,THE_2024,,,,
U03214,2024,THE_2024,,,,
U03215,2024,THE_2024,,,,
U03216,2024,THE_2024,,,,
U03217,2024,THE_2024,,,,
U03218,2024,THE_2024,,,,
U03219,2024,THE_2024,,,,
U03220,2024,THE_2024,,,,
U03221,2024,THE_2024,,,,
U03222,2024,THE_2024,,,,
U03223,2024,THE_2024,,,,
U03224,2024,THE_2024,,,,
U03225,2024,THE_2024,,,,
U03226,2024,THE_2024,,,,
U03227,2024,THE_2024,,,,
U03228,2024,THE_2024,,,,
U03229,2024,THE_2024,,,,
U03230,2024,THE_2024,,,,
U03231,2024,THE_2024,,,,
U03232,2024,THE_2024,,,,
U03233,2024,THE_2024,,,,
U03234,2024,THE_2024,,,,
U03235,2024,THE_2024,,,,
U03236,2024,THE_2024,,,,
U03237,2024,THE_2024,,,,
U03238,2024,THE_2024,,,,
U03239,2024,THE_2024,,,,
U03240,2024,THE_2024,,,,
U03241,2024,THE_2024,,,,
U03242,2024,THE_2024,,,,
U03243,2023,WUR_2023,11.0,89.4,,
U03244,2023,WUR_2023,13.0,88.9,,
U03245,2023,WUR_2023,16.0,88.2,,
U03246,2023,WUR_2023,17.0,88.1,,
U03247,2023,WUR_2023,19.0,87.1,,
U03248,2023,WUR_2023,29.0,79.8,,
U03249,2023,WUR_2023,30.0,79.3,,
U03250,2023,WUR_2023,31.0,78.5,,
U03251,2023,WUR_2023,33.0,77.7,,
U03252,2023,WUR_2023,34.0,77.6,,
U03253,2023,WUR_2023,41.0,75.4,,
U03254,2023,WUR_2023,42.0,74.6,,
U03255,2023,WUR_2023,43.0,74.1,,
U03256,2023,WUR_2023,45.0,73.2,,
U03257,2023,WUR_2023,46.0,73.0,,
U03258,2023,WUR_2023,47.0,72.9,,
U03259,2023,WUR_2023,49.0,72.4,,
U03260,2023,WUR_2023,53.0,71.1,,
U03261,2023,WUR_2023,54.0,70.9,,
U03262,2023,WUR_2023,58.0,70.5,,
U03263,2023,WUR_2023,62.0,69.0,,
U03264,2023,WUR_2023,67.0,68.1,,
U03265,2023,WUR_2023,71.0,67.5,,
U03266,2023,WUR_2023,73.0,67.2,,
U03267,2023,WUR_2023,74.0,67.1,,
U03268,2023,WUR_2023,75.0,66.6,,
U03269,2023,WUR_2023,76.0,66.5,,
U03270,2023,WUR_2023,77.0,66.4,,
U03271,2023,WUR_2023,78.0,66.3,,
U03272,2023,WUR_2023,79.0,65.8,,
U03273,2023,WUR_2023,80.0,65.7,,
U03274,2023,WUR_2023,82.0,65.3,,
U03275,2023,WUR_2023,85.0,65.1,,
U03276,2023,WUR_2023,86.0,64.9,,
U03277,2023,WUR_2023,86.0,64.9,,
U03278,2023,WUR_2023,88.0,64.7,,
U03279,2023,WUR_2023,89.0,64.6,,
U03280,2023,WUR_2023,91.0,64.2,,
U03281,2023,WUR_2023,91.0,64.2,,
U03282,2023,WUR_2023,99.0,63.4,,
U03283,2023,WUR_2023,101.0,63.0,,
U03284,2023,WUR_2023,101.0,63.0,,
U03285,2023,WUR_2023,104.0,62.9,,
U03286,2023,WUR_2023,111.0,62.3,,
U03287,2023,WUR_2023,112.0,62.2,,
U03288,2023,WUR_2023,113.0,61.9,,
U03289,2023,WUR_2023,114.0,61.7,,
U03290,2023,WUR_2023,114.0,61.7,,
U03291,2023,WUR_2023,127.0,60.1,,
U03292,2023,WUR_2023,128.0,59.8,,
U03293,2023,WUR_2023,133.0,59.3,,
U03294,2023,WUR_2023,137.0,58.5,,
U03295,2023,WUR_2023,137.0,58.5,,
U03296,2023,WUR_2023,139.0,58.4,,
U03297,2023,WUR_2023,139.0,58.4,,
U03298,2023,WUR_2023,139.0,58.4,,
U03299,2023,WUR_2023,139.0,58.4,,
U03300,2023,WUR_2023,144.0,58.3,,
U03301,2023,WUR_2023,151.0,57.7,,
U03302,2023,WUR_2023,156.0,57.4,,
U03303,2023,WUR_2023,156.0,57.4,,
U03304,2023,WUR_2023,156.0,57.4,,
U03305,2023,WUR_2023,160.0,57.2,,
U03306,2023,WUR_2023,161.0,57.0,,
U03307,2023,WUR_2023,161.0,57.0,,
U03308,2023,WUR_2023,163.0,56.9,,
U03309,2023,WUR_2023,166.0,56.8,,
U03310,2023,WUR_2023,168.0,56.6,,
U03311,2023,WUR_2023,168.0,56.6,,
U03312,2023,WUR_2023,170.0,56.5,,
U03313,2023,WUR_2023,170.0,56.5,,
U03314,2023,WUR_2023,174.0,56.3,,
U03315,2023,WUR_2023,176.0,56.1,,
U03316,2023,WUR_2023,179.0,56.0,,
U03317,2023,WUR_2023,180.0,55.9,,
U03318,2023,WUR_2023,182.0,55.7,,
U03319,2023,WUR_2023,183.0,55.6,,
U03320,2023,WUR_2023,183.0,55.6,,
U03321,2023,WUR_2023,185.0,55.5,,
U03322,2023,WUR_2023,186.0,55.4,,
U03323,2023,WUR_2023,187.0,55.2,,
U03324,2023,WUR_2023,187.0,55.2,,
U03325,2023,WUR_2023,189.0,55.0,,
U03326,2023,WUR_2023,189.0,55.0,,
U03327,2023,WUR_2023,191.0,54.9,,
U03328,2023,WUR_2023,194.0,54.6,,
U03329,2023,WUR_2023,196.0,54.5,,
U03330,2023,WUR_2023,198.0,54.4,,
U03331,2023,WUR_2023,225.5,,,
U03332,2023,WUR_2023,225.5,,,
U03333,2023,WUR_2023,225.5,,,
U03334,2023,WUR_2023,225.5,,,
U03335,2023,WUR_2023,225.5,,,
U03336,2023,WUR_2023,225.5,,,
U03337,2023,WUR_2023,225.5,,,
U03338,2023,WUR_2023,225.5,,,
U03339,2023,WUR_2023,225.5,,,
U03340,2023,WUR_2023,225.5,,,
U03341,2023,WUR_2023,225.5,,,
U03342,2023,WUR_2023,225.5,,,
U03343,2023,WUR_2023,225.5,,,
U03344,2023,WUR_2023,225.5,,,
U03345,2023,WUR_2023,225.5,,,
U03346,2023,WUR_2023,225.5,,,
U03347,2023,WUR_2023,225.5,,,
U03348,2023,WUR_2023,225.5,,,
U03349,2023,WUR_2023,225.5,,,
U03350,2023,WUR_2023,225.5,,,
U03351,2023,WUR_2023,225.5,,,
U03352,2023,WUR_2023,275.5,,,
U03353,2023,WUR_2023,275.5,,,
U03354,2023,WUR_2023,275.5,,,
U03355,2023,WUR_2023,275.5,,,
U03356,2023,WUR_2023,275.5,,,
U03357,2023,WUR_2023,275.5,,,
U03358,2023,WUR_2023,275.5,,,
U03359,2023,WUR_2023,275.5,,,
U03360,2023,WUR_2023,275.5,,,
U03361,2023,WUR_2023,275.5,,,
U03362,2023,WUR_2023,275.5,,,
U03363,2023,WUR_2023,275.5,,,
U03364,2023,WUR_2023,275.5,,,
U03365,2023,WUR_2023,275.5,,,
U03366,2023,WUR_2023,275.5,,,
U03367,2023,WUR_2023,275.5,,,
U03368,2023,WUR_2023,275.5,,,
U03369,2023,WUR_2023,275.5,,,
U03370,2023,WUR_2023,275.5,,,
U03371,2023,WUR_2023,275.5,,,
U03372,2023,WUR_2023,275.5,,,
U03373,2023,WUR_2023,275.5,,,
U03374,2023,WUR_2023,275.5,,,
U03375,2023,WUR_2023,275.5,,,
U03376,2023,WUR_2023,325.5,,,
U03377,2023,WUR_2023,325.5,,,
U03378,2023,WUR_2023,325.5,,,
U03379,2023,WUR_2023,325.5,,,
U03380,2023,WUR_2023,325.5,,,
U03381,2023,WUR_2023,325.5,,,
U03382,2023,WUR_2023,325.5,,,
U03383,2023,WUR_2023,325.5,,,
U03384,2023,WUR_2023,325.5,,,
U03385,2023,WUR_2023,325.5,,,
U03386,2023,WUR_2023,325.5,,,
U03387,2023,WUR_2023,325.5,,,
U03388,2023,WUR_2023,325.5,,,
U03389,2023,WUR_2023,325.5,,,
U03390,2023,WUR_2023,325.5,,,
U03391,2023,WUR_2023,325.5,,,
U03392,2023,WUR_2023,325.5,,,
U03393,2023,WUR_2023,325.5,,,
U03394,2023,WUR_2023,325.5,,,
U03395,2023,WUR_2023,325.5,,,
U03396,2023,WUR_2023,375.5,,,
U03397,2023,WUR_2023,375.5,,,
U03398,2023,WUR_2023,375.5,,,
U03399,2023,WUR_2023,375.5,,,
U03400,2023,WUR_2023,375.5,,,
U03401,2023,WUR_2023,375.5,,,
U03402,2023,WUR_2023,375.5,,,
U03403,2023,WUR_2023,375.5,,,
U03404,2023,WUR_2023,375.5,,,
U03405,2023,WUR_2023,375.5,,,
U03406,2023,WUR_2023,375.5,,,
U03407,2023,WUR_2023,375.5,,,
U03408,2023,WUR_2023,375.5,,,
U03409,2023,WUR_2023,375.5,,,
U03410,2023,WUR_2023,375.5,,,
U03411,2023,WUR_2023,375.5,,,
U03412,2023,WUR_2023,375.5,,,
U03413,2023,WUR_2023,375.5,,,
U03414,2023,WUR_2023,375.5,,,
U03415,2023,WUR_2023,375.5,,,
U03416,2023,WUR_2023,375.5,,,
U03417,2023,WUR_2023,375.5,,,
U03418,2023,WUR_2023,450.5,,,
U03419,2023,WUR_2023,450.5,,,
U03420,2023,WUR_2023,450.5,,,
U03421,2023,WUR_2023,450.5,,,
U03422,2023,WUR_2023,450.5,,,
U03423,2023,WUR_2023,450.5,,,
U03424,2023,WUR_2023,450.5,,,
U03425,2023,WUR_2023,450.5,,,
U03426,2023,WUR_2023,450.5,,,
U03427,2023,WUR_2023,450.5,,,
U03428,2023,WUR_2023,450.5,,,
U03429,2023,WUR_2023,450.5,,,
U03430,2023,WUR_2023,450.5,,,
U03431,2023,WUR_2023,450.5,,,
U03432,2023,WUR_2023,450.5,,,
U03433,2023,WUR_2023,450.5,,,
U03434,2023,WUR_2023,450.5,,,
U03435,2023,WUR_2023,450.5,,,
U03436,2023,WUR_2023,450.5,,,
U03437,2023,WUR_2023,450.5,,,
U03438,2023,WUR_2023,450.5,,,
U03439,2023,WUR_2023,450.5,,,
U03440,2023,WUR_2023,450.5,,,
U03441,2023,WUR_2023,450.5,,,
U03442,2023,WUR_2023,450.5,,,
U03443,2023,WUR_2023,450.5,,,
U03444,2023,WUR_2023,450.5,,,
U03445,2023,WUR_2023,450.5,,,
U03446,2023,WUR_2023,450.5,,,
U03447,2023,WUR_2023,450.5,,,
U03448,2023,WUR_2023,450.5,,,
U03449,2023,WUR_2023,450.5,,,
U03450,2023,WUR_2023,450.5,,,
U03451,2023,WUR_2023,450.5,,,
U03452,2023,WUR_2023,450.5,,,
U03453,2023,WUR_2023,450.5,,,
U03454,2023,WUR_2023,550.5,,,
U03455,2023,WUR_2023,550.5,,,
U03456,2023,WUR_2023,550.5,,,
U03457,2023,WUR_2023,550.5,,,
U03458,2023,WUR_2023,550.5,,,
U03459,2023,WUR_2023,550.5,,,
U03460,2023,WUR_2023,550.5,,,
U03461,2023,WUR_2023,550.5,,,
U03462,2023,WUR_2023,550.5,,,
U03463,2023,WUR_2023,550.5,,,
U03464,2023,WUR_2023,550.5,,,
U03465,2023,WUR_2023,550.5,,,
U03466,2023,WUR_2023,550.5,,,
U03467,2023,WUR_2023,550.5,,,
U03468,2023,WUR_2023,550.5,,,
U03469,2023,WUR_2023,550.5,,,
U03470,2023,WUR_2023,550.5,,,
U03471,2023,WUR_2023,550.5,,,
U03472,2023,WUR_2023,550.5,,,
U03473,2023,WUR_2023,550.5,,,
U03474,2023,WUR_2023,550.5,,,
U03475,2023,WUR_2023,550.5,,,
U03476,2023,WUR_2023,550.5,,,
U03477,2023,WUR_2023,550.5,,,
U03478,2023,WUR_2023,550.5,,,
U03479,2023,WUR_2023,550.5,,,
U03480,2023,WUR_2023,550.5,,,
U03481,2023,WUR_2023,550.5,,,
U03482,2023,WUR_2023,550.5,,,
U03483,2023,WUR_2023,550.5,,,
U03484,2023,WUR_2023,550.5,,,
U03485,2023,WUR_2023,550.5,,,
U03486,2023,WUR_2023,550.5,,,
U03487,2023,WUR_2023,550.5,,,
U03488,2023,WUR_2023,550.5,,,
U03489,2023,WUR_2023,550.5,,,
U03490,2023,WUR_2023,550.5,,,
U03491,2023,WUR_2023,550.5,,,
U03492,2023,WUR_2023,550.5,,,
U03493,2023,WUR_2023,550.5,,,
U03494,2023,WUR_2023,550.5,,,
U03495,2023,WUR_2023,700.5,,,
U03496,2023,WUR_2023,700.5,,,
U03497,2023,WUR_2023,700.5,,,
U03498,2023,WUR_2023,700.5,,,
U03499,2023,WUR_2023,700.5,,,
U03500,2023,WUR_2023,700.5,,,
U03501,2023,WUR_2023,700.5,,,
U03502,2023,WUR_2023,700.5,,,
U03503,2023,WUR_2023,700.5,,,
U03504,2023,WUR_2023,700.5,,,
U03505,2023,WUR_2023,700.5,,,
U03506,2023,WUR_2023,700.5,,,
U03507,2023,WUR_2023,700.5,,,
U03508,2023,WUR_2023,700.5,,,
U03509,2023,WUR_2023,700.5,,,
U03510,2023,WUR_2023,700.5,,,
U03511,2023,WUR_2023,700.5,,,
U03512,2023,WUR_2023,700.5,,,
U03513,2023,WUR_2023,700.5,,,
U03514,2023,WUR_2023,700.5,,,
U03515,2023,WUR_2023,700.5,,,
U03516,2023,WUR_2023,700.5,,,
U03517,2023,WUR_2023,700.5,,,
U03518,2023,WUR_2023,700.5,,,
U03519,2023,WUR_2023,700.5,,,
U03520,2023,WUR_2023,700.5,,,
U03521,2023,WUR_2023,700.5,,,
U03522,2023,WUR_2023,700.5,,,
U03523,2023,WUR_2023,700.5,,,
U03524,2023,WUR_2023,700.5,,,
U03525,2023,WUR_2023,700.5,,,
U03526,2023,WUR_2023,700.5,,,
U03527,2023,WUR_2023,700.5,,,
U03528,2023,WUR_2023,700.5,,,
U03529,2023,WUR_2023,700.5,,,
U03530,2023,WUR_2023,700.5,,,
U03531,2023,WUR_2023,700.5,,,
U03532,2023,WUR_2023,700.5,,,
U03533,2023,WUR_2023,700.5,,,
U03534,2023,WUR_2023,700.5,,,
U03535,2023,WUR_2023,700.5,,,
U03536,2023,WUR_2023,700.5,,,
U03537,2023,WUR_2023,700.5,,,
U03538,2023,WUR_2023,700.5,,,
U03539,2023,WUR_2023,700.5,,,
U03540,2023,WUR_2023,700.5,,,
U03541,2023,WUR_2023,700.5,,,
U03542,2023,WUR_2023,700.5,,,
U03543,2023,WUR_2023,700.5,,,
U03544,2023,WUR_2023,700.5,,,
U03545,2023,WUR_2023,700.5,,,
U03546,2023,WUR_2023,700.5,,,
U03547,2023,WUR_2023,700.5,,,
U03548,2023,WUR_2023,700.5,,,
U03549,2023,WUR_2023,700.5,,,
U03550,2023,WUR_2023,700.5,,,
U03551,2023,WUR_2023,700.5,,,
U03552,2023,WUR_2023,700.5,,,
U03553,2023,WUR_2023,700.5,,,
U03554,2023,WUR_2023,700.5,,,
U03555,2023,WUR_2023,700.5,,,
U03556,2023,WUR_2023,700.5,,,
U03557,2023,WUR_2023,700.5,,,
U03558,2023,WUR_2023,700.5,,,
U03559,2023,WUR_2023,700.5,,,
U03560,2023,WUR_2023,700.5,,,
U03561,2023,WUR_2023,700.5,,,
U03562,2023,WUR_2023,700.5,,,
U03563,2023,WUR_2023,700.5,,,
U03564,2023,WUR_2023,700.5,,,
U03565,2023,WUR_2023,700.5,,,
U03566,2023,WUR_2023,700.5,,,
U03567,2023,WUR_2023,700.5,,,
U03568,2023,WUR_2023,700.5,,,
U03569,2023,WUR_2023,700.5,,,
U03570,2023,WUR_2023,700.5,,,
U03571,2023,WUR_2023,700.5,,,
U03572,2023,WUR_2023,700.5,,,
U03573,2023,WUR_2023,700.5,,,
U03574,2023,WUR_2023,700.5,,,
U03575,2023,WUR_2023,700.5,,,
U03576,2023,WUR_2023,700.5,,,
U03577,2023,WUR_2023,700.5,,,
U03578,2023,WUR_2023,700.5,,,
U03579,2023,WUR_2023,700.5,,,
U03580,2023,WUR_2023,700.5,,,
U03581,2023,WUR_2023,700.5,,,
U03582,2023,WUR_2023,700.5,,,
U03583,2023,WUR_2023,700.5,,,
U03584,2023,WUR_2023,700.5,,,
U03585,2023,WUR_2023,700.5,,,
U03586,2023,WUR_2023,700.5,,,
U03587,2023,WUR_2023,900.5,,,
U03588,2023,WUR_2023,900.5,,,
U03589,2023,WUR_2023,900.5,,,
U03590,2023,WUR_2023,900.5,,,
U03591,2023,WUR_2023,900.5,,,
U03592,2023,WUR_2023,900.5,,,
U03593,2023,WUR_2023,900.5,,,
U03594,2023,WUR_2023,900.5,,,
U03595,2023,WUR_2023,900.5,,,
U03596,2023,WUR_2023,900.5,,,
U03597,2023,WUR_2023,900.5,,,
U03598,2023,WUR_2023,900.5,,,
U03599,2023,WUR_2023,900.5,,,
U03600,2023,WUR_2023,900.5,,,
U03601,2023,WUR_2023,900.5,,,
U03602,2023,WUR_2023,900.5,,,
U03603,2023,WUR_2023,900.5,,,
U03604,2023,WUR_2023,900.5,,,
U03605,2023,WUR_2023,900.5,,,
U03606,2023,WUR_2023,900.5,,,
U03607,2023,WUR_2023,900.5,,,
U03608,2023,WUR_2023,900.5,,,
U03609,2023,WUR_2023,900.5,,,
U03610,2023,WUR_2023,900.5,,,
U03611,2023,WUR_2023,900.5,,,
U03612,2023,WUR_2023,900.5,,,
U03613,2023,WUR_2023,900.5,,,
U03614,2023,WUR_2023,900.5,,,
U03615,2023,WUR_2023,900.5,,,
U03616,2023,WUR_2023,900.5,,,
U03617,2023,WUR_2023,900.5,,,
U03618,2023,WUR_2023,900.5,,,
U03619,2023,WUR_2023,900.5,,,
U03620,2023,WUR_2023,900.5,,,
U03621,2023,WUR_2023,900.5,,,
U03622,2023,WUR_2023,900.5,,,
U03623,2023,WUR_2023,900.5,,,
U03624,2023,WUR_2023,900.5,,,
U03625,2023,WUR_2023,900.5,,,
U03626,2023,WUR_2023,900.5,,,
U03627,2023,WUR_2023,900.5,,,
U03628,2023,WUR_2023,900.5,,,
U03629,2023,WUR_2023,900.5,,,
U03630,2023,WUR_2023,900.5,,,
U03631,2023,WUR_2023,900.5,,,
U03632,2023,WUR_2023,900.5,,,
U03633,2023,WUR_2023,900.5,,,
U03634,2023,WUR_2023,900.5,,,
U03635,2023,WUR_2023,900.5,,,
U03636,2023,WUR_2023,900.5,,,
U03637,2023,WUR_2023,900.5,,,
U03638,2023,WUR_2023,900.5,,,
U03639,2023,WUR_2023,900.5,,,
U03640,2023,WUR_2023,900.5,,,
U03641,2023,WUR_2023,900.5,,,
U03642,2023,WUR_2023,900.5,,,
U03643,2023,WUR_2023,900.5,,,
U03644,2023,WUR_2023,900.5,,,
U03645,2023,WUR_2023,900.5,,,
U03646,2023,WUR_2023,900.5,,,
U03647,2023,WUR_2023,900.5,,,
U03648,2023,WUR_2023,900.5,,,
U03649,2023,WUR_2023,900.5,,,
U03650,2023,WUR_2023,900.5,,,
U03651,2023,WUR_2023,900.5,,,
U03652,2023,WUR_2023,900.5,,,
U03653,2023,WUR_2023,900.5,,,
U03654,2023,WUR_2023,900.5,,,
U03655,2023,WUR_2023,900.5,,,
U03656,2023,WUR_2023,900.5,,,
U03657,2023,WUR_2023,900.5,,,
U03658,2023,WUR_2023,900.5,,,
U03659,2023,WUR_2023,900.5,,,
U03660,2023,WUR_2023,900.5,,,
U03661,2023,WUR_2023,900.5,,,
U03662,2023,WUR_2023,900.5,,,
U03663,2023,WUR_2023,900.5,,,
U03664,2023,WUR_2023,900.5,,,
U03665,2023,WUR_2023,900.5,,,
U03666,2023,WUR_2023,900.5,,,
U03667,2023,WUR_2023,900.5,,,
U03668,2023,WUR_2023,900.5,,,
U03669,2023,WUR_2023,900.5,,,
U03670,2023,WUR_2023,900.5,,,
U03671,2023,WUR_2023,900.5,,,
U03672,2023,WUR_2023,900.5,,,
U03673,2023,WUR_2023,900.5,,,
U03674,2023,WUR_2023,900.5,,,
U03675,2023,WUR_2023,900.5,,,
U03676,2023,WUR_2023,900.5,,,
U03677,2023,WUR_2023,900.5,,,
U03678,2023,WUR_2023,900.5,,,
U03679,2023,WUR_2023,900.5,,,
U03680,2023,WUR_2023,900.5,,,
U03681,2023,WUR_2023,900.5,,,
U03682,2023,WUR_2023,900.5,,,
U03683,2023,WUR_2023,900.5,,,
U03684,2023,WUR_2023,900.5,,,
U03685,2023,WUR_2023,900.5,,,
U03686,2023,WUR_2023,900.5,,,
U03687,2023,WUR_2023,900.5,,,
U03688,2023,WUR_2023,900.5,,,
U03689,2023,WUR_2023,900.5,,,
U03690,2023,WUR_2023,900.5,,,
U03691,2023,WUR_2023,900.5,,,
U03692,2023,WUR_2023,900.5,,,
U03693,2023,WUR_2023,900.5,,,
U03694,2023,WUR_2023,900.5,,,
U03695,2023,WUR_2023,900.5,,,
U03696,2023,WUR_2023,900.5,,,
U03697,2023,WUR_2023,900.5,,,
U03698,2023,WUR_2023,1100.5,,,
U03699,2023,WUR_2023,1100.5,,,
U03700,2023,WUR_2023,1100.5,,,
U03701,2023,WUR_2023,1100.5,,,
U03702,2023,WUR_2023,1100.5,,,
U03703,2023,WUR_2023,1100.5,,,
U03704,2023,WUR_2023,1100.5,,,
U03705,2023,WUR_2023,1100.5,,,
U03706,2023,WUR_2023,1100.5,,,
U03707,2023,WUR_2023,1100.5,,,
U03708,2023,WUR_2023,1100.5,,,
U03709,2023,WUR_2023,1100.5,,,
U03710,2023,WUR_2023,1100.5,,,
U03711,2023,WUR_2023,1100.5,,,
U03712,2023,WUR_2023,1100.5,,,
U03713,2023,WUR_2023,1100.5,,,
U03714,2023,WUR_2023,1100.5,,,
U03715,2023,WUR_2023,1100.5,,,
U03716,2023,WUR_2023,1100.5,,,
U03717,2023,WUR_2023,1100.5,,,
U03718,2023,WUR_2023,1100.5,,,
U03719,2023,WUR_2023,1100.5,,,
U03720,2023,WUR_2023,1100.5,,,
U03721,2023,WUR_2023,1100.5,,,
U03722,2023,WUR_2023,1100.5,,,
U03723,2023,WUR_2023,1100.5,,,
U03724,2023,WUR_2023,1100.5,,,
U03725,2023,WUR_2023,1100.5,,,
U03726,2023,WUR_2023,1100.5,,,
U03727,2023,WUR_2023,1100.5,,,
U03728,2023,WUR_2023,1100.5,,,
U03729,2023,WUR_2023,1100.5,,,
U03730,2023,WUR_2023,1100.5,,,
U03731,2023,WUR_2023,1100.5,,,
