university_id,display_name,region,qs_name,the_name,wur_name,in_qs,in_the,in_wur,country_id,country_name
U00951,Yerevan State University,Asia,Yerevan State University,Yerevan State University,,True,True,False,C005,armenia
U00952,Yokohama City University,Asia,Yokohama City University,Yokohama City University,Yokohama City University,True,True,True,C056,japan
U00953,Almaty Technological University,Asia,Almaty Technological University,Almaty Technological University,,True,True,False,C058,kazakhstan
U00954,Athens University of Economics and Business,Europe,Athens University of Economics and Business,Athens University of Economics and Business,Athens University of Economics and Business,True,True,True,C042,greece
U00955,Auburn University,Americas,Auburn University,Auburn University,Auburn University,True,True,True,C129,united states
U00956,Baku State University,Asia,Baku State University,Baku State University,Baku State University,True,True,True,C008,azerbaijan
U00957,Bina Nusantara University (BINUS),Asia,Bina Nusantara University (BINUS),,,True,False,False,C049,indonesia
U00958,Clark University,Americas,Clark University,Clark University,Clark University,True,True,True,C129,united states
U00959,Clemson University,Americas,Clemson University,,Clemson University,True,False,True,C129,united states
U00960,D. Serikbayev East Kazakhstan state technical university,Asia,D. Serikbayev East Kazakhstan state technical university,,,True,False,False,C058,kazakhstan
U00961,Ferdowsi University of Mashhad,Asia,Ferdowsi University of Mashhad,Ferdowsi University of Mashhad,Ferdowsi University of Mashhad,True,True,True,C050,iran
U00962,Financial University under the Government of the Russian Federation,Europe,Financial University under the Government of the Russian Federation,Financial University under the Government of the Russian Federation,,True,True,False,C101,russia
U00963,Hallym University,Asia,Hallym University,Hallym University,Hallym University,True,True,True,C111,south korea
U00964,Indian Institute of Technology Bhubaneswar,Asia,Indian Institute of Technology Bhubaneswar,,Indian Institute of Technology Bhubaneswar,True,False,True,C048,india
U00965,Instituto Tecnológico de Buenos Aires (ITBA),Americas,Instituto Tecnológico de Buenos Aires (ITBA),,,True,False,False,C004,argentina
U00966,Khon Kaen University,Asia,Khon Kaen University,Khon Kaen University,Khon Kaen University,True,True,True,C120,thailand
U00967,King Mongkut's University of Technology Thonburi,Asia,King Mongkut's University of Technology Thonburi,King Mongkut’s University of Technology Thonburi,King Mongkut’s University of Technology Thonburi,True,True,True,C120,thailand
U00968,Kumamoto University,Asia,Kumamoto University,Kumamoto University,Kumamoto University,True,True,True,C056,japan
U00969,Mansoura University,Africa,Mansoura University,Mansoura University,Mansoura University,True,True,True,C033,egypt
U00970,Niigata University,Asia,Niigata University,Niigata University,Niigata University,True,True,True,C056,japan
U00971,Northern Borders University,Asia,Northern Borders University,Northern Border University,,True,True,False,C103,saudi arabia
U00972,Pontificia Universidad Católica del Ecuador (PUCE),Americas,Pontificia Universidad Católica del Ecuador (PUCE),Pontificia Universidad Católica del Ecuador,Pontificia Universidad Católica del Ecuador,True,True,True,C032,ecuador
U00973,Prince of Songkla University,Asia,Prince of Songkla University,Prince of Songkla University,Prince of Songkla University,True,True,True,C120,thailand
U00974,"Queen Margaret University , Edinburgh",Europe,"Queen Margaret University , Edinburgh",,,True,False,False,C128,united kingdom
U00975,Rhodes University,Africa,Rhodes University,,Rhodes University,True,False,True,C110,south africa
U00976,Riga Stradins University,Europe,Riga Stradins University,,,True,False,False,C063,latvia
U00977,S.D. Asfendiyarov Kazakh National Medical University,Asia,S.D. Asfendiyarov Kazakh National Medical University,Asfendiyarov Kazakh National Medical University,,True,True,False,C058,kazakhstan
U00978,Saveetha Institute of Medical and Technical Sciences (deemed to be university),Asia,Saveetha Institute of Medical and Technical Sciences (deemed to be university),Saveetha Institute of Medical and Technical Sciences,,True,True,False,C048,india
U00979,Sophia University,Asia,Sophia University,Sophia University,,True,True,False,C056,japan
U00980,Southern Federal University,Europe,Southern Federal University,Southern Federal University,,True,True,False,C101,russia
U00981,St. Louis University,Americas,St. Louis University,,,True,False,False,C129,united states
U00982,The University of Alabama,Americas,The University of Alabama,The University of Alabama,The University of Alabama,True,True,True,C129,united states
U00983,The University of Lahore,Asia,The University of Lahore,,,True,False,False,C089,pakistan
U00984,Universidad Autónoma Metropolitana (UAM),Americas,Universidad Autónoma Metropolitana (UAM),,,True,False,False,C074,mexico
U00985,Universidad de Córdoba - España,Europe,Universidad de Córdoba - España,,,True,False,False,C112,spain
U00986,Universidad de La Sabana,Americas,Universidad de La Sabana,,,True,False,False,C024,colombia
U00987,Universidad de León,Europe,Universidad de León,,,True,False,False,C112,spain
U00988,Universidad de los Andes - Chile,Americas,Universidad de los Andes - Chile,,,True,False,False,C022,chile
U00989,Universidad de San Andrés - UdeSA,Americas,Universidad de San Andrés - UdeSA,,,True,False,False,C004,argentina
U00990,Universidad Nacional de Rosario (UNR),Americas,Universidad Nacional de Rosario (UNR),,,True,False,False,C004,argentina
U00991,Universidad Técnica Federico Santa María (USM),Americas,Universidad Técnica Federico Santa María (USM),,,True,False,False,C022,chile
U00992,Universidad Torcuato Di Tella,Americas,Universidad Torcuato Di Tella,,,True,False,False,C004,argentina
U00993,Université Sorbonne Paris Nord,Europe,Université Sorbonne Paris Nord,,,True,False,False,C038,france
U00994,Université Toulouse 1 Capitole,Europe,Université Toulouse 1 Capitole,,,True,False,False,C038,france
U00995,Universiti Pendidikan Sultan Idris (UPSI),Asia,Universiti Pendidikan Sultan Idris (UPSI),Universiti Pendidikan Sultan Idris,Universiti Pendidikan Sultan Idris,True,True,True,C071,malaysia
U00996,University of Bahrain,Asia,University of Bahrain,,,True,False,False,C009,bahrain
U00997,University of Central Lancashire,Europe,University of Central Lancashire,University of Central Lancashire,University of Central Lancashire,True,True,True,C128,united kingdom
U00998,University of Colombo,Asia,University of Colombo,University of Colombo,University of Colombo,True,True,True,C113,sri lanka
U00999,University of Denver,Americas,University of Denver,University of Denver,University of Denver,True,True,True,C129,united states
U01000,University of Parma,Europe,University of Parma,University of Parma,University of Parma,True,True,True,C054,italy
U01001,University of Regina,Americas,University of Regina,University of Regina,University of Regina,True,True,True,C021,canada
U01002,University of South Bohemia,Europe,University of South Bohemia,,,True,False,False,C029,czechia
U01003,University of the Western Cape,Africa,University of the Western Cape,University of the Western Cape,,True,True,False,C110,south africa
U01004,Yarmouk University,Asia,Yarmouk University,Yarmouk University,Yarmouk University,True,True,True,C057,jordan
U01005,Yeungnam University,Asia,Yeungnam University,Yeungnam University,Yeungnam University,True,True,True,C111,south korea
U01006,Al-Azhar University,Africa,Al-Azhar University,Al-Azhar University,Al-Azhar University,True,True,True,C033,egypt
U01007,Aligarh Muslim University,Asia,Aligarh Muslim University,Aligarh Muslim University,Aligarh Muslim University,True,True,True,C048,india
U01008,Amity University,Asia,Amity University,Amity University,Amity University,True,True,True,C048,india
U01009,Amrita Vishwa Vidyapeetham,Asia,Amrita Vishwa Vidyapeetham,Amrita Vishwa Vidyapeetham,,True,True,False,C048,india
U01010,An-Najah National University,Asia,An-Najah National University,,,True,False,False,C091,"palestinian territory, occupied"
U01011,"Arab Academy for Science, Technology and Maritime Transport",Africa,"Arab Academy for Science, Technology and Maritime Transport","Arab Academy for Science, Technology and Maritime Transport","Arab Academy for Science, Technology and Maritime Transport",True,True,True,C033,egypt
U01012,Assiut University,Africa,Assiut University,Assiut University,Assiut University,True,True,True,C033,egypt
U01013,Azerbaijan State Oil and Industry University,Asia,Azerbaijan State Oil and Industry University,,,True,False,False,C008,azerbaijan
U01014,Azerbaijan State University of Economics,Asia,Azerbaijan State University of Economics,Azerbaijan State University of Economics,Azerbaijan State University of Economics,True,True,True,C008,azerbaijan
U01015,Banaras Hindu University,Asia,Banaras Hindu University,Banaras Hindu University,Banaras Hindu University,True,True,True,C048,india
U01016,Baylor University,Americas,Baylor University,Baylor University,Baylor University,True,True,True,C129,united states
U01017,Bielefeld University,Europe,Bielefeld University,,Bielefeld University,True,False,True,C040,germany
U01018,Binghamton University SUNY,Americas,Binghamton University SUNY,SUNY Binghamton University,,True,True,False,C129,united states
U01019,Birmingham City University,Europe,Birmingham City University,Birmingham City University,Birmingham City University,True,True,True,C128,united kingdom
U01020,BRAC University,Asia,BRAC University,BRAC University,,True,True,False,C010,bangladesh
U01021,Brigham Young University,Americas,Brigham Young University,,,True,False,False,C129,united states
U01022,Canterbury Christ Church University,Europe,Canterbury Christ Church University,Canterbury Christ Church University,Canterbury Christ Church University,True,True,True,C128,united kingdom
U01023,Chang Jung Christian University,Asia,Chang Jung Christian University,,,True,False,False,C118,taiwan
U01024,Chung Yuan Christian University,Asia,Chung Yuan Christian University,Chung Yuan Christian University,Chung Yuan Christian University,True,True,True,C118,taiwan
U01025,Chungbuk National University,Asia,Chungbuk National University,Chungbuk National University,,True,True,False,C111,south korea
U01026,College of William and Mary,Americas,College of William and Mary,,,True,False,False,C129,united states
U01027,Corvinus University of Budapest,Europe,Corvinus University of Budapest,,Corvinus University of Budapest,True,False,True,C046,hungary
U01028,Cracow University of Technology (Politechnika Krakowska),Europe,Cracow University of Technology (Politechnika Krakowska),Cracow University of Technology,Cracow University of Technology,True,True,True,C096,poland
U01029,Dankook University,Asia,Dankook University,,,True,False,False,C111,south korea
U01030,EGE UNIVERSITY,Asia,EGE UNIVERSITY,Ege University,Ege University,True,True,True,C122,turkey
U01031,Escuela Superior Politécnica del Litoral (ESPOL),Americas,Escuela Superior Politécnica del Litoral (ESPOL),Escuela Superior Politécnica del Litoral,Escuela Superior Politécnica del Litoral,True,True,True,C032,ecuador
U01032,Fordham University,Americas,Fordham University,,,True,False,False,C129,united states
U01033,Gebze Technical University (GTU),Asia,Gebze Technical University (GTU),Gebze Technical University,Gebze Technical University,True,True,True,C122,turkey
U01034,George Mason University,Americas,George Mason University,George Mason University,George Mason University,True,True,True,C129,united states
U01035,Gifu University,Asia,Gifu University,Gifu University,Gifu University,True,True,True,C056,japan
U01036,Glasgow Caledonian University,Europe,Glasgow Caledonian University,Glasgow Caledonian University,Glasgow Caledonian University,True,True,True,C128,united kingdom
U01037,Gunma University,Asia,Gunma University,Gunma University,Gunma University,True,True,True,C056,japan
U01038,Guru Gobind Singh Indraprastha University,Asia,Guru Gobind Singh Indraprastha University,,,True,False,False,C048,india
U01039,Harbin Engineering University,Asia,Harbin Engineering University,Harbin Engineering University,Harbin Engineering University,True,True,True,C023,china
U01040,Hohai University,Asia,Hohai University,,,True,False,False,C023,china
U01041,Howard University,Americas,Howard University,Howard University,Howard University,True,True,True,C129,united states
U01042,Hungarian University of Agriculture and Life Sciences,Europe,Hungarian University of Agriculture and Life Sciences,Hungarian University of Agriculture and Life Sciences,Hungarian University of Agriculture and Life Sciences,True,True,True,C046,hungary
U01043,Indiana UniversityPurdue University Indianapolis,Americas,Indiana UniversityPurdue University Indianapolis,,,True,False,False,C129,united states
U01044,International Christian University,Asia,International Christian University,International Christian University,International Christian University,True,True,True,C056,japan
U01045,International Islamic University Islamabad (IIU),Asia,International Islamic University Islamabad (IIU),"International Islamic University, Islamabad","International Islamic University, Islamabad",True,True,True,C089,pakistan
U01046,Islamic University of Madinah,Asia,Islamic University of Madinah,Islamic University of Madinah,Islamic University of Madinah,True,True,True,C103,saudi arabia
U01047,"ITESO, Universidad Jesuita de Guadalajara",Americas,"ITESO, Universidad Jesuita de Guadalajara",,,True,False,False,C074,mexico
U01048,Jiangnan University,Asia,Jiangnan University,Jiangnan University,,True,True,False,C023,china
U01049,Kagoshima University,Asia,Kagoshima University,Kagoshima University,Kagoshima University,True,True,True,C056,japan
U01050,Kangwon National University,Asia,Kangwon National University,Kangwon National University,,True,True,False,C111,south korea
U01051,Kazakh-British Technical University,Asia,Kazakh-British Technical University,Kazakh-British Technical University,,True,True,False,C058,kazakhstan
U01052,Kent State University,Americas,Kent State University,,,True,False,False,C129,united states
U01053,Kyushu Institute of Technology,Asia,Kyushu Institute of Technology,Kyushu Institute of Technology (Kyutech),Kyushu Institute of Technology (Kyutech),True,True,True,C056,japan
U01054,Leeds Beckett University,Europe,Leeds Beckett University,Leeds Beckett University,Leeds Beckett University,True,True,True,C128,united kingdom
U01055,Lobachevsky University,Europe,Lobachevsky University,,,True,False,False,C101,russia
U01056,Lodz University of Technology,Europe,Lodz University of Technology,Lodz University of Technology,Lodz University of Technology,True,True,True,C096,poland
U01057,London Metropolitan University,Europe,London Metropolitan University,London Metropolitan University,London Metropolitan University,True,True,True,C128,united kingdom
U01058,Loyola University Chicago,Americas,Loyola University Chicago,,,True,False,False,C129,united states
U01059,Lviv Polytechnic National University,Europe,Lviv Polytechnic National University,Lviv Polytechnic National University,Lviv Polytechnic National University,True,True,True,C126,ukraine
U01060,Marmara University,Asia,Marmara University,Marmara University,Marmara University,True,True,True,C122,turkey
U01061,Mississippi State University,Americas,Mississippi State University,Mississippi State University,Mississippi State University,True,True,True,C129,united states
U01062,Multimedia University (MMU),Asia,Multimedia University (MMU),Multimedia University,Multimedia University,True,True,True,C071,malaysia
U01063,Mustansiriyah University,Asia,Mustansiriyah University,Mustansiriyah University,Mustansiriyah University,True,True,True,C051,iraq
U01064,Mutah University,Asia,Mutah University,Mutah University,Mutah University,True,True,True,C057,jordan
U01065,Mykolas Romeris University,Europe,Mykolas Romeris University,,,True,False,False,C066,lithuania
U01066,Nanjing Normal University,Asia,Nanjing Normal University,Nanjing Normal University,Nanjing Normal University,True,True,True,C023,china
U01067,Narxoz University,Asia,Narxoz University,Narxoz University,,True,True,False,C058,kazakhstan
U01068,National Chung Cheng University,Asia,National Chung Cheng University,National Chung Cheng University,,True,True,False,C118,taiwan
U01069,"National Technical University ""Kharkiv Polytechnic Institute""",Europe,"National Technical University ""Kharkiv Polytechnic Institute""",National Technical University Kharkiv Polytechnic Institute,National Technical University Kharkiv Polytechnic Institute,True,True,True,C126,ukraine
U01070,National University of Kyiv-Mohyla Academy (NaUKMA),Europe,National University of Kyiv-Mohyla Academy (NaUKMA),,,True,False,False,C126,ukraine
U01071,NJSC KIMEP University,Asia,NJSC KIMEP University,,,True,False,False,C058,kazakhstan
U01072,Northern Arizona University,Americas,Northern Arizona University,,,True,False,False,C129,united states
U01073,Northwest University (China),Asia,Northwest University (China),Northwest University,Northwest University,True,True,True,C023,china
U01074,O.P. Jindal Global University,Asia,O.P. Jindal Global University,O.P. Jindal Global University,,True,True,False,C048,india
U01075,Ohio University,Americas,Ohio University,Ohio University (Main campus),Ohio University (Main campus),True,True,True,C129,united states
U01076,Panjab University,Asia,Panjab University,Panjab University,Panjab University,True,True,True,C048,india
U01077,Paul Valéry University Montpellier,Europe,Paul Valéry University Montpellier,,,True,False,False,C038,france
U01078,Pontifícia Universidade Católica de São Paulo,Americas,Pontifícia Universidade Católica de São Paulo,,,True,False,False,C016,brazil
U01079,Poznan University of Technology,Europe,Poznan University of Technology,Poznan University of Technology,Poznan University of Technology,True,True,True,C096,poland
U01080,Rochester Institute of Technology (RIT),Americas,Rochester Institute of Technology (RIT),Rochester Institute of Technology,Rochester Institute of Technology,True,True,True,C129,united states
U01081,Russian Presidential Academy of National Economy and Public Administration,Europe,Russian Presidential Academy of National Economy and Public Administration,Russian Presidential Academy of National Economy and Public Administration,,True,True,False,C101,russia
U01082,Saint Petersburg Electrotechnical University ETU-LETI,Europe,Saint Petersburg Electrotechnical University ETU-LETI,,,True,False,False,C101,russia
U01083,Saint-Petersburg Mining University,Europe,Saint-Petersburg Mining University,Saint-Petersburg Mining University,,True,True,False,C101,russia
U01084,Samara National Research University (Samara University),Europe,Samara National Research University (Samara University),Samara National Research University (Samara University),,True,True,False,C101,russia
U01085,San Diego State University,Americas,San Diego State University,San Diego State University,San Diego State University,True,True,True,C129,united states
U01086,Sheffield Hallam University,Europe,Sheffield Hallam University,Sheffield Hallam University,Sheffield Hallam University,True,True,True,C128,united kingdom
U01087,Shinshu University,Asia,Shinshu University,Shinshu University,Shinshu University,True,True,True,C056,japan
U01088,"Siberian Federal University, SibFU",Europe,"Siberian Federal University, SibFU",,,True,False,False,C101,russia
U01089,Silesian University of Technology,Europe,Silesian University of Technology,Silesian University of Technology,Silesian University of Technology,True,True,True,C096,poland
U01090,Slovak University of Agriculture in Nitra,Europe,Slovak University of Agriculture in Nitra,Slovak University of Agriculture in Nitra,Slovak University of Agriculture in Nitra,True,True,True,C107,slovakia
U01091,Slovak University of Technology in Bratislava,Europe,Slovak University of Technology in Bratislava,Slovak University of Technology in Bratislava,Slovak University of Technology in Bratislava,True,True,True,C107,slovakia
U01092,Sohar University,Asia,Sohar University,Sohar University,,True,True,False,C088,oman
U01093,Soonchunhyang University,Asia,Soonchunhyang University,Soonchunhyang University,Soonchunhyang University,True,True,True,C111,south korea
U01094,Southern Methodist University,Americas,Southern Methodist University,,,True,False,False,C129,united states
U01095,Southwest University,Asia,Southwest University,,,True,False,False,C023,china
U01096,SRM INSTITUTE OF SCIENCE AND TECHNOLOGY,Asia,SRM INSTITUTE OF SCIENCE AND TECHNOLOGY,SRM Institute of Science and Technology,SRM Institute of Science and Technology,True,True,True,C048,india
U01097,Sumy State University,Europe,Sumy State University,Sumy State University,Sumy State University,True,True,True,C126,ukraine
U01098,Sungshin Women's University,Asia,Sungshin Women's University,,,True,False,False,C111,south korea
U01099,Széchenyi István University,Europe,Széchenyi István University,Széchenyi István University,Széchenyi István University,True,True,True,C046,hungary
U01100,Taibah University,Asia,Taibah University,Taibah University,Taibah University,True,True,True,C103,saudi arabia
U01101,Tallinn University,Europe,Tallinn University,Tallinn University,Tallinn University,True,True,True,C034,estonia
U01102,Technical University of Kosice,Europe,Technical University of Kosice,Technical University of Košice,Technical University of Košice,True,True,True,C107,slovakia
U01103,Tecnológico de Costa Rica -TEC,Americas,Tecnológico de Costa Rica -TEC,,,True,False,False,C025,costa rica
U01104,Telkom University,Asia,Telkom University,Telkom University,Telkom University,True,True,True,C049,indonesia
U01105,The Hashemite University,Asia,The Hashemite University,The Hashemite University,,True,True,False,C057,jordan
U01106,The University of Northampton,Europe,The University of Northampton,,,True,False,False,C128,united kingdom
U01107,The University of Texas at Arlington,Americas,The University of Texas at Arlington,,,True,False,False,C129,united states
U01108,Tokushima University,Asia,Tokushima University,Tokushima University,Tokushima University,True,True,True,C056,japan
U01109,Tokyo Metropolitan University,Asia,Tokyo Metropolitan University,Tokyo Metropolitan University,,True,True,False,C056,japan
U01110,Universidad Andrés Bello,Americas,Universidad Andrés Bello,Universidad Andrés Bello (UNAB),Universidad Andrés Bello (UNAB),True,True,True,C022,chile
U01111,Universidad Austral de Chile,Americas,Universidad Austral de Chile,,,True,False,False,C022,chile
U01112,Universidad Autónoma Chapingo,Americas,Universidad Autónoma Chapingo,,Universidad Autónoma Chapingo,True,False,True,C074,mexico
U01113,Universidad Autónoma de Nuevo León,Americas,Universidad Autónoma de Nuevo León,Universidad Autónoma de Nuevo León (UANL),Universidad Autónoma de Nuevo León (UANL),True,True,True,C074,mexico
U01114,Universidad Autónoma del Estado de México (UAEMex),Americas,Universidad Autónoma del Estado de México (UAEMex),Universidad Autónoma del Estado de Mexico (UAEMex),Universidad Autónoma del Estado de Mexico (UAEMex),True,True,True,C074,mexico
U01115,Universidad de Castilla-La Mancha,Europe,Universidad de Castilla-La Mancha,,,True,False,False,C112,spain
U01116,Universidad de Guadalajara (UDG),Americas,Universidad de Guadalajara (UDG),,,True,False,False,C074,mexico
U01117,Universidad de La Frontera (UFRO),Americas,Universidad de La Frontera (UFRO),,,True,False,False,C022,chile
U01118,Universidad de las Américas Puebla (UDLAP),Americas,Universidad de las Américas Puebla (UDLAP),,,True,False,False,C074,mexico
U01119,Universidad de Lima,Americas,Universidad de Lima,,,True,False,False,C094,peru
U01120,Universidad de Los Andes - (ULA) Mérida,Americas,Universidad de Los Andes - (ULA) Mérida,,,True,False,False,C132,venezuela
U01121,Universidad de Oviedo,Europe,Universidad de Oviedo,,,True,False,False,C112,spain
U01122,Universidad de Puerto Rico,Americas,Universidad de Puerto Rico,,,True,False,False,C098,puerto rico
U01123,Universidad de Talca,Americas,Universidad de Talca,,,True,False,False,C022,chile
U01124,Universidad del Norte,Americas,Universidad del Norte,,,True,False,False,C024,colombia
U01125,Universidad del Pacífico,Americas,Universidad del Pacífico,Universidad del Pacífico,,True,True,False,C094,peru
U01126,Universidad del Valle,Americas,Universidad del Valle,Universidad del Valle,,True,True,False,C024,colombia
U01127,Universidad Diego Portales (UDP),Americas,Universidad Diego Portales (UDP),,,True,False,False,C022,chile
U01128,Universidad ICESI,Americas,Universidad ICESI,,,True,False,False,C024,colombia
U01129,Universidad Nacional de Cuyo,Americas,Universidad Nacional de Cuyo,,,True,False,False,C004,argentina
U01130,Universidad Nacional de la Asunción,Americas,Universidad Nacional de la Asunción,Universidad Nacional de Asunción,,True,True,False,C093,paraguay
U01131,Universidad Nacional de San Luis,Americas,Universidad Nacional de San Luis,,,True,False,False,C004,argentina
U01132,Universidad Nacional del Centro de la Provincia de Buenos Aires (UNICEN),Americas,Universidad Nacional del Centro de la Provincia de Buenos Aires (UNICEN),,,True,False,False,C004,argentina
U01133,Universidad Peruana Cayetano Heredia (UPCH),Americas,Universidad Peruana Cayetano Heredia (UPCH),Universidad Peruana Cayetano Heredia,Universidad Peruana Cayetano Heredia,True,True,True,C094,peru
U01134,Universidad Rey Juan Carlos,Europe,Universidad Rey Juan Carlos,,,True,False,False,C112,spain
U01135,Universidad Simón Bolívar (USB),Americas,Universidad Simón Bolívar (USB),,,True,False,False,C132,venezuela
U01136,Universidad Tecnológica de Panamá (UTP),Americas,Universidad Tecnológica de Panamá (UTP),,,True,False,False,C092,panama
U01137,Universidad Tecnológica Nacional (UTN),Americas,Universidad Tecnológica Nacional (UTN),,,True,False,False,C004,argentina
U01138,Universidade da Coruña,Europe,Universidade da Coruña,,,True,False,False,C112,spain
U01139,Universidade Federal de Pernambuco (UFPE),Americas,Universidade Federal de Pernambuco (UFPE),,,True,False,False,C016,brazil
U01140,Universidade Federal de São Carlos (UFSCar),Americas,Universidade Federal de São Carlos (UFSCar),,,True,False,False,C016,brazil
U01141,Universidade Federal do Paraná - UFPR,Americas,Universidade Federal do Paraná - UFPR,,,True,False,False,C016,brazil
U01142,Universidade Federal Fluminense,Americas,Universidade Federal Fluminense,,,True,False,False,C016,brazil
U01143,"Universita' degli Studi ""G. d'Annunzio"" Chieti Pescara",Europe,"Universita' degli Studi ""G. d'Annunzio"" Chieti Pescara",,,True,False,False,C054,italy
U01144,Università degli Studi di Udine,Europe,Università degli Studi di Udine,,,True,False,False,C054,italy
U01145,Università del Salento,Europe,Università del Salento,,,True,False,False,C054,italy
U01146,Universitas Hasanuddin,Asia,Universitas Hasanuddin,,,True,False,False,C049,indonesia
U01147,Universitas Sebelas Maret,Asia,Universitas Sebelas Maret,Universitas Sebelas Maret,Universitas Sebelas Maret,True,True,True,C049,indonesia
U01148,Universitat de Lleida,Europe,Universitat de Lleida,,,True,False,False,C112,spain
U01149,Universität Siegen,Europe,Universität Siegen,,,True,False,False,C040,germany
U01150,Université de Caen Normandie,Europe,Université de Caen Normandie,,,True,False,False,C038,france
U01151,Université de Poitiers,Europe,Université de Poitiers,Université de Poitiers,,True,True,False,C038,france
U01152,Université de Sfax,Africa,Université de Sfax,,,True,False,False,C121,tunisia
U01153,Université de Sousse,Africa,Université de Sousse,,,True,False,False,C121,tunisia
U01154,Université de Toulouse II-Le Mirail,Europe,Université de Toulouse II-Le Mirail,,,True,False,False,C038,france
U01155,Université de Tunis,Africa,Université de Tunis,,,True,False,False,C121,tunisia
U01156,Université Lumière Lyon 2,Europe,Université Lumière Lyon 2,"Lumière University, Lyon 2","Lumière University, Lyon 2",True,True,True,C038,france
U01157,Université Mohammed V de Rabat,Africa,Université Mohammed V de Rabat,,,True,False,False,C078,morocco
U01158,Université Paris-Nanterre,Europe,Université Paris-Nanterre,,,True,False,False,C038,france
U01159,Universiti Malaysia Sabah (UMS),Asia,Universiti Malaysia Sabah (UMS),Universiti Malaysia Sabah (UMS),Universiti Malaysia Sabah (UMS),True,True,True,C071,malaysia
U01160,Universiti Malaysia Sarawak (UNIMAS),Asia,Universiti Malaysia Sarawak (UNIMAS),Universiti Malaysia Sarawak (UNIMAS),,True,True,False,C071,malaysia
U01161,Universiti Malaysia Terengganu (UMT),Asia,Universiti Malaysia Terengganu (UMT),Universiti Malaysia Terengganu (UMT),Universiti Malaysia Terengganu (UMT),True,True,True,C071,malaysia
U01162,Universiti Tun Hussein Onn University of Malaysia (UTHM),Asia,Universiti Tun Hussein Onn University of Malaysia (UTHM),,,True,False,False,C071,malaysia
U01163,University of Arkansas Fayetteville,Americas,University of Arkansas Fayetteville,,,True,False,False,C129,united states
U01164,University of Derby,Europe,University of Derby,University of Derby,University of Derby,True,True,True,C128,united kingdom
U01165,University of Deusto,Europe,University of Deusto,University of Deusto,University of Deusto,True,True,True,C112,spain
U01166,University of Hradec Kralove,Europe,University of Hradec Kralove,,,True,False,False,C029,czechia
U01167,University of Ibadan,Africa,University of Ibadan,University of Ibadan,University of Ibadan,True,True,True,C084,nigeria
U01168,University of Idaho,Americas,University of Idaho,,,True,False,False,C129,united states
U01169,University of Ioannina,Europe,University of Ioannina,University of Ioannina,University of Ioannina,True,True,True,C042,greece
U01170,University of Karachi,Asia,University of Karachi,University of Karachi,University of Karachi,True,True,True,C089,pakistan
U01171,University of Khartoum,Africa,University of Khartoum,,,True,False,False,C114,sudan
U01172,University of Lagos,Africa,University of Lagos,University of Lagos,University of Lagos,True,True,True,C084,nigeria
U01173,University of Louisville,Americas,University of Louisville,,,True,False,False,C129,united states
U01174,University of Massachusetts Boston,Americas,University of Massachusetts Boston,,,True,False,False,C129,united states
U01175,"University of Missouri, Kansas City",Americas,"University of Missouri, Kansas City",,,True,False,False,C129,united states
U01176,University of Naples Parthenope,Europe,University of Naples Parthenope,Parthenope University of Naples,Parthenope University of Naples,True,True,True,C054,italy
U01177,University of New England Australia,Oceania,University of New England Australia,,,True,False,False,C006,australia
U01178,University of New Hampshire,Americas,University of New Hampshire,,,True,False,False,C129,united states
U01179,University of North Carolina at Charlotte,Americas,University of North Carolina at Charlotte,University of North Carolina at Charlotte,University of North Carolina at Charlotte,True,True,True,C129,united states
U01180,University of North Texas,Americas,University of North Texas,,,True,False,False,C129,united states
U01181,University of Novi Sad,Europe,University of Novi Sad,University of Novi Sad,University of Novi Sad,True,True,True,C105,serbia
U01182,University of Rhode Island,Americas,University of Rhode Island,University of Rhode Island,University of Rhode Island,True,True,True,C129,united states
U01183,University of Sarajevo,Europe,University of Sarajevo,University of Sarajevo,,True,True,False,C014,bosnia and herzegovina
U01184,University of Seoul,Asia,University of Seoul,University of Seoul,University of Seoul,True,True,True,C111,south korea
U01185,University of Tabuk,Asia,University of Tabuk,University of Tabuk,University of Tabuk,True,True,True,C103,saudi arabia
U01186,University of Texas at San Antonio,Americas,University of Texas at San Antonio,,,True,False,False,C129,united states
U01187,University of Texas El Paso,Americas,University of Texas El Paso,,,True,False,False,C129,united states
U01188,University of the Free State,Africa,University of the Free State,University of the Free State,University of the Free State,True,True,True,C110,south africa
U01189,University of the Sunshine Coast,Oceania,University of the Sunshine Coast,University of the Sunshine Coast,University of the Sunshine Coast,True,True,True,C006,australia
U01190,University of Toledo,Americas,University of Toledo,University of Toledo,,True,True,False,C129,united states
U01191,University of Tulsa,Americas,University of Tulsa,,,True,False,False,C129,united states
U01192,University of Vermont,Americas,University of Vermont,,,True,False,False,C129,united states
U01193,University of Warmia and Mazury in Olsztyn,Europe,University of Warmia and Mazury in Olsztyn,University of Warmia and Mazury in Olsztyn,University of Warmia and Mazury in Olsztyn,True,True,True,C096,poland
U01194,University of Wolverhampton,Europe,University of Wolverhampton,University of Wolverhampton,,True,True,False,C128,united kingdom
U01195,University of Wyoming,Americas,University of Wyoming,University of Wyoming,University of Wyoming,True,True,True,C129,united states
U01196,University of ilina,Europe,University of ilina,,,True,False,False,C107,slovakia
U01197,Utah State University,Americas,Utah State University,,,True,False,False,C129,united states
