university_id,university_name,the_rank_2023,the_rank_2023_numeric,the_2023_rank_type
U1942,Reichman University,1001.0,1001.0,Banded
U1944,Rochester Institute of Technology,1001.0,1001.0,Banded
U1946,University of Seville,1001.0,1001.0,Banded
U1951,Siksha ‘O’ Anusandhan,1001.0,1001.0,Banded
U1953,Technical University of Madrid,1001.0,1001.0,Banded
U1956,Tokyo Medical University,1001.0,1001.0,Banded
U1959,University of Trás-os-Montes and Alto Douro,1001.0,1001.0,Banded
U1961,Urmia University,1001.0,1001.0,Banded
U1962,"University of Veterinary and Animal Sciences, Lahore",1001.0,1001.0,Banded
U1964,University of Vigo,1001.0,1001.0,Banded
U1967,Yıldız Technical University,1001.0,1001.0,Banded
U1968,University of Zaragoza,1001.0,1001.0,Banded
U1970,Zhejiang Gongshang University,1001.0,1001.0,Banded
U1971,University of A Coruña,1001.0,1001.0,Banded
U1972,"Adam Mickiewicz University, Poznań",1001.0,1001.0,Banded
U1976,University of Almería,1001.0,1001.0,Banded
U1979,Babeş-Bolyai University,1001.0,1001.0,Banded
U1985,Bowling Green State University,1001.0,1001.0,Banded
U1987,China Pharmaceutical University,1001.0,1001.0,Banded
U1988,Comenius University in Bratislava,1001.0,1001.0,Banded
U1993,Dr B.R. Ambedkar National Institute of Technology Jalandhar,1001.0,1001.0,Banded
U1997,European University of Madrid,1001.0,1001.0,Banded
U1998,University of Extremadura,1001.0,1001.0,Banded
U2001,Federal University of Technology Akure,1001.0,1001.0,Banded
U2005,Fujian Agriculture and Forestry University,1001.0,1001.0,Banded
U2010,University of Gujrat,1001.0,1001.0,Banded
U2012,Hakim Sabzevari University,1001.0,1001.0,Banded
U2013,Hamamatsu University School of Medicine,1001.0,1001.0,Banded
U2014,Huaqiao University,1001.0,1001.0,Banded
U2016,Ilmenau University of Technology,1001.0,1001.0,Banded
U2017,IMT Nord Europe,1001.0,1001.0,Banded
U2018,Indian Institute of Science Education and Research Kolkata,1001.0,1001.0,Banded
U2020,Indian Institute of Technology Mandi,1001.0,1001.0,Banded
U2023,Istanbul University-Cerrahpaşa,1001.0,1001.0,Banded
U2025,University of Jeddah,1001.0,1001.0,Banded
U2035,University of Las Palmas de Gran Canaria,1001.0,1001.0,Banded
U2036,University of León,1001.0,1001.0,Banded
U2037,Lorestan University,1001.0,1001.0,Banded
U2041,University of Maragheh,1001.0,1001.0,Banded
U2042,University of Mazandaran,1001.0,1001.0,Banded
U2043,Medical University of Bialystok,1001.0,1001.0,Banded
U2047,Miguel Hernández University of Elche,1001.0,1001.0,Banded
U2057,Necmettin Erbakan University,1001.0,1001.0,Banded
U2061,Northwest University,1001.0,1001.0,Banded
U2062,Oakland University,1001.0,1001.0,Banded
U2064,University of Pécs,1001.0,1001.0,Banded
U2066,PMAS Arid Agriculture University Rawalpindi,1001.0,1001.0,Banded
U2069,Public University of Navarre,1001.0,1001.0,Banded
U2073,Rowan University,1001.0,1001.0,Banded
U2074,Sahand University of Technology,1001.0,1001.0,Banded
U2075,Universidad San Francisco de Quito,1001.0,1001.0,Banded
U2076,University of Sargodha,1001.0,1001.0,Banded
U2080,Shahrekord University,1001.0,1001.0,Banded
U2081,Shahrood University of Technology,1001.0,1001.0,Banded
U2082,Shanghai Maritime University,1001.0,1001.0,Banded
U2084,Sidi Mohamed Ben Abdellah University,1001.0,1001.0,Banded
U2085,University of Social Welfare and Rehabilitation Sciences,1001.0,1001.0,Banded
U2087,University of South Dakota,1001.0,1001.0,Banded
U2088,University of the South Pacific,1001.0,1001.0,Banded
U2089,University of South Wales,1001.0,1001.0,Banded
U2094,Technical University of Cartagena,1001.0,1001.0,Banded
U2096,Teesside University,1001.0,1001.0,Banded
U2100,Toyota Technological Institute,1001.0,1001.0,Banded
U2113,University of Žilina,1001.0,1001.0,Banded
U2126,Atılım University,1001.0,1001.0,Banded
U2128,Autonomous University of Sinaloa,1001.0,1001.0,Banded
U2130,Bayero University,1001.0,1001.0,Banded
U2133,University of Botswana,1001.0,1001.0,Banded
U2135,Instituto Politécnico de Bragança,1001.0,1001.0,Banded
U2140,University of Burgos,1001.0,1001.0,Banded
U2141,Cardiff Metropolitan University,1001.0,1001.0,Banded
U2143,Universidad Católica San Antonio de Murcia (UCAM),1001.0,1001.0,Banded
U2184,Guru Jambheshwar University of Science and Technology,1001.0,1001.0,Banded
U2192,Ibn Tofaïl University,1001.0,1001.0,Banded
U2194,Ilia State University,1001.0,1001.0,Banded
U2203,Jiangsu Normal University,1001.0,1001.0,Banded
U2204,The Jikei University School of Medicine,1001.0,1001.0,Banded
U2219,University of Manouba,1001.0,1001.0,Banded
U2220,University of Marrakech Cadi Ayyad,1001.0,1001.0,Banded
U2221,University of Mauritius,1001.0,1001.0,Banded
U2230,Morgan State University,1001.0,1001.0,Banded
U2239,National University of Colombia,1001.0,1001.0,Banded
U2252,Pavol Jozef Šafárik University in Košice,1001.0,1001.0,Banded
U2255,Polytechnic Institute of Porto,1001.0,1001.0,Banded
U2259,Port Said University,1001.0,1001.0,Banded
U2261,University of Puerto Rico,1001.0,1001.0,Banded
U2263,University Rey Juan Carlos,1001.0,1001.0,Banded
U2270,Semnan University of Medical Sciences and Health Services,1001.0,1001.0,Banded
U2279,Sohag University,1001.0,1001.0,Banded
U2283,South Valley University,1001.0,1001.0,Banded
U2286,Ştefan cel Mare University of Suceava,1001.0,1001.0,Banded
U2287,St Marianna University School of Medicine,1001.0,1001.0,Banded
U2290,University of Sunderland,1001.0,1001.0,Banded
U2294,Technical University of Crete,1001.0,1001.0,Banded
U2298,University of Texas Rio Grande Valley,1001.0,1001.0,Banded
U2330,Yasouj University,1001.0,1001.0,Banded
U2336,University of Zimbabwe,1001.0,1001.0,Banded
U2347,University of Anbar,1001.0,1001.0,Banded
U2434,University of Fortaleza (UNIFOR),1001.0,1001.0,Banded
U3412,"China University of Geosciences, Beijing",1001.0,1001.0,Banded
U3413,Creighton University,1001.0,1001.0,Banded
U3414,Guangxi University,1001.0,1001.0,Banded
U3415,Hyogo College of Medicine,1001.0,1001.0,Banded
U3416,Jiangxi University of Finance and Economics,1001.0,1001.0,Banded
U3417,University of Leoben,1001.0,1001.0,Banded
U3418,Lusophone University of Humanities and Technologies,1001.0,1001.0,Banded
U3419,Menoufia University,1001.0,1001.0,Banded
U3420,SWPS University of Social Sciences and Humanities,1001.0,1001.0,Banded
U3421,Zhejiang University of Technology,1001.0,1001.0,Banded
U0256,bandung institute of technology (itb),1201.0,1201.0,Banded
U0420,czech technical university in prague,1201.0,1201.0,Banded
U0530,warsaw university of technology,1201.0,1201.0,Banded
U0570,"university of chemistry and technology, prague",1201.0,1201.0,Banded
U0596,thammasat university,1201.0,1201.0,Banded
U0606,national chengchi university,1201.0,1201.0,Banded
U0615,brno university of technology,1201.0,1201.0,Banded
U0645,de la salle university,1201.0,1201.0,Banded
U0651,ritsumeikan university,1201.0,1201.0,Banded
U0661,university of zagreb,1201.0,1201.0,Banded
U0669,national chung hsing university,1201.0,1201.0,Banded
U0708,taras shevchenko national university of kyiv,1201.0,1201.0,Banded
U0723,university of mumbai,1201.0,1201.0,Banded
U0725,budapest university of technology and economics,1201.0,1201.0,Banded
U0733,riga technical university,1201.0,1201.0,Banded
U0752,vytautas magnus university,1201.0,1201.0,Banded
U0755,kaunas university of technology,1201.0,1201.0,Banded
U0757,tokyo university of science,1201.0,1201.0,Banded
U0765,bangladesh university of engineering and technology,1201.0,1201.0,Banded
U0785,qassim university,1201.0,1201.0,Banded
U0827,the catholic university of korea,1201.0,1201.0,Banded
U0840,university of alicante,1201.0,1201.0,Banded
U0844,university of bucharest,1201.0,1201.0,Banded
U0857,chungnam national university,1201.0,1201.0,Banded
U0867,mendel university in brno,1201.0,1201.0,Banded
U0868,nagasaki university,1201.0,1201.0,Banded
U0879,tokyo university of agriculture and technology,1201.0,1201.0,Banded
U0921,osaka metropolitan university,1201.0,1201.0,Banded
U0942,university of maribor,1201.0,1201.0,Banded
U0963,hallym university,1201.0,1201.0,Banded
U0966,khon kaen university,1201.0,1201.0,Banded
U0973,prince of songkla university,1201.0,1201.0,Banded
U1011,"arab academy for science, technology and maritime transport",1201.0,1201.0,Banded
U1022,canterbury christ church university,1201.0,1201.0,Banded
U1024,chung yuan christian university,1201.0,1201.0,Banded
U1025,chungbuk national university,1201.0,1201.0,Banded
U1027,corvinus university of budapest,1201.0,1201.0,Banded
U1030,ege university,1201.0,1201.0,Banded
U1035,gifu university,1201.0,1201.0,Banded
U1037,gunma university,1201.0,1201.0,Banded
U1039,harbin engineering university,1201.0,1201.0,Banded
U1042,hungarian university of agriculture and life sciences,1201.0,1201.0,Banded
U1050,kangwon national university,1201.0,1201.0,Banded
U1060,marmara university,1201.0,1201.0,Banded
U1068,national chung cheng university,1201.0,1201.0,Banded
U1079,poznan university of technology,1201.0,1201.0,Banded
U1087,shinshu university,1201.0,1201.0,Banded
U1089,silesian university of technology,1201.0,1201.0,Banded
U1090,slovak university of agriculture in nitra,1201.0,1201.0,Banded
U1093,soonchunhyang university,1201.0,1201.0,Banded
U1096,srm institute of science and technology,1201.0,1201.0,Banded
U1105,the hashemite university,1201.0,1201.0,Banded
U1108,tokushima university,1201.0,1201.0,Banded
U1147,universitas sebelas maret,1201.0,1201.0,Banded
U1160,universiti malaysia sarawak (unimas),1201.0,1201.0,Banded
U1161,universiti malaysia terengganu (umt),1201.0,1201.0,Banded
U1184,university of seoul,1201.0,1201.0,Banded
U1202,yokohama national university,1201.0,1201.0,Banded
U1205,anadolu university,1201.0,1201.0,Banded
U1235,german university in cairo,1201.0,1201.0,Banded
U1238,helwan university,1201.0,1201.0,Banded
U1244,ivan franko national university of lviv,1201.0,1201.0,Banded
U1248,jeju national university,1201.0,1201.0,Banded
U1257,king mongkut's university of technology north bangkok,1201.0,1201.0,Banded
U1268,national dong hwa university,1201.0,1201.0,Banded
U1275,osmania university,1201.0,1201.0,Banded
U1298,suranaree university of technology,1201.0,1201.0,Banded
U1299,tamkang university,1201.0,1201.0,Banded
U1309,tokai university,1201.0,1201.0,Banded
U1313,tunghai university,1201.0,1201.0,Banded
U1345,universidade do estado do rio de janeiro (uerj),1201.0,1201.0,Banded
U1346,universidade federal da bahia,1201.0,1201.0,Banded
U1357,universitas pendidikan indonesia,1201.0,1201.0,Banded
U1364,universiti teknikal malaysia melaka,1201.0,1201.0,Banded
U1376,university of ostrava,1201.0,1201.0,Banded
U1377,university of pannonia,1201.0,1201.0,Banded
U1380,university of primorska,1201.0,1201.0,Banded
U1391,university of west bohemia,1201.0,1201.0,Banded
U1396,western michigan university,1201.0,1201.0,Banded
U1400,yuan ze university,1201.0,1201.0,Banded
U1428,pontifícia universidade católica do paraná,1201.0,1201.0,Banded
U1433,shibaura institute of technology,1201.0,1201.0,Banded
U1436,soongsil university,1201.0,1201.0,Banded
U1438,state university of malang,1201.0,1201.0,Banded
U1900,Jawaharlal Nehru Technological University Anantapur (JNTUA),1201.0,1201.0,Banded
U1932,North China Electric Power University,1201.0,1201.0,Banded
U1960,University of Tunis El Manar,1201.0,1201.0,Banded
U1973,AGH University of Krakow,1201.0,1201.0,Banded
U1974,Aichi Medical University,1201.0,1201.0,Banded
U1975,Akdeniz University,1201.0,1201.0,Banded
U1980,Bangladesh Agricultural University (BAU),1201.0,1201.0,Banded
U1986,University of Cadiz,1201.0,1201.0,Banded
U1989,Democritus University of Thrace,1201.0,1201.0,Banded
U2000,Federal University of São Carlos,1201.0,1201.0,Banded
U2008,Gdańsk University of Technology,1201.0,1201.0,Banded
U2021,University of Isfahan,1201.0,1201.0,Banded
U2040,University of Malaga,1201.0,1201.0,Banded
U2048,Ming Chi University of Technology,1201.0,1201.0,Banded
U2053,Nagoya City University,1201.0,1201.0,Banded
U2058,Nicolaus Copernicus University in Toruń,1201.0,1201.0,Banded
U2068,Poznan University of Medical Sciences,1201.0,1201.0,Banded
U2077,Semnan University,1201.0,1201.0,Banded
U2078,University of Sfax,1201.0,1201.0,Banded
U2079,​Shahid Chamran University of Ahvaz,1201.0,1201.0,Banded
U2090,Staffordshire University,1201.0,1201.0,Banded
U2095,University of Technology of Troyes,1201.0,1201.0,Banded
U2097,Texas State University,1201.0,1201.0,Banded
U2098,TOBB University of Economics and Technology,1201.0,1201.0,Banded
U2099,Toyohashi University of Technology (TUT),1201.0,1201.0,Banded
U2104,USAMV Cluj-Napoca,1201.0,1201.0,Banded
U2109,University of Wrocław,1201.0,1201.0,Banded
U2110,Yazd University,1201.0,1201.0,Banded
U2114,Acharya Nagarjuna University,1201.0,1201.0,Banded
U2115,Adolfo Ibáñez University,1201.0,1201.0,Banded
U2117,Universitas Airlangga,1201.0,1201.0,Banded
U2121,"University of the Andes, Chile",1201.0,1201.0,Banded
U2123,University of Antioquia,1201.0,1201.0,Banded
U2124,Ariel University,1201.0,1201.0,Banded
U2125,Atatürk University,1201.0,1201.0,Banded
U2127,Austral University of Chile,1201.0,1201.0,Banded
U2129,Banasthali University,1201.0,1201.0,Banded
U2131,Bezmiâlem Vakif University,1201.0,1201.0,Banded
U2132,BINUS University,1201.0,1201.0,Banded
U2136,University of Brasília,1201.0,1201.0,Banded
U2137,The British University in Egypt,1201.0,1201.0,Banded
U2139,Bu-Ali Sina University,1201.0,1201.0,Banded
U2142,University of Carthage,1201.0,1201.0,Banded
U2144,Chang Gung University of Science and Technology,1201.0,1201.0,Banded
U2145,University of Chester,1201.0,1201.0,Banded
U2146,Chosun University,1201.0,1201.0,Banded
U2149,Cochin University of Science and Technology,1201.0,1201.0,Banded
U2150,University of Concepción,1201.0,1201.0,Banded
U2152,Del Rosario University,1201.0,1201.0,Banded
U2154,Dokuz Eylül University,1201.0,1201.0,Banded
U2159,Ehime University,1201.0,1201.0,Banded
U2160,The University of Electro-Communications,1201.0,1201.0,Banded
U2161,Erciyes University,1201.0,1201.0,Banded
U2162,Escuela Superior Politécnica del Litoral,1201.0,1201.0,Banded
U2163,Universidade Federal do ABC (UFABC),1201.0,1201.0,Banded
U2164,Federal University of Espírito Santo,1201.0,1201.0,Banded
U2165,Federal University of Goiás,1201.0,1201.0,Banded
U2166,Federal University of Lavras,1201.0,1201.0,Banded
U2167,Universidade Federal do Paraná (UFPR),1201.0,1201.0,Banded
U2169,Federal University of Rio Grande do Norte (UFRN),1201.0,1201.0,Banded
U2170,Federal University of Santa Maria,1201.0,1201.0,Banded
U2171,Federal University of Uberlândia,1201.0,1201.0,Banded
U2172,Federal University of Viçosa,1201.0,1201.0,Banded
U2173,Federico Santa María Technical University,1201.0,1201.0,Banded
U2175,University of La Frontera,1201.0,1201.0,Banded
U2176,Universitas Gadjah Mada,1201.0,1201.0,Banded
U2177,Gazi University,1201.0,1201.0,Banded
U2178,University of Gdańsk,1201.0,1201.0,Banded
U2179,Gebze Technical University,1201.0,1201.0,Banded
U2181,Georgia Southern University,1201.0,1201.0,Banded
U2182,Government College University Lahore,1201.0,1201.0,Banded
U2185,Gyeongsang National University,1201.0,1201.0,Banded
U2187,Université Hassan II de Casablanca,1201.0,1201.0,Banded
U2188,Université Polytechnique Hauts-de-France,1201.0,1201.0,Banded
U2190,University of Hradec Králové,1201.0,1201.0,Banded
U2195,University of Ilorin,1201.0,1201.0,Banded
U2196,Incheon National University,1201.0,1201.0,Banded
U2197,Indian Institute of Science Education and Research Bhopal,1201.0,1201.0,Banded
U2198,IPB University,1201.0,1201.0,Banded
U2205,The John Paul II Catholic University of Lublin,1201.0,1201.0,Banded
U2206,Kagawa University,1201.0,1201.0,Banded
U2207,Karabük University,1201.0,1201.0,Banded
U2209,Kharazmi University,1201.0,1201.0,Banded
U2211,Kitasato University,1201.0,1201.0,Banded
U2213,Kyushu Institute of Technology (Kyutech),1201.0,1201.0,Banded
U2214,University of Lethbridge,1201.0,1201.0,Banded
U2216,"Lumière University, Lyon 2",1201.0,1201.0,Banded
U2226,Metropolitan Autonomous University,1201.0,1201.0,Banded
U2227,Mie University,1201.0,1201.0,Banded
U2228,Mohammed V University of Rabat,1201.0,1201.0,Banded
U2229,University of Monastir,1201.0,1201.0,Banded
U2233,Multimedia University,1201.0,1201.0,Banded
U2234,Nagaoka University of Technology,1201.0,1201.0,Banded
U2238,National Chin-Yi University of Technology,1201.0,1201.0,Banded
U2240,National University of Distance Education (UNED),1201.0,1201.0,Banded
U2244,National Technical University Kharkiv Polytechnic Institute,1201.0,1201.0,Banded
U2245,National Technical University of Ukraine – Igor Sikorsky Kyiv Polytechnic Institute,1201.0,1201.0,Banded
U2246,University of Nigeria Nsukka,1201.0,1201.0,Banded
U2248,Oles Honchar Dnipro National University,1201.0,1201.0,Banded
U2249,Opole University of Technology,1201.0,1201.0,Banded
U2250,Paris Nanterre University,1201.0,1201.0,Banded
U2251,University of Pau and Pays de l’Adour,1201.0,1201.0,Banded
U2253,Persian Gulf University,1201.0,1201.0,Banded
U2256,Pontifical Catholic University of Peru,1201.0,1201.0,Banded
U2257,Pontifical Catholic University of Valparaíso,1201.0,1201.0,Banded
U2264,Université Saint-Joseph de Beyrouth,1201.0,1201.0,Banded
U2265,Saitama Medical University,1201.0,1201.0,Banded
U2266,Sapporo Medical University,1201.0,1201.0,Banded
U2267,SASTRA University,1201.0,1201.0,Banded
U2268,Sathyabama Institute of Science and Technology,1201.0,1201.0,Banded
U2269,Selçuk University,1201.0,1201.0,Banded
U2271,Seoul National University of Science and Technology (SeoulTech),1201.0,1201.0,Banded
U2273,Shahid Bahonar University of Kerman,1201.0,1201.0,Banded
U2275,University of Shanghai for Science and Technology,1201.0,1201.0,Banded
U2276,Shiga University of Medical Science,1201.0,1201.0,Banded
U2277,Showa University,1201.0,1201.0,Banded
U2280,Université Sorbonne Nouvelle,1201.0,1201.0,Banded
U2281,University of Sousse,1201.0,1201.0,Banded
U2285,Sri Venkateswara University,1201.0,1201.0,Banded
U2292,University of Talca,1201.0,1201.0,Banded
U2293,University of Tarapacá,1201.0,1201.0,Banded
U2295,Technical University of Košice,1201.0,1201.0,Banded
U2296,University of Technology of Compiègne,1201.0,1201.0,Banded
U2297,Institut Teknologi Sepuluh Nopember,1201.0,1201.0,Banded
U2299,Tezpur University,1201.0,1201.0,Banded
U2301,Toho University,1201.0,1201.0,Banded
U2302,Tokyo University of Marine Science and Technology,1201.0,1201.0,Banded
U2303,Tomas Bata University in Zlín,1201.0,1201.0,Banded
U2304,University of Toyama,1201.0,1201.0,Banded
U2305,Transilvania University of Brașov,1201.0,1201.0,Banded
U2308,Tzu Chi University,1201.0,1201.0,Banded
U2309,UNIR – International University of La Rioja,1201.0,1201.0,Banded
U2310,Unisinos University,1201.0,1201.0,Banded
U2311,Universiti Tun Hussein Onn Malaysia (UTHM),1201.0,1201.0,Banded
U2312,University of Valladolid,1201.0,1201.0,Banded
U2313,Veltech University,1201.0,1201.0,Banded
U2314,University of Venda,1201.0,1201.0,Banded
U2315,Vilnius Gediminas Technical University (Vilnius Tech),1201.0,1201.0,Banded
U2316,"Visvesvaraya National Institute of Technology, Nagpur",1201.0,1201.0,Banded
U2317,V.N. Karazin Kharkiv National University,1201.0,1201.0,Banded
U2320,Warsaw University of Life Sciences – SGGW,1201.0,1201.0,Banded
U2321,University of Western Macedonia,1201.0,1201.0,Banded
U2323,Wrocław University of Environmental and Life Sciences,1201.0,1201.0,Banded
U2325,Wuhan Textile University,1201.0,1201.0,Banded
U2326,Xiangtan University,1201.0,1201.0,Banded
U2327,Xuzhou Medical University,1201.0,1201.0,Banded
U2328,Yamagata University,1201.0,1201.0,Banded
U2329,University of Yamanashi,1201.0,1201.0,Banded
U2331,Yuriy Fedkovych Chernivtsi National University,1201.0,1201.0,Banded
U2333,University of Zanjan,1201.0,1201.0,Banded
U2334,Zanjan University of Medical Sciences,1201.0,1201.0,Banded
U2337,Université 8 Mai 1945 Guelma,1201.0,1201.0,Banded
U2339,Abdelmalek Essaâdi University,1201.0,1201.0,Banded
U2341,Acıbadem University,1201.0,1201.0,Banded
U2349,Andhra University,1201.0,1201.0,Banded
U2350,Universidad Andrés Bello (UNAB),1201.0,1201.0,Banded
U2351,Ankara University,1201.0,1201.0,Banded
U2355,Arak University,1201.0,1201.0,Banded
U2370,University of Benin,1201.0,1201.0,Banded
U2381,Bozok University,1201.0,1201.0,Banded
U2389,Catholic University of the North,1201.0,1201.0,Banded
U2401,Université Chouaïb Doukkali,1201.0,1201.0,Banded
U2408,Damghan University,1201.0,1201.0,Banded
U2416,El Bosque University,1201.0,1201.0,Banded
U2439,Université de Gabès,1201.0,1201.0,Banded
U2448,Hasanuddin University,1201.0,1201.0,Banded
U2456,Hosei University,1201.0,1201.0,Banded
U2462,International Hellenic University,1201.0,1201.0,Banded
U2466,Istanbul Medipol University,1201.0,1201.0,Banded
U2474,Jianghan University,1201.0,1201.0,Banded
U2477,Kanazawa Medical University,1201.0,1201.0,Banded
U2492,Kochi University of Technology,1201.0,1201.0,Banded
U2494,Universiti Kuala Lumpur,1201.0,1201.0,Banded
U2499,Lahore College for Women University (LCWU),1201.0,1201.0,Banded
U2502,L.N. Gumilyov Eurasian National University,1201.0,1201.0,Banded
U2504,Londrina State University,1201.0,1201.0,Banded
U2506,University of Lucknow,1201.0,1201.0,Banded
U2510,Universiti Malaysia Kelantan,1201.0,1201.0,Banded
U2529,University of Mysore,1201.0,1201.0,Banded
U2540,National University of San Martín,1201.0,1201.0,Banded
U2548,"University of the North, Colombia",1201.0,1201.0,Banded
U2555,Obafemi Awolowo University,1201.0,1201.0,Banded
U2561,Oran 1 University,1201.0,1201.0,Banded
U2593,University of the Ryukyus,1201.0,1201.0,Banded
U2596,Saga University,1201.0,1201.0,Banded
U2599,"University of Santiago, Chile (USACH)",1201.0,1201.0,Banded
U2604,Shahed University,1201.0,1201.0,Banded
U2613,Sofia University,1201.0,1201.0,Banded
U2626,Technological University of Pereira,1201.0,1201.0,Banded
U2629,Teikyo University,1201.0,1201.0,Banded
U2632,Tokat Gaziosmanpaşa University,1201.0,1201.0,Banded
U2650,"Vignan’s Foundation for Science, Technology and Research",1201.0,1201.0,Banded
U3014,Khulna University of Engineering and Technology (KUET),1201.0,1201.0,Banded
U3422,University of Colorado Colorado Springs,1201.0,1201.0,Banded
U3423,University of Fort Hare,1201.0,1201.0,Banded
U3424,Fujian Normal University,1201.0,1201.0,Banded
U3425,Grand Valley State University,1201.0,1201.0,Banded
U3426,University of North Carolina Wilmington,1201.0,1201.0,Banded
U3427,Shahid Rajaee Teacher Training University,1201.0,1201.0,Banded
U3428,Southwest Jiaotong University,1201.0,1201.0,Banded
U3429,Tshwane University of Technology,1201.0,1201.0,Banded
U0406,satbayev university,1501.0,1501.0,Banded
U0597,universitas padjadjaran,1501.0,1501.0,Banded
U0697,universidad panamericana (up),1501.0,1501.0,Banded
U0726,diponegoro university,1501.0,1501.0,Banded
U0783,kasetsart university,1501.0,1501.0,Banded
U0794,ivane javakhishvili tbilisi state university,1501.0,1501.0,Banded
U0814,instituto politécnico nacional (ipn),1501.0,1501.0,Banded
U0841,university of baghdad,1501.0,1501.0,Banded
U0931,universidad nacional mayor de san marcos,1501.0,1501.0,Banded
U0956,baku state university,1501.0,1501.0,Banded
U0979,sophia university,1501.0,1501.0,Banded
U1049,kagoshima university,1501.0,1501.0,Banded
U1056,lodz university of technology,1501.0,1501.0,Banded
U1063,mustansiriyah university,1501.0,1501.0,Banded
U1091,slovak university of technology in bratislava,1501.0,1501.0,Banded
U1104,telkom university,1501.0,1501.0,Banded
U1112,universidad autónoma chapingo,1501.0,1501.0,Banded
U1159,universiti malaysia sabah (ums),1501.0,1501.0,Banded
U1170,university of karachi,1501.0,1501.0,Banded
U1181,university of novi sad,1501.0,1501.0,Banded
U1193,university of warmia and mazury in olsztyn,1501.0,1501.0,Banded
U1198,vsb - technical university of ostrava,1501.0,1501.0,Banded
U1204,alexandru ioan cuza university,1501.0,1501.0,Banded
U1206,aoyama gakuin university,1501.0,1501.0,Banded
U1213,benemérita universidad autónoma de puebla,1501.0,1501.0,Banded
U1218,chaoyang university of technology,1501.0,1501.0,Banded
U1223,cukurova university,1501.0,1501.0,Banded
U1228,doshisha university,1501.0,1501.0,Banded
U1230,escuela politécnica nacional,1501.0,1501.0,Banded
U1231,feng chia university,1501.0,1501.0,Banded
U1236,hanoi university of science and technology,1501.0,1501.0,Banded
U1240,hue university,1501.0,1501.0,Banded
U1258,kookmin university,1501.0,1501.0,Banded
U1260,kyoto institute of technology,1501.0,1501.0,Banded
U1263,meiji university,1501.0,1501.0,Banded
U1270,national taipei university,1501.0,1501.0,Banded
U1284,saitama university,1501.0,1501.0,Banded
U1301,technical university of cluj-napoca,1501.0,1501.0,Banded
U1302,technical university of liberec,1501.0,1501.0,Banded
U1341,universidad nacional del litoral,1501.0,1501.0,Banded
U1351,universidade federal do ceará (ufc),1501.0,1501.0,Banded
U1358,universitas sumatera utara,1501.0,1501.0,Banded
U1366,university of basrah,1501.0,1501.0,Banded
U1370,university of kufa,1501.0,1501.0,Banded
U1372,university of miskolc,1501.0,1501.0,Banded
U1378,university of pardubice,1501.0,1501.0,Banded
U1381,university of rijeka,1501.0,1501.0,Banded
U1385,university of silesia in katowice,1501.0,1501.0,Banded
U1397,yamaguchi university,1501.0,1501.0,Banded
U1417,kwansei gakuin university,1501.0,1501.0,Banded
U1418,lucian blaga university of sibiu,1501.0,1501.0,Banded
U1422,naresuan university,1501.0,1501.0,Banded
U1434,silpakorn university,1501.0,1501.0,Banded
U1472,universidad michoacana de san nicolás de hidalgo,1501.0,1501.0,Banded
U1484,universidade do estado de santa catarina,1501.0,1501.0,Banded
U1491,universitas andalas,1501.0,1501.0,Banded
U1496,university of craiova,1501.0,1501.0,Banded
U1500,university of oradea,1501.0,1501.0,Banded
U2168,Federal University of Pernambuco,1501.0,1501.0,Banded
U2180,"George Emil Palade University of Medicine, Pharmacy, Science, and Technology of Targu Mures",1501.0,1501.0,Banded
U2199,I-Shou University,1501.0,1501.0,Banded
U2202,Izmir Institute of Technology,1501.0,1501.0,Banded
U2223,Medical University of Silesia in Katowice,1501.0,1501.0,Banded
U2235,Nagoya Institute of Technology,1501.0,1501.0,Banded
U2237,National Changhua University of Education,1501.0,1501.0,Banded
U2242,National Kaohsiung University of Science and Technology,1501.0,1501.0,Banded
U2247,Ochanomizu University,1501.0,1501.0,Banded
U2307,University of Tunis,1501.0,1501.0,Banded
U2319,Walailak University,1501.0,1501.0,Banded
U2322,West University of Timişoara,1501.0,1501.0,Banded
U2324,Wrocław University of Science and Technology,1501.0,1501.0,Banded
U2340,University of Abou Bekr Belkaïd Tlemcen,1501.0,1501.0,Banded
U2344,Akita University,1501.0,1501.0,Banded
U2345,Aksaray University,1501.0,1501.0,Banded
U2346,Alzahra University,1501.0,1501.0,Banded
U2348,"University of the Andes, Venezuela",1501.0,1501.0,Banded
U2353,Annamalai University,1501.0,1501.0,Banded
U2356,Universidad Autónoma de Ciudad Juárez,1501.0,1501.0,Banded
U2357,Universidad Autónoma de Coahuila,1501.0,1501.0,Banded
U2358,Universidad Autónoma del Estado de Hidalgo,1501.0,1501.0,Banded
U2359,Universidad Autónoma del Estado de Mexico (UAEMex),1501.0,1501.0,Banded
U2360,Universidad Autónoma del Estado de Morelos,1501.0,1501.0,Banded
U2361,Universidad Autónoma de Nuevo León (UANL),1501.0,1501.0,Banded
U2362,Universidad Autónoma de Querétaro,1501.0,1501.0,Banded
U2363,Universidad Autónoma de Yucatán,1501.0,1501.0,Banded
U2364,Autonomous University of Baja California,1501.0,1501.0,Banded
U2365,Badji Mokhtar University – Annaba,1501.0,1501.0,Banded
U2366,Başkent University,1501.0,1501.0,Banded
U2368,University of Béjaïa,1501.0,1501.0,Banded
U2374,Bialystok University of Technology,1501.0,1501.0,Banded
U2376,University of Bío-Bío,1501.0,1501.0,Banded
