university_id,university_name,the_rank_2023,the_rank_2023_numeric,the_2023_rank_type
U0394,"university of california, santa cruz",192.0,192.0,Exact
U0324,university of miami,194.0,194.0,Exact
U1580,Medical University of Vienna,194.0,194.0,Exact
U0338,sichuan university,196.0,196.0,Exact
U1567,University of Erlangen-Nuremberg,196.0,196.0,Exact
U0089,durham university,198.0,198.0,Exact
U0172,university of reading,198.0,198.0,Exact
U1587,Queen’s University Belfast,198.0,198.0,Exact
U0001,massachusetts institute of technology (mit),,,Missing
U0007,eth zurich - swiss federal institute of technology,,,Missing
U0008,national university of singapore (nus),,,Missing
U0010,california institute of technology (caltech),,,Missing
U0012,"university of california, berkeley (ucb)",,,Missing
U0013,the university of melbourne,,,Missing
U0015,"nanyang technological university, singapore (ntu)",,,Missing
U0017,the university of hong kong,,,Missing
U0019,the university of new south wales (unsw sydney),,,Missing
U0021,university of chicago,,,Missing
U0024,université psl,,,Missing
U0026,epfl,,,Missing
U0027,the university of edinburgh,,,Missing
U0030,the australian national university,,,Missing
U0035,the university of manchester,,,Missing
U0036,the chinese university of hong kong (cuhk),,,Missing
U0040,king's college london,,,Missing
U0042,"university of california, los angeles (ucla)",,,Missing
U0043,new york university (nyu),,,Missing
U0052,the london school of economics and political science (lse),,,Missing
U0053,kaist - korea advanced institute of science & technology,,,Missing
U0056,yonsei university,,,Missing
U0057,the hong kong polytechnic university,,,Missing
U0059,ludwig-maximilians-universität münchen,,,Missing
U0060,universiti malaya (um),,,Missing
U0065,the university of auckland,,,Missing
U0069,the university of warwick,,,Missing
U0071,universidad de buenos aires (uba),,,Missing
U0072,"university of california, san diego (ucsd)",,,Missing
U0082,the university of adelaide,,,Missing
U0084,ruprecht-karls-universität heidelberg,,,Missing
U0085,tokyo institute of technology (tokyo tech),,,Missing
U0087,"trinity college dublin, the university of dublin",,,Missing
U0090,pennsylvania state university,,,Missing
U0091,purdue university,,,Missing
U0092,universidade de são paulo,,,Missing
U0093,pontificia universidad católica de chile (uc),,,Missing
U0094,lomonosov moscow state university,,,Missing
U0095,universidad nacional autónoma de méxico (unam),,,Missing
U0097,freie universitaet berlin,,,Missing
U0101,king fahd university of petroleum & minerals,,,Missing
U0102,"kit, karlsruhe institute of technology",,,Missing
U0105,the university of sheffield,,,Missing
U0118,indian institute of technology bombay (iitb),,,Missing
U0124,sungkyunkwan university(skku),,,Missing
U0126,humboldt-universität zu berlin,,,Missing
U0133,alma mater studiorum - university of bologna,,,Missing
U0138,universiti kebangsaan malaysia (ukm),,,Missing
U0140,universidad de chile,,,Missing
U0146,universiti sains malaysia (usm),,,Missing
U0147,technische universität berlin (tu berlin),,,Missing
U0148,universiti putra malaysia (upm),,,Missing
U0149,king abdulaziz university (kau),,,Missing
U0150,indian institute of technology delhi (iitd),,,Missing
U0156,"university of north carolina, chapel hill",,,Missing
U0159,université de montréal,,,Missing
U0165,universitat de barcelona,,,Missing
U0170,the university of exeter,,,Missing
U0175,universitat autònoma de barcelona,,,Missing
U0177,washington university in st. louis,,,Missing
U0178,"university of california, santa barbara (ucsb)",,,Missing
U0179,"the university of newcastle, australia (uon)",,,Missing
U0180,universidad de los andes,,,Missing
U0181,universiti teknologi malaysia,,,Missing
U0183,hamad bin khalifa university,,,Missing
U0185,tecnológico de monterrey,,,Missing
U0190,technische universität wien,,,Missing
U0191,universität hamburg,,,Missing
U0193,queen's university at kingston,,,Missing
U0198,universidad autónoma de madrid,,,Missing
U0200,arizona state university,,,Missing
U0203,université catholique de louvain (uclouvain),,,Missing
U0204,university of minnesota twin cities,,,Missing
U0205,ecole des ponts paristech,,,Missing
U0206,queen's university belfast,,,Missing
U0207,universitas indonesia,,,Missing
U0208,the ohio state university,,,Missing
U0212,albert-ludwigs-universitaet freiburg,,,Missing
U0213,queensland university of technology (qut),,,Missing
U0220,universidad nacional de colombia,,,Missing
U0222,eberhard karls universität tübingen,,,Missing
U0223,indian institute of technology kharagpur (iit-kgp),,,Missing
U0224,friedrich-alexander-universität erlangen-nürnberg,,,Missing
U0227,indian institute of technology madras (iitm),,,Missing
U0228,rheinische friedrich-wilhelms-universität bonn,,,Missing
U0231,universite libre de bruxelles,,,Missing
U0232,universidade estadual de campinas (unicamp),,,Missing
U0234,technische universität dresden,,,Missing
U0236,università di padova,,,Missing
U0239,gadjah mada university,,,Missing
U0241,politecnico di torino,,,Missing
U0250,american university of beirut (aub),,,Missing
U0251,taylor's university,,,Missing
U0261,canadian university dubai,,,Missing
U0262,university of canterbury | te whare wananga o waitaha,,,Missing
U0263,indian institute of technology kanpur (iitk),,,Missing
U0265,ucsi university,,,Missing
U0266,universitat pompeu fabra (barcelona),,,Missing
U0268,university of witwatersrand,,,Missing
U0270,universiti teknologi petronas (utp),,,Missing
U0272,radboud university,,,Missing
U0276,university of massachusetts amherst,,,Missing
U0277,university of pittsburgh,,,Missing
U0279,vrije universiteit brussel (vub),,,Missing
U0281,the hebrew university of jerusalem,,,Missing
U0283,université paris 1 panthéon-sorbonne,,,Missing
U0284,southern university of science and technology,,,Missing
U0286,universidad carlos iii de madrid (uc3m),,,Missing
U0293,the university of arizona,,,Missing
U0295,xian jiaotong university,,,Missing
U0297,university of virginia,,,Missing
U0298,bauman moscow state technical university,,,Missing
U0305,universidade federal do rio de janeiro,,,Missing
U0308,airlangga university,,,Missing
U0309,goethe-university frankfurt am main,,,Missing
U0310,universität innsbruck,,,Missing
U0314,universität stuttgart,,,Missing
U0316,rudn university,,,Missing
U0317,shandong university,,,Missing
U0321,l.n. gumilyov eurasian national university (enu),,,Missing
U0323,universidad politécnica de madrid (upm),,,Missing
U0325,university of southern denmark (sdu),,,Missing
U0326,daegu gyeongbuk institute of science and technology (dgist),,,Missing
U0329,rutgers universitynew brunswick,,,Missing
U0333,university of east anglia (uea),,,Missing
U0335,indian institute of technology roorkee (iitr),,,Missing
U0344,indian institute of technology guwahati (iitg),,,Missing
U0348,university of naples - federico ii,,,Missing
U0349,university of victoria (uvic),,,Missing
U0353,national university of sciences and technology (nust) islamabad,,,Missing
U0355,indiana university bloomington,,,Missing
U0360,pontificia universidad católica del perú,,,Missing
U0365,saint petersburg state university,,,Missing
U0366,university of illinois at chicago (uic),,,Missing
U0367,westfälische wilhelms-universität münster,,,Missing
U0369,university of jordan,,,Missing
U0370,university of tehran,,,Missing
U0373,universitat politècnica de catalunya · barcelonatech (upc),,,Missing
U0378,pontificia universidad javeriana,,,Missing
U0380,technische universität bergakademie freiberg,,,Missing
U0386,universiti brunei darussalam (ubd),,,Missing
U0387,belarusian state university,,,Missing
U0388,universidade nova de lisboa,,,Missing
U0389,università vita-salute san raffaele,,,Missing
U0390,university of cyprus (ucy),,,Missing
U0395,"university of rome ""tor vergata""",,,Missing
U0396,northeastern university,,,Missing
U0397,ruhr-universität bochum,,,Missing
U0399,université de liège,,,Missing
U0401,kazan (volga region) federal university,,,Missing
U0405,institut national des sciences appliquées de lyon (insa),,,Missing
U0407,usi - università della svizzera italiana,,,Missing
U0410,hse university,,,Missing
U0411,the american university in cairo,,,Missing
U0412,auckland university of technology (aut),,,Missing
U0414,yeshiva university,,,Missing
U0417,technion - israel institute of technology,,,Missing
U0419,bogaziçi university,,,Missing
U0426,ipb university (a.k.a. bogor agricultural university),,,Missing
U0428,julius-maximilians-universität würzburg,,,Missing
U0432,tomsk state university,,,Missing
U0434,ajman university,,,Missing
U0435,ie university,,,Missing
U0438,universitat politècnica de valència,,,Missing
U0440,singapore university of technology and design,,,Missing
U0441,università degli studi di pavia,,,Missing
U0442,colorado state university,,,Missing
U0443,novosibirsk state university,,,Missing
U0444,università cattolica del sacro cuore,,,Missing
U0446,justus-liebig-university giessen,,,Missing
U0447,universitat de valencia,,,Missing
U0450,université de montpellier,,,Missing
U0452,beihang university (former buaa),,,Missing
U0456,moscow institute of physics and technology (mipt / moscow phystech),,,Missing
U0457,umea university,,,Missing
U0458,université de strasbourg,,,Missing
U0460,"stony brook university, state university of new york",,,Missing
U0461,universidad de santiago de chile (usach),,,Missing
U0463,universidad de sevilla,,,Missing
U0466,universität konstanz,,,Missing
U0468,university at buffalo suny,,,Missing
U0472,"essex, university of",,,Missing
U0473,johannes kepler university linz,,,Missing
U0476,universität potsdam,,,Missing
U0479,indian institute of technology indore (iit indore),,,Missing
U0480,royal holloway university of london,,,Missing
U0482,pontificia universidad católica argentina,,,Missing
U0483,"the university of tennessee, knoxville",,,Missing
U0484,china agricultural university,,,Missing
U0485,american university of ras al khaimah ( aurak ),,,Missing
U0487,universität mannheim,,,Missing
U0488,university of hawai?i at manoa,,,Missing
U0490,chung-ang university (cau),,,Missing
U0493,unesp,,,Missing
U0495,central queensland university (cquniversity australia),,,Missing
U0497,jilin university,,,Missing
U0498,national research nuclear university mephi (moscow engineering physics institute),,,Missing
U0499,universidad de costa rica,,,Missing
U0501,khalifa university of science and technology,,,Missing
U0504,johannes gutenberg universität mainz,,,Missing
U0513,imam abdulrahman bin faisal university (iau) (formerly university of dammam),,,Missing
U0514,prince mohammad bin fahd university,,,Missing
U0515,university of milano-bicocca,,,Missing
U0518,inti international university,,,Missing
U0520,sabanci university,,,Missing
U0522,ural federal university - urfu,,,Missing
U0525,universidad austral,,,Missing
U0526,universität jena,,,Missing
U0528,universität leipzig,,,Missing
U0532,indian institute of technology (bhu) varanasi,,,Missing
U0535,universidad nacional de la plata (unlp),,,Missing
U0536,lahore university of management sciences (lums),,,Missing
U0537,northumbria university at newcastle,,,Missing
U0540,applied science university - bahrain,,,Missing
U0541,hitotsubashi university,,,Missing
U0543,université de fribourg,,,Missing
U0545,universidad de zaragoza,,,Missing
U0546,universidad pontificia comillas,,,Missing
U0548,tashkent institute of irrigation and agricultural mechanization engineers - national research university (tiiame-nru),,,Missing
U0551,university of windsor,,,Missing
U0553,university of tabriz,,,Missing
U0555,jordan university of science & technology,,,Missing
U0556,universiti utara malaysia (uum),,,Missing
U0558,university ulm,,,Missing
U0559,peter the great st. petersburg polytechnic university,,,Missing
U0560,ulster university,,,Missing
U0561,umm al-qura university,,,Missing
U0562,université claude bernard lyon 1,,,Missing
U0563,universiti teknologi brunei,,,Missing
U0565,nanjing university of science and technology,,,Missing
U0569,mgimo university,,,Missing
U0576,national research tomsk polytechnic university,,,Missing
U0579,universidad adolfo ibáñez,,,Missing
U0581,jinan university (china),,,Missing
U0582,management and science university,,,Missing
U0583,politecnico di bari,,,Missing
U0584,université paul sabatier toulouse iii,,,Missing
U0585,institut teknologi sepuluh nopember (its surabaya),,,Missing
U0586,singapore management university,,,Missing
U0589,the university of georgia,,,Missing
U0590,universiti teknologi mara - uitm,,,Missing
U0594,universität bremen,,,Missing
U0595,itmo university,,,Missing
U0600,university of texas dallas,,,Missing
U0601,ca' foscari university of venice,,,Missing
U0604,"kingston university, london",,,Missing
U0605,manchester metropolitan university (mmu),,,Missing
U0607,paris lodron university of salzburg,,,Missing
U0609,universität des saarlandes,,,Missing
U0612,university of south carolina,,,Missing
U0613,american university of the middle east,,,Missing
U0614,asia pacific university of technology and innovation (apu),,,Missing
U0616,christian-albrechts-university zu kiel,,,Missing
U0618,pontifícia universidade católica do rio de janeiro,,,Missing
U0619,taipei medical university (tmu),,,Missing
U0622,abo akademi university,,,Missing
U0623,american university in dubai,,,Missing
U0624,auezov south kazakhstan university (sku),,,Missing
U0627,renmin (people's) university of china,,,Missing
U0628,tallinn university of technology (taltech),,,Missing
U0629,universidad de alcalá,,,Missing
U0630,universidad de palermo (up),,,Missing
U0632,university of tromsø the arctic university of norway,,,Missing
U0633,al ain university,,,Missing
U0637,china university of petroleum,,,Missing
U0638,far eastern federal university,,,Missing
U0642,universidad de concepción,,,Missing
U0650,oregon state university,,,Missing
U0652,soochow university,,,Missing
U0653,symbiosis international (deemed university),,,Missing
U0655,"university of missouri, columbia",,,Missing
U0657,hufs - hankuk (korea) university of foreign studies,,,Missing
U0659,universidade de santiago de compostela,,,Missing
U0663,city university of new york,,,Missing
U0664,comenius university bratislava,,,Missing
U0666,international islamic university malaysia (iium),,,Missing
U0667,iscte - instituto universitario de lisboa,,,Missing
U0670,"sofia university ""st. kliment ohridski""",,,Missing
U0672,universidad de la república (udelar),,,Missing
U0675,abai kazakh national pedagogical university,,,Missing
U0677,karl-franzens-universitaet graz,,,Missing
U0678,kazakh national agrarian university kaznau,,,Missing
U0679,martin-luther-universität halle-wittenberg,,,Missing
U0680,universidade federal de minas gerais,,,Missing
U0682,china university of mining and technology,,,Missing
U0684,indian institute of technology hyderabad,,,Missing
U0686,prince sultan university,,,Missing
U0690,university of new brunswick,,,Missing
U0691,chandigarh university,,,Missing
U0692,norwegian university of life sciences (umb),,,Missing
U0693,pakistan institute of engineering and applied sciences (pieas),,,Missing
U0695,universidad central de venezuela,,,Missing
U0696,universidad de la habana,,,Missing
U0698,universidade federal de são paulo,,,Missing
U0703,beijing university of chemical technology,,,Missing
U0704,dongguk university,,,Missing
U0706,national institute of technology tiruchirappalli,,,Missing
U0709,university of nebraska - lincoln,,,Missing
U0710,university of oklahoma,,,Missing
U0711,ahlia university,,,Missing
U0714,czech university of life sciences in prague,,,Missing
U0716,"lingnan university, hong kong",,,Missing
U0718,plekhanov russian university of economics,,,Missing
U0719,saint joseph university of beirut (usj),,,Missing
U0720,the national university of science and technology misis,,,Missing
U0722,université de franche-comté,,,Missing
U0728,effat university,,,Missing
U0731,lanzhou university,,,Missing
U0734,université de lille,,,Missing
U0735,université de rennes 1 (university of rennes),,,Missing
U0738,universitat rovira i virgili,,,Missing
U0739,université côte d\'azur,,,Missing
U0741,altai state university,,,Missing
U0743,universidad católica andres bello,,,Missing
U0744,universidad de montevideo (um),,,Missing
U0745,universität regensburg,,,Missing
U0750,v. n. karazin kharkiv national university,,,Missing
U0754,instituto tecnológico autónomo de méxico (itam),,,Missing
U0756,technische universität braunschweig,,,Missing
U0758,universidade de brasília,,,Missing
U0759,universita' politecnica delle marche,,,Missing
U0763,university of messina (unime),,,Missing
U0764,"adam mickiewicz university, poznan",,,Missing
U0768,university of cincinnati,,,Missing
U0769,"university of colorado, denver",,,Missing
U0774,china university of geosciences,,,Missing
U0775,colegio de méxico,,,Missing
U0776,holy spirit university of kaslik,,,Missing
U0777,universidad del rosario,,,Missing
U0778,université de tunis el manar,,,Missing
U0780,university of pecs,,,Missing
U0782,babes-bolyai university,,,Missing
U0784,national university of uzbekistan,,,Missing
U0788,universidad de belgrano,,,Missing
U0792,zürcher hochschule winterthur,,,Missing
U0796,new jersey institute of technology (njit),,,Missing
U0797,sechenov university,,,Missing
U0798,universidad de antioquia,,,Missing
U0800,university of new mexico,,,Missing
U0801,vellore institute of technology (vit),,,Missing
U0803,al-ahliyya amman university,,,Missing
U0805,ankara üniversitesi,,,Missing
U0806,asia university taiwan,,,Missing
U0807,beijing university of technology,,,Missing
U0808,belarusian national technical university (bntu),,,Missing
U0811,gdansk university of technology,,,Missing
U0812,huazhong agricultural university,,,Missing
U0813,immanuel kant baltic federal university,,,Missing
U0816,khoja akhmet yassawi international kazakh-turkish university,,,Missing
U0821,"national technical university of ukraine ""igor sikorsky kyiv polytechnic institute""",,,Missing
U0822,ocean university of china,,,Missing
U0823,philipps-universität marburg,,,Missing
U0824,pontificia universidad católica de valparaíso,,,Missing
U0825,rutgers universitynewark,,,Missing
U0830,universidad anáhuac méxico,,,Missing
U0831,universidad iberoamericana ibero,,,Missing
U0832,universidad san francisco de quito (usfq),,,Missing
U0833,università degli studi di perugia,,,Missing
U0834,universitas brawijaya,,,Missing
U0835,universität duisburg-essen,,,Missing
U0836,universität rostock,,,Missing
U0837,université de lorraine,,,Missing
U0842,university of bari,,,Missing
U0845,university of hyderabad,,,Missing
U0846,university of oregon,,,Missing
U0847,university of petroleum and energy studies (upes),,,Missing
U0850,university of ulsan,,,Missing
U0852,agh university of science and technology,,,Missing
U0853,al-quds university,,,Missing
U0854,applied science private university - jordan,,,Missing
U0862,gulf university for science and technology,,,Missing
U0865,karaganda state technical university,,,Missing
U0866,kyrgyz russian slavic university,,,Missing
U0869,northwest agriculture and forestry university,,,Missing
U0873,pavol jozef afárik university in koice,,,Missing
U0874,poznan university of life sciences,,,Missing
U0875,shahid beheshti university (sbu),,,Missing
U0876,swarthmore college,,,Missing
U0878,thapar institute of engineering & technology,,,Missing
U0880,universidad de valladolid,,,Missing
U0881,universidad ort uruguay,,,Missing
U0882,universita' degli studi di ferrara,,,Missing
U0883,université de nantes,,,Missing
U0884,université de sherbrooke,,,Missing
U0886,university at albany suny,,,Missing
U0887,university duesseldorf,,,Missing
U0888,university of dubai,,,Missing
U0889,university of gdansk,,,Missing
U0893,university of mississippi,,,Missing
U0895,university of santo tomas,,,Missing
U0897,university of wroclaw,,,Missing
U0899,vilnius gediminas technical university,,,Missing
U0901,yildiz technical university,,,Missing
U0904,beijing university of posts and telecommunications,,,Missing
U0905,catania university,,,Missing
U0906,future university in egypt,,,Missing
U0907,gazi üniversitesi,,,Missing
U0908,georgian technical university,,,Missing
U0909,german jordanian university,,,Missing
U0910,imam mohammad ibn saud islamic university  imsiu,,,Missing
U0912,karaganda buketov university,,,Missing
U0913,kyrgyz-turkish manas university,,,Missing
U0916,"manipal academy of higher education, manipal, karnataka, india",,,Missing
U0917,michigan technological university,,,Missing
U0918,national research saratov state university,,,Missing
U0919,nicolaus copernicus university,,,Missing
U0922,princess sumaya university for technology,,,Missing
U0923,ritsumeikan asia pacific university,,,Missing
U0925,south ural state university (national research university),,,Missing
U0926,universidad católica del uruguay (ucu),,,Missing
U0927,"universidad central ""marta abreu"" de las villas",,,Missing
U0928,universidad eafit,,,Missing
U0929,universidad externado de colombia,,,Missing
U0930,universidad nacional de córdoba - unc,,,Missing
U0932,universidad pontificia bolivariana,,,Missing
U0933,universidade católica portuguesa - ucp,,,Missing
U0934,universidade de vigo,,,Missing
U0935,università degli studi della tuscia (university of tuscia),,,Missing
U0936,università degli studi roma tre,,,Missing
U0937,"university of alabama, birmingham",,,Missing
U0941,university of lodz,,,Missing
U0947,university paris 2 panthéon-assas,,,Missing
U0948,viet nam national university ho chi minh city (vnu-hcm),,,Missing
U0950,wroclaw university of science and technology (wrust),,,Missing
U0951,yerevan state university,,,Missing
U0953,almaty technological university,,,Missing
U0957,bina nusantara university (binus),,,Missing
U0960,d. serikbayev east kazakhstan state technical university,,,Missing
U0962,financial university under the government of the russian federation,,,Missing
U0965,instituto tecnológico de buenos aires (itba),,,Missing
U0967,king mongkut's university of technology thonburi,,,Missing
U0971,northern borders university,,,Missing
U0972,pontificia universidad católica del ecuador (puce),,,Missing
U0974,"queen margaret university , edinburgh",,,Missing
U0976,riga stradins university,,,Missing
U0977,s.d. asfendiyarov kazakh national medical university,,,Missing
U0978,saveetha institute of medical and technical sciences (deemed to be university),,,Missing
U0980,southern federal university,,,Missing
U0981,st. louis university,,,Missing
U0983,the university of lahore,,,Missing
U0984,universidad autónoma metropolitana (uam),,,Missing
U0985,universidad de córdoba - españa,,,Missing
U0986,universidad de la sabana,,,Missing
U0987,universidad de león,,,Missing
U0988,universidad de los andes - chile,,,Missing
U0989,universidad de san andrés - udesa,,,Missing
U0990,universidad nacional de rosario (unr),,,Missing
U0991,universidad técnica federico santa maría (usm),,,Missing
U0992,universidad torcuato di tella,,,Missing
U0993,université sorbonne paris nord,,,Missing
U0994,université toulouse 1 capitole,,,Missing
U0995,universiti pendidikan sultan idris (upsi),,,Missing
U0996,university of bahrain,,,Missing
U1002,university of south bohemia,,,Missing
U1003,university of the western cape,,,Missing
U1009,amrita vishwa vidyapeetham,,,Missing
U1013,azerbaijan state oil and industry university,,,Missing
U1014,azerbaijan state university of economics,,,Missing
U1018,binghamton university suny,,,Missing
U1020,brac university,,,Missing
U1021,brigham young university,,,Missing
U1023,chang jung christian university,,,Missing
U1026,college of william and mary,,,Missing
U1028,cracow university of technology (politechnika krakowska),,,Missing
U1029,dankook university,,,Missing
U1031,escuela superior politécnica del litoral (espol),,,Missing
U1032,fordham university,,,Missing
U1033,gebze technical university (gtu),,,Missing
U1038,guru gobind singh indraprastha university,,,Missing
U1040,hohai university,,,Missing
U1043,indiana universitypurdue university indianapolis,,,Missing
U1044,international christian university,,,Missing
U1045,international islamic university islamabad (iiu),,,Missing
U1046,islamic university of madinah,,,Missing
U1047,"iteso, universidad jesuita de guadalajara",,,Missing
U1051,kazakh-british technical university,,,Missing
U1052,kent state university,,,Missing
U1053,kyushu institute of technology,,,Missing
U1055,lobachevsky university,,,Missing
U1057,london metropolitan university,,,Missing
U1058,loyola university chicago,,,Missing
U1062,multimedia university (mmu),,,Missing
U1064,mutah university,,,Missing
U1065,mykolas romeris university,,,Missing
U1067,narxoz university,,,Missing
U1069,"national technical university ""kharkiv polytechnic institute""",,,Missing
U1070,national university of kyiv-mohyla academy (naukma),,,Missing
U1071,njsc kimep university,,,Missing
U1072,northern arizona university,,,Missing
U1073,northwest university (china),,,Missing
U1074,o.p. jindal global university,,,Missing
U1075,ohio university,,,Missing
U1077,paul valéry university montpellier,,,Missing
U1078,pontifícia universidade católica de são paulo,,,Missing
U1080,rochester institute of technology (rit),,,Missing
U1081,russian presidential academy of national economy and public administration,,,Missing
U1082,saint petersburg electrotechnical university etu-leti,,,Missing
U1083,saint-petersburg mining university,,,Missing
U1084,samara national research university (samara university),,,Missing
U1088,"siberian federal university, sibfu",,,Missing
U1092,sohar university,,,Missing
U1094,southern methodist university,,,Missing
U1095,southwest university,,,Missing
U1098,sungshin women's university,,,Missing
U1099,széchenyi istván university,,,Missing
U1102,technical university of kosice,,,Missing
U1103,tecnológico de costa rica -tec,,,Missing
U1106,the university of northampton,,,Missing
U1107,the university of texas at arlington,,,Missing
U1110,universidad andrés bello,,,Missing
U1111,universidad austral de chile,,,Missing
U1113,universidad autónoma de nuevo león,,,Missing
U1114,universidad autónoma del estado de méxico (uaemex),,,Missing
U1115,universidad de castilla-la mancha,,,Missing
U1116,universidad de guadalajara (udg),,,Missing
U1117,universidad de la frontera (ufro),,,Missing
U1118,universidad de las américas puebla (udlap),,,Missing
U1119,universidad de lima,,,Missing
U1120,universidad de los andes - (ula) mérida,,,Missing
U1121,universidad de oviedo,,,Missing
U1122,universidad de puerto rico,,,Missing
U1123,universidad de talca,,,Missing
U1124,universidad del norte,,,Missing
U1125,universidad del pacífico,,,Missing
U1126,universidad del valle,,,Missing
U1127,universidad diego portales (udp),,,Missing
U1128,universidad icesi,,,Missing
U1129,universidad nacional de cuyo,,,Missing
U1130,universidad nacional de la asunción,,,Missing
U1131,universidad nacional de san luis,,,Missing
U1132,universidad nacional del centro de la provincia de buenos aires (unicen),,,Missing
U1133,universidad peruana cayetano heredia (upch),,,Missing
U1134,universidad rey juan carlos,,,Missing
U1135,universidad simón bolívar (usb),,,Missing
U1136,universidad tecnológica de panamá (utp),,,Missing
U1137,universidad tecnológica nacional (utn),,,Missing
U1138,universidade da coruña,,,Missing
U1139,universidade federal de pernambuco (ufpe),,,Missing
U1140,universidade federal de são carlos (ufscar),,,Missing
U1141,universidade federal do paraná - ufpr,,,Missing
U1142,universidade federal fluminense,,,Missing
U1143,"universita' degli studi ""g. d'annunzio"" chieti pescara",,,Missing
U1144,università degli studi di udine,,,Missing
U1145,università del salento,,,Missing
U1146,universitas hasanuddin,,,Missing
U1148,universitat de lleida,,,Missing
U1149,universität siegen,,,Missing
U1150,université de caen normandie,,,Missing
U1151,université de poitiers,,,Missing
U1152,université de sfax,,,Missing
U1153,université de sousse,,,Missing
U1154,université de toulouse ii-le mirail,,,Missing
U1155,université de tunis,,,Missing
U1156,université lumière lyon 2,,,Missing
U1157,université mohammed v de rabat,,,Missing
U1158,université paris-nanterre,,,Missing
U1162,universiti tun hussein onn university of malaysia (uthm),,,Missing
U1163,university of arkansas fayetteville,,,Missing
U1166,university of hradec kralove,,,Missing
U1168,university of idaho,,,Missing
U1171,university of khartoum,,,Missing
U1173,university of louisville,,,Missing
U1174,university of massachusetts boston,,,Missing
U1175,"university of missouri, kansas city",,,Missing
U1176,university of naples parthenope,,,Missing
U1177,university of new england australia,,,Missing
U1178,university of new hampshire,,,Missing
U1180,university of north texas,,,Missing
U1183,university of sarajevo,,,Missing
U1186,university of texas at san antonio,,,Missing
U1187,university of texas el paso,,,Missing
U1190,university of toledo,,,Missing
U1191,university of tulsa,,,Missing
U1192,university of vermont,,,Missing
U1194,university of wolverhampton,,,Missing
U1196,university of ilina,,,Missing
U1197,utah state university,,,Missing
U1199,warsaw university of life sciences  sggw (wuls-sggw),,,Missing
U1200,west virginia university,,,Missing
U1201,xi'an jiaotong liverpool university,,,Missing
U1207,ataturk university,,,Missing
U1208,atma jaya catholic university jakarta,,,Missing
U1210,beijing foreign studies university,,,Missing
U1211,beijing university of chinese medicine,,,Missing
U1212,belarusian state university of informatics and radioelectronics,,,Missing
U1214,birzeit university,,,Missing
U1215,british university in egypt,,,Missing
U1216,brock university,,,Missing
U1217,central michigan university,,,Missing
U1219,china university of political science and law,,,Missing
U1220,chitkara university,,,Missing
U1221,chittagong university of engineering and technology,,,Missing
U1222,cleveland state university,,,Missing
U1224,cuny the city college of new york,,,Missing
U1225,daffodil international university,,,Missing
U1226,damascus university,,,Missing
U1227,dokuz eylül üniversitesi,,,Missing
U1229,erciyes üniversitesi,,,Missing
U1232,florida atlantic university - boca raton,,,Missing
U1234,fundación ceu san pablo,,,Missing
U1237,harper adams university,,,Missing
U1239,hongik university,,,Missing
U1241,instituto tecnológico de santo domingo (intec),,,Missing
U1242,istanbul aydin university,,,Missing
U1243,istanbul bilgi üniversitesi,,,Missing
U1245,izmir institute of technology (iztech),,,Missing
U1246,jahangirnagar university,,,Missing
U1247,jamia hamdard,,,Missing
U1249,kazakh ablai khan university of international relations and world languages,,,Missing
U1250,kazan national research technological university,,,Missing
U1251,kenyatta university,,,Missing
U1253,khulna university,,,Missing
U1254,khulna university of engineering and technology,,,Missing
U1255,kindai university (kinki university),,,Missing
U1256,king mongkut\'s institute of technology ladkrabang,,,Missing
U1261,kyrgyz state technical university,,,Missing
U1264,mendeleev university of chemical technology,,,Missing
U1265,miami university,,,Missing
U1266,moscow pedagogical state university,,,Missing
U1267,nagoya institute of technology (nit),,,Missing
U1269,national research university moscow power engineering institute (mpei),,,Missing
U1272,novosibirsk state technical university,,,Missing
U1274,odessa i.i. mechnikov national university,,,Missing
U1276,perm state national research university,,,Missing
U1278,pontificia universidad catolica madre y maestra,,,Missing
U1279,pontifícia universidade católica do rio grande do sul (pucrs),,,Missing
U1281,pukyong national university,,,Missing
U1282,rajshahi university,,,Missing
U1285,saken seifullin kazakh agrotechnical university,,,Missing
U1286,san francisco state university,,,Missing
U1287,sathyabama institute of science and technology (deemed to be university),,,Missing
U1288,seattle university,,,Missing
U1289,seoul national university of science and technology,,,Missing
U1290,shahjalal university of science and technology,,,Missing
U1291,shanghai international studies university,,,Missing
U1292,shanghai university of finance and economics,,,Missing
U1293,siksha 'o' anusandhan (deemed to be university),,,Missing
U1294,sookmyung women's university,,,Missing
U1296,suleyman demirel university,,,Missing
U1297,"suleyman demirel university, kazakhstan",,,Missing
U1303,technical university of lublin,,,Missing
U1304,technische universität kaiserslautern,,,Missing
U1305,"the ""gheorghe asachi"" technical university of iasi",,,Missing
U1306,the herzen state pedagogical university of russia,,,Missing
U1307,the josip juraj strossmayer university of osijek,,,Missing
U1308,"the national research university ""belgorod state university""",,,Missing
U1310,tomas bata university in zlin,,,Missing
U1311,toraighyrov university,,,Missing
U1312,transilvania university of brasov,,,Missing
U1314,universidad autónoma de guadalajara (uag),,,Missing
U1315,universidad autónoma del estado de hidalgo (uaeh),,,Missing
U1316,universidad católica del norte,,,Missing
U1317,universidad central del ecuador,,,Missing
U1318,universidad de las américas (udla) ecuador,,,Missing
U1319,universidad de monterrey (udem),,,Missing
