university_id,university_name,country_name,country_code,country_name_canonical,qs_rank_2025,qs_overall_score,qs_academic_reputation_score,qs_employer_reputation_score,qs_faculty_student_score,qs_citations_per_faculty_score,qs_international_students_score,qs_international_faculty_score,qs_employment_outcomes_score,qs_sustainability_score,qs_present,the_rank_2024,the_overall_score_2024,the_teaching_score_2024,the_research_score_2024,the_citations_score_2024,the_industry_income_score_2024,the_international_outlook_score_2024,the_student_staff_ratio_2024,the_international_students_pct_2024,the_female_percentage_2024,the24_present,the_rank_2023,the_overall_score_2023,the_teaching_score_2023,the_research_score_2023,the_citations_score_2023,the_industry_income_score_2023,the_international_outlook_score_2023,the_student_staff_ratio_2023,the_international_students_pct_2023,the_female_percentage_2023,the23_present,worldbank_match_key,wb_country_code,wb_country_name,wb_long_name,wb_2alpha_code,wb_region,wb_income_group,worldbank_linked,wb_tertiary_enrollment_ratio_2015,wb_tertiary_graduation_ratio_2015,wb_female_tertiary_students_pct_2015,wb_tertiary_pupil_teacher_ratio_2015,wb_youth_literacy_15_24_pct_2015,wb_tertiary_graduates_2015,worldbank_education_2015_linked,score_difference,absolute_score_difference
U0174,curtin university,Australia,AU,australia,174.0,49.3,33.1,27.7,15.7,84.7,24.3,100.0,31.0,90.7,True,,57.25,30.2,36.5,87.5,78.8,94.7,20.8,29.0,53.0,True,201.0,52.75,26.5,33.5,83.0,48.5,95.2,20.8,31.0,52.0,True,australia,AUS,Australia,Commonwealth of Australia,AU,East Asia & Pacific,High income: OECD,True,,,,,,,False,-7.950000000000003,7.950000000000003
U0176,mcmaster university,Canada,CA,canada,176.0,49.0,39.5,34.2,63.8,35.6,56.7,96.2,49.9,91.9,True,,66.3,43.8,51.3,93.0,100.0,87.3,30.9,22.0,56.0,True,85.0,65.1,42.7,51.1,94.6,89.9,84.7,29.0,20.0,56.0,True,canada,CAN,Canada,Canada,CA,North America,High income: OECD,True,,,,,,,False,-17.299999999999997,17.299999999999997
U0181,universiti teknologi malaysia,Malaysia,MY,malaysia,181.0,48.5,48.6,59.6,46.0,40.5,86.9,14.1,18.0,52.1,True,,47.2,44.1,29.3,65.0,55.0,71.5,12.7,26.0,45.0,True,,36.6,33.0,28.9,41.7,46.2,64.2,16.6,5.0,53.0,True,malaysia,MYS,Malaysia,Malaysia,MY,East Asia & Pacific,Upper middle income,True,26.074089050293,15.1786804199219,58.2287902832031,10.1904096603394,,192260.0,True,1.2999999999999972,1.2999999999999972
U0182,waseda university,Japan,JP,japan,181.0,48.5,60.7,96.1,23.5,3.8,28.0,27.9,83.7,56.1,True,,34.8,33.7,26.2,43.1,56.7,54.8,14.3,13.0,39.0,True,1001.0,27.05,29.3,23.8,27.6,41.1,47.0,14.6,13.0,39.0,True,japan,JPN,Japan,Japan,JP,East Asia & Pacific,High income: OECD,True,,,,,,,False,13.700000000000003,13.700000000000003
U0184,university of york,United Kingdom,GB,united kingdom,184.0,48.2,42.9,30.1,43.0,40.1,75.6,87.8,23.5,97.4,True,147.0,62.4,42.4,44.8,90.8,66.9,93.1,16.1,31.0,56.0,True,139.0,58.4,39.3,44.0,85.9,38.4,88.7,14.4,28.0,56.0,True,united kingdom,GBR,United Kingdom,United Kingdom of Great Britain and Northern Ireland,GB,Europe & Central Asia,High income: OECD,True,,,,,,740276.0,True,-14.199999999999996,14.199999999999996
U0186,cardiff university,United Kingdom,GB,united kingdom,186.0,47.6,46.8,43.2,36.1,30.0,67.7,82.8,18.9,96.0,True,190.0,59.3,35.5,39.6,91.9,70.4,92.5,15.0,27.0,58.0,True,187.0,55.2,31.1,38.9,88.5,41.5,88.3,14.3,28.0,59.0,True,united kingdom,GBR,United Kingdom,United Kingdom of Great Britain and Northern Ireland,GB,Europe & Central Asia,High income: OECD,True,,,,,,740276.0,True,-11.699999999999996,11.699999999999996
U0187,école normale supérieure de lyon,France,FR,france,187.0,47.5,29.8,16.3,97.0,93.5,11.7,59.0,14.0,6.6,True,,54.45,58.5,46.8,53.9,78.5,68.0,7.9,11.0,43.0,True,301.0,47.85,46.9,46.2,47.4,56.6,62.1,8.6,11.0,47.0,True,france,FRA,France,French Republic,FR,Europe & Central Asia,High income: OECD,True,,47.0227584838867,,,,752068.0,True,-6.950000000000003,6.950000000000003
U0188,keio university,Japan,JP,japan,188.0,47.4,53.0,91.6,57.2,5.1,10.2,9.4,91.4,59.0,True,,39.4,36.9,27.0,49.2,73.3,38.4,10.2,8.0,36.0,True,801.0,31.85,31.8,24.7,44.3,44.9,33.7,10.1,8.0,37.0,True,japan,JPN,Japan,Japan,JP,East Asia & Pacific,High income: OECD,True,,,,,,,False,8.0,8.0
U0189,university of ottawa,Canada,CA,canada,189.0,47.3,26.2,23.3,3.5,81.3,77.8,91.7,39.8,92.9,True,,60.2,39.6,46.5,84.4,80.2,86.9,27.2,26.0,59.0,True,137.0,58.5,41.7,45.4,82.6,51.0,84.1,26.0,24.0,58.0,True,canada,CAN,Canada,Canada,CA,North America,High income: OECD,True,,,,,,,False,-12.900000000000006,12.900000000000006
U0192,tongji university,China (Mainland),CN,china,192.0,46.9,31.8,16.9,29.1,96.9,26.5,54.5,24.0,81.4,True,,59.6,50.0,53.6,69.5,85.4,67.7,11.3,15.0,41.0,True,251.0,50.0,43.4,52.3,46.1,97.8,53.1,10.8,12.0,46.0,True,china,CHN,China,People's Republic of China,CN,East Asia & Pacific,Upper middle income,True,43.3917694091797,25.7051906585693,51.4681091308594,,,11923653.0,True,-12.700000000000003,12.700000000000003
U0194,university of gothenburg,Sweden,SE,sweden,194.0,46.7,35.4,18.3,60.9,33.6,78.2,90.0,63.1,92.8,True,,57.25,34.0,43.4,90.2,75.4,65.7,11.9,13.0,53.0,True,201.0,52.75,29.3,43.6,87.9,47.1,65.1,10.7,12.0,53.0,True,sweden,SWE,Sweden,Kingdom of Sweden,SE,Europe & Central Asia,High income: OECD,True,62.3007698059082,,59.1986618041992,12.5553598403931,,,True,-10.549999999999997,10.549999999999997
U0195,wuhan university,China (Mainland),CN,china,194.0,46.7,39.2,40.5,14.0,91.9,4.9,39.2,46.5,22.2,True,,61.3,50.9,45.0,88.5,90.6,41.0,15.0,5.0,53.0,True,173.0,56.4,43.5,40.5,89.2,69.4,35.3,15.2,6.0,53.0,True,china,CHN,China,People's Republic of China,CN,East Asia & Pacific,Upper middle income,True,43.3917694091797,25.7051906585693,51.4681091308594,,,11923653.0,True,-14.599999999999994,14.599999999999994
U0196,emory university,United States,US,united states,196.0,46.6,25.2,19.0,93.8,78.4,33.9,52.2,22.8,37.0,True,,66.1,53.1,45.7,95.5,81.6,69.3,4.0,19.0,61.0,True,82.0,65.3,54.8,46.0,98.0,48.6,59.8,4.2,20.0,60.0,True,united states,USA,United States,United States of America,US,North America,High income: OECD,True,85.7957763671875,,56.2370185852051,,,,True,-19.499999999999993,19.499999999999993
U0197,deakin university,Australia,AU,australia,197.0,46.4,31.3,23.9,4.6,73.6,63.8,96.4,36.8,93.7,True,,54.45,28.3,34.6,91.4,72.2,85.7,32.7,18.0,60.0,True,251.0,50.0,25.0,33.0,83.2,44.6,88.7,33.9,25.0,58.0,True,australia,AUS,Australia,Commonwealth of Australia,AU,East Asia & Pacific,High income: OECD,True,,,,,,,False,-8.050000000000004,8.050000000000004
U0199,university of calgary,Canada,CA,canada,198.0,46.3,37.9,44.5,18.1,40.3,66.2,77.7,53.3,93.3,True,,57.25,36.5,41.4,81.7,88.8,85.2,18.8,24.0,54.0,True,201.0,52.75,36.8,40.2,75.9,61.6,79.9,18.7,21.0,54.0,True,canada,CAN,Canada,Canada,CA,North America,High income: OECD,True,,,,,,,False,-10.950000000000003,10.950000000000003
U0201,king saud university,Saudi Arabia,SA,saudi arabia,200.0,46.2,39.4,28.7,54.3,40.0,15.0,99.4,99.0,33.0,True,,47.2,31.4,19.9,84.5,48.7,77.2,11.9,6.0,43.0,True,251.0,50.0,27.0,32.9,76.3,86.3,85.4,10.6,14.0,44.0,True,saudi arabia,SAU,Saudi Arabia,Kingdom of Saudi Arabia,SA,Middle East & North Africa,High income: nonOECD,True,63.066219329834,28.5307102203369,49.0502815246582,19.8450202941895,,185122.0,True,-1.0,1.0
U0202,american university of sharjah,United Arab Emirates,AE,united arab emirates,332.0,33.6,20.9,38.6,19.1,23.9,100.0,100.0,48.0,16.5,True,,39.4,24.5,26.3,57.9,27.9,88.6,12.5,74.0,54.0,True,601.0,36.6,20.9,21.3,45.6,38.9,93.5,11.9,76.0,53.0,True,united arab emirates,ARE,United Arab Emirates,United Arab Emirates,AE,Middle East & North Africa,High income: nonOECD,True,,,54.916259765625,17.8090705871582,,27893.0,True,-5.799999999999997,5.799999999999997
U0209,tel aviv university,Israel,IL,israel,209.0,45.2,32.0,18.6,4.2,99.4,7.0,39.7,88.4,46.2,True,,57.25,40.7,49.7,83.0,76.2,52.9,24.2,5.0,57.0,True,201.0,52.75,39.4,51.2,72.0,43.8,56.0,23.0,7.0,57.0,True,israel,ISR,Israel,State of Israel,IL,Middle East & North Africa,High income: OECD,True,64.7467803955078,,56.7566184997559,,,,True,-12.049999999999997,12.049999999999997
U0210,national tsing hua university,Taiwan,TW,taiwan,210.0,45.1,54.8,71.2,28.0,49.6,11.1,9.5,16.3,32.1,True,,47.2,38.9,42.3,58.4,99.5,46.2,16.2,12.0,42.0,True,501.0,40.65,32.6,42.6,47.2,69.2,43.0,16.3,11.0,41.0,True,taiwan,,,,,,,False,,,,,,,False,-2.1000000000000014,2.1000000000000014
U0211,indian institute of science,India,IN,india,211.0,45.0,45.7,26.3,37.9,99.9,1.5,3.7,13.1,23.7,True,,57.25,62.9,57.8,53.9,96.0,31.1,9.6,1.0,27.0,True,251.0,50.0,60.5,56.9,33.1,80.1,28.0,8.8,1.0,27.0,True,india,IND,India,Republic of India,IN,South Asia,Lower middle income,True,26.8748798370361,28.7010097503662,47.1949195861816,24.2897605895996,,8428836.0,True,-12.25,12.25
U0214,university of otago,New Zealand,NZ,new zealand,214.0,44.4,45.0,24.6,12.8,38.8,37.6,100.0,59.1,96.0,True,,52.05,35.6,35.1,75.8,68.8,81.8,20.6,16.0,61.0,True,301.0,47.85,32.4,34.5,70.2,38.8,88.0,19.7,19.0,60.0,True,new zealand,NZL,New Zealand,New Zealand,NZ,East Asia & Pacific,High income: OECD,True,83.9313201904297,55.9750099182129,56.5296783447266,,,72746.0,True,-7.649999999999999,7.649999999999999
U0215,national cheng kung university (ncku),Taiwan,TW,taiwan,215.0,44.2,51.5,74.0,33.4,20.3,13.9,16.3,42.4,83.8,True,,43.6,35.4,39.2,47.2,100.0,40.8,15.9,11.0,37.0,True,601.0,36.6,31.9,39.9,25.2,100.0,38.7,15.1,12.0,37.0,True,taiwan,,,,,,,False,,,,,,,False,0.6000000000000014,0.6000000000000014
U0216,university of florida,United States,US,united states,215.0,44.2,46.7,42.3,62.9,32.1,10.3,17.8,44.5,60.6,True,132.0,63.7,55.5,56.7,78.3,88.9,50.9,16.7,9.0,56.0,True,151.0,57.7,55.0,58.7,64.2,51.4,41.4,16.1,8.0,56.0,True,united states,USA,United States,United States of America,US,North America,High income: OECD,True,85.7957763671875,,56.2370185852051,,,,True,-19.5,19.5
U0217,la trobe university,Australia,AU,australia,217.0,44.1,23.6,19.8,8.0,77.7,95.0,92.6,19.6,78.4,True,,54.45,28.9,35.4,88.1,73.8,88.2,28.2,29.0,63.0,True,251.0,50.0,25.9,32.9,83.2,51.8,88.4,27.4,33.0,63.0,True,australia,AUS,Australia,Commonwealth of Australia,AU,East Asia & Pacific,High income: OECD,True,,,,,,,False,-10.350000000000001,10.350000000000001
U0218,"university of maryland, college park",United States,US,united states,218.0,44.0,48.6,29.4,32.5,55.0,16.2,20.9,41.2,54.4,True,114.0,65.7,49.4,58.1,92.8,70.2,48.6,17.0,9.0,49.0,True,104.0,62.9,48.1,57.7,89.7,40.0,42.6,16.5,11.0,49.0,True,united states,USA,United States,United States of America,US,North America,High income: OECD,True,85.7957763671875,,56.2370185852051,,,,True,-21.700000000000003,21.700000000000003
U0219,national yang ming chiao tung university,Taiwan,TW,taiwan,219.0,43.9,32.9,62.7,51.1,52.7,19.2,19.6,58.3,38.8,True,,47.2,44.0,44.3,52.9,99.9,41.4,14.6,9.0,36.0,True,501.0,40.65,41.3,46.7,34.9,79.9,41.3,14.2,11.0,36.0,True,taiwan,,,,,,,False,,,,,,,False,-3.3000000000000043,3.3000000000000043
U0221,vrije universiteit amsterdam,Netherlands,NL,netherlands,221.0,43.8,39.4,17.8,21.3,63.7,47.4,67.3,45.1,50.8,True,125.0,64.7,40.4,51.0,93.4,91.5,84.3,19.2,18.0,57.0,True,121.0,60.9,38.4,52.2,87.5,59.1,79.4,19.8,16.0,56.0,True,netherlands,NLD,Netherlands,Kingdom of the Netherlands,NL,Europe & Central Asia,High income: OECD,True,,48.2467498779297,52.307559967041,13.4636602401733,,,True,-20.900000000000006,20.900000000000006
U0225,loughborough university,United Kingdom,GB,united kingdom,224.0,43.6,29.7,55.3,23.8,32.4,68.6,87.1,23.2,93.8,True,,54.45,36.5,34.4,77.4,70.2,91.5,13.9,25.0,40.0,True,351.0,45.95,32.2,32.6,61.0,40.3,88.6,13.8,29.0,41.0,True,united kingdom,GBR,United Kingdom,United Kingdom of Great Britain and Northern Ireland,GB,Europe & Central Asia,High income: OECD,True,,,,,,740276.0,True,-10.850000000000001,10.850000000000001
U0226,university of lausanne,Switzerland,CH,switzerland,224.0,43.6,28.4,18.8,36.8,61.0,54.2,100.0,51.8,51.2,True,,62.7,41.7,46.3,87.3,99.5,90.4,10.5,23.0,53.0,True,135.0,58.7,35.8,47.6,83.0,72.3,92.3,10.2,23.0,53.0,True,switzerland,CHE,Switzerland,Switzerland,CH,Europe & Central Asia,High income: OECD,True,57.672191619873,51.3324813842773,49.8023414611816,,,86178.0,True,-19.1,19.1
U0229,chulalongkorn university,Thailand,TH,thailand,229.0,43.4,68.2,35.9,31.7,7.5,3.0,18.7,93.6,73.2,True,,39.4,36.7,32.2,50.2,76.6,44.1,12.7,3.0,56.0,True,801.0,31.85,31.5,25.5,34.5,87.5,38.1,11.5,3.0,58.0,True,thailand,THA,Thailand,Kingdom of Thailand,TH,East Asia & Pacific,Upper middle income,True,48.8574409484863,26.9894104003906,58.3397102355957,21.5390300750732,98.14663,371412.0,True,4.0,4.0
U0230,maastricht university,Netherlands,NL,netherlands,230.0,43.0,23.0,27.8,13.2,62.8,100.0,99.4,38.2,52.5,True,,62.9,41.4,47.1,86.1,98.1,97.4,19.6,57.0,60.0,True,145.0,58.2,38.4,49.6,75.5,73.2,98.1,18.6,56.0,60.0,True,netherlands,NLD,Netherlands,Kingdom of the Netherlands,NL,Europe & Central Asia,High income: OECD,True,,48.2467498779297,52.307559967041,13.4636602401733,,,True,-19.9,19.9
U0233,university of twente,Netherlands,NL,netherlands,233.0,42.7,20.7,32.0,43.3,61.3,90.4,100.0,20.0,13.8,True,184.0,59.7,43.4,46.0,75.1,99.6,93.3,13.9,38.0,37.0,True,251.0,50.0,34.3,46.4,57.2,80.5,94.5,14.7,37.0,37.0,True,netherlands,NLD,Netherlands,Kingdom of the Netherlands,NL,Europe & Central Asia,High income: OECD,True,,48.2467498779297,52.307559967041,13.4636602401733,,,True,-17.0,17.0
U0235,university of waikato,New Zealand,NZ,new zealand,235.0,42.5,19.1,11.7,12.4,84.7,56.9,99.0,46.4,89.5,True,,47.2,26.1,31.0,74.3,72.4,89.8,20.7,26.0,61.0,True,401.0,43.5,21.6,28.1,66.4,40.8,95.4,17.6,31.0,59.0,True,new zealand,NZL,New Zealand,New Zealand,NZ,East Asia & Pacific,High income: OECD,True,83.9313201904297,55.9750099182129,56.5296783447266,,,72746.0,True,-4.700000000000003,4.700000000000003
U0237,university of aberdeen,United Kingdom,GB,united kingdom,236.0,42.3,30.5,28.8,32.7,32.0,92.6,94.5,22.2,96.5,True,,57.25,36.4,35.8,81.8,78.9,97.5,15.3,40.0,58.0,True,192.0,54.8,30.7,34.1,89.8,47.5,95.9,16.2,44.0,58.0,True,united kingdom,GBR,United Kingdom,United Kingdom of Great Britain and Northern Ireland,GB,Europe & Central Asia,High income: OECD,True,,,,,,740276.0,True,-14.950000000000003,14.950000000000003
U0238,university of rochester,United States,US,united states,236.0,42.3,22.6,20.8,99.1,33.6,93.8,63.9,40.4,63.7,True,133.0,63.6,50.8,42.9,88.3,89.0,81.7,7.3,34.0,50.0,True,154.0,57.6,42.0,40.5,87.0,49.3,73.8,7.7,36.0,50.0,True,united states,USA,United States,United States of America,US,North America,High income: OECD,True,85.7957763671875,,56.2370185852051,,,,True,-21.300000000000004,21.300000000000004
U0240,massey university,New Zealand,NZ,new zealand,239.0,41.8,30.1,14.0,48.0,27.4,95.2,98.5,49.2,91.4,True,,43.6,28.7,28.2,60.5,77.6,87.5,17.4,27.0,64.0,True,601.0,36.6,24.3,25.8,39.7,43.8,92.9,16.1,29.0,64.0,True,new zealand,NZL,New Zealand,New Zealand,NZ,East Asia & Pacific,High income: OECD,True,83.9313201904297,55.9750099182129,56.5296783447266,,,72746.0,True,-1.8000000000000043,1.8000000000000043
U0242,technical university of darmstadt,Germany,DE,germany,241.0,41.7,20.0,35.9,6.7,70.0,81.4,60.3,44.4,71.8,True,,54.45,42.4,48.1,62.6,99.8,65.4,37.0,19.0,33.0,True,301.0,47.85,43.3,48.2,43.8,80.7,59.6,37.1,18.0,34.0,True,germany,DEU,Germany,Federal Republic of Germany,DE,Europe & Central Asia,High income: OECD,True,68.2655868530273,,47.9433212280273,7.51541996002197,,,True,-12.75,12.75
U0243,dartmouth college,United States,US,united states,243.0,41.3,22.8,31.0,65.8,60.6,40.9,9.2,68.8,71.2,True,,61.4,57.3,40.7,84.7,68.4,60.2,7.4,16.0,49.0,True,123.0,60.7,59.8,40.4,88.2,40.0,42.0,7.8,15.0,49.0,True,united states,USA,United States,United States of America,US,North America,High income: OECD,True,85.7957763671875,,56.2370185852051,,,,True,-20.1,20.1
U0244,victoria university of wellington,New Zealand,NZ,new zealand,244.0,41.2,42.8,21.4,10.1,32.1,31.0,100.0,71.6,91.4,True,,47.2,28.6,34.1,69.4,58.4,80.3,19.4,17.0,58.0,True,401.0,43.5,27.8,34.0,53.2,53.7,87.4,18.8,20.0,58.0,True,new zealand,NZL,New Zealand,New Zealand,NZ,East Asia & Pacific,High income: OECD,True,83.9313201904297,55.9750099182129,56.5296783447266,,,72746.0,True,-6.0,6.0
U0245,university of macau,Macau SAR,MO,macau sar,245.0,41.1,11.9,10.5,9.8,99.1,99.9,100.0,50.3,7.7,True,,59.0,38.4,38.1,90.3,61.9,93.7,18.6,41.0,54.0,True,201.0,52.75,31.6,36.0,78.5,44.2,99.3,15.4,39.0,55.0,True,"macao sar, china",MAC,"Macao SAR, China",Macao Special Administrative Region of the People's Republic of China,MO,East Asia & Pacific,High income: nonOECD,True,75.5988464355469,53.4912300109863,56.2997589111328,15.2709703445435,,6674.0,True,-17.9,17.9
U0246,charles university,Czech Republic,CZ,czech republic,246.0,41.0,45.6,49.1,32.2,8.0,50.5,25.0,65.5,77.4,True,,47.2,38.8,33.1,61.9,60.1,64.7,13.4,23.0,62.0,True,501.0,40.65,33.2,31.0,49.7,37.3,64.3,13.2,22.0,62.0,True,czech republic,CZE,Czech Republic,Czech Republic,CZ,Europe & Central Asia,High income: OECD,True,64.9667129516602,39.0339508056641,57.2906188964844,,,98119.0,True,-6.200000000000003,6.200000000000003
U0247,university of sussex,United Kingdom,GB,united kingdom,246.0,41.0,22.6,10.4,15.5,56.8,84.9,99.6,39.9,97.7,True,,57.25,29.7,35.6,92.7,66.1,95.4,17.3,34.0,55.0,True,201.0,52.75,28.0,34.2,89.0,39.0,93.1,17.4,37.0,55.0,True,united kingdom,GBR,United Kingdom,United Kingdom of Great Britain and Northern Ireland,GB,Europe & Central Asia,High income: OECD,True,,,,,,740276.0,True,-16.25,16.25
U0248,vanderbilt university,United States,US,united states,248.0,40.8,24.4,21.8,100.0,53.0,36.0,30.1,34.7,24.5,True,,67.4,54.1,48.5,96.0,96.5,62.9,3.9,17.0,55.0,True,98.0,63.5,49.5,47.5,96.5,66.7,50.6,3.8,15.0,55.0,True,united states,USA,United States,United States of America,US,North America,High income: OECD,True,85.7957763671875,,56.2370185852051,,,,True,-26.60000000000001,26.60000000000001
U0249,university of navarra,Spain,ES,spain,249.0,40.7,30.6,68.0,49.6,14.7,73.8,24.8,75.8,42.3,True,,52.05,35.6,30.4,82.3,79.1,74.4,14.3,26.0,54.0,True,251.0,50.0,30.7,30.3,84.7,66.2,72.5,14.7,27.0,54.0,True,spain,ESP,Spain,Kingdom of Spain,ES,Europe & Central Asia,High income: OECD,True,89.6701431274414,51.2237510681152,53.1438102722167,12.5089902877808,99.65568,438616.0,True,-11.349999999999994,11.349999999999994
U0252,harbin institute of technology,China (Mainland),CN,china,252.0,40.3,27.1,21.1,33.7,99.8,5.0,8.0,28.3,14.6,True,,60.8,58.8,55.1,70.9,91.2,33.9,10.6,6.0,53.0,True,351.0,45.95,44.2,46.9,49.0,99.6,27.6,10.5,6.0,53.0,True,china,CHN,China,People's Republic of China,CN,East Asia & Pacific,Upper middle income,True,43.3917694091797,25.7051906585693,51.4681091308594,,,11923653.0,True,-20.5,20.5
U0253,hong kong baptist university,Hong Kong SAR,HK,hong kong,252.0,40.3,18.2,12.0,60.0,61.4,100.0,98.9,15.7,54.4,True,,52.05,34.0,28.9,77.2,69.6,97.8,10.2,55.0,65.0,True,501.0,40.65,26.5,28.2,57.4,40.1,98.0,12.4,62.0,67.0,True,"hong kong sar, china",HKG,"Hong Kong SAR, China",Hong Kong Special Administrative Region of the People's Republic of China,HK,East Asia & Pacific,High income: nonOECD,True,68.475456237793,,52.449649810791,,,,True,-11.75,11.75
U0254,university of göttingen,Germany,DE,germany,252.0,40.3,46.4,27.1,76.4,16.2,22.4,49.7,40.3,32.1,True,,65.8,50.0,54.8,90.1,70.8,70.7,27.4,14.0,53.0,True,119.0,61.0,46.3,53.8,83.9,40.1,63.0,26.0,14.0,52.0,True,germany,DEU,Germany,Federal Republic of Germany,DE,Europe & Central Asia,High income: OECD,True,68.2655868530273,,47.9433212280273,7.51541996002197,,,True,-25.5,25.5
U0255,griffith university,Australia,AU,australia,255.0,40.1,27.0,13.7,8.4,62.5,38.5,99.8,17.9,96.4,True,,54.45,30.5,37.8,82.7,74.6,81.8,31.6,15.0,60.0,True,251.0,50.0,27.1,35.8,76.4,52.8,83.2,32.9,17.0,59.0,True,australia,AUS,Australia,Commonwealth of Australia,AU,East Asia & Pacific,High income: OECD,True,,,,,,,False,-14.350000000000001,14.350000000000001
U0256,bandung institute of technology (itb),Indonesia,ID,indonesia,256.0,39.9,43.2,72.7,55.8,2.6,3.8,94.4,49.2,37.6,True,,25.5,23.7,17.1,29.2,29.4,38.5,15.3,3.0,43.0,True,1201.0,21.35,22.6,25.8,15.3,88.8,34.7,13.9,2.0,44.0,True,indonesia,IDN,Indonesia,Republic of Indonesia,ID,East Asia & Pacific,Lower middle income,True,24.254940032959,,52.1860504150391,,99.67007,941038.0,True,14.399999999999999,14.399999999999999
U0257,heriot-watt university,United Kingdom,GB,united kingdom,256.0,39.9,17.8,27.1,17.6,65.2,98.1,100.0,26.3,25.7,True,,50.05,34.3,33.4,65.2,75.1,94.8,18.2,36.0,39.0,True,501.0,40.65,31.2,31.1,48.3,43.0,94.0,17.9,37.0,40.0,True,united kingdom,GBR,United Kingdom,United Kingdom of Great Britain and Northern Ireland,GB,Europe & Central Asia,High income: OECD,True,,,,,,740276.0,True,-10.149999999999999,10.149999999999999
U0258,university of warsaw,Poland,PL,poland,258.0,39.8,50.0,53.6,46.4,5.5,8.4,10.5,60.0,69.8,True,,39.4,33.1,29.9,55.6,37.1,45.6,10.9,9.0,62.0,True,801.0,31.85,26.8,27.4,42.6,37.8,43.0,12.0,10.0,63.0,True,poland,POL,Poland,Republic of Poland,PL,Europe & Central Asia,High income: OECD,True,,47.6031112670898,,,,516675.0,True,0.3999999999999986,0.3999999999999986
U0259,case western reserve university,United States,US,united states,259.0,39.7,17.2,15.4,82.3,61.6,71.7,35.7,29.3,53.1,True,,61.3,51.7,40.2,88.7,71.4,65.0,8.8,25.0,51.0,True,134.0,59.0,48.4,40.6,90.7,43.4,52.9,8.2,20.0,51.0,True,united states,USA,United States,United States of America,US,North America,High income: OECD,True,85.7957763671875,,56.2370185852051,,,,True,-21.599999999999994,21.599999999999994
U0260,university of lisbon,Portugal,PT,portugal,260.0,39.6,44.0,20.7,10.7,36.5,39.4,9.0,94.0,70.9,True,,47.2,29.6,38.0,69.9,64.7,56.9,18.0,16.0,53.0,True,501.0,40.65,26.4,35.7,53.4,43.0,60.4,18.1,18.0,53.0,True,portugal,PRT,Portugal,Portuguese Republic,PT,Europe & Central Asia,High income: OECD,True,61.8741912841797,51.4120712280273,53.2700119018555,10.4342699050903,,74757.0,True,-7.600000000000001,7.600000000000001
U0264,norwegian university of science and technology,Norway,NO,norway,264.0,39.1,33.2,25.2,22.3,30.4,9.3,75.1,89.4,85.8,True,,52.05,36.0,38.4,74.7,67.8,66.2,15.0,9.0,49.0,True,401.0,43.5,30.0,34.7,60.1,42.9,67.5,15.8,9.0,48.0,True,norway,NOR,Norway,Kingdom of Norway,NO,Europe & Central Asia,High income: OECD,True,76.6963806152344,47.5122604370117,57.8713912963867,9.92749977111816,,48212.0,True,-12.949999999999996,12.949999999999996
U0267,university of antwerp,Belgium,BE,belgium,267.0,38.7,24.1,11.3,37.5,48.1,32.0,94.4,44.8,74.8,True,,61.4,38.2,44.4,92.5,98.4,74.7,31.8,17.0,56.0,True,131.0,59.4,36.4,46.2,90.4,83.5,71.8,32.2,17.0,56.0,True,belgium,BEL,Belgium,Kingdom of Belgium,BE,Europe & Central Asia,High income: OECD,True,75.0368270874023,,55.8789100646973,,,,True,-22.699999999999996,22.699999999999996
U0269,tianjin university,China (Mainland),CN,china,269.0,38.6,17.2,13.5,38.8,99.5,25.4,24.8,32.4,16.9,True,,57.25,46.1,47.6,71.4,93.5,55.3,8.9,13.0,53.0,True,401.0,43.5,35.3,42.8,51.6,89.9,41.5,8.7,12.0,53.0,True,china,CHN,China,People's Republic of China,CN,East Asia & Pacific,Upper middle income,True,43.3917694091797,25.7051906585693,51.4681091308594,,,11923653.0,True,-18.65,18.65
U0271,beijing normal university,China (Mainland),CN,china,271.0,38.5,33.9,10.3,24.2,92.6,21.3,6.6,10.5,19.7,True,,60.2,57.7,45.8,77.5,67.6,52.3,14.4,9.0,53.0,True,251.0,50.0,50.7,43.8,59.5,64.3,41.4,14.3,10.0,53.0,True,china,CHN,China,People's Republic of China,CN,East Asia & Pacific,Upper middle income,True,43.3917694091797,25.7051906585693,51.4681091308594,,,11923653.0,True,-21.700000000000003,21.700000000000003
U0273,university college cork,Ireland,IE,ireland,273.0,38.3,30.1,35.1,22.1,28.5,52.1,89.0,34.0,91.0,True,,52.05,28.3,31.6,82.4,75.9,77.2,21.1,16.0,59.0,True,301.0,47.85,24.2,28.8,83.7,47.2,84.3,20.8,20.0,59.0,True,ireland,IRL,Ireland,Ireland,IE,Europe & Central Asia,High income: OECD,True,83.7777862548828,,50.907600402832,,,,True,-13.75,13.75
U0274,university of galway,Ireland,IE,ireland,273.0,38.3,26.2,30.3,63.2,13.2,43.2,95.2,46.6,85.9,True,,52.05,32.9,33.8,76.7,83.0,77.6,26.1,16.0,59.0,True,301.0,47.85,29.7,32.7,71.2,45.7,82.8,26.1,20.0,60.0,True,ireland,IRL,Ireland,Ireland,IE,Europe & Central Asia,High income: OECD,True,83.7777862548828,,50.907600402832,,,,True,-13.75,13.75
