university_id,country_id,year,source,global_rank,global_ranking_score,research_impact_score,students_per_staff,international_student_percentage,academic_reputation_score,research_productivity_index,international_students_score
U1392,,2023,WUR 2023,,,17.0,,,,13.869534663513184,54.9
U1392,,2023,WUR 2023,,,17.0,,,,6.146807125772188,54.9
U1392,,2023,WUR 2023,,,17.0,,,,12.013271551458049,54.9
U1392,,2023,WUR 2023,,,17.0,,,,4.31948995228298,54.9
U1392,,2023,WUR 2023,,,17.0,,,,14.647984495642952,54.9
U1392,,2023,WUR 2023,,,17.0,,,,21.04078790243373,54.9
U1392,,2023,WUR 2023,,,17.0,,,,12.360347732600466,54.9
U1392,,2023,WUR 2023,,,17.0,,,,13.933106593924531,54.9
U1392,,2023,WUR 2023,,,17.0,,,,22.456205164243038,54.9
U1392,,2023,WUR 2023,,,17.0,,,,14.884108458641276,54.9
U1392,,2023,WUR 2023,,,17.0,,,,14.175358906529317,54.9
U1392,,2023,WUR 2023,,,17.0,,,,2.945328711444474,54.9
U1392,,2023,WUR 2023,,,17.0,,,,15.149877445256404,54.9
U1392,,2023,WUR 2023,,,17.0,,,,9.937988328617376,54.9
U1392,,2023,WUR 2023,,,17.0,,,,7.4295133641299556,54.9
U1392,,2023,WUR 2023,,,17.0,,,,8.39952199281354,54.9
U1392,,2023,WUR 2023,,,17.0,,,,6.571154201361318,54.9
U1392,,2023,WUR 2023,,,17.0,,,,3.277609582730025,54.9
U1392,,2023,WUR 2023,,,17.0,,,,3.1847189500491737,54.9
U1392,,2023,WUR 2023,,,17.0,,,,6.577730643152531,54.9
U1392,,2023,WUR 2023,,,17.0,,,,3.9478255545891,54.9
U1392,,2023,WUR 2023,,,17.0,,,,6.733954972267687,54.9
U1392,,2023,WUR 2023,,,17.0,,,,12.535658747363703,54.9
U1392,,2023,WUR 2023,,,17.0,,,,4.047134316765368,54.9
U1392,,2023,WUR 2023,,,17.0,,,,9.259582578959762,54.9
U1392,,2023,WUR 2023,,,17.0,,,,5.0147794888344,54.9
U1392,,2023,WUR 2023,,,17.0,,,,6.048745570521993,54.9
U1392,,2023,WUR 2023,,,17.0,,,,3.2088437637489795,54.9
U1392,,2023,WUR 2023,,,17.0,,,,3.833456710089624,54.9
U1392,,2023,WUR 2023,,,17.0,,,,9.782059903657936,54.9
U1392,,2023,WUR 2023,,,17.0,,,,5.158831633617945,54.9
U1392,,2023,WUR 2023,,,17.0,,,,6.656987637310143,54.9
U1392,,2023,WUR 2023,,,17.0,,,,7.980847008957106,54.9
U1392,,2023,WUR 2023,,,17.0,,,,6.152391640490189,54.9
U1392,,2023,WUR 2023,,,17.0,,,,5.302684637660615,54.9
U1392,,2023,WUR 2023,,,17.0,,,,4.124848199841193,54.9
U1392,,2023,WUR 2023,,,17.0,,,,3.813111589693071,54.9
U1392,,2023,WUR 2023,,,17.0,,,,5.302602674557117,54.9
U1392,,2023,WUR 2023,,,17.0,,,,8.157174958216169,54.9
U1392,,2023,WUR 2023,,,17.0,,,,5.076762069949905,54.9
U1392,,2023,WUR 2023,,,17.0,,,,6.288810601252746,54.9
U1392,,2023,WUR 2023,,,17.0,,,,6.328276090764572,54.9
U1392,,2023,WUR 2023,,,17.0,,,,11.75297653654587,54.9
U1392,,2023,WUR 2023,,,17.0,,,,10.117266439246784,54.9
U1392,,2023,WUR 2023,,,17.0,,,,4.437922656063465,54.9
U1392,,2023,WUR 2023,,,17.0,,,,4.710293091892417,54.9
U1392,,2023,WUR 2023,,,17.0,,,,7.085925565335147,54.9
U1392,,2023,WUR 2023,,,17.0,,,,3.355528220457925,54.9
U1392,,2023,WUR 2023,,,17.0,,,,,54.9
U1392,,2023,WUR 2023,,,13.0,,,,51.67418335352436,37.3
U1392,,2023,WUR 2023,,,13.0,,,,47.88418239895532,37.3
U1392,,2023,WUR 2023,,,13.0,,,,43.8055958895228,37.3
U1392,,2023,WUR 2023,,,13.0,,,,43.76365568588358,37.3
U1392,,2023,WUR 2023,,,13.0,,,,40.199930465075184,37.3
U1392,,2023,WUR 2023,,,13.0,,,,28.5527837078826,37.3
U1392,,2023,WUR 2023,,,13.0,,,,33.749021648384776,37.3
U1392,,2023,WUR 2023,,,13.0,,,,27.403396326452484,37.3
U1392,,2023,WUR 2023,,,13.0,,,,31.15712600491052,37.3
U1392,,2023,WUR 2023,,,13.0,,,,29.071708243361048,37.3
U1392,,2023,WUR 2023,,,13.0,,,,30.399950650658432,37.3
U1392,,2023,WUR 2023,,,13.0,,,,35.33147185564629,37.3
U1392,,2023,WUR 2023,,,13.0,,,,33.946773711772735,37.3
U1392,,2023,WUR 2023,,,13.0,,,,24.793802164462853,37.3
U1392,,2023,WUR 2023,,,13.0,,,,26.75785339223952,37.3
U1392,,2023,WUR 2023,,,13.0,,,,28.23732384975655,37.3
U1392,,2023,WUR 2023,,,13.0,,,,25.94141452924313,37.3
U1392,,2023,WUR 2023,,,13.0,,,,29.006413964994017,37.3
U1392,,2023,WUR 2023,,,13.0,,,,22.1526345493242,37.3
U1392,,2023,WUR 2023,,,13.0,,,,24.14081875648968,37.3
U1392,,2023,WUR 2023,,,13.0,,,,21.705412418739144,37.3
U1392,,2023,WUR 2023,,,13.0,,,,17.20997779422529,37.3
U1392,,2023,WUR 2023,,,13.0,,,,19.88491145208488,37.3
U1392,,2023,WUR 2023,,,13.0,,,,16.844436642582238,37.3
U1392,,2023,WUR 2023,,,13.0,,,,14.210401042301203,37.3
U1392,,2023,WUR 2023,,,13.0,,,,15.06262573119662,37.3
U1392,,2023,WUR 2023,,,13.0,,,,16.635504832291446,37.3
U1392,,2023,WUR 2023,,,13.0,,,,7.70819853141716,37.3
U1392,,2023,WUR 2023,,,13.0,,,,10.257737010756824,37.3
U1392,,2023,WUR 2023,,,13.0,,,,12.715623388297129,37.3
U1392,,2023,WUR 2023,,,13.0,,,,13.869534663513184,37.3
U1392,,2023,WUR 2023,,,13.0,,,,6.146807125772188,37.3
U1392,,2023,WUR 2023,,,13.0,,,,12.013271551458049,37.3
U1392,,2023,WUR 2023,,,13.0,,,,4.31948995228298,37.3
U1392,,2023,WUR 2023,,,13.0,,,,14.647984495642952,37.3
U1392,,2023,WUR 2023,,,13.0,,,,21.04078790243373,37.3
U1392,,2023,WUR 2023,,,13.0,,,,12.360347732600466,37.3
U1392,,2023,WUR 2023,,,13.0,,,,13.933106593924531,37.3
U1392,,2023,WUR 2023,,,13.0,,,,22.456205164243038,37.3
U1392,,2023,WUR 2023,,,13.0,,,,14.884108458641276,37.3
U1392,,2023,WUR 2023,,,13.0,,,,14.175358906529317,37.3
U1392,,2023,WUR 2023,,,13.0,,,,2.945328711444474,37.3
U1392,,2023,WUR 2023,,,13.0,,,,15.149877445256404,37.3
U1392,,2023,WUR 2023,,,13.0,,,,9.937988328617376,37.3
U1392,,2023,WUR 2023,,,13.0,,,,7.4295133641299556,37.3
U1392,,2023,WUR 2023,,,13.0,,,,8.39952199281354,37.3
U1392,,2023,WUR 2023,,,13.0,,,,6.571154201361318,37.3
U1392,,2023,WUR 2023,,,13.0,,,,3.277609582730025,37.3
U1392,,2023,WUR 2023,,,13.0,,,,3.1847189500491737,37.3
U1392,,2023,WUR 2023,,,13.0,,,,6.577730643152531,37.3
U1392,,2023,WUR 2023,,,13.0,,,,3.9478255545891,37.3
U1392,,2023,WUR 2023,,,13.0,,,,6.733954972267687,37.3
U1392,,2023,WUR 2023,,,13.0,,,,12.535658747363703,37.3
U1392,,2023,WUR 2023,,,13.0,,,,4.047134316765368,37.3
U1392,,2023,WUR 2023,,,13.0,,,,9.259582578959762,37.3
U1392,,2023,WUR 2023,,,13.0,,,,5.0147794888344,37.3
U1392,,2023,WUR 2023,,,13.0,,,,6.048745570521993,37.3
U1392,,2023,WUR 2023,,,13.0,,,,3.2088437637489795,37.3
U1392,,2023,WUR 2023,,,13.0,,,,3.833456710089624,37.3
U1392,,2023,WUR 2023,,,13.0,,,,9.782059903657936,37.3
U1392,,2023,WUR 2023,,,13.0,,,,5.158831633617945,37.3
U1392,,2023,WUR 2023,,,13.0,,,,6.656987637310143,37.3
U1392,,2023,WUR 2023,,,13.0,,,,7.980847008957106,37.3
U1392,,2023,WUR 2023,,,13.0,,,,6.152391640490189,37.3
U1392,,2023,WUR 2023,,,13.0,,,,5.302684637660615,37.3
U1392,,2023,WUR 2023,,,13.0,,,,4.124848199841193,37.3
U1392,,2023,WUR 2023,,,13.0,,,,3.813111589693071,37.3
U1392,,2023,WUR 2023,,,13.0,,,,5.302602674557117,37.3
U1392,,2023,WUR 2023,,,13.0,,,,8.157174958216169,37.3
U1392,,2023,WUR 2023,,,13.0,,,,5.076762069949905,37.3
U1392,,2023,WUR 2023,,,13.0,,,,6.288810601252746,37.3
U1392,,2023,WUR 2023,,,13.0,,,,6.328276090764572,37.3
U1392,,2023,WUR 2023,,,13.0,,,,11.75297653654587,37.3
U1392,,2023,WUR 2023,,,13.0,,,,10.117266439246784,37.3
U1392,,2023,WUR 2023,,,13.0,,,,4.437922656063465,37.3
U1392,,2023,WUR 2023,,,13.0,,,,4.710293091892417,37.3
U1392,,2023,WUR 2023,,,13.0,,,,7.085925565335147,37.3
U1392,,2023,WUR 2023,,,13.0,,,,3.355528220457925,37.3
U1392,,2023,WUR 2023,,,13.0,,,,,37.3
U1392,,2023,WUR 2023,,,14.0,,,,51.67418335352436,38.1
U1392,,2023,WUR 2023,,,14.0,,,,47.88418239895532,38.1
U1392,,2023,WUR 2023,,,14.0,,,,43.8055958895228,38.1
U1392,,2023,WUR 2023,,,14.0,,,,43.76365568588358,38.1
U1392,,2023,WUR 2023,,,14.0,,,,40.199930465075184,38.1
U1392,,2023,WUR 2023,,,14.0,,,,28.5527837078826,38.1
U1392,,2023,WUR 2023,,,14.0,,,,33.749021648384776,38.1
U1392,,2023,WUR 2023,,,14.0,,,,27.403396326452484,38.1
U1392,,2023,WUR 2023,,,14.0,,,,31.15712600491052,38.1
U1392,,2023,WUR 2023,,,14.0,,,,29.071708243361048,38.1
U1392,,2023,WUR 2023,,,14.0,,,,30.399950650658432,38.1
U1392,,2023,WUR 2023,,,14.0,,,,35.33147185564629,38.1
U1392,,2023,WUR 2023,,,14.0,,,,33.946773711772735,38.1
U1392,,2023,WUR 2023,,,14.0,,,,24.793802164462853,38.1
U1392,,2023,WUR 2023,,,14.0,,,,26.75785339223952,38.1
U1392,,2023,WUR 2023,,,14.0,,,,28.23732384975655,38.1
U1392,,2023,WUR 2023,,,14.0,,,,25.94141452924313,38.1
U1392,,2023,WUR 2023,,,14.0,,,,29.006413964994017,38.1
U1392,,2023,WUR 2023,,,14.0,,,,22.1526345493242,38.1
U1392,,2023,WUR 2023,,,14.0,,,,24.14081875648968,38.1
U1392,,2023,WUR 2023,,,14.0,,,,21.705412418739144,38.1
U1392,,2023,WUR 2023,,,14.0,,,,17.20997779422529,38.1
U1392,,2023,WUR 2023,,,14.0,,,,19.88491145208488,38.1
U1392,,2023,WUR 2023,,,14.0,,,,16.844436642582238,38.1
U1392,,2023,WUR 2023,,,14.0,,,,14.210401042301203,38.1
U1392,,2023,WUR 2023,,,14.0,,,,15.06262573119662,38.1
U1392,,2023,WUR 2023,,,14.0,,,,16.635504832291446,38.1
U1392,,2023,WUR 2023,,,14.0,,,,7.70819853141716,38.1
U1392,,2023,WUR 2023,,,14.0,,,,10.257737010756824,38.1
U1392,,2023,WUR 2023,,,14.0,,,,12.715623388297129,38.1
U1392,,2023,WUR 2023,,,14.0,,,,13.869534663513184,38.1
U1392,,2023,WUR 2023,,,14.0,,,,6.146807125772188,38.1
U1392,,2023,WUR 2023,,,14.0,,,,12.013271551458049,38.1
U1392,,2023,WUR 2023,,,14.0,,,,4.31948995228298,38.1
U1392,,2023,WUR 2023,,,14.0,,,,14.647984495642952,38.1
U1392,,2023,WUR 2023,,,14.0,,,,21.04078790243373,38.1
U1392,,2023,WUR 2023,,,14.0,,,,12.360347732600466,38.1
U1392,,2023,WUR 2023,,,14.0,,,,13.933106593924531,38.1
U1392,,2023,WUR 2023,,,14.0,,,,22.456205164243038,38.1
U1392,,2023,WUR 2023,,,14.0,,,,14.884108458641276,38.1
U1392,,2023,WUR 2023,,,14.0,,,,14.175358906529317,38.1
U1392,,2023,WUR 2023,,,14.0,,,,2.945328711444474,38.1
U1392,,2023,WUR 2023,,,14.0,,,,15.149877445256404,38.1
U1392,,2023,WUR 2023,,,14.0,,,,9.937988328617376,38.1
U1392,,2023,WUR 2023,,,14.0,,,,7.4295133641299556,38.1
U1392,,2023,WUR 2023,,,14.0,,,,8.39952199281354,38.1
U1392,,2023,WUR 2023,,,14.0,,,,6.571154201361318,38.1
U1392,,2023,WUR 2023,,,14.0,,,,3.277609582730025,38.1
U1392,,2023,WUR 2023,,,14.0,,,,3.1847189500491737,38.1
U1392,,2023,WUR 2023,,,14.0,,,,6.577730643152531,38.1
U1392,,2023,WUR 2023,,,14.0,,,,3.9478255545891,38.1
U1392,,2023,WUR 2023,,,14.0,,,,6.733954972267687,38.1
U1392,,2023,WUR 2023,,,14.0,,,,12.535658747363703,38.1
U1392,,2023,WUR 2023,,,14.0,,,,4.047134316765368,38.1
U1392,,2023,WUR 2023,,,14.0,,,,9.259582578959762,38.1
U1392,,2023,WUR 2023,,,14.0,,,,5.0147794888344,38.1
U1392,,2023,WUR 2023,,,14.0,,,,6.048745570521993,38.1
U1392,,2023,WUR 2023,,,14.0,,,,3.2088437637489795,38.1
U1392,,2023,WUR 2023,,,14.0,,,,3.833456710089624,38.1
U1392,,2023,WUR 2023,,,14.0,,,,9.782059903657936,38.1
U1392,,2023,WUR 2023,,,14.0,,,,5.158831633617945,38.1
U1392,,2023,WUR 2023,,,14.0,,,,6.656987637310143,38.1
U1392,,2023,WUR 2023,,,14.0,,,,7.980847008957106,38.1
U1392,,2023,WUR 2023,,,14.0,,,,6.152391640490189,38.1
U1392,,2023,WUR 2023,,,14.0,,,,5.302684637660615,38.1
U1392,,2023,WUR 2023,,,14.0,,,,4.124848199841193,38.1
U1392,,2023,WUR 2023,,,14.0,,,,3.813111589693071,38.1
U1392,,2023,WUR 2023,,,14.0,,,,5.302602674557117,38.1
U1392,,2023,WUR 2023,,,14.0,,,,8.157174958216169,38.1
U1392,,2023,WUR 2023,,,14.0,,,,5.076762069949905,38.1
U1392,,2023,WUR 2023,,,14.0,,,,6.288810601252746,38.1
U1392,,2023,WUR 2023,,,14.0,,,,6.328276090764572,38.1
U1392,,2023,WUR 2023,,,14.0,,,,11.75297653654587,38.1
U1392,,2023,WUR 2023,,,14.0,,,,10.117266439246784,38.1
U1392,,2023,WUR 2023,,,14.0,,,,4.437922656063465,38.1
U1392,,2023,WUR 2023,,,14.0,,,,4.710293091892417,38.1
U1392,,2023,WUR 2023,,,14.0,,,,7.085925565335147,38.1
U1392,,2023,WUR 2023,,,14.0,,,,3.355528220457925,38.1
U1392,,2023,WUR 2023,,,14.0,,,,,38.1
U1392,,2023,WUR 2023,,,15.0,,,,51.67418335352436,55.2
U1392,,2023,WUR 2023,,,15.0,,,,47.88418239895532,55.2
U1392,,2023,WUR 2023,,,15.0,,,,43.8055958895228,55.2
U1392,,2023,WUR 2023,,,15.0,,,,43.76365568588358,55.2
U1392,,2023,WUR 2023,,,15.0,,,,40.199930465075184,55.2
U1392,,2023,WUR 2023,,,15.0,,,,28.5527837078826,55.2
U1392,,2023,WUR 2023,,,15.0,,,,33.749021648384776,55.2
U1392,,2023,WUR 2023,,,15.0,,,,27.403396326452484,55.2
U1392,,2023,WUR 2023,,,15.0,,,,31.15712600491052,55.2
U1392,,2023,WUR 2023,,,15.0,,,,29.071708243361048,55.2
U1392,,2023,WUR 2023,,,15.0,,,,30.399950650658432,55.2
U1392,,2023,WUR 2023,,,15.0,,,,35.33147185564629,55.2
U1392,,2023,WUR 2023,,,15.0,,,,33.946773711772735,55.2
U1392,,2023,WUR 2023,,,15.0,,,,24.793802164462853,55.2
U1392,,2023,WUR 2023,,,15.0,,,,26.75785339223952,55.2
U1392,,2023,WUR 2023,,,15.0,,,,28.23732384975655,55.2
U1392,,2023,WUR 2023,,,15.0,,,,25.94141452924313,55.2
U1392,,2023,WUR 2023,,,15.0,,,,29.006413964994017,55.2
U1392,,2023,WUR 2023,,,15.0,,,,22.1526345493242,55.2
U1392,,2023,WUR 2023,,,15.0,,,,24.14081875648968,55.2
U1392,,2023,WUR 2023,,,15.0,,,,21.705412418739144,55.2
U1392,,2023,WUR 2023,,,15.0,,,,17.20997779422529,55.2
U1392,,2023,WUR 2023,,,15.0,,,,19.88491145208488,55.2
U1392,,2023,WUR 2023,,,15.0,,,,16.844436642582238,55.2
U1392,,2023,WUR 2023,,,15.0,,,,14.210401042301203,55.2
U1392,,2023,WUR 2023,,,15.0,,,,15.06262573119662,55.2
U1392,,2023,WUR 2023,,,15.0,,,,16.635504832291446,55.2
U1392,,2023,WUR 2023,,,15.0,,,,7.70819853141716,55.2
U1392,,2023,WUR 2023,,,15.0,,,,10.257737010756824,55.2
U1392,,2023,WUR 2023,,,15.0,,,,12.715623388297129,55.2
U1392,,2023,WUR 2023,,,15.0,,,,13.869534663513184,55.2
U1392,,2023,WUR 2023,,,15.0,,,,6.146807125772188,55.2
U1392,,2023,WUR 2023,,,15.0,,,,12.013271551458049,55.2
U1392,,2023,WUR 2023,,,15.0,,,,4.31948995228298,55.2
U1392,,2023,WUR 2023,,,15.0,,,,14.647984495642952,55.2
U1392,,2023,WUR 2023,,,15.0,,,,21.04078790243373,55.2
U1392,,2023,WUR 2023,,,15.0,,,,12.360347732600466,55.2
U1392,,2023,WUR 2023,,,15.0,,,,13.933106593924531,55.2
U1392,,2023,WUR 2023,,,15.0,,,,22.456205164243038,55.2
U1392,,2023,WUR 2023,,,15.0,,,,14.884108458641276,55.2
U1392,,2023,WUR 2023,,,15.0,,,,14.175358906529317,55.2
U1392,,2023,WUR 2023,,,15.0,,,,2.945328711444474,55.2
U1392,,2023,WUR 2023,,,15.0,,,,15.149877445256404,55.2
U1392,,2023,WUR 2023,,,15.0,,,,9.937988328617376,55.2
U1392,,2023,WUR 2023,,,15.0,,,,7.4295133641299556,55.2
U1392,,2023,WUR 2023,,,15.0,,,,8.39952199281354,55.2
U1392,,2023,WUR 2023,,,15.0,,,,6.571154201361318,55.2
U1392,,2023,WUR 2023,,,15.0,,,,3.277609582730025,55.2
U1392,,2023,WUR 2023,,,15.0,,,,3.1847189500491737,55.2
U1392,,2023,WUR 2023,,,15.0,,,,6.577730643152531,55.2
U1392,,2023,WUR 2023,,,15.0,,,,3.9478255545891,55.2
U1392,,2023,WUR 2023,,,15.0,,,,6.733954972267687,55.2
U1392,,2023,WUR 2023,,,15.0,,,,12.535658747363703,55.2
U1392,,2023,WUR 2023,,,15.0,,,,4.047134316765368,55.2
U1392,,2023,WUR 2023,,,15.0,,,,9.259582578959762,55.2
U1392,,2023,WUR 2023,,,15.0,,,,5.0147794888344,55.2
U1392,,2023,WUR 2023,,,15.0,,,,6.048745570521993,55.2
U1392,,2023,WUR 2023,,,15.0,,,,3.2088437637489795,55.2
U1392,,2023,WUR 2023,,,15.0,,,,3.833456710089624,55.2
U1392,,2023,WUR 2023,,,15.0,,,,9.782059903657936,55.2
U1392,,2023,WUR 2023,,,15.0,,,,5.158831633617945,55.2
U1392,,2023,WUR 2023,,,15.0,,,,6.656987637310143,55.2
U1392,,2023,WUR 2023,,,15.0,,,,7.980847008957106,55.2
U1392,,2023,WUR 2023,,,15.0,,,,6.152391640490189,55.2
U1392,,2023,WUR 2023,,,15.0,,,,5.302684637660615,55.2
U1392,,2023,WUR 2023,,,15.0,,,,4.124848199841193,55.2
U1392,,2023,WUR 2023,,,15.0,,,,3.813111589693071,55.2
U1392,,2023,WUR 2023,,,15.0,,,,5.302602674557117,55.2
U1392,,2023,WUR 2023,,,15.0,,,,8.157174958216169,55.2
U1392,,2023,WUR 2023,,,15.0,,,,5.076762069949905,55.2
U1392,,2023,WUR 2023,,,15.0,,,,6.288810601252746,55.2
U1392,,2023,WUR 2023,,,15.0,,,,6.328276090764572,55.2
U1392,,2023,WUR 2023,,,15.0,,,,11.75297653654587,55.2
U1392,,2023,WUR 2023,,,15.0,,,,10.117266439246784,55.2
U1392,,2023,WUR 2023,,,15.0,,,,4.437922656063465,55.2
U1392,,2023,WUR 2023,,,15.0,,,,4.710293091892417,55.2
U1392,,2023,WUR 2023,,,15.0,,,,7.085925565335147,55.2
U1392,,2023,WUR 2023,,,15.0,,,,3.355528220457925,55.2
U1392,,2023,WUR 2023,,,15.0,,,,,55.2
U1392,,2023,WUR 2023,,,39.2,,,,51.67418335352436,23.0
U1392,,2023,WUR 2023,,,39.2,,,,47.88418239895532,23.0
U1392,,2023,WUR 2023,,,39.2,,,,43.8055958895228,23.0
U1392,,2023,WUR 2023,,,39.2,,,,43.76365568588358,23.0
U1392,,2023,WUR 2023,,,39.2,,,,40.199930465075184,23.0
U1392,,2023,WUR 2023,,,39.2,,,,28.5527837078826,23.0
U1392,,2023,WUR 2023,,,39.2,,,,33.749021648384776,23.0
U1392,,2023,WUR 2023,,,39.2,,,,27.403396326452484,23.0
U1392,,2023,WUR 2023,,,39.2,,,,31.15712600491052,23.0
U1392,,2023,WUR 2023,,,39.2,,,,29.071708243361048,23.0
U1392,,2023,WUR 2023,,,39.2,,,,30.399950650658432,23.0
U1392,,2023,WUR 2023,,,39.2,,,,35.33147185564629,23.0
U1392,,2023,WUR 2023,,,39.2,,,,33.946773711772735,23.0
U1392,,2023,WUR 2023,,,39.2,,,,24.793802164462853,23.0
U1392,,2023,WUR 2023,,,39.2,,,,26.75785339223952,23.0
U1392,,2023,WUR 2023,,,39.2,,,,28.23732384975655,23.0
U1392,,2023,WUR 2023,,,39.2,,,,25.94141452924313,23.0
U1392,,2023,WUR 2023,,,39.2,,,,29.006413964994017,23.0
U1392,,2023,WUR 2023,,,39.2,,,,22.1526345493242,23.0
U1392,,2023,WUR 2023,,,39.2,,,,24.14081875648968,23.0
U1392,,2023,WUR 2023,,,39.2,,,,21.705412418739144,23.0
U1392,,2023,WUR 2023,,,39.2,,,,17.20997779422529,23.0
U1392,,2023,WUR 2023,,,39.2,,,,19.88491145208488,23.0
U1392,,2023,WUR 2023,,,39.2,,,,16.844436642582238,23.0
U1392,,2023,WUR 2023,,,39.2,,,,14.210401042301203,23.0
U1392,,2023,WUR 2023,,,39.2,,,,15.06262573119662,23.0
U1392,,2023,WUR 2023,,,39.2,,,,16.635504832291446,23.0
U1392,,2023,WUR 2023,,,39.2,,,,7.70819853141716,23.0
U1392,,2023,WUR 2023,,,39.2,,,,10.257737010756824,23.0
U1392,,2023,WUR 2023,,,39.2,,,,12.715623388297129,23.0
U1392,,2023,WUR 2023,,,39.2,,,,13.869534663513184,23.0
U1392,,2023,WUR 2023,,,39.2,,,,6.146807125772188,23.0
U1392,,2023,WUR 2023,,,39.2,,,,12.013271551458049,23.0
U1392,,2023,WUR 2023,,,39.2,,,,4.31948995228298,23.0
U1392,,2023,WUR 2023,,,39.2,,,,14.647984495642952,23.0
U1392,,2023,WUR 2023,,,39.2,,,,21.04078790243373,23.0
U1392,,2023,WUR 2023,,,39.2,,,,12.360347732600466,23.0
U1392,,2023,WUR 2023,,,39.2,,,,13.933106593924531,23.0
U1392,,2023,WUR 2023,,,39.2,,,,22.456205164243038,23.0
U1392,,2023,WUR 2023,,,39.2,,,,14.884108458641276,23.0
U1392,,2023,WUR 2023,,,39.2,,,,14.175358906529317,23.0
U1392,,2023,WUR 2023,,,39.2,,,,2.945328711444474,23.0
U1392,,2023,WUR 2023,,,39.2,,,,15.149877445256404,23.0
U1392,,2023,WUR 2023,,,39.2,,,,9.937988328617376,23.0
U1392,,2023,WUR 2023,,,39.2,,,,7.4295133641299556,23.0
U1392,,2023,WUR 2023,,,39.2,,,,8.39952199281354,23.0
U1392,,2023,WUR 2023,,,39.2,,,,6.571154201361318,23.0
U1392,,2023,WUR 2023,,,39.2,,,,3.277609582730025,23.0
U1392,,2023,WUR 2023,,,39.2,,,,3.1847189500491737,23.0
U1392,,2023,WUR 2023,,,39.2,,,,6.577730643152531,23.0
U1392,,2023,WUR 2023,,,39.2,,,,3.9478255545891,23.0
U1392,,2023,WUR 2023,,,39.2,,,,6.733954972267687,23.0
U1392,,2023,WUR 2023,,,39.2,,,,12.535658747363703,23.0
U1392,,2023,WUR 2023,,,39.2,,,,4.047134316765368,23.0
U1392,,2023,WUR 2023,,,39.2,,,,9.259582578959762,23.0
U1392,,2023,WUR 2023,,,39.2,,,,5.0147794888344,23.0
U1392,,2023,WUR 2023,,,39.2,,,,6.048745570521993,23.0
U1392,,2023,WUR 2023,,,39.2,,,,3.2088437637489795,23.0
U1392,,2023,WUR 2023,,,39.2,,,,3.833456710089624,23.0
U1392,,2023,WUR 2023,,,39.2,,,,9.782059903657936,23.0
U1392,,2023,WUR 2023,,,39.2,,,,5.158831633617945,23.0
U1392,,2023,WUR 2023,,,39.2,,,,6.656987637310143,23.0
U1392,,2023,WUR 2023,,,39.2,,,,7.980847008957106,23.0
U1392,,2023,WUR 2023,,,39.2,,,,6.152391640490189,23.0
U1392,,2023,WUR 2023,,,39.2,,,,5.302684637660615,23.0
U1392,,2023,WUR 2023,,,39.2,,,,4.124848199841193,23.0
U1392,,2023,WUR 2023,,,39.2,,,,3.813111589693071,23.0
U1392,,2023,WUR 2023,,,39.2,,,,5.302602674557117,23.0
U1392,,2023,WUR 2023,,,39.2,,,,8.157174958216169,23.0
U1392,,2023,WUR 2023,,,39.2,,,,5.076762069949905,23.0
U1392,,2023,WUR 2023,,,39.2,,,,6.288810601252746,23.0
U1392,,2023,WUR 2023,,,39.2,,,,6.328276090764572,23.0
U1392,,2023,WUR 2023,,,39.2,,,,11.75297653654587,23.0
U1392,,2023,WUR 2023,,,39.2,,,,10.117266439246784,23.0
U1392,,2023,WUR 2023,,,39.2,,,,4.437922656063465,23.0
U1392,,2023,WUR 2023,,,39.2,,,,4.710293091892417,23.0
U1392,,2023,WUR 2023,,,39.2,,,,7.085925565335147,23.0
U1392,,2023,WUR 2023,,,39.2,,,,3.355528220457925,23.0
U1392,,2023,WUR 2023,,,39.2,,,,,23.0
U1392,,2023,WUR 2023,,,40.4,,,,51.67418335352436,20.5
U1392,,2023,WUR 2023,,,40.4,,,,47.88418239895532,20.5
U1392,,2023,WUR 2023,,,40.4,,,,43.8055958895228,20.5
U1392,,2023,WUR 2023,,,40.4,,,,43.76365568588358,20.5
U1392,,2023,WUR 2023,,,40.4,,,,40.199930465075184,20.5
U1392,,2023,WUR 2023,,,40.4,,,,28.5527837078826,20.5
U1392,,2023,WUR 2023,,,40.4,,,,33.749021648384776,20.5
U1392,,2023,WUR 2023,,,40.4,,,,27.403396326452484,20.5
U1392,,2023,WUR 2023,,,40.4,,,,31.15712600491052,20.5
U1392,,2023,WUR 2023,,,40.4,,,,29.071708243361048,20.5
U1392,,2023,WUR 2023,,,40.4,,,,30.399950650658432,20.5
U1392,,2023,WUR 2023,,,40.4,,,,35.33147185564629,20.5
U1392,,2023,WUR 2023,,,40.4,,,,33.946773711772735,20.5
U1392,,2023,WUR 2023,,,40.4,,,,24.793802164462853,20.5
U1392,,2023,WUR 2023,,,40.4,,,,26.75785339223952,20.5
U1392,,2023,WUR 2023,,,40.4,,,,28.23732384975655,20.5
U1392,,2023,WUR 2023,,,40.4,,,,25.94141452924313,20.5
U1392,,2023,WUR 2023,,,40.4,,,,29.006413964994017,20.5
U1392,,2023,WUR 2023,,,40.4,,,,22.1526345493242,20.5
U1392,,2023,WUR 2023,,,40.4,,,,24.14081875648968,20.5
U1392,,2023,WUR 2023,,,40.4,,,,21.705412418739144,20.5
U1392,,2023,WUR 2023,,,40.4,,,,17.20997779422529,20.5
