university_id,country_id,year,source,global_rank,global_ranking_score,research_impact_score,students_per_staff,international_student_percentage,academic_reputation_score,research_productivity_index,international_students_score
U3280,C0244,2024,THE 2024,1001.0,,50.5,17.4,10.0,,31.3732918940783,59.8
U3288,C0188,2024,THE 2024,1001.0,,35.9,15.1,7.0,,28.05959572418872,44.1
U3429,C0259,2024,THE 2024,1001.0,,44.7,29.7,3.0,,24.358987471301617,36.1
U3295,C0053,2024,THE 2024,1001.0,,44.7,14.8,3.0,,22.44022880480733,31.2
U3451,C0260,2024,THE 2024,1001.0,,53.9,9.8,0.0,,27.61197183470648,37.7
U3457,C0046,2024,THE 2024,1001.0,,67.0,22.5,3.0,,27.85529928710181,30.5
U2864,C0271,2024,THE 2024,1001.0,,48.2,14.0,3.0,,24.776303195889305,31.8
U0019,C0108,2024,THE 2024,1201.0,,21.2,7.3,7.0,,11.333793801089064,29.2
U0026,C0045,2024,THE 2024,1201.0,,39.2,25.0,5.0,,29.46946585384963,64.1
U2627,C0181,2024,THE 2024,1201.0,,36.5,35.3,1.0,,20.98535195588512,48.1
U2454,C0109,2024,THE 2024,1201.0,,31.9,7.2,3.0,,22.982690193545952,57.3
U0070,C0118,2024,THE 2024,1201.0,,27.1,5.9,10.0,,24.42954759232532,72.5
U0081,C0259,2024,THE 2024,1201.0,,28.5,29.7,3.0,,16.792720070170397,32.4
U0090,C0111,2024,THE 2024,1201.0,,34.1,5.9,0.0,,13.96180299613452,25.4
U2643,C0111,2024,THE 2024,1201.0,,55.0,16.4,0.0,,20.21866248142321,26.3
U0126,C0257,2024,THE 2024,1201.0,,41.2,17.0,8.0,,19.563796118353483,32.7
U3202,C0045,2024,THE 2024,1201.0,,30.1,17.9,2.0,,22.33367420645895,50.0
U2647,C0045,2024,THE 2024,1201.0,,51.7,15.9,2.0,,26.53464087601835,53.2
U2646,C0047,2024,THE 2024,1201.0,,33.5,21.1,0.0,,23.603040191211157,40.9
U0149,C0260,2024,THE 2024,1201.0,,32.9,13.9,10.0,,22.222042996117462,53.3
U0157,C0113,2024,THE 2024,1201.0,,37.0,21.4,0.0,,21.54125056418317,30.9
U0173,C0260,2024,THE 2024,1201.0,,48.0,22.1,1.0,,26.04319413091722,52.9
U0176,C0257,2024,THE 2024,1201.0,,45.0,31.0,4.0,,21.57449753967453,25.5
U0180,C0257,2024,THE 2024,1201.0,,38.4,13.5,7.0,,20.63805144810309,45.3
U0193,C0045,2024,THE 2024,1201.0,,30.2,16.4,1.0,,22.179290995744463,51.4
U0198,C0152,2024,THE 2024,1201.0,,46.7,21.8,1.0,,20.829829539982622,30.2
U2655,C0111,2024,THE 2024,1201.0,,47.3,14.9,0.0,,16.844546147263017,21.4
U0221,C0108,2024,THE 2024,1201.0,,31.4,16.8,4.0,,14.741376138544789,25.6
U0223,C0109,2024,THE 2024,1201.0,,29.2,15.3,3.0,,20.005916356776083,38.5
U0236,C0173,2024,THE 2024,1201.0,,43.2,25.4,0.0,,23.028179034582774,49.0
U0252,C0021,2024,THE 2024,1201.0,,17.0,7.6,19.0,,20.1142973319144,66.8
U0263,C0257,2024,THE 2024,1201.0,,26.9,11.8,5.0,,13.831269532298998,27.2
U0274,C0109,2024,THE 2024,1201.0,,37.5,14.2,4.0,,21.57990997850637,34.1
U2689,C0029,2024,THE 2024,1201.0,,46.5,21.8,4.0,,28.68798388827209,58.4
U0290,C0029,2024,THE 2024,1201.0,,35.1,8.8,8.0,,27.95761938738883,77.0
U0900,C0189,2024,THE 2024,1201.0,,42.6,20.6,34.0,,28.581365915194,64.5
U2691,C0030,2024,THE 2024,1201.0,,28.7,13.6,1.0,,18.310172534917875,36.9
U0300,C0260,2024,THE 2024,1201.0,,47.7,14.8,3.0,,21.398986970937397,36.9
U0305,C0108,2024,THE 2024,1201.0,,43.6,18.3,0.0,,17.356764996528135,24.6
U0306,C0259,2024,THE 2024,1201.0,,42.8,24.1,1.0,,20.7359498875756,25.3
U0309,C0101,2024,THE 2024,1201.0,,35.8,16.9,13.0,,22.47326776903633,37.6
U2699,C0216,2024,THE 2024,1201.0,,41.7,13.5,5.0,,22.521216734160166,38.0
U0333,C0244,2024,THE 2024,1201.0,,34.8,18.1,20.0,,29.218682216432494,78.7
U2257,C0047,2024,THE 2024,1201.0,,56.8,21.3,1.0,,25.064137595612035,41.2
U2727,C0236,2024,THE 2024,1201.0,,31.2,10.1,1.0,,18.282228425127546,44.4
U2243,C0216,2024,THE 2024,1201.0,,33.9,19.5,15.0,,23.79944167692331,54.2
U0372,C0267,2024,THE 2024,1201.0,,37.2,25.6,1.0,,18.044266265503445,20.3
U2737,C0244,2024,THE 2024,1201.0,,30.3,18.9,17.0,,24.58427089434632,64.9
U0407,C0261,2024,THE 2024,1201.0,,25.0,24.5,3.0,,20.032113574717847,36.0
U0409,C0108,2024,THE 2024,1201.0,,44.4,20.7,2.0,,17.799456555177606,25.4
U0414,C0261,2024,THE 2024,1201.0,,29.9,14.0,5.0,,20.22047393257588,29.6
U0416,C0267,2024,THE 2024,1201.0,,27.0,17.2,4.0,,16.705044981487827,21.4
U0432,C0108,2024,THE 2024,1201.0,,25.4,16.2,1.0,,15.916397051613302,20.2
U2752,C0045,2024,THE 2024,1201.0,,38.2,18.2,2.0,,25.70759093983492,52.0
U2756,C0051,2024,THE 2024,1201.0,,43.0,14.8,2.0,,22.09518100213714,46.7
U0489,C0257,2024,THE 2024,1201.0,,26.2,15.4,4.0,,20.05157921179036,28.9
U0516,C0047,2024,THE 2024,1201.0,,27.2,10.5,2.0,,20.59159694202596,51.3
U2776,C0111,2024,THE 2024,1201.0,,44.3,17.9,0.0,,17.578648691082023,28.3
U0533,C0257,2024,THE 2024,1201.0,,25.5,23.7,3.0,,16.285894706546927,25.5
U0542,C0181,2024,THE 2024,1201.0,,46.5,7.7,3.0,,22.81078890450869,43.2
U0557,C0257,2024,THE 2024,1201.0,,44.7,33.4,9.0,,24.294826894946475,30.2
U2326,C0163,2024,THE 2024,1201.0,,56.7,28.7,0.0,,27.58441354079401,51.1
U2789,C0181,2024,THE 2024,1201.0,,56.9,30.6,0.0,,27.34438335120501,50.5
U0575,C0257,2024,THE 2024,1201.0,,30.4,20.3,4.0,,17.074578529025374,25.7
U0578,C0116,2024,THE 2024,1201.0,,27.9,11.3,2.0,,16.900129102024145,32.1
U2790,C0116,2024,THE 2024,1201.0,,28.4,15.5,5.0,,22.44986768659469,37.5
U0588,C0257,2024,THE 2024,1201.0,,36.1,37.2,6.0,,19.406430741619616,29.3
U0593,C0066,2024,THE 2024,1201.0,,32.3,10.4,1.0,,21.317319569716147,56.4
U2325,C0030,2024,THE 2024,1201.0,,24.6,9.4,0.0,,14.727214551747696,30.4
U0612,C0195,2024,THE 2024,1201.0,,21.0,12.9,21.0,,24.61415059868509,62.7
U2354,C0030,2024,THE 2024,1201.0,,41.1,25.3,1.0,,25.764736940499755,45.9
U2336,C0030,2024,THE 2024,1201.0,,30.5,19.9,0.0,,15.4526140275451,28.4
U2355,C0030,2024,THE 2024,1201.0,,24.6,19.8,1.0,,15.578070997844952,27.2
U0617,C0030,2024,THE 2024,1201.0,,25.1,13.3,1.0,,15.649076874210497,28.8
U0618,C0030,2024,THE 2024,1201.0,,26.2,13.3,1.0,,14.729927108636584,27.7
U0623,C0030,2024,THE 2024,1201.0,,26.6,18.3,1.0,,16.136659182288774,26.5
U2358,C0030,2024,THE 2024,1201.0,,29.1,15.6,1.0,,16.97185354121287,27.6
U0629,C0030,2024,THE 2024,1201.0,,25.1,12.8,0.0,,13.641517536451074,25.7
U0633,C0030,2024,THE 2024,1201.0,,30.6,16.7,0.0,,15.66098776967221,31.3
U0634,C0030,2024,THE 2024,1201.0,,36.8,14.6,1.0,,16.95985806713992,25.0
U0641,C0030,2024,THE 2024,1201.0,,36.1,14.1,1.0,,16.439454045775225,24.4
U0643,C0030,2024,THE 2024,1201.0,,23.0,9.7,2.0,,13.326037184311222,24.5
U0645,C0045,2024,THE 2024,1201.0,,36.2,29.7,3.0,,23.33453354410229,56.9
U0646,C0267,2024,THE 2024,1201.0,,25.5,23.3,7.0,,19.60319423326445,37.7
U0651,C0005,2024,THE 2024,1201.0,,50.6,22.8,1.0,,22.431267262654472,39.6
U2903,C0045,2024,THE 2024,1201.0,,32.7,23.2,1.0,,21.676061763045183,51.3
U2457,C0109,2024,THE 2024,1201.0,,21.7,8.2,6.0,,20.84997926876365,45.8
U0693,C0257,2024,THE 2024,1201.0,,32.7,17.0,3.0,,18.029188291960534,21.7
U2816,C0188,2024,THE 2024,1201.0,,30.8,12.0,2.0,,18.47665889751709,35.1
U0696,C0257,2024,THE 2024,1201.0,,37.6,24.5,2.0,,18.644085930637058,29.2
U0699,C0194,2024,THE 2024,1201.0,,36.4,17.0,13.0,,18.628663601319836,36.1
U0705,C0245,2024,THE 2024,1201.0,,43.2,18.0,3.0,,20.589887008898263,34.8
U0707,C0117,2024,THE 2024,1201.0,,40.6,12.8,11.0,,27.97013868025573,69.1
U0726,C0181,2024,THE 2024,1201.0,,37.2,17.6,0.0,,22.63445991332754,51.2
U2835,C0259,2024,THE 2024,1201.0,,46.2,34.3,1.0,,21.85975679313728,23.4
U0749,C0116,2024,THE 2024,1201.0,,20.7,7.6,4.0,,12.984337107316255,26.7
U0752,C0108,2024,THE 2024,1201.0,,40.8,19.6,0.0,,14.412618839760087,18.2
U0754,C0261,2024,THE 2024,1201.0,,32.6,12.5,2.0,,18.683116472115728,26.7
U0760,C0261,2024,THE 2024,1201.0,,31.8,9.3,4.0,,18.57922621847868,23.4
U0761,C0226,2024,THE 2024,1201.0,,40.2,20.0,6.0,,30.095305643054147,66.7
U0775,C0117,2024,THE 2024,1201.0,,40.6,23.0,7.0,,25.56823642436885,53.1
U2532,C0162,2024,THE 2024,1201.0,,39.9,35.7,2.0,,16.707857397997543,28.2
U2581,C0082,2024,THE 2024,1201.0,,36.6,27.9,12.0,,25.599143983903247,70.3
U0783,C0260,2024,THE 2024,1201.0,,38.8,22.4,2.0,,20.89960215595381,47.6
U2852,C0259,2024,THE 2024,1201.0,,37.6,24.4,0.0,,18.124172323068592,26.4
U2855,C0057,2024,THE 2024,1201.0,,40.8,12.8,3.0,,27.920067905489823,60.4
U0825,C0101,2024,THE 2024,1201.0,,32.5,11.6,16.0,,23.907097810994195,62.3
U0827,C0116,2024,THE 2024,1201.0,,36.5,4.6,1.0,,15.725794412898043,19.2
U0831,C0162,2024,THE 2024,1201.0,,44.8,88.7,3.0,,20.29850279510988,28.5
U0837,C0259,2024,THE 2024,1201.0,,50.9,199.9,2.0,,21.295927222403108,25.2
U0839,C0085,2024,THE 2024,1201.0,,47.7,13.4,4.0,,25.312794803546986,52.0
U2868,C0173,2024,THE 2024,1201.0,,46.1,39.2,0.0,,22.408178723276624,40.1
U0850,C0195,2024,THE 2024,1201.0,,16.9,17.1,19.0,,22.84505342939853,62.4
U0855,C0261,2024,THE 2024,1201.0,,36.9,15.7,3.0,,22.001632319813854,36.4
U0863,C0108,2024,THE 2024,1201.0,,24.1,14.3,0.0,,13.721127213504584,24.5
U0928,C0109,2024,THE 2024,1201.0,,24.2,6.8,3.0,,16.194234946541226,45.0
U0939,C0267,2024,THE 2024,1201.0,,27.8,27.9,15.0,,23.097102666090777,44.2
U0953,C0257,2024,THE 2024,1201.0,,42.6,16.0,14.0,,27.22684514222509,62.8
U0956,C0257,2024,THE 2024,1201.0,,56.9,18.7,2.0,,22.757852762757967,25.9
U0967,C0242,2024,THE 2024,1201.0,,10.0,10.7,2.0,,8.92099026249055,31.7
U0971,C0257,2024,THE 2024,1201.0,,27.8,18.6,3.0,,17.796047350091698,35.5
U0994,C0261,2024,THE 2024,1201.0,,35.0,17.2,6.0,,21.147981699652444,31.2
U1000,C0046,2024,THE 2024,1201.0,,47.1,15.0,2.0,,20.696581031651995,27.4
U1003,C0116,2024,THE 2024,1201.0,,40.5,0.9,0.0,,15.677724976559048,19.7
U1015,C0188,2024,THE 2024,1201.0,,35.1,9.6,9.0,,19.288146487690742,34.0
U1030,C0116,2024,THE 2024,1201.0,,27.4,9.6,2.0,,15.64778023908644,31.9
U1031,C0116,2024,THE 2024,1201.0,,24.0,10.1,3.0,,13.887336148782357,27.7
U1039,C0261,2024,THE 2024,1201.0,,32.4,21.6,3.0,,20.0360576151395,24.1
U1044,C0257,2024,THE 2024,1201.0,,57.2,42.4,24.0,,27.03884667184231,48.2
U1057,C0108,2024,THE 2024,1201.0,,48.4,16.5,0.0,,20.347900494709062,23.2
U1061,C0137,2024,THE 2024,1201.0,,39.0,13.3,8.0,,22.284766209911368,39.2
U1085,C0259,2024,THE 2024,1201.0,,37.2,16.8,3.0,,18.59202672930507,29.5
U1086,C0242,2024,THE 2024,1201.0,,44.5,12.0,12.0,,19.20496626651981,32.6
U1094,C0231,2024,THE 2024,1201.0,,35.5,17.2,2.0,,20.48508285612162,35.4
U1095,C0019,2024,THE 2024,1201.0,,46.9,13.9,0.0,,22.79426397335201,43.7
U1114,C0231,2024,THE 2024,1201.0,,50.9,23.3,0.0,,22.089949210899324,28.7
U1125,C0116,2024,THE 2024,1201.0,,28.8,5.2,0.0,,12.472292864315792,20.0
U1128,C0108,2024,THE 2024,1201.0,,52.0,14.6,2.0,,19.85282054150544,21.5
U1172,C0116,2024,THE 2024,1201.0,,15.2,13.8,6.0,,14.483723391172074,33.7
U1184,C0116,2024,THE 2024,1201.0,,31.4,16.0,5.0,,20.461338417905665,40.8
U2920,C0039,2024,THE 2024,1201.0,,31.2,13.4,12.0,,24.59473175230085,61.4
U1230,C0188,2024,THE 2024,1201.0,,34.4,13.1,5.0,,18.7881111044538,29.8
U2380,C0216,2024,THE 2024,1201.0,,39.2,12.1,4.0,,23.46326527029512,48.8
U1248,C0082,2024,THE 2024,1201.0,,24.9,50.4,18.0,,26.465817104131176,67.5
U2367,C0189,2024,THE 2024,1201.0,,35.7,6.4,18.0,,22.702876783912764,59.7
U2542,C0145,2024,THE 2024,1201.0,,46.0,13.6,3.0,,21.571102312566392,33.3
U1274,C0108,2024,THE 2024,1201.0,,51.9,14.9,3.0,,22.05100076042568,24.0
U2948,C0236,2024,THE 2024,1201.0,,44.2,14.5,2.0,,22.30376950760062,45.8
U2951,C0208,2024,THE 2024,1201.0,,40.8,14.4,11.0,,23.61153690637453,38.9
U2952,C0162,2024,THE 2024,1201.0,,36.5,45.9,1.0,,19.756173723330285,40.2
U2960,C0151,2024,THE 2024,1201.0,,45.3,22.8,1.0,,22.33259162392663,35.4
U1303,C0188,2024,THE 2024,1201.0,,30.5,5.7,16.0,,17.48405296345804,36.8
U1304,C0188,2024,THE 2024,1201.0,,31.1,7.3,5.0,,14.797140333187132,24.7
U1305,C0033,2024,THE 2024,1201.0,,27.9,5.7,44.0,,21.438444196110268,53.9
U2965,C0194,2024,THE 2024,1201.0,,37.2,9.8,14.0,,19.20821922624407,40.5
U1315,C0057,2024,THE 2024,1201.0,,36.8,16.3,17.0,,27.593478614748285,55.1
U1317,C0152,2024,THE 2024,1201.0,,22.8,42.1,1.0,,19.32699507854356,29.2
U1329,C0116,2024,THE 2024,1201.0,,23.9,8.3,3.0,,13.36449699785021,24.8
U1348,C0162,2024,THE 2024,1201.0,,32.2,41.7,3.0,,18.29210386642,32.1
U2990,C0236,2024,THE 2024,1201.0,,36.2,8.5,2.0,,20.331623376514152,46.0
U1354,C0245,2024,THE 2024,1201.0,,29.2,14.6,7.0,,21.95214163112529,56.3
U1355,C0195,2024,THE 2024,1201.0,,26.4,12.8,12.0,,16.12241728134824,31.9
U1361,C0195,2024,THE 2024,1201.0,,20.4,20.7,14.0,,18.231987308564783,39.9
U1369,C0145,2024,THE 2024,1201.0,,29.0,16.3,9.0,,18.44772661577309,41.2
U1376,C0117,2024,THE 2024,1201.0,,27.6,15.5,18.0,,22.0621853933307,61.2
U1378,C0116,2024,THE 2024,1201.0,,19.9,10.2,12.0,,17.878482237058307,43.2
U1379,C0116,2024,THE 2024,1201.0,,28.5,6.7,5.0,,19.017705430607837,40.3
U1381,C0116,2024,THE 2024,1201.0,,23.0,16.1,5.0,,18.034551452497876,31.4
U3001,C0119,2024,THE 2024,1201.0,,45.9,34.5,2.0,,24.534469017966277,49.8
U3002,C0165,2024,THE 2024,1201.0,,51.3,21.6,3.0,,28.312387570564205,62.8
U1416,C0267,2024,THE 2024,1201.0,,20.6,15.0,8.0,,15.347836646149602,28.8
U1421,C0267,2024,THE 2024,1201.0,,27.4,22.7,6.0,,21.268028718726672,28.7
U1422,C0267,2024,THE 2024,1201.0,,25.0,15.6,4.0,,18.46840549393281,26.5
U1461,C0047,2024,THE 2024,1201.0,,37.1,22.0,1.0,,21.261372713703324,41.1
U1465,C0216,2024,THE 2024,1201.0,,37.8,67.5,4.0,,21.81465554483989,31.0
U1424,C0267,2024,THE 2024,1201.0,,26.3,18.6,9.0,,25.056583446288425,48.6
U1432,C0108,2024,THE 2024,1201.0,,45.7,15.9,0.0,,17.2694355666517,19.8
U1435,C0267,2024,THE 2024,1201.0,,35.0,33.1,3.0,,20.66041455412632,26.8
U1443,C0195,2024,THE 2024,1201.0,,10.7,9.5,7.0,,9.945743057807729,25.5
U1450,C0267,2024,THE 2024,1201.0,,30.2,16.2,8.0,,23.53891977192773,34.7
U1453,C0242,2024,THE 2024,1201.0,,14.9,7.9,14.0,,10.12079863152281,33.6
U1455,C0242,2024,THE 2024,1201.0,,16.0,8.0,3.0,,8.226590624572294,22.4
U3022,C0173,2024,THE 2024,1201.0,,30.3,11.7,1.0,,16.579129936272505,37.0
U1560,C0116,2024,THE 2024,1201.0,,19.7,14.5,6.0,,16.659397999770334,38.2
U1575,C0242,2024,THE 2024,1201.0,,7.4,10.1,2.0,,4.858110613803092,21.5
U1585,C0188,2024,THE 2024,1201.0,,37.3,13.7,6.0,,20.21930996978317,36.1
U3040,C0194,2024,THE 2024,1201.0,,35.0,17.5,6.0,,21.10709232404563,41.0
U1596,C0116,2024,THE 2024,1201.0,,29.8,11.5,4.0,,18.153534842229973,26.6
U1598,C0108,2024,THE 2024,1201.0,,31.1,25.7,3.0,,16.04310019416833,21.4
U1617,C0082,2024,THE 2024,1201.0,,27.9,23.4,16.0,,26.26352994211957,66.7
U3058,C0082,2024,THE 2024,1201.0,,21.6,13.9,15.0,,25.18709464012548,79.9
U1624,C0271,2024,THE 2024,1201.0,,17.1,10.3,24.0,,18.32746980857491,62.1
U1634,C0259,2024,THE 2024,1201.0,,45.5,23.1,5.0,,23.438919542120303,38.2
U3213,C0187,2024,THE 2024,1201.0,,38.7,11.1,0.0,,21.997837891137284,38.4
U1642,C0195,2024,THE 2024,1201.0,,14.5,6.9,4.0,,9.589639148553516,22.6
U1653,C0189,2024,THE 2024,1201.0,,49.6,16.9,5.0,,22.01537527802257,31.8
U1670,C0186,2024,THE 2024,1201.0,,29.7,7.3,1.0,,18.052733366307148,45.6
U1673,C0045,2024,THE 2024,1201.0,,32.8,26.2,1.0,,24.174570087748297,51.1
U1674,C0047,2024,THE 2024,1201.0,,37.4,12.9,2.0,,21.269921194767413,45.3
U1665,C0030,2024,THE 2024,1201.0,,34.3,13.0,1.0,,17.45469648562603,30.7
U1686,C0260,2024,THE 2024,1201.0,,53.7,28.3,0.0,,25.089865129809333,46.6
U1690,C0188,2024,THE 2024,1201.0,,45.2,8.5,6.0,,18.90334934380384,25.9
U1689,C0188,2024,THE 2024,1201.0,,35.9,11.4,6.0,,17.138976375630243,26.9
U1696,C0231,2024,THE 2024,1201.0,,32.6,12.9,2.0,,19.666185279327262,37.7
U3083,C0192,2024,THE 2024,1201.0,,40.8,15.2,1.0,,22.0590461527476,44.4
U1709,C0261,2024,THE 2024,1201.0,,28.5,11.4,10.0,,17.602839240012138,36.4
U3085,C0259,2024,THE 2024,1201.0,,35.1,43.0,33.0,,21.665940996397165,48.6
U3304,C0216,2024,THE 2024,1201.0,,51.2,19.4,6.0,,25.258868712981013,39.9
U1753,C0116,2024,THE 2024,1201.0,,34.0,14.4,4.0,,22.22576871947959,58.4
U1757,C0116,2024,THE 2024,1201.0,,27.4,17.4,10.0,,19.775274985321342,46.8
U2583,C0132,2024,THE 2024,1201.0,,24.2,10.9,7.0,,22.744152686142066,69.7
U1807,C0116,2024,THE 2024,1201.0,,39.3,1.4,0.0,,14.7032655375351,18.3
U1809,C0257,2024,THE 2024,1201.0,,45.4,26.6,7.0,,19.203373250884116,28.4
U1814,C0195,2024,THE 2024,1201.0,,21.8,10.7,14.0,,16.156596516882214,37.1
U1827,C0116,2024,THE 2024,1201.0,,33.1,3.3,0.0,,13.965198223242664,17.6
U1830,C0108,2024,THE 2024,1201.0,,45.0,13.1,3.0,,19.687476937817404,29.4
U1832,C0108,2024,THE 2024,1201.0,,35.1,10.6,5.0,,15.94216355830794,29.7
U2469,C0109,2024,THE 2024,1201.0,,33.9,16.9,2.0,,21.365573207372325,33.3
U1850,C0257,2024,THE 2024,1201.0,,36.7,14.0,8.0,,19.863183553615603,34.1
U1853,C0259,2024,THE 2024,1201.0,,46.2,7.9,7.0,,19.569470111209974,29.1
U1857,C0261,2024,THE 2024,1201.0,,32.7,13.8,9.0,,20.75806612829656,30.6
U2912,C0045,2024,THE 2024,1201.0,,49.2,26.4,1.0,,25.340732872007948,50.4
U1865,C0259,2024,THE 2024,1201.0,,41.8,22.1,1.0,,19.19875613529574,26.3
U1871,C0259,2024,THE 2024,1201.0,,20.8,13.0,2.0,,9.653485694238656,20.6
U1872,C0019,2024,THE 2024,1201.0,,43.4,17.8,0.0,,21.393423143498893,44.8
U3127,C0046,2024,THE 2024,1201.0,,40.4,10.5,2.0,,17.68213062192785,26.6
U1887,C0116,2024,THE 2024,1201.0,,22.3,29.7,5.0,,20.34769497105291,42.3
U1888,C0116,2024,THE 2024,1201.0,,32.3,3.2,4.0,,15.332248121045875,24.5
U1897,C0116,2024,THE 2024,1201.0,,35.5,1.6,0.0,,13.882221867323736,19.8
U1909,C0188,2024,THE 2024,1201.0,,39.4,12.0,4.0,,19.51945110234479,26.6
U2517,C0005,2024,THE 2024,1201.0,,51.3,29.4,0.0,,22.41947565383353,40.6
U1922,C0271,2024,THE 2024,1201.0,,27.4,11.9,5.0,,19.295414206927564,48.5
U1928,C0260,2024,THE 2024,1201.0,,53.5,27.6,0.0,,25.821657872031047,48.8
U1936,C0261,2024,THE 2024,1201.0,,33.0,21.4,6.0,,24.69338891166825,35.0
U1937,C0261,2024,THE 2024,1201.0,,25.1,18.6,12.0,,16.926698750153196,35.6
U2584,C0082,2024,THE 2024,1201.0,,20.8,23.7,26.0,,24.063593710127968,70.0
U3141,C0236,2024,THE 2024,1201.0,,31.4,13.7,2.0,,17.514274062135144,40.1
U3150,C0046,2024,THE 2024,1201.0,,27.7,7.4,2.0,,13.943702699500513,22.3
U1945,C0195,2024,THE 2024,1201.0,,21.4,11.3,11.0,,16.54381291703978,40.3
U1954,C0260,2024,THE 2024,1201.0,,53.3,33.0,1.0,,25.888358175872007,48.9
U1957,C0046,2024,THE 2024,1201.0,,38.3,15.9,2.0,,17.753895218188298,21.8
U3159,C0053,2024,THE 2024,1201.0,,49.1,15.7,2.0,,23.92354953545376,36.0
U1964,C0108,2024,THE 2024,1201.0,,23.6,15.0,0.0,,13.528670005128973,31.5
U1965,C0108,2024,THE 2024,1201.0,,51.6,15.5,2.0,,21.219594788848788,26.8
U2088,C0194,2024,THE 2024,1201.0,,49.3,22.9,14.0,,23.73181088990132,36.9
U1983,C0116,2024,THE 2024,1201.0,,44.4,0.8,1.0,,16.517715321803966,20.1
U1989,C0195,2024,THE 2024,1201.0,,22.8,13.6,20.0,,18.41915207549397,41.7
U2553,C0145,2024,THE 2024,1201.0,,38.6,17.7,7.0,,21.95005571408715,47.0
U3170,C0244,2024,THE 2024,1201.0,,40.2,16.0,42.0,,27.663959487745498,71.6
U2006,C0231,2024,THE 2024,1201.0,,27.7,26.2,1.0,,21.38513811177848,37.9
U2472,C0109,2024,THE 2024,1201.0,,51.5,20.4,0.0,,19.845975241495037,25.8
U3179,C0045,2024,THE 2024,1201.0,,31.5,15.5,0.0,,22.27782057645038,52.3
U2029,C0267,2024,THE 2024,1201.0,,34.1,22.5,7.0,,20.290403504653355,42.9
U3181,C0045,2024,THE 2024,1201.0,,45.1,31.8,4.0,,30.912672868197888,59.0
U2032,C0242,2024,THE 2024,1201.0,,20.2,10.6,5.0,,13.485427590959736,31.8
U2060,C0194,2024,THE 2024,1201.0,,39.3,20.5,2.0,,17.84349606945188,25.0
U2061,C0089,2024,THE 2024,1201.0,,50.4,33.2,4.0,,23.997667170276625,40.7
U2064,C0271,2024,THE 2024,1201.0,,30.2,13.1,23.0,,21.841022038461567,44.8
U3187,C0082,2024,THE 2024,1201.0,,24.3,15.6,19.0,,26.185220690828142,83.8
U2554,C0145,2024,THE 2024,1201.0,,32.6,16.1,6.0,,19.456161425079003,44.2
U0909,C0109,2024,THE 2024,1201.0,,25.4,7.1,6.0,,16.487580815514555,42.5
U3200,C0245,2024,THE 2024,1201.0,,45.1,21.7,2.0,,22.289818419672105,46.1
U2103,C0108,2024,THE 2024,1201.0,,27.9,15.3,1.0,,13.79659253860759,18.4
U2104,C0231,2024,THE 2024,1201.0,,25.7,11.4,1.0,,19.86705651957404,38.1
U2107,C0108,2024,THE 2024,1201.0,,41.9,18.3,0.0,,14.706930373773732,18.0
U2117,C0116,2024,THE 2024,1201.0,,33.7,13.7,0.0,,16.19591111929889,21.5
U2118,C0116,2024,THE 2024,1201.0,,36.5,16.0,4.0,,17.648216138769385,30.4
U2120,C0116,2024,THE 2024,1201.0,,24.4,9.7,2.0,,19.200702035641328,26.4
U2131,C0116,2024,THE 2024,1201.0,,19.7,10.4,8.0,,17.477451685771364,44.4
U2133,C0116,2024,THE 2024,1201.0,,26.4,24.0,4.0,,21.57734644107537,29.1
U2136,C0057,2024,THE 2024,1201.0,,31.8,20.1,11.0,,25.95543635894244,51.3
U3230,C0116,2024,THE 2024,1201.0,,29.2,10.6,3.0,,17.38971878985871,33.1
U2150,C0194,2024,THE 2024,1201.0,,49.8,20.4,1.0,,23.101410607764134,36.9
U2152,C0167,2024,THE 2024,1201.0,,49.5,30.9,0.0,,23.648405007309652,46.7
U2164,C0267,2024,THE 2024,1201.0,,37.8,20.4,10.0,,23.22883728835476,46.6
U3238,C0236,2024,THE 2024,1201.0,,23.5,11.4,2.0,,14.835560700399036,39.2
U2171,C0267,2024,THE 2024,1201.0,,18.3,8.9,8.0,,18.51789511650443,27.1
U2195,C0216,2024,THE 2024,1201.0,,38.0,36.0,37.0,,25.93114369970016,58.6
U2196,C0030,2024,THE 2024,1201.0,,22.3,24.3,0.0,,14.740489010786334,29.3
U2562,C0145,2024,THE 2024,1201.0,,37.0,16.6,6.0,,21.419647132821805,42.1
U3253,C0216,2024,THE 2024,1201.0,,37.9,10.7,6.0,,21.204367203560796,38.1
U3336,C0108,2024,THE 2024,1201.0,,44.4,14.4,2.0,,17.93639667112801,27.7
U3255,C0212,2024,THE 2024,1201.0,,19.9,29.4,1.0,,25.989737842553147,49.0
U3341,C0251,2024,THE 2024,1201.0,,46.8,15.9,1.0,,24.91165408684205,48.9
U3347,C0137,2024,THE 2024,1201.0,,36.0,12.3,11.0,,23.8089995338226,47.2
U3354,C0108,2024,THE 2024,1201.0,,41.8,15.3,2.0,,17.542128025814627,20.1
U3359,C0242,2024,THE 2024,1201.0,,8.8,8.3,28.0,,12.50529060535613,47.2
U3362,C0195,2024,THE 2024,1201.0,,34.5,10.5,5.0,,16.89226637107271,27.9
U3368,C0057,2024,THE 2024,1201.0,,27.8,14.7,13.0,,22.96390165919307,46.9
U3369,C0137,2024,THE 2024,1201.0,,27.4,11.2,15.0,,22.58845388711333,61.9
