university_id,university_name,country_id,country_name,region,match_method,manual_review_required,sources
U0001,aalborg university,C0058,denmark,Europe,exact_normalized_name,False,"QS,THE,WUR"
U0002,aalto university,C0080,finland,Europe,exact_normalized_name,False,"QS,THE,WUR"
U0003,aarhus university,C0058,denmark,Europe,exact_normalized_name,False,"QS,THE,WUR"
U0004,abai kazakh national pedagogical university,C0118,kazakhstan,Asia,exact_normalized_name,False,QS
U0005,abbes laghrour university of khenchala,C0005,algeria,,exact_normalized_name,False,THE
U0006,abbottabad university of science and technology,C0181,pakistan,,exact_normalized_name,False,THE
U0007,abdelhafid boussouf university center of mila,C0005,algeria,,exact_normalized_name,False,THE
U0008,abdelmalek essaâdi university,C0162,morocco,,exact_normalized_name,False,"THE,WUR"
U0009,abdullah gül university,C0257,turkey,,exact_normalized_name,False,"THE,WUR"
U0010,abdul wali khan university mardan,C0181,pakistan,,exact_normalized_name,False,"THE,WUR"
U0011,abertay university,C0244,united kingdom,,exact_normalized_name,False,"THE,WUR"
U0012,aberystwyth university,C0244,united kingdom,Europe,exact_normalized_name,False,"QS,THE,WUR"
U0013,abia state university,C0173,nigeria,,exact_normalized_name,False,THE
U0014,abo akademi university,C0080,finland,Europe,exact_normalized_name,False,QS
U0015,abrar university,C0211,somalia,,exact_normalized_name,False,THE
U0016,abu dhabi university,C0243,united arab emirates,Asia,exact_normalized_name,False,"QS,THE,WUR"
U0017,academy of economic studies of moldova,C0158,moldova,,exact_normalized_name,False,WUR
U0018,acıbadem university,C0257,turkey,,exact_normalized_name,False,"THE,WUR"
U0019,acharya nagarjuna university,C0108,india,,exact_normalized_name,False,"THE,WUR"
U0020,ada kent university,C0258,northern cyprus,,exact_normalized_name,False,THE
U0021,adamawa state university mubi,C0173,nigeria,,exact_normalized_name,False,WUR
U0022,adam mickiewicz university poznań,C0188,poland,,exact_normalized_name,False,"THE,WUR"
U0023,adam mickiewicz university poznan,C0188,poland,Europe,exact_normalized_name,False,QS
U0024,addis ababa university,C0073,ethiopia,Africa,exact_normalized_name,False,"QS,WUR"
U0025,adelphi university,C0245,united states,,exact_normalized_name,False,THE
U0026,adolfo ibáñez university,C0045,chile,,exact_normalized_name,False,"THE,WUR"
U0027,adventist university of central africa,C0196,rwanda,,exact_normalized_name,False,THE
U0028,aecc university college,C0244,united kingdom,,exact_normalized_name,False,"THE,WUR"
U0029,afe babalola university,C0173,nigeria,,exact_normalized_name,False,"THE,WUR"
U0030,aga khan university,C0181,pakistan,,exact_normalized_name,False,WUR
U0031,agh university of krakow,C0188,poland,,exact_normalized_name,False,"THE,WUR"
U0032,agh university of science and technology,C0188,poland,Europe,exact_normalized_name,False,QS
U0033,ahl al bayt university,C0111,iraq,,exact_normalized_name,False,WUR
U0034,ahlia university,C0018,bahrain,Asia,exact_normalized_name,False,QS
U0035,ahvaz jundishapur university of medical sciences ajums,C0259,iran,,exact_normalized_name,False,"THE,WUR"
U0036,aichi medical university,C0116,japan,,exact_normalized_name,False,"THE,WUR"
U0037,aichi prefectural university,C0116,japan,,exact_normalized_name,False,"THE,WUR"
U0038,ain shams university,C0260,egypt,Africa,exact_normalized_name,False,"QS,THE,WUR"
U0039,airlangga university,C0109,indonesia,Asia,exact_normalized_name,False,QS
U0040,air university,C0181,pakistan,,exact_normalized_name,False,"THE,WUR"
U0041,aixmarseille university,C0082,france,Europe,exact_normalized_name,False,"QS,THE,WUR"
U0042,ajeenkya dy patil university,C0108,india,,exact_normalized_name,False,"THE,WUR"
U0043,ajman university,C0243,united arab emirates,Asia,exact_normalized_name,False,"QS,THE,WUR"
U0044,ajou university,C0261,south korea,Asia,exact_normalized_name,False,"QS,THE,WUR"
U0045,akdeniz üniversitesi,C0257,turkey,Asia,exact_normalized_name,False,QS
U0046,akdeniz university,C0257,turkey,,exact_normalized_name,False,"THE,WUR"
U0047,akhmet yassawi university,C0118,kazakhstan,,exact_normalized_name,False,THE
U0048,akita prefectural university,C0116,japan,,exact_normalized_name,False,"THE,WUR"
U0049,akita university,C0116,japan,,exact_normalized_name,False,"THE,WUR"
U0050,akli mohand oulhadj bouira university,C0005,algeria,,exact_normalized_name,False,THE
U0051,aksaray university,C0257,turkey,,exact_normalized_name,False,"THE,WUR"
U0052,akwa ibom state university,C0173,nigeria,,exact_normalized_name,False,"THE,WUR"
U0053,alagappa university,C0108,india,,exact_normalized_name,False,"THE,WUR"
U0054,alahliyya amman university,C0117,jordan,Asia,exact_normalized_name,False,"QS,THE,WUR"
U0055,al ain university,C0243,united arab emirates,Asia,exact_normalized_name,False,"QS,THE"
U0056,al akhawayn university,C0162,morocco,,exact_normalized_name,False,THE
U0057,al albayt university,C0117,jordan,,exact_normalized_name,False,THE
U0058,alayen university,C0111,iraq,,exact_normalized_name,False,"THE,WUR"
U0059,alazhar university,C0260,egypt,Africa,exact_normalized_name,False,"QS,THE,WUR"
U0060,albaha university,C0200,saudi arabia,,exact_normalized_name,False,THE
U0061,albalqa applied university,C0117,jordan,Asia,exact_normalized_name,False,"QS,THE,WUR"
U0062,albayan university,C0111,iraq,,exact_normalized_name,False,THE
U0063,albaydha university,C0262,yemen,,exact_normalized_name,False,THE
U0064,albertludwigsuniversitaet freiburg,C0086,germany,Europe,exact_normalized_name,False,QS
U0065,alesraa university college,C0111,iraq,,exact_normalized_name,False,"THE,WUR"
U0066,alexandria university,C0260,egypt,Africa,exact_normalized_name,False,"QS,THE,WUR"
U0067,alexandru ioan cuza university,C0194,romania,Europe,exact_normalized_name,False,"QS,THE,WUR"
U0068,alex ekwueme federal university ndufualike,C0173,nigeria,,exact_normalized_name,False,"THE,WUR"
U0069,alfaisal university,C0200,saudi arabia,Asia,exact_normalized_name,False,"QS,THE,WUR"
U0070,alfarabi kazakh national university,C0118,kazakhstan,Asia,exact_normalized_name,False,"QS,THE,WUR"
U0071,alfarabi university college,C0111,iraq,,exact_normalized_name,False,"THE,WUR"
U0072,alfarahidi university,C0111,iraq,,exact_normalized_name,False,WUR
U0073,alfurat alawsat technical university,C0111,iraq,,exact_normalized_name,False,THE
U0074,algiers 2 university,C0005,algeria,,exact_normalized_name,False,THE
U0075,alhussein bin talal university,C0117,jordan,,exact_normalized_name,False,THE
U0076,aligarh muslim university,C0108,india,Asia,exact_normalized_name,False,"QS,THE,WUR"
U0077,alisher navoi tashkent state university of uzbek language and literature,C0248,uzbekistan,,exact_normalized_name,False,"THE,WUR"
U0078,aljanad university for science and technology,C0262,yemen,,exact_normalized_name,False,THE
U0079,alkarkh university of science,C0111,iraq,,exact_normalized_name,False,THE
U0080,alkitab university,C0111,iraq,,exact_normalized_name,False,"THE,WUR"
U0081,allameh tabataba i university,C0259,iran,,exact_normalized_name,False,THE
U0082,almaarefa university,C0200,saudi arabia,,exact_normalized_name,False,THE
U0083,almaarif university college,C0111,iraq,,exact_normalized_name,False,"THE,WUR"
U0084,alma mater studiorum university of bologna,C0114,italy,Europe,exact_normalized_name,False,QS
U0085,almanara college for medical sciences,C0111,iraq,,exact_normalized_name,False,"THE,WUR"
U0086,almaty technological university,C0118,kazakhstan,Asia,exact_normalized_name,False,"QS,THE"
U0087,almazov national medical research centre,C0195,russian federation,,exact_normalized_name,False,THE
U0088,almustaqbal university,C0111,iraq,,exact_normalized_name,False,"THE,WUR"
U0089,almuthanna university,C0111,iraq,,exact_normalized_name,False,"THE,WUR"
U0090,alnahrain university,C0111,iraq,,exact_normalized_name,False,"THE,WUR"
U0091,alnisour university college,C0111,iraq,,exact_normalized_name,False,THE
U0092,alnoor university college,C0111,iraq,,exact_normalized_name,False,"THE,WUR"
U0093,alqalam university college,C0111,iraq,,exact_normalized_name,False,THE
U0094,alqasim green university,C0111,iraq,,exact_normalized_name,False,THE
U0095,alquds university,C0263,palestinian territory occupied,Asia,exact_normalized_name,False,"QS,THE,WUR"
U0096,alrafidain university college,C0111,iraq,,exact_normalized_name,False,THE
U0097,al safwa university college,C0111,iraq,,exact_normalized_name,False,THE
U0098,altai state university,C0195,russian federation,Europe,exact_normalized_name,False,"QS,THE"
U0099,altınbaş university,C0257,turkey,,exact_normalized_name,False,"THE,WUR"
U0100,altoosi university college,C0111,iraq,,exact_normalized_name,False,THE
U0101,al turath university,C0111,iraq,,exact_normalized_name,False,THE
U0102,alzahra university,C0259,iran,,exact_normalized_name,False,"THE,WUR"
U0103,alzaytoonah university of jordan,C0117,jordan,,exact_normalized_name,False,THE
U0104,amedeo avogadro university of eastern piedmont,C0114,italy,,exact_normalized_name,False,"THE,WUR"
U0105,american international university bangladesh,C0019,bangladesh,,exact_normalized_name,False,"THE,WUR"
U0106,american university,C0245,united states,Americas,exact_normalized_name,False,"QS,THE,WUR"
U0107,the american university in cairo,C0260,egypt,Africa,exact_normalized_name,False,"QS,THE,WUR"
U0108,american university in dubai,C0243,united arab emirates,Asia,exact_normalized_name,False,"QS,THE"
U0109,american university in the emirates aue,C0243,united arab emirates,,exact_normalized_name,False,THE
U0110,american university of beirut,C0132,lebanon,,exact_normalized_name,False,"THE,WUR"
U0111,american university of beirut aub,C0132,lebanon,Asia,exact_normalized_name,False,QS
U0112,american university of madaba,C0117,jordan,,exact_normalized_name,False,"THE,WUR"
U0113,american university of nigeria,C0173,nigeria,,exact_normalized_name,False,WUR
U0114,american university of ras al khaimah,C0243,united arab emirates,,exact_normalized_name,False,"THE,WUR"
U0115,american university of ras al khaimah aurak ,C0243,united arab emirates,Asia,exact_normalized_name,False,QS
U0116,american university of sharjah,C0243,united arab emirates,Asia,exact_normalized_name,False,"QS,THE,WUR"
U0117,american university of the middle east,C0123,kuwait,Asia,exact_normalized_name,False,"QS,THE"
U0118,amirkabir university of technology,C0264,iran islamic republic of,Asia,exact_normalized_name,False,"QS,THE,WUR"
U0119,amity university,C0108,india,Asia,exact_normalized_name,False,"QS,THE,WUR"
U0120,amity university chhattisgarh,C0108,india,,exact_normalized_name,False,THE
U0121,amity university gurugram,C0108,india,,exact_normalized_name,False,"THE,WUR"
U0122,amity university gwalior,C0108,india,,exact_normalized_name,False,"THE,WUR"
U0123,amity university mumbai,C0108,india,,exact_normalized_name,False,"THE,WUR"
U0124,amity university rajasthan jaipur,C0108,india,,exact_normalized_name,False,"THE,WUR"
U0125,amrita vishwa vidyapeetham,C0108,india,Asia,exact_normalized_name,False,"QS,THE"
U0126,anadolu university,C0257,turkey,Asia,exact_normalized_name,False,"QS,THE,WUR"
U0127,andhra university,C0108,india,,exact_normalized_name,False,"THE,WUR"
U0128,andijan machinebuilding institute,C0248,uzbekistan,,exact_normalized_name,False,THE
U0129,andijan state medical institute,C0248,uzbekistan,,exact_normalized_name,False,"THE,WUR"
U0130,andijan state pedagogical institute aspi,C0248,uzbekistan,,exact_normalized_name,False,THE
U0131,andijan state university,C0248,uzbekistan,,exact_normalized_name,False,THE
U0132,andrés bello catholic university ucab,C0265,venezuela,,exact_normalized_name,False,"THE,WUR"
U0133,anglia ruskin university aru,C0244,united kingdom,,exact_normalized_name,False,"THE,WUR"
U0134,angloamerican university,C0057,czechia,,exact_normalized_name,False,"THE,WUR"
U0135,anáhuac university,C0152,mexico,,exact_normalized_name,False,THE
U0136,ankara üniversitesi,C0257,turkey,Asia,exact_normalized_name,False,QS
U0137,ankara science university,C0257,turkey,,exact_normalized_name,False,"THE,WUR"
U0138,ankara university,C0257,turkey,,exact_normalized_name,False,"THE,WUR"
U0139,ankara yildirim beyazit university,C0257,turkey,,exact_normalized_name,False,THE
U0140,çankırı karatekin university,C0257,turkey,,exact_normalized_name,False,THE
U0141,annajah national university,C0263,palestinian territory occupied,Asia,exact_normalized_name,False,"QS,THE,WUR"
U0142,annamalai university,C0108,india,,exact_normalized_name,False,"THE,WUR"
U0143,anna university,C0108,india,Asia,exact_normalized_name,False,"QS,THE,WUR"
U0144,antonio nariño university,C0047,colombia,,exact_normalized_name,False,"THE,WUR"
U0145,aoyama gakuin university,C0116,japan,Asia,exact_normalized_name,False,"QS,THE,WUR"
U0146,applied science private university,C0117,jordan,,exact_normalized_name,False,THE
U0147,applied science private university jordan,C0117,jordan,Asia,exact_normalized_name,False,QS
U0148,applied science university bahrain,C0018,bahrain,Asia,exact_normalized_name,False,QS
U0149,arab academy for science technology and maritime transport,C0260,egypt,Africa,exact_normalized_name,False,"QS,THE,WUR"
U0150,arab american university,C0266,palestine,,exact_normalized_name,False,"THE,WUR"
U0151,arabian gulf university,C0018,bahrain,,exact_normalized_name,False,THE
U0152,arab open university,C0123,kuwait,,exact_normalized_name,False,THE
U0153,arab open university kuwait,C0123,kuwait,,exact_normalized_name,False,WUR
U0154,arab open university lebanon,C0132,lebanon,,exact_normalized_name,False,WUR
U0155,arak university,C0259,iran,,exact_normalized_name,False,"THE,WUR"
U0156,arak university of medical sciences,C0259,iran,,exact_normalized_name,False,"THE,WUR"
U0157,ariel university,C0113,israel,,exact_normalized_name,False,"THE,WUR"
U0158,aristotle university of thessaloniki,C0089,greece,Europe,exact_normalized_name,False,"QS,THE,WUR"
U0159,arizona state university,C0245,united states,Americas,exact_normalized_name,False,QS
U0160,arizona state university tempe,C0245,united states,,exact_normalized_name,False,"THE,WUR"
U0161,arkın university of creative arts and design arucad,C0258,northern cyprus,,exact_normalized_name,False,THE
U0162,armenian state pedagogical university,C0012,armenia,,exact_normalized_name,False,THE
U0163,arts et métiers,C0082,france,,exact_normalized_name,False,"THE,WUR"
U0164,arts university bournemouth,C0244,united kingdom,,exact_normalized_name,False,"THE,WUR"
U0165,arts university plymouth,C0244,united kingdom,,exact_normalized_name,False,"THE,WUR"
U0166,arturo prat university,C0045,chile,,exact_normalized_name,False,THE
U0167,asahi university,C0116,japan,,exact_normalized_name,False,"THE,WUR"
U0168,asfendiyarov kazakh national medical university,C0118,kazakhstan,,exact_normalized_name,False,THE
U0169,ashikaga university,C0116,japan,,exact_normalized_name,False,"THE,WUR"
U0170,ashur university college,C0111,iraq,,exact_normalized_name,False,"THE,WUR"
U0171,asia pacific university of technology and innovation apu,C0145,malaysia,Asia,exact_normalized_name,False,QS
U0172,asia university taiwan,C0267,taiwan,Asia,exact_normalized_name,False,"QS,THE,WUR"
U0173,assiut university,C0260,egypt,Africa,exact_normalized_name,False,"QS,THE,WUR"
U0174,aston university,C0244,united kingdom,Europe,exact_normalized_name,False,"QS,THE,WUR"
U0175,aswan university,C0260,egypt,,exact_normalized_name,False,"THE,WUR"
U0176,atatürk university,C0257,turkey,,exact_normalized_name,False,"THE,WUR"
U0177,ataturk university,C0257,turkey,Asia,exact_normalized_name,False,QS
U0178,ateneo de manila university,C0187,philippines,Asia,exact_normalized_name,False,"QS,THE,WUR"
U0179,athens university of economics and business,C0089,greece,Europe,exact_normalized_name,False,"QS,THE,WUR"
U0180,atılım university,C0257,turkey,,exact_normalized_name,False,"THE,WUR"
U0181,atma jaya catholic university jakarta,C0109,indonesia,Asia,exact_normalized_name,False,QS
U0182,atyrau university,C0118,kazakhstan,,exact_normalized_name,False,THE
U0183,auburn university,C0245,united states,Americas,exact_normalized_name,False,"QS,THE,WUR"
U0184,auckland university of technology,C0170,new zealand,,exact_normalized_name,False,"THE,WUR"
U0185,auckland university of technology aut,C0170,new zealand,Oceania,exact_normalized_name,False,QS
U0186,audencia,C0082,france,,exact_normalized_name,False,"THE,WUR"
U0187,auezov south kazakhstan university sku,C0118,kazakhstan,Asia,exact_normalized_name,False,QS
U0188,augustine university,C0173,nigeria,,exact_normalized_name,False,WUR
U0189,çağ university,C0257,turkey,,exact_normalized_name,False,THE
U0190,australian catholic university,C0014,australia,Oceania,exact_normalized_name,False,"QS,THE,WUR"
U0191,the australian national university,C0014,australia,Oceania,exact_normalized_name,False,"QS,THE,WUR"
U0192,austral university,C0011,argentina,,exact_normalized_name,False,THE
U0193,austral university of chile,C0045,chile,,exact_normalized_name,False,"THE,WUR"
U0194,autonomous university of baja california,C0152,mexico,,exact_normalized_name,False,"THE,WUR"
U0195,autonomous university of barcelona,C0216,spain,,exact_normalized_name,False,"THE,WUR"
U0196,autonomous university of chiapas,C0152,mexico,,exact_normalized_name,False,THE
U0197,autonomous university of madrid,C0216,spain,,exact_normalized_name,False,"THE,WUR"
U0198,autonomous university of sinaloa,C0152,mexico,,exact_normalized_name,False,"THE,WUR"
U0199,azarbaijan shahid madani university,C0259,iran,,exact_normalized_name,False,"THE,WUR"
U0200,azerbaijan state oil and industry university,C0016,azerbaijan,Asia,exact_normalized_name,False,QS
U0201,azerbaijan state university of economics,C0016,azerbaijan,Asia,exact_normalized_name,False,"QS,THE,WUR"
U0202,azerbaijan university of architecture and construction,C0016,azerbaijan,,exact_normalized_name,False,"THE,WUR"
U0203,babcock university,C0173,nigeria,,exact_normalized_name,False,"THE,WUR"
U0204,babeşbolyai university,C0194,romania,,exact_normalized_name,False,"THE,WUR"
U0205,babesbolyai university,C0194,romania,Europe,exact_normalized_name,False,QS
U0206,babol noshirvani university of technology,C0259,iran,,exact_normalized_name,False,"THE,WUR"
U0207,babol university of medical sciences,C0259,iran,,exact_normalized_name,False,"THE,WUR"
U0208,bacha khan university charsadda,C0181,pakistan,,exact_normalized_name,False,THE
U0209,badji mokhtar university annaba,C0005,algeria,,exact_normalized_name,False,"THE,WUR"
U0210,badr university in cairo buc,C0260,egypt,,exact_normalized_name,False,"THE,WUR"
U0211,bahauddin zakariya university,C0181,pakistan,Asia,exact_normalized_name,False,"QS,THE,WUR"
U0212,bahçeşehir university,C0257,turkey,,exact_normalized_name,False,"THE,WUR"
U0213,bahria university,C0181,pakistan,,exact_normalized_name,False,"THE,WUR"
U0214,başkent university,C0257,turkey,,exact_normalized_name,False,"THE,WUR"
U0215,bakrie university,C0109,indonesia,,exact_normalized_name,False,"THE,WUR"
U0216,baku state university,C0016,azerbaijan,Asia,exact_normalized_name,False,"QS,THE,WUR"
U0217,balochistan university of engineering and technology khuzdar,C0181,pakistan,,exact_normalized_name,False,WUR
U0218,balochistan university of information technology engineering and management sciences buitems,C0181,pakistan,,exact_normalized_name,False,THE
U0219,bamidele olumilua university of education science and technology ikereikiti,C0173,nigeria,,exact_normalized_name,False,WUR
U0220,banaras hindu university,C0108,india,Asia,exact_normalized_name,False,"QS,THE,WUR"
U0221,banasthali university,C0108,india,,exact_normalized_name,False,"THE,WUR"
U0222,bandirma onyedi eylül university,C0257,turkey,,exact_normalized_name,False,"THE,WUR"
U0223,bandung institute of technology itb,C0109,indonesia,Asia,exact_normalized_name,False,"QS,THE,WUR"
U0224,bangabandhu sheikh mujibur rahman agricultural university,C0019,bangladesh,,exact_normalized_name,False,"THE,WUR"
U0225,bangladesh agricultural university bau,C0019,bangladesh,,exact_normalized_name,False,"THE,WUR"
U0226,bangladesh university of engineering and technology,C0019,bangladesh,Asia,exact_normalized_name,False,"QS,THE,WUR"
U0227,bangor university,C0244,united kingdom,Europe,exact_normalized_name,False,"QS,THE,WUR"
U0228,barawa international university,C0211,somalia,,exact_normalized_name,False,"THE,WUR"
U0229,barilan university,C0113,israel,Asia,exact_normalized_name,False,"QS,THE,WUR"
U0230,bartin university,C0257,turkey,,exact_normalized_name,False,"THE,WUR"
U0231,bashkir state medical university,C0195,russian federation,,exact_normalized_name,False,THE
U0232,basrah university college of science and technology,C0111,iraq,,exact_normalized_name,False,WUR
U0233,bath spa university,C0244,united kingdom,,exact_normalized_name,False,"THE,WUR"
U0234,bauman moscow state technical university,C0195,russian federation,Europe,exact_normalized_name,False,"QS,THE"
U0235,bayburt university,C0257,turkey,,exact_normalized_name,False,THE
U0236,bayero university,C0173,nigeria,,exact_normalized_name,False,"THE,WUR"
U0237,baylor university,C0245,united states,Americas,exact_normalized_name,False,"QS,THE,WUR"
U0238,baze university,C0173,nigeria,,exact_normalized_name,False,"THE,WUR"
U0239,beihang university,C0046,china,,exact_normalized_name,False,"THE,WUR"
U0240,beihang university former buaa,C0268,china mainland,Asia,exact_normalized_name,False,QS
U0241,beijing foreign studies university,C0268,china mainland,Asia,exact_normalized_name,False,QS
U0242,beijing institute of technology,C0046,china mainland,Asia,exact_normalized_name,False,"QS,THE,WUR"
U0243,beijing jiaotong university,C0046,china mainland,Asia,exact_normalized_name,False,"QS,WUR"
U0244,beijing normal university,C0046,china mainland,Asia,exact_normalized_name,False,"QS,THE,WUR"
U0245,beijing university of chemical technology,C0268,china mainland,Asia,exact_normalized_name,False,QS
U0246,beijing university of chinese medicine,C0268,china mainland,Asia,exact_normalized_name,False,QS
U0247,beijing university of posts and telecommunications,C0268,china mainland,Asia,exact_normalized_name,False,QS
U0248,beijing university of technology,C0268,china mainland,Asia,exact_normalized_name,False,QS
U0249,beirut arab university,C0132,lebanon,Asia,exact_normalized_name,False,"QS,THE,WUR"
U0250,belarusian national technical university bntu,C0021,belarus,Europe,exact_normalized_name,False,QS
U0251,belarusian state medical university,C0021,belarus,,exact_normalized_name,False,THE
U0252,belarusian state university,C0021,belarus,Europe,exact_normalized_name,False,"QS,THE"
U0253,belarusian state university of informatics and radioelectronics,C0021,belarus,Europe,exact_normalized_name,False,"QS,THE"
U0254,belgorod state national research university,C0195,russian federation,,exact_normalized_name,False,THE
U0255,bells university of technology,C0173,nigeria,,exact_normalized_name,False,"THE,WUR"
U0256,benemérita universidad autónoma de puebla,C0152,mexico,Americas,exact_normalized_name,False,"QS,THE,WUR"
U0257,bengurion university of the negev,C0113,israel,Asia,exact_normalized_name,False,"QS,THE,WUR"
U0258,benha university,C0260,egypt,,exact_normalized_name,False,"THE,WUR"
U0259,benisuef university,C0260,egypt,,exact_normalized_name,False,"THE,WUR"
U0260,benson idahosa university,C0173,nigeria,,exact_normalized_name,False,"THE,WUR"
U0261,bernardo ohiggins university,C0045,chile,,exact_normalized_name,False,"THE,WUR"
U0262,beykent university,C0257,turkey,,exact_normalized_name,False,"THE,WUR"
U0263,bezmiâlem vakif university,C0257,turkey,,exact_normalized_name,False,"THE,WUR"
U0264,bharathiar university,C0108,india,,exact_normalized_name,False,"THE,WUR"
U0265,bharath institute of higher education and research,C0108,india,,exact_normalized_name,False,THE
U0266,bharati vidyapeeth university,C0108,india,,exact_normalized_name,False,THE
U0267,bialystok university of technology,C0188,poland,,exact_normalized_name,False,"THE,WUR"
U0268,bielefeld university,C0086,germany,Europe,exact_normalized_name,False,"QS,WUR"
U0269,bilad alrafidain university college,C0111,iraq,,exact_normalized_name,False,THE
U0270,bilecik şeyh edebali university,C0257,turkey,,exact_normalized_name,False,"THE,WUR"
U0271,bilkent university,C0257,turkey,Asia,exact_normalized_name,False,"QS,THE,WUR"
U0272,bina nusantara university binus,C0109,indonesia,Asia,exact_normalized_name,False,QS
U0273,binghamton university suny,C0245,united states,Americas,exact_normalized_name,False,QS
U0274,binus university,C0109,indonesia,,exact_normalized_name,False,"THE,WUR"
U0275,birkbeck university of london,C0244,united kingdom,Europe,exact_normalized_name,False,"QS,WUR"
U0276,birla institute of technology and science pilani,C0108,india,Asia,exact_normalized_name,False,"QS,THE,WUR"
U0277,birmingham city university,C0244,united kingdom,Europe,exact_normalized_name,False,"QS,THE,WUR"
U0278,biruni university,C0257,turkey,,exact_normalized_name,False,"THE,WUR"
U0279,birzeit university,C0263,palestinian territory occupied,Asia,exact_normalized_name,False,"QS,WUR"
U0280,bishop grosseteste university,C0244,united kingdom,,exact_normalized_name,False,"THE,WUR"
U0281,blida 1 university,C0005,algeria,,exact_normalized_name,False,"THE,WUR"
U0282,åbo akademi university,C0080,finland,,exact_normalized_name,False,"THE,WUR"
U0283,boğaziçi university,C0257,turkey,,exact_normalized_name,False,"THE,WUR"
U0284,bogaziçi university,C0257,turkey,Asia,exact_normalized_name,False,QS
U0285,bohdan khmelnytsky national university of cherkasy,C0242,ukraine,,exact_normalized_name,False,THE
U0286,bolu abant izzet baysal university,C0257,turkey,,exact_normalized_name,False,"THE,WUR"
U0287,bond university,C0014,australia,Oceania,exact_normalized_name,False,"QS,THE,WUR"
U0288,boston college,C0245,united states,Americas,exact_normalized_name,False,"QS,THE,WUR"
U0289,boston university,C0245,united states,Americas,exact_normalized_name,False,"QS,THE,WUR"
U0290,botswana international university of science and technology biust,C0029,botswana,,exact_normalized_name,False,"THE,WUR"
U0291,bournemouth university,C0244,united kingdom,Europe,exact_normalized_name,False,"QS,THE,WUR"
U0292,bowen university,C0173,nigeria,,exact_normalized_name,False,WUR
U0293,bowling green state university,C0245,united states,,exact_normalized_name,False,"THE,WUR"
U0294,bozok university,C0257,turkey,,exact_normalized_name,False,"THE,WUR"
U0295,brac university,C0019,bangladesh,Asia,exact_normalized_name,False,"QS,THE"
U0296,brandeis university,C0245,united states,Americas,exact_normalized_name,False,"QS,THE,WUR"
U0297,brigham young university,C0245,united states,Americas,exact_normalized_name,False,QS
U0298,brighton and sussex medical school,C0244,united kingdom,,exact_normalized_name,False,"THE,WUR"
U0299,the british university in dubai,C0243,united arab emirates,,exact_normalized_name,False,THE
U0300,british university in egypt,C0260,egypt,Africa,exact_normalized_name,False,"QS,THE,WUR"
U0301,brno university of technology,C0057,czechia,Europe,exact_normalized_name,False,"QS,THE,WUR"
U0302,brock university,C0039,canada,Americas,exact_normalized_name,False,QS
U0303,brown university,C0245,united states,Americas,exact_normalized_name,False,"QS,THE,WUR"
U0304,brunel university london,C0244,united kingdom,Europe,exact_normalized_name,False,"QS,THE,WUR"
U0305,b s abdur rahman crescent institute of science and technology,C0108,india,,exact_normalized_name,False,"THE,WUR"
U0306,buali sina university,C0259,iran,,exact_normalized_name,False,"THE,WUR"
U0307,bucharest university of economic studies,C0194,romania,,exact_normalized_name,False,"THE,WUR"
U0308,buckinghamshire new university,C0244,united kingdom,,exact_normalized_name,False,"THE,WUR"
U0309,budapest university of technology and economics,C0101,hungary,Europe,exact_normalized_name,False,"QS,THE,WUR"
U0310,óbuda university,C0101,hungary,Europe,exact_normalized_name,False,"QS,THE,WUR"
U0311,bukhara engineering technological institute,C0248,uzbekistan,,exact_normalized_name,False,THE
U0312,bukhara state medical institute,C0248,uzbekistan,,exact_normalized_name,False,THE
U0313,bukhara state university,C0248,uzbekistan,,exact_normalized_name,False,THE
U0314,bukkyo university,C0116,japan,,exact_normalized_name,False,THE
U0315,burapha university,C0231,thailand,,exact_normalized_name,False,"THE,WUR"
U0316,buriram rajabhat university,C0231,thailand,,exact_normalized_name,False,"THE,WUR"
U0317,bursa technical university,C0257,turkey,,exact_normalized_name,False,THE
U0318,bursa uludağ university,C0257,turkey,,exact_normalized_name,False,"THE,WUR"
U0319,ca foscari university of venice,C0114,italy,Europe,exact_normalized_name,False,"QS,THE,WUR"
U0320,cairo university,C0260,egypt,Africa,exact_normalized_name,False,"QS,THE,WUR"
U0321,california institute of technology,C0245,united states,,exact_normalized_name,False,"THE,WUR"
U0322,california institute of technology caltech,C0245,united states,Americas,exact_normalized_name,False,QS
U0323,california polytechnic state university,C0245,united states,Americas,exact_normalized_name,False,QS
U0324,california state university long beach,C0245,united states,Americas,exact_normalized_name,False,QS
U0325,california state university los angeles,C0245,united states,Americas,exact_normalized_name,False,QS
U0326,campus biomedico university of rome,C0114,italy,,exact_normalized_name,False,THE
U0327,canadian international college cic cairo,C0260,egypt,,exact_normalized_name,False,"THE,WUR"
U0328,canadian university dubai,C0243,united arab emirates,Asia,exact_normalized_name,False,QS
U0329,cankaya university,C0257,turkey,,exact_normalized_name,False,"THE,WUR"
U0330,canterbury christ church university,C0244,united kingdom,Europe,exact_normalized_name,False,"QS,THE,WUR"
U0331,capital medical university,C0046,china,,exact_normalized_name,False,"THE,WUR"
U0332,capital university of science and technology,C0181,pakistan,,exact_normalized_name,False,THE
U0333,cardiff metropolitan university,C0244,united kingdom,,exact_normalized_name,False,"THE,WUR"
U0334,cardiff university,C0244,united kingdom,Europe,exact_normalized_name,False,"QS,THE,WUR"
U0335,carleton university,C0039,canada,Americas,exact_normalized_name,False,"QS,THE,WUR"
