university_id,university_name,country_id,country,region,source,ranking_year,global_rank,normalized_rank,ranking_score,rank_band,overall_score,academic_reputation_score,employer_reputation_score,faculty_student_score,student_staff_ratio,citations_per_faculty_score,citations_score,teaching_score,research_score,industry_income_score,international_outlook_score,international_faculty_score,international_students_score,international_student_percentage,international_research_network_score,employment_outcomes_score,sustainability_score,number_of_students,female_percentage
U1722,rice university,C127,United States,Americas,QS,2025,141,141.0,90.67,101-250,53.6,39.1,27.3,62.5,,87.9,,,,,,77.5,94.1,,62.2,29.5,20.6,,
U0003,aarhus university,C029,Denmark,Europe,QS,2025,144,144.0,90.47,101-250,53.3,54.7,27.6,30.8,,63.8,,,,,,89.8,11.9,,96.1,69.5,76.4,,
U1373,nanjing university,C022,China,Asia,QS,2025,145,145.0,90.4,101-250,53.0,57.1,32.5,35.6,,93.0,,,,,,61.9,7.6,,67.1,29.0,16.5,,
U2606,universiti sains malaysia usm,C070,Malaysia,Asia,QS,2025,146,146.0,90.33,101-250,52.7,63.3,69.7,46.4,,19.6,,,,,,24.3,96.4,,87.8,20.1,71.2,,
U2043,technische universitat berlin tu berlin,C039,Germany,Europe,QS,2025,147,147.0,90.27,101-250,52.5,55.3,74.3,58.0,,22.1,,,,,,63.2,74.8,,86.1,37.7,35.4,,
U2603,universiti putra malaysia upm,C070,Malaysia,Asia,QS,2025,148,148.0,90.2,101-250,52.3,61.0,61.9,58.8,,25.7,,,,,,36.1,92.0,,80.5,17.5,53.5,,
U1085,king abdulaziz university kau,C101,Saudi Arabia,Asia,QS,2025,149,149.0,90.13,101-250,52.2,59.8,61.4,41.6,,34.4,,,,,,89.3,9.5,,93.1,35.9,58.4,,
U0849,indian institute of technology delhi iitd,C047,India,Asia,QS,2025,150,150.0,90.07,101-250,52.1,54.1,80.9,17.3,,77.4,,,,,,3.1,1.5,,63.3,35.1,32.7,,
U2679,university of bath,C126,United Kingdom,Europe,QS,2025,150,150.0,90.07,101-250,52.1,35.8,67.9,18.3,,52.0,,,,,,94.3,80.0,,84.2,35.2,90.4,,
U1301,michigan state university,C127,United States,Americas,QS,2025,152,152.0,89.93,101-250,51.9,59.5,48.6,11.4,,50.3,,,,,,54.5,12.4,,97.5,57.1,96.3,,
U1359,nagoya university,C055,Japan,Asia,QS,2025,152,152.0,89.93,101-250,51.9,63.2,65.8,84.7,,25.4,,,,,,14.5,19.6,,64.8,21.5,75.0,,
U2067,texas a m university,C127,United States,Americas,QS,2025,154,154.0,89.8,101-250,51.8,61.2,66.0,4.4,,64.3,,,,,,21.9,12.1,,92.6,44.4,39.5,,
U2828,university of geneva,C114,Switzerland,Europe,QS,2025,155,155.0,89.73,101-250,51.6,45.5,17.2,40.4,,62.4,,,,,,100.0,97.6,,94.2,49.5,42.3,,
U3034,university of north carolina chapel hill,C127,United States,Americas,QS,2025,155,155.0,89.73,101-250,51.6,61.4,36.5,72.9,,47.2,,,,,,23.5,11.1,,91.6,55.2,44.6,,
U3375,wageningen university research,C081,Netherlands,Europe,QS,2025,155,155.0,89.73,101-250,51.6,42.1,23.8,98.6,,41.3,,,,,,59.4,81.2,,97.9,21.1,92.3,,
U0576,erasmus university rotterdam,C081,Netherlands,Europe,QS,2025,158,158.0,89.53,101-250,51.5,37.0,58.2,18.1,,63.3,,,,,,76.0,70.0,,85.4,89.3,28.7,,
U2547,universite de montreal,C020,Canada,Americas,QS,2025,159,159.0,89.47,101-250,51.3,55.5,32.8,76.0,,19.3,,,,,,87.6,54.1,,84.9,54.2,91.4,,
U2842,university of groningen,C081,Netherlands,Europe,QS,2025,159,159.0,89.47,101-250,51.3,52.3,34.4,49.3,,41.2,,,,,,93.2,83.5,,94.1,40.0,40.1,,
U2691,university of bern,C114,Switzerland,Europe,QS,2025,161,161.0,89.33,101-250,51.2,29.7,16.1,45.9,,99.3,,,,,,100.0,38.0,,93.8,30.7,52.1,,
U0753,hanyang university,C109,South Korea,Asia,QS,2025,162,162.0,89.27,101-250,51.1,43.0,78.0,77.1,,28.5,,,,,,17.4,57.6,,63.0,43.3,85.8,,
U0062,al farabi kazakh national university,C057,Kazakhstan,Asia,QS,2025,163,163.0,89.2,101-250,51.0,54.2,79.6,99.3,,1.4,,,,,,49.0,54.2,,64.7,59.6,29.8,,
U0436,complutense university of madrid,C110,Spain,Europe,QS,2025,164,164.0,89.13,101-250,50.9,68.1,68.1,28.7,,7.9,,,,,,10.5,34.3,,91.8,96.3,88.9,,
U2503,universitat de barcelona,C110,Spain,Europe,QS,2025,165,165.0,89.07,101-250,50.7,73.7,30.3,12.4,,38.1,,,,,,23.1,26.3,,96.8,71.5,92.2,,
U2937,university of liverpool,C126,United Kingdom,Europe,QS,2025,165,165.0,89.07,101-250,50.7,46.1,39.4,37.8,,36.6,,,,,,88.3,85.4,,97.2,36.3,95.6,,
U1163,kyushu university,C055,Japan,Asia,QS,2025,167,167.0,88.93,101-250,50.3,58.3,66.5,78.4,,27.9,,,,,,18.7,14.1,,69.9,15.1,77.6,,
U3286,university of wollongong,C006,Australia,Oceania,QS,2025,167,167.0,88.93,101-250,50.3,29.5,24.5,17.0,,94.6,,,,,,91.8,56.3,,89.0,18.3,93.9,,
U0697,ghent university,C012,Belgium,Europe,QS,2025,169,169.0,88.8,101-250,50.1,53.2,24.8,78.5,,21.5,,,,,,79.7,21.4,,99.5,72.9,98.3,,
U2111,the university of exeter,C126,United Kingdom,Europe,QS,2025,169,169.0,88.8,101-250,50.1,42.9,45.0,30.2,,42.5,,,,,,91.0,72.2,,95.1,30.1,97.1,,
U2740,university of cape town,C108,South Africa,Africa,QS,2025,171,171.0,88.67,101-250,50.0,45.2,51.8,13.8,,46.8,,,,,,56.5,19.2,,97.3,95.8,95.6,,
U3093,university of reading,C126,United Kingdom,Europe,QS,2025,172,172.0,88.6,101-250,49.9,32.2,41.7,13.1,,65.7,,,,,,86.2,78.6,,91.7,47.8,94.0,,
U0787,hokkaido university,C055,Japan,Asia,QS,2025,173,173.0,88.53,101-250,49.8,59.0,63.3,76.2,,26.0,,,,,,18.7,12.1,,77.7,15.5,78.1,,
U0454,curtin university,C006,Australia,Oceania,QS,2025,174,174.0,88.47,101-250,49.3,33.1,27.7,15.7,,84.7,,,,,,100.0,24.3,,94.2,31.0,90.7,,
U2501,universitat autonoma de barcelona,C110,Spain,Europe,QS,2025,175,175.0,88.4,101-250,49.2,64.0,35.8,11.5,,59.5,,,,,,18.5,16.5,,93.1,24.0,86.7,,
U1276,mcmaster university,C020,Canada,Americas,QS,2025,176,176.0,88.33,101-250,49.0,39.5,34.2,63.8,,35.6,,,,,,96.2,56.7,,82.6,49.9,91.9,,
U3384,washington university in st louis,C127,United States,Americas,QS,2025,171,171.0,88.67,101-250,49.9,36.3,12.0,99.7,,47.7,,,,,,85.4,72.4,,83.6,31.9,86.7,,
U2730,university of california santa barbara ucsb,C127,United States,Americas,QS,2025,178,178.0,88.2,101-250,48.9,52.6,21.3,7.7,,97.8,,,,,,75.4,17.2,,71.2,7.9,28.4,,
U2118,the university of newcastle australia uon,C006,Australia,Oceania,QS,2025,179,179.0,88.13,101-250,48.7,28.3,24.5,28.7,,91.7,,,,,,99.9,24.2,,82.0,14.8,92.4,,
U2298,universidad de los andes,C023,Colombia,Americas,QS,2025,179,179.0,88.13,101-250,48.7,67.7,88.4,14.2,,5.9,,,,,,22.8,1.9,,55.2,98.2,80.0,,
U2610,universiti teknologi malaysia,C070,Malaysia,Asia,QS,2025,181,181.0,88.0,101-250,48.5,48.6,59.6,46.0,,40.5,,,,,,14.1,86.9,,82.9,18.0,52.1,,
U3382,waseda university,C055,Japan,Asia,QS,2025,181,181.0,88.0,101-250,48.5,60.7,96.1,23.5,,3.8,,,,,,27.9,28.0,,66.4,83.7,56.1,,
U0747,hamad bin khalifa university,C097,Qatar,Asia,QS,2025,183,183.0,87.87,101-250,48.3,12.9,4.7,99.9,,100.0,,,,,,100.0,100.0,,74.3,6.0,2.6,,
U3295,university of york,C126,United Kingdom,Europe,QS,2025,184,184.0,87.8,101-250,48.2,42.9,30.1,43.0,,40.1,,,,,,87.8,75.6,,92.5,23.5,97.4,,
U2053,tecnologico de monterrey,C073,Mexico,Americas,QS,2025,185,185.0,87.73,101-250,48.1,53.8,91.4,62.5,,2.4,,,,,,20.8,10.6,,56.6,96.1,54.4,,
U0328,cardiff university,C126,United Kingdom,Europe,QS,2025,186,186.0,87.67,101-250,47.6,46.8,43.2,36.1,,30.0,,,,,,82.8,67.7,,92.3,18.9,96.0,,
U0548,ecole normale superieure de lyon,C037,France,Europe,QS,2025,187,187.0,87.6,101-250,47.5,29.8,16.3,97.0,,93.5,,,,,,59.0,11.7,,70.3,14.0,6.6,,
U1055,keio university,C055,Japan,Asia,QS,2025,188,188.0,87.53,101-250,47.4,53.0,91.6,57.2,,5.1,,,,,,9.4,10.2,,57.5,91.4,59.0,,
U3051,university of ottawa,C020,Canada,Americas,QS,2025,189,189.0,87.47,101-250,47.3,26.2,23.3,3.5,,81.3,,,,,,91.7,77.8,,93.0,39.8,92.9,,
U2047,technische universitat wien,C007,Austria,Europe,QS,2025,190,190.0,87.4,101-250,47.2,33.9,50.4,12.5,,73.8,,,,,,85.5,90.4,,71.6,19.1,11.3,,
U2508,universitat hamburg,C039,Germany,Europe,QS,2025,191,191.0,87.33,101-250,47.1,50.7,35.7,16.5,,54.7,,,,,,40.2,20.4,,93.4,42.8,90.6,,
U2166,tongji university,C022,China,Asia,QS,2025,192,192.0,87.27,101-250,46.9,31.8,16.9,29.1,,96.9,,,,,,54.5,26.5,,72.9,24.0,81.4,,
U1698,queen s university at kingston,C020,Canada,Americas,QS,2025,193,193.0,87.2,101-250,46.8,40.8,56.7,5.4,,42.6,,,,,,69.2,26.6,,71.2,87.1,93.8,,
U2836,university of gothenburg,C113,Sweden,Europe,QS,2025,194,194.0,87.13,101-250,46.7,35.4,18.3,60.9,,33.6,,,,,,90.0,78.2,,94.2,63.1,92.8,,
U3413,wuhan university,C022,China,Asia,QS,2025,194,194.0,87.13,101-250,46.7,39.2,40.5,14.0,,91.9,,,,,,39.2,4.9,,78.2,46.5,22.2,,
U0572,emory university,C127,United States,Americas,QS,2025,196,196.0,87.0,101-250,46.6,25.2,19.0,93.8,,78.4,,,,,,52.2,33.9,,85.6,22.8,37.0,,
U0477,deakin university,C006,Australia,Oceania,QS,2025,197,197.0,86.93,101-250,46.4,31.3,23.9,4.6,,73.6,,,,,,96.4,63.8,,82.7,36.8,93.7,,
U2235,universidad autonoma de madrid,C110,Spain,Europe,QS,2025,198,198.0,86.87,101-250,46.3,61.0,64.3,29.1,,21.0,,,,,,7.7,10.4,,92.0,43.1,79.6,,
U2718,university of calgary,C020,Canada,Americas,QS,2025,198,198.0,86.87,101-250,46.3,37.9,44.5,18.1,,40.3,,,,,,77.7,66.2,,85.2,53.3,93.3,,
U0157,arizona state university,C127,United States,Americas,QS,2025,200,200.0,86.73,101-250,46.2,48.6,44.1,7.4,,47.1,,,,,,52.1,37.2,,95.7,23.6,96.3,,
U1098,king saud university,C101,Saudi Arabia,Asia,QS,2025,200,200.0,86.73,101-250,46.2,39.4,28.7,54.3,,40.0,,,,,,99.4,15.0,,95.1,99.0,33.0,,
U0115,american university of sharjah,C125,United Arab Emirates,Asia,QS,2025,332,332.0,77.93,251-500,33.6,20.9,38.6,19.1,,23.9,,,,,,100.0,100.0,,48.1,48.0,16.5,,
U2531,universite catholique de louvain uclouvain,C012,Belgium,Europe,QS,2025,203,203.0,86.53,101-250,46.0,48.4,25.9,4.6,,55.0,,,,,,91.0,47.6,,89.9,76.4,27.1,,
U2986,university of minnesota twin cities,C127,United States,Americas,QS,2025,203,203.0,86.53,101-250,46.0,56.8,33.1,32.4,,41.9,,,,,,7.7,8.7,,91.7,52.5,96.5,,
U0531,ecole des ponts paristech,C037,France,Europe,QS,2025,205,205.0,86.4,101-250,45.8,8.9,58.5,99.0,,62.6,,,,,,43.5,96.5,,37.3,59.5,10.8,,
U1699,queen s university belfast,C126,United Kingdom,Europe,QS,2025,206,206.0,86.33,101-250,45.7,35.4,33.6,28.6,,40.6,,,,,,100.0,98.2,,92.8,9.9,88.9,,
U2487,universitas indonesia,C048,Indonesia,Asia,QS,2025,206,206.0,86.33,101-250,45.7,53.8,79.2,55.7,,2.1,,,,,,88.3,7.1,,37.2,77.3,32.7,,
U2100,the ohio state university,C127,United States,Americas,QS,2025,208,208.0,86.2,101-250,45.6,58.6,50.4,39.5,,31.2,,,,,,13.4,10.6,,94.6,45.3,50.8,,
U2059,tel aviv university,C052,Israel,Asia,QS,2025,209,209.0,86.13,101-250,45.2,32.0,18.6,4.2,,99.4,,,,,,39.7,7.0,,77.9,88.4,46.2,,
U1432,national tsing hua university,C116,Taiwan,Asia,QS,2025,210,210.0,86.07,101-250,45.1,54.8,71.2,28.0,,49.6,,,,,,9.5,11.1,,45.0,16.3,32.1,,
U0842,indian institute of science,C047,India,Asia,QS,2025,211,211.0,86.0,101-250,45.0,45.7,26.3,37.9,,99.9,,,,,,3.7,1.5,,39.1,13.1,23.7,,
U0086,albert ludwigs universitaet freiburg,C039,Germany,Europe,QS,2025,212,212.0,85.93,101-250,44.8,43.1,24.5,24.6,,52.2,,,,,,67.6,33.7,,92.3,32.5,90.0,,
U1701,queensland university of technology qut,C006,Australia,Oceania,QS,2025,213,213.0,85.87,101-250,44.7,39.8,33.1,8.1,,59.9,,,,,,97.9,20.7,,83.4,19.0,89.4,,
U3050,university of otago,C082,New Zealand,Oceania,QS,2025,214,214.0,85.8,101-250,44.4,45.0,24.6,12.8,,38.8,,,,,,100.0,37.6,,79.5,59.1,96.0,,
U1392,national cheng kung university ncku,C116,Taiwan,Asia,QS,2025,215,215.0,85.73,101-250,44.2,51.5,74.0,33.4,,20.3,,,,,,16.3,13.9,,58.7,42.4,83.8,,
U2815,university of florida,C127,United States,Americas,QS,2025,215,215.0,85.73,101-250,44.2,46.7,42.3,62.9,,32.1,,,,,,17.8,10.3,,98.3,44.5,60.6,,
U1168,la trobe university,C006,Australia,Oceania,QS,2025,217,217.0,85.6,101-250,44.1,23.6,19.8,8.0,,77.7,,,,,,92.6,95.0,,78.6,19.6,78.4,,
U2963,university of maryland college park,C127,United States,Americas,QS,2025,218,218.0,85.53,101-250,44.0,48.6,29.4,32.5,,55.0,,,,,,20.9,16.2,,92.3,41.2,54.4,,
U1460,national yang ming chiao tung university,C116,Taiwan,Asia,QS,2025,219,219.0,85.47,101-250,43.9,32.9,62.7,51.1,,52.7,,,,,,19.6,19.2,,53.7,58.3,38.8,,
U2359,universidad nacional de colombia,C023,Colombia,Americas,QS,2025,219,219.0,85.47,101-250,43.9,71.0,89.9,5.4,,3.4,,,,,,5.6,1.4,,65.9,42.6,53.1,,
U3370,vrije universiteit amsterdam,C081,Netherlands,Europe,QS,2025,221,221.0,85.33,101-250,43.8,39.4,17.8,21.3,,63.7,,,,,,67.3,47.4,,89.0,45.1,50.8,,
U0527,eberhard karls universitat tubingen,C039,Germany,Europe,QS,2025,222,222.0,85.27,101-250,43.7,46.0,30.7,87.1,,20.5,,,,,,76.1,26.2,,93.8,30.9,33.0,,
U0858,indian institute of technology kharagpur iit kgp,C047,India,Asia,QS,2025,222,222.0,85.27,101-250,43.7,34.0,51.1,9.0,,90.2,,,,,,1.1,1.1,,69.3,33.0,44.3,,
U0660,friedrich alexander universitat erlangen nurnberg,C039,Germany,Europe,QS,2025,224,224.0,85.13,101-250,43.6,25.8,27.7,3.2,,94.9,,,,,,27.2,48.8,,87.1,19.6,74.5,,
U1218,loughborough university,C126,United Kingdom,Europe,QS,2025,224,224.0,85.13,101-250,43.6,29.7,55.3,23.8,,32.4,,,,,,87.1,68.6,,87.1,23.2,93.8,,
U2924,university of lausanne,C114,Switzerland,Europe,QS,2025,224,224.0,85.13,101-250,43.6,28.4,18.8,36.8,,61.0,,,,,,100.0,54.2,,79.8,51.8,51.2,,
U0859,indian institute of technology madras iitm,C047,India,Asia,QS,2025,227,227.0,84.93,101-250,43.5,42.4,63.2,20.3,,70.3,,,,,,3.9,1.6,,37.5,27.0,44.6,,
U1720,rheinische friedrich wilhelms universitat bonn,C039,Germany,Europe,QS,2025,227,227.0,84.93,101-250,43.5,52.8,24.1,62.7,,17.2,,,,,,44.3,38.9,,94.7,35.4,83.2,,
U0403,chulalongkorn university,C118,Thailand,Asia,QS,2025,229,229.0,84.8,101-250,43.4,68.2,35.9,31.7,,7.5,,,,,,18.7,3.0,,79.6,93.6,73.2,,
U1233,maastricht university,C081,Netherlands,Europe,QS,2025,230,230.0,84.73,101-250,43.0,23.0,27.8,13.2,,62.8,,,,,,99.4,100.0,,80.5,38.2,52.5,,
U2569,universite libre de bruxelles,C012,Belgium,Europe,QS,2025,230,230.0,84.73,101-250,43.0,33.3,34.5,3.0,,49.9,,,,,,98.7,84.4,,87.5,65.5,25.2,,
U2420,universidade estadual de campinas unicamp,C016,Brazil,Americas,QS,2025,232,232.0,84.6,101-250,42.9,71.8,40.3,14.7,,24.3,,,,,,10.7,2.7,,85.4,25.1,65.9,,
U3244,university of twente,C081,Netherlands,Europe,QS,2025,233,233.0,84.53,101-250,42.7,20.7,32.0,43.3,,61.3,,,,,,100.0,90.4,,87.6,20.0,13.8,,
U2045,technische universitat dresden,C039,Germany,Europe,QS,2025,234,234.0,84.47,101-250,42.6,36.3,42.5,80.3,,28.5,,,,,,35.8,27.6,,93.8,8.8,75.8,,
U3267,university of waikato,C082,New Zealand,Oceania,QS,2025,235,235.0,84.4,101-250,42.5,19.1,11.7,12.4,,84.7,,,,,,99.0,56.9,,55.1,46.4,89.5,,
U2477,universita di padova,C053,Italy,Europe,QS,2025,236,236.0,84.33,101-250,42.3,58.9,27.3,8.5,,45.7,,,,,,9.2,11.1,,94.9,18.8,87.7,,
U2640,university of aberdeen,C126,United Kingdom,Europe,QS,2025,236,236.0,84.33,101-250,42.3,30.5,28.8,32.7,,32.0,,,,,,94.5,92.6,,88.5,22.2,96.5,,
U3098,university of rochester,C127,United States,Americas,QS,2025,236,236.0,84.33,101-250,42.3,22.6,20.8,99.1,,33.6,,,,,,63.9,93.8,,64.3,40.4,63.7,,
U0677,gadjah mada university,C048,Indonesia,Asia,QS,2025,239,239.0,84.13,101-250,41.8,54.4,73.5,57.6,,1.7,,,,,,40.3,4.1,,38.1,69.0,26.8,,
U1271,massey university,C082,New Zealand,Oceania,QS,2025,239,239.0,84.13,101-250,41.8,30.1,14.0,48.0,,27.4,,,,,,98.5,95.2,,85.1,49.2,91.4,,
U1625,politecnico di torino,C053,Italy,Europe,QS,2025,241,241.0,84.0,101-250,41.7,40.2,52.1,3.1,,51.6,,,,,,4.9,41.0,,81.4,30.6,77.9,,
U2031,technical university of darmstadt,C039,Germany,Europe,QS,2025,241,241.0,84.0,101-250,41.7,20.0,35.9,6.7,,70.0,,,,,,60.3,81.4,,65.9,44.4,71.8,,
U0473,dartmouth college,C127,United States,Americas,QS,2025,243,243.0,83.87,101-250,41.3,22.8,31.0,65.8,,60.6,,,,,,9.2,40.9,,42.5,68.8,71.2,,
U3347,victoria university of wellington,C082,New Zealand,Oceania,QS,2025,244,244.0,83.8,101-250,41.2,42.8,21.4,10.1,,32.1,,,,,,100.0,31.0,,70.7,71.6,91.4,,
U2946,university of macau,C068,Macau,Asia,QS,2025,245,245.0,83.73,101-250,41.1,11.9,10.5,9.8,,99.1,,,,,,100.0,99.9,,57.0,50.3,7.7,,
U0374,charles university,C028,Czech Republic,Europe,QS,2025,246,246.0,83.67,101-250,41.0,45.6,49.1,32.2,,8.0,,,,,,25.0,50.5,,96.3,65.5,77.4,,
U3176,university of sussex,C126,United Kingdom,Europe,QS,2025,246,246.0,83.67,101-250,41.0,22.6,10.4,15.5,,56.8,,,,,,99.6,84.9,,84.7,39.9,97.7,,
U3338,vanderbilt university,C127,United States,Americas,QS,2025,248,248.0,83.53,101-250,40.8,24.4,21.8,100.0,,53.0,,,,,,30.1,36.0,,78.6,34.7,24.5,,
U3015,university of navarra,C110,Spain,Europe,QS,2025,249,249.0,83.47,101-250,40.7,30.6,68.0,49.6,,14.7,,,,,,24.8,73.8,,63.6,75.8,42.3,,
U0110,american university of beirut aub,C063,Lebanon,Asia,QS,2025,250,250.0,83.4,101-250,40.6,28.6,29.5,48.5,,28.9,,,,,,63.2,37.0,,73.1,97.0,80.5,,
U2025,taylor s university,C070,Malaysia,Asia,QS,2025,251,251.0,83.33,251-500,40.5,27.0,81.0,71.5,,10.1,,,,,,64.8,99.6,,41.4,4.2,22.2,,
U0755,harbin institute of technology,C022,China,Asia,QS,2025,252,252.0,83.27,251-500,40.3,27.1,21.1,33.7,,99.8,,,,,,8.0,5.0,,68.6,28.3,14.6,,
U0790,hong kong baptist university,C044,Hong Kong,Asia,QS,2025,252,252.0,83.27,251-500,40.3,18.2,12.0,60.0,,61.4,,,,,,98.9,100.0,,37.0,15.7,54.4,,
U2837,university of gottingen,C039,Germany,Europe,QS,2025,252,252.0,83.27,251-500,40.3,46.4,27.1,76.4,,16.2,,,,,,49.7,22.4,,95.1,40.3,32.1,,
U0721,griffith university,C006,Australia,Oceania,QS,2025,255,255.0,83.07,251-500,40.1,27.0,13.7,8.4,,62.5,,,,,,99.8,38.5,,92.1,17.9,96.4,,
U0218,bandung institute of technology itb,C048,Indonesia,Asia,QS,2025,256,256.0,83.0,251-500,39.9,43.2,72.7,55.8,,2.6,,,,,,94.4,3.8,,26.3,49.2,37.6,,
U0769,heriot watt university,C126,United Kingdom,Europe,QS,2025,256,256.0,83.0,251-500,39.9,17.8,27.1,17.6,,65.2,,,,,,100.0,98.1,,75.4,26.3,25.7,,
U3271,university of warsaw,C094,Poland,Europe,QS,2025,258,258.0,82.87,251-500,39.8,50.0,53.6,46.4,,5.5,,,,,,10.5,8.4,,84.1,60.0,69.8,,
U0332,case western reserve university,C127,United States,Americas,QS,2025,259,259.0,82.8,251-500,39.7,17.2,15.4,82.3,,61.6,,,,,,35.7,71.7,,55.6,29.3,53.1,,
U2936,university of lisbon,C095,Portugal,Europe,QS,2025,260,260.0,82.73,251-500,39.6,44.0,20.7,10.7,,36.5,,,,,,9.0,39.4,,98.2,94.0,70.9,,
U0321,canadian university dubai,C125,United Arab Emirates,Asia,QS,2025,523,523.0,65.2,501-1000,23.5,20.1,19.9,33.5,,2.7,,,,,,100.0,100.0,,14.0,17.4,1.6,,
U2738,university of canterbury te whare wananga o waitaha,C082,New Zealand,Oceania,QS,2025,261,261.0,82.67,251-500,39.4,34.7,27.3,10.4,,31.4,,,,,,100.0,27.7,,63.0,82.3,91.1,,
U0857,indian institute of technology kanpur iitk,C047,India,Asia,QS,2025,263,263.0,82.53,251-500,39.3,36.9,56.9,14.0,,73.3,,,,,,2.6,1.1,,38.8,19.6,22.0,,
U1517,norwegian university of science and technology,C086,Norway,Europe,QS,2025,264,264.0,82.47,251-500,39.1,33.2,25.2,22.3,,30.4,,,,,,75.1,9.3,,94.4,89.4,85.8,,
U2198,ucsi university,C070,Malaysia,Asia,QS,2025,265,265.0,82.4,251-500,38.8,27.0,65.1,78.1,,3.6,,,,,,89.1,95.8,,37.6,10.2,27.9,,
U2519,universitat pompeu fabra barcelona,C110,Spain,Europe,QS,2025,265,265.0,82.4,251-500,38.8,31.7,29.4,12.1,,67.1,,,,,,75.6,24.5,,74.0,16.4,27.9,,
U2662,university of antwerp,C012,Belgium,Europe,QS,2025,267,267.0,82.27,251-500,38.7,24.1,11.3,37.5,,48.1,,,,,,94.4,32.0,,94.6,44.8,74.8,,
U3285,university of witwatersrand,C108,South Africa,Africa,QS,2025,267,267.0,82.27,251-500,38.7,26.5,42.1,8.9,,30.5,,,,,,75.1,5.8,,96.8,98.9,84.8,,
U2134,tianjin university,C022,China,Asia,QS,2025,269,269.0,82.13,251-500,38.6,17.2,13.5,38.8,,99.5,,,,,,24.8,25.4,,65.2,32.4,16.9,,
U2614,universiti teknologi petronas utp,C070,Malaysia,Asia,QS,2025,269,269.0,82.13,251-500,38.6,19.5,28.1,38.5,,79.0,,,,,,83.9,20.1,,63.9,4.1,18.4,,
U0240,beijing normal university,C022,China,Asia,QS,2025,271,271.0,82.0,251-500,38.5,33.9,10.3,24.2,,92.6,,,,,,6.6,21.3,,70.8,10.5,19.7,,
U1703,radboud university,C081,Netherlands,Europe,QS,2025,272,272.0,81.93,251-500,38.4,28.0,14.1,27.0,,66.0,,,,,,81.3,18.6,,93.9,19.6,39.8,,
U2632,university college cork,C051,Ireland,Europe,QS,2025,273,273.0,81.87,251-500,38.3,30.1,35.1,22.1,,28.5,,,,,,89.0,52.1,,69.1,34.0,91.0,,
U2825,university of galway,C051,Ireland,Europe,QS,2025,273,273.0,81.87,251-500,38.3,26.2,30.3,63.2,,13.2,,,,,,95.2,43.2,,81.3,46.6,85.9,,
U0466,dalhousie university,C020,Canada,Americas,QS,2025,275,275.0,81.73,251-500,38.2,19.4,16.7,12.9,,53.5,,,,,,99.9,74.6,,77.4,30.1,87.9,,
U2966,university of massachusetts amherst,C127,United States,Americas,QS,2025,275,275.0,81.73,251-500,38.2,38.2,17.2,10.0,,48.8,,,,,,61.0,25.3,,79.8,30.6,83.4,,
U3076,university of pittsburgh,C127,United States,Americas,QS,2025,275,275.0,81.73,251-500,38.2,35.0,12.7,96.3,,31.3,,,,,,9.5,13.5,,91.7,42.6,53.5,,
U3081,university of porto,C095,Portugal,Europe,QS,2025,278,278.0,81.53,251-500,38.1,41.3,17.9,10.8,,59.6,,,,,,6.6,19.8,,95.1,39.1,53.1,,
U3372,vrije universiteit brussel vub,C012,Belgium,Europe,QS,2025,278,278.0,81.53,251-500,38.1,23.3,13.7,76.1,,18.2,,,,,,93.6,58.2,,93.1,51.8,72.1,,
U2206,ulsan national institute of science and technology unist,C109,South Korea,Asia,QS,2025,280,280.0,81.4,251-500,38.0,13.6,13.5,87.9,,98.1,,,,,,29.3,9.6,,24.8,3.3,16.1,,
U2085,the hebrew university of jerusalem,C052,Israel,Asia,QS,2025,281,281.0,81.33,251-500,37.9,32.8,18.2,79.3,,19.4,,,,,,53.2,23.8,,77.8,94.6,34.2,,
U3170,university of strathclyde,C126,United Kingdom,Europe,QS,2025,281,281.0,81.33,251-500,37.9,25.9,30.0,16.7,,31.8,,,,,,93.0,64.0,,85.0,33.6,88.6,,
U2575,universite paris 1 pantheon sorbonne,C037,France,Europe,QS,2025,283,283.0,81.2,251-500,37.5,65.6,33.3,4.6,,2.9,,,,,,34.3,46.5,,70.3,74.8,23.7,,
U1922,southern university of science and technology,C022,China,Asia,QS,2025,284,284.0,81.13,251-500,37.3,9.3,2.5,89.7,,98.8,,,,,,37.5,1.4,,48.3,1.6,31.6,,
U1303,middle east technical university,C120,Turkey,Asia,QS,2025,285,285.0,81.07,251-500,37.2,31.2,70.2,9.0,,22.3,,,,,,12.0,18.3,,74.7,77.5,69.5,,
U2250,universidad carlos iii de madrid uc3m,C110,Spain,Europe,QS,2025,285,285.0,81.07,251-500,37.2,33.5,56.3,49.5,,4.1,,,,,,64.8,52.3,,66.3,20.7,68.3,,
U2760,university of cologne,C039,Germany,Europe,QS,2025,285,285.0,81.07,251-500,37.2,35.2,30.4,15.7,,29.3,,,,,,35.9,30.1,,90.8,56.8,91.9,,
U2926,university of leicester,C126,United Kingdom,Europe,QS,2025,285,285.0,81.07,251-500,37.2,19.8,13.7,30.8,,43.4,,,,,,80.0,95.3,,88.8,22.7,75.0,,
U2981,university of milan,C053,Italy,Europe,QS,2025,285,285.0,81.07,251-500,37.2,52.8,17.0,6.4,,39.6,,,,,,6.5,6.8,,85.5,44.1,74.8,,
