country_code,year,indicator,value
AUS,2015,youth_literacy_15_24_pct,
CHN,2015,youth_literacy_15_24_pct,
HKG,2015,youth_literacy_15_24_pct,
FRA,2015,youth_literacy_15_24_pct,
CAN,2015,youth_literacy_15_24_pct,
DEU,2015,youth_literacy_15_24_pct,
KOR,2015,youth_literacy_15_24_pct,
JPN,2015,youth_literacy_15_24_pct,
NLD,2015,youth_literacy_15_24_pct,
MYS,2015,youth_literacy_15_24_pct,
BEL,2015,youth_literacy_15_24_pct,
NZL,2015,youth_literacy_15_24_pct,
ARG,2015,youth_literacy_15_24_pct,99.3
SWE,2015,youth_literacy_15_24_pct,
IRL,2015,youth_literacy_15_24_pct,
BRA,2015,youth_literacy_15_24_pct,
CHL,2015,youth_literacy_15_24_pct,
RUS,2015,youth_literacy_15_24_pct,
MEX,2015,youth_literacy_15_24_pct,98.94471
DNK,2015,youth_literacy_15_24_pct,
SAU,2015,youth_literacy_15_24_pct,
ITA,2015,youth_literacy_15_24_pct,
