country_code,year,indicator,value
FIN,2015,youth_literacy_15_24_pct,
IND,2015,youth_literacy_15_24_pct,
NOR,2015,youth_literacy_15_24_pct,
QAT,2015,youth_literacy_15_24_pct,
AUT,2015,youth_literacy_15_24_pct,
KAZ,2015,youth_literacy_15_24_pct,
ESP,2015,youth_literacy_15_24_pct,99.65568
ZAF,2015,youth_literacy_15_24_pct,98.95578
COL,2015,youth_literacy_15_24_pct,98.53473
ARE,2015,youth_literacy_15_24_pct,
IDN,2015,youth_literacy_15_24_pct,99.67007
ISR,2015,youth_literacy_15_24_pct,
THA,2015,youth_literacy_15_24_pct,98.14663
MAC,2015,youth_literacy_15_24_pct,
CZE,2015,youth_literacy_15_24_pct,
LBN,2015,youth_literacy_15_24_pct,
POL,2015,youth_literacy_15_24_pct,
PRT,2015,youth_literacy_15_24_pct,
TUR,2015,youth_literacy_15_24_pct,99.49439
PAK,2015,youth_literacy_15_24_pct,
GRC,2015,youth_literacy_15_24_pct,
PHL,2015,youth_literacy_15_24_pct,
IRN,2015,youth_literacy_15_24_pct,
EGY,2015,youth_literacy_15_24_pct,
LUX,2015,youth_literacy_15_24_pct,
EST,2015,youth_literacy_15_24_pct,
PER,2015,youth_literacy_15_24_pct,99.00954
OMN,2015,youth_literacy_15_24_pct,99.15373
JOR,2015,youth_literacy_15_24_pct,
BRN,2015,youth_literacy_15_24_pct,
BLR,2015,youth_literacy_15_24_pct,
CYP,2015,youth_literacy_15_24_pct,
LTU,2015,youth_literacy_15_24_pct,
VNM,2015,youth_literacy_15_24_pct,
CRI,2015,youth_literacy_15_24_pct,
BHR,2015,youth_literacy_15_24_pct,
UZB,2015,youth_literacy_15_24_pct,100.0
ISL,2015,youth_literacy_15_24_pct,
BGD,2015,youth_literacy_15_24_pct,
HUN,2015,youth_literacy_15_24_pct,
SVN,2015,youth_literacy_15_24_pct,
KWT,2015,youth_literacy_15_24_pct,99.25909
HRV,2015,youth_literacy_15_24_pct,
SVK,2015,youth_literacy_15_24_pct,
BGR,2015,youth_literacy_15_24_pct,
URY,2015,youth_literacy_15_24_pct,98.9276
VEN,2015,youth_literacy_15_24_pct,99.00763
CUB,2015,youth_literacy_15_24_pct,
UKR,2015,youth_literacy_15_24_pct,
LVA,2015,youth_literacy_15_24_pct,
SRB,2015,youth_literacy_15_24_pct,
MLT,2015,youth_literacy_15_24_pct,
ETH,2015,youth_literacy_15_24_pct,
TUN,2015,youth_literacy_15_24_pct,
ROU,2015,youth_literacy_15_24_pct,
GEO,2015,youth_literacy_15_24_pct,
ECU,2015,youth_literacy_15_24_pct,99.1262
IRQ,2015,youth_literacy_15_24_pct,
PSE,2015,youth_literacy_15_24_pct,99.34061
KGZ,2015,youth_literacy_15_24_pct,
GHA,2015,youth_literacy_15_24_pct,
UGA,2015,youth_literacy_15_24_pct,
KEN,2015,youth_literacy_15_24_pct,
ARM,2015,youth_literacy_15_24_pct,
AZE,2015,youth_literacy_15_24_pct,99.94278
LKA,2015,youth_literacy_15_24_pct,
PRI,2015,youth_literacy_15_24_pct,
PRY,2015,youth_literacy_15_24_pct,98.32855
PAN,2015,youth_literacy_15_24_pct,
MAR,2015,youth_literacy_15_24_pct,
NGA,2015,youth_literacy_15_24_pct,
SDN,2015,youth_literacy_15_24_pct,
BIH,2015,youth_literacy_15_24_pct,
SYR,2015,youth_literacy_15_24_pct,
DOM,2015,youth_literacy_15_24_pct,97.61406
GTM,2015,youth_literacy_15_24_pct,
BOL,2015,youth_literacy_15_24_pct,99.39917
HND,2015,youth_literacy_15_24_pct,96.00751
DZA,2015,youth_literacy_15_24_pct,
TZA,2015,youth_literacy_15_24_pct,85.75514
FJI,2015,youth_literacy_15_24_pct,
JAM,2015,youth_literacy_15_24_pct,
BWA,2015,youth_literacy_15_24_pct,
MOZ,2015,youth_literacy_15_24_pct,
MUS,2015,youth_literacy_15_24_pct,
NAM,2015,youth_literacy_15_24_pct,
NPL,2015,youth_literacy_15_24_pct,
ZMB,2015,youth_literacy_15_24_pct,
ZWE,2015,youth_literacy_15_24_pct,
MNE,2015,youth_literacy_15_24_pct,
XKX,2015,youth_literacy_15_24_pct,
MKD,2015,youth_literacy_15_24_pct,
SOM,2015,youth_literacy_15_24_pct,
RWA,2015,youth_literacy_15_24_pct,
YEM,2015,youth_literacy_15_24_pct,
LBY,2015,youth_literacy_15_24_pct,
TCA,2015,youth_literacy_15_24_pct,
TKM,2015,youth_literacy_15_24_pct,
SEN,2015,youth_literacy_15_24_pct,
MWI,2015,youth_literacy_15_24_pct,72.93561
KHM,2015,youth_literacy_15_24_pct,
AGO,2015,youth_literacy_15_24_pct,
MDA,2015,youth_literacy_15_24_pct,
MNG,2015,youth_literacy_15_24_pct,
ALB,2015,youth_literacy_15_24_pct,
USA,2015,tertiary_graduates,
GBR,2015,tertiary_graduates,740276.0
CHE,2015,tertiary_graduates,86178.0
SGP,2015,tertiary_graduates,
AUS,2015,tertiary_graduates,
CHN,2015,tertiary_graduates,11923653.0
HKG,2015,tertiary_graduates,
FRA,2015,tertiary_graduates,752068.0
CAN,2015,tertiary_graduates,
DEU,2015,tertiary_graduates,
KOR,2015,tertiary_graduates,
JPN,2015,tertiary_graduates,
NLD,2015,tertiary_graduates,
MYS,2015,tertiary_graduates,192260.0
BEL,2015,tertiary_graduates,
NZL,2015,tertiary_graduates,72746.0
ARG,2015,tertiary_graduates,
SWE,2015,tertiary_graduates,
IRL,2015,tertiary_graduates,
BRA,2015,tertiary_graduates,
CHL,2015,tertiary_graduates,
RUS,2015,tertiary_graduates,
MEX,2015,tertiary_graduates,
DNK,2015,tertiary_graduates,74428.0
SAU,2015,tertiary_graduates,185122.0
ITA,2015,tertiary_graduates,
FIN,2015,tertiary_graduates,56829.0
IND,2015,tertiary_graduates,8428836.0
NOR,2015,tertiary_graduates,48212.0
QAT,2015,tertiary_graduates,3234.0
AUT,2015,tertiary_graduates,83587.0859375
KAZ,2015,tertiary_graduates,241472.0
ESP,2015,tertiary_graduates,438616.0
ZAF,2015,tertiary_graduates,
COL,2015,tertiary_graduates,374738.0
ARE,2015,tertiary_graduates,27893.0
IDN,2015,tertiary_graduates,941038.0
ISR,2015,tertiary_graduates,
THA,2015,tertiary_graduates,371412.0
MAC,2015,tertiary_graduates,6674.0
CZE,2015,tertiary_graduates,98119.0
LBN,2015,tertiary_graduates,
POL,2015,tertiary_graduates,516675.0
PRT,2015,tertiary_graduates,74757.0
TUR,2015,tertiary_graduates,
PAK,2015,tertiary_graduates,
GRC,2015,tertiary_graduates,
PHL,2015,tertiary_graduates,
IRN,2015,tertiary_graduates,738260.0
EGY,2015,tertiary_graduates,
LUX,2015,tertiary_graduates,
EST,2015,tertiary_graduates,10491.0
PER,2015,tertiary_graduates,
OMN,2015,tertiary_graduates,18605.0
JOR,2015,tertiary_graduates,69704.0
BRN,2015,tertiary_graduates,2768.0
BLR,2015,tertiary_graduates,127520.0
CYP,2015,tertiary_graduates,7941.0
LTU,2015,tertiary_graduates,32205.0
VNM,2015,tertiary_graduates,585554.0
CRI,2015,tertiary_graduates,49778.0
BHR,2015,tertiary_graduates,5691.0
UZB,2015,tertiary_graduates,68192.0
ISL,2015,tertiary_graduates,
BGD,2015,tertiary_graduates,
HUN,2015,tertiary_graduates,68485.0
SVN,2015,tertiary_graduates,18631.0
KWT,2015,tertiary_graduates,
HRV,2015,tertiary_graduates,36144.0
SVK,2015,tertiary_graduates,61054.0
BGR,2015,tertiary_graduates,62718.0
URY,2015,tertiary_graduates,12036.0
VEN,2015,tertiary_graduates,
CUB,2015,tertiary_graduates,84139.0
UKR,2015,tertiary_graduates,499993.0
LVA,2015,tertiary_graduates,17021.0
SRB,2015,tertiary_graduates,50501.0
MLT,2015,tertiary_graduates,3953.0
ETH,2015,tertiary_graduates,
TUN,2015,tertiary_graduates,64612.0
ROU,2015,tertiary_graduates,133478.0
GEO,2015,tertiary_graduates,22214.0
ECU,2015,tertiary_graduates,
IRQ,2015,tertiary_graduates,
PSE,2015,tertiary_graduates,39720.0
KGZ,2015,tertiary_graduates,52570.0
GHA,2015,tertiary_graduates,67472.0
UGA,2015,tertiary_graduates,
KEN,2015,tertiary_graduates,
ARM,2015,tertiary_graduates,
AZE,2015,tertiary_graduates,48021.0
LKA,2015,tertiary_graduates,46337.0
PRI,2015,tertiary_graduates,
PRY,2015,tertiary_graduates,
PAN,2015,tertiary_graduates,
MAR,2015,tertiary_graduates,159028.0
NGA,2015,tertiary_graduates,
SDN,2015,tertiary_graduates,
BIH,2015,tertiary_graduates,20589.0
SYR,2015,tertiary_graduates,59116.0
DOM,2015,tertiary_graduates,42982.0
GTM,2015,tertiary_graduates,33680.0
BOL,2015,tertiary_graduates,
HND,2015,tertiary_graduates,21481.0
DZA,2015,tertiary_graduates,287914.0
TZA,2015,tertiary_graduates,
FJI,2015,tertiary_graduates,
JAM,2015,tertiary_graduates,
BWA,2015,tertiary_graduates,15594.0
MOZ,2015,tertiary_graduates,14512.0
MUS,2015,tertiary_graduates,6666.0
NAM,2015,tertiary_graduates,
NPL,2015,tertiary_graduates,
ZMB,2015,tertiary_graduates,
ZWE,2015,tertiary_graduates,33255.0
MNE,2015,tertiary_graduates,
XKX,2015,tertiary_graduates,
MKD,2015,tertiary_graduates,
SOM,2015,tertiary_graduates,
RWA,2015,tertiary_graduates,17519.0
YEM,2015,tertiary_graduates,
LBY,2015,tertiary_graduates,
TCA,2015,tertiary_graduates,107.0
TKM,2015,tertiary_graduates,
SEN,2015,tertiary_graduates,
MWI,2015,tertiary_graduates,
KHM,2015,tertiary_graduates,48772.0
AGO,2015,tertiary_graduates,
MDA,2015,tertiary_graduates,31459.0
MNG,2015,tertiary_graduates,35181.0
ALB,2015,tertiary_graduates,33529.0
