university_id,university_name,country_id,country_name,region
U00036,ahlia university,C021,Bahrain,Middle East & North Africa
U00037,ahvaz jundishapur university of medical sciences ajums,C101,"Iran, Islamic Rep.",
U00038,aichi medical university,C108,Japan,East Asia & Pacific
U00039,aichi prefectural university,C108,Japan,East Asia & Pacific
U00040,ain shams university,C063,"Egypt, Arab Rep.",
U00041,air university,C171,Pakistan,South Asia
U00042,airlangga university,C097,Indonesia,East Asia & Pacific
U00043,aixmarseille university,C072,France,Europe & Central Asia
U00044,ajeenkya dy patil university,C099,India,South Asia
U00045,ajman university,C007,United Arab Emirates,Middle East & North Africa
U00046,ajou university,C115,"Korea, Rep.",
U00047,akdeniz university,C221,Turkey,Europe & Central Asia
U00048,akdeniz üniversitesi,C221,Turkey,Europe & Central Asia
U00049,akhmet yassawi university,C109,Kazakhstan,Europe & Central Asia
U00050,akita prefectural university,C108,Japan,East Asia & Pacific
U00051,akita university,C108,Japan,East Asia & Pacific
U00052,akli mohand oulhadj bouira university,C057,Algeria,Middle East & North Africa
U00053,aksaray university,C221,Turkey,Europe & Central Asia
U00054,akwa ibom state university,C162,Nigeria,Sub-Saharan Africa
U00055,al ain university,C007,United Arab Emirates,Middle East & North Africa
U00056,al akhawayn university,C136,Morocco,Middle East & North Africa
U00057,al albayt university,C107,Jordan,Middle East & North Africa
U00058,al safwa university college,C102,Iraq,Middle East & North Africa
U00059,al turath university,C102,Iraq,Middle East & North Africa
U00060,alagappa university,C099,India,South Asia
U00061,alahliyya amman university,C107,Jordan,Middle East & North Africa
U00062,alahliyya amman university,,,
U00063,alayen university,C102,Iraq,Middle East & North Africa
U00064,alazhar university,C063,"Egypt, Arab Rep.",
U00065,albaha university,C189,Saudi Arabia,Middle East & North Africa
U00066,albalqa applied university,C107,Jordan,Middle East & North Africa
