university_id,university_name,country_id,country_name,region
U01026,jiangsu university,C038,China,East Asia & Pacific
U01027,jiangxi university of finance and economics,C038,China,East Asia & Pacific
U01028,jilin university,C038,China,East Asia & Pacific
U01029,jimma university,C068,Ethiopia,Sub-Saharan Africa
U01030,jinan university,C038,China,East Asia & Pacific
U01031,jinan university china,C038,China,East Asia & Pacific
U01032,jizzakh polytechnic institute,C229,Uzbekistan,Europe & Central Asia
U01033,jizzakh state pedagogical university,C229,Uzbekistan,Europe & Central Asia
U01034,johannes gutenberg university of mainz,C052,Germany,Europe & Central Asia
U01035,johannes gutenberg universität mainz,C052,Germany,Europe & Central Asia
U01036,johannes kepler university linz,C013,Austria,Europe & Central Asia
U01037,johannes kepler university of linz,C013,Austria,Europe & Central Asia
U01038,john von neumann university,C096,Hungary,Europe & Central Asia
U01039,johns hopkins university,C228,United States,North America
U01040,jordan university of science and technology,C107,Jordan,Middle East & North Africa
U01041,jordan university of science technology,C107,Jordan,Middle East & North Africa
U01042,jouf university,C189,Saudi Arabia,Middle East & North Africa
U01043,jss academy of higher education and research,C099,India,South Asia
U01044,juliusmaximiliansuniversität würzburg,C052,Germany,Europe & Central Asia
U01045,juntendo university,C108,Japan,East Asia & Pacific
U01046,justus liebig university giessen,C052,Germany,Europe & Central Asia
U01047,justusliebiguniversity giessen,C052,Germany,Europe & Central Asia
U01048,jönköping university,C206,Sweden,Europe & Central Asia
U01049,k zhubanov aktobe regional university,C109,Kazakhstan,Europe & Central Asia
U01050,kabarak university,C110,Kenya,Sub-Saharan Africa
U01051,kabardinobalkarian state university,C186,Russian Federation,
U01052,kadir has university,C221,Turkey,Europe & Central Asia
U01053,kafrelsheikh university,C063,"Egypt, Arab Rep.",
U01054,kagawa university,C108,Japan,East Asia & Pacific
U01055,kagoshima university,C108,Japan,East Asia & Pacific
U01056,kaist korea advanced institute of science technology,C115,"Korea, Rep.",
U01057,kalasalingam academy of research and education,C099,India,South Asia
U01058,kamianetspodіlskyi ivan ohiienko national university,C225,Ukraine,Europe & Central Asia
U01059,kampala international university,C224,Uganda,Sub-Saharan Africa
U01060,kanagawa university,C108,Japan,East Asia & Pacific
U01061,kanazawa medical university,C108,Japan,East Asia & Pacific
U01062,kanazawa university,C108,Japan,East Asia & Pacific
U01063,kangwon national university,C115,"Korea, Rep.",
U01064,kangwon national university,,,
U01065,kansai medical university,C108,Japan,East Asia & Pacific
U01066,kansai university,C108,Japan,East Asia & Pacific
U01067,kansas state university,C228,United States,North America
U01068,kaohsiung medical university,,Taiwan,
U01069,karabük university,C221,Turkey,Europe & Central Asia
U01070,karadeniz technical university,C221,Turkey,Europe & Central Asia
U01071,karaganda buketov university,C109,Kazakhstan,Europe & Central Asia
U01072,karaganda state technical university,C109,Kazakhstan,Europe & Central Asia
U01073,karaganda university of kazpotrebsoyuz,C109,Kazakhstan,Europe & Central Asia
U01074,karakalpak state university,C229,Uzbekistan,Europe & Central Asia
U01075,karlfranzensuniversitaet graz,C013,Austria,Europe & Central Asia
U01076,karlsruhe institute of technology,C052,Germany,Europe & Central Asia
U01077,karlstad university,C206,Sweden,Europe & Central Asia
U01078,karnatak university dharwad,C099,India,South Asia
U01079,karolinska institute,C206,Sweden,Europe & Central Asia
U01080,karshi engineering economics institute,C229,Uzbekistan,Europe & Central Asia
U01081,karshi state university,C229,Uzbekistan,Europe & Central Asia
U01082,karunya institute of technology and sciences,C099,India,South Asia
U01083,kasetsart university,C214,Thailand,East Asia & Pacific
U01084,kashan university of medical sciences and health services,C101,"Iran, Islamic Rep.",
U01085,kastamonu university,C221,Turkey,Europe & Central Asia
U01086,kaunas university of technology,C131,Lithuania,Europe & Central Asia
U01087,kazakh ablai khan university of international relations and world languages,C109,Kazakhstan,Europe & Central Asia
U01088,kazakh national agrarian university kaznau,C109,Kazakhstan,Europe & Central Asia
U01089,kazakh national pedagogical university abai,C109,Kazakhstan,Europe & Central Asia
U01090,kazakh national womens teacher training university,C109,Kazakhstan,Europe & Central Asia
U01091,kazakhbritish technical university,C109,Kazakhstan,Europe & Central Asia
U01092,kazakhstan medical university ksph,C109,Kazakhstan,Europe & Central Asia
U01093,kazan federal university,C186,Russian Federation,
U01094,kazan national research technical university,C186,Russian Federation,
U01095,kazan national research technological university,C186,Russian Federation,
U01096,kazan state medical university,C186,Russian Federation,
U01097,kazan state power engineering university,C186,Russian Federation,
U01098,kazan volga region federal university,C186,Russian Federation,
U01099,keele university,C076,United Kingdom,Europe & Central Asia
U01100,keio university,C108,Japan,East Asia & Pacific
U01101,keisen university,C108,Japan,East Asia & Pacific
U01102,kemerovo state university,C186,Russian Federation,
U01103,kent state university,C228,United States,North America
U01104,kenyatta university,C110,Kenya,Sub-Saharan Africa
U01105,kerman university of medical sciences,C101,"Iran, Islamic Rep.",
U01106,kermanshah university of medical sciences,C101,"Iran, Islamic Rep.",
U01107,kermanshah university of technology,C101,"Iran, Islamic Rep.",
U01108,khalifa university,C007,United Arab Emirates,Middle East & North Africa
U01109,khalifa university,,,
U01110,khalifa university of science and technology,C007,United Arab Emirates,Middle East & North Africa
U01111,kharazmi university,C101,"Iran, Islamic Rep.",
U01112,kharkiv aviation institute,C225,Ukraine,Europe & Central Asia
U01113,kharkiv national automobile and highway university,C225,Ukraine,Europe & Central Asia
U01114,kharkiv national university of internal affairs,C225,Ukraine,Europe & Central Asia
U01115,kharkiv national university of radio electronics,C225,Ukraine,Europe & Central Asia
U01116,kharkiv university of humanities peoples ukrainian academy,C225,Ukraine,Europe & Central Asia
U01117,khazar university,C014,Azerbaijan,Europe & Central Asia
U01118,khoja akhmet yassawi international kazakhturkish university,C109,Kazakhstan,Europe & Central Asia
U01119,khomein university of medical sciences,C101,"Iran, Islamic Rep.",
U01120,khon kaen university,C214,Thailand,East Asia & Pacific
U01121,khulna university,C019,Bangladesh,South Asia
U01122,khulna university of engineering and technology,C019,Bangladesh,South Asia
U01123,khulna university of engineering and technology kuet,C019,Bangladesh,South Asia
U01124,khwaja fareed university of engineering and information technology,C171,Pakistan,South Asia
U01125,khyber medical university,C171,Pakistan,South Asia
U01126,kiit university,C099,India,South Asia
U01127,kiit university,,,
U01128,kimyo international university in tashkent,C229,Uzbekistan,Europe & Central Asia
U01129,kindai university,C108,Japan,East Asia & Pacific
U01130,kindai university kinki university,C108,Japan,East Asia & Pacific
U01131,king abdulaziz university,C189,Saudi Arabia,Middle East & North Africa
U01132,king abdulaziz university,,,
U01133,king abdulaziz university kau,C189,Saudi Arabia,Middle East & North Africa
U01134,king abdullah university of science and technology kaust,C189,Saudi Arabia,Middle East & North Africa
U01135,king danylo university,C225,Ukraine,Europe & Central Asia
U01136,king edward medical university,C171,Pakistan,South Asia
U01137,king fahd university of petroleum and minerals,C189,Saudi Arabia,Middle East & North Africa
U01138,king fahd university of petroleum minerals,C189,Saudi Arabia,Middle East & North Africa
U01139,king faisal university,C189,Saudi Arabia,Middle East & North Africa
U01140,king khalid university,C189,Saudi Arabia,Middle East & North Africa
U01141,king mongkuts institute of technology ladkrabang,C214,Thailand,East Asia & Pacific
U01142,king mongkuts university of technology north bangkok,C214,Thailand,East Asia & Pacific
U01143,king mongkuts university of technology thonburi,C214,Thailand,East Asia & Pacific
U01144,king saud bin abdulaziz university for health sciences,C189,Saudi Arabia,Middle East & North Africa
U01145,king saud university,C189,Saudi Arabia,Middle East & North Africa
U01146,kings college london,C076,United Kingdom,Europe & Central Asia
U01147,kings university,C162,Nigeria,Sub-Saharan Africa
U01148,kingston university,C076,United Kingdom,Europe & Central Asia
U01149,kingston university london,C076,United Kingdom,Europe & Central Asia
U01150,kinnaird college for women,C171,Pakistan,South Asia
U01151,kirikkale university,C221,Turkey,Europe & Central Asia
U01152,kit karlsruhe institute of technology,C052,Germany,Europe & Central Asia
U01153,kitami institute of technology,C108,Japan,East Asia & Pacific
U01154,kitasato university,C108,Japan,East Asia & Pacific
U01155,kl university,C099,India,South Asia
U01156,kle technological university,C099,India,South Asia
U01157,kn toosi university of technology,C101,"Iran, Islamic Rep.",
U01158,knowledge university,C102,Iraq,Middle East & North Africa
U01159,kobe city university of foreign studies,C108,Japan,East Asia & Pacific
U01160,kobe gakuin university,C108,Japan,East Asia & Pacific
U01161,kobe university,C108,Japan,East Asia & Pacific
U01162,kocaeli health and technology university,C221,Turkey,Europe & Central Asia
U01163,kocaeli university,C221,Turkey,Europe & Central Asia
U01164,kochi university,C108,Japan,East Asia & Pacific
U01165,kochi university of technology,C108,Japan,East Asia & Pacific
U01166,kogakuin university,C108,Japan,East Asia & Pacific
U01167,kohat university of science and technology,C171,Pakistan,South Asia
U01168,kohsar university murree,C171,Pakistan,South Asia
U01169,kokshetau state university,C109,Kazakhstan,Europe & Central Asia
U01170,kokugakuin university,C108,Japan,East Asia & Pacific
U01171,konan university,C108,Japan,East Asia & Pacific
U01172,konan womens university,C108,Japan,East Asia & Pacific
U01173,konkuk university,C115,"Korea, Rep.",
U01174,konya technical university,C221,Turkey,Europe & Central Asia
U01175,kookmin university,C115,"Korea, Rep.",
U01176,kore university of enna,C105,Italy,Europe & Central Asia
U01177,korea advanced institute of science and technology kaist,C115,"Korea, Rep.",
U01178,korea university,C115,"Korea, Rep.",
U01179,korea university,,,
U01180,korkyt ata kyzylorda university,C109,Kazakhstan,Europe & Central Asia
U01181,koya university,C102,Iraq,Middle East & North Africa
U01182,koç university,C221,Turkey,Europe & Central Asia
U01183,kpr institute of engineering and technology,C099,India,South Asia
U01184,kth royal institute of technology,C206,Sweden,Europe & Central Asia
U01185,kto karatay university,C221,Turkey,Europe & Central Asia
U01186,ku leuven,C016,Belgium,Europe & Central Asia
U01187,ku leuven,,,
U01188,kumamoto university,C108,Japan,East Asia & Pacific
U01189,kumasi technical university,C078,Ghana,Sub-Saharan Africa
U01190,kurdistan university of medical sciences,C101,"Iran, Islamic Rep.",
U01191,kursk state medical university,C186,Russian Federation,
U01192,kurume university,C108,Japan,East Asia & Pacific
U01193,kutaisi university,C077,Georgia,Europe & Central Asia
U01194,kuwait college of science and technology kcst,C116,Kuwait,Middle East & North Africa
U01195,kuwait university,C116,Kuwait,Middle East & North Africa
U01196,kuwait university,,,
U01197,kwame nkrumah university of science and technology,C078,Ghana,Sub-Saharan Africa
U01198,kwansei gakuin university,C108,Japan,East Asia & Pacific
U01199,kyiv national economic university,C225,Ukraine,Europe & Central Asia
U01200,kyoai gakuen university,C108,Japan,East Asia & Pacific
U01201,kyoto institute of technology,C108,Japan,East Asia & Pacific
U01202,kyoto koka womens university,C108,Japan,East Asia & Pacific
U01203,kyoto notre dame university,C108,Japan,East Asia & Pacific
U01204,kyoto prefectural university of medicine,C108,Japan,East Asia & Pacific
U01205,kyoto sangyo university,C108,Japan,East Asia & Pacific
U01206,kyoto university,C108,Japan,East Asia & Pacific
U01207,kyrgyz russian slavic university,C111,Kyrgyz Republic,Europe & Central Asia
U01208,kyrgyz state technical university,C111,Kyrgyz Republic,Europe & Central Asia
U01209,kyrgyzturkish manas university,C111,Kyrgyz Republic,Europe & Central Asia
U01210,kyung hee university,C115,"Korea, Rep.",
U01211,kyung hee university,,,
U01212,kyungpook national university,C115,"Korea, Rep.",
U01213,kyungpook national university,,,
U01214,kyushu institute of technology,C108,Japan,East Asia & Pacific
U01215,kyushu institute of technology kyutech,C108,Japan,East Asia & Pacific
U01216,kyushu university,C108,Japan,East Asia & Pacific
U01217,kütahya health sciences university,C221,Turkey,Europe & Central Asia
U01218,kırşehir ahi evran university,C221,Turkey,Europe & Central Asia
U01219,la salle university,C043,Colombia,Latin America & Caribbean
U01220,la trobe university,C012,Australia,East Asia & Pacific
U01221,la trobe university,,,
U01222,ladoke akintola university of technology,C162,Nigeria,Sub-Saharan Africa
U01223,lagos state university,C162,Nigeria,Sub-Saharan Africa
U01224,lahore college for women university lcwu,C171,Pakistan,South Asia
U01225,lahore leads university,C171,Pakistan,South Asia
U01226,lahore university of management sciences,C171,Pakistan,South Asia
U01227,lahore university of management sciences lums,C171,Pakistan,South Asia
U01228,lakehead university,C034,Canada,North America
U01229,lancaster university,C076,United Kingdom,Europe & Central Asia
U01230,landmark university,C162,Nigeria,Sub-Saharan Africa
U01231,lanzhou university,C038,China,East Asia & Pacific
U01232,lappeenrantalahti university of technology lut,C070,Finland,Europe & Central Asia
U01233,larbi tebessi university,C057,Algeria,Middle East & North Africa
U01234,latvia university of life sciences and technologies,C133,Latvia,Europe & Central Asia
U01235,lebanese american university,C119,Lebanon,Middle East & North Africa
U01236,lebanese university,C119,Lebanon,Middle East & North Africa
U01237,leeds arts university,C076,United Kingdom,Europe & Central Asia
U01238,leeds beckett university,C076,United Kingdom,Europe & Central Asia
U01239,leeds conservatoire,C076,United Kingdom,Europe & Central Asia
U01240,leeds trinity university,C076,United Kingdom,Europe & Central Asia
U01241,lehigh university,C228,United States,North America
U01242,leibniz university hannover,C052,Germany,Europe & Central Asia
U01243,leiden university,C164,Netherlands,Europe & Central Asia
U01244,leiden university,,,
U01245,lesya ukrainka volyn national university,C225,Ukraine,Europe & Central Asia
U01246,leuphana university of lüneburg,C052,Germany,Europe & Central Asia
U01247,liaquat university of medical and health sciences lumhs,C171,Pakistan,South Asia
U01248,lincoln university,C168,New Zealand,East Asia & Pacific
U01249,lincoln university college,C157,Malaysia,East Asia & Pacific
U01250,lingnan university hong kong,C091,"Hong Kong SAR, China",East Asia & Pacific
U01251,linköping university,C206,Sweden,Europe & Central Asia
U01252,lira university,C224,Uganda,Sub-Saharan Africa
U01253,lithuanian university of health sciences,C131,Lithuania,Europe & Central Asia
U01254,liverpool hope university,C076,United Kingdom,Europe & Central Asia
U01255,liverpool institute for performing arts,C076,United Kingdom,Europe & Central Asia
U01256,liverpool john moores university,C076,United Kingdom,Europe & Central Asia
U01257,liverpool school of tropical medicine,C076,United Kingdom,Europe & Central Asia
U01258,lmu munich,C052,Germany,Europe & Central Asia
U01259,lmu munich,,,
U01260,ln gumilyov eurasian national university,C109,Kazakhstan,Europe & Central Asia
U01261,ln gumilyov eurasian national university enu,C109,Kazakhstan,Europe & Central Asia
U01262,lobachevsky state university of nizhni novgorod,C186,Russian Federation,
U01263,lobachevsky university,C186,Russian Federation,
U01264,lodz university of technology,C177,Poland,Europe & Central Asia
U01265,loei rajabhat university,C214,Thailand,East Asia & Pacific
U01266,lomonosov moscow state university,C186,Russian Federation,
U01267,london academy of music and dramatic art lamda,C076,United Kingdom,Europe & Central Asia
U01268,london business school,C076,United Kingdom,Europe & Central Asia
U01269,london metropolitan university,C076,United Kingdom,Europe & Central Asia
U01270,london school of economics and political science,C076,United Kingdom,Europe & Central Asia
U01271,london school of hygiene and tropical medicine,C076,United Kingdom,Europe & Central Asia
U01272,london south bank university,C076,United Kingdom,Europe & Central Asia
U01273,londrina state university,C028,Brazil,Latin America & Caribbean
U01274,lorestan university,C101,"Iran, Islamic Rep.",
U01275,loughborough university,C076,United Kingdom,Europe & Central Asia
U01276,louisiana state university,C228,United States,North America
U01277,lovely professional university,C099,India,South Asia
U01278,lovely professional university,,,
U01279,loyola university chicago,C228,United States,North America
U01280,lucian blaga university of sibiu,C185,Romania,Europe & Central Asia
U01281,ludwigmaximiliansuniversität münchen,C052,Germany,Europe & Central Asia
U01282,lumière university lyon 2,C072,France,Europe & Central Asia
U01283,lund university,C206,Sweden,Europe & Central Asia
U01284,lusophone university of humanities and technologies,C180,Portugal,Europe & Central Asia
U01285,lviv polytechnic national university,C225,Ukraine,Europe & Central Asia
U01286,lviv state university of life safety,C225,Ukraine,Europe & Central Asia
U01287,m auezov south kazakhstan university,C109,Kazakhstan,Europe & Central Asia
U01288,m kumarasamy college of engineering,C099,India,South Asia
U01289,maastricht university,C164,Netherlands,Europe & Central Asia
U01290,macau university of science and technology,C134,"Macao SAR, China",East Asia & Pacific
U01291,macau university of science and technology,C134,"Macao SAR, China",East Asia & Pacific
U01292,macau university of science and technology,,,
U01293,mackenzie presbyterian university,C028,Brazil,Latin America & Caribbean
U01294,macquarie university,C012,Australia,East Asia & Pacific
U01295,mae fah luang university,C214,Thailand,East Asia & Pacific
U01296,maharishi markandeshwar university mmu,C099,India,South Asia
U01297,maharishi markandeshwar university mmu,,,
U01298,mahasarakham university,C214,Thailand,East Asia & Pacific
U01299,mahatma gandhi university,C099,India,South Asia
U01300,mahatma jyotiba phule rohilkhand university,C099,India,South Asia
U01301,mahidol university,C214,Thailand,East Asia & Pacific
U01302,majmaah university,C189,Saudi Arabia,Middle East & North Africa
U01303,makerere university,C224,Uganda,Sub-Saharan Africa
U01304,malaviya national institute of technology,C099,India,South Asia
U01305,malawi university of science and technology must,C156,Malawi,Sub-Saharan Africa
U01306,management and science university,C157,Malaysia,East Asia & Pacific
U01307,management development institute mdi,C099,India,South Asia
U01308,management science university msu,C157,Malaysia,East Asia & Pacific
U01309,manchester metropolitan university,C076,United Kingdom,Europe & Central Asia
U01310,manchester metropolitan university mmu,C076,United Kingdom,Europe & Central Asia
U01311,manipal academy of higher education,C099,India,South Asia
U01312,manipal academy of higher education manipal karnataka india,C099,India,South Asia
U01313,manipal university jaipur,C099,India,South Asia
U01314,manisa celal bayar university,C221,Turkey,Europe & Central Asia
U01315,mansoura university,C063,"Egypt, Arab Rep.",
U01316,mapúa university,C174,Philippines,East Asia & Pacific
U01317,mapúa university,,,
U01318,marche polytechnic university,C105,Italy,Europe & Central Asia
U01319,margulan university,C109,Kazakhstan,Europe & Central Asia
U01320,maria curieskłodowska university umcs,C177,Poland,Europe & Central Asia
U01321,marian college kuttikkanam autonomous,C099,India,South Asia
U01322,mariano marcos state university,C174,Philippines,East Asia & Pacific
U01323,maritime university of szczecin,C177,Poland,Europe & Central Asia
U01324,marmara university,C221,Turkey,Europe & Central Asia
U01325,marquette university,C228,United States,North America
U01326,martinlutheruniversität hallewittenberg,C052,Germany,Europe & Central Asia
U01327,masaryk university,C051,Czech Republic,Europe & Central Asia
U01328,mashhad university of medical sciences,C101,"Iran, Islamic Rep.",
U01329,massachusetts institute of technology,C228,United States,North America
U01330,massachusetts institute of technology mit,C228,United States,North America
U01331,massey university,C168,New Zealand,East Asia & Pacific
U01332,matej bel university,C204,Slovak Republic,Europe & Central Asia
U01333,maynooth university,C100,Ireland,Europe & Central Asia
U01334,mazandaran university of medical sciences,C101,"Iran, Islamic Rep.",
U01335,mcgill university,C034,Canada,North America
U01336,mcgill university,,,
U01337,mcmaster university,C034,Canada,North America
U01338,mcmaster university,,,
U01339,medical university of bialystok,C177,Poland,Europe & Central Asia
U01340,medical university of gdańsk,C177,Poland,Europe & Central Asia
U01341,medical university of graz,C013,Austria,Europe & Central Asia
U01342,medical university of innsbruck,C013,Austria,Europe & Central Asia
U01343,medical university of lodz,C177,Poland,Europe & Central Asia
U01344,medical university of lublin,C177,Poland,Europe & Central Asia
U01345,medical university of silesia in katowice,C177,Poland,Europe & Central Asia
U01346,medical university of sofia,C020,Bulgaria,Europe & Central Asia
U01347,medical university of vienna,C013,Austria,Europe & Central Asia
U01348,medical university of warsaw,C177,Poland,Europe & Central Asia
U01349,medizinische hochschule hannover,C052,Germany,Europe & Central Asia
U01350,mehran university of engineering and technology jamshoro pakistan,C171,Pakistan,South Asia
U01351,meiji university,C108,Japan,East Asia & Pacific
U01352,meijo university,C108,Japan,East Asia & Pacific
U01353,meikai university,C108,Japan,East Asia & Pacific
U01354,memorial university of newfoundland,C034,Canada,North America
U01355,memorial university of newfoundland,,,
U01356,mendel university in brno,C051,Czech Republic,Europe & Central Asia
U01357,mendeleev university of chemical technology,C186,Russian Federation,
U01358,menoufia university,C063,"Egypt, Arab Rep.",
U01359,metropolitan autonomous university,C142,Mexico,Latin America & Caribbean
U01360,mgimo university,C186,Russian Federation,
U01361,mhamed bougara university of boumerdès,C057,Algeria,Middle East & North Africa
U01362,miami university,C228,United States,North America
U01363,michael and cecilia ibru university,C162,Nigeria,Sub-Saharan Africa
U01364,michael okpara university of agriculture umudike,C162,Nigeria,Sub-Saharan Africa
U01365,michigan state university,C228,United States,North America
U01366,michigan technological university,C228,United States,North America
U01367,middle east technical university,C221,Turkey,Europe & Central Asia
U01368,middle east university,C107,Jordan,Middle East & North Africa
U01369,middle technical university,C102,Iraq,Middle East & North Africa
U01370,middlesex university,C076,United Kingdom,Europe & Central Asia
U01371,mie university,C108,Japan,East Asia & Pacific
U01372,miguel hernández university of elche,C066,Spain,Europe & Central Asia
U01373,mindanao state university iligan institute of technology,C174,Philippines,East Asia & Pacific
U01374,ming chi university of technology,,Taiwan,
U01375,ming chuan university,,Taiwan,
U01376,minhaj university lahore,C171,Pakistan,South Asia
U01377,minia university,C063,"Egypt, Arab Rep.",
U01378,mioti tech and business school,C066,Spain,Europe & Central Asia
U01379,mirea russian technological university,C186,Russian Federation,
U01380,mirpur university of science and technology,C171,Pakistan,South Asia
U01381,misr university for science and technology,C063,"Egypt, Arab Rep.",
U01382,mississippi state university,C228,United States,North America
U01383,missouri university of science and technology,C228,United States,North America
U01384,mizoram university,C099,India,South Asia
U01385,mizzou university of missouri,C228,United States,North America
U01386,mkh dulaty taraz regional university,C109,Kazakhstan,Europe & Central Asia
U01387,mns university of agriculture multan,C171,Pakistan,South Asia
U01388,modern university for business and science,C119,Lebanon,Middle East & North Africa
U01389,mohammed v university of rabat,C136,Morocco,Middle East & North Africa
U01390,monash university,C012,Australia,East Asia & Pacific
U01391,monroe college,C228,United States,North America
U01392,montana state university,C228,United States,North America
U01393,monterrey institute of technology,C142,Mexico,Latin America & Caribbean
U01394,monterrey institute of technology,,,
U01395,montpellier university,C072,France,Europe & Central Asia
U01396,morgan state university,C228,United States,North America
U01397,moscow aviation institute,C186,Russian Federation,
U01398,moscow city university,C186,Russian Federation,
U01399,moscow institute of physics and technology mipt,C186,Russian Federation,
U01400,moscow institute of physics and technology mipt moscow phystech,C186,Russian Federation,
U01401,moscow pedagogical state university,C186,Russian Federation,
U01402,moscow polytechnic university,C186,Russian Federation,
U01403,moscow power engineering institute,C186,Russian Federation,
U01404,moscow state linguistic university,C186,Russian Federation,
U01405,moscow state university of civil engineering,C186,Russian Federation,
U01406,moscow technical university of communications and informatics,C186,Russian Federation,
U01407,moulay ismail university,C136,Morocco,Middle East & North Africa
U01408,muban chombueng rajabhat university,C214,Thailand,East Asia & Pacific
U01409,muhimbili university of health and allied sciences,C223,Tanzania,Sub-Saharan Africa
U01410,mukogawa womens university,C108,Japan,East Asia & Pacific
U01411,multimedia university,C157,Malaysia,East Asia & Pacific
U01412,multimedia university mmu,C157,Malaysia,East Asia & Pacific
U01413,mulungushi university,C240,Zambia,Sub-Saharan Africa
U01414,murdoch university,C012,Australia,East Asia & Pacific
U01415,muroran institute of technology,C108,Japan,East Asia & Pacific
U01416,musashino university,C108,Japan,East Asia & Pacific
U01417,mustansiriyah university,C102,Iraq,Middle East & North Africa
U01418,mutah university,C107,Jordan,Middle East & North Africa
U01419,mykolas romeris university,C131,Lithuania,Europe & Central Asia
U01420,nagaoka university of technology,C108,Japan,East Asia & Pacific
U01421,nagasaki university,C108,Japan,East Asia & Pacific
U01422,nagoya city university,C108,Japan,East Asia & Pacific
U01423,nagoya institute of technology,C108,Japan,East Asia & Pacific
U01424,nagoya institute of technology nit,C108,Japan,East Asia & Pacific
U01425,nagoya university,C108,Japan,East Asia & Pacific
U01426,nagoya university of commerce business,C108,Japan,East Asia & Pacific
U01427,najran university,C189,Saudi Arabia,Middle East & North Africa
U01428,nakhchivan state university,C014,Azerbaijan,Europe & Central Asia
U01429,nakhon ratchasima rajabhat university,C214,Thailand,East Asia & Pacific
U01430,namal university,C171,Pakistan,South Asia
U01431,namangan engineering construction institute,C229,Uzbekistan,Europe & Central Asia
U01432,namangan institute of engineering and technology,C229,Uzbekistan,Europe & Central Asia
U01433,namangan state university,C229,Uzbekistan,Europe & Central Asia
U01434,nanjing agricultural university,C038,China,East Asia & Pacific
U01435,nanjing agricultural university,C038,China,East Asia & Pacific
U01436,nanjing forestry university,C038,China,East Asia & Pacific
U01437,nanjing medical university,C038,China,East Asia & Pacific
U01438,nanjing normal university,C038,China,East Asia & Pacific
U01439,nanjing normal university,C038,China,East Asia & Pacific
U01440,nanjing tech university,C038,China,East Asia & Pacific
U01441,nanjing university,C038,China,East Asia & Pacific
U01442,nanjing university,C038,China,East Asia & Pacific
U01443,nanjing university of aeronautics and astronautics,C038,China,East Asia & Pacific
U01444,nanjing university of aeronautics and astronautics,C038,China,East Asia & Pacific
U01445,nanjing university of information science and technology,C038,China,East Asia & Pacific
U01446,nanjing university of science and technology,C038,China,East Asia & Pacific
U01447,nankai university,C038,China,East Asia & Pacific
U01448,nankai university,C038,China,East Asia & Pacific
U01449,nantes université,C072,France,Europe & Central Asia
U01450,nanyang technological university singapore,C192,Singapore,East Asia & Pacific
U01451,nanyang technological university singapore ntu,C192,Singapore,East Asia & Pacific
U01452,nara institute of science and technology,C108,Japan,East Asia & Pacific
U01453,nara womens university,C108,Japan,East Asia & Pacific
U01454,naresuan university,C214,Thailand,East Asia & Pacific
U01455,narxoz university,C109,Kazakhstan,Europe & Central Asia
U01456,nasarawa state university keffi,C162,Nigeria,Sub-Saharan Africa
U01457,national agrarian university la molina,C173,Peru,Latin America & Caribbean
U01458,national and kapodistrian university of athens,C084,Greece,Europe & Central Asia
U01459,national autonomous university of mexico,C142,Mexico,Latin America & Caribbean
U01460,national aviation university,C225,Ukraine,Europe & Central Asia
U01461,national central university,,Taiwan,
U01462,national changhua university of education,,Taiwan,
U01463,national cheng kung university ncku,,Taiwan,
U01464,national cheng kung university ncku,,,
U01465,national chengchi university,,Taiwan,
U01466,national chi nan university,,Taiwan,
U01467,national chiayi university,,Taiwan,
U01468,national chinyi university of technology,,Taiwan,
U01469,national chung cheng university,,Taiwan,
U01470,national chung cheng university,,,
U01471,national chung hsing university,,Taiwan,
U01472,national dong hwa university,,Taiwan,
U01473,national dong hwa university,,,
U01474,national film and television school,C076,United Kingdom,Europe & Central Asia
U01475,national formosa university,,Taiwan,
U01476,national ilan university,,Taiwan,
U01477,national institute of applied sciences of lyon insa lyon,C072,France,Europe & Central Asia
U01478,national institute of technology hamirpur,C099,India,South Asia
U01479,national institute of technology rourkela,C099,India,South Asia
U01480,national institute of technology silchar,C099,India,South Asia
U01481,national institute of technology srinagar,C099,India,South Asia
U01482,national institute of technology tiruchirappalli,C099,India,South Asia
U01483,national institute of technology warangal,C099,India,South Asia
U01484,national kaohsiung university of science and technology,,Taiwan,
U01485,national polytechnic university of armenia,C009,Armenia,Europe & Central Asia
U01486,national research nuclear university mephi,C186,Russian Federation,
U01487,national research nuclear university mephi moscow engineering physics institute,C186,Russian Federation,
U01488,national research saratov state university,C186,Russian Federation,
U01489,national research tomsk polytechnic university,C186,Russian Federation,
U01490,national research university moscow power engineering institute mpei,C186,Russian Federation,
U01491,national research university of electronic technology miet,C186,Russian Federation,
U01492,national school of artificial intelligence ensia,C057,Algeria,Middle East & North Africa
U01493,national sun yatsen university,,Taiwan,
U01494,national taichung university of science and technology,,Taiwan,
U01495,national taipei university,,Taiwan,
U01496,national taipei university of technology,,Taiwan,
U01497,national taiwan normal university,,Taiwan,
U01498,national taiwan normal university,,,
U01499,national taiwan ocean university,,Taiwan,
U01500,national taiwan university ntu,,Taiwan,
U01501,national taiwan university ntu,,,
U01502,national taiwan university of science and technology taiwan tech,,Taiwan,
U01503,national technical university kharkiv polytechnic institute,C225,Ukraine,Europe & Central Asia
U01504,national technical university of athens,C084,Greece,Europe & Central Asia
U01505,national technical university of ukraine igor sikorsky kyiv polytechnic institute,C225,Ukraine,Europe & Central Asia
U01506,national textile university,C171,Pakistan,South Asia
U01507,national transport university,C225,Ukraine,Europe & Central Asia
U01508,national tsing hua university,,Taiwan,
U01509,national united university,,Taiwan,
