master_university_id,source_a,source_a_row,source_b,source_b_row,match_method,match_score
UNI00870,QS,902,WUR,952,exact,exact
UNI00846,QS,905,WUR,773,exact,exact
UNI00390,QS,907,WUR,348,exact,exact
UNI00853,QS,908,WUR,779,exact,exact
UNI00975,QS,913,WUR,1251,exact,exact
UNI00967,QS,914,WUR,1053,exact,exact
UNI00976,QS,915,WUR,1970,exact,exact
UNI00979,QS,917,WUR,1296,exact,exact
UNI00981,QS,919,WUR,1315,exact,exact
UNI00986,QS,924,WUR,1086,exact,exact
UNI00988,QS,926,WUR,1341,exact,exact
UNI00977,QS,929,WUR,915,exact,exact
UNI00994,QS,931,WUR,1103,exact,exact
UNI01005,QS,939,WUR,1598,exact,exact
UNI01011,QS,944,WUR,986,exact,exact
UNI00475,QS,945,WUR,417,exact,exact
UNI00989,QS,946,WUR,1072,exact,exact
UNI01016,QS,950,WUR,2194,exact,exact
UNI00228,QS,952,WUR,201,exact,exact
UNI00863,QS,953,WUR,791,exact,exact
UNI00353,QS,954,WUR,317,exact,exact
UNI01020,QS,955,WUR,1246,exact,exact
UNI01021,QS,956,WUR,1249,exact,exact
UNI01024,QS,958,WUR,1908,exact,exact
UNI00607,QS,959,WUR,534,exact,exact
UNI01026,QS,960,WUR,1278,exact,exact
UNI00771,QS,962,WUR,701,exact,exact
UNI00931,QS,963,WUR,860,exact,exact
UNI00546,QS,971,WUR,480,exact,exact
UNI00685,QS,974,WUR,769,exact,exact
UNI01054,QS,991,WUR,1463,exact,exact
UNI00592,QS,993,WUR,795,exact,exact
UNI01057,QS,995,WUR,1017,exact,exact
UNI00968,QS,998,WUR,903,exact,exact
UNI01029,QS,999,WUR,1356,exact,exact
UNI01062,QS,1002,WUR,1145,exact,exact
UNI00876,QS,1003,WUR,955,exact,exact
UNI01063,QS,1005,WUR,1438,exact,exact
UNI00901,QS,1007,WUR,828,exact,exact
UNI00689,QS,1010,WUR,774,exact,exact
UNI00888,QS,1011,WUR,965,exact,exact
UNI01068,QS,1014,WUR,1175,exact,exact
UNI01034,QS,1015,WUR,969,exact,exact
UNI01070,QS,1016,WUR,1754,exact,exact
UNI01071,QS,1017,WUR,1464,exact,exact
UNI00691,QS,1018,WUR,610,exact,exact
UNI00695,QS,1019,WUR,613,exact,exact
UNI00571,QS,1024,WUR,503,exact,exact
UNI01077,QS,1027,WUR,1195,exact,exact
UNI01079,QS,1029,WUR,1205,exact,exact
UNI01082,QS,1031,WUR,1209,exact,exact
UNI01085,QS,1034,WUR,1496,exact,exact
UNI01086,QS,1035,WUR,1216,exact,exact
UNI01093,QS,1042,WUR,1867,exact,exact
UNI00732,QS,1045,WUR,654,exact,exact
UNI01097,QS,1047,WUR,1881,exact,exact
UNI00415,QS,1048,WUR,365,exact,exact
UNI01098,QS,1049,WUR,1260,exact,exact
UNI01102,QS,1052,WUR,1901,exact,exact
UNI01106,QS,1055,WUR,1556,exact,exact
UNI01112,QS,1061,WUR,1567,exact,exact
UNI01113,QS,1062,WUR,1571,exact,exact
UNI00928,QS,1064,WUR,853,exact,exact
UNI01117,QS,1066,WUR,1575,exact,exact
UNI00780,QS,1067,WUR,706,exact,exact
UNI01118,QS,1068,WUR,1584,exact,exact
UNI00783,QS,1069,WUR,869,exact,exact
UNI01120,QS,1071,WUR,1596,exact,exact
UNI01121,QS,1072,WUR,2000,exact,exact
UNI00816,QS,1081,WUR,899,exact,exact
UNI00827,QS,1088,WUR,753,exact,exact
UNI00990,QS,1092,WUR,926,exact,exact
UNI01140,QS,1093,WUR,1366,exact,exact
UNI01143,QS,1095,WUR,1368,exact,exact
UNI01144,QS,1096,WUR,1656,exact,exact
UNI01145,QS,1097,WUR,1370,exact,exact
UNI01001,QS,1101,WUR,936,exact,exact
UNI01149,QS,1102,WUR,1132,exact,exact
UNI01152,QS,1104,WUR,1666,exact,exact
UNI01153,QS,1105,WUR,1671,exact,exact
UNI01159,QS,1109,WUR,1397,exact,exact
UNI01160,QS,1110,WUR,1399,exact,exact
UNI01184,QS,1132,WUR,1546,exact,exact
UNI01203,QS,1150,WUR,1353,exact,exact
UNI01114,QS,1160,WUR,1062,exact,exact
UNI01213,QS,1161,WUR,1681,exact,exact
UNI01214,QS,1163,WUR,1414,exact,exact
UNI00708,QS,1166,WUR,629,exact,exact
UNI00721,QS,1167,WUR,639,exact,exact
UNI00883,QS,1168,WUR,806,exact,exact
UNI01220,QS,1171,WUR,1559,exact,exact
UNI00789,QS,1175,WUR,716,exact,exact
UNI00798,QS,1178,WUR,728,exact,exact
UNI01227,QS,1180,WUR,1613,exact,exact
UNI01228,QS,1181,WUR,1624,exact,exact
UNI01229,QS,1182,WUR,1340,exact,exact
UNI00821,QS,1183,WUR,747,exact,exact
UNI00829,QS,1184,WUR,914,exact,exact
UNI00893,QS,1189,WUR,819,exact,exact
UNI00666,QS,1190,WUR,763,exact,exact
UNI01019,QS,1194,WUR,951,exact,exact
UNI00873,QS,1196,WUR,953,exact,exact
UNI01233,QS,1201,WUR,1429,exact,exact
UNI01240,QS,1203,WUR,1693,exact,exact
UNI01205,QS,1204,WUR,1151,exact,exact
UNI01242,QS,1206,WUR,1576,exact,exact
UNI00841,QS,1208,WUR,770,exact,exact
UNI01244,QS,1209,WUR,1447,exact,exact
UNI01218,QS,1210,WUR,1169,exact,exact
UNI01245,QS,1211,WUR,1451,exact,exact
UNI01037,QS,1214,WUR,973,exact,exact
UNI01257,QS,1223,WUR,1481,exact,exact
UNI01260,QS,1225,WUR,1802,exact,exact
UNI01269,QS,1234,WUR,1526,exact,exact
UNI01069,QS,1236,WUR,1015,exact,exact
UNI01274,QS,1239,WUR,1245,exact,exact
UNI01275,QS,1240,WUR,1539,exact,exact
UNI01276,QS,1241,WUR,1257,exact,exact
UNI01282,QS,1248,WUR,1268,exact,exact
UNI01101,QS,1254,WUR,1051,exact,exact
UNI01291,QS,1258,WUR,1280,exact,exact
UNI01293,QS,1260,WUR,1569,exact,exact
UNI01295,QS,1262,WUR,1295,exact,exact
UNI00936,QS,1263,WUR,864,exact,exact
UNI01301,QS,1268,WUR,1600,exact,exact
UNI01304,QS,1271,WUR,1609,exact,exact
UNI01129,QS,1272,WUR,1079,exact,exact
UNI00524,QS,1276,WUR,460,exact,exact
UNI01307,QS,1278,WUR,1328,exact,exact
UNI01142,QS,1280,WUR,1094,exact,exact
UNI01017,QS,1283,WUR,1095,exact,exact
UNI01150,QS,1285,WUR,1102,exact,exact
UNI01315,QS,1289,WUR,1643,exact,exact
UNI01321,QS,1295,WUR,1364,exact,exact
UNI01324,QS,1297,WUR,1653,exact,exact
UNI01326,QS,1299,WUR,1371,exact,exact
UNI01327,QS,1300,WUR,1376,exact,exact
UNI00997,QS,1302,WUR,933,exact,exact
UNI01330,QS,1305,WUR,1379,exact,exact
UNI01331,QS,1306,WUR,1381,exact,exact
UNI01003,QS,1307,WUR,937,exact,exact
UNI01332,QS,1308,WUR,1665,exact,exact
UNI01340,QS,1317,WUR,1408,exact,exact
UNI01341,QS,1318,WUR,2169,exact,exact
UNI01375,QS,1349,WUR,1597,exact,exact
UNI01377,QS,1351,WUR,2089,exact,exact
UNI01256,QS,1354,WUR,1222,exact,exact
UNI01259,QS,1355,WUR,1224,exact,exact
UNI01359,QS,1366,WUR,1333,exact,exact
UNI01389,QS,1367,WUR,1663,exact,exact
UNI01398,QS,1376,WUR,1389,exact,exact
UNI00686,QS,1377,WUR,607,exact,exact
UNI01399,QS,1378,WUR,1466,exact,exact
UNI00600,QS,1381,WUR,527,exact,exact
UNI01406,QS,1384,WUR,1568,exact,exact
UNI00939,QS,1385,WUR,867,exact,exact
UNI01407,QS,1386,WUR,1589,exact,exact
UNI00958,QS,1390,WUR,889,exact,exact
UNI01352,QS,1391,WUR,1329,exact,exact
UNI01355,QS,1392,WUR,1330,exact,exact
UNI00640,QS,1393,WUR,561,exact,exact
UNI01411,QS,1394,WUR,1638,exact,exact
UNI01417,QS,1399,WUR,1652,exact,exact
UNI01177,QS,1401,WUR,1126,exact,exact
UNI01420,QS,1403,WUR,1689,exact,exact
UNI01421,QS,1404,WUR,1427,exact,exact
UNI01424,QS,1407,WUR,2204,exact,exact
UNI01426,QS,1409,WUR,1439,exact,exact
UNI01022,QS,1410,WUR,956,exact,exact
UNI00843,QS,1413,WUR,771,exact,exact
UNI01284,QS,1417,WUR,1491,exact,exact
UNI01353,QS,1425,WUR,1934,exact,exact
UNI01105,QS,1426,WUR,1054,exact,exact
UNI01441,QS,1429,WUR,2009,exact,exact
UNI01157,QS,1434,WUR,1107,exact,exact
UNI01400,QS,1438,WUR,1378,exact,exact
UNI01186,QS,1440,WUR,1133,exact,exact
UNI01481,QS,1475,WUR,1503,exact,exact
UNI01489,QS,1483,WUR,1680,exact,exact
UNI01493,QS,1487,WUR,1490,exact,exact
UNI00493,QS,1488,WUR,431,exact,exact
UNI00619,QS,1489,WUR,543,exact,exact
UNI00505,QS,1490,WUR,444,exact,exact
UNI01494,QS,1491,WUR,1953,exact,exact
UNI01403,QS,1493,WUR,1618,exact,exact
UNI00649,QS,1494,WUR,572,exact,exact
UNI00003,QS,1,WUR,4,fuzzy,95.77464788732395
UNI00010,QS,10,WUR,7,fuzzy,95.23809523809523
UNI00033,QS,26,WUR,35,fuzzy,96.2962962962963
UNI00041,QS,40,WUR,34,fuzzy,97.2972972972973
UNI00065,QS,71,WUR,92,fuzzy,97.5609756097561
UNI00140,QS,119,WUR,188,fuzzy,95.23809523809523
UNI00079,QS,133,WUR,68,fuzzy,97.22222222222221
UNI00200,QS,180,WUR,212,fuzzy,96.1038961038961
UNI00205,QS,184,WUR,312,fuzzy,96.2962962962963
UNI00212,QS,191,WUR,215,fuzzy,96.15384615384616
UNI00215,QS,193,WUR,265,fuzzy,95.45454545454545
UNI00132,QS,232,WUR,118,fuzzy,97.5609756097561
UNI00302,QS,268,WUR,278,fuzzy,97.2972972972973
UNI00331,QS,294,WUR,428,fuzzy,97.77777777777777
UNI00256,QS,299,WUR,227,fuzzy,98.30508474576271
UNI00402,QS,356,WUR,1287,fuzzy,96.0
UNI00190,QS,378,WUR,167,fuzzy,95.65217391304348
UNI00318,QS,379,WUR,284,fuzzy,95.0
UNI00241,QS,387,WUR,268,fuzzy,96.0
UNI00431,QS,432,WUR,442,fuzzy,96.0
UNI00306,QS,444,WUR,277,fuzzy,96.55172413793103
UNI00504,QS,449,WUR,536,fuzzy,96.55172413793103
UNI00499,QS,452,WUR,439,fuzzy,95.0
UNI00359,QS,487,WUR,322,fuzzy,97.95918367346938
UNI00443,QS,524,WUR,389,fuzzy,95.83333333333334
UNI00633,QS,590,WUR,705,fuzzy,95.52238805970148
UNI00589,QS,663,WUR,618,fuzzy,98.18181818181819
UNI00805,QS,732,WUR,960,fuzzy,98.30508474576271
UNI00610,QS,736,WUR,537,fuzzy,95.89041095890411
UNI00808,QS,737,WUR,1316,fuzzy,99.3103448275862
UNI00813,QS,742,WUR,1548,fuzzy,98.36065573770492
UNI00842,QS,771,WUR,996,fuzzy,96.55172413793103
UNI00881,QS,805,WUR,972,fuzzy,95.23809523809523
UNI00903,QS,830,WUR,1633,fuzzy,95.52238805970148
UNI00932,QS,861,WUR,1242,fuzzy,98.18181818181819
UNI00945,QS,877,WUR,1090,fuzzy,95.52238805970148
UNI00918,QS,961,WUR,842,fuzzy,98.82352941176471
UNI01087,QS,1036,WUR,1501,fuzzy,98.0392156862745
UNI01133,QS,1084,WUR,1339,fuzzy,98.18181818181819
UNI01025,QS,1085,WUR,1104,fuzzy,95.23809523809523
UNI01148,QS,1100,WUR,2129,fuzzy,95.83333333333334
UNI01151,QS,1103,WUR,1384,fuzzy,96.2962962962963
UNI01161,QS,1111,WUR,1403,fuzzy,96.0
UNI01165,QS,1115,WUR,1452,fuzzy,96.2962962962963
UNI01169,QS,1119,WUR,1456,fuzzy,96.3855421686747
UNI01198,QS,1145,WUR,1228,fuzzy,98.36065573770492
UNI01217,QS,1169,WUR,1259,fuzzy,96.0
UNI01007,QS,1188,WUR,940,fuzzy,95.83333333333334
UNI01249,QS,1216,WUR,1468,fuzzy,95.89041095890411
UNI01264,QS,1229,WUR,1816,fuzzy,95.38461538461537
UNI00747,QS,1245,WUR,673,fuzzy,96.2962962962963
UNI01280,QS,1246,WUR,1911,fuzzy,95.65217391304348
UNI01288,QS,1255,WUR,1279,fuzzy,95.45454545454545
UNI01290,QS,1257,WUR,1562,fuzzy,98.85057471264368
UNI00804,QS,1275,WUR,731,fuzzy,95.65217391304348
UNI01134,QS,1277,WUR,1085,fuzzy,96.55172413793103
UNI01179,QS,1301,WUR,1127,fuzzy,96.875
UNI01339,QS,1316,WUR,1406,fuzzy,96.66666666666667
UNI01300,QS,1360,WUR,1508,fuzzy,98.24561403508771
UNI00857,QS,1446,WUR,780,fuzzy,96.15384615384616
UNI01458,QS,1452,WUR,1786,fuzzy,96.55172413793103
UNI01472,QS,1466,WUR,1587,fuzzy,98.79518072289156
UNI01477,QS,1471,WUR,1629,fuzzy,96.7741935483871
UNI00002,THE,0,WUR,0,exact,exact
UNI00005,THE,1,WUR,3,exact,exact
UNI00003,THE,2,WUR,4,exact,exact
UNI00004,THE,3,WUR,1,exact,exact
UNI00006,THE,4,WUR,2,exact,exact
UNI00007,THE,5,WUR,6,exact,exact
UNI01499,THE,6,WUR,5,exact,exact
UNI00008,THE,7,WUR,9,exact,exact
UNI00010,THE,8,WUR,7,exact,exact
UNI00012,THE,9,WUR,8,exact,exact
UNI01500,THE,10,WUR,11,exact,exact
UNI01502,THE,12,WUR,12,exact,exact
UNI00019,THE,14,WUR,14,exact,exact
UNI00016,THE,15,WUR,13,exact,exact
UNI00014,THE,16,WUR,10,exact,exact
UNI01504,THE,17,WUR,20,exact,exact
UNI00017,THE,19,WUR,19,exact,exact
UNI00022,THE,20,WUR,17,exact,exact
UNI00013,THE,21,WUR,21,exact,exact
UNI00026,THE,22,WUR,22,exact,exact
UNI00027,THE,23,WUR,27,exact,exact
UNI00030,THE,24,WUR,26,exact,exact
UNI00029,THE,25,WUR,24,exact,exact
UNI01505,THE,26,WUR,23,exact,exact
UNI00032,THE,27,WUR,25,exact,exact
UNI00035,THE,28,WUR,38,exact,exact
UNI01506,THE,29,WUR,28,exact,exact
UNI00033,THE,31,WUR,35,exact,exact
UNI01507,THE,33,WUR,31,exact,exact
UNI00043,THE,35,WUR,37,exact,exact
UNI01509,THE,36,WUR,33,exact,exact
UNI00042,THE,40,WUR,39,exact,exact
UNI00048,THE,41,WUR,47,exact,exact
UNI01514,THE,42,WUR,51,exact,exact
UNI01515,THE,43,WUR,50,exact,exact
UNI01511,THE,45,WUR,36,exact,exact
UNI00055,THE,47,WUR,69,exact,exact
UNI01517,THE,49,WUR,48,exact,exact
UNI00057,THE,51,WUR,49,exact,exact
UNI00049,THE,53,WUR,43,exact,exact
UNI00054,THE,54,WUR,67,exact,exact
UNI00066,THE,58,WUR,62,exact,exact
UNI00024,THE,59,WUR,54,exact,exact
UNI00060,THE,60,WUR,59,exact,exact
UNI00047,THE,61,WUR,55,exact,exact
UNI00072,THE,62,WUR,80,exact,exact
UNI00070,THE,63,WUR,60,exact,exact
UNI00067,THE,65,WUR,58,exact,exact
UNI01522,THE,66,WUR,61,exact,exact
UNI00064,THE,67,WUR,56,exact,exact
UNI01523,THE,68,WUR,63,exact,exact
UNI00045,THE,70,WUR,95,exact,exact
UNI00079,THE,71,WUR,68,exact,exact
UNI01525,THE,72,WUR,96,exact,exact
UNI00073,THE,73,WUR,64,exact,exact
UNI00068,THE,74,WUR,89,exact,exact
UNI00082,THE,77,WUR,70,exact,exact
UNI00092,THE,79,WUR,83,exact,exact
UNI01529,THE,82,WUR,91,exact,exact
UNI01531,THE,84,WUR,102,exact,exact
UNI01532,THE,85,WUR,126,exact,exact
UNI01533,THE,88,WUR,85,exact,exact
UNI00104,THE,89,WUR,99,exact,exact
UNI01535,THE,90,WUR,88,exact,exact
UNI00107,THE,91,WUR,94,exact,exact
UNI00108,THE,92,WUR,97,exact,exact
UNI00084,THE,96,WUR,154,exact,exact
UNI00096,THE,97,WUR,108,exact,exact
UNI01539,THE,99,WUR,111,exact,exact
UNI00098,THE,100,WUR,107,exact,exact
UNI01536,THE,101,WUR,90,exact,exact
UNI00119,THE,102,WUR,113,exact,exact
UNI00095,THE,105,WUR,81,exact,exact
UNI00099,THE,106,WUR,119,exact,exact
UNI00127,THE,108,WUR,116,exact,exact
UNI00129,THE,109,WUR,117,exact,exact
UNI00121,THE,113,WUR,103,exact,exact
UNI00126,THE,114,WUR,106,exact,exact
UNI00109,THE,115,WUR,93,exact,exact
UNI00125,THE,116,WUR,105,exact,exact
UNI00137,THE,117,WUR,179,exact,exact
UNI00139,THE,118,WUR,146,exact,exact
UNI00141,THE,119,WUR,124,exact,exact
UNI00130,THE,120,WUR,109,exact,exact
UNI01545,THE,121,WUR,151,exact,exact
UNI00117,THE,122,WUR,100,exact,exact
UNI01546,THE,123,WUR,189,exact,exact
UNI00143,THE,124,WUR,120,exact,exact
UNI00144,THE,125,WUR,165,exact,exact
UNI00136,THE,126,WUR,125,exact,exact
UNI01544,THE,127,WUR,112,exact,exact
UNI00085,THE,128,WUR,128,exact,exact
UNI00118,THE,129,WUR,129,exact,exact
UNI00134,THE,130,WUR,240,exact,exact
UNI00154,THE,131,WUR,150,exact,exact
UNI00155,THE,132,WUR,153,exact,exact
UNI00148,THE,134,WUR,123,exact,exact
UNI01547,THE,135,WUR,127,exact,exact
UNI01549,THE,136,WUR,156,exact,exact
UNI00161,THE,137,WUR,147,exact,exact
UNI00163,THE,138,WUR,144,exact,exact
UNI00140,THE,139,WUR,188,exact,exact
UNI00124,THE,141,WUR,149,exact,exact
UNI00158,THE,142,WUR,134,exact,exact
UNI00083,THE,143,WUR,131,exact,exact
UNI01553,THE,144,WUR,143,exact,exact
UNI00167,THE,146,WUR,142,exact,exact
UNI01551,THE,149,WUR,138,exact,exact
UNI01555,THE,150,WUR,195,exact,exact
UNI01556,THE,151,WUR,180,exact,exact
UNI01558,THE,154,WUR,178,exact,exact
UNI00145,THE,156,WUR,121,exact,exact
UNI01560,THE,157,WUR,174,exact,exact
UNI00133,THE,158,WUR,244,exact,exact
UNI00170,THE,159,WUR,145,exact,exact
UNI00153,THE,160,WUR,130,exact,exact
UNI00146,THE,161,WUR,122,exact,exact
UNI01561,THE,162,WUR,157,exact,exact
UNI00156,THE,163,WUR,133,exact,exact
UNI01563,THE,164,WUR,171,exact,exact
UNI01562,THE,165,WUR,158,exact,exact
UNI00149,THE,168,WUR,206,exact,exact
UNI01567,THE,169,WUR,364,exact,exact
UNI01568,THE,172,WUR,182,exact,exact
UNI00089,THE,173,WUR,196,exact,exact
UNI00093,THE,174,WUR,281,exact,exact
UNI01570,THE,176,WUR,252,exact,exact
UNI01550,THE,177,WUR,136,exact,exact
UNI00152,THE,179,WUR,173,exact,exact
UNI00157,THE,180,WUR,231,exact,exact
UNI00150,THE,182,WUR,207,exact,exact
UNI00204,THE,183,WUR,294,exact,exact
UNI00138,THE,184,WUR,176,exact,exact
UNI01575,THE,185,WUR,293,exact,exact
UNI00159,THE,186,WUR,135,exact,exact
UNI01571,THE,187,WUR,177,exact,exact
UNI00151,THE,188,WUR,259,exact,exact
UNI01577,THE,190,WUR,344,exact,exact
UNI00175,THE,191,WUR,152,exact,exact
UNI01578,THE,192,WUR,194,exact,exact
UNI00112,THE,195,WUR,234,exact,exact
UNI01554,THE,196,WUR,148,exact,exact
UNI01566,THE,197,WUR,168,exact,exact
UNI00222,THE,198,WUR,221,exact,exact
UNI00227,THE,201,WUR,248,exact,exact
UNI00128,THE,202,WUR,199,exact,exact
UNI00211,THE,203,WUR,190,exact,exact
UNI00232,THE,204,WUR,299,exact,exact
UNI01573,THE,205,WUR,181,exact,exact
UNI00202,THE,206,WUR,202,exact,exact
UNI00213,THE,207,WUR,191,exact,exact
UNI01576,THE,209,WUR,187,exact,exact
UNI00235,THE,210,WUR,208,exact,exact
UNI01582,THE,211,WUR,266,exact,exact
UNI00208,THE,212,WUR,209,exact,exact
UNI01584,THE,214,WUR,270,exact,exact
UNI00244,THE,215,WUR,271,exact,exact
UNI00247,THE,216,WUR,319,exact,exact
UNI00200,THE,217,WUR,212,exact,exact
UNI00184,THE,219,WUR,162,exact,exact
UNI00246,THE,221,WUR,216,exact,exact
UNI01564,THE,222,WUR,166,exact,exact
UNI01579,THE,223,WUR,192,exact,exact
UNI00216,THE,224,WUR,193,exact,exact
UNI00197,THE,226,WUR,324,exact,exact
UNI01586,THE,227,WUR,220,exact,exact
UNI00190,THE,228,WUR,167,exact,exact
UNI01587,THE,229,WUR,222,exact,exact
UNI01574,THE,231,WUR,184,exact,exact
UNI01588,THE,232,WUR,223,exact,exact
UNI00191,THE,234,WUR,198,exact,exact
UNI01591,THE,237,WUR,230,exact,exact
UNI01595,THE,239,WUR,290,exact,exact
UNI00249,THE,240,WUR,236,exact,exact
UNI00271,THE,241,WUR,337,exact,exact
UNI00243,THE,242,WUR,239,exact,exact
UNI01597,THE,243,WUR,483,exact,exact
UNI00194,THE,245,WUR,241,exact,exact
UNI00278,THE,246,WUR,296,exact,exact
UNI01598,THE,247,WUR,243,exact,exact
UNI00183,THE,249,WUR,247,exact,exact
UNI00171,THE,250,WUR,251,exact,exact
UNI01599,THE,251,WUR,502,exact,exact
UNI00225,THE,252,WUR,200,exact,exact
UNI00287,THE,253,WUR,254,exact,exact
UNI00289,THE,254,WUR,305,exact,exact
UNI00290,THE,255,WUR,257,exact,exact
UNI00261,THE,256,WUR,262,exact,exact
UNI00296,THE,259,WUR,315,exact,exact
UNI00237,THE,262,WUR,210,exact,exact
UNI01606,THE,264,WUR,272,exact,exact
UNI01583,THE,267,WUR,213,exact,exact
UNI00304,THE,269,WUR,320,exact,exact
UNI00239,THE,273,WUR,375,exact,exact
UNI01612,THE,275,WUR,376,exact,exact
UNI01585,THE,276,WUR,219,exact,exact
UNI01613,THE,277,WUR,325,exact,exact
UNI00308,THE,278,WUR,381,exact,exact
UNI00195,THE,280,WUR,224,exact,exact
UNI00164,THE,283,WUR,330,exact,exact
UNI00318,THE,284,WUR,284,exact,exact
UNI00320,THE,285,WUR,285,exact,exact
UNI01619,THE,288,WUR,475,exact,exact
UNI01620,THE,289,WUR,288,exact,exact
UNI00262,THE,290,WUR,233,exact,exact
UNI01621,THE,291,WUR,335,exact,exact
UNI01622,THE,292,WUR,336,exact,exact
UNI00265,THE,293,WUR,235,exact,exact
UNI01593,THE,294,WUR,237,exact,exact
UNI00328,THE,295,WUR,291,exact,exact
UNI00334,THE,296,WUR,340,exact,exact
UNI00276,THE,297,WUR,341,exact,exact
UNI01623,THE,298,WUR,488,exact,exact
UNI01596,THE,300,WUR,242,exact,exact
UNI01625,THE,302,WUR,501,exact,exact
UNI01627,THE,303,WUR,351,exact,exact
UNI01629,THE,304,WUR,307,exact,exact
UNI01602,THE,306,WUR,260,exact,exact
UNI01604,THE,307,WUR,261,exact,exact
UNI00345,THE,309,WUR,311,exact,exact
UNI00231,THE,310,WUR,204,exact,exact
UNI01634,THE,311,WUR,359,exact,exact
UNI01635,THE,312,WUR,313,exact,exact
UNI00349,THE,313,WUR,314,exact,exact
UNI00325,THE,314,WUR,316,exact,exact
UNI01609,THE,317,WUR,269,exact,exact
UNI01636,THE,318,WUR,525,exact,exact
UNI01637,THE,319,WUR,433,exact,exact
UNI01610,THE,320,WUR,273,exact,exact
UNI00187,THE,321,WUR,544,exact,exact
UNI01639,THE,323,WUR,323,exact,exact
UNI00313,THE,324,WUR,279,exact,exact
UNI01640,THE,325,WUR,558,exact,exact
UNI00329,THE,326,WUR,459,exact,exact
UNI01614,THE,327,WUR,280,exact,exact
UNI00234,THE,328,WUR,326,exact,exact
UNI01617,THE,329,WUR,282,exact,exact
UNI00370,THE,331,WUR,383,exact,exact
UNI01643,THE,333,WUR,472,exact,exact
UNI01644,THE,335,WUR,476,exact,exact
UNI00311,THE,337,WUR,479,exact,exact
UNI01645,THE,338,WUR,388,exact,exact
UNI00377,THE,339,WUR,339,exact,exact
UNI01646,THE,341,WUR,482,exact,exact
UNI00381,THE,342,WUR,343,exact,exact
UNI00330,THE,345,WUR,345,exact,exact
UNI00387,THE,346,WUR,395,exact,exact
UNI00277,THE,347,WUR,246,exact,exact
UNI01650,THE,349,WUR,496,exact,exact
UNI00338,THE,350,WUR,300,exact,exact
UNI01651,THE,351,WUR,602,exact,exact
UNI01628,THE,352,WUR,303,exact,exact
UNI00398,THE,353,WUR,405,exact,exact
UNI00384,THE,355,WUR,406,exact,exact
UNI01653,THE,356,WUR,407,exact,exact
UNI00294,THE,357,WUR,258,exact,exact
UNI00366,THE,359,WUR,357,exact,exact
UNI01633,THE,360,WUR,309,exact,exact
UNI00409,THE,361,WUR,414,exact,exact
UNI01657,THE,364,WUR,421,exact,exact
UNI00407,THE,365,WUR,424,exact,exact
UNI00417,THE,366,WUR,425,exact,exact
UNI01659,THE,367,WUR,653,exact,exact
UNI00355,THE,368,WUR,318,exact,exact
UNI00264,THE,369,WUR,523,exact,exact
UNI00219,THE,370,WUR,524,exact,exact
UNI01662,THE,371,WUR,430,exact,exact
UNI00425,THE,372,WUR,432,exact,exact
UNI00426,THE,373,WUR,436,exact,exact
UNI00420,THE,374,WUR,368,exact,exact
UNI00428,THE,375,WUR,438,exact,exact
UNI00429,THE,376,WUR,440,exact,exact
UNI00433,THE,378,WUR,445,exact,exact
UNI00432,THE,379,WUR,377,exact,exact
UNI00375,THE,380,WUR,550,exact,exact
UNI00310,THE,381,WUR,321,exact,exact
UNI00359,THE,382,WUR,322,exact,exact
UNI00435,THE,383,WUR,455,exact,exact
UNI00374,THE,384,WUR,379,exact,exact
UNI01641,THE,387,WUR,331,exact,exact
UNI00388,THE,388,WUR,564,exact,exact
UNI00321,THE,389,WUR,286,exact,exact
UNI01668,THE,390,WUR,473,exact,exact
UNI00372,THE,392,WUR,334,exact,exact
UNI00449,THE,393,WUR,576,exact,exact
UNI00382,THE,394,WUR,342,exact,exact
UNI00443,THE,395,WUR,389,exact,exact
UNI00454,THE,396,WUR,485,exact,exact
UNI00405,THE,397,WUR,579,exact,exact
UNI01647,THE,398,WUR,346,exact,exact
UNI00390,THE,400,WUR,348,exact,exact
UNI00459,THE,401,WUR,400,exact,exact
UNI00282,THE,403,WUR,250,exact,exact
UNI00464,THE,404,WUR,404,exact,exact
UNI00286,THE,406,WUR,253,exact,exact
UNI00291,THE,407,WUR,255,exact,exact
UNI00396,THE,408,WUR,352,exact,exact
UNI01631,THE,409,WUR,306,exact,exact
UNI01632,THE,410,WUR,308,exact,exact
UNI01679,THE,412,WUR,409,exact,exact
UNI01683,THE,413,WUR,506,exact,exact
UNI00472,THE,414,WUR,623,exact,exact
UNI00403,THE,415,WUR,356,exact,exact
UNI00280,THE,416,WUR,508,exact,exact
UNI01684,THE,417,WUR,626,exact,exact
UNI01680,THE,418,WUR,410,exact,exact
UNI00397,THE,419,WUR,628,exact,exact
UNI01682,THE,420,WUR,412,exact,exact
UNI01686,THE,422,WUR,636,exact,exact
UNI00406,THE,423,WUR,358,exact,exact
UNI00477,THE,424,WUR,418,exact,exact
UNI00488,THE,427,WUR,515,exact,exact
UNI01690,THE,428,WUR,516,exact,exact
UNI00486,THE,429,WUR,426,exact,exact
UNI00353,THE,430,WUR,317,exact,exact
UNI00489,THE,431,WUR,427,exact,exact
UNI00494,THE,432,WUR,517,exact,exact
UNI01655,THE,433,WUR,362,exact,exact
UNI00496,THE,434,WUR,520,exact,exact
UNI00367,THE,435,WUR,521,exact,exact
UNI00498,THE,437,WUR,526,exact,exact
UNI01658,THE,438,WUR,366,exact,exact
UNI01660,THE,439,WUR,367,exact,exact
