master_university_id,source_a,source_a_row,source_b,source_b_row,match_method,match_score
UNI01218,QS,1210,THE,1210,exact,exact
UNI01245,QS,1211,THE,1530,exact,exact
UNI01037,QS,1214,THE,1016,exact,exact
UNI01248,QS,1215,THE,2020,exact,exact
UNI01081,QS,1222,THE,1030,exact,exact
UNI01257,QS,1223,THE,1577,exact,exact
UNI01260,QS,1225,THE,2071,exact,exact
UNI01269,QS,1234,THE,1278,exact,exact
UNI01069,QS,1236,THE,1057,exact,exact
UNI01274,QS,1239,THE,1629,exact,exact
UNI01275,QS,1240,THE,1637,exact,exact
UNI01276,QS,1241,THE,1298,exact,exact
UNI01282,QS,1248,THE,1314,exact,exact
UNI00953,QS,1250,THE,885,exact,exact
UNI01286,QS,1252,THE,1316,exact,exact
UNI01101,QS,1254,THE,1090,exact,exact
UNI01290,QS,1257,THE,1684,exact,exact
UNI01291,QS,1258,THE,1330,exact,exact
UNI01293,QS,1260,THE,1694,exact,exact
UNI01295,QS,1262,THE,1715,exact,exact
UNI00936,QS,1263,THE,920,exact,exact
UNI01301,QS,1268,THE,1741,exact,exact
UNI01302,QS,1269,THE,1370,exact,exact
UNI01304,QS,1271,THE,1755,exact,exact
UNI01129,QS,1272,THE,1374,exact,exact
UNI01305,QS,1273,THE,1750,exact,exact
UNI00524,QS,1276,THE,939,exact,exact
UNI01307,QS,1278,THE,1383,exact,exact
UNI01142,QS,1280,THE,1140,exact,exact
UNI01017,QS,1283,THE,950,exact,exact
UNI01311,QS,1284,THE,1400,exact,exact
UNI01150,QS,1285,THE,1403,exact,exact
UNI01315,QS,1289,THE,1823,exact,exact
UNI01321,QS,1295,THE,1421,exact,exact
UNI01324,QS,1297,THE,1842,exact,exact
UNI01326,QS,1299,THE,1429,exact,exact
UNI01327,QS,1300,THE,1438,exact,exact
UNI01179,QS,1301,THE,1439,exact,exact
UNI00997,QS,1302,THE,1169,exact,exact
UNI01328,QS,1303,THE,1858,exact,exact
UNI01330,QS,1305,THE,1444,exact,exact
UNI01331,QS,1306,THE,1447,exact,exact
UNI01003,QS,1307,THE,1175,exact,exact
UNI01332,QS,1308,THE,1450,exact,exact
UNI01322,QS,1311,THE,1295,exact,exact
UNI01338,QS,1315,THE,2608,exact,exact
UNI01339,QS,1316,THE,1467,exact,exact
UNI01340,QS,1317,THE,1469,exact,exact
UNI01341,QS,1318,THE,2624,exact,exact
UNI01349,QS,1326,THE,2043,exact,exact
UNI01273,QS,1327,THE,1238,exact,exact
UNI01375,QS,1349,THE,1739,exact,exact
UNI01377,QS,1351,THE,2508,exact,exact
UNI01256,QS,1354,THE,1263,exact,exact
UNI01259,QS,1355,THE,1266,exact,exact
UNI01388,QS,1365,THE,2374,exact,exact
UNI01359,QS,1366,THE,1792,exact,exact
UNI01389,QS,1367,THE,1860,exact,exact
UNI01398,QS,1376,THE,1454,exact,exact
UNI00686,QS,1377,THE,1221,exact,exact
UNI01399,QS,1378,THE,1545,exact,exact
UNI00600,QS,1381,THE,542,exact,exact
UNI01406,QS,1384,THE,1693,exact,exact
UNI00939,QS,1385,THE,923,exact,exact
UNI01407,QS,1386,THE,1726,exact,exact
UNI01352,QS,1391,THE,1781,exact,exact
UNI01355,QS,1392,THE,1786,exact,exact
UNI00640,QS,1393,THE,1135,exact,exact
UNI01411,QS,1394,THE,1814,exact,exact
UNI01416,QS,1398,THE,1828,exact,exact
UNI01417,QS,1399,THE,1841,exact,exact
UNI01177,QS,1401,THE,1436,exact,exact
UNI01420,QS,1403,THE,1897,exact,exact
UNI01421,QS,1404,THE,1488,exact,exact
UNI01424,QS,1407,THE,1902,exact,exact
UNI01426,QS,1409,THE,1502,exact,exact
UNI01022,QS,1410,THE,997,exact,exact
UNI01427,QS,1411,THE,2390,exact,exact
UNI00843,QS,1413,THE,1007,exact,exact
UNI01251,QS,1414,THE,1217,exact,exact
UNI01284,QS,1417,THE,1250,exact,exact
UNI01431,QS,1418,THE,1628,exact,exact
UNI01434,QS,1420,THE,2215,exact,exact
UNI01353,QS,1425,THE,1329,exact,exact
UNI01105,QS,1426,THE,1096,exact,exact
UNI01157,QS,1434,THE,1407,exact,exact
UNI01433,QS,1435,THE,1419,exact,exact
UNI01445,QS,1436,THE,2536,exact,exact
UNI01400,QS,1438,THE,1855,exact,exact
UNI01186,QS,1440,THE,1451,exact,exact
UNI01455,QS,1449,THE,1539,exact,exact
UNI01469,QS,1463,THE,2337,exact,exact
UNI01477,QS,1471,THE,1799,exact,exact
UNI01481,QS,1475,THE,1605,exact,exact
UNI01489,QS,1483,THE,1522,exact,exact
UNI01493,QS,1487,THE,1589,exact,exact
UNI00493,QS,1488,THE,873,exact,exact
UNI00619,QS,1489,THE,1093,exact,exact
UNI00505,QS,1490,THE,1097,exact,exact
UNI01494,QS,1491,THE,1700,exact,exact
UNI01495,QS,1492,THE,2348,exact,exact
UNI01403,QS,1493,THE,1381,exact,exact
UNI00649,QS,1494,THE,770,exact,exact
UNI00003,QS,1,THE,2,fuzzy,95.77464788732395
UNI00011,QS,8,THE,18,fuzzy,95.08196721311475
UNI00010,QS,10,THE,8,fuzzy,95.23809523809523
UNI00033,QS,26,THE,31,fuzzy,96.2962962962963
UNI00065,QS,71,THE,57,fuzzy,97.5609756097561
UNI00120,QS,103,THE,469,fuzzy,95.89041095890411
UNI00140,QS,119,THE,139,fuzzy,95.23809523809523
UNI00079,QS,133,THE,71,fuzzy,97.22222222222221
UNI00200,QS,180,THE,217,fuzzy,96.1038961038961
UNI00205,QS,184,THE,258,fuzzy,96.2962962962963
UNI00210,QS,190,THE,199,fuzzy,95.52238805970148
UNI00132,QS,232,THE,111,fuzzy,97.5609756097561
UNI00302,QS,268,THE,272,fuzzy,97.2972972972973
UNI00331,QS,294,THE,315,fuzzy,97.77777777777777
UNI00402,QS,356,THE,1703,fuzzy,96.0
UNI00190,QS,378,THE,228,fuzzy,95.65217391304348
UNI00318,QS,379,THE,284,fuzzy,95.0
UNI00241,QS,387,THE,213,fuzzy,97.95918367346938
UNI00461,QS,408,THE,402,fuzzy,95.23809523809523
UNI00431,QS,432,THE,377,fuzzy,96.0
UNI00306,QS,444,THE,271,fuzzy,96.55172413793103
UNI00504,QS,449,THE,443,fuzzy,96.55172413793103
UNI00499,QS,452,THE,444,fuzzy,95.0
UNI00359,QS,487,THE,382,fuzzy,97.95918367346938
UNI00368,QS,492,THE,330,fuzzy,96.2962962962963
UNI00443,QS,524,THE,395,fuzzy,95.83333333333334
UNI00439,QS,529,THE,386,fuzzy,96.96969696969697
UNI00633,QS,590,THE,556,fuzzy,95.52238805970148
UNI00713,QS,634,THE,944,fuzzy,97.87234042553192
UNI00805,QS,732,THE,1002,fuzzy,98.30508474576271
UNI00610,QS,736,THE,892,fuzzy,95.89041095890411
UNI00813,QS,742,THE,1653,fuzzy,98.36065573770492
UNI00842,QS,771,THE,1035,fuzzy,96.55172413793103
UNI00898,QS,825,THE,2481,fuzzy,95.52238805970148
UNI00903,QS,830,THE,1803,fuzzy,95.52238805970148
UNI00932,QS,861,THE,1061,fuzzy,98.18181818181819
UNI00945,QS,877,THE,1386,fuzzy,95.52238805970148
UNI00983,QS,921,THE,2418,fuzzy,97.95918367346938
UNI00995,QS,932,THE,1996,fuzzy,97.72727272727273
UNI01015,QS,949,THE,1196,fuzzy,97.2972972972973
UNI00854,QS,973,THE,779,fuzzy,96.20253164556962
UNI01059,QS,996,THE,1705,fuzzy,96.7741935483871
UNI01058,QS,1004,THE,995,fuzzy,95.83333333333334
UNI01087,QS,1036,THE,1603,fuzzy,98.0392156862745
UNI01128,QS,1079,THE,2428,fuzzy,98.55072463768117
UNI01133,QS,1084,THE,1397,fuzzy,98.18181818181819
UNI01025,QS,1085,THE,958,fuzzy,95.23809523809523
UNI01148,QS,1100,THE,1861,fuzzy,95.83333333333334
UNI01169,QS,1119,THE,1535,fuzzy,97.5609756097561
UNI01182,QS,1130,THE,2443,fuzzy,97.67441860465115
UNI01193,QS,1140,THE,1797,fuzzy,96.1038961038961
UNI01198,QS,1145,THE,1271,fuzzy,98.36065573770492
UNI01014,QS,1154,THE,948,fuzzy,97.43589743589743
UNI00671,QS,1187,THE,591,fuzzy,95.08196721311475
UNI01007,QS,1188,THE,979,fuzzy,95.83333333333334
UNI01235,QS,1197,THE,1201,fuzzy,97.14285714285714
UNI01249,QS,1216,THE,1549,fuzzy,97.22222222222221
UNI01264,QS,1229,THE,2086,fuzzy,95.38461538461537
UNI00747,QS,1245,THE,881,fuzzy,96.2962962962963
UNI01280,QS,1246,THE,1658,fuzzy,97.77777777777777
UNI01288,QS,1255,THE,2281,fuzzy,95.45454545454545
UNI00804,QS,1275,THE,731,fuzzy,95.65217391304348
UNI01134,QS,1277,THE,1132,fuzzy,96.55172413793103
UNI01334,QS,1310,THE,1630,fuzzy,96.2962962962963
UNI01300,QS,1360,THE,1267,fuzzy,98.24561403508771
UNI01412,QS,1432,THE,1394,fuzzy,95.89041095890411
UNI00857,QS,1446,THE,1013,fuzzy,98.0392156862745
UNI01458,QS,1452,THE,2046,fuzzy,98.24561403508771
UNI01479,QS,1473,THE,2584,fuzzy,96.66666666666667
UNI00006,QS,2,WUR,2,exact,exact
UNI00002,QS,3,WUR,0,exact,exact
UNI00004,QS,4,WUR,1,exact,exact
UNI00005,QS,5,WUR,3,exact,exact
UNI00008,QS,6,WUR,9,exact,exact
UNI00013,QS,9,WUR,21,exact,exact
UNI00016,QS,12,WUR,13,exact,exact
UNI00017,QS,13,WUR,19,exact,exact
UNI00012,QS,16,WUR,8,exact,exact
UNI00007,QS,18,WUR,6,exact,exact
UNI00024,QS,20,WUR,54,exact,exact
UNI00022,QS,21,WUR,17,exact,exact
UNI00014,QS,23,WUR,10,exact,exact
UNI00019,QS,28,WUR,14,exact,exact
UNI00035,QS,29,WUR,38,exact,exact
UNI00026,QS,33,WUR,22,exact,exact
UNI00042,QS,35,WUR,39,exact,exact
UNI00045,QS,38,WUR,95,exact,exact
UNI00047,QS,41,WUR,55,exact,exact
UNI00049,QS,42,WUR,43,exact,exact
UNI00054,QS,46,WUR,67,exact,exact
UNI00055,QS,47,WUR,69,exact,exact
UNI00032,QS,48,WUR,25,exact,exact
UNI00027,QS,52,WUR,27,exact,exact
UNI00060,QS,53,WUR,59,exact,exact
UNI00029,QS,57,WUR,24,exact,exact
UNI00057,QS,58,WUR,49,exact,exact
UNI00068,QS,59,WUR,89,exact,exact
UNI00030,QS,63,WUR,26,exact,exact
UNI00048,QS,64,WUR,47,exact,exact
UNI00083,QS,72,WUR,131,exact,exact
UNI00070,QS,73,WUR,60,exact,exact
UNI00084,QS,74,WUR,154,exact,exact
UNI00085,QS,75,WUR,128,exact,exact
UNI00089,QS,78,WUR,196,exact,exact
UNI00093,QS,80,WUR,281,exact,exact
UNI00096,QS,82,WUR,108,exact,exact
UNI00098,QS,84,WUR,107,exact,exact
UNI00099,QS,85,WUR,119,exact,exact
UNI00092,QS,92,WUR,83,exact,exact
UNI00082,QS,93,WUR,70,exact,exact
UNI00112,QS,96,WUR,234,exact,exact
UNI00043,QS,97,WUR,37,exact,exact
UNI00118,QS,101,WUR,129,exact,exact
UNI00072,QS,102,WUR,80,exact,exact
UNI00124,QS,105,WUR,149,exact,exact
UNI00104,QS,106,WUR,99,exact,exact
UNI00119,QS,107,WUR,113,exact,exact
UNI00075,QS,108,WUR,65,exact,exact
UNI00128,QS,109,WUR,199,exact,exact
UNI00129,QS,111,WUR,117,exact,exact
UNI00133,QS,112,WUR,244,exact,exact
UNI00134,QS,113,WUR,240,exact,exact
UNI00130,QS,115,WUR,109,exact,exact
UNI00073,QS,116,WUR,64,exact,exact
UNI00136,QS,117,WUR,125,exact,exact
UNI00138,QS,118,WUR,176,exact,exact
UNI00144,QS,121,WUR,165,exact,exact
UNI00145,QS,122,WUR,121,exact,exact
UNI00149,QS,124,WUR,206,exact,exact
UNI00117,QS,125,WUR,100,exact,exact
UNI00109,QS,127,WUR,93,exact,exact
UNI00150,QS,128,WUR,207,exact,exact
UNI00151,QS,129,WUR,259,exact,exact
UNI00152,QS,130,WUR,173,exact,exact
UNI00141,QS,131,WUR,124,exact,exact
UNI00066,QS,132,WUR,62,exact,exact
UNI00157,QS,134,WUR,231,exact,exact
UNI00137,QS,135,WUR,179,exact,exact
UNI00125,QS,136,WUR,105,exact,exact
UNI00164,QS,140,WUR,330,exact,exact
UNI00127,QS,143,WUR,116,exact,exact
UNI00148,QS,145,WUR,123,exact,exact
UNI00139,QS,146,WUR,146,exact,exact
UNI00171,QS,148,WUR,251,exact,exact
UNI00067,QS,152,WUR,58,exact,exact
UNI00064,QS,157,WUR,56,exact,exact
UNI00126,QS,159,WUR,106,exact,exact
UNI00183,QS,162,WUR,247,exact,exact
UNI00187,QS,165,WUR,544,exact,exact
UNI00167,QS,167,WUR,142,exact,exact
UNI00154,QS,168,WUR,150,exact,exact
UNI00121,QS,169,WUR,103,exact,exact
UNI00191,QS,170,WUR,198,exact,exact
UNI00193,QS,171,WUR,413,exact,exact
UNI00194,QS,172,WUR,241,exact,exact
UNI00195,QS,173,WUR,224,exact,exact
UNI00197,QS,177,WUR,324,exact,exact
UNI00202,QS,182,WUR,202,exact,exact
UNI00208,QS,187,WUR,209,exact,exact
UNI00219,QS,196,WUR,524,exact,exact
UNI00095,QS,199,WUR,81,exact,exact
UNI00226,QS,201,WUR,1147,exact,exact
UNI00230,QS,203,WUR,274,exact,exact
UNI00234,QS,206,WUR,326,exact,exact
UNI00143,QS,207,WUR,120,exact,exact
UNI00211,QS,208,WUR,190,exact,exact
UNI00204,QS,210,WUR,294,exact,exact
UNI00239,QS,212,WUR,375,exact,exact
UNI00242,QS,214,WUR,837,exact,exact
UNI00243,QS,215,WUR,239,exact,exact
UNI00248,QS,217,WUR,554,exact,exact
UNI00249,QS,218,WUR,236,exact,exact
UNI00158,QS,221,WUR,134,exact,exact
UNI00155,QS,224,WUR,153,exact,exact
UNI00244,QS,225,WUR,271,exact,exact
UNI00259,QS,230,WUR,962,exact,exact
UNI00261,QS,233,WUR,262,exact,exact
UNI00263,QS,234,WUR,553,exact,exact
UNI00264,QS,235,WUR,523,exact,exact
UNI00146,QS,237,WUR,122,exact,exact
UNI00268,QS,239,WUR,710,exact,exact
UNI00270,QS,241,WUR,492,exact,exact
UNI00265,QS,244,WUR,235,exact,exact
UNI00276,QS,246,WUR,341,exact,exact
UNI00280,QS,248,WUR,508,exact,exact
UNI00153,QS,249,WUR,130,exact,exact
UNI00281,QS,250,WUR,493,exact,exact
UNI00285,QS,253,WUR,466,exact,exact
UNI00156,QS,255,WUR,133,exact,exact
UNI00163,QS,257,WUR,144,exact,exact
UNI00108,QS,261,WUR,97,exact,exact
UNI00298,QS,262,WUR,948,exact,exact
UNI00161,QS,264,WUR,147,exact,exact
UNI00301,QS,267,WUR,547,exact,exact
UNI00107,QS,269,WUR,94,exact,exact
UNI00170,QS,270,WUR,145,exact,exact
UNI00184,QS,273,WUR,162,exact,exact
UNI00308,QS,274,WUR,381,exact,exact
UNI00310,QS,276,WUR,321,exact,exact
UNI00311,QS,277,WUR,479,exact,exact
UNI00216,QS,279,WUR,193,exact,exact
UNI00313,QS,280,WUR,279,exact,exact
UNI00315,QS,281,WUR,1181,exact,exact
UNI00225,QS,282,WUR,200,exact,exact
UNI00271,QS,286,WUR,337,exact,exact
UNI00325,QS,289,WUR,316,exact,exact
UNI00329,QS,292,WUR,459,exact,exact
UNI00330,QS,293,WUR,345,exact,exact
UNI00159,QS,297,WUR,135,exact,exact
UNI00341,QS,304,WUR,676,exact,exact
UNI00222,QS,305,WUR,221,exact,exact
UNI00328,QS,308,WUR,291,exact,exact
UNI00334,QS,310,WUR,340,exact,exact
UNI00351,QS,316,WUR,470,exact,exact
UNI00357,QS,321,WUR,567,exact,exact
UNI00363,QS,326,WUR,910,exact,exact
UNI00366,QS,329,WUR,357,exact,exact
UNI00367,QS,330,WUR,521,exact,exact
UNI00213,QS,334,WUR,191,exact,exact
UNI00374,QS,336,WUR,379,exact,exact
UNI00227,QS,337,WUR,248,exact,exact
UNI00375,QS,338,WUR,550,exact,exact
UNI00378,QS,340,WUR,370,exact,exact
UNI00235,QS,342,WUR,208,exact,exact
UNI00384,QS,344,WUR,406,exact,exact
UNI00385,QS,345,WUR,781,exact,exact
UNI00388,QS,347,WUR,564,exact,exact
UNI00389,QS,348,WUR,883,exact,exact
UNI00395,QS,351,WUR,463,exact,exact
UNI00304,QS,352,WUR,320,exact,exact
UNI00397,QS,353,WUR,628,exact,exact
UNI00405,QS,358,WUR,579,exact,exact
UNI00407,QS,359,WUR,424,exact,exact
UNI00411,QS,363,WUR,446,exact,exact
UNI00414,QS,365,WUR,601,exact,exact
UNI00418,QS,367,WUR,487,exact,exact
UNI00424,QS,372,WUR,794,exact,exact
UNI00394,QS,375,WUR,350,exact,exact
UNI00277,QS,376,WUR,246,exact,exact
UNI00175,QS,380,WUR,152,exact,exact
UNI00349,QS,381,WUR,314,exact,exact
UNI00246,QS,382,WUR,216,exact,exact
UNI00434,QS,383,WUR,859,exact,exact
UNI00338,QS,388,WUR,300,exact,exact
UNI00444,QS,390,WUR,631,exact,exact
UNI00446,QS,391,WUR,721,exact,exact
UNI00449,QS,395,WUR,576,exact,exact
UNI00428,QS,397,WUR,438,exact,exact
UNI00426,QS,401,WUR,436,exact,exact
UNI00460,QS,402,WUR,865,exact,exact
UNI00463,QS,404,WUR,655,exact,exact
UNI00465,QS,405,WUR,675,exact,exact
UNI00290,QS,406,WUR,257,exact,exact
UNI00466,QS,407,WUR,904,exact,exact
UNI00467,QS,409,WUR,1000,exact,exact
UNI00429,QS,412,WUR,440,exact,exact
UNI00372,QS,413,WUR,334,exact,exact
UNI00471,QS,414,WUR,737,exact,exact
UNI00370,QS,415,WUR,383,exact,exact
UNI00420,QS,416,WUR,368,exact,exact
UNI00387,QS,421,WUR,395,exact,exact
UNI00482,QS,422,WUR,658,exact,exact
UNI00294,QS,426,WUR,258,exact,exact
UNI00490,QS,428,WUR,776,exact,exact
UNI00454,QS,431,WUR,485,exact,exact
UNI00435,QS,433,WUR,455,exact,exact
UNI00495,QS,434,WUR,1078,exact,exact
UNI00441,QS,436,WUR,387,exact,exact
UNI00477,QS,437,WUR,418,exact,exact
UNI00320,QS,438,WUR,285,exact,exact
UNI00377,QS,439,WUR,339,exact,exact
UNI00231,QS,443,WUR,204,exact,exact
UNI00278,QS,445,WUR,296,exact,exact
UNI00506,QS,446,WUR,456,exact,exact
UNI00409,QS,447,WUR,414,exact,exact
UNI00459,QS,448,WUR,400,exact,exact
UNI00381,QS,450,WUR,343,exact,exact
UNI00518,QS,456,WUR,1210,exact,exact
UNI00522,QS,459,WUR,762,exact,exact
UNI00296,QS,463,WUR,315,exact,exact
UNI00470,QS,467,WUR,411,exact,exact
UNI00533,QS,468,WUR,489,exact,exact
UNI00321,QS,470,WUR,286,exact,exact
UNI00534,QS,471,WUR,615,exact,exact
UNI00425,QS,472,WUR,432,exact,exact
UNI00536,QS,474,WUR,824,exact,exact
UNI00541,QS,477,WUR,946,exact,exact
UNI00542,QS,478,WUR,845,exact,exact
UNI00516,QS,482,WUR,551,exact,exact
UNI00464,QS,483,WUR,404,exact,exact
UNI00550,QS,484,WUR,1891,exact,exact
UNI00433,QS,485,WUR,445,exact,exact
UNI00551,QS,486,WUR,1645,exact,exact
UNI00496,QS,490,WUR,520,exact,exact
UNI00247,QS,495,WUR,319,exact,exact
UNI00539,QS,498,WUR,748,exact,exact
UNI00566,QS,500,WUR,812,exact,exact
UNI00406,QS,502,WUR,358,exact,exact
UNI00572,QS,504,WUR,790,exact,exact
UNI00532,QS,506,WUR,467,exact,exact
UNI00578,QS,508,WUR,881,exact,exact
UNI00581,QS,511,WUR,1119,exact,exact
UNI00398,QS,512,WUR,405,exact,exact
UNI00544,QS,514,WUR,569,exact,exact
UNI00479,QS,517,WUR,419,exact,exact
UNI00498,QS,526,WUR,526,exact,exact
UNI00604,QS,532,WUR,778,exact,exact
UNI00486,QS,535,WUR,426,exact,exact
UNI00473,QS,538,WUR,415,exact,exact
UNI00611,QS,539,WUR,919,exact,exact
UNI00584,QS,547,WUR,612,exact,exact
UNI00628,QS,550,WUR,696,exact,exact
UNI00603,QS,552,WUR,643,exact,exact
UNI00631,QS,553,WUR,1709,exact,exact
UNI00355,QS,555,WUR,318,exact,exact
UNI00520,QS,556,WUR,457,exact,exact
UNI00488,QS,558,WUR,515,exact,exact
UNI00641,QS,562,WUR,1200,exact,exact
UNI00528,QS,564,WUR,464,exact,exact
UNI00392,QS,565,WUR,349,exact,exact
UNI00262,QS,567,WUR,233,exact,exact
UNI00286,QS,568,WUR,253,exact,exact
UNI00646,QS,569,WUR,1308,exact,exact
UNI00616,QS,571,WUR,667,exact,exact
UNI00648,QS,572,WUR,989,exact,exact
UNI00652,QS,575,WUR,1426,exact,exact
UNI00656,QS,578,WUR,1057,exact,exact
UNI00232,QS,581,WUR,299,exact,exact
UNI00502,QS,582,WUR,441,exact,exact
UNI00665,QS,587,WUR,934,exact,exact
UNI00494,QS,592,WUR,517,exact,exact
UNI00472,QS,593,WUR,623,exact,exact
UNI00637,QS,595,WUR,559,exact,exact
UNI00445,QS,601,WUR,390,exact,exact
UNI00570,QS,603,WUR,595,exact,exact
UNI00403,QS,605,WUR,356,exact,exact
UNI00345,QS,606,WUR,311,exact,exact
UNI00684,QS,607,WUR,678,exact,exact
UNI00692,QS,611,WUR,1131,exact,exact
UNI00696,QS,614,WUR,1190,exact,exact
UNI00698,QS,616,WUR,1076,exact,exact
UNI00553,QS,618,WUR,577,exact,exact
UNI00700,QS,619,WUR,868,exact,exact
UNI00548,QS,625,WUR,573,exact,exact
UNI00642,QS,626,WUR,562,exact,exact
UNI00707,QS,628,WUR,855,exact,exact
UNI00699,QS,629,WUR,783,exact,exact
UNI00573,QS,631,WUR,598,exact,exact
UNI00287,QS,632,WUR,254,exact,exact
UNI00714,QS,635,WUR,1344,exact,exact
UNI00417,QS,641,WUR,425,exact,exact
UNI00728,QS,647,WUR,886,exact,exact
UNI00574,QS,649,WUR,504,exact,exact
UNI00613,QS,650,WUR,666,exact,exact
UNI00514,QS,651,WUR,453,exact,exact
UNI00710,QS,654,WUR,630,exact,exact
UNI00664,QS,656,WUR,760,exact,exact
UNI00736,QS,659,WUR,662,exact,exact
UNI00237,QS,660,WUR,210,exact,exact
UNI00563,QS,661,WUR,498,exact,exact
UNI00289,QS,662,WUR,305,exact,exact
UNI00622,QS,666,WUR,545,exact,exact
UNI00512,QS,667,WUR,452,exact,exact
UNI00741,QS,668,WUR,1311,exact,exact
UNI00742,QS,669,WUR,911,exact,exact
UNI00743,QS,670,WUR,1402,exact,exact
UNI00744,QS,671,WUR,1623,exact,exact
UNI00746,QS,673,WUR,1622,exact,exact
UNI00595,QS,676,WUR,622,exact,exact
UNI00591,QS,679,WUR,519,exact,exact
UNI00432,QS,680,WUR,377,exact,exact
UNI00761,QS,689,WUR,1383,exact,exact
UNI00507,QS,691,WUR,541,exact,exact
UNI00765,QS,693,WUR,1036,exact,exact
UNI00730,QS,696,WUR,649,exact,exact
UNI00723,QS,698,WUR,641,exact,exact
UNI00630,QS,699,WUR,552,exact,exact
UNI00657,QS,700,WUR,578,exact,exact
UNI00772,QS,701,WUR,1423,exact,exact
UNI00774,QS,703,WUR,990,exact,exact
UNI00452,QS,708,WUR,394,exact,exact
UNI00568,QS,709,WUR,592,exact,exact
UNI00585,QS,710,WUR,614,exact,exact
UNI00785,QS,713,WUR,1039,exact,exact
UNI00786,QS,714,WUR,756,exact,exact
UNI00779,QS,717,WUR,708,exact,exact
UNI00791,QS,719,WUR,1148,exact,exact
UNI00561,QS,720,WUR,586,exact,exact
UNI00792,QS,721,WUR,961,exact,exact
UNI00382,QS,724,WUR,342,exact,exact
UNI00800,QS,729,WUR,786,exact,exact
UNI00291,QS,734,WUR,255,exact,exact
UNI00807,QS,735,WUR,1031,exact,exact
UNI00537,QS,740,WUR,474,exact,exact
UNI00812,QS,741,WUR,1193,exact,exact
UNI00815,QS,743,WUR,1041,exact,exact
UNI00820,QS,747,WUR,767,exact,exact
UNI00823,QS,749,WUR,912,exact,exact
UNI00559,QS,750,WUR,494,exact,exact
UNI00826,QS,753,WUR,1561,exact,exact
UNI00509,QS,754,WUR,448,exact,exact
UNI00828,QS,755,WUR,1343,exact,exact
UNI00833,QS,759,WUR,1303,exact,exact
UNI00834,QS,761,WUR,1441,exact,exact
UNI00668,QS,762,WUR,588,exact,exact
UNI00737,QS,763,WUR,661,exact,exact
UNI00624,QS,764,WUR,841,exact,exact
UNI00839,QS,768,WUR,939,exact,exact
UNI00564,QS,769,WUR,587,exact,exact
UNI00440,QS,774,WUR,386,exact,exact
UNI00855,QS,780,WUR,793,exact,exact
UNI00614,QS,783,WUR,540,exact,exact
UNI00862,QS,786,WUR,885,exact,exact
UNI00549,QS,787,WUR,481,exact,exact
UNI00775,QS,789,WUR,861,exact,exact
UNI00456,QS,790,WUR,398,exact,exact
UNI00680,QS,791,WUR,600,exact,exact
UNI00865,QS,792,WUR,995,exact,exact
UNI00866,QS,793,WUR,1494,exact,exact
UNI00396,QS,798,WUR,352,exact,exact
UNI00874,QS,799,WUR,1005,exact,exact
UNI00875,QS,800,WUR,1089,exact,exact
UNI00582,QS,803,WUR,605,exact,exact
UNI00282,QS,804,WUR,250,exact,exact
UNI00882,QS,806,WUR,1183,exact,exact
UNI00886,QS,809,WUR,988,exact,exact
UNI00706,QS,811,WUR,627,exact,exact
UNI00718,QS,812,WUR,638,exact,exact
UNI00481,QS,813,WUR,420,exact,exact
UNI00891,QS,815,WUR,1551,exact,exact
UNI00754,QS,816,WUR,684,exact,exact
UNI00892,QS,817,WUR,1276,exact,exact
UNI00764,QS,818,WUR,692,exact,exact
UNI00770,QS,819,WUR,700,exact,exact
UNI00511,QS,820,WUR,451,exact,exact
UNI00894,QS,821,WUR,1306,exact,exact
UNI00803,QS,823,WUR,730,exact,exact
UNI00851,QS,826,WUR,941,exact,exact
UNI00899,QS,827,WUR,1400,exact,exact
UNI00907,QS,834,WUR,1010,exact,exact
UNI00910,QS,837,WUR,1142,exact,exact
UNI00912,QS,839,WUR,1168,exact,exact
UNI00916,QS,842,WUR,1831,exact,exact
UNI00921,QS,844,WUR,852,exact,exact
UNI00644,QS,847,WUR,563,exact,exact
UNI00924,QS,848,WUR,2091,exact,exact
UNI00450,QS,849,WUR,393,exact,exact
UNI00926,QS,851,WUR,1424,exact,exact
UNI00835,QS,852,WUR,764,exact,exact
UNI00674,QS,854,WUR,596,exact,exact
UNI00920,QS,858,WUR,1204,exact,exact
UNI00878,QS,859,WUR,801,exact,exact
UNI00880,QS,860,WUR,804,exact,exact
UNI00489,QS,862,WUR,427,exact,exact
UNI00937,QS,865,WUR,1049,exact,exact
UNI00758,QS,866,WUR,835,exact,exact
UNI00914,QS,868,WUR,840,exact,exact
UNI00941,QS,870,WUR,1949,exact,exact
UNI00769,QS,871,WUR,698,exact,exact
UNI00944,QS,874,WUR,1082,exact,exact
UNI00801,QS,875,WUR,729,exact,exact
UNI00806,QS,876,WUR,734,exact,exact
UNI00949,QS,881,WUR,1135,exact,exact
UNI00555,QS,882,WUR,580,exact,exact
UNI00956,QS,888,WUR,1192,exact,exact
UNI00957,QS,889,WUR,1003,exact,exact
UNI00739,QS,890,WUR,665,exact,exact
UNI00508,QS,891,WUR,447,exact,exact
UNI00933,QS,892,WUR,862,exact,exact
UNI00959,QS,893,WUR,1294,exact,exact
UNI00814,QS,895,WUR,898,exact,exact
UNI00810,QS,896,WUR,738,exact,exact
UNI00961,QS,897,WUR,921,exact,exact
UNI00962,QS,898,WUR,1121,exact,exact
