university_rank,name_of_university,location,no_of_student,no_of_student_per_staff,international_student,female_male_ratio,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,university_name_clean,country_clean,rank_numeric,rank_is_banded
Reporter,Nara Institute of Science and Technology,Japan,1043.0,5.1,24.0,23 : 77,,,,,,,nara institute of science and technology,japan,,True
Reporter,Nara Women’s University,Japan,2612.0,6.2,5.0,100 : 0,,,,,,,nara womens university,japan,,True
Reporter,National Aviation University,Ukraine,14239.0,10.9,5.0,39 : 61,,,,,,,national aviation university,ukraine,,True
Reporter,National University of Computer and Emerging Sciences,Pakistan,8291.0,14.8,2.0,22 : 78,,,,,,,national university of computer and emerging sciences,pakistan,,True
Reporter,National Film and Television School,United Kingdom,395.0,7.2,42.0,50 : 50,,,,,,,national film and television school,united kingdom,,True
Reporter,National University of Medical Sciences (NUMS),Pakistan,1654.0,5.0,0.0,72 : 28,,,,,,,national university of medical sciences,pakistan,,True
Reporter,National University of Mongolia,Mongolia,18647.0,26.5,2.0,60 : 40,,,,,,,national university of mongolia,mongolia,,True
Reporter,National University Odessa Law Academy,Ukraine,10503.0,17.7,1.0,60 : 40,,,,,,,national university odessa law academy,ukraine,,True
Reporter,The National University of Ostroh Academy,Ukraine,3432.0,8.8,1.0,57 : 43,,,,,,,the national university of ostroh academy,ukraine,,True
Reporter,National Polytechnic University of Armenia,Armenia,5742.0,8.7,2.0,20 : 80,,,,,,,national polytechnic university of armenia,armenia,,True
Reporter,National University of Quilmes,Argentina,33703.0,27.3,2.0,57 : 43,,,,,,,national university of quilmes,argentina,,True
Reporter,"National University of Science and Technology, Oman",Oman,3986.0,18.8,14.0,63 : 37,,,,,,,national university of science and technology oman,oman,,True
Reporter,"National University, Sudan",Sudan,5132.0,12.3,6.0,60 : 40,,,,,,,national university sudan,sudan,,True
Reporter,National Taichung University of Science and Technology,Taiwan,15512.0,14.9,1.0,70 : 30,,,,,,,national taichung university of science and technology,taiwan,,True
Reporter,National Transport University,Ukraine,7262.0,11.5,2.0,31 : 69,,,,,,,national transport university,ukraine,,True
Reporter,National University of Water and Environmental Engineering,Ukraine,4344.0,9.8,3.0,34 : 66,,,,,,,national university of water and environmental engineering,ukraine,,True
Reporter,National University “Yuri Kondratyuk Poltava Polytechnic”,Ukraine,5067.0,8.1,10.0,49 : 51,,,,,,,national university yuri kondratyuk poltava polytechnic,ukraine,,True
Reporter,Navoi State Pedagogical Institute,Uzbekistan,12791.0,26.4,0.0,72 : 28,,,,,,,navoi state pedagogical institute,uzbekistan,,True
Reporter,Universitas Negeri Surabaya,Indonesia,29840.0,24.5,0.0,64 : 36,,,,,,,universitas negeri surabaya,indonesia,,True
Reporter,Newman University,United Kingdom,2325.0,17.9,12.0,76 : 24,,,,,,,newman university,united kingdom,,True
Reporter,Niger Delta University,Nigeria,20608.0,25.9,0.0,45 : 55,,,,,,,niger delta university,nigeria,,True
Reporter,"Nigerian Police Academy, Wudil",Nigeria,3087.0,21.9,0.0,16 : 84,,,,,,,nigerian police academy wudil,nigeria,,True
Reporter,Nihon Pharmaceutical University,Japan,1618.0,18.4,4.0,48 : 52,,,,,,,nihon pharmaceutical university,japan,,True
Reporter,Niigata University of Health and Welfare,Japan,4410.0,17.2,0.0,51 : 49,,,,,,,niigata university of health and welfare,japan,,True
Reporter,University of Niigata Prefecture,Japan,1196.0,14.8,1.0,76 : 24,,,,,,,university of niigata prefecture,japan,,True
Reporter,Nile University,Egypt,2168.0,14.4,2.0,28 : 72,,,,,,,nile university,egypt,,True
Reporter,Ninevah University,Iraq,3707.0,13.6,0.0,42 : 58,,,,,,,ninevah university,iraq,,True
Reporter,Nitte (Deemed to be University),India,4408.0,7.7,1.0,65 : 35,,,,,,,nitte,india,,True
Reporter,University of Northampton,United Kingdom,9945.0,16.9,33.0,64 : 36,,,,,,,university of northampton,united kingdom,,True
Reporter,Northeast Ohio Medical University,United States,955.0,11.8,0.0,54 : 46,,,,,,,northeast ohio medical university,united states,,True
Reporter,Northern Technical University,Iraq,21400.0,27.5,0.0,48 : 52,,,,,,,northern technical university,iraq,,True
Reporter,Norwich University of the Arts,United Kingdom,2290.0,15.8,13.0,61 : 39,,,,,,,norwich university of the arts,united kingdom,,True
Reporter,University of Nova Gorica,Slovenia,416.0,3.5,54.0,48 : 52,,,,,,,university of nova gorica,slovenia,,True
Reporter,Novena University,Nigeria,1981.0,25.4,0.0,42 : 58,,,,,,,novena university,nigeria,,True
Reporter,Nursing School of Coimbra,Portugal,2138.0,23.0,7.0,85 : 15,,,,,,,nursing school of coimbra,portugal,,True
Reporter,October 6 University,Egypt,25927.0,20.8,3.0,49 : 51,,,,,,,october 6 university,egypt,,True
Reporter,Oguz Han Engineering and Technology University of Turkmenistan,Turkmenistan,2223.0,13.2,0.0,52 : 48,,,,,,,oguz han engineering and technology university of turkmenistan,turkmenistan,,True
Reporter,Olusegun Agagu University of Science and Technology,Nigeria,6474.0,29.4,0.0,28 : 72,,,,,,,olusegun agagu university of science and technology,nigeria,,True
Reporter,ORT Uruguay University,Uruguay,4151.0,6.7,2.0,47 : 53,,,,,,,ort uruguay university,uruguay,,True
Reporter,Ostrogradsky National University of Kremenchuk,Ukraine,4106.0,11.8,0.0,38 : 62,,,,,,,ostrogradsky national university of kremenchuk,ukraine,,True
Reporter,Palestine Polytechnic University,Palestine,4812.0,27.0,3.0,55 : 45,,,,,,,palestine polytechnic university,palestine,,True
Reporter,Palestine Technical University – Kadoorie,Palestine,7013.0,18.3,4.0,59 : 41,,,,,,,palestine technical university kadoorie,palestine,,True
Reporter,Panteion University of Social and Political Sciences,Greece,12615.0,62.5,2.0,52 : 48,,,,,,,panteion university of social and political sciences,greece,,True
Reporter,Paris University of International Education,France,445.0,29.7,100.0,32 : 68,,,,,,,paris university of international education,france,,True
Reporter,Pavlo Tychyna Uman State Pedagogical University,Ukraine,9149.0,17.5,2.0,32 : 68,,,,,,,pavlo tychyna uman state pedagogical university,ukraine,,True
Reporter,University of Petra,Jordan,6538.0,19.9,21.0,57 : 43,,,,,,,university of petra,jordan,,True
Reporter,Pharos University,Egypt,11106.0,14.1,6.0,49 : 51,,,,,,,pharos university,egypt,,True
Reporter,University of Phayao,Thailand,18057.0,20.7,0.0,68 : 32,,,,,,,university of phayao,thailand,,True
Reporter,Philadelphia University (Jordan),Jordan,3615.0,20.1,36.0,41 : 59,,,,,,,philadelphia university,jordan,,True
Reporter,Plymouth Marjon University,United Kingdom,1845.0,18.5,3.0,61 : 39,,,,,,,plymouth marjon university,united kingdom,,True
Reporter,Polytechnic University of Tirana,Albania,8591.0,16.2,2.0,,,,,,,,polytechnic university of tirana,albania,,True
Reporter,Poltava V.G. Korolenko National Pedagogical University (PNPU),Ukraine,3812.0,5.8,0.0,51 : 49,,,,,,,poltava vg korolenko national pedagogical university,ukraine,,True
Reporter,Polytechnic Institute of Setúbal,Portugal,7829.0,17.3,6.0,54 : 46,,,,,,,polytechnic institute of setúbal,portugal,,True
Reporter,Universidad Popular Autónoma del Estado de Puebla,Mexico,11279.0,16.1,1.0,60 : 40,,,,,,,universidad popular autónoma del estado de puebla,mexico,,True
Reporter,Prefectural University of Hiroshima,Japan,2623.0,12.3,2.0,65 : 35,,,,,,,prefectural university of hiroshima,japan,,True
Reporter,Prince Sultan University (PSU),,4772.0,19.4,15.0,56 : 44,,,,,,,prince sultan university,,,True
Reporter,"University of Professional Studies, Accra",Ghana,14017.0,39.8,0.0,46 : 54,,,,,,,university of professional studies accra,ghana,,True
Reporter,University of Puthisastra,Cambodia,1649.0,2.9,0.0,55 : 45,,,,,,,university of puthisastra,cambodia,,True
Reporter,Queen Margaret University,United Kingdom,3905.0,20.6,31.0,77 : 23,,,,,,,queen margaret university,united kingdom,,True
Reporter,Rajamangala University of Technology Isan,Thailand,24166.0,9.5,0.0,46 : 54,,,,,,,rajamangala university of technology isan,thailand,,True
Reporter,Ravensbourne,United Kingdom,2375.0,22.6,30.0,50 : 50,,,,,,,ravensbourne,united kingdom,,True
Reporter,Rawalpindi Medical University,Pakistan,3304.0,8.4,1.0,69 : 31,,,,,,,rawalpindi medical university,pakistan,,True
Reporter,Rennes School of Business,France,3098.0,31.3,33.0,50 : 50,,,,,,,rennes school of business,france,,True
Reporter,REVA University,India,13467.0,21.3,1.0,33 : 67,,,,,,,reva university,india,,True
Reporter,Rose Bruford College,United Kingdom,655.0,18.7,18.0,60 : 40,,,,,,,rose bruford college,united kingdom,,True
Reporter,Royal Agricultural University,United Kingdom,1015.0,20.3,14.0,51 : 49,,,,,,,royal agricultural university,united kingdom,,True
Reporter,"Royal Central School of Speech and Drama, University of London",United Kingdom,1035.0,15.9,36.0,68 : 32,,,,,,,royal central school of speech and drama university of london,united kingdom,,True
Reporter,Royal College of Art,United Kingdom,2405.0,20.9,77.0,69 : 31,,,,,,,royal college of art,united kingdom,,True
Reporter,Royal Conservatoire of Scotland,United Kingdom,1190.0,10.8,38.0,57 : 43,,,,,,,royal conservatoire of scotland,united kingdom,,True
Reporter,Royal Academy of Music,United Kingdom,830.0,9.8,47.0,49 : 51,,,,,,,royal academy of music,united kingdom,,True
Reporter,Royal College of Music,United Kingdom,860.0,10.8,57.0,52 : 48,,,,,,,royal college of music,united kingdom,,True
Reporter,Royal Northern College of Music,United Kingdom,870.0,10.9,33.0,50 : 50,,,,,,,royal northern college of music,united kingdom,,True
Reporter,University of Sadat City,Egypt,30141.0,34.4,4.0,54 : 46,,,,,,,university of sadat city,egypt,,True
Reporter,University of Saint Joseph,,1141.0,10.7,24.0,62 : 38,,,,,,,university of saint joseph,,,True
Reporter,Sakon Nakhon Rajabhat University,Thailand,9328.0,20.1,0.0,64 : 36,,,,,,,sakon nakhon rajabhat university,thailand,,True
Reporter,Salahaddin University,Iraq,25189.0,10.7,1.0,55 : 45,,,,,,,salahaddin university,iraq,,True
Reporter,Salem University,Nigeria,513.0,3.9,1.0,40 : 60,,,,,,,salem university,nigeria,,True
Reporter,Samarkand State University,Uzbekistan,15754.0,17.2,0.0,50 : 50,,,,,,,samarkand state university,uzbekistan,,True
Reporter,Samarkand State Institute of Foreign Languages,Uzbekistan,5010.0,10.9,0.0,74 : 26,,,,,,,samarkand state institute of foreign languages,uzbekistan,,True
Reporter,Samuel Adegboyega University,Nigeria,390.0,5.4,0.0,51 : 49,,,,,,,samuel adegboyega university,nigeria,,True
Reporter,Universidad San Ignacio de Loyola,Peru,21556.0,35.9,1.0,51 : 49,,,,,,,universidad san ignacio de loyola,peru,,True
Reporter,University of San Martín de Porres,Peru,40234.0,18.0,0.0,61 : 39,,,,,,,university of san martín de porres,peru,,True
Reporter,University of Santo Tomas,Philippines,26511.0,13.3,7.0,51 : 49,,,,,,,university of santo tomas,philippines,,True
Reporter,Satya Wacana Christian University,Indonesia,16132.0,35.5,0.0,45 : 55,,,,,,,satya wacana christian university,indonesia,,True
Reporter,Saudi Electronic University,Saudi Arabia,21756.0,24.3,6.0,48 : 52,,,,,,,saudi electronic university,saudi arabia,,True
Reporter,SBS Swiss Business School,Switzerland,1644.0,10.3,57.0,42 : 58,,,,,,,sbs swiss business school,switzerland,,True
Reporter,University of Science and Technology of Southern Philippines (USTP),Philippines,9222.0,32.5,0.0,60 : 40,,,,,,,university of science and technology of southern philippines,philippines,,True
Reporter,Sefako Makgatho Health Sciences University,South Africa,6306.0,9.9,1.0,62 : 38,,,,,,,sefako makgatho health sciences university,south africa,,True
Reporter,Senshu University,Japan,17933.0,23.0,3.0,35 : 65,,,,,,,senshu university,japan,,True
Reporter,Shaheed Benazir Bhutto Women University Peshawar,Pakistan,5677.0,38.6,0.0,100 : 0,,,,,,,shaheed benazir bhutto women university peshawar,pakistan,,True
Reporter,Shaheed Zulfiqar Ali Bhutto Medical University,Pakistan,4803.0,8.6,1.0,55 : 45,,,,,,,shaheed zulfiqar ali bhutto medical university,pakistan,,True
Reporter,The University of Shiga Prefecture,Japan,2853.0,14.1,1.0,49 : 51,,,,,,,the university of shiga prefecture,japan,,True
Reporter,Shonan Institute of Technology,Japan,2234.0,29.4,9.0,7 : 93,,,,,,,shonan institute of technology,japan,,True
Reporter,Samarkand State Medical University,Uzbekistan,7200.0,10.2,1.0,41 : 59,,,,,,,samarkand state medical university,uzbekistan,,True
Reporter,Shri Mata Vaishno Devi University,India,1805.0,15.0,0.0,40 : 60,,,,,,,shri mata vaishno devi university,india,,True
Reporter,Sikkim Manipal University,India,3013.0,10.5,2.0,31 : 69,,,,,,,sikkim manipal university,india,,True
Reporter,Silesian University in Opava,Czech Republic,5322.0,20.4,6.0,71 : 29,,,,,,,silesian university in opava,czechia,,True
Reporter,Simón Bolívar University,Venezuela,4462.0,10.5,0.0,43 : 57,,,,,,,simón bolívar university,venezuela,,True
Reporter,Simón Bolívar University (Colombia),Colombia,18482.0,18.2,1.0,60 : 40,,,,,,,simón bolívar university,colombia,,True
Reporter,Sir Syed University of Engineering and Technology,Pakistan,5879.0,14.1,0.0,14 : 86,,,,,,,sir syed university of engineering and technology,pakistan,,True
Reporter,Sokoto State University,Nigeria,8244.0,23.8,0.0,25 : 75,,,,,,,sokoto state university,nigeria,,True
Reporter,"Solent University, Southampton",United Kingdom,8640.0,16.1,30.0,45 : 55,,,,,,,solent university southampton,united kingdom,,True
Reporter,University of Sopron,Hungary,2847.0,14.9,3.0,63 : 37,,,,,,,university of sopron,hungary,,True
Reporter,Soran University,Iraq,4596.0,9.5,0.0,50 : 50,,,,,,,soran university,iraq,,True
Reporter,University of South Santa Catarina (Unisul),Brazil,16602.0,18.8,0.0,52 : 48,,,,,,,university of south santa catarina,brazil,,True
Reporter,SR University,India,3238.0,13.1,0.0,49 : 51,,,,,,,sr university,india,,True
Reporter,Sri Balaji Vidyapeeth,India,3850.0,7.4,1.0,53 : 47,,,,,,,sri balaji vidyapeeth,india,,True
Reporter,University of Sri Jayewardenepura,Sri Lanka,17069.0,23.4,0.0,62 : 38,,,,,,,university of sri jayewardenepura,sri lanka,,True
Reporter,Sri Lanka Institute of Information Technology,Sri Lanka,11151.0,38.7,0.0,37 : 63,,,,,,,sri lanka institute of information technology,sri lanka,,True
Reporter,Sri Padmavati Mahila Visvavidyalayam (Women's University),India,5475.0,19.6,6.0,83 : 17,,,,,,,sri padmavati mahila visvavidyalayam,india,,True
Reporter,State University of Bahia,Brazil,20384.0,10.2,0.0,67 : 33,,,,,,,state university of bahia,brazil,,True
Reporter,State Energy Institute of Turkmenistan,Turkmenistan,2134.0,11.5,2.0,28 : 72,,,,,,,state energy institute of turkmenistan,turkmenistan,,True
Reporter,"St Mary’s University College, Belfast",United Kingdom,915.0,22.9,48.0,74 : 26,,,,,,,st marys university college belfast,united kingdom,,True
Reporter,"St Mary’s University, Twickenham",United Kingdom,4740.0,18.2,25.0,54 : 46,,,,,,,st marys university twickenham,united kingdom,,True
Reporter,Stranmillis University College,United Kingdom,1060.0,23.6,18.0,79 : 21,,,,,,,stranmillis university college,united kingdom,,True
Reporter,Suez University,Egypt,18010.0,21.8,2.0,55 : 45,,,,,,,suez university,egypt,,True
Reporter,University of Suffolk,United Kingdom,3245.0,16.6,14.0,71 : 29,,,,,,,university of suffolk,united kingdom,,True
Reporter,Sugiyama Jogakuen University,Japan,6064.0,29.4,0.0,100 : 0,,,,,,,sugiyama jogakuen university,japan,,True
Reporter,Sulaimani Polytechnic University,Iraq,3762.0,11.4,0.0,50 : 50,,,,,,,sulaimani polytechnic university,iraq,,True
Reporter,Suratthani Rajabhat University,Thailand,12086.0,24.6,0.0,71 : 29,,,,,,,suratthani rajabhat university,thailand,,True
Reporter,Széchenyi István University,Hungary,9299.0,14.7,5.0,43 : 57,,,,,,,széchenyi istván university,hungary,,True
Reporter,Tafila Technical University,Jordan,4094.0,21.9,1.0,43 : 57,,,,,,,tafila technical university,jordan,,True
Reporter,University of Taipei,Taiwan,7988.0,17.6,2.0,60 : 40,,,,,,,university of taipei,taiwan,,True
Reporter,Tama Art University,Japan,4719.0,32.8,11.0,73 : 27,,,,,,,tama art university,japan,,True
Reporter,Tarlac Agricultural University,Philippines,5351.0,24.3,0.0,56 : 44,,,,,,,tarlac agricultural university,philippines,,True
Reporter,Tarsus University,Turkey,2556.0,27.8,2.0,42 : 58,,,,,,,tarsus university,turkey,,True
Reporter,Tashkent Institute of Finance,Uzbekistan,8370.0,21.2,1.0,29 : 71,,,,,,,tashkent institute of finance,uzbekistan,,True
Reporter,Tashkent University of Information Technologies,Uzbekistan,14404.0,15.5,0.0,22 : 78,,,,,,,tashkent university of information technologies,uzbekistan,,True
Reporter,Tashkent Institute of Irrigation and Agricultural Mechanisation,Uzbekistan,5750.0,7.1,5.0,24 : 76,,,,,,,tashkent institute of irrigation and agricultural mechanisation,uzbekistan,,True
Reporter,Tashkent Medical Academy,Uzbekistan,6495.0,8.8,2.0,42 : 58,,,,,,,tashkent medical academy,uzbekistan,,True
Reporter,Tashkent Pediatric Medical Institute,Uzbekistan,5704.0,10.1,1.0,50 : 50,,,,,,,tashkent pediatric medical institute,uzbekistan,,True
Reporter,Tashkent Pharmaceutical Institute,Uzbekistan,3313.0,12.2,13.0,64 : 36,,,,,,,tashkent pharmaceutical institute,uzbekistan,,True
Reporter,Tashkent State Agrarian University,Uzbekistan,11560.0,13.5,0.0,51 : 49,,,,,,,tashkent state agrarian university,uzbekistan,,True
Reporter,Tashkent State Dental Institute,Uzbekistan,4609.0,8.9,3.0,52 : 48,,,,,,,tashkent state dental institute,uzbekistan,,True
Reporter,Tashkent State University of Law,Uzbekistan,4819.0,10.6,1.0,27 : 73,,,,,,,tashkent state university of law,uzbekistan,,True
Reporter,Université Sultan Moulay Slimane,Morocco,31042.0,50.0,0.0,51 : 49,,,,,,,université sultan moulay slimane,morocco,,True
Reporter,Tashkent State University of Oriental Studies,Uzbekistan,4291.0,16.1,1.0,51 : 49,,,,,,,tashkent state university of oriental studies,uzbekistan,,True
Reporter,Tashkent State Technical University,Uzbekistan,14591.0,14.2,0.0,17 : 83,,,,,,,tashkent state technical university,uzbekistan,,True
Reporter,Tashkent State Transport University,Uzbekistan,17319.0,24.9,0.0,9 : 91,,,,,,,tashkent state transport university,uzbekistan,,True
Reporter,Tashkent Institute of Textile and Light Industry,Uzbekistan,4266.0,11.7,0.0,40 : 60,,,,,,,tashkent institute of textile and light industry,uzbekistan,,True
Reporter,Tatung University,Taiwan,4036.0,19.6,3.0,39 : 61,,,,,,,tatung university,taiwan,,True
Reporter,Tecmilenio University,Mexico,2932.0,16.5,1.0,45 : 55,,,,,,,tecmilenio university,mexico,,True
Reporter,Tecnológico de Costa Rica,Costa Rica,10651.0,13.8,2.0,35 : 65,,,,,,,tecnológico de costa rica,costa rica,,True
Reporter,Instituto Tecnológico Metropolitano,Colombia,25333.0,28.6,0.0,44 : 56,,,,,,,instituto tecnológico metropolitano,colombia,,True
Reporter,Institut Teknologi Nasional Bandung (ITENAS Bandung),Indonesia,5548.0,23.0,0.0,27 : 73,,,,,,,institut teknologi nasional bandung,indonesia,,True
Reporter,University of Telafer,Iraq,1456.0,30.3,0.0,44 : 56,,,,,,,university of telafer,iraq,,True
Reporter,Tenri University,Japan,3147.0,22.5,5.0,34 : 66,,,,,,,tenri university,japan,,True
Reporter,Termez State University,Uzbekistan,25070.0,35.7,1.0,49 : 51,,,,,,,termez state university,uzbekistan,,True
Reporter,Termez Institute of Engineering and Technology,Uzbekistan,4296.0,36.7,0.0,15 : 85,,,,,,,termez institute of engineering and technology,uzbekistan,,True
Reporter,Tikrit University,Iraq,36905.0,13.1,0.0,36 : 64,,,,,,,tikrit university,iraq,,True
Reporter,Tokyo University of Foreign Studies,Japan,4413.0,17.9,11.0,66 : 34,,,,,,,tokyo university of foreign studies,japan,,True
Reporter,Tashkent State University of Economics,,8304.0,14.2,1.0,27 : 73,,,,,,,tashkent state university of economics,,,True
Reporter,Toyama Prefectural University,Japan,1630.0,8.2,2.0,26 : 74,,,,,,,toyama prefectural university,japan,,True
Reporter,Trinity Laban Conservatoire of Music and Dance,United Kingdom,1180.0,9.8,31.0,67 : 33,,,,,,,trinity laban conservatoire of music and dance,united kingdom,,True
Reporter,Turin Polytechnic University in Tashkent,Uzbekistan,1752.0,18.8,4.0,13 : 87,,,,,,,turin polytechnic university in tashkent,uzbekistan,,True
Reporter,Ubon Ratchathani University,Thailand,15717.0,22.1,0.0,67 : 33,,,,,,,ubon ratchathani university,thailand,,True
Reporter,UBT,Kosovo,9757.0,15.5,4.0,45 : 55,,,,,,,ubt,kosovo,,True
Reporter,UIN Sulthan Thaha Saifuddin Jambi,Indonesia,16859.0,47.5,1.0,56 : 44,,,,,,,uin sulthan thaha saifuddin jambi,indonesia,,True
Reporter,Umaru Musa Yar’adua University,Nigeria,10334.0,20.3,0.0,27 : 73,,,,,,,umaru musa yaradua university,nigeria,,True
Reporter,Unichristus,Brazil,5497.0,15.4,0.0,67 : 33,,,,,,,unichristus,brazil,,True
Reporter,United International University,Bangladesh,4632.0,21.4,1.0,30 : 70,,,,,,,united international university,bangladesh,,True
Reporter,Universidad del Pacífico Ecuador,Ecuador,651.0,13.9,2.0,58 : 42,,,,,,,universidad del pacífico ecuador,ecuador,,True
Reporter,University College of Osteopathy,United Kingdom,390.0,11.1,28.0,55 : 45,,,,,,,university college of osteopathy,united kingdom,,True
Reporter,Institute of Telecommunications and Informatics of Turkmenistan,Turkmenistan,2900.0,9.7,0.0,24 : 76,,,,,,,institute of telecommunications and informatics of turkmenistan,turkmenistan,,True
Reporter,UNNOBA,Argentina,8614.0,12.4,2.0,58 : 42,,,,,,,unnoba,argentina,,True
Reporter,Urgench State University,Uzbekistan,22548.0,21.3,5.0,58 : 42,,,,,,,urgench state university,uzbekistan,,True
Reporter,Üsküdar University,Turkey,22967.0,43.3,11.0,64 : 36,,,,,,,üsküdar university,turkey,,True
Reporter,"Usmanu Danfodiyo University, Sokoto",Nigeria,24553.0,19.1,0.0,31 : 69,,,,,,,usmanu danfodiyo university sokoto,nigeria,,True
Reporter,Universidad UTE,Ecuador,10628.0,19.0,1.0,48 : 52,,,,,,,universidad ute,ecuador,,True
Reporter,University of Uyo,Nigeria,18911.0,30.4,0.0,42 : 58,,,,,,,university of uyo,nigeria,,True
Reporter,National University of Uzbekistan named after Mirzo Ulugbek,,21785.0,16.4,1.0,50 : 50,,,,,,,national university of uzbekistan named after mirzo ulugbek,,,True
Reporter,Valahia University of Targoviste,Romania,5551.0,20.6,1.0,46 : 54,,,,,,,valahia university of targoviste,romania,,True
Reporter,University of Vale do Itajaí,Brazil,9018.0,18.0,1.0,58 : 42,,,,,,,university of vale do itajaí,brazil,,True
Reporter,Varendra University,Bangladesh,4213.0,28.3,0.0,36 : 64,,,,,,,varendra university,bangladesh,,True
Reporter,Varna University of Management,Bulgaria,618.0,19.3,33.0,48 : 52,,,,,,,varna university of management,bulgaria,,True
Reporter,"Veritas University, Abuja",Nigeria,3291.0,13.2,2.0,56 : 44,,,,,,,veritas university abuja,nigeria,,True
Reporter,University of Veterinary Medicine and Pharmacy in Košice,Slovakia,1717.0,7.2,40.0,83 : 17,,,,,,,university of veterinary medicine and pharmacy in košice,slovakia,,True
Reporter,Vila Velha University,Brazil,4902.0,18.5,1.0,59 : 41,,,,,,,vila velha university,brazil,,True
Reporter,Virtual University of Tunis,Tunisia,2048.0,43.6,1.0,,,,,,,,virtual university of tunis,tunisia,,True
Reporter,Visayas State University,Philippines,6163.0,13.8,0.0,59 : 41,,,,,,,visayas state university,philippines,,True
Reporter,University of Wales Trinity Saint David,United Kingdom,9280.0,19.7,25.0,59 : 41,,,,,,,university of wales trinity saint david,united kingdom,,True
Reporter,​Wellspring University,Nigeria,313.0,12.5,0.0,67 : 33,,,,,,,wellspring university,nigeria,,True
Reporter,Western Caspian University,Azerbaijan,3245.0,7.7,5.0,59 : 41,,,,,,,western caspian university,azerbaijan,,True
Reporter,University of West London,United Kingdom,9510.0,15.9,42.0,60 : 40,,,,,,,university of west london,united kingdom,,True
Reporter,West Ukrainian National University,Ukraine,9408.0,13.7,3.0,42 : 58,,,,,,,west ukrainian national university,ukraine,,True
Reporter,West Virginia University,United States,25500.0,18.4,5.0,52 : 48,,,,,,,west virginia university,united states,,True
Reporter,WHU: Beisheim,Germany,1664.0,29.7,29.0,32 : 68,,,,,,,whu beisheim,germany,,True
Reporter,University of Worcester,United Kingdom,7400.0,16.8,13.0,69 : 31,,,,,,,university of worcester,united kingdom,,True
Reporter,Uzhhorod National University,Ukraine,14836.0,11.5,11.0,55 : 45,,,,,,,uzhhorod national university,ukraine,,True
Reporter,The World Islamic Sciences and Education University (WISE),Jordan,7157.0,24.9,12.0,62 : 38,,,,,,,the world islamic sciences and education university,jordan,,True
Reporter,Wrexham Glyndwr University,United Kingdom,3520.0,22.0,14.0,61 : 39,,,,,,,wrexham glyndwr university,united kingdom,,True
Reporter,Writtle University College,United Kingdom,655.0,7.7,10.0,79 : 21,,,,,,,writtle university college,united kingdom,,True
Reporter,WSB Academy,Poland,4346.0,6.2,33.0,49 : 51,,,,,,,wsb academy,poland,,True
Reporter,Yagshigeldi Kakayev International University of Oil and Gas,Turkmenistan,4545.0,9.8,1.0,30 : 70,,,,,,,yagshigeldi kakayev international university of oil and gas,turkmenistan,,True
Reporter,Yamaguchi Prefectural University,Japan,1363.0,12.7,2.0,86 : 14,,,,,,,yamaguchi prefectural university,japan,,True
Reporter,Yogyakarta State University,Indonesia,23685.0,18.5,1.0,59 : 41,,,,,,,yogyakarta state university,indonesia,,True
Reporter,York St John University,United Kingdom,6315.0,18.6,12.0,65 : 35,,,,,,,york st john university,united kingdom,,True
Reporter,"Yusuf Maitama Sule University, Kano",Nigeria,12880.0,33.0,0.0,48 : 52,,,,,,,yusuf maitama sule university kano,nigeria,,True
Reporter,Zhytomyr Polytechnic State University,Ukraine,3869.0,15.4,1.0,34 : 66,,,,,,,zhytomyr polytechnic state university,ukraine,,True
Reporter,Ziauddin University,Pakistan,4906.0,8.8,1.0,63 : 37,,,,,,,ziauddin university,pakistan,,True
-,SUNY Binghamton University,,,,,,,25.3,20.4,56.8,40.0,37.0,suny binghamton university,,,True
-,University of Tabriz,,,,,,,23.4,21.4,68.9,41.0,36.7,university of tabriz,,,True
-,Tabriz University of Medical Sciences,,,,,,,42.4,13.9,58.4,37.1,25.7,tabriz university of medical sciences,,,True
-,Taif University,,,,,,,16.9,12.4,75.3,38.8,72.0,taif university,,,True
-,Tallinn University of Technology,,,,,,,20.2,20.8,55.1,52.4,77.6,tallinn university of technology,,,True
-,University of Tehran,,,,,,,32.9,31.7,51.9,36.9,29.0,university of tehran,,,True
-,Tehran University of Medical Sciences,,,,,,,46.4,17.4,44.8,40.6,31.7,tehran university of medical sciences,,,True
-,Universiti Teknologi Malaysia,,,,,,,33.0,28.9,41.7,46.2,64.2,universiti teknologi malaysia,,,True
-,University of Texas at Arlington,,,,,,,23.9,19.2,56.8,40.2,45.6,university of texas at arlington,,,True
-,The University of Texas at San Antonio,,,,,,,21.2,21.5,69.0,39.0,38.0,the university of texas at san antonio,,,True
-,Thapar Institute of Engineering and Technology,,,,,,,21.3,12.0,88.4,37.3,23.4,thapar institute of engineering and technology,,,True
-,University of Toledo,,,,,,,34.8,15.1,49.9,41.9,48.6,university of toledo,,,True
-,TU Braunschweig,,,,,,,26.4,15.4,53.8,42.8,58.4,tu braunschweig,,,True
-,University of Ulsan,,,,,,,21.8,24.4,66.2,65.1,23.7,university of ulsan,,,True
