university_id,university_name,country_name,openalex_id,openalex_display_name,openalex_country_code,openalex_country,openalex_ror,openalex_works_count,openalex_works_2023,openalex_works_2024,openalex_works_2025
U0762,university of malta,Malta,,,,,,,,,
U0763,university of messina (unime),Italy,,,,,,,,,
U0764,"adam mickiewicz university, poznan",Poland,,,,,,,,,
U0765,bangladesh university of engineering and technology,Bangladesh,,,,,,,,,
U0766,king faisal university,Saudi Arabia,,,,,,,,,
U0767,nanjing university of aeronautics and astronautics,China (Mainland),,,,,,,,,
U0768,university of cincinnati,United States,,,,,,,,,
U0769,"university of colorado, denver",United States,,,,,,,,,
U0770,university of patras,Greece,,,,,,,,,
U0771,addis ababa university,Ethiopia,,,,,,,,,
U0772,bournemouth university,United Kingdom,,,,,,,,,
U0773,chiba university,Japan,,,,,,,,,
U0774,china university of geosciences,China (Mainland),,,,,,,,,
U0775,colegio de méxico,Mexico,,,,,,,,,
U0776,holy spirit university of kaslik,Lebanon,,,,,,,,,
U0777,universidad del rosario,Colombia,,,,,,,,,
U0778,université de tunis el manar,Tunisia,,,,,,,,,
U0779,"university of maryland, baltimore county",United States,,,,,,,,,
U0780,university of pecs,Hungary,,,,,,,,,
U0781,verona university,Italy,,,,,,,,,
U0782,babes-bolyai university,Romania,,,,,,,,,
U0783,kasetsart university,Thailand,,,,,,,,,
U0784,national university of uzbekistan,Uzbekistan,,,,,,,,,
U0785,qassim university,Saudi Arabia,,,,,,,,,
U0786,texas tech university,United States,,,,,,,,,
U0787,the new school,United States,,,,,,,,,
U0788,universidad de belgrano,Argentina,,,,,,,,,
U0789,universidade federal de santa catarina,Brazil,,,,,,,,,
U0790,university of latvia,Latvia,,,,,,,,,
U0791,university of mons,Belgium,,,,,,,,,
U0792,zürcher hochschule winterthur,Switzerland,,,,,,,,,
U0793,alfaisal university,Saudi Arabia,,,,,,,,,
U0794,ivane javakhishvili tbilisi state university,Georgia,,,,,,,,,
U0795,keele university,United Kingdom,,,,,,,,,
U0796,new jersey institute of technology (njit),United States,,,,,,,,,
U0797,sechenov university,Russia,,,,,,,,,
U0798,universidad de antioquia,Colombia,,,,,,,,,
U0799,university of kentucky,United States,,,,,,,,,
U0800,university of new mexico,United States,,,,,,,,,
U0801,vellore institute of technology (vit),India,,,,,,,,,
U0802,wayne state university,United States,,,,,,,,,
U0803,al-ahliyya amman university,Jordan,,,,,,,,,
U0804,alexandria university,Egypt,,,,,,,,,
U0805,ankara üniversitesi,Turkey,,,,,,,,,
U0806,asia university taiwan,Taiwan,,,,,,,,,
U0807,beijing university of technology,China (Mainland),,,,,,,,,
U0808,belarusian national technical university (bntu),Belarus,,,,,,,,,
U0809,"birla institute of technology and science, pilani",India,,,,,,,,,
U0810,edinburgh napier university,United Kingdom,,,,,,,,,
U0811,gdansk university of technology,Poland,,,,,,,,,
U0812,huazhong agricultural university,China (Mainland),,,,,,,,,
U0813,immanuel kant baltic federal university,Russia,,,,,,,,,
U0814,instituto politécnico nacional (ipn),Mexico,,,,,,,,,
U0815,jouf university,Saudi Arabia,,,,,,,,,
U0816,khoja akhmet yassawi international kazakh-turkish university,Kazakhstan,,,,,,,,,
U0817,kuwait university,Kuwait,,,,,,,,,
U0818,liverpool john moores university,United Kingdom,,,,,,,,,
U0819,london south bank university,United Kingdom,,,,,,,,,
U0820,maynooth university,Ireland,,,,,,,,,
U0821,"national technical university of ukraine ""igor sikorsky kyiv polytechnic institute""",Ukraine,,,,,,,,,
U0822,ocean university of china,China (Mainland),,,,,,,,,
U0823,philipps-universität marburg,Germany,,,,,,,,,
U0824,pontificia universidad católica de valparaíso,Chile,,,,,,,,,
U0825,rutgers universitynewark,United States,,,,,,,,,
U0826,syracuse university,United States,,,,,,,,,
U0827,the catholic university of korea,South Korea,,,,,,,,,
U0828,toronto metropolitan university,Canada,,,,,,,,,
U0829,tu dortmund university,Germany,,,,,,,,,
U0830,universidad anáhuac méxico,Mexico,,,,,,,,,
U0831,universidad iberoamericana ibero,Mexico,,,,,,,,,
U0832,universidad san francisco de quito (usfq),Ecuador,,,,,,,,,
U0833,università degli studi di perugia,Italy,,,,,,,,,
U0834,universitas brawijaya,Indonesia,,,,,,,,,
U0835,universität duisburg-essen,Germany,,,,,,,,,
U0836,universität rostock,Germany,,,,,,,,,
U0837,université de lorraine,France,,,,,,,,,
U0838,universiti tunku abdul rahman (utar),Malaysia,,,,,,,,,
U0839,university of alaska fairbanks,United States,,,,,,,,,
U0840,university of alicante,Spain,,,,,,,,,
U0841,university of baghdad,Iraq,,,,,,,,,
U0842,university of bari,Italy,,,,,,,,,
U0843,university of brighton,United Kingdom,,,,,,,,,
U0844,university of bucharest,Romania,,,,,,,,,
U0845,university of hyderabad,India,,,,,,,,,
U0846,university of oregon,United States,,,,,,,,,
U0847,university of petroleum and energy studies (upes),India,,,,,,,,,
U0848,university of salerno,Italy,,,,,,,,,
U0849,university of stavanger,Norway,,,,,,,,,
U0850,university of ulsan,South Korea,,,,,,,,,
U0851,wuhan university of technology,China (Mainland),,,,,,,,,
U0852,agh university of science and technology,Poland,,,,,,,,,
U0853,al-quds university,"Palestinian Territory, Occupied",,,,,,,,,
U0854,applied science private university - jordan,Jordan,,,,,,,,,
U0855,charles sturt university,Australia,,,,,,,,,
U0856,chonnam national university,South Korea,,,,,,,,,
U0857,chungnam national university,South Korea,,,,,,,,,
U0858,clarkson university,United States,,,,,,,,,
U0859,cy cergy paris university,France,,,,,,,,,
U0860,donghua university,China (Mainland),,,,,,,,,
U0861,georgia state university,United States,,,,,,,,,
U0862,gulf university for science and technology,Kuwait,,,,,,,,,
U0863,jamia millia islamia,India,,,,,,,,,
U0864,kansas state university,United States,,,,,,,,,
U0865,karaganda state technical university,Kazakhstan,,,,,,,,,
U0866,kyrgyz russian slavic university,Kyrgyzstan,,,,,,,,,
U0867,mendel university in brno,Czech Republic,,,,,,,,,
U0868,nagasaki university,Japan,,,,,,,,,
U0869,northwest agriculture and forestry university,China (Mainland),,,,,,,,,
U0870,north-west university,South Africa,,,,,,,,,
U0871,okayama university,Japan,,,,,,,,,
U0872,oklahoma state university,United States,,,,,,,,,
U0873,pavol jozef afárik university in koice,Slovakia,,,,,,,,,
U0874,poznan university of life sciences,Poland,,,,,,,,,
U0875,shahid beheshti university (sbu),"Iran, Islamic Republic of",,,,,,,,,
U0876,swarthmore college,United States,,,,,,,,,
U0877,technological university dublin,Ireland,,,,,,,,,
U0878,thapar institute of engineering & technology,India,,,,,,,,,
U0879,tokyo university of agriculture and technology,Japan,,,,,,,,,
U0880,universidad de valladolid,Spain,,,,,,,,,
U0881,universidad ort uruguay,Uruguay,,,,,,,,,
U0882,universita' degli studi di ferrara,Italy,,,,,,,,,
U0883,université de nantes,France,,,,,,,,,
U0884,université de sherbrooke,Canada,,,,,,,,,
U0885,université du québec,Canada,,,,,,,,,
U0886,university at albany suny,United States,,,,,,,,,
U0887,university duesseldorf,Germany,,,,,,,,,
U0888,university of dubai,United Arab Emirates,,,,,,,,,
U0889,university of gdansk,Poland,,,,,,,,,
U0890,university of ghana,Ghana,,,,,,,,,
U0891,university of hertfordshire,United Kingdom,,,,,,,,,
U0892,university of lincoln,United Kingdom,,,,,,,,,
U0893,university of mississippi,United States,,,,,,,,,
U0894,university of palermo,Italy,,,,,,,,,
U0895,university of santo tomas,Philippines,,,,,,,,,
U0896,university of south africa,South Africa,,,,,,,,,
U0897,university of wroclaw,Poland,,,,,,,,,
U0898,"vietnam national university, hanoi",Vietnam,,,,,,,,,
U0899,vilnius gediminas technical university,Lithuania,,,,,,,,,
U0900,virginia commonwealth university,United States,,,,,,,,,
U0901,yildiz technical university,Turkey,,,,,,,,,
U0902,australian catholic university,Australia,,,,,,,,,
U0903,beijing jiaotong university,China (Mainland),,,,,,,,,
U0904,beijing university of posts and telecommunications,China (Mainland),,,,,,,,,
U0905,catania university,Italy,,,,,,,,,
U0906,future university in egypt,Egypt,,,,,,,,,
U0907,gazi üniversitesi,Turkey,,,,,,,,,
U0908,georgian technical university,Georgia,,,,,,,,,
U0909,german jordanian university,Jordan,,,,,,,,,
U0910,imam mohammad ibn saud islamic university  imsiu,Saudi Arabia,,,,,,,,,
U0911,kanazawa university,Japan,,,,,,,,,
U0912,karaganda buketov university,Kazakhstan,,,,,,,,,
U0913,kyrgyz-turkish manas university,Kyrgyzstan,,,,,,,,,
U0914,louisiana state university,United States,,,,,,,,,
U0915,makerere university,Uganda,,,,,,,,,
U0916,"manipal academy of higher education, manipal, karnataka, india",India,,,,,,,,,
U0917,michigan technological university,United States,,,,,,,,,
U0918,national research saratov state university,Russia,,,,,,,,,
U0919,nicolaus copernicus university,Poland,,,,,,,,,
U0920,north south university,Bangladesh,,,,,,,,,
U0921,osaka metropolitan university,Japan,,,,,,,,,
U0922,princess sumaya university for technology,Jordan,,,,,,,,,
U0923,ritsumeikan asia pacific university,Japan,,,,,,,,,
U0924,robert gordon university,United Kingdom,,,,,,,,,
U0925,south ural state university (national research university),Russia,,,,,,,,,
U0926,universidad católica del uruguay (ucu),Uruguay,,,,,,,,,
U0927,"universidad central ""marta abreu"" de las villas",Cuba,,,,,,,,,
U0928,universidad eafit,Colombia,,,,,,,,,
U0929,universidad externado de colombia,Colombia,,,,,,,,,
U0930,universidad nacional de córdoba - unc,Argentina,,,,,,,,,
U0931,universidad nacional mayor de san marcos,Peru,,,,,,,,,
U0932,universidad pontificia bolivariana,Colombia,,,,,,,,,
U0933,universidade católica portuguesa - ucp,Portugal,,,,,,,,,
U0934,universidade de vigo,Spain,,,,,,,,,
U0935,università degli studi della tuscia (university of tuscia),Italy,,,,,,,,,
U0936,università degli studi roma tre,Italy,,,,,,,,,
U0937,"university of alabama, birmingham",United States,,,,,,,,,
U0938,university of calabria,Italy,,,,,,,,,
U0939,university of east london,United Kingdom,,,,,,,,,
U0940,university of hail,Saudi Arabia,,,,,,,,,
U0941,university of lodz,Poland,,,,,,,,,
U0942,university of maribor,Slovenia,,,,,,,,,
U0943,university of murcia,Spain,,,,,,,,,
U0944,university of nairobi,Kenya,,,,,,,,,
U0945,university of peshawar,Pakistan,,,,,,,,,
U0946,university of salford,United Kingdom,,,,,,,,,
U0947,university paris 2 panthéon-assas,France,,,,,,,,,
U0948,viet nam national university ho chi minh city (vnu-hcm),Vietnam,,,,,,,,,
U0949,worcester polytechnic institute,United States,,,,,,,,,
U0950,wroclaw university of science and technology (wrust),Poland,,,,,,,,,
U0951,yerevan state university,Armenia,,,,,,,,,
U0952,yokohama city university,Japan,,,,,,,,,
U0953,almaty technological university,Kazakhstan,,,,,,,,,
U0954,athens university of economics and business,Greece,,,,,,,,,
U0955,auburn university,United States,,,,,,,,,
U0956,baku state university,Azerbaijan,,,,,,,,,
U0957,bina nusantara university (binus),Indonesia,,,,,,,,,
U0958,clark university,United States,,,,,,,,,
U0959,clemson university,United States,,,,,,,,,
U0960,d. serikbayev east kazakhstan state technical university,Kazakhstan,,,,,,,,,
U0961,ferdowsi university of mashhad,"Iran, Islamic Republic of",,,,,,,,,
U0962,financial university under the government of the russian federation,Russia,,,,,,,,,
U0963,hallym university,South Korea,,,,,,,,,
U0964,indian institute of technology bhubaneswar,India,,,,,,,,,
U0965,instituto tecnológico de buenos aires (itba),Argentina,,,,,,,,,
U0966,khon kaen university,Thailand,,,,,,,,,
U0967,king mongkut's university of technology thonburi,Thailand,,,,,,,,,
U0968,kumamoto university,Japan,,,,,,,,,
U0969,mansoura university,Egypt,,,,,,,,,
U0970,niigata university,Japan,,,,,,,,,
U0971,northern borders university,Saudi Arabia,,,,,,,,,
U0972,pontificia universidad católica del ecuador (puce),Ecuador,,,,,,,,,
U0973,prince of songkla university,Thailand,,,,,,,,,
U0974,"queen margaret university , edinburgh",United Kingdom,,,,,,,,,
U0975,rhodes university,South Africa,,,,,,,,,
U0976,riga stradins university,Latvia,,,,,,,,,
U0977,s.d. asfendiyarov kazakh national medical university,Kazakhstan,,,,,,,,,
U0978,saveetha institute of medical and technical sciences (deemed to be university),India,,,,,,,,,
U0979,sophia university,Japan,,,,,,,,,
U0980,southern federal university,Russia,,,,,,,,,
U0981,st. louis university,United States,,,,,,,,,
U0982,the university of alabama,United States,,,,,,,,,
U0983,the university of lahore,Pakistan,,,,,,,,,
U0984,universidad autónoma metropolitana (uam),Mexico,,,,,,,,,
U0985,universidad de córdoba - españa,Spain,,,,,,,,,
U0986,universidad de la sabana,Colombia,,,,,,,,,
U0987,universidad de león,Spain,,,,,,,,,
U0988,universidad de los andes - chile,Chile,,,,,,,,,
U0989,universidad de san andrés - udesa,Argentina,,,,,,,,,
U0990,universidad nacional de rosario (unr),Argentina,,,,,,,,,
U0991,universidad técnica federico santa maría (usm),Chile,,,,,,,,,
U0992,universidad torcuato di tella,Argentina,,,,,,,,,
U0993,université sorbonne paris nord,France,,,,,,,,,
U0994,université toulouse 1 capitole,France,,,,,,,,,
U0995,universiti pendidikan sultan idris (upsi),Malaysia,,,,,,,,,
U0996,university of bahrain,Bahrain,,,,,,,,,
U0997,university of central lancashire,United Kingdom,,,,,,,,,
U0998,university of colombo,Sri Lanka,,,,,,,,,
U0999,university of denver,United States,,,,,,,,,
U1000,university of parma,Italy,,,,,,,,,
U1001,university of regina,Canada,,,,,,,,,
U1002,university of south bohemia,Czech Republic,,,,,,,,,
U1003,university of the western cape,South Africa,,,,,,,,,
U1004,yarmouk university,Jordan,,,,,,,,,
U1005,yeungnam university,South Korea,,,,,,,,,
U1006,al-azhar university,Egypt,,,,,,,,,
U1007,aligarh muslim university,India,,,,,,,,,
U1008,amity university,India,,,,,,,,,
U1009,amrita vishwa vidyapeetham,India,,,,,,,,,
U1010,an-najah national university,"Palestinian Territory, Occupied",,,,,,,,,
U1011,"arab academy for science, technology and maritime transport",Egypt,,,,,,,,,
U1012,assiut university,Egypt,,,,,,,,,
U1013,azerbaijan state oil and industry university,Azerbaijan,,,,,,,,,
U1014,azerbaijan state university of economics,Azerbaijan,,,,,,,,,
U1015,banaras hindu university,India,,,,,,,,,
U1016,baylor university,United States,,,,,,,,,
U1017,bielefeld university,Germany,,,,,,,,,
U1018,binghamton university suny,United States,,,,,,,,,
U1019,birmingham city university,United Kingdom,,,,,,,,,
U1020,brac university,Bangladesh,,,,,,,,,
U1021,brigham young university,United States,,,,,,,,,
U1022,canterbury christ church university,United Kingdom,,,,,,,,,
U1023,chang jung christian university,Taiwan,,,,,,,,,
U1024,chung yuan christian university,Taiwan,,,,,,,,,
U1025,chungbuk national university,South Korea,,,,,,,,,
U1026,college of william and mary,United States,,,,,,,,,
U1027,corvinus university of budapest,Hungary,,,,,,,,,
U1028,cracow university of technology (politechnika krakowska),Poland,,,,,,,,,
U1029,dankook university,South Korea,,,,,,,,,
U1030,ege university,Turkey,,,,,,,,,
U1031,escuela superior politécnica del litoral (espol),Ecuador,,,,,,,,,
U1032,fordham university,United States,,,,,,,,,
U1033,gebze technical university (gtu),Turkey,,,,,,,,,
U1034,george mason university,United States,,,,,,,,,
U1035,gifu university,Japan,,,,,,,,,
U1036,glasgow caledonian university,United Kingdom,,,,,,,,,
U1037,gunma university,Japan,,,,,,,,,
U1038,guru gobind singh indraprastha university,India,,,,,,,,,
U1039,harbin engineering university,China (Mainland),,,,,,,,,
U1040,hohai university,China (Mainland),,,,,,,,,
U1041,howard university,United States,,,,,,,,,
U1042,hungarian university of agriculture and life sciences,Hungary,,,,,,,,,
U1043,indiana universitypurdue university indianapolis,United States,,,,,,,,,
U1044,international christian university,Japan,,,,,,,,,
U1045,international islamic university islamabad (iiu),Pakistan,,,,,,,,,
U1046,islamic university of madinah,Saudi Arabia,,,,,,,,,
U1047,"iteso, universidad jesuita de guadalajara",Mexico,,,,,,,,,
U1048,jiangnan university,China (Mainland),,,,,,,,,
U1049,kagoshima university,Japan,,,,,,,,,
U1050,kangwon national university,South Korea,,,,,,,,,
U1051,kazakh-british technical university,Kazakhstan,,,,,,,,,
U1052,kent state university,United States,,,,,,,,,
U1053,kyushu institute of technology,Japan,,,,,,,,,
U1054,leeds beckett university,United Kingdom,,,,,,,,,
U1055,lobachevsky university,Russia,,,,,,,,,
U1056,lodz university of technology,Poland,,,,,,,,,
U1057,london metropolitan university,United Kingdom,,,,,,,,,
U1058,loyola university chicago,United States,,,,,,,,,
U1059,lviv polytechnic national university,Ukraine,,,,,,,,,
U1060,marmara university,Turkey,,,,,,,,,
U1061,mississippi state university,United States,,,,,,,,,
U1062,multimedia university (mmu),Malaysia,,,,,,,,,
U1063,mustansiriyah university,Iraq,,,,,,,,,
U1064,mutah university,Jordan,,,,,,,,,
U1065,mykolas romeris university,Lithuania,,,,,,,,,
U1066,nanjing normal university,China (Mainland),,,,,,,,,
U1067,narxoz university,Kazakhstan,,,,,,,,,
U1068,national chung cheng university,Taiwan,,,,,,,,,
U1069,"national technical university ""kharkiv polytechnic institute""",Ukraine,,,,,,,,,
U1070,national university of kyiv-mohyla academy (naukma),Ukraine,,,,,,,,,
U1071,njsc kimep university,Kazakhstan,,,,,,,,,
U1072,northern arizona university,United States,,,,,,,,,
U1073,northwest university (china),China (Mainland),,,,,,,,,
U1074,o.p. jindal global university,India,,,,,,,,,
U1075,ohio university,United States,,,,,,,,,
U1076,panjab university,India,,,,,,,,,
U1077,paul valéry university montpellier,France,,,,,,,,,
U1078,pontifícia universidade católica de são paulo,Brazil,,,,,,,,,
U1079,poznan university of technology,Poland,,,,,,,,,
U1080,rochester institute of technology (rit),United States,,,,,,,,,
U1081,russian presidential academy of national economy and public administration,Russia,,,,,,,,,
U1082,saint petersburg electrotechnical university etu-leti,Russia,,,,,,,,,
U1083,saint-petersburg mining university,Russia,,,,,,,,,
U1084,samara national research university (samara university),Russia,,,,,,,,,
U1085,san diego state university,United States,,,,,,,,,
U1086,sheffield hallam university,United Kingdom,,,,,,,,,
U1087,shinshu university,Japan,,,,,,,,,
U1088,"siberian federal university, sibfu",Russia,,,,,,,,,
U1089,silesian university of technology,Poland,,,,,,,,,
U1090,slovak university of agriculture in nitra,Slovakia,,,,,,,,,
U1091,slovak university of technology in bratislava,Slovakia,,,,,,,,,
U1092,sohar university,Oman,,,,,,,,,
U1093,soonchunhyang university,South Korea,,,,,,,,,
U1094,southern methodist university,United States,,,,,,,,,
U1095,southwest university,China (Mainland),,,,,,,,,
U1096,srm institute of science and technology,India,,,,,,,,,
U1097,sumy state university,Ukraine,,,,,,,,,
U1098,sungshin women's university,South Korea,,,,,,,,,
U1099,széchenyi istván university,Hungary,,,,,,,,,
U1100,taibah university,Saudi Arabia,,,,,,,,,
U1101,tallinn university,Estonia,,,,,,,,,
U1102,technical university of kosice,Slovakia,,,,,,,,,
U1103,tecnológico de costa rica -tec,Costa Rica,,,,,,,,,
U1104,telkom university,Indonesia,,,,,,,,,
U1105,the hashemite university,Jordan,,,,,,,,,
U1106,the university of northampton,United Kingdom,,,,,,,,,
U1107,the university of texas at arlington,United States,,,,,,,,,
U1108,tokushima university,Japan,,,,,,,,,
U1109,tokyo metropolitan university,Japan,,,,,,,,,
U1110,universidad andrés bello,Chile,,,,,,,,,
U1111,universidad austral de chile,Chile,,,,,,,,,
U1112,universidad autónoma chapingo,Mexico,,,,,,,,,
U1113,universidad autónoma de nuevo león,Mexico,,,,,,,,,
U1114,universidad autónoma del estado de méxico (uaemex),Mexico,,,,,,,,,
U1115,universidad de castilla-la mancha,Spain,,,,,,,,,
U1116,universidad de guadalajara (udg),Mexico,,,,,,,,,
U1117,universidad de la frontera (ufro),Chile,,,,,,,,,
U1118,universidad de las américas puebla (udlap),Mexico,,,,,,,,,
U1119,universidad de lima,Peru,,,,,,,,,
U1120,universidad de los andes - (ula) mérida,Venezuela,,,,,,,,,
U1121,universidad de oviedo,Spain,,,,,,,,,
U1122,universidad de puerto rico,Puerto Rico,,,,,,,,,
U1123,universidad de talca,Chile,,,,,,,,,
U1124,universidad del norte,Colombia,,,,,,,,,
U1125,universidad del pacífico,Peru,,,,,,,,,
U1126,universidad del valle,Colombia,,,,,,,,,
U1127,universidad diego portales (udp),Chile,,,,,,,,,
U1128,universidad icesi,Colombia,,,,,,,,,
U1129,universidad nacional de cuyo,Argentina,,,,,,,,,
U1130,universidad nacional de la asunción,Paraguay,,,,,,,,,
U1131,universidad nacional de san luis,Argentina,,,,,,,,,
U1132,universidad nacional del centro de la provincia de buenos aires (unicen),Argentina,,,,,,,,,
U1133,universidad peruana cayetano heredia (upch),Peru,,,,,,,,,
U1134,universidad rey juan carlos,Spain,,,,,,,,,
U1135,universidad simón bolívar (usb),Venezuela,,,,,,,,,
U1136,universidad tecnológica de panamá (utp),Panama,,,,,,,,,
U1137,universidad tecnológica nacional (utn),Argentina,,,,,,,,,
U1138,universidade da coruña,Spain,,,,,,,,,
U1139,universidade federal de pernambuco (ufpe),Brazil,,,,,,,,,
U1140,universidade federal de são carlos (ufscar),Brazil,,,,,,,,,
U1141,universidade federal do paraná - ufpr,Brazil,,,,,,,,,
U1142,universidade federal fluminense,Brazil,,,,,,,,,
U1143,"universita' degli studi ""g. d'annunzio"" chieti pescara",Italy,,,,,,,,,
U1144,università degli studi di udine,Italy,,,,,,,,,
U1145,università del salento,Italy,,,,,,,,,
U1146,universitas hasanuddin,Indonesia,,,,,,,,,
U1147,universitas sebelas maret,Indonesia,,,,,,,,,
U1148,universitat de lleida,Spain,,,,,,,,,
U1149,universität siegen,Germany,,,,,,,,,
U1150,université de caen normandie,France,,,,,,,,,
U1151,université de poitiers,France,,,,,,,,,
U1152,université de sfax,Tunisia,,,,,,,,,
U1153,université de sousse,Tunisia,,,,,,,,,
U1154,université de toulouse ii-le mirail,France,,,,,,,,,
U1155,université de tunis,Tunisia,,,,,,,,,
U1156,université lumière lyon 2,France,,,,,,,,,
U1157,université mohammed v de rabat,Morocco,,,,,,,,,
U1158,université paris-nanterre,France,,,,,,,,,
U1159,universiti malaysia sabah (ums),Malaysia,,,,,,,,,
U1160,universiti malaysia sarawak (unimas),Malaysia,,,,,,,,,
U1161,universiti malaysia terengganu (umt),Malaysia,,,,,,,,,
U1162,universiti tun hussein onn university of malaysia (uthm),Malaysia,,,,,,,,,
U1163,university of arkansas fayetteville,United States,,,,,,,,,
U1164,university of derby,United Kingdom,,,,,,,,,
U1165,university of deusto,Spain,,,,,,,,,
U1166,university of hradec kralove,Czech Republic,,,,,,,,,
U1167,university of ibadan,Nigeria,,,,,,,,,
U1168,university of idaho,United States,,,,,,,,,
U1169,university of ioannina,Greece,,,,,,,,,
U1170,university of karachi,Pakistan,,,,,,,,,
U1171,university of khartoum,Sudan,,,,,,,,,
U1172,university of lagos,Nigeria,,,,,,,,,
U1173,university of louisville,United States,,,,,,,,,
U1174,university of massachusetts boston,United States,,,,,,,,,
U1175,"university of missouri, kansas city",United States,,,,,,,,,
U1176,university of naples parthenope,Italy,,,,,,,,,
U1177,university of new england australia,Australia,,,,,,,,,
U1178,university of new hampshire,United States,,,,,,,,,
U1179,university of north carolina at charlotte,United States,,,,,,,,,
U1180,university of north texas,United States,,,,,,,,,
U1181,university of novi sad,Serbia,,,,,,,,,
U1182,university of rhode island,United States,,,,,,,,,
U1183,university of sarajevo,Bosnia and Herzegovina,,,,,,,,,
U1184,university of seoul,South Korea,,,,,,,,,
U1185,university of tabuk,Saudi Arabia,,,,,,,,,
U1186,university of texas at san antonio,United States,,,,,,,,,
U1187,university of texas el paso,United States,,,,,,,,,
U1188,university of the free state,South Africa,,,,,,,,,
U1189,university of the sunshine coast,Australia,,,,,,,,,
U1190,university of toledo,United States,,,,,,,,,
U1191,university of tulsa,United States,,,,,,,,,
U1192,university of vermont,United States,,,,,,,,,
U1193,university of warmia and mazury in olsztyn,Poland,,,,,,,,,
U1194,university of wolverhampton,United Kingdom,,,,,,,,,
U1195,university of wyoming,United States,,,,,,,,,
U1196,university of ilina,Slovakia,,,,,,,,,
U1197,utah state university,United States,,,,,,,,,
U1198,vsb - technical university of ostrava,Czech Republic,,,,,,,,,
U1199,warsaw university of life sciences  sggw (wuls-sggw),Poland,,,,,,,,,
U1200,west virginia university,United States,,,,,,,,,
U1201,xi'an jiaotong liverpool university,China (Mainland),,,,,,,,,
U1202,yokohama national university,Japan,,,,,,,,,
U1203,al-balqa applied university,Jordan,,,,,,,,,
U1204,alexandru ioan cuza university,Romania,,,,,,,,,
U1205,anadolu university,Turkey,,,,,,,,,
U1206,aoyama gakuin university,Japan,,,,,,,,,
U1207,ataturk university,Turkey,,,,,,,,,
U1208,atma jaya catholic university jakarta,Indonesia,,,,,,,,,
U1209,bahauddin zakariya university,Pakistan,,,,,,,,,
U1210,beijing foreign studies university,China (Mainland),,,,,,,,,
U1211,beijing university of chinese medicine,China (Mainland),,,,,,,,,
U1212,belarusian state university of informatics and radioelectronics,Belarus,,,,,,,,,
U1213,benemérita universidad autónoma de puebla,Mexico,,,,,,,,,
U1214,birzeit university,"Palestinian Territory, Occupied",,,,,,,,,
U1215,british university in egypt,Egypt,,,,,,,,,
U1216,brock university,Canada,,,,,,,,,
U1217,central michigan university,United States,,,,,,,,,
U1218,chaoyang university of technology,Taiwan,,,,,,,,,
U1219,china university of political science and law,China (Mainland),,,,,,,,,
U1220,chitkara university,India,,,,,,,,,
U1221,chittagong university of engineering and technology,Bangladesh,,,,,,,,,
U1222,cleveland state university,United States,,,,,,,,,
U1223,cukurova university,Turkey,,,,,,,,,
U1224,cuny the city college of new york,United States,,,,,,,,,
U1225,daffodil international university,Bangladesh,,,,,,,,,
U1226,damascus university,Syrian Arab Republic,,,,,,,,,
U1227,dokuz eylül üniversitesi,Turkey,,,,,,,,,
U1228,doshisha university,Japan,,,,,,,,,
U1229,erciyes üniversitesi,Turkey,,,,,,,,,
U1230,escuela politécnica nacional,Ecuador,,,,,,,,,
U1231,feng chia university,Taiwan,,,,,,,,,
U1232,florida atlantic university - boca raton,United States,,,,,,,,,
U1233,fu jen catholic university,Taiwan,,,,,,,,,
U1234,fundación ceu san pablo,Spain,,,,,,,,,
U1235,german university in cairo,Egypt,,,,,,,,,
U1236,hanoi university of science and technology,Vietnam,,,,,,,,,
U1237,harper adams university,United Kingdom,,,,,,,,,
U1238,helwan university,Egypt,,,,,,,,,
U1239,hongik university,South Korea,,,,,,,,,
U1240,hue university,Vietnam,,,,,,,,,
U1241,instituto tecnológico de santo domingo (intec),Dominican Republic,,,,,,,,,
U1242,istanbul aydin university,Turkey,,,,,,,,,
U1243,istanbul bilgi üniversitesi,Turkey,,,,,,,,,
U1244,ivan franko national university of lviv,Ukraine,,,,,,,,,
U1245,izmir institute of technology (iztech),Turkey,,,,,,,,,
U1246,jahangirnagar university,Bangladesh,,,,,,,,,
U1247,jamia hamdard,India,,,,,,,,,
U1248,jeju national university,South Korea,,,,,,,,,
U1249,kazakh ablai khan university of international relations and world languages,Kazakhstan,,,,,,,,,
U1250,kazan national research technological university,Russia,,,,,,,,,
U1251,kenyatta university,Kenya,,,,,,,,,
U1252,kharkiv national university of radio electronics,Ukraine,,,,,,,,,
U1253,khulna university,Bangladesh,,,,,,,,,
U1254,khulna university of engineering and technology,Bangladesh,,,,,,,,,
U1255,kindai university (kinki university),Japan,,,,,,,,,
U1256,king mongkut\'s institute of technology ladkrabang,Thailand,,,,,,,,,
U1257,king mongkut's university of technology north bangkok,Thailand,,,,,,,,,
U1258,kookmin university,South Korea,,,,,,,,,
U1259,kwame nkrumah university of science and technology,Ghana,,,,,,,,,
U1260,kyoto institute of technology,Japan,,,,,,,,,
U1261,kyrgyz state technical university,Kyrgyzstan,,,,,,,,,
U1262,marquette university,United States,,,,,,,,,
U1263,meiji university,Japan,,,,,,,,,
U1264,mendeleev university of chemical technology,Russia,,,,,,,,,
U1265,miami university,United States,,,,,,,,,
U1266,moscow pedagogical state university,Russia,,,,,,,,,
