university_id,university_name,country_code,country_name,country_name_canonical,wb_country_code,wb_region,wb_income_group
U0467,universitat ramon llull,ES,Spain,spain,ESP,Europe & Central Asia,High income: OECD
U0468,university at buffalo suny,US,United States,united states,USA,North America,High income: OECD
U0469,washington state university,US,United States,united states,USA,North America,High income: OECD
U0470,iowa state university,US,United States,united states,USA,North America,High income: OECD
U0471,ben-gurion university of the negev,IL,Israel,israel,ISR,Middle East & North Africa,High income: OECD
U0472,"essex, university of",GB,United Kingdom,united kingdom,GBR,Europe & Central Asia,High income: OECD
U0473,johannes kepler university linz,AT,Austria,austria,AUT,Europe & Central Asia,High income: OECD
U0474,bangor university,GB,United Kingdom,united kingdom,GBR,Europe & Central Asia,High income: OECD
U0475,hiroshima university,JP,Japan,japan,JPN,East Asia & Pacific,High income: OECD
U0476,universität potsdam,DE,Germany,germany,DEU,Europe & Central Asia,High income: OECD
U0477,university of sharjah,AE,United Arab Emirates,united arab emirates,ARE,Middle East & North Africa,High income: nonOECD
U0478,bilkent university,TR,Turkey,turkey,TUR,Europe & Central Asia,Upper middle income
U0479,indian institute of technology indore (iit indore),IN,India,india,IND,South Asia,Lower middle income
U0480,royal holloway university of london,GB,United Kingdom,united kingdom,GBR,Europe & Central Asia,High income: OECD
U0481,aix-marseille university,FR,France,france,FRA,Europe & Central Asia,High income: OECD
U0482,pontificia universidad católica argentina,AR,Argentina,argentina,ARG,Latin America & Caribbean,Upper middle income
U0483,"the university of tennessee, knoxville",US,United States,united states,USA,North America,High income: OECD
U0484,china agricultural university,CN,China (Mainland),china,CHN,East Asia & Pacific,Upper middle income
U0485,american university of ras al khaimah ( aurak ),AE,United Arab Emirates,united arab emirates,ARE,Middle East & North Africa,High income: nonOECD
U0486,national sun yat-sen university,TW,Taiwan,taiwan,,,
U0487,universität mannheim,DE,Germany,germany,DEU,Europe & Central Asia,High income: OECD
U0488,university of hawai?i at manoa,US,United States,united states,USA,North America,High income: OECD
U0489,chongqing university,CN,China (Mainland),china,CHN,East Asia & Pacific,Upper middle income
U0490,chung-ang university (cau),KR,South Korea,south korea,KOR,East Asia & Pacific,High income: OECD
U0491,isfahan university of technology,IR,"Iran, Islamic Republic of","iran, islamic republic of",IRN,Middle East & North Africa,Upper middle income
U0492,shanghai university,CN,China (Mainland),china,CHN,East Asia & Pacific,Upper middle income
U0493,unesp,BR,Brazil,brazil,BRA,Latin America & Caribbean,Upper middle income
U0494,university of jyväskylä,FI,Finland,finland,FIN,Europe & Central Asia,High income: OECD
U0495,central queensland university (cquniversity australia),AU,Australia,australia,AUS,East Asia & Pacific,High income: OECD
U0496,duy tan university,VN,Vietnam,vietnam,VNM,East Asia & Pacific,Lower middle income
U0497,jilin university,CN,China (Mainland),china,CHN,East Asia & Pacific,Upper middle income
U0498,national research nuclear university mephi (moscow engineering physics institute),RU,Russia,russia,RUS,Europe & Central Asia,High income: nonOECD
U0499,universidad de costa rica,CR,Costa Rica,costa rica,CRI,Latin America & Caribbean,Upper middle income
U0500,"university of california, riverside",US,United States,united states,USA,North America,High income: OECD
U0501,khalifa university of science and technology,AE,United Arab Emirates,united arab emirates,ARE,Middle East & North Africa,High income: nonOECD
U0502,colorado school of mines,US,United States,united states,USA,North America,High income: OECD
U0503,east china normal university,CN,China (Mainland),china,CHN,East Asia & Pacific,Upper middle income
U0504,johannes gutenberg universität mainz,DE,Germany,germany,DEU,Europe & Central Asia,High income: OECD
U0505,university of huddersfield,GB,United Kingdom,united kingdom,GBR,Europe & Central Asia,High income: OECD
U0506,university of delaware,US,United States,united states,USA,North America,High income: OECD
U0507,university of trento,IT,Italy,italy,ITA,Europe & Central Asia,High income: OECD
U0508,aristotle university of thessaloniki,GR,Greece,greece,GRC,Europe & Central Asia,High income: OECD
U0509,shenzhen university,CN,China (Mainland),china,CHN,East Asia & Pacific,Upper middle income
U0510,soas university of london,GB,United Kingdom,united kingdom,GBR,Europe & Central Asia,High income: OECD
U0511,ewha womans university,KR,South Korea,south korea,KOR,East Asia & Pacific,High income: OECD
U0512,zhengzhou university,CN,China (Mainland),china,CHN,East Asia & Pacific,Upper middle income
U0513,imam abdulrahman bin faisal university (iau) (formerly university of dammam),SA,Saudi Arabia,saudi arabia,SAU,Middle East & North Africa,High income: nonOECD
U0514,prince mohammad bin fahd university,SA,Saudi Arabia,saudi arabia,SAU,Middle East & North Africa,High income: nonOECD
U0515,university of milano-bicocca,IT,Italy,italy,ITA,Europe & Central Asia,High income: OECD
U0516,ateneo de manila university,PH,Philippines,philippines,PHL,East Asia & Pacific,Lower middle income
U0517,edith cowan university,AU,Australia,australia,AUS,East Asia & Pacific,High income: OECD
U0518,inti international university,MY,Malaysia,malaysia,MYS,East Asia & Pacific,Upper middle income
U0519,kyungpook national university,KR,South Korea,south korea,KOR,East Asia & Pacific,High income: OECD
U0520,sabanci university,TR,Turkey,turkey,TUR,Europe & Central Asia,Upper middle income
U0521,university of hull,GB,United Kingdom,united kingdom,GBR,Europe & Central Asia,High income: OECD
U0522,ural federal university - urfu,RU,Russia,russia,RUS,Europe & Central Asia,High income: nonOECD
U0523,zayed university,AE,United Arab Emirates,united arab emirates,ARE,Middle East & North Africa,High income: nonOECD
U0524,pusan national university,KR,South Korea,south korea,KOR,East Asia & Pacific,High income: OECD
U0525,universidad austral,AR,Argentina,argentina,ARG,Latin America & Caribbean,Upper middle income
U0526,universität jena,DE,Germany,germany,DEU,Europe & Central Asia,High income: OECD
U0527,missouri university of science and technology,US,United States,united states,USA,North America,High income: OECD
U0528,universität leipzig,DE,Germany,germany,DEU,Europe & Central Asia,High income: OECD
U0529,university of bayreuth,DE,Germany,germany,DEU,Europe & Central Asia,High income: OECD
U0530,warsaw university of technology,PL,Poland,poland,POL,Europe & Central Asia,High income: OECD
U0531,coventry university,GB,United Kingdom,united kingdom,GBR,Europe & Central Asia,High income: OECD
U0532,indian institute of technology (bhu) varanasi,IN,India,india,IND,South Asia,Lower middle income
U0533,university of bradford,GB,United Kingdom,united kingdom,GBR,Europe & Central Asia,High income: OECD
U0534,university of utah,US,United States,united states,USA,North America,High income: OECD
U0535,universidad nacional de la plata (unlp),AR,Argentina,argentina,ARG,Latin America & Caribbean,Upper middle income
U0536,lahore university of management sciences (lums),PK,Pakistan,pakistan,PAK,South Asia,Lower middle income
U0537,northumbria university at newcastle,GB,United Kingdom,united kingdom,GBR,Europe & Central Asia,High income: OECD
U0538,university of bordeaux,FR,France,france,FRA,Europe & Central Asia,High income: OECD
U0539,university of eastern finland,FI,Finland,finland,FIN,Europe & Central Asia,High income: OECD
U0540,applied science university - bahrain,BH,Bahrain,bahrain,BHR,Middle East & North Africa,High income: nonOECD
U0541,hitotsubashi university,JP,Japan,japan,JPN,East Asia & Pacific,High income: OECD
U0542,sunway university,MY,Malaysia,malaysia,MYS,East Asia & Pacific,Upper middle income
U0543,université de fribourg,CH,Switzerland,switzerland,CHE,Europe & Central Asia,High income: OECD
U0544,university of salamanca,ES,Spain,spain,ESP,Europe & Central Asia,High income: OECD
U0545,universidad de zaragoza,ES,Spain,spain,ESP,Europe & Central Asia,High income: OECD
U0546,universidad pontificia comillas,ES,Spain,spain,ESP,Europe & Central Asia,High income: OECD
U0547,northwestern polytechnical university,CN,China (Mainland),china,CHN,East Asia & Pacific,Upper middle income
U0548,tashkent institute of irrigation and agricultural mechanization engineers - national research university (tiiame-nru),UZ,Uzbekistan,uzbekistan,UZB,Europe & Central Asia,Lower middle income
U0549,university of genoa,IT,Italy,italy,ITA,Europe & Central Asia,High income: OECD
U0550,university of iceland,IS,Iceland,iceland,ISL,Europe & Central Asia,High income: OECD
U0551,university of windsor,CA,Canada,canada,CAN,North America,High income: OECD
U0552,united arab emirates university,AE,United Arab Emirates,united arab emirates,ARE,Middle East & North Africa,High income: nonOECD
U0553,university of tabriz,IR,"Iran, Islamic Republic of","iran, islamic republic of",IRN,Middle East & North Africa,Upper middle income
U0554,hasselt university,BE,Belgium,belgium,BEL,Europe & Central Asia,High income: OECD
U0555,jordan university of science & technology,JO,Jordan,jordan,JOR,Middle East & North Africa,Upper middle income
U0556,universiti utara malaysia (uum),MY,Malaysia,malaysia,MYS,East Asia & Pacific,Upper middle income
U0557,university of dhaka,BD,Bangladesh,bangladesh,BGD,South Asia,Low income
U0558,university ulm,DE,Germany,germany,DEU,Europe & Central Asia,High income: OECD
U0559,peter the great st. petersburg polytechnic university,RU,Russia,russia,RUS,Europe & Central Asia,High income: nonOECD
U0560,ulster university,GB,United Kingdom,united kingdom,GBR,Europe & Central Asia,High income: OECD
U0561,umm al-qura university,SA,Saudi Arabia,saudi arabia,SAU,Middle East & North Africa,High income: nonOECD
U0562,université claude bernard lyon 1,FR,France,france,FRA,Europe & Central Asia,High income: OECD
U0563,universiti teknologi brunei,BN,Brunei,brunei,BRN,East Asia & Pacific,High income: nonOECD
U0564,eötvös loránd university,HU,Hungary,hungary,HUN,Europe & Central Asia,Upper middle income
U0565,nanjing university of science and technology,CN,China (Mainland),china,CHN,East Asia & Pacific,Upper middle income
U0566,university of connecticut,US,United States,united states,USA,North America,High income: OECD
U0567,chiang mai university,TH,Thailand,thailand,THA,East Asia & Pacific,Upper middle income
U0568,lebanese university,LB,Lebanon,lebanon,LBN,Middle East & North Africa,Upper middle income
U0569,mgimo university,RU,Russia,russia,RUS,Europe & Central Asia,High income: nonOECD
U0570,"university of chemistry and technology, prague",CZ,Czech Republic,czech republic,CZE,Europe & Central Asia,High income: OECD
U0571,university of szeged,HU,Hungary,hungary,HUN,Europe & Central Asia,Upper middle income
U0572,university of the punjab,PK,Pakistan,pakistan,PAK,South Asia,Lower middle income
U0573,florida state university,US,United States,united states,USA,North America,High income: OECD
U0574,florida international university,US,United States,united states,USA,North America,High income: OECD
U0575,university of debrecen,HU,Hungary,hungary,HUN,Europe & Central Asia,Upper middle income
U0576,national research tomsk polytechnic university,RU,Russia,russia,RUS,Europe & Central Asia,High income: nonOECD
U0577,sogang university,KR,South Korea,south korea,KOR,East Asia & Pacific,High income: OECD
U0578,southern cross university,AU,Australia,australia,AUS,East Asia & Pacific,High income: OECD
U0579,universidad adolfo ibáñez,CL,Chile,chile,CHL,Latin America & Caribbean,High income: OECD
U0580,jawaharlal nehru university,IN,India,india,IND,South Asia,Lower middle income
U0581,jinan university (china),CN,China (Mainland),china,CHN,East Asia & Pacific,Upper middle income
U0582,management and science university,MY,Malaysia,malaysia,MYS,East Asia & Pacific,Upper middle income
U0583,politecnico di bari,IT,Italy,italy,ITA,Europe & Central Asia,High income: OECD
U0584,université paul sabatier toulouse iii,FR,France,france,FRA,Europe & Central Asia,High income: OECD
U0585,institut teknologi sepuluh nopember (its surabaya),ID,Indonesia,indonesia,IDN,East Asia & Pacific,Lower middle income
U0586,singapore management university,SG,Singapore,singapore,SGP,East Asia & Pacific,High income: nonOECD
U0587,bond university,AU,Australia,australia,AUS,East Asia & Pacific,High income: OECD
U0588,shoolini university of biotechnology and management sciences,IN,India,india,IND,South Asia,Lower middle income
U0589,the university of georgia,US,United States,united states,USA,North America,High income: OECD
U0590,universiti teknologi mara - uitm,MY,Malaysia,malaysia,MYS,East Asia & Pacific,Upper middle income
U0591,university of kwazulu-natal,ZA,South Africa,south africa,ZAF,Sub-Saharan Africa,Upper middle income
U0592,ain shams university,EG,Egypt,egypt,EGY,Middle East & North Africa,Lower middle income
U0593,nottingham trent university,GB,United Kingdom,united kingdom,GBR,Europe & Central Asia,High income: OECD
U0594,universität bremen,DE,Germany,germany,DEU,Europe & Central Asia,High income: OECD
U0595,itmo university,RU,Russia,russia,RUS,Europe & Central Asia,High income: nonOECD
U0596,thammasat university,TH,Thailand,thailand,THA,East Asia & Pacific,Upper middle income
U0597,universitas padjadjaran,ID,Indonesia,indonesia,IDN,East Asia & Pacific,Lower middle income
U0598,university of iowa,US,United States,united states,USA,North America,High income: OECD
U0599,university of ljubljana,SI,Slovenia,slovenia,SVN,Europe & Central Asia,High income: OECD
U0600,university of texas dallas,US,United States,united states,USA,North America,High income: OECD
U0601,ca' foscari university of venice,IT,Italy,italy,ITA,Europe & Central Asia,High income: OECD
U0602,illinois institute of technology,US,United States,united states,USA,North America,High income: OECD
U0603,king khalid university,SA,Saudi Arabia,saudi arabia,SAU,Middle East & North Africa,High income: nonOECD
U0604,"kingston university, london",GB,United Kingdom,united kingdom,GBR,Europe & Central Asia,High income: OECD
U0605,manchester metropolitan university (mmu),GB,United Kingdom,united kingdom,GBR,Europe & Central Asia,High income: OECD
U0606,national chengchi university,TW,Taiwan,taiwan,,,
U0607,paris lodron university of salzburg,AT,Austria,austria,AUT,Europe & Central Asia,High income: OECD
U0608,rensselaer polytechnic institute,US,United States,united states,USA,North America,High income: OECD
U0609,universität des saarlandes,DE,Germany,germany,DEU,Europe & Central Asia,High income: OECD
U0610,university of crete,GR,Greece,greece,GRC,Europe & Central Asia,High income: OECD
U0611,university of hohenheim,DE,Germany,germany,DEU,Europe & Central Asia,High income: OECD
U0612,university of south carolina,US,United States,united states,USA,North America,High income: OECD
U0613,american university of the middle east,KW,Kuwait,kuwait,KWT,Middle East & North Africa,High income: nonOECD
U0614,asia pacific university of technology and innovation (apu),MY,Malaysia,malaysia,MYS,East Asia & Pacific,Upper middle income
U0615,brno university of technology,CZ,Czech Republic,czech republic,CZE,Europe & Central Asia,High income: OECD
U0616,christian-albrechts-university zu kiel,DE,Germany,germany,DEU,Europe & Central Asia,High income: OECD
U0617,eastern mediterranean university,XC,Northern Cyprus,northern cyprus,,,
U0618,pontifícia universidade católica do rio de janeiro,BR,Brazil,brazil,BRA,Latin America & Caribbean,Upper middle income
U0619,taipei medical university (tmu),TW,Taiwan,taiwan,,,
U0620,university of klagenfurt,AT,Austria,austria,AUT,Europe & Central Asia,High income: OECD
U0621,university of minho,PT,Portugal,portugal,PRT,Europe & Central Asia,High income: OECD
U0622,abo akademi university,FI,Finland,finland,FIN,Europe & Central Asia,High income: OECD
U0623,american university in dubai,AE,United Arab Emirates,united arab emirates,ARE,Middle East & North Africa,High income: nonOECD
U0624,auezov south kazakhstan university (sku),KZ,Kazakhstan,kazakhstan,KAZ,Europe & Central Asia,Upper middle income
U0625,charles darwin university,AU,Australia,australia,AUS,East Asia & Pacific,High income: OECD
U0626,istanbul university,TR,Turkey,turkey,TUR,Europe & Central Asia,Upper middle income
U0627,renmin (people's) university of china,CN,China (Mainland),china,CHN,East Asia & Pacific,Upper middle income
U0628,tallinn university of technology (taltech),EE,Estonia,estonia,EST,Europe & Central Asia,High income: OECD
U0629,universidad de alcalá,ES,Spain,spain,ESP,Europe & Central Asia,High income: OECD
U0630,universidad de palermo (up),AR,Argentina,argentina,ARG,Latin America & Caribbean,Upper middle income
U0631,university of south florida,US,United States,united states,USA,North America,High income: OECD
U0632,university of tromsø the arctic university of norway,NO,Norway,norway,NOR,Europe & Central Asia,High income: OECD
U0633,al ain university,AE,United Arab Emirates,united arab emirates,ARE,Middle East & North Africa,High income: nonOECD
U0634,ajou university,KR,South Korea,south korea,KOR,East Asia & Pacific,High income: OECD
U0635,boston college,US,United States,united states,USA,North America,High income: OECD
U0636,chang gung university,TW,Taiwan,taiwan,,,
U0637,china university of petroleum,CN,China (Mainland),china,CHN,East Asia & Pacific,Upper middle income
U0638,far eastern federal university,RU,Russia,russia,RUS,Europe & Central Asia,High income: nonOECD
U0639,inha university,KR,South Korea,south korea,KOR,East Asia & Pacific,High income: OECD
U0640,savitribai phule pune university,IN,India,india,IND,South Asia,Lower middle income
U0641,tulane university,US,United States,united states,USA,North America,High income: OECD
U0642,universidad de concepción,CL,Chile,chile,CHL,Latin America & Caribbean,High income: OECD
U0643,university of portsmouth,GB,United Kingdom,united kingdom,GBR,Europe & Central Asia,High income: OECD
U0644,beirut arab university,LB,Lebanon,lebanon,LBN,Middle East & North Africa,Upper middle income
U0645,de la salle university,PH,Philippines,philippines,PHL,East Asia & Pacific,Lower middle income
U0646,east china university of science and technology,CN,China (Mainland),china,CHN,East Asia & Pacific,Upper middle income
U0647,hacettepe university,TR,Turkey,turkey,TUR,Europe & Central Asia,Upper middle income
U0648,lehigh university,US,United States,united states,USA,North America,High income: OECD
U0649,national central university,TW,Taiwan,taiwan,,,
U0650,oregon state university,US,United States,united states,USA,North America,High income: OECD
U0651,ritsumeikan university,JP,Japan,japan,JPN,East Asia & Pacific,High income: OECD
U0652,soochow university,CN,China (Mainland),china,CHN,East Asia & Pacific,Upper middle income
U0653,symbiosis international (deemed university),IN,India,india,IND,South Asia,Lower middle income
U0654,universiti tenaga nasional (uniten),MY,Malaysia,malaysia,MYS,East Asia & Pacific,Upper middle income
U0655,"university of missouri, columbia",US,United States,united states,USA,North America,High income: OECD
U0656,university of the basque country,ES,Spain,spain,ESP,Europe & Central Asia,High income: OECD
U0657,hufs - hankuk (korea) university of foreign studies,KR,South Korea,south korea,KOR,East Asia & Pacific,High income: OECD
U0658,palacký university olomouc,CZ,Czech Republic,czech republic,CZE,Europe & Central Asia,High income: OECD
U0659,universidade de santiago de compostela,ES,Spain,spain,ESP,Europe & Central Asia,High income: OECD
U0660,university of houston,US,United States,united states,USA,North America,High income: OECD
U0661,university of zagreb,HR,Croatia,croatia,HRV,Europe & Central Asia,High income: nonOECD
U0662,aberystwyth university,GB,United Kingdom,united kingdom,GBR,Europe & Central Asia,High income: OECD
U0663,city university of new york,US,United States,united states,USA,North America,High income: OECD
U0664,comenius university bratislava,SK,Slovakia,slovakia,SVK,Europe & Central Asia,High income: OECD
U0665,free university of bozen-bolzano,IT,Italy,italy,ITA,Europe & Central Asia,High income: OECD
U0666,international islamic university malaysia (iium),MY,Malaysia,malaysia,MYS,East Asia & Pacific,Upper middle income
U0667,iscte - instituto universitario de lisboa,PT,Portugal,portugal,PRT,Europe & Central Asia,High income: OECD
U0668,memorial university of newfoundland,CA,Canada,canada,CAN,North America,High income: OECD
U0669,national chung hsing university,TW,Taiwan,taiwan,,,
U0670,"sofia university ""st. kliment ohridski""",BG,Bulgaria,bulgaria,BGR,Europe & Central Asia,Upper middle income
U0671,tokyo medical and dental university (tmdu),JP,Japan,japan,JPN,East Asia & Pacific,High income: OECD
U0672,universidad de la república (udelar),UY,Uruguay,uruguay,URY,Latin America & Caribbean,High income: nonOECD
U0673,university of manitoba,CA,Canada,canada,CAN,North America,High income: OECD
U0674,university of plymouth,GB,United Kingdom,united kingdom,GBR,Europe & Central Asia,High income: OECD
U0675,abai kazakh national pedagogical university,KZ,Kazakhstan,kazakhstan,KAZ,Europe & Central Asia,Upper middle income
U0676,bar-ilan university,IL,Israel,israel,ISR,Middle East & North Africa,High income: OECD
U0677,karl-franzens-universitaet graz,AT,Austria,austria,AUT,Europe & Central Asia,High income: OECD
U0678,kazakh national agrarian university kaznau,KZ,Kazakhstan,kazakhstan,KAZ,Europe & Central Asia,Upper middle income
U0679,martin-luther-universität halle-wittenberg,DE,Germany,germany,DEU,Europe & Central Asia,High income: OECD
U0680,universidade federal de minas gerais,BR,Brazil,brazil,BRA,Latin America & Caribbean,Upper middle income
U0681,university of haifa,IL,Israel,israel,ISR,Middle East & North Africa,High income: OECD
U0682,china university of mining and technology,CN,China (Mainland),china,CHN,East Asia & Pacific,Upper middle income
U0683,"goldsmiths, university of london",GB,United Kingdom,united kingdom,GBR,Europe & Central Asia,High income: OECD
U0684,indian institute of technology hyderabad,IN,India,india,IND,South Asia,Lower middle income
U0685,jeonbuk national university,KR,South Korea,south korea,KOR,East Asia & Pacific,High income: OECD
U0686,prince sultan university,SA,Saudi Arabia,saudi arabia,SAU,Middle East & North Africa,High income: nonOECD
U0687,princess nourah bint abdulrahman university,SA,Saudi Arabia,saudi arabia,SAU,Middle East & North Africa,High income: nonOECD
U0688,temple university,US,United States,united states,USA,North America,High income: OECD
U0689,"university of agriculture, faisalabad",PK,Pakistan,pakistan,PAK,South Asia,Lower middle income
U0690,university of new brunswick,CA,Canada,canada,CAN,North America,High income: OECD
U0691,chandigarh university,IN,India,india,IND,South Asia,Lower middle income
U0692,norwegian university of life sciences (umb),NO,Norway,norway,NOR,Europe & Central Asia,High income: OECD
U0693,pakistan institute of engineering and applied sciences (pieas),PK,Pakistan,pakistan,PAK,South Asia,Lower middle income
U0694,shiraz university,IR,"Iran, Islamic Republic of","iran, islamic republic of",IRN,Middle East & North Africa,Upper middle income
U0695,universidad central de venezuela,VE,Venezuela,venezuela,VEN,Latin America & Caribbean,Upper middle income
U0696,universidad de la habana,CU,Cuba,cuba,CUB,Latin America & Caribbean,Upper middle income
U0697,universidad panamericana (up),MX,Mexico,mexico,MEX,Latin America & Caribbean,Upper middle income
U0698,universidade federal de são paulo,BR,Brazil,brazil,BRA,Latin America & Caribbean,Upper middle income
U0699,universidade federal do rio grande do sul,BR,Brazil,brazil,BRA,Latin America & Caribbean,Upper middle income
U0700,university of brescia,IT,Italy,italy,ITA,Europe & Central Asia,High income: OECD
U0701,university of greenwich,GB,United Kingdom,united kingdom,GBR,Europe & Central Asia,High income: OECD
U0702,university of siena,IT,Italy,italy,ITA,Europe & Central Asia,High income: OECD
U0703,beijing university of chemical technology,CN,China (Mainland),china,CHN,East Asia & Pacific,Upper middle income
U0704,dongguk university,KR,South Korea,south korea,KOR,East Asia & Pacific,High income: OECD
U0705,lebanese american university,LB,Lebanon,lebanon,LBN,Middle East & North Africa,Upper middle income
U0706,national institute of technology tiruchirappalli,IN,India,india,IND,South Asia,Lower middle income
U0707,stevens institute of technology,US,United States,united states,USA,North America,High income: OECD
U0708,taras shevchenko national university of kyiv,UA,Ukraine,ukraine,UKR,Europe & Central Asia,Lower middle income
U0709,university of nebraska - lincoln,US,United States,united states,USA,North America,High income: OECD
U0710,university of oklahoma,US,United States,united states,USA,North America,High income: OECD
U0711,ahlia university,BH,Bahrain,bahrain,BHR,Middle East & North Africa,High income: nonOECD
U0712,american university,US,United States,united states,USA,North America,High income: OECD
U0713,comsats university islamabad,PK,Pakistan,pakistan,PAK,South Asia,Lower middle income
U0714,czech university of life sciences in prague,CZ,Czech Republic,czech republic,CZE,Europe & Central Asia,High income: OECD
U0715,de montfort university,GB,United Kingdom,united kingdom,GBR,Europe & Central Asia,High income: OECD
U0716,"lingnan university, hong kong",HK,Hong Kong SAR,hong kong,HKG,East Asia & Pacific,High income: nonOECD
U0717,nanjing agricultural university,CN,China (Mainland),china,CHN,East Asia & Pacific,Upper middle income
U0718,plekhanov russian university of economics,RU,Russia,russia,RUS,Europe & Central Asia,High income: nonOECD
U0719,saint joseph university of beirut (usj),LB,Lebanon,lebanon,LBN,Middle East & North Africa,Upper middle income
U0720,the national university of science and technology misis,RU,Russia,russia,RUS,Europe & Central Asia,High income: nonOECD
U0721,ton duc thang university,VN,Vietnam,vietnam,VNM,East Asia & Pacific,Lower middle income
U0722,université de franche-comté,FR,France,france,FRA,Europe & Central Asia,High income: OECD
U0723,university of mumbai,IN,India,india,IND,South Asia,Lower middle income
U0724,brandeis university,US,United States,united states,USA,North America,High income: OECD
U0725,budapest university of technology and economics,HU,Hungary,hungary,HUN,Europe & Central Asia,Upper middle income
U0726,diponegoro university,ID,Indonesia,indonesia,IDN,East Asia & Pacific,Lower middle income
U0727,drexel university,US,United States,united states,USA,North America,High income: OECD
U0728,effat university,SA,Saudi Arabia,saudi arabia,SAU,Middle East & North Africa,High income: nonOECD
U0729,jadavpur university,IN,India,india,IND,South Asia,Lower middle income
U0730,konkuk university,KR,South Korea,south korea,KOR,East Asia & Pacific,High income: OECD
U0731,lanzhou university,CN,China (Mainland),china,CHN,East Asia & Pacific,Upper middle income
U0732,middlesex university,GB,United Kingdom,united kingdom,GBR,Europe & Central Asia,High income: OECD
U0733,riga technical university,LV,Latvia,latvia,LVA,Europe & Central Asia,High income: nonOECD
U0734,université de lille,FR,France,france,FRA,Europe & Central Asia,High income: OECD
U0735,université de rennes 1 (university of rennes),FR,France,france,FRA,Europe & Central Asia,High income: OECD
U0736,university of modena and reggio emilia,IT,Italy,italy,ITA,Europe & Central Asia,High income: OECD
U0737,university of trieste,IT,Italy,italy,ITA,Europe & Central Asia,High income: OECD
U0738,universitat rovira i virgili,ES,Spain,spain,ESP,Europe & Central Asia,High income: OECD
U0739,université côte d\'azur,FR,France,france,FRA,Europe & Central Asia,High income: OECD
U0740,university of belgrade,RS,Serbia,serbia,SRB,Europe & Central Asia,Upper middle income
U0741,altai state university,RU,Russia,russia,RUS,Europe & Central Asia,High income: nonOECD
U0742,carleton university,CA,Canada,canada,CAN,North America,High income: OECD
U0743,universidad católica andres bello,VE,Venezuela,venezuela,VEN,Latin America & Caribbean,Upper middle income
U0744,universidad de montevideo (um),UY,Uruguay,uruguay,URY,Latin America & Caribbean,High income: nonOECD
U0745,universität regensburg,DE,Germany,germany,DEU,Europe & Central Asia,High income: OECD
U0746,universiti malaysia pahang,MY,Malaysia,malaysia,MYS,East Asia & Pacific,Upper middle income
U0747,university of central florida,US,United States,united states,USA,North America,High income: OECD
U0748,university of the west of england,GB,United Kingdom,united kingdom,GBR,Europe & Central Asia,High income: OECD
U0749,university of westminster,GB,United Kingdom,united kingdom,GBR,Europe & Central Asia,High income: OECD
U0750,v. n. karazin kharkiv national university,UA,Ukraine,ukraine,UKR,Europe & Central Asia,Lower middle income
U0751,victoria university,AU,Australia,australia,AUS,East Asia & Pacific,High income: OECD
U0752,vytautas magnus university,LT,Lithuania,lithuania,LTU,Europe & Central Asia,High income: nonOECD
U0753,wake forest university,US,United States,united states,USA,North America,High income: OECD
U0754,instituto tecnológico autónomo de méxico (itam),MX,Mexico,mexico,MEX,Latin America & Caribbean,Upper middle income
U0755,kaunas university of technology,LT,Lithuania,lithuania,LTU,Europe & Central Asia,High income: nonOECD
U0756,technische universität braunschweig,DE,Germany,germany,DEU,Europe & Central Asia,High income: OECD
U0757,tokyo university of science,JP,Japan,japan,JPN,East Asia & Pacific,High income: OECD
U0758,universidade de brasília,BR,Brazil,brazil,BRA,Latin America & Caribbean,Upper middle income
U0759,universita' politecnica delle marche,IT,Italy,italy,ITA,Europe & Central Asia,High income: OECD
U0760,university of calcutta,IN,India,india,IND,South Asia,Lower middle income
U0761,university of engineering & technology (uet) lahore,PK,Pakistan,pakistan,PAK,South Asia,Lower middle income
U0762,university of malta,MT,Malta,malta,MLT,Middle East & North Africa,High income: nonOECD
U0763,university of messina (unime),IT,Italy,italy,ITA,Europe & Central Asia,High income: OECD
U0764,"adam mickiewicz university, poznan",PL,Poland,poland,POL,Europe & Central Asia,High income: OECD
U0765,bangladesh university of engineering and technology,BD,Bangladesh,bangladesh,BGD,South Asia,Low income
U0766,king faisal university,SA,Saudi Arabia,saudi arabia,SAU,Middle East & North Africa,High income: nonOECD
U0767,nanjing university of aeronautics and astronautics,CN,China (Mainland),china,CHN,East Asia & Pacific,Upper middle income
U0768,university of cincinnati,US,United States,united states,USA,North America,High income: OECD
U0769,"university of colorado, denver",US,United States,united states,USA,North America,High income: OECD
U0770,university of patras,GR,Greece,greece,GRC,Europe & Central Asia,High income: OECD
U0771,addis ababa university,ET,Ethiopia,ethiopia,ETH,Sub-Saharan Africa,Low income
U0772,bournemouth university,GB,United Kingdom,united kingdom,GBR,Europe & Central Asia,High income: OECD
U0773,chiba university,JP,Japan,japan,JPN,East Asia & Pacific,High income: OECD
U0774,china university of geosciences,CN,China (Mainland),china,CHN,East Asia & Pacific,Upper middle income
U0775,colegio de méxico,MX,Mexico,mexico,MEX,Latin America & Caribbean,Upper middle income
U0776,holy spirit university of kaslik,LB,Lebanon,lebanon,LBN,Middle East & North Africa,Upper middle income
U0777,universidad del rosario,CO,Colombia,colombia,COL,Latin America & Caribbean,Upper middle income
U0778,université de tunis el manar,TN,Tunisia,tunisia,TUN,Middle East & North Africa,Upper middle income
U0779,"university of maryland, baltimore county",US,United States,united states,USA,North America,High income: OECD
