university_id,university_name,country_code,country_name,country_name_canonical,wb_country_code,wb_region,wb_income_group
U1735,University of Bari Aldo Moro,,Italy,italy,ITA,Europe & Central Asia,High income: OECD
U1736,University of Beira Interior,,Portugal,portugal,PRT,Europe & Central Asia,High income: OECD
U1737,Bharathiar University,,India,india,IND,South Asia,Lower middle income
U1738,Boğaziçi University,,Turkey,turkey,TUR,Europe & Central Asia,Upper middle income
U1739,University of Campania Luigi Vanvitelli,,Italy,italy,ITA,Europe & Central Asia,High income: OECD
U1740,Cankaya University,,Turkey,turkey,TUR,Europe & Central Asia,Upper middle income
U1741,University of Cape Coast,,Ghana,ghana,GHA,Sub-Saharan Africa,Lower middle income
U1742,Capital Medical University,,China,china,CHN,East Asia & Pacific,Upper middle income
U1743,Capital University of Science and Technology,,Pakistan,pakistan,PAK,South Asia,Lower middle income
U1744,The Catholic University of America,,United States,united states,USA,North America,High income: OECD
U1745,University of Córdoba,,Spain,spain,ESP,Europe & Central Asia,High income: OECD
U1746,Cyprus University of Technology,,Cyprus,cyprus,CYP,Europe & Central Asia,High income: nonOECD
U1747,École Centrale de Lyon,,France,france,FRA,Europe & Central Asia,High income: OECD
U1748,École des Mines de Saint-Étienne,,France,france,FRA,Europe & Central Asia,High income: OECD
U1749,École Nationale des Travaux Publics de l'État (ENTPE),,France,france,FRA,Europe & Central Asia,High income: OECD
U1750,Egypt-Japan University of Science and Technology (E-JUST),,Egypt,egypt,EGY,Middle East & North Africa,Lower middle income
U1751,"University of Engineering and Technology, Taxila",,Pakistan,pakistan,PAK,South Asia,Lower middle income
U1752,Universidade Estadual Paulista (Unesp),,Brazil,brazil,BRA,Latin America & Caribbean,Upper middle income
U1753,Federal University of Rio de Janeiro,,Brazil,brazil,BRA,Latin America & Caribbean,Upper middle income
U1754,Federation University Australia,,Australia,australia,AUS,East Asia & Pacific,High income: OECD
U1755,University of Foggia,,Italy,italy,ITA,Europe & Central Asia,High income: OECD
U1756,Gabriele d‘Annunzio University,,Italy,italy,ITA,Europe & Central Asia,High income: OECD
U1757,Government College University Faisalabad,,Pakistan,pakistan,PAK,South Asia,Lower middle income
U1758,Guangdong University of Technology,,China,china,CHN,East Asia & Pacific,Upper middle income
U1759,Harokopio University of Athens,,Greece,greece,GRC,Europe & Central Asia,High income: OECD
U1760,Imam Abdulrahman Bin Faisal University,,Saudi Arabia,saudi arabia,SAU,Middle East & North Africa,High income: nonOECD
U1761,Imam Khomeini International University,,Iran,iran,IRN,Middle East & North Africa,Upper middle income
U1762,Indian Institute of Technology Guwahati,,India,india,IND,South Asia,Lower middle income
U1763,Indian Institute of Technology (Indian School of Mines) Dhanbad,,India,india,IND,South Asia,Lower middle income
U1764,Indian Institute of Technology Patna,,India,india,IND,South Asia,Lower middle income
U1765,University of Insubria,,Italy,italy,ITA,Europe & Central Asia,High income: OECD
U1766,"International Institute of Information Technology, Hyderabad",,India,india,IND,South Asia,Lower middle income
U1767,Iran University of Medical Sciences,,Iran,iran,IRN,Middle East & North Africa,Upper middle income
U1768,ISCTE-University Institute of Lisbon,,Portugal,portugal,PRT,Europe & Central Asia,High income: OECD
U1769,Jamia Hamdard University,,India,india,IND,South Asia,Lower middle income
U1770,Jiangsu University,,China,china,CHN,East Asia & Pacific,Upper middle income
U1771,Jönköping University,,Sweden,sweden,SWE,Europe & Central Asia,High income: OECD
U1772,The University of Jordan,,Jordan,jordan,JOR,Middle East & North Africa,Upper middle income
U1773,Juntendo University,,Japan,japan,JPN,East Asia & Pacific,High income: OECD
U1774,University of Kaiserslautern,,Germany,germany,DEU,Europe & Central Asia,High income: OECD
U1775,University of Kashan,,Iran,iran,IRN,Middle East & North Africa,Upper middle income
U1776,Kashan University of Medical Sciences and Health Services,,Iran,iran,IRN,Middle East & North Africa,Upper middle income
U1777,KIIT University,,India,india,IND,South Asia,Lower middle income
U1778,King Saud bin Abdulaziz University for Health Sciences,,Saudi Arabia,saudi arabia,SAU,Middle East & North Africa,High income: nonOECD
U1779,Kurdistan University of Medical Sciences,,Iran,iran,IRN,Middle East & North Africa,Upper middle income
U1780,University of Lille,,France,france,FRA,Europe & Central Asia,High income: OECD
U1781,University of Lorraine,,France,france,FRA,Europe & Central Asia,High income: OECD
U1782,Malaviya National Institute of Technology,,India,india,IND,South Asia,Lower middle income
U1783,Universiti Malaysia Pahang Al-Sultan Abdullah (UMPSA),,Malaysia,malaysia,MYS,East Asia & Pacific,Upper middle income
U1784,Manipal Academy of Higher Education,,India,india,IND,South Asia,Lower middle income
U1785,Marche Polytechnic University,,Italy,italy,ITA,Europe & Central Asia,High income: OECD
U1786,Mashhad University of Medical Sciences,,Iran,iran,IRN,Middle East & North Africa,Upper middle income
U1787,Mazandaran University of Medical Sciences,,Iran,iran,IRN,Middle East & North Africa,Upper middle income
U1788,Monterrey Institute of Technology,,Mexico,mexico,MEX,Latin America & Caribbean,Upper middle income
U1789,University of Namur,,Belgium,belgium,BEL,Europe & Central Asia,High income: OECD
U1790,Nanjing Forestry University,,China,china,CHN,East Asia & Pacific,Upper middle income
U1791,Nanjing Tech University,,China,china,CHN,East Asia & Pacific,Upper middle income
U1792,National Institute of Applied Sciences of Lyon (INSA Lyon),,France,france,FRA,Europe & Central Asia,High income: OECD
U1793,National University of Sciences and Technology,,Pakistan,pakistan,PAK,South Asia,Lower middle income
U1794,National University of Science and Technology (MISiS),,Russian Federation,russia,RUS,Europe & Central Asia,High income: nonOECD
U1795,National Institute of Technology Rourkela,,India,india,IND,South Asia,Lower middle income
U1796,National Institute of Technology Silchar,,India,india,IND,South Asia,Lower middle income
U1797,Near East University,,Northern Cyprus,northern cyprus,,,
U1798,"University of Nevada, Las Vegas",,United States,united states,USA,North America,High income: OECD
U1799,University of New Brunswick UNB,,Canada,canada,CAN,North America,High income: OECD
U1800,"Northeastern University, China",,China,china,CHN,East Asia & Pacific,Upper middle income
U1801,Northern Illinois University,,United States,united states,USA,North America,High income: OECD
U1802,Norwegian University of Life Sciences,,Norway,norway,NOR,Europe & Central Asia,High income: OECD
U1803,Ohio University (Main campus),,United States,united states,USA,North America,High income: OECD
U1804,Old Dominion University,,United States,united states,USA,North America,High income: OECD
U1805,Ontario Tech University,,Canada,canada,CAN,North America,High income: OECD
U1806,The Open University,,United Kingdom,united kingdom,GBR,Europe & Central Asia,High income: OECD
U1807,Open University of Catalonia,,Spain,spain,ESP,Europe & Central Asia,High income: OECD
U1808,Örebro University,,Sweden,sweden,SWE,Europe & Central Asia,High income: OECD
U1809,Otto von Guericke University of Magdeburg,,Germany,germany,DEU,Europe & Central Asia,High income: OECD
U1810,Parthenope University of Naples,,Italy,italy,ITA,Europe & Central Asia,High income: OECD
U1811,Universiti Pendidikan Sultan Idris,,Malaysia,malaysia,MYS,East Asia & Pacific,Upper middle income
U1812,Universitat Politècnica de Catalunya,,Spain,spain,ESP,Europe & Central Asia,High income: OECD
U1813,Polytechnic University of Valencia,,Spain,spain,ESP,Europe & Central Asia,High income: OECD
U1814,Prince Sattam Bin Abdulaziz University,,Saudi Arabia,saudi arabia,SAU,Middle East & North Africa,High income: nonOECD
U1815,Qazvin University of Medical Sciences,,Iran,iran,IRN,Middle East & North Africa,Upper middle income
U1816,Qingdao University,,China,china,CHN,East Asia & Pacific,Upper middle income
U1817,Reykjavík University,,Iceland,iceland,ISL,Europe & Central Asia,High income: OECD
U1818,University of Rome III,,Italy,italy,ITA,Europe & Central Asia,High income: OECD
U1819,Roskilde University,,Denmark,denmark,DNK,Europe & Central Asia,High income: OECD
U1820,University of Salento,,Italy,italy,ITA,Europe & Central Asia,High income: OECD
U1821,University of Sannio,,Italy,italy,ITA,Europe & Central Asia,High income: OECD
U1822,University of Santiago de Compostela,,Spain,spain,ESP,Europe & Central Asia,High income: OECD
U1823,University of Sassari,,Italy,italy,ITA,Europe & Central Asia,High income: OECD
U1824,Saveetha Institute of Medical and Technical Sciences,,India,india,IND,South Asia,Lower middle income
U1825,Shahid Beheshti University of Medical Sciences,,Iran,iran,IRN,Middle East & North Africa,Upper middle income
U1826,University of Siegen,,Germany,germany,DEU,Europe & Central Asia,High income: OECD
U1827,South China Normal University,,China,china,CHN,East Asia & Pacific,Upper middle income
U1828,South Ural State University,,Russian Federation,russia,RUS,Europe & Central Asia,High income: nonOECD
U1829,SRUC (Scotland’s Rural College),,United Kingdom,united kingdom,GBR,Europe & Central Asia,High income: OECD
U1830,SUNY Binghamton University,,United States,united states,USA,North America,High income: OECD
U1831,Tallinn University of Technology,,Estonia,estonia,EST,Europe & Central Asia,High income: OECD
U1832,Tehran University of Medical Sciences,,Iran,iran,IRN,Middle East & North Africa,Upper middle income
U1833,University of Texas at Arlington,,United States,united states,USA,North America,High income: OECD
U1834,Thapar Institute of Engineering and Technology,,India,india,IND,South Asia,Lower middle income
U1835,University of Tuscia,,Italy,italy,ITA,Europe & Central Asia,High income: OECD
U1836,University of Udine,,Italy,italy,ITA,Europe & Central Asia,High income: OECD
U1837,Paris Lodron Universität Salzburg,,Austria,austria,AUT,Europe & Central Asia,High income: OECD
U1838,Urmia University of Medical Sciences,,Iran,iran,IRN,Middle East & North Africa,Upper middle income
U1839,VIT University,,India,india,IND,South Asia,Lower middle income
U1840,University of the West of Scotland,,United Kingdom,united kingdom,GBR,Europe & Central Asia,High income: OECD
U1841,William & Mary,,United States,united states,USA,North America,High income: OECD
U1842,Wroclaw Medical University,,Poland,poland,POL,Europe & Central Asia,High income: OECD
U1843,Xi’an Jiaotong-Liverpool University,,China,china,CHN,East Asia & Pacific,Upper middle income
U1844,Xidian University,,China,china,CHN,East Asia & Pacific,Upper middle income
U1845,Zhejiang Normal University,,China,china,CHN,East Asia & Pacific,Upper middle income
U1846,University of the Aegean,,Greece,greece,GRC,Europe & Central Asia,High income: OECD
U1847,Ahvaz Jundishapur University of Medical Sciences (AJUMS),,Iran,iran,IRN,Middle East & North Africa,Upper middle income
U1848,University of Alcalá,,Spain,spain,ESP,Europe & Central Asia,High income: OECD
U1849,University of Algarve,,Portugal,portugal,PRT,Europe & Central Asia,High income: OECD
U1850,American University in Cairo,,Egypt,egypt,EGY,Middle East & North Africa,Lower middle income
U1851,"University of the Andes, Colombia",,Colombia,colombia,COL,Latin America & Caribbean,Upper middle income
U1852,Arak University of Medical Sciences,,Iran,iran,IRN,Middle East & North Africa,Upper middle income
U1853,Arts et Métiers,,France,france,FRA,Europe & Central Asia,High income: OECD
U1854,Aswan University,,Egypt,egypt,EGY,Middle East & North Africa,Lower middle income
U1855,Bahçeşehir University,,Turkey,turkey,TUR,Europe & Central Asia,Upper middle income
U1856,Bahria University,,Pakistan,pakistan,PAK,South Asia,Lower middle income
U1857,University of the Balearic Islands,,Spain,spain,ESP,Europe & Central Asia,High income: OECD
U1858,University of Bergamo,,Italy,italy,ITA,Europe & Central Asia,High income: OECD
U1859,Université de Bretagne Occidentale,,France,france,FRA,Europe & Central Asia,High income: OECD
U1860,Bucharest University of Economic Studies,,Romania,romania,ROU,Europe & Central Asia,Upper middle income
U1861,University of Camerino (Unicam),,Italy,italy,ITA,Europe & Central Asia,High income: OECD
U1862,Carlos III University of Madrid,,Spain,spain,ESP,Europe & Central Asia,High income: OECD
U1863,University of Castilla-La Mancha,,Spain,spain,ESP,Europe & Central Asia,High income: OECD
U1864,Catholic University of Portugal,,Portugal,portugal,PRT,Europe & Central Asia,High income: OECD
U1865,Changsha University of Science and Technology,,China,china,CHN,East Asia & Pacific,Upper middle income
U1866,Chapman University,,United States,united states,USA,North America,High income: OECD
U1867,Institute of Chemical Technology,,India,india,IND,South Asia,Lower middle income
U1868,Chengdu University,,China,china,CHN,East Asia & Pacific,Upper middle income
U1869,University of Chile,,Chile,chile,CHL,Latin America & Caribbean,High income: OECD
U1870,China University of Petroleum (East China),,China,china,CHN,East Asia & Pacific,Upper middle income
U1871,University of Clermont Auvergne,,France,france,FRA,Europe & Central Asia,High income: OECD
U1872,University of la Costa,,Colombia,colombia,COL,Latin America & Caribbean,Upper middle income
U1873,Covenant University,,Nigeria,nigeria,NGA,Sub-Saharan Africa,Lower middle income
U1874,Czech University of Life Sciences Prague (CZU),,Czech Republic,czech republic,CZE,Europe & Central Asia,High income: OECD
U1875,Damietta University,,Egypt,egypt,EGY,Middle East & North Africa,Lower middle income
U1876,Delhi Technological University,,India,india,IND,South Asia,Lower middle income
U1877,Federal University of Minas Gerais,,Brazil,brazil,BRA,Latin America & Caribbean,Upper middle income
U1878,Universidade Federal de São Paulo (UNIFESP),,Brazil,brazil,BRA,Latin America & Caribbean,Upper middle income
U1879,Florida Atlantic University,,United States,united states,USA,North America,High income: OECD
U1880,Florida Institute of Technology,,United States,united states,USA,North America,High income: OECD
U1881,Fuzhou University,,China,china,CHN,East Asia & Pacific,Upper middle income
U1882,University of Girona,,Spain,spain,ESP,Europe & Central Asia,High income: OECD
U1883,University of Gloucestershire,,United Kingdom,united kingdom,GBR,Europe & Central Asia,High income: OECD
U1884,Gorgan University of Agricultural Sciences and Natural Resources,,Iran,iran,IRN,Middle East & North Africa,Upper middle income
U1885,Guangzhou University,,China,china,CHN,East Asia & Pacific,Upper middle income
U1886,Guangzhou Medical University,,China,china,CHN,East Asia & Pacific,Upper middle income
U1887,Guilan University of Medical Sciences,,Iran,iran,IRN,Middle East & North Africa,Upper middle income
U1888,Hazara University Mansehra,,Pakistan,pakistan,PAK,South Asia,Lower middle income
U1889,Ilam University of Medical Sciences,,Iran,iran,IRN,Middle East & North Africa,Upper middle income
U1890,"Indian Institute of Science Education and Research, Pune",,India,india,IND,South Asia,Lower middle income
U1891,Indian Institute of Technology Gandhinagar,,India,india,IND,South Asia,Lower middle income
U1892,University of Indonesia,,Indonesia,indonesia,IDN,East Asia & Pacific,Lower middle income
U1893,Indraprastha Institute of Information Technology Delhi,,India,india,IND,South Asia,Lower middle income
U1894,Universitat Internacional de Catalunya,,Spain,spain,ESP,Europe & Central Asia,High income: OECD
U1895,"International Islamic University, Islamabad",,Pakistan,pakistan,PAK,South Asia,Lower middle income
U1896,Isfahan University of Medical Sciences,,Iran,iran,IRN,Middle East & North Africa,Upper middle income
U1897,Islamia College Peshawar,,Pakistan,pakistan,PAK,South Asia,Lower middle income
U1898,University of Jaén,,Spain,spain,ESP,Europe & Central Asia,High income: OECD
U1899,Jaume I University,,Spain,spain,ESP,Europe & Central Asia,High income: OECD
U1900,Jawaharlal Nehru Technological University Anantapur (JNTUA),,India,india,IND,South Asia,Lower middle income
U1901,Jaypee University of Information Technology,,India,india,IND,South Asia,Lower middle income
U1902,Jazan University,,Saudi Arabia,saudi arabia,SAU,Middle East & North Africa,High income: nonOECD
U1903,Jordan University of Science and Technology,,Jordan,jordan,JOR,Middle East & North Africa,Upper middle income
U1904,JSS Academy of Higher Education and Research,,India,india,IND,South Asia,Lower middle income
U1905,Kafrelsheikh University,,Egypt,egypt,EGY,Middle East & North Africa,Lower middle income
U1906,Kalasalingam Academy of Research and Education,,India,india,IND,South Asia,Lower middle income
U1907,Kaohsiung Medical University,,Taiwan,taiwan,,,
U1908,Kazan Federal University,,Russian Federation,russia,RUS,Europe & Central Asia,High income: nonOECD
U1909,King Mongkut’s University of Technology Thonburi,,Thailand,thailand,THA,East Asia & Pacific,Upper middle income
U1910,Kingston University,,United Kingdom,united kingdom,GBR,Europe & Central Asia,High income: OECD
U1911,K.N. Toosi University of Technology,,Iran,iran,IRN,Middle East & North Africa,Upper middle income
U1912,Kore University of Enna,,Italy,italy,ITA,Europe & Central Asia,High income: OECD
U1913,University of Kurdistan,,Iran,iran,IRN,Middle East & North Africa,Upper middle income
U1914,Kyoto Prefectural University of Medicine,,Japan,japan,JPN,East Asia & Pacific,High income: OECD
U1915,University of Lahore,,Pakistan,pakistan,PAK,South Asia,Lower middle income
U1916,Lahore University of Management Sciences,,Pakistan,pakistan,PAK,South Asia,Lower middle income
U1917,Lakehead University,,Canada,canada,CAN,North America,High income: OECD
U1918,Lithuanian University of Health Sciences,,Lithuania,lithuania,LTU,Europe & Central Asia,High income: nonOECD
U1919,University of Lleida,,Spain,spain,ESP,Europe & Central Asia,High income: OECD
U1920,Lovely Professional University,,India,india,IND,South Asia,Lower middle income
U1921,University of Malakand,,Pakistan,pakistan,PAK,South Asia,Lower middle income
U1922,University of Management and Technology,,Pakistan,pakistan,PAK,South Asia,Lower middle income
U1923,Medical University of Lodz,,Poland,poland,POL,Europe & Central Asia,High income: OECD
U1924,University of Medicine and Pharmacy Carol Davila,,Romania,romania,ROU,Europe & Central Asia,Upper middle income
U1925,University of Mohaghegh Ardabili,,Iran,iran,IRN,Middle East & North Africa,Upper middle income
U1926,Montana State University,,United States,united states,USA,North America,High income: OECD
U1927,Nanjing University of Information Science and Technology,,China,china,CHN,East Asia & Pacific,Upper middle income
U1928,Nanjing Medical University,,China,china,CHN,East Asia & Pacific,Upper middle income
U1929,National Autonomous University of Mexico,,Mexico,mexico,MEX,Latin America & Caribbean,Upper middle income
U1930,"National Institute of Technology, Tiruchirappalli",,India,india,IND,South Asia,Lower middle income
U1931,New Mexico State University (Main campus),,United States,united states,USA,North America,High income: OECD
U1932,North China Electric Power University,,China,china,CHN,East Asia & Pacific,Upper middle income
U1933,Northeast Normal University,,China,china,CHN,East Asia & Pacific,Upper middle income
U1934,University of Northern British Columbia (UNBC),,Canada,canada,CAN,North America,High income: OECD
U1935,University of Oviedo,,Spain,spain,ESP,Europe & Central Asia,High income: OECD
U1936,Ozyegin University,,Turkey,turkey,TUR,Europe & Central Asia,Upper middle income
U1937,Pablo de Olavide University,,Spain,spain,ESP,Europe & Central Asia,High income: OECD
U1938,Panthéon-Sorbonne University – Paris 1,,France,france,FRA,Europe & Central Asia,High income: OECD
U1939,UPES,,India,india,IND,South Asia,Lower middle income
U1940,Pontifical Catholic University of Rio de Janeiro (PUC-Rio),,Brazil,brazil,BRA,Latin America & Caribbean,Upper middle income
U1941,Qom University of Medical Sciences,,Iran,iran,IRN,Middle East & North Africa,Upper middle income
U1942,Reichman University,,Israel,israel,ISR,Middle East & North Africa,High income: OECD
U1943,University of Rennes 1,,France,france,FRA,Europe & Central Asia,High income: OECD
U1944,Rochester Institute of Technology,,United States,united states,USA,North America,High income: OECD
U1945,University of Roehampton,,United Kingdom,united kingdom,GBR,Europe & Central Asia,High income: OECD
U1946,University of Seville,,Spain,spain,ESP,Europe & Central Asia,High income: OECD
U1947,Shahrekord University of Medical Sciences,,Iran,iran,IRN,Middle East & North Africa,Upper middle income
U1948,Shantou University,,China,china,CHN,East Asia & Pacific,Upper middle income
U1949,Shiraz University of Medical Sciences,,Iran,iran,IRN,Middle East & North Africa,Upper middle income
U1950,Shri Mata Vaishno Devi University,,India,india,IND,South Asia,Lower middle income
U1951,Siksha ‘O’ Anusandhan,,India,india,IND,South Asia,Lower middle income
U1952,Institute of Space Technology,,Pakistan,pakistan,PAK,South Asia,Lower middle income
U1953,Technical University of Madrid,,Spain,spain,ESP,Europe & Central Asia,High income: OECD
U1954,"University of Technology, Iraq",,Iraq,iraq,IRQ,Middle East & North Africa,Upper middle income
U1955,University of Texas at El Paso,,United States,united states,USA,North America,High income: OECD
U1956,Tokyo Medical University,,Japan,japan,JPN,East Asia & Pacific,High income: OECD
U1957,Tomsk Polytechnic University,,Russian Federation,russia,RUS,Europe & Central Asia,High income: nonOECD
U1958,University of Tours,,France,france,FRA,Europe & Central Asia,High income: OECD
U1959,University of Trás-os-Montes and Alto Douro,,Portugal,portugal,PRT,Europe & Central Asia,High income: OECD
U1960,University of Tunis El Manar,,Tunisia,tunisia,TUN,Middle East & North Africa,Upper middle income
U1961,Urmia University,,Iran,iran,IRN,Middle East & North Africa,Upper middle income
U1962,"University of Veterinary and Animal Sciences, Lahore",,Pakistan,pakistan,PAK,South Asia,Lower middle income
U1963,University of Vic – Central University of Catalonia,,Spain,spain,ESP,Europe & Central Asia,High income: OECD
U1964,University of Vigo,,Spain,spain,ESP,Europe & Central Asia,High income: OECD
U1965,Wenzhou University,,China,china,CHN,East Asia & Pacific,Upper middle income
U1966,Wenzhou Medical University,,China,china,CHN,East Asia & Pacific,Upper middle income
U1967,Yıldız Technical University,,Turkey,turkey,TUR,Europe & Central Asia,Upper middle income
U1968,University of Zaragoza,,Spain,spain,ESP,Europe & Central Asia,High income: OECD
U1969,ZHAW Zurich University of Applied Sciences,,Switzerland,switzerland,CHE,Europe & Central Asia,High income: OECD
U1970,Zhejiang Gongshang University,,China,china,CHN,East Asia & Pacific,Upper middle income
U1971,University of A Coruña,,Spain,spain,ESP,Europe & Central Asia,High income: OECD
U1972,"Adam Mickiewicz University, Poznań",,Poland,poland,POL,Europe & Central Asia,High income: OECD
U1973,AGH University of Krakow,,Poland,poland,POL,Europe & Central Asia,High income: OECD
U1974,Aichi Medical University,,Japan,japan,JPN,East Asia & Pacific,High income: OECD
U1975,Akdeniz University,,Turkey,turkey,TUR,Europe & Central Asia,Upper middle income
U1976,University of Almería,,Spain,spain,ESP,Europe & Central Asia,High income: OECD
U1977,University of Applied Sciences and Arts of Western Switzerland,,Switzerland,switzerland,CHE,Europe & Central Asia,High income: OECD
U1978,Azarbaijan Shahid Madani University,,Iran,iran,IRN,Middle East & North Africa,Upper middle income
U1979,Babeş-Bolyai University,,Romania,romania,ROU,Europe & Central Asia,Upper middle income
U1980,Bangladesh Agricultural University (BAU),,Bangladesh,bangladesh,BGD,South Asia,Low income
U1981,Bartin University,,Turkey,turkey,TUR,Europe & Central Asia,Upper middle income
U1982,University of Bedfordshire,,United Kingdom,united kingdom,GBR,Europe & Central Asia,High income: OECD
U1983,Benha University,,Egypt,egypt,EGY,Middle East & North Africa,Lower middle income
U1984,Beni-Suef University,,Egypt,egypt,EGY,Middle East & North Africa,Lower middle income
U1985,Bowling Green State University,,United States,united states,USA,North America,High income: OECD
U1986,University of Cadiz,,Spain,spain,ESP,Europe & Central Asia,High income: OECD
U1987,China Pharmaceutical University,,China,china,CHN,East Asia & Pacific,Upper middle income
U1988,Comenius University in Bratislava,,Slovakia,slovakia,SVK,Europe & Central Asia,High income: OECD
U1989,Democritus University of Thrace,,Greece,greece,GRC,Europe & Central Asia,High income: OECD
U1990,Universidad del Desarrollo,,Chile,chile,CHL,Latin America & Caribbean,High income: OECD
U1991,Diego Portales University,,Chile,chile,CHL,Latin America & Caribbean,High income: OECD
U1992,Université Djillali Liabès de Sidi Bel-Abbès,,Algeria,algeria,DZA,Middle East & North Africa,Upper middle income
U1993,Dr B.R. Ambedkar National Institute of Technology Jalandhar,,India,india,IND,South Asia,Lower middle income
U1994,Durban University of Technology,,South Africa,south africa,ZAF,Sub-Saharan Africa,Upper middle income
U1995,Edge Hill University,,United Kingdom,united kingdom,GBR,Europe & Central Asia,High income: OECD
U1996,"University of Engineering and Technology, Peshawar",,Pakistan,pakistan,PAK,South Asia,Lower middle income
U1997,European University of Madrid,,Spain,spain,ESP,Europe & Central Asia,High income: OECD
U1998,University of Extremadura,,Spain,spain,ESP,Europe & Central Asia,High income: OECD
U1999,Fayoum University,,Egypt,egypt,EGY,Middle East & North Africa,Lower middle income
U2000,Federal University of São Carlos,,Brazil,brazil,BRA,Latin America & Caribbean,Upper middle income
U2001,Federal University of Technology Akure,,Nigeria,nigeria,NGA,Sub-Saharan Africa,Lower middle income
U2002,Firat University,,Turkey,turkey,TUR,Europe & Central Asia,Upper middle income
U2003,Florida Agricultural and Mechanical University,,United States,united states,USA,North America,High income: OECD
U2004,University of Franche-Comté,,France,france,FRA,Europe & Central Asia,High income: OECD
U2005,Fujian Agriculture and Forestry University,,China,china,CHN,East Asia & Pacific,Upper middle income
U2006,Fujita Health University,,Japan,japan,JPN,East Asia & Pacific,High income: OECD
U2007,Gauhati University,,India,india,IND,South Asia,Lower middle income
U2008,Gdańsk University of Technology,,Poland,poland,POL,Europe & Central Asia,High income: OECD
U2009,GLA University,,India,india,IND,South Asia,Lower middle income
U2010,University of Gujrat,,Pakistan,pakistan,PAK,South Asia,Lower middle income
U2011,Guru Ghasidas Vishwavidyalaya,,India,india,IND,South Asia,Lower middle income
U2012,Hakim Sabzevari University,,Iran,iran,IRN,Middle East & North Africa,Upper middle income
U2013,Hamamatsu University School of Medicine,,Japan,japan,JPN,East Asia & Pacific,High income: OECD
U2014,Huaqiao University,,China,china,CHN,East Asia & Pacific,Upper middle income
U2015,Icesi University,,Colombia,colombia,COL,Latin America & Caribbean,Upper middle income
U2016,Ilmenau University of Technology,,Germany,germany,DEU,Europe & Central Asia,High income: OECD
U2017,IMT Nord Europe,,France,france,FRA,Europe & Central Asia,High income: OECD
U2018,Indian Institute of Science Education and Research Kolkata,,India,india,IND,South Asia,Lower middle income
U2019,Indian Institute of Technology Ropar,,India,india,IND,South Asia,Lower middle income
U2020,Indian Institute of Technology Mandi,,India,india,IND,South Asia,Lower middle income
U2021,University of Isfahan,,Iran,iran,IRN,Middle East & North Africa,Upper middle income
U2022,The Islamia University of Bahawalpur,,Pakistan,pakistan,PAK,South Asia,Lower middle income
U2023,Istanbul University-Cerrahpaşa,,Turkey,turkey,TUR,Europe & Central Asia,Upper middle income
U2024,Iuliu Haţieganu University of Medicine and Pharmacy Cluj-Napoca,,Romania,romania,ROU,Europe & Central Asia,Upper middle income
U2025,University of Jeddah,,Saudi Arabia,saudi arabia,SAU,Middle East & North Africa,High income: nonOECD
U2026,Jimma University,,Ethiopia,ethiopia,ETH,Sub-Saharan Africa,Low income
U2027,Kansai Medical University,,Japan,japan,JPN,East Asia & Pacific,High income: OECD
U2028,Karlstad University,,Sweden,sweden,SWE,Europe & Central Asia,High income: OECD
U2029,Karnatak University Dharwad,,India,india,IND,South Asia,Lower middle income
U2030,Kerman University of Medical Sciences,,Iran,iran,IRN,Middle East & North Africa,Upper middle income
U2031,Kindai University,,Japan,japan,JPN,East Asia & Pacific,High income: OECD
U2032,Kohat University of Science and Technology,,Pakistan,pakistan,PAK,South Asia,Lower middle income
U2033,Kurume University,,Japan,japan,JPN,East Asia & Pacific,High income: OECD
U2034,University of La Laguna,,Spain,spain,ESP,Europe & Central Asia,High income: OECD
U2035,University of Las Palmas de Gran Canaria,,Spain,spain,ESP,Europe & Central Asia,High income: OECD
U2036,University of León,,Spain,spain,ESP,Europe & Central Asia,High income: OECD
U2037,Lorestan University,,Iran,iran,IRN,Middle East & North Africa,Upper middle income
U2038,Mae Fah Luang University,,Thailand,thailand,THA,East Asia & Pacific,Upper middle income
U2039,Maharishi Markandeshwar University (MMU),,India,india,IND,South Asia,Lower middle income
U2040,University of Malaga,,Spain,spain,ESP,Europe & Central Asia,High income: OECD
U2041,University of Maragheh,,Iran,iran,IRN,Middle East & North Africa,Upper middle income
U2042,University of Mazandaran,,Iran,iran,IRN,Middle East & North Africa,Upper middle income
U2043,Medical University of Bialystok,,Poland,poland,POL,Europe & Central Asia,High income: OECD
U2044,Medical University of Gdańsk,,Poland,poland,POL,Europe & Central Asia,High income: OECD
U2045,Medical University of Warsaw,,Poland,poland,POL,Europe & Central Asia,High income: OECD
U2046,"Mehran University of Engineering and Technology, Jamshoro, Pakistan",,Pakistan,pakistan,PAK,South Asia,Lower middle income
U2047,Miguel Hernández University of Elche,,Spain,spain,ESP,Europe & Central Asia,High income: OECD
U2048,Ming Chi University of Technology,,Taiwan,taiwan,,,
U2049,Minia University,,Egypt,egypt,EGY,Middle East & North Africa,Lower middle income
U2050,Mirpur University of Science and Technology,,Pakistan,pakistan,PAK,South Asia,Lower middle income
U2051,Montanuniversität Leoben,,Austria,austria,AUT,Europe & Central Asia,High income: OECD
U2052,Muhimbili University of Health and Allied Sciences,,Tanzania,tanzania,TZA,Sub-Saharan Africa,Low income
U2053,Nagoya City University,,Japan,japan,JPN,East Asia & Pacific,High income: OECD
