RANK_2025,RANK_2024,Institution_Name,Location,Region,SIZE,FOCUS,RES.,STATUS,Academic_Reputation_Score,Academic_Reputation_Rank,Employer_Reputation_Score,Employer_Reputation_Rank,Faculty_Student_Score,Faculty_Student_Rank,Citations_per_Faculty_Score,Citations_per_Faculty_Rank,International_Faculty_Score,International_Faculty_Rank,International_Students_Score,International_Students_Rank,International_Research_Network_Score,International_Research_Network_Rank,Employment_Outcomes_Score,Employment_Outcomes_Rank,Sustainability_Score,Sustainability_Rank,Overall_Score,RANK_2025_Original,Rank_Type,University_Name_Standardized,Country_Standardized,Country_ID,University_ID
781-790,1401+,Zürcher Hochschule Winterthur,Switzerland,Europe,M,CO,VH,,5.4,601+,6.6,601+,75.0,166,2.7,701+,65.9,297,12.8,664,41.4,701+,5.3,701+,1.6,701+,,781-790,Range,zürcher hochschule winterthur,switzerland,C092,U1501
791-800,731-740,Alfaisal University,Saudi Arabia,Asia,S,FO,VH,B,4.8,601+,3.0,601+,21.6,644,10.6,701+,100.0,30,89.0,128,19.1,701+,4.4,701+,1.1,701+,,791-800,Range,alfaisal university,saudi arabia,C081,U0025
791-800,801-850,Ivane Javakhishvili Tbilisi State University,Georgia,Asia,L,FO,HI,A,10.4,601+,1.2,601+,73.9,173,1.2,701+,1.9,701+,3.2,701+,22.7,701+,88.4,86,1.0,701+,,791-800,Range,ivane javakhishvili tbilisi state university,georgia,C032,U0343
791-800,781-790,Keele University,United Kingdom,Europe,M,FC,VH,A,6.0,601+,4.4,601+,14.4,701+,26.2,484,51.6,359,30.7,423,62.9,586,6.9,701+,3.1,701+,,791-800,Range,keele university,united kingdom,C101,U0379
791-800,641-650,New Jersey Institute of Technology (NJIT),United States,Americas,M,FO,VH,A,4.8,601+,6.7,601+,10.2,701+,30.4,433,31.5,487,52.9,278,29.1,701+,5.1,701+,26.5,476=,,791-800,Range,new jersey institute of technology njit,united states,C102,U0533
791-800,771-780,Sechenov University,Russia,Europe,L,SP,VH,A,5.3,601+,5.0,601+,57.4,256,4.3,701+,9.0,701+,63.0,241,83.6,272,1.9,701+,1.0,701+,,791-800,Range,sechenov university,russia,C080,U0661
791-800,701-710,Universidad de Antioquia,Colombia,Americas,XL,FC,HI,A,29.1,303,20.8,440,4.1,701+,4.3,701+,3.7,701+,1.2,701+,48.1,701+,20.4,556,2.9,701+,,791-800,Range,universidad de antioquia,colombia,C018,U0876
791-800,681-690,University of Kentucky,United States,Americas,L,FC,VH,A,11.1,601+,9.8,601+,15.3,701+,23.5,516,12.9,701+,3.3,701+,75.4,400,13.9,695,10.1,661=,,791-800,Range,university of kentucky,united states,C102,U1191
791-800,631-640,University of New Mexico,United States,Americas,L,FC,VH,A,10.5,601+,8.0,601+,43.5,360,14.9,637,8.2,701+,4.0,701+,73.1,436,7.3,701+,11.0,644=,,791-800,Range,university of new mexico,united states,C102,U1246
791-800,851-900,Vellore Institute of Technology (VIT),India,Asia,XL,CO,VH,B,12.7,601+,16.1,527,7.3,701+,18.9,570,8.9,701+,2.9,701+,76.9,379,6.1,701+,29.6,447=,,791-800,Range,vellore institute of technology vit,india,C041,U1447
791-800,751-760,Wayne State University,United States,Americas,L,FC,VH,A,7.6,601+,3.4,601+,62.1,229,10.6,701+,13.3,700,5.4,701+,73.6,425,19.4,572,3.1,701+,,791-800,Range,wayne state university,united states,C102,U1469
801-850,801-850,Al-Ahliyya Amman University,Jordan,Asia,M,FO,VH,B,9.6,601+,10.1,601+,9.4,701+,2.7,701+,75.5,260,100.0,28,16.9,701+,4.6,701+,1.5,701+,,801-850,Range,alahliyya amman university,jordan,C049,U0019
801-850,901-950,Alexandria University,Egypt,Africa,XL,FC,VH,A,23.1,385,18.3,482,4.5,701+,2.0,701+,1.7,701+,4.8,701+,76.4,386,24.3,467,6.9,701+,,801-850,Range,alexandria university,egypt,C027,U0023
801-850,901-950,Ankara Üniversitesi,Turkey,Asia,XL,FC,HI,A,20.2,439,16.8,511,7.8,701+,2.6,701+,2.3,701+,4.6,701+,70.6,477,53.5,234,2.9,701+,,801-850,Range,ankara üniversitesi,turkey,C097,U0042
801-850,901-950,Asia University Taiwan,Taiwan,Asia,M,FO,VH,C,5.9,601+,1.8,601+,3.6,701+,52.5,247,9.9,701+,3.2,701+,57.1,661,2.0,701+,1.7,701+,,801-850,Range,asia university taiwan,taiwan,C094,U0052
801-850,801-850,Beijing University of Technology,China (Mainland),Asia,L,CO,VH,A,7.7,601+,4.9,601+,38.2,417,33.1,399,4.7,701+,1.8,701+,31.9,701+,4.2,701+,1.6,701+,,801-850,Range,beijing university of technology,china (mainland),C017,U0083
801-850,801-850,Belarusian National Technical University (BNTU),Belarus,Europe,L,SP,MD,A,14.8,588,26.7,359,51.0,302,1.0,701+,2.1,701+,34.1,398,5.1,701+,5.6,701+,,,,801-850,Range,belarusian national technical university bntu,belarus,C008,U0085
801-850,951-1000,"Birla Institute of Technology and Science, Pilani",India,Asia,L,CO,VH,B,11.0,601+,19.7,459,8.0,701+,20.4,552,2.2,701+,2.5,701+,37.6,701+,25.4,461,30.4,442,,801-850,Range,birla institute of technology and science pilani,india,C041,U0095
801-850,801-850,Edinburgh Napier University,United Kingdom,Europe,L,CO,HI,A,5.0,601+,5.0,601+,4.0,701+,11.8,698,77.5,248,86.0,146,60.1,633,4.9,701+,2.2,701+,,801-850,Range,edinburgh napier university,united kingdom,C101,U0209
801-850,851-900,Gdansk University of Technology,Poland,Europe,L,FO,VH,A,9.4,601+,15.2,553,29.6,527,12.7,676,5.3,701+,4.0,701+,65.8,546,3.2,701+,33.3,418=,,801-850,Range,gdansk university of technology,poland,C075,U0243
801-850,851-900,Huazhong Agricultural University,China (Mainland),Asia,XL,CO,VH,A,4.2,601+,2.1,601+,6.0,701+,59.7,204,3.7,701+,1.6,701+,31.6,701+,3.0,701+,2.9,701+,,801-850,Range,huazhong agricultural university,china (mainland),C017,U0285
801-850,801-850,Immanuel Kant Baltic Federal University,Russia,Europe,M,CO,VH,A,7.6,601+,2.5,601+,79.4,142,1.8,701+,21.8,572,40.2,353,35.2,701+,1.9,701+,1.2,701+,,801-850,Range,immanuel kant baltic federal university,russia,C080,U0298
801-850,741-750,Instituto Politécnico Nacional (IPN),Mexico,Americas,XL,FO,VH,A,19.1,471,28.8,328,9.1,701+,2.0,701+,2.2,701+,1.1,701+,46.0,701+,6.8,701+,35.7,398=,,801-850,Range,instituto politécnico nacional ipn,mexico,C061,U0320
801-850,801-850,Jouf University,Saudi Arabia,Asia,L,FC,HI,A,11.7,601+,5.1,601+,37.1,433,2.3,701+,100.0,32,2.6,701+,43.5,701+,2.4,701+,1.0,701+,,801-850,Range,jouf university,saudi arabia,C081,U0361
801-850,781-790,Khoja Akhmet Yassawi International Kazakh-Turkish University,Kazakhstan,Asia,M,FC,MD,A,16.7,537,27.9,343,44.6,347,1.2,701+,7.1,701+,16.3,599,3.2,701+,7.7,701+,1.5,701+,,801-850,Range,khoja akhmet yassawi international kazakhturkish university,kazakhstan,C050,U0385
801-850,851-900,Kuwait University,Kuwait,Asia,L,FC,HI,A,14.7,593,7.9,601+,6.8,701+,2.9,701+,20.4,591,19.4,558,39.3,701+,93.8,58,17.1,562,,801-850,Range,kuwait university,kuwait,C052,U0410
801-850,751-760,Liverpool John Moores University,United Kingdom,Europe,L,CO,VH,A,10.0,601+,6.8,601+,8.0,701+,12.3,683,46.7,384,22.4,513,87.7,201,5.4,701+,13.6,604,,801-850,Range,liverpool john moores university,united kingdom,C101,U0436
801-850,851-900,London South Bank University,United Kingdom,Europe,L,CO,HI,A,3.3,601+,2.9,601+,9.1,701+,4.4,701+,87.1,211,96.8,81,47.6,701+,8.5,701+,15.4,585=,,801-850,Range,london south bank university,united kingdom,C101,U0442
801-850,801-850,Maynooth University,Ireland,Europe,M,FO,VH,A,10.4,601+,7.7,601+,9.2,701+,12.7,673,87.4,207,16.7,591,48.5,701+,9.2,701+,6.4,701+,,801-850,Range,maynooth university,ireland,C045,U0465
801-850,731-740,"National Technical University of Ukraine ""Igor Sikorsky Kyiv Polytechnic Institute""",Ukraine,Europe,L,CO,VH,A,16.2,549,31.8,297,37.4,429,1.5,701+,1.0,701+,2.0,701+,20.4,701+,21.3,539,4.3,701+,,801-850,Range,national technical university of ukraine igor sikorsky kyiv polytechnic institute,ukraine,C099,U0524
801-850,901-950,Ocean University of China,China (Mainland),Asia,L,FC,VH,A,5.4,601+,2.7,601+,9.4,701+,50.5,258,3.2,701+,1.9,701+,51.1,701+,3.0,701+,4.0,701+,,801-850,Range,ocean university of china,china (mainland),C017,U0556
801-850,761-770,Philipps-Universität Marburg,Germany,Europe,L,FC,HI,A,12.7,601+,8.8,601+,5.2,701+,25.0,498,14.9,666,20.7,529,61.6,607,4.8,701+,5.1,701+,,801-850,Range,philippsuniversität marburg,germany,C033,U0577
801-850,681-690,Pontificia Universidad Católica de Valparaíso,Chile,Americas,L,CO,VH,B,27.0,325,24.4,395,4.7,701+,6.6,701+,11.3,701+,1.6,701+,39.9,701+,8.7,701+,1.6,701+,,801-850,Range,pontificia universidad católica de valparaíso,chile,C016,U0587
801-850,771-780,Rutgers UniversityNewark,United States,Americas,M,CO,VH,A,10.1,601+,4.9,601+,17.5,701+,17.6,587,25.3,529,32.7,408,27.9,701+,36.9,346,29.3,451=,,801-850,Range,rutgers universitynewark,united states,C102,U0640
801-850,781-790,Syracuse University,United States,Americas,L,CO,VH,B,12.9,601+,8.7,601+,11.6,701+,10.6,701+,5.8,701+,39.3,357,55.5,684,42.7,301,11.6,629=,,801-850,Range,syracuse university,united states,C102,U0733
801-850,781-790,The Catholic University of Korea,South Korea,Asia,M,FC,VH,B,4.5,601+,2.9,601+,98.6,42,14.1,652,3.8,701+,22.5,511,10.5,701+,1.9,701+,6.5,701+,,801-850,Range,the catholic university of korea,south korea,C087,U0771
801-850,851-900,Toronto Metropolitan University,Canada,Americas,XL,CO,VH,A,8.0,601+,12.0,601+,1.8,701+,26.4,481,35.4,453,8.1,701+,57.0,662,15.1,660,3.8,701+,,801-850,Range,toronto metropolitan university,canada,C015,U0823
801-850,851-900,TU Dortmund University,Germany,Europe,L,CO,VH,A,14.1,601+,16.0,532,28.1,548,6.2,701+,22.4,564,17.1,584,61.1,616,6.8,701+,3.7,701+,,801-850,Range,tu dortmund university,germany,C033,U0827
801-850,771-780,Universidad Anáhuac México,Mexico,Americas,L,CO,MD,B,13.1,601+,20.4,446,50.0,308,1.1,701+,5.3,701+,3.0,701+,5.8,701+,61.8,194,1.0,701+,,801-850,Range,universidad anáhuac méxico,mexico,C061,U0844
801-850,691-700,Universidad Iberoamericana IBERO,Mexico,Americas,M,FC,MD,B,18.5,487,24.3,398,32.3,488,1.3,701+,5.4,701+,2.2,701+,5.2,701+,63.6,185,1.1,701+,,801-850,Range,universidad iberoamericana ibero,mexico,C061,U0938
801-850,801-850,Universidad San Francisco de Quito (USFQ),Ecuador,Americas,M,FC,HI,B,16.0,554,8.6,601+,40.1,390,2.4,701+,53.1,352,1.9,701+,24.9,701+,13.2,701+,21.5,518=,,801-850,Range,universidad san francisco de quito usfq,ecuador,C026,U0978
801-850,661-670,Università degli Studi di Perugia,Italy,Europe,L,FC,VH,A,9.1,601+,2.3,601+,3.5,701+,40.9,341,6.4,701+,5.4,701+,65.9,542,1.7,701+,11.5,632=,,801-850,Range,università degli studi di perugia,italy,C047,U1383
801-850,801-850,Universitas Brawijaya,Indonesia,Asia,XL,FC,HI,A,19.2,469,42.4,219,11.5,701+,1.4,701+,13.7,692,1.4,701+,19.6,701+,13.1,701+,9.0,690,,801-850,Range,universitas brawijaya,indonesia,C042,U1027
801-850,771-780,Universität Duisburg-Essen,Germany,Europe,XL,FC,VH,A,11.3,601+,4.2,601+,13.2,701+,11.2,701+,35.0,457,39.4,355,81.4,298,12.2,701+,5.9,701+,,801-850,Range,universität duisburgessen,germany,C033,U1391
801-850,761-770,Universität Rostock,Germany,Europe,L,FC,HI,A,7.3,601+,2.9,601+,84.4,110,5.2,701+,,,13.2,657,68.8,501,4.4,701+,3.4,701+,,801-850,Range,universität rostock,germany,C033,U1400
801-850,721-730,Université de Lorraine,France,Europe,XL,FO,VH,A,13.6,601+,3.3,601+,7.0,701+,12.9,668,27.6,512,27.4,453,95.9,59,14.8,669,11.8,623=,,801-850,Range,université de lorraine,france,C031,U1412
801-850,801-850,Universiti Tunku Abdul Rahman (UTAR),Malaysia,Asia,L,FC,HI,B,14.0,601+,30.9,304,12.4,701+,5.8,701+,12.7,701+,4.9,701+,45.5,701+,3.8,701+,26.5,476=,,801-850,Range,universiti tunku abdul rahman utar,malaysia,C059,U1069
801-850,781-790,University of Alaska Fairbanks,United States,Americas,S,CO,VH,A,2.7,601+,2.0,601+,98.8,41,12.9,670,4.8,701+,3.0,701+,42.6,701+,4.2,701+,2.5,701+,,801-850,Range,university of alaska fairbanks,united states,C102,U1079
801-850,801-850,University of Alicante,Spain,Europe,L,FC,VH,A,13.5,601+,6.7,601+,25.3,588,7.7,701+,7.3,701+,12.8,662,71.7,454,7.6,701+,31.3,435=,,801-850,Range,university of alicante,spain,C088,U1081
801-850,951-1000,University of Baghdad,Iraq,Asia,XL,FC,VH,A,11.0,601+,16.9,509,24.6,598,1.5,701+,2.4,701+,1.1,701+,63.5,580,72.7,148,3.1,701+,,801-850,Range,university of baghdad,iraq,C044,U1087
801-850,741-750,University of Bari,Italy,Europe,L,FO,VH,A,12.4,601+,3.0,601+,4.6,701+,25.0,497,4.9,701+,2.0,701+,81.6,292,7.7,701+,25.7,483=,,801-850,Range,university of bari,italy,C047,U1089
801-850,771-780,University of Brighton,United Kingdom,Europe,L,FO,VH,A,7.9,601+,6.1,601+,8.5,701+,14.9,639,54.8,340,51.1,288,72.5,446,6.1,701+,6.5,701+,,801-850,Range,university of brighton,united kingdom,C101,U1102
801-850,851-900,University of Bucharest,Romania,Europe,XL,FO,VH,A,15.2,577,19.5,462,7.1,701+,4.2,701+,2.6,701+,2.0,701+,69.1,498,53.4,235,25.7,483=,,801-850,Range,university of bucharest,romania,C079,U1105
801-850,801-850,University of Hyderabad,India,Asia,M,FC,VH,A,13.2,601+,3.0,601+,14.5,701+,41.5,335,1.9,701+,2.0,701+,27.0,701+,3.1,701+,1.2,701+,,801-850,Range,university of hyderabad,india,C041,U1175
801-850,721-730,University of Oregon,United States,Americas,L,CO,VH,A,18.3,496,9.4,601+,9.4,701+,18.5,573,7.6,701+,3.6,701+,53.4,701+,23.3,485,16.1,577=,,801-850,Range,university of oregon,united states,C102,U1257
801-850,901-950,University of Petroleum and Energy Studies (UPES),India,Asia,M,FO,VH,C,21.8,405,6.1,601+,39.5,391,3.4,701+,18.2,622,1.2,701+,56.9,666,1.9,701+,1.0,701+,,801-850,Range,university of petroleum and energy studies upes,india,C041,U1273
801-850,801-850,University of Salerno,Italy,Europe,L,FC,VH,A,8.6,601+,2.4,601+,5.6,701+,37.1,370,3.3,701+,1.6,701+,87.4,205,4.0,701+,19.2,545=,,801-850,Range,university of salerno,italy,C047,U1289
801-850,1401+,University of Stavanger,Norway,Europe,M,CO,VH,,7.1,601+,5.8,601+,84.6,108,5.0,701+,,,,,69.6,489,10.0,701+,5.1,701+,,801-850,Range,university of stavanger,norway,C067,U1316
801-850,751-760,University of Ulsan,South Korea,Asia,M,FC,VH,B,5.0,601+,2.3,601+,60.0,241,33.6,392,2.0,701+,2.4,701+,28.8,701+,3.8,701+,5.6,701+,,801-850,Range,university of ulsan,south korea,C087,U1351
801-850,851-900,Wuhan University of Technology,China (Mainland),Asia,XL,FO,VH,A,6.9,601+,2.5,601+,11.5,701+,47.0,290,,,2.5,701+,51.0,701+,5.8,701+,1.5,701+,,801-850,Range,wuhan university of technology,china (mainland),C017,U1479
851-900,901-950,AGH University of Science and Technology,Poland,Europe,L,CO,VH,A,9.6,601+,13.9,587,41.5,376,6.5,701+,2.9,701+,5.3,701+,75.6,395,3.2,701+,1.7,701+,,851-900,Range,agh university of science and technology,poland,C075,U0010
851-900,1001-1200,Al-Quds University,"Palestinian Territory, Occupied",Asia,M,FC,MD,A,5.8,601+,14.6,568,12.7,701+,1.7,701+,61.5,318,66.8,222,30.6,701+,23.5,482,3.0,701+,,851-900,Range,alquds university,"palestinian territory, occupied",C070,U0030
851-900,,Applied Science Private University - Jordan,Jordan,Asia,S,CO,HI,C,9.9,601+,15.7,542,28.6,541,3.1,701+,39.3,422,59.7,248,10.4,701+,4.6,701+,1.8,701+,,851-900,Range,applied science private university jordan,jordan,C049,U0046
851-900,801-850,Charles Sturt University,Australia,Oceania,L,CO,VH,A,5.1,601+,5.4,601+,8.2,701+,8.1,701+,45.4,395,47.9,303,53.4,701+,7.4,701+,41.7,357,,851-900,Range,charles sturt university,australia,C003,U0135
851-900,851-900,Chonnam National University,South Korea,Asia,L,FC,VH,A,9.3,601+,4.7,601+,45.4,341,12.4,682,9.0,701+,7.3,701+,28.5,701+,4.7,701+,44.3,348=,,851-900,Range,chonnam national university,south korea,C087,U0147
851-900,851-900,Chungnam National University,South Korea,Asia,L,FC,VH,A,8.8,601+,7.8,601+,46.3,334,10.7,701+,7.2,701+,9.2,701+,32.7,701+,5.0,701+,25.7,483=,,851-900,Range,chungnam national university,south korea,C087,U0153
851-900,791-800,Clarkson University,United States,Americas,S,CO,VH,B,1.3,601+,1.9,601+,13.5,701+,41.8,329,48.5,374,15.0,623,30.6,701+,7.9,701+,1.2,701+,,851-900,Range,clarkson university,united states,C102,U0158
851-900,851-900,CY Cergy Paris University,France,Europe,M,FO,VH,A,3.7,601+,2.5,601+,49.5,317,5.0,701+,47.2,378,45.9,320,46.0,701+,1.5,701+,1.4,701+,,851-900,Range,cy cergy paris university,france,C031,U0177
851-900,901-950,Donghua University,China (Mainland),Asia,L,FO,VH,A,3.8,601+,1.6,601+,25.5,582,47.3,286,2.2,701+,3.1,701+,31.1,701+,3.7,701+,1.1,701+,,851-900,Range,donghua university,china (mainland),C017,U0196
851-900,851-900,Georgia State University,United States,Americas,L,CO,VH,A,11.3,601+,14.2,580,4.3,701+,22.4,526,4.8,701+,10.4,701+,62.3,600,18.2,599,7.2,701+,,851-900,Range,georgia state university,united states,C102,U0249
851-900,851-900,Gulf University for Science and Technology,Kuwait,Asia,S,FO,HI,C,14.6,597,9.3,601+,11.2,701+,4.8,701+,100.0,18,27.7,448,9.3,701+,11.0,701+,1.1,701+,,851-900,Range,gulf university for science and technology,kuwait,C052,U0260
851-900,951-1000,Jamia Millia Islamia,India,Asia,M,CO,VH,A,9.3,601+,3.1,601+,33.6,470,26.0,486,3.2,701+,5.2,701+,43.0,701+,1.9,701+,1.6,701+,,851-900,Range,jamia millia islamia,india,C041,U0350
851-900,851-900,Kansas State University,United States,Americas,L,CO,VH,A,8.2,601+,6.7,601+,10.3,701+,22.1,531,10.1,701+,4.6,701+,74.9,411,13.5,701+,10.2,660,,851-900,Range,kansas state university,united states,C102,U0368
851-900,801-850,Karaganda State Technical University,Kazakhstan,Asia,M,FO,HI,A,9.7,601+,7.7,601+,84.6,109,1.1,701+,10.0,701+,18.8,572,2.4,701+,5.8,701+,1.2,701+,,851-900,Range,karaganda state technical university,kazakhstan,C050,U0370
851-900,,Kyrgyz Russian Slavic University,Kyrgyzstan,Asia,M,CO,MD,A,9.3,601+,7.0,601+,99.8,26,1.0,701+,,,,,3.1,701+,24.1,470,,,,851-900,Range,kyrgyz russian slavic university,kyrgyzstan,C053,U0415
851-900,901-950,Mendel University in Brno,Czech Republic,Europe,M,FO,VH,A,6.2,601+,6.5,601+,55.1,276,4.1,701+,11.2,701+,32.1,413,59.1,643,3.8,701+,1.2,701+,,851-900,Range,mendel university in brno,czech republic,C023,U0470
851-900,801-850,Nagasaki University,Japan,Asia,M,FO,VH,A,6.9,601+,2.3,601+,81.0,127,6.3,701+,5.8,701+,4.7,701+,49.2,701+,3.0,701+,2.1,701+,,851-900,Range,nagasaki university,japan,C048,U0491
851-900,951-1000,Northwest Agriculture and Forestry University,China (Mainland),Asia,XL,CO,VH,A,4.5,601+,1.4,601+,28.5,544,36.8,371,,,1.4,701+,58.8,645,3.0,701+,1.6,701+,,851-900,Range,northwest agriculture and forestry university,china (mainland),C017,U0545
851-900,801-850,North-West University,South Africa,Africa,XL,CO,VH,A,7.4,601+,11.0,601+,4.9,701+,14.9,638,6.6,701+,2.0,701+,92.9,122,16.7,619,28.4,456=,,851-900,Range,northwest university,south africa,C086,U0546
851-900,901-950,Okayama University,Japan,Asia,L,FC,VH,A,8.9,601+,3.7,601+,61.3,233,7.7,701+,6.1,701+,6.3,701+,52.5,701+,2.9,701+,14.5,600=,,851-900,Range,okayama university,japan,C048,U0559
851-900,851-900,Oklahoma State University,United States,Americas,L,FC,HI,A,8.3,601+,8.1,601+,9.2,701+,13.3,663,49.9,366,6.1,701+,66.8,526,17.3,610,9.4,680=,,851-900,Range,oklahoma state university,united states,C102,U0560
851-900,851-900,Pavol Jozef afárik University in Koice,Slovakia,Europe,M,FC,HI,A,4.7,601+,5.1,601+,59.7,244,3.0,701+,5.1,701+,65.3,228,41.7,701+,4.6,701+,1.0,701+,,851-900,Range,pavol jozef afárik university in koice,slovakia,C084,U0572
851-900,801-850,Poznan University of Life Sciences,Poland,Europe,M,FO,VH,A,5.6,601+,2.2,601+,94.3,67,6.4,701+,1.9,701+,7.9,701+,31.0,701+,3.3,701+,1.1,701+,,851-900,Range,poznan university of life sciences,poland,C075,U0598
851-900,951-1000,Shahid Beheshti University (SBU),"Iran, Islamic Republic of",Asia,L,FO,VH,A,7.9,601+,7.3,601+,4.1,701+,33.3,397,1.6,701+,1.6,701+,64.7,563,19.0,582,1.5,701+,,851-900,Range,shahid beheshti university sbu,"iran, islamic republic of",C043,U0665
851-900,741-750,Swarthmore College,United States,Americas,S,CO,HI,B,3.4,601+,2.4,601+,88.8,91,11.7,699,8.7,701+,21.6,520,12.3,701+,15.2,652,1.0,701+,,851-900,Range,swarthmore college,united states,C102,U0730
851-900,851-900,Technological University Dublin,Ireland,Europe,L,CO,HI,A,12.6,601+,13.1,601+,12.3,701+,3.1,701+,31.8,485,38.8,362,43.9,701+,16.2,631,28.2,461,,851-900,Range,technological university dublin,ireland,C045,U0759
851-900,951-1000,Thapar Institute of Engineering & Technology,India,Asia,M,FO,VH,A,4.7,601+,4.4,601+,8.8,701+,46.1,300,5.2,701+,1.8,701+,31.1,701+,3.1,701+,11.8,623=,,851-900,Range,thapar institute of engineering technology,india,C041,U0768
851-900,801-850,Tokyo University of Agriculture and Technology,Japan,Asia,M,SP,VH,A,13.8,601+,7.4,601+,12.9,701+,30.5,430,5.4,701+,7.1,701+,40.4,701+,1.9,701+,1.3,701+,,851-900,Range,tokyo university of agriculture and technology,japan,C048,U0816
851-900,951-1000,Universidad de Valladolid,Spain,Europe,L,CO,VH,,10.5,601+,3.8,601+,34.4,460,4.3,701+,7.0,701+,3.6,701+,80.2,316,11.9,701+,43.9,352,,851-900,Range,universidad de valladolid,spain,C088,U0922
851-900,771-780,Universidad ORT Uruguay,Uruguay,Americas,S,FO,HI,B,11.2,601+,12.4,601+,79.0,145,1.1,701+,15.8,655,1.9,701+,3.4,701+,5.7,701+,1.0,701+,,851-900,Range,universidad ort uruguay,uruguay,C103,U0968
851-900,851-900,Universita' degli Studi di Ferrara,Italy,Europe,L,FC,HI,A,6.7,601+,2.6,601+,2.6,701+,34.6,386,2.9,701+,3.6,701+,70.0,487,4.1,701+,27.3,468=,,851-900,Range,universita degli studi di ferrara,italy,C047,U1023
851-900,771-780,Université de Nantes,France,Europe,XL,CO,VH,A,10.4,601+,3.4,601+,7.8,701+,21.4,540,19.8,601,15.1,619,87.3,211,2.8,701+,7.5,701+,,851-900,Range,université de nantes,france,C031,U1415
851-900,801-850,Université de Sherbrooke,Canada,Americas,L,FC,HI,A,6.8,601+,4.2,601+,18.8,701+,16.9,604,54.7,341,7.6,701+,43.0,701+,23.4,483,8.0,701+,,851-900,Range,université de sherbrooke,canada,C015,U1419
851-900,751-760,Université du Québec,Canada,Americas,XL,FC,HI,A,15.3,574,7.6,601+,1.8,701+,10.9,701+,32.9,479,11.0,699,62.6,593,21.6,530,9.9,667=,,851-900,Range,université du québec,canada,C015,U1425
851-900,771-780,University at Albany SUNY,United States,Americas,L,CO,VH,A,8.1,601+,4.5,601+,5.4,701+,33.9,391,3.9,701+,7.2,701+,66.0,540,4.2,701+,13.2,606=,,851-900,Range,university at albany suny,united states,C102,U1071
851-900,801-850,University Duesseldorf,Germany,Europe,XL,FC,VH,A,12.3,601+,8.5,601+,44.3,350,7.2,701+,,,14.1,639,66.2,536,3.8,701+,2.2,701+,,851-900,Range,university duesseldorf,germany,C033,U1075
851-900,801-850,University of Dubai,United Arab Emirates,Asia,S,SP,LO,B,5.2,601+,4.2,601+,10.6,701+,11.0,701+,100.0,1=,72.0,204,8.2,701+,10.2,701+,1.0,701+,,851-900,Range,university of dubai,united arab emirates,C100,U1144
