university_id,university_name,country_name,openalex_id,openalex_display_name,openalex_country_code,openalex_country,openalex_ror,openalex_works_count,openalex_works_2023,openalex_works_2024,openalex_works_2025,normalized_university_name,normalized_openalex_name,name_similarity,country_match,publication_match_status
U0001,massachusetts institute of technology (mit),United States,,,,,,,,,,massachusetts institute of technology,ragon institute of mgh massachusetts institute of technology and harvard,0.6788990825688074,True,Rejected
U0002,imperial college london,United Kingdom,https://openalex.org/I47508984,Imperial College London,GB,United Kingdom,https://ror.org/041kmwe10,393820.0,23056.0,23758.0,22698.0,imperial college london,imperial college london,1.0,True,Validated
U0003,university of oxford,United Kingdom,https://openalex.org/I40120149,University of Oxford,GB,United Kingdom,https://ror.org/052gg0110,601867.0,45273.0,32787.0,34812.0,university of oxford,university of oxford,1.0,True,Validated
U0004,harvard university,United States,https://openalex.org/I136199984,Harvard University,US,United States,https://ror.org/03vek6s52,713785.0,35925.0,33782.0,33883.0,harvard university,harvard university,1.0,True,Validated
U0005,university of cambridge,United Kingdom,https://openalex.org/I241749,University of Cambridge,GB,United Kingdom,https://ror.org/013meh722,469139.0,22302.0,23073.0,23931.0,university of cambridge,university of cambridge,1.0,True,Validated
U0006,stanford university,United States,https://openalex.org/I97018004,Stanford University,US,United States,https://ror.org/00f54p054,538422.0,25371.0,26081.0,26686.0,stanford university,stanford university,1.0,True,Validated
U0007,eth zurich - swiss federal institute of technology,Switzerland,,,,,,,,,,eth zurich swiss federal institute of technology,eth zurich,0.3448275862068966,True,Rejected
U0008,national university of singapore (nus),Singapore,https://openalex.org/I4210126319,Duke-NUS Medical School,SG,Singapore,https://ror.org/02j1m6098,25433.0,2256.0,2559.0,2324.0,national university of singapore,duke national university of singapore medical school,0.7619047619047619,True,Review
U0009,ucl,United Kingdom,https://openalex.org/I45129253,University College London,GB,United Kingdom,https://ror.org/02jx3x895,598475.0,34143.0,37008.0,35477.0,university college london,university college london,1.0,True,Validated
U0010,california institute of technology (caltech),United States,https://openalex.org/I122411786,California Institute of Technology,US,United States,https://ror.org/05dxps055,248293.0,6539.0,6951.0,6075.0,california institute of technology,california institute of technology,1.0,True,Validated
U0011,university of pennsylvania,United States,https://openalex.org/I79576946,University of Pennsylvania,US,United States,https://ror.org/00b30xv10,388838.0,17150.0,17178.0,17172.0,university of pennsylvania,university of pennsylvania,1.0,True,Validated
U0012,"university of california, berkeley (ucb)",United States,,,,,,,,,,university of california berkeley,,0.0,False,Unmatched
U0013,the university of melbourne,Australia,https://openalex.org/I165779595,The University of Melbourne,AU,Australia,https://ror.org/01ej9dk98,349437.0,21837.0,22572.0,21992.0,university of melbourne,university of melbourne,1.0,True,Validated
U0014,peking university,China (Mainland),https://openalex.org/I20231570,Peking University,CN,China,https://ror.org/02v51f717,400530.0,35166.0,33132.0,34255.0,peking university,peking university,1.0,True,Validated
U0015,"nanyang technological university, singapore (ntu)",Singapore,,,,,,,,,,nanyang technological university singapore,,0.0,False,Unmatched
U0016,cornell university,United States,https://openalex.org/I205783295,Cornell University,US,United States,https://ror.org/05bnh6r87,482412.0,21240.0,23448.0,22809.0,cornell university,cornell university,1.0,True,Validated
U0017,the university of hong kong,Hong Kong SAR,,,,,,,,,,university of hong kong,hong kong university of science and technology,0.4927536231884058,True,Rejected
U0018,the university of sydney,Australia,https://openalex.org/I129604602,The University of Sydney,AU,Australia,https://ror.org/0384j8v12,339262.0,19206.0,19302.0,18647.0,university of sydney,university of sydney,1.0,True,Validated
U0019,the university of new south wales (unsw sydney),Australia,,,,,,,,,,university of new south wales,,0.0,False,Unmatched
U0020,tsinghua university,China (Mainland),https://openalex.org/I99065089,Tsinghua University,CN,China,https://ror.org/03cve4549,385984.0,26836.0,29771.0,32421.0,tsinghua university,tsinghua university,1.0,True,Validated
U0021,university of chicago,United States,https://openalex.org/I40347166,University of Chicago,US,United States,https://ror.org/024mw5h28,317399.0,14703.0,15500.0,16419.0,university of chicago,university of chicago,1.0,True,Validated
U0022,princeton university,United States,https://openalex.org/I20089843,Princeton University,US,United States,https://ror.org/00hx57361,218226.0,9012.0,8832.0,9048.0,princeton university,princeton university,1.0,True,Validated
U0023,yale university,United States,https://openalex.org/I32971472,Yale University,US,United States,https://ror.org/03v76x132,421451.0,18783.0,27874.0,31608.0,yale university,yale university,1.0,True,Validated
U0024,université psl,France,,,,,,,,,,universite psl,universite paris sciences et lettres,0.56,True,Rejected
U0025,university of toronto,Canada,https://openalex.org/I185261750,University of Toronto,CA,Canada,https://ror.org/03dbr7087,563786.0,30277.0,30588.0,28447.0,university of toronto,university of toronto,1.0,True,Validated
U0026,epfl,Switzerland,https://openalex.org/I5124864,École Polytechnique Fédérale de Lausanne,CH,Switzerland,https://ror.org/02s376052,176290.0,9357.0,9571.0,9690.0,ecole polytechnique federale de lausanne,ecole polytechnique federale de lausanne,1.0,True,Validated
U0027,the university of edinburgh,United Kingdom,,,,,,,,,,university of edinburgh,,0.0,False,Unmatched
U0028,technical university of munich,Germany,https://openalex.org/I62916508,Technical University of Munich,DE,Germany,https://ror.org/02kkvpp62,233350.0,14521.0,15374.0,14995.0,technical university of munich,technical university of munich,1.0,True,Validated
U0029,mcgill university,Canada,https://openalex.org/I5023651,McGill University,CA,Canada,https://ror.org/01pxwe438,297266.0,14866.0,15083.0,14346.0,mcgill university,mcgill university,1.0,True,Validated
U0030,the australian national university,Australia,,,,,,,,,,australian national university,,0.0,False,Unmatched
U0031,seoul national university,South Korea,https://openalex.org/I139264467,Seoul National University,KR,South Korea,https://ror.org/04h9pn542,249707.0,13751.0,17794.0,13842.0,seoul national university,seoul national university,1.0,True,Validated
U0032,johns hopkins university,United States,https://openalex.org/I145311948,Johns Hopkins University,US,United States,https://ror.org/00za53h95,504352.0,24621.0,26157.0,25502.0,johns hopkins university,johns hopkins university,1.0,True,Validated
U0033,the university of tokyo,Japan,https://openalex.org/I74801974,The University of Tokyo,JP,Japan,https://ror.org/057zh3y96,514424.0,20442.0,19234.0,19236.0,university of tokyo,university of tokyo,1.0,True,Validated
U0034,columbia university,United States,https://openalex.org/I78577930,Columbia University,US,United States,https://ror.org/00hj8s172,393779.0,16689.0,17016.0,17878.0,columbia university,columbia university,1.0,True,Validated
U0035,the university of manchester,United Kingdom,,,,,,,,,,university of manchester,,0.0,False,Unmatched
U0036,the chinese university of hong kong (cuhk),Hong Kong SAR,,,,,,,,,,chinese university of hong kong,,0.0,False,Unmatched
U0037,monash university,Australia,https://openalex.org/I56590836,Monash University,AU,Australia,https://ror.org/02bfwt286,288412.0,20407.0,19067.0,19116.0,monash university,monash university,1.0,True,Validated
U0038,university of british columbia,Canada,https://openalex.org/I141945490,University of British Columbia,CA,Canada,https://ror.org/03rmrcq20,383643.0,19145.0,19433.0,18258.0,university of british columbia,university of british columbia,1.0,True,Validated
U0039,fudan university,China (Mainland),https://openalex.org/I24943067,Fudan University,CN,China,https://ror.org/013q1eq08,247095.0,21831.0,22615.0,22314.0,fudan university,fudan university,1.0,True,Validated
U0040,king's college london,United Kingdom,https://openalex.org/I183935753,King's College London,GB,United Kingdom,https://ror.org/0220mzb33,259003.0,16463.0,17089.0,16189.0,king s college london,king s college london,1.0,True,Validated
U0041,the university of queensland,Australia,https://openalex.org/I165143802,The University of Queensland,AU,Australia,https://ror.org/00rqy9422,282584.0,16435.0,16371.0,15270.0,university of queensland,university of queensland,1.0,True,Validated
U0042,"university of california, los angeles (ucla)",United States,,,,,,,,,,university of california los angeles,university of california los angeles clinical and translational science institute,0.6153846153846154,False,Rejected
U0043,new york university (nyu),United States,https://openalex.org/I4210086933,NYU Langone Health,US,United States,https://ror.org/005dvqh91,39691.0,3175.0,3244.0,3347.0,new york university,new york university langone health,0.7169811320754716,True,Review
U0044,university of michigan-ann arbor,United States,https://openalex.org/I27837315,University of Michigan,US,United States,https://ror.org/00jmfr291,993812.0,23660.0,24653.0,24451.0,university of michigan ann arbor,university of michigan,0.8148148148148148,True,Validated
U0045,shanghai jiao tong university,China (Mainland),https://openalex.org/I183067930,Shanghai Jiao Tong University,CN,China,https://ror.org/0220qvk04,374382.0,32936.0,34387.0,34426.0,shanghai jiao tong university,shanghai jiao tong university,1.0,True,Validated
U0046,institut polytechnique de paris,France,https://openalex.org/I4210145102,Institut Polytechnique de Paris,FR,France,https://ror.org/042tfbd02,9765.0,735.0,759.0,822.0,institut polytechnique de paris,institut polytechnique de paris,1.0,True,Validated
U0047,the hong kong university of science and technology,Hong Kong SAR,,,,,,,,,,hong kong university of science and technology,hong kong university of science and technology,1.0,True,Review
U0048,zhejiang university,China (Mainland),https://openalex.org/I76130692,Zhejiang University,CN,China,https://ror.org/00a2xv884,377379.0,32414.0,34829.0,34455.0,zhejiang university,zhejiang university,1.0,True,Validated
U0049,delft university of technology,Netherlands,https://openalex.org/I98358874,Delft University of Technology,NL,The Netherlands,https://ror.org/02e2c7k09,179392.0,10559.0,10792.0,10659.0,delft university of technology,delft university of technology,1.0,True,Validated
U0050,kyoto university,Japan,https://openalex.org/I22299242,Kyoto University,JP,Japan,https://ror.org/02kpeqv85,364803.0,12669.0,12136.0,13001.0,kyoto university,kyoto university,1.0,True,Validated
U0051,northwestern university,United States,https://openalex.org/I111979921,Northwestern University,US,United States,https://ror.org/000e0be47,267693.0,11717.0,11493.0,11478.0,northwestern university,northwestern university,1.0,True,Validated
U0052,the london school of economics and political science (lse),United Kingdom,,,,,,,,,,london school of economics and political science,,0.0,False,Unmatched
U0053,kaist - korea advanced institute of science & technology,South Korea,,,,,,,,,,kaist korea advanced institute of science technology,,0.0,False,Unmatched
U0054,university of bristol,United Kingdom,https://openalex.org/I36234482,University of Bristol,GB,United Kingdom,https://ror.org/0524sp257,217227.0,11065.0,11571.0,11042.0,university of bristol,university of bristol,1.0,True,Validated
U0055,university of amsterdam,Netherlands,https://openalex.org/I887064364,University of Amsterdam,NL,The Netherlands,https://ror.org/04dkp9463,241593.0,13231.0,13160.0,12821.0,university of amsterdam,university of amsterdam,1.0,True,Validated
U0056,yonsei university,South Korea,https://openalex.org/I193775966,Yonsei University,KR,South Korea,https://ror.org/01wjejq96,183969.0,11761.0,11897.0,11860.0,yonsei university,yonsei university,1.0,True,Validated
U0057,the hong kong polytechnic university,Hong Kong SAR,,,,,,,,,,hong kong polytechnic university,,0.0,False,Unmatched
U0058,carnegie mellon university,United States,https://openalex.org/I74973139,Carnegie Mellon University,US,United States,https://ror.org/05x2bcf33,167951.0,7190.0,7762.0,9002.0,carnegie mellon university,carnegie mellon university,1.0,True,Validated
U0059,ludwig-maximilians-universität münchen,Germany,https://openalex.org/I8204097,Ludwig-Maximilians-Universität München,DE,Germany,https://ror.org/05591te55,282404.0,16805.0,16928.0,19934.0,ludwig maximilians universitat munchen,ludwig maximilians universitat munchen,1.0,True,Validated
U0060,universiti malaya (um),Malaysia,,,,,,,,,,universiti malaya,,0.0,False,Unmatched
U0061,duke university,United States,https://openalex.org/I170897317,Duke University,US,United States,https://ror.org/00py81415,277781.0,14554.0,15253.0,14359.0,duke university,duke university,1.0,True,Validated
U0062,city university of hong kong,Hong Kong SAR,https://openalex.org/I168719708,City University of Hong Kong,HK,Hong Kong,https://ror.org/03q8dnn23,119831.0,8332.0,9200.0,10653.0,city university of hong kong,city university of hong kong,1.0,True,Validated
U0063,ku leuven,Belgium,https://openalex.org/I99464096,KU Leuven,BE,Belgium,https://ror.org/05f950310,303580.0,16961.0,17641.0,16692.0,ku leuven,ku leuven,1.0,True,Validated
U0064,sorbonne university,France,https://openalex.org/I39804081,Sorbonne Université,FR,France,https://ror.org/02en5vm52,411597.0,24116.0,23956.0,26142.0,sorbonne university,sorbonne universite,0.9473684210526316,True,Validated
U0065,the university of auckland,New Zealand,,,,,,,,,,university of auckland,,0.0,False,Unmatched
U0066,university of texas at austin,United States,https://openalex.org/I86519309,The University of Texas at Austin,US,United States,https://ror.org/00hj54h04,361537.0,12063.0,83061.0,15487.0,university of texas at austin,university of texas at austin,1.0,True,Validated
U0067,korea university,South Korea,https://openalex.org/I197347611,Korea University,KR,South Korea,https://ror.org/047dqcg40,120807.0,7074.0,7731.0,8685.0,korea university,korea university,1.0,True,Validated
U0068,national taiwan university (ntu),Taiwan,,,,,,,,,,national taiwan university,,0.0,False,Unmatched
U0069,the university of warwick,United Kingdom,,,,,,,,,,university of warwick,,0.0,False,Unmatched
U0070,university of illinois at urbana-champaign,United States,,,,,,,,,,university of illinois at urbana champaign,lemann center for brazilian studies,0.3376623376623376,True,Rejected
U0071,universidad de buenos aires (uba),Argentina,,,,,,,,,,universidad de buenos aires,,0.0,False,Unmatched
U0072,"university of california, san diego (ucsd)",United States,,,,,,,,,,university of california san diego,moores cancer center,0.2962962962962963,False,Rejected
U0073,université paris-saclay,France,https://openalex.org/I277688954,Université Paris-Saclay,FR,France,https://ror.org/03xjwb503,183273.0,19239.0,19937.0,21358.0,universite paris saclay,universite paris saclay,1.0,True,Validated
U0074,kth royal institute of technology,Sweden,https://openalex.org/I86987016,KTH Royal Institute of Technology,SE,Sweden,https://ror.org/026vcq606,119385.0,6499.0,6589.0,6370.0,kth royal institute of technology royal institute of technology,kth royal institute of technology royal institute of technology,1.0,True,Validated
U0075,lund university,Sweden,https://openalex.org/I187531555,Lund University,SE,Sweden,https://ror.org/012a77v79,240721.0,12199.0,13121.0,12506.0,lund university,lund university,1.0,True,Validated
U0076,university of washington,United States,https://openalex.org/I201448701,University of Washington,US,United States,https://ror.org/00cvxb145,531695.0,24220.0,23669.0,22419.0,university of washington,university of washington,1.0,True,Validated
U0077,the university of western australia,Australia,https://openalex.org/I177877127,The University of Western Australia,AU,Australia,https://ror.org/047272k79,159688.0,9317.0,8824.0,8515.0,university of western australia,university of western australia,1.0,True,Validated
U0078,university of glasgow,United Kingdom,https://openalex.org/I7882870,University of Glasgow,GB,United Kingdom,https://ror.org/00vtgdb53,196747.0,10781.0,11253.0,10723.0,university of glasgow,university of glasgow,1.0,True,Validated
U0079,brown university,United States,https://openalex.org/I27804330,Brown University,US,United States,https://ror.org/05gq02987,180549.0,8671.0,12866.0,9485.0,brown university,brown university,1.0,True,Validated
U0080,university of birmingham,United Kingdom,https://openalex.org/I79619799,University of Birmingham,GB,United Kingdom,https://ror.org/03angcq70,219181.0,10792.0,11809.0,11556.0,university of birmingham,university of birmingham,1.0,True,Validated
U0081,university of southampton,United Kingdom,https://openalex.org/I43439940,University of Southampton,GB,United Kingdom,https://ror.org/01ryk1543,187717.0,8778.0,9362.0,9181.0,university of southampton,university of southampton,1.0,True,Validated
U0082,the university of adelaide,Australia,https://openalex.org/I5681781,The University of Adelaide,AU,Australia,https://ror.org/00892tw58,153892.0,8422.0,8948.0,8924.0,university of adelaide,university of adelaide,1.0,True,Validated
U0083,university of leeds,United Kingdom,https://openalex.org/I130828816,University of Leeds,GB,United Kingdom,https://ror.org/024mrxd33,198718.0,10168.0,10423.0,10494.0,university of leeds,university of leeds,1.0,True,Validated
U0084,ruprecht-karls-universität heidelberg,Germany,,,,,,,,,,ruprecht karls universitat heidelberg,heidelberg university,0.3793103448275862,True,Rejected
U0085,tokyo institute of technology (tokyo tech),Japan,https://openalex.org/I114531698,Tokyo Institute of Technology,JP,Japan,https://ror.org/0112mx960,168189.0,6448.0,4961.0,3516.0,tokyo institute of technology,tokyo institute of technology,1.0,True,Validated
U0086,osaka university,Japan,,,,,,,,,,osaka university,university of osaka,0.5714285714285714,True,Rejected
U0087,"trinity college dublin, the university of dublin",Ireland,,,,,,,,,,trinity college dublin the university of dublin,trinity college dublin,0.6376811594202898,True,Rejected
U0088,university of technology sydney,Australia,https://openalex.org/I114017466,University of Technology Sydney,AU,Australia,https://ror.org/03f0f6041,101292.0,7034.0,6974.0,7033.0,university of technology sydney,university of technology sydney,1.0,True,Validated
U0089,durham university,United Kingdom,,,,,,,,,,durham university,,0.0,False,Unmatched
U0090,pennsylvania state university,United States,,,,,,,,,,pennsylvania state university,,0.0,False,Unmatched
U0091,purdue university,United States,,,,,,,,,,purdue university,,0.0,False,Unmatched
U0092,universidade de são paulo,Brazil,,,,,,,,,,universidade de sao paulo,,0.0,False,Unmatched
U0093,pontificia universidad católica de chile (uc),Chile,,,,,,,,,,pontificia universidad catolica de chile,,0.0,False,Unmatched
U0094,lomonosov moscow state university,Russia,,,,,,,,,,lomonosov moscow state university,,0.0,False,Unmatched
U0095,universidad nacional autónoma de méxico (unam),Mexico,,,,,,,,,,universidad nacional autonoma de mexico,,0.0,False,Unmatched
U0096,university of alberta,Canada,,,,,,,,,,university of alberta,,0.0,False,Unmatched
U0097,freie universitaet berlin,Germany,,,,,,,,,,freie universitaet berlin,,0.0,False,Unmatched
U0098,pohang university of science and technology (postech),South Korea,,,,,,,,,,pohang university of science and technology,,0.0,False,Unmatched
U0099,rwth aachen university,Germany,,,,,,,,,,rwth aachen university,,0.0,False,Unmatched
U0100,university of copenhagen,Denmark,,,,,,,,,,university of copenhagen,,0.0,False,Unmatched
U0101,king fahd university of petroleum & minerals,Saudi Arabia,,,,,,,,,,king fahd university of petroleum minerals,,0.0,False,Unmatched
U0102,"kit, karlsruhe institute of technology",Germany,,,,,,,,,,kit karlsruhe institute of technology,,0.0,False,Unmatched
U0103,uppsala university,Sweden,,,,,,,,,,uppsala university,,0.0,False,Unmatched
U0104,university of st andrews,United Kingdom,,,,,,,,,,university of st andrews,,0.0,False,Unmatched
U0105,the university of sheffield,United Kingdom,,,,,,,,,,university of sheffield,,0.0,False,Unmatched
U0106,utrecht university,Netherlands,,,,,,,,,,utrecht university,,0.0,False,Unmatched
U0107,tohoku university,Japan,,,,,,,,,,tohoku university,,0.0,False,Unmatched
U0108,university of nottingham,United Kingdom,,,,,,,,,,university of nottingham,,0.0,False,Unmatched
U0109,technical university of denmark,Denmark,,,,,,,,,,technical university of denmark,,0.0,False,Unmatched
U0110,university of zurich,Switzerland,,,,,,,,,,university of zurich,,0.0,False,Unmatched
U0111,politecnico di milano,Italy,,,,,,,,,,politecnico di milano,,0.0,False,Unmatched
U0112,boston university,United States,,,,,,,,,,boston university,,0.0,False,Unmatched
U0113,aalto university,Finland,,,,,,,,,,aalto university,,0.0,False,Unmatched
U0114,georgia institute of technology,United States,,,,,,,,,,georgia institute of technology,,0.0,False,Unmatched
U0115,university of waterloo,Canada,,,,,,,,,,university of waterloo,,0.0,False,Unmatched
U0116,university of wisconsin-madison,United States,,,,,,,,,,university of wisconsin madison,,0.0,False,Unmatched
U0117,university of helsinki,Finland,,,,,,,,,,university of helsinki,,0.0,False,Unmatched
U0118,indian institute of technology bombay (iitb),India,,,,,,,,,,indian institute of technology bombay,,0.0,False,Unmatched
U0119,university of oslo,Norway,,,,,,,,,,university of oslo,,0.0,False,Unmatched
U0120,queen mary university of london,United Kingdom,,,,,,,,,,queen mary university of london,,0.0,False,Unmatched
U0121,western university,Canada,,,,,,,,,,western university,,0.0,False,Unmatched
U0122,qatar university,Qatar,,,,,,,,,,qatar university,,0.0,False,Unmatched
U0123,rmit university,Australia,,,,,,,,,,rmit university,,0.0,False,Unmatched
U0124,sungkyunkwan university(skku),South Korea,,,,,,,,,,sungkyunkwan university,,0.0,False,Unmatched
U0125,university of southern california,United States,,,,,,,,,,university of southern california,,0.0,False,Unmatched
U0126,humboldt-universität zu berlin,Germany,,,,,,,,,,humboldt universitat zu berlin,,0.0,False,Unmatched
U0127,university college dublin,Ireland,,,,,,,,,,university college dublin,,0.0,False,Unmatched
U0128,stockholm university,Sweden,,,,,,,,,,stockholm university,,0.0,False,Unmatched
U0129,newcastle university,United Kingdom,,,,,,,,,,newcastle university,,0.0,False,Unmatched
U0130,"university of california, davis",United States,,,,,,,,,,university of california davis,,0.0,False,Unmatched
U0131,university of basel,Switzerland,,,,,,,,,,university of basel,,0.0,False,Unmatched
U0132,sapienza university of rome,Italy,,,,,,,,,,sapienza university of rome,,0.0,False,Unmatched
U0133,alma mater studiorum - university of bologna,Italy,,,,,,,,,,alma mater studiorum university of bologna,,0.0,False,Unmatched
U0134,macquarie university,Australia,,,,,,,,,,macquarie university,,0.0,False,Unmatched
U0135,university of science and technology of china,China (Mainland),,,,,,,,,,university of science and technology of china,,0.0,False,Unmatched
U0136,eindhoven university of technology,Netherlands,,,,,,,,,,eindhoven university of technology,,0.0,False,Unmatched
U0137,university of vienna,Austria,,,,,,,,,,university of vienna,,0.0,False,Unmatched
U0138,universiti kebangsaan malaysia (ukm),Malaysia,,,,,,,,,,universiti kebangsaan malaysia,,0.0,False,Unmatched
U0139,chalmers university of technology,Sweden,,,,,,,,,,chalmers university of technology,,0.0,False,Unmatched
U0140,universidad de chile,Chile,,,,,,,,,,universidad de chile,,0.0,False,Unmatched
U0141,lancaster university,United Kingdom,,,,,,,,,,lancaster university,,0.0,False,Unmatched
U0142,leiden university,Netherlands,,,,,,,,,,leiden university,,0.0,False,Unmatched
U0143,rice university,United States,,,,,,,,,,rice university,,0.0,False,Unmatched
U0144,aarhus university,Denmark,,,,,,,,,,aarhus university,,0.0,False,Unmatched
U0145,nanjing university,China (Mainland),,,,,,,,,,nanjing university,,0.0,False,Unmatched
U0146,universiti sains malaysia (usm),Malaysia,,,,,,,,,,universiti sains malaysia,,0.0,False,Unmatched
U0147,technische universität berlin (tu berlin),Germany,,,,,,,,,,technische universitat berlin,,0.0,False,Unmatched
U0148,universiti putra malaysia (upm),Malaysia,,,,,,,,,,universiti putra malaysia,,0.0,False,Unmatched
U0149,king abdulaziz university (kau),Saudi Arabia,,,,,,,,,,king abdulaziz university,,0.0,False,Unmatched
U0150,indian institute of technology delhi (iitd),India,,,,,,,,,,indian institute of technology delhi,,0.0,False,Unmatched
U0151,university of bath,United Kingdom,,,,,,,,,,university of bath,,0.0,False,Unmatched
U0152,michigan state university,United States,,,,,,,,,,michigan state university,,0.0,False,Unmatched
U0153,nagoya university,Japan,,,,,,,,,,nagoya university,,0.0,False,Unmatched
U0154,texas a&m university,United States,,,,,,,,,,texas a m university,,0.0,False,Unmatched
U0155,university of geneva,Switzerland,,,,,,,,,,university of geneva,,0.0,False,Unmatched
U0156,"university of north carolina, chapel hill",United States,,,,,,,,,,university of north carolina chapel hill,,0.0,False,Unmatched
U0157,wageningen university & research,Netherlands,,,,,,,,,,wageningen university research,,0.0,False,Unmatched
U0158,erasmus university rotterdam,Netherlands,,,,,,,,,,erasmus university rotterdam,,0.0,False,Unmatched
U0159,université de montréal,Canada,,,,,,,,,,universite de montreal,,0.0,False,Unmatched
U0160,university of groningen,Netherlands,,,,,,,,,,university of groningen,,0.0,False,Unmatched
U0161,university of bern,Switzerland,,,,,,,,,,university of bern,,0.0,False,Unmatched
U0162,hanyang university,South Korea,,,,,,,,,,hanyang university,,0.0,False,Unmatched
U0163,al-farabi kazakh national university,Kazakhstan,,,,,,,,,,al farabi kazakh national university,,0.0,False,Unmatched
U0164,complutense university of madrid,Spain,,,,,,,,,,complutense university of madrid,,0.0,False,Unmatched
U0165,universitat de barcelona,Spain,,,,,,,,,,universitat de barcelona,,0.0,False,Unmatched
U0166,university of liverpool,United Kingdom,,,,,,,,,,university of liverpool,,0.0,False,Unmatched
U0167,kyushu university,Japan,,,,,,,,,,kyushu university,,0.0,False,Unmatched
U0168,university of wollongong,Australia,,,,,,,,,,university of wollongong,,0.0,False,Unmatched
U0169,ghent university,Belgium,,,,,,,,,,ghent university,,0.0,False,Unmatched
U0170,the university of exeter,United Kingdom,,,,,,,,,,university of exeter,,0.0,False,Unmatched
U0171,university of cape town,South Africa,,,,,,,,,,university of cape town,,0.0,False,Unmatched
U0172,university of reading,United Kingdom,,,,,,,,,,university of reading,,0.0,False,Unmatched
U0173,hokkaido university,Japan,,,,,,,,,,hokkaido university,,0.0,False,Unmatched
U0174,curtin university,Australia,,,,,,,,,,curtin university,,0.0,False,Unmatched
U0175,universitat autònoma de barcelona,Spain,,,,,,,,,,universitat autonoma de barcelona,,0.0,False,Unmatched
U0176,mcmaster university,Canada,,,,,,,,,,mcmaster university,,0.0,False,Unmatched
U0177,washington university in st. louis,United States,,,,,,,,,,washington university in st louis,,0.0,False,Unmatched
U0178,"university of california, santa barbara (ucsb)",United States,,,,,,,,,,university of california santa barbara,,0.0,False,Unmatched
U0179,"the university of newcastle, australia (uon)",Australia,,,,,,,,,,university of newcastle australia,,0.0,False,Unmatched
U0180,universidad de los andes,Colombia,,,,,,,,,,universidad de los andes,,0.0,False,Unmatched
U0181,universiti teknologi malaysia,Malaysia,,,,,,,,,,universiti teknologi malaysia,,0.0,False,Unmatched
U0182,waseda university,Japan,,,,,,,,,,waseda university,,0.0,False,Unmatched
U0183,hamad bin khalifa university,Qatar,,,,,,,,,,hamad bin khalifa university,,0.0,False,Unmatched
U0184,university of york,United Kingdom,,,,,,,,,,university of york,,0.0,False,Unmatched
U0185,tecnológico de monterrey,Mexico,,,,,,,,,,tecnologico de monterrey,,0.0,False,Unmatched
U0186,cardiff university,United Kingdom,,,,,,,,,,cardiff university,,0.0,False,Unmatched
U0187,école normale supérieure de lyon,France,,,,,,,,,,ecole normale superieure de lyon,,0.0,False,Unmatched
U0188,keio university,Japan,,,,,,,,,,keio university,,0.0,False,Unmatched
U0189,university of ottawa,Canada,,,,,,,,,,university of ottawa,,0.0,False,Unmatched
U0190,technische universität wien,Austria,,,,,,,,,,technische universitat wien,,0.0,False,Unmatched
U0191,universität hamburg,Germany,,,,,,,,,,universitat hamburg,,0.0,False,Unmatched
U0192,tongji university,China (Mainland),,,,,,,,,,tongji university,,0.0,False,Unmatched
U0193,queen's university at kingston,Canada,,,,,,,,,,queen s university at kingston,,0.0,False,Unmatched
U0194,university of gothenburg,Sweden,,,,,,,,,,university of gothenburg,,0.0,False,Unmatched
U0195,wuhan university,China (Mainland),,,,,,,,,,wuhan university,,0.0,False,Unmatched
U0196,emory university,United States,,,,,,,,,,emory university,,0.0,False,Unmatched
U0197,deakin university,Australia,,,,,,,,,,deakin university,,0.0,False,Unmatched
U0198,universidad autónoma de madrid,Spain,,,,,,,,,,universidad autonoma de madrid,,0.0,False,Unmatched
U0199,university of calgary,Canada,,,,,,,,,,university of calgary,,0.0,False,Unmatched
U0200,arizona state university,United States,,,,,,,,,,arizona state university,,0.0,False,Unmatched
U0201,king saud university,Saudi Arabia,,,,,,,,,,king saud university,,0.0,False,Unmatched
U0202,american university of sharjah,United Arab Emirates,,,,,,,,,,american university of sharjah,,0.0,False,Unmatched
U0203,université catholique de louvain (uclouvain),Belgium,,,,,,,,,,universite catholique de louvain,,0.0,False,Unmatched
U0204,university of minnesota twin cities,United States,,,,,,,,,,university of minnesota twin cities,,0.0,False,Unmatched
U0205,ecole des ponts paristech,France,,,,,,,,,,ecole des ponts paristech,,0.0,False,Unmatched
U0206,queen's university belfast,United Kingdom,,,,,,,,,,queen s university belfast,,0.0,False,Unmatched
U0207,universitas indonesia,Indonesia,,,,,,,,,,universitas indonesia,,0.0,False,Unmatched
U0208,the ohio state university,United States,,,,,,,,,,ohio state university,,0.0,False,Unmatched
U0209,tel aviv university,Israel,,,,,,,,,,tel aviv university,,0.0,False,Unmatched
U0210,national tsing hua university,Taiwan,,,,,,,,,,national tsing hua university,,0.0,False,Unmatched
U0211,indian institute of science,India,,,,,,,,,,indian institute of science,,0.0,False,Unmatched
U0212,albert-ludwigs-universitaet freiburg,Germany,,,,,,,,,,albert ludwigs universitaet freiburg,,0.0,False,Unmatched
U0213,queensland university of technology (qut),Australia,,,,,,,,,,queensland university of technology,,0.0,False,Unmatched
U0214,university of otago,New Zealand,,,,,,,,,,university of otago,,0.0,False,Unmatched
U0215,national cheng kung university (ncku),Taiwan,,,,,,,,,,national cheng kung university,,0.0,False,Unmatched
U0216,university of florida,United States,,,,,,,,,,university of florida,,0.0,False,Unmatched
U0217,la trobe university,Australia,,,,,,,,,,la trobe university,,0.0,False,Unmatched
