world_rank,university_name,national_rank,total_score,alumni,award,hici,ns,pub,pcp,year,university_id
34.0,University of Colorado at Boulder,26,37.2,12.9,34.1,37.1,40.1,46.1,34.8,2014,UNI_01239
35.0,Pierre and Marie Curie University - Paris 6,1,35.4,34.5,27.4,25.8,30.2,60.0,23.8,2014,UNI_01242
36.0,University of North Carolina at Chapel Hill,27,35.2,9.1,16.3,40.4,36.3,61.1,25.6,2014,UNI_00974
37.0,University of British Columbia,2,35.1,15.8,18.8,34.2,34.0,63.9,24.4,2014,UNI_00100
38.0,The University of Manchester,5,34.7,19.0,32.6,28.0,28.2,57.8,25.9,2014,UNI_00892
39.0,The University of Texas at Austin,28,34.5,16.6,16.3,38.6,36.3,55.7,26.0,2014,UNI_01105
39.0,University of Copenhagen,1,34.5,22.3,18.8,27.1,32.0,61.1,36.2,2014,UNI_00246
41.0,"University of California, Santa Barbara",29,34.3,14.9,35.1,38.7,28.8,38.6,36.9,2014,UNI_00970
42.0,University of Paris Sud (Paris 11),2,34.2,31.1,54.3,16.8,18.5,48.4,26.5,2014,UNI_01245
43.0,"University of Maryland, College Park",30,32.7,19.7,20.0,31.9,32.5,52.5,26.0,2014,UNI_01136
44.0,The University of Melbourne,1,32.6,17.5,13.3,29.3,26.7,65.9,29.7,2014,UNI_00026
45.0,The University of Edinburgh,6,32.5,21.1,24.9,25.8,32.5,51.8,25.8,2014,UNI_00939
45.0,The University of Texas Southwestern Medical Center at Dallas,31,32.5,19.0,34.5,30.3,37.2,35.8,22.2,2014,UNI_01240
47.0,Karolinska Institute,1,31.9,22.9,26.6,24.8,22.4,51.8,37.0,2014,UNI_00807
47.0,"University of California, Irvine",32,31.9,0.0,29.3,35.0,31.5,46.0,27.8,2014,UNI_01017
49.0,Heidelberg University,1,31.1,13.9,25.3,23.7,27.5,52.2,32.2,2014,UNI_00376
49.0,University of Munich,1,31.1,26.3,19.1,20.3,31.7,51.3,32.1,2014,UNI_01243
51.0,University of Southern California,33,31.0,0.0,31.7,34.8,22.8,52.3,19.7,2014,UNI_01031
52.0,"Rutgers, The State University of New Jersey - New Brunswick",34,30.9,10.5,18.8,34.5,30.1,49.8,24.5,2014,UNI_01241
53.0,Technical University Munich,3,30.7,35.7,21.6,22.3,23.7,48.6,31.2,2014,UNI_01244
54.0,Vanderbilt University,35,30.6,15.8,29.0,28.4,22.8,51.5,18.9,2014,UNI_01019
55.0,"University of California, Davis",36,30.4,0.0,0.0,41.0,35.1,59.3,26.1,2014,UNI_01092
56.0,University of Zurich,2,30.3,5.3,24.0,27.1,29.3,52.1,25.1,2014,UNI_00817
57.0,Utrecht University,1,30.2,23.5,20.0,30.0,24.6,47.7,27.0,2014,UNI_00639
58.0,Pennsylvania State University - University Park,37,30.0,10.5,0.0,42.3,33.0,54.7,22.6,2014,UNI_01155
59.0,King's College London,7,29.7,21.7,21.0,27.6,19.3,53.7,24.9,2014,UNI_00909
60.0,Purdue University - West Lafayette,38,29.5,13.9,23.1,27.7,25.8,49.5,22.2,2014,UNI_01160
60.0,Uppsala University,2,29.5,18.2,27.4,18.4,25.8,49.5,26.7,2014,UNI_00810
62.0,Carnegie Mellon University,39,29.4,32.4,31.6,28.6,15.6,34.4,34.0,2014,UNI_00987
63.0,University of Bristol,8,28.9,7.4,16.3,25.7,34.2,46.3,29.5,2014,UNI_00890
64.0,The Ohio State University - Columbus,40,28.7,12.9,0.0,38.3,25.5,60.6,18.8,2014,UNI_01157
65.0,University of Pittsburgh-Pittsburgh Campus,41,28.6,19.0,0.0,39.8,19.2,61.9,18.5,2014,UNI_01159
66.0,University of Geneva,3,28.5,22.3,28.2,18.9,29.0,37.8,28.3,2014,UNI_00814
67.0,Ecole Normale Superieure - Paris,3,28.3,50.2,28.0,11.2,16.8,26.8,59.8,2014,UNI_01249
67.0,McGill University,3,28.3,31.1,0.0,22.8,27.1,59.4,26.2,2014,UNI_00104
69.0,University of Oslo,1,28.1,18.2,32.6,15.9,16.5,50.0,25.9,2014,UNI_00657
70.0,Ghent University,1,28.0,5.3,13.3,26.9,19.6,57.1,33.9,2014,UNI_00057
70.0,The Hebrew University of Jerusalem,1,28.0,32.9,28.2,19.6,21.3,37.2,27.8,2014,UNI_00472
72.0,Boston University,42,27.8,11.8,11.5,29.9,27.0,50.3,21.9,2014,UNI_01000
73.0,University of Helsinki,1,27.5,12.9,16.3,24.2,20.0,52.3,29.6,2014,UNI_00263
74.0,Aarhus University,2,27.4,11.8,22.1,12.3,26.7,51.9,29.8,2014,UNI_00248
74.0,Brown University,43,27.4,14.9,13.3,26.2,26.7,43.6,32.6,2014,UNI_01021
74.0,The Australian National University,2,27.4,13.9,19.2,24.8,22.8,45.1,29.1,2014,UNI_00009
77.0,Leiden University,2,27.3,18.2,9.4,25.7,23.7,48.4,33.3,2014,UNI_00636
78.0,Osaka University,3,26.8,9.1,0.0,30.9,29.9,54.4,22.3,2014,UNI_00573
78.0,Stockholm University,3,26.8,24.7,27.4,18.1,20.3,39.9,25.3,2014,UNI_00804
78.0,Technion-Israel Institute of Technology,2,26.8,24.1,37.6,15.2,19.1,33.3,27.1,2014,UNI_00474
78.0,University of Florida,44,26.8,17.5,0.0,30.9,22.0,60.4,17.5,2014,UNI_01079
82.0,Rice University,45,26.7,16.6,21.7,28.1,24.6,30.0,34.6,2014,UNI_01013
82.0,University of Groningen,3,26.7,0.0,18.8,23.0,19.9,52.6,32.0,2014,UNI_00634
84.0,Moscow State University,1,26.1,42.4,33.0,0.0,9.7,47.9,30.7,2014,UNI_01246
85.0,The University of Queensland,3,25.7,12.9,0.0,22.0,21.7,61.4,27.8,2014,UNI_00014
86.0,University of Arizona,46,25.4,14.9,0.0,27.2,30.7,48.4,20.5,2014,UNI_01123
87.0,University of Utah,47,25.0,0.0,11.5,26.5,27.2,47.3,18.7,2014,UNI_00984
88.0,Arizona State University,48,24.9,0.0,20.0,22.2,27.3,42.5,19.1,2014,UNI_01147
88.0,The University of Western Australia,4,24.9,13.9,14.1,22.9,15.3,47.9,28.4,2014,UNI_00019
90.0,McMaster University,4,24.8,12.9,18.8,23.2,15.5,45.7,22.6,2014,UNI_00108
90.0,University of Basel,4,24.8,19.7,16.3,17.4,20.8,39.4,34.4,2014,UNI_00812
90.0,University of Rochester,49,24.8,25.2,7.7,25.2,24.0,40.7,21.5,2014,UNI_01138
93.0,"University of California, Santa Cruz",50,24.7,0.0,0.0,37.9,34.3,29.4,37.3,2014,UNI_01042
94.0,University of Bonn,4,24.6,15.8,19.8,17.4,21.9,40.5,25.2,2014,UNI_00365
95.0,University of Strasbourg,4,24.5,25.8,28.8,13.9,17.7,35.5,21.2,2014,UNI_00296
96.0,KU Leuven,2,24.2,0.0,0.0,29.5,19.1,54.9,29.1,2014,UNI_00056
96.0,Swiss Federal Institute of Technology Lausanne,5,24.2,0.0,0.0,26.1,29.5,43.3,38.6,2014,UNI_01356
96.0,Texas A & M University,51,24.2,0.0,0.0,34.3,23.2,50.2,20.8,2014,UNI_01096
99.0,Georgia Institute of Technology,52,24.1,12.9,0.0,31.0,22.2,43.9,28.0,2014,UNI_00996
100.0,VU University Amsterdam,4,24.0,0.0,0.0,27.8,17.5,55.3,32.6,2014,UNI_00632
101.0,Aix Marseille University,5-7,,13.9,0.0,16.8,19.5,50.0,26.5,2014,UNI_00308
101.0,Baylor College of Medicine,53-64,,0.0,0.0,23.7,29.8,40.3,19.9,2014,UNI_01221
101.0,Cardiff University,9-17,,0.0,16.3,13.6,18.8,42.4,21.2,2014,UNI_00914
101.0,Case Western Reserve University,53-64,,31.1,10.9,17.9,22.0,39.0,23.0,2014,UNI_01055
101.0,Catholic University of Louvain,3-4,,10.5,13.3,15.9,9.4,42.4,29.1,2014,UNI_01253
101.0,Emory University,53-64,,0.0,0.0,28.4,23.7,51.2,17.9,2014,UNI_01010
101.0,Hokkaido University,4-6,,11.8,16.3,7.2,16.6,44.0,19.1,2014,UNI_00539
101.0,Indiana University Bloomington,53-64,,10.5,21.6,18.5,21.4,38.2,19.4,2014,UNI_01220
101.0,Joseph Fourier University (Grenoble 1),5-7,,0.0,14.9,17.4,22.4,39.6,20.2,2014,UNI_01265
101.0,London School of Economics and Political Science,9-17,,20.4,16.3,15.2,,30.5,28.0,2014,UNI_00884
101.0,Lund University,4,,21.7,0.0,22.5,14.7,50.4,20.9,2014,UNI_00805
101.0,Mayo Medical School,53-64,,0.0,0.0,34.9,14.1,47.8,28.6,2014,UNI_01255
101.0,Michigan State University,53-64,,9.1,0.0,30.7,21.3,50.5,18.5,2014,UNI_01088
101.0,Monash University,5-7,,0.0,0.0,18.4,22.9,58.6,25.1,2014,UNI_00015
101.0,Nagoya University,4-6,,22.3,14.1,16.8,18.0,45.2,21.1,2014,UNI_00530
101.0,National Taiwan University,1,,11.8,0.0,13.9,13.1,57.9,19.9,2014,UNI_00852
101.0,National University of Singapore,1,,0.0,0.0,18.3,20.2,60.2,30.9,2014,UNI_00710
101.0,Peking University,1-3,,0.0,0.0,11.2,20.2,63.6,19.0,2014,UNI_00162
101.0,Radboud University Nijmegen,5-7,,16.6,0.0,12.3,18.1,51.7,32.1,2014,UNI_00638
101.0,Seoul National University,1,,0.0,0.0,12.3,18.9,67.8,23.4,2014,UNI_00723
101.0,Shanghai Jiao Tong University,1-3,,0.0,0.0,12.6,11.5,65.9,21.8,2014,UNI_00171
101.0,Technical University of Denmark,3,,5.3,11.5,21.1,15.5,39.0,22.6,2014,UNI_00249
101.0,The University of Glasgow,9-17,,7.4,0.0,24.9,18.7,42.3,22.6,2014,UNI_00947
101.0,The University of New South Wales,5-7,,0.0,0.0,20.2,17.3,57.8,23.2,2014,UNI_00023
101.0,The University of Sheffield,9-17,,18.2,13.3,18.4,17.4,43.7,21.6,2014,UNI_00929
101.0,The University of Texas M. D. Anderson Cancer Center,53-64,,0.0,0.0,28.9,21.2,41.6,32.2,2014,UNI_01218
101.0,Tohoku University,4-6,,14.9,0.0,20.7,21.8,53.2,21.3,2014,UNI_00580
101.0,Tsinghua University,1-3,,10.5,0.0,10.0,26.2,62.7,19.5,2014,UNI_00157
101.0,Tufts University,53-64,,19.0,16.3,20.1,16.4,35.1,25.6,2014,UNI_01023
101.0,University Libre Bruxelles,3-4,,20.4,26.6,11.3,11.8,34.6,30.8,2014,UNI_01258
101.0,University of Alberta,5-6,,11.8,0.0,23.9,20.1,55.5,22.7,2014,UNI_00094
101.0,University of Amsterdam,5-7,,5.3,0.0,20.8,19.5,53.7,28.0,2014,UNI_00635
101.0,University of Birmingham,9-17,,19.0,9.4,20.8,14.5,45.7,20.7,2014,UNI_00955
101.0,"University of California, Riverside",53-64,,12.9,0.0,24.7,27.2,32.7,28.2,2014,UNI_01106
101.0,University of Frankfurt,5-7,,31.1,0.0,19.6,21.8,38.6,24.7,2014,UNI_01259
101.0,University of Freiburg,5-7,,19.0,18.8,13.0,25.0,37.8,24.4,2014,UNI_00382
101.0,University of Goettingen,5-7,,31.6,14.9,13.1,17.9,40.2,24.7,2014,UNI_01248
101.0,University of Leeds,9-17,,17.5,0.0,18.4,20.5,43.3,20.1,2014,UNI_00917
101.0,University of Liverpool,9-17,,17.5,13.3,16.3,19.4,42.0,22.7,2014,UNI_00916
101.0,University of Massachusetts Amherst,53-64,,13.9,0.0,32.8,17.3,36.0,23.2,2014,UNI_01230
101.0,University of Massachusetts Medical School - Worcester,53-64,,0.0,20.0,14.3,28.4,27.7,24.4,2014,UNI_01291
101.0,University of Montreal,5-6,,11.8,0.0,15.9,17.5,50.9,21.4,2014,UNI_00115
101.0,University of Nottingham,9-17,,11.8,20.0,17.0,17.3,46.5,19.9,2014,UNI_00928
101.0,University of Sao Paulo,1,,0.0,0.0,12.2,12.0,72.9,15.4,2014,UNI_01261
101.0,University of Southampton,9-17,,0.0,0.0,24.6,21.3,46.8,24.4,2014,UNI_00902
101.0,University of Sydney,5-7,,14.9,0.0,9.6,17.9,64.1,24.7,2014,UNI_00025
101.0,University of Virginia,53-64,,0.0,0.0,27.0,27.9,43.4,18.8,2014,UNI_01035
101.0,University of Wageningen,5-7,,0.0,0.0,22.8,19.9,41.8,32.1,2014,UNI_01274
101.0,University Paris Diderot - Paris 7,5-7,,11.8,9.4,14.9,32.2,44.5,19.4,2014,UNI_01357
101.0,Weizmann Institute of Science,3,,18.2,16.3,17.0,34.4,27.3,24.1,2014,UNI_00470
151.0,Erasmus University,8,,0.0,14.9,22.0,7.5,34.8,26.4,2014,UNI_01264
151.0,Fudan University,4-6,,0.0,0.0,12.2,15.0,56.3,21.3,2014,UNI_00134
151.0,George Mason University,65-77,,0.0,31.9,5.1,9.3,27.9,18.1,2014,UNI_01073
151.0,Icahn School of Medicine at Mount Sinai,65-77,,0.0,0.0,26.0,25.2,35.9,20.8,2014,UNI_01211
151.0,Iowa State University,65-77,,0.0,0.0,18.5,20.0,38.9,19.6,2014,UNI_01063
151.0,King Abdulaziz University,1-2,,0.0,0.0,33.1,5.1,39.0,12.2,2014,UNI_00705
151.0,King Saud University,1-2,,0.0,0.0,34.5,6.0,40.5,13.8,2014,UNI_00706
151.0,Kyushu University,7-8,,0.0,0.0,13.1,14.8,45.8,18.0,2014,UNI_00541
151.0,Nanyang Technological University,2,,0.0,0.0,11.2,10.6,50.4,25.0,2014,UNI_00709
151.0,North Carolina State University - Raleigh,65-77,,0.0,0.0,24.0,14.6,41.5,18.9,2014,UNI_01256
151.0,Oregon Health and Science University,65-77,,0.0,0.0,20.8,22.3,34.5,22.0,2014,UNI_01140
151.0,Oregon State University,65-77,,10.5,0.0,23.0,20.8,35.3,22.4,2014,UNI_01051
151.0,Tel Aviv University,4,,0.0,0.0,20.7,14.4,47.4,24.9,2014,UNI_00471
151.0,The Chinese University of Hong Kong,1-2,,0.0,14.1,15.1,5.1,43.3,21.7,2014,UNI_00417
151.0,The University of Adelaide,8,,14.9,0.0,15.1,10.9,41.4,24.5,2014,UNI_00020
151.0,The University of Calgary,7,,0.0,0.0,13.8,15.3,45.0,18.0,2014,UNI_00098
151.0,The University of Georgia,65-77,,0.0,0.0,20.6,20.6,42.1,18.3,2014,UNI_01046
151.0,The University of Hong Kong,1-2,,0.0,0.0,17.5,15.5,44.0,22.4,2014,UNI_00419
151.0,Tokyo Institute of Technology,7-8,,12.9,0.0,15.9,17.6,38.4,24.4,2014,UNI_00561
151.0,Trinity College Dublin,1,,10.5,13.3,10.7,13.2,32.0,18.3,2014,UNI_00468
151.0,University of Barcelona,1,,0.0,0.0,15.1,11.5,51.8,18.4,2014,UNI_00787
151.0,University of Bern,6-7,,12.9,0.0,16.3,21.7,40.3,26.5,2014,UNI_00815
151.0,University of Bologna,1-6,,0.0,0.0,13.8,11.2,48.1,18.4,2014,UNI_00500
151.0,University of Buenos Aires,1,,14.9,24.0,0.0,9.0,36.3,21.2,2014,UNI_00003
151.0,University of Delaware,65-77,,10.5,16.3,20.1,11.7,32.2,19.4,2014,UNI_01137
151.0,University of East Anglia,18-20,,13.9,0.0,19.2,15.4,29.9,23.5,2014,UNI_00931
151.0,University of Gothenburg,5,,0.0,15.4,12.3,13.9,42.7,19.7,2014,UNI_00800
151.0,University of Hamburg,8-13,,11.8,0.0,13.9,20.0,36.6,20.8,2014,UNI_00350
151.0,University of Hawaii at Manoa,65-77,,0.0,0.0,20.1,23.8,36.3,18.7,2014,UNI_01165
151.0,University of Illinois at Chicago,65-77,,0.0,0.0,18.9,14.4,43.9,17.4,2014,UNI_01146
151.0,University of Iowa,65-77,,0.0,0.0,20.3,21.2,45.3,17.7,2014,UNI_01091
151.0,University of Kiel,8-13,,10.5,13.3,12.2,13.4,31.2,18.2,2014,UNI_00347
151.0,University of Koeln,8-13,,0.0,11.5,8.6,17.5,37.2,20.2,2014,UNI_01269
151.0,University of Lausanne,6-7,,0.0,0.0,14.9,23.3,33.9,21.5,2014,UNI_00813
151.0,University of Miami,65-77,,0.0,0.0,22.0,18.9,41.0,15.3,2014,UNI_01089
151.0,University of Milan,1-6,,17.5,0.0,14.2,10.5,46.0,20.8,2014,UNI_00492
151.0,University of Muenster,8-13,,19.7,13.3,13.2,15.2,36.5,21.3,2014,UNI_01260
151.0,University of Padua,1-6,,0.0,0.0,11.3,17.7,48.7,22.0,2014,UNI_00480
151.0,University of Paris Descartes (Paris 5),8,,11.8,9.4,12.2,16.2,42.0,16.3,2014,UNI_01272
151.0,University of Pisa,1-6,,13.9,23.1,7.2,6.7,38.1,22.2,2014,UNI_00505
151.0,University of Roma - La Sapienza,1-6,,11.8,13.3,5.1,11.6,53.4,17.9,2014,UNI_01250
151.0,University of Science and Technology of China,4-6,,0.0,0.0,15.9,15.2,47.5,23.9,2014,UNI_00177
151.0,University of Sussex,18-20,,0.0,22.4,15.2,13.5,29.0,25.6,2014,UNI_00882
151.0,University of Tuebingen,8-13,,22.9,0.0,12.2,18.7,42.5,23.5,2014,UNI_01262
151.0,University of Turin,1-6,,15.8,0.0,16.2,9.5,40.3,20.1,2014,UNI_00502
151.0,University of Vienna,1,,13.9,0.0,17.2,21.9,37.0,24.2,2014,UNI_00038
151.0,University of Warwick,18-20,,0.0,0.0,22.5,13.1,38.9,21.9,2014,UNI_00960
151.0,University of Wuerzburg,8-13,,19.7,0.0,18.9,15.0,34.4,20.7,2014,UNI_01263
151.0,Virginia Commonwealth University,65-77,,10.5,14.1,15.9,11.8,34.0,14.6,2014,UNI_01229
151.0,Zhejiang University,4-6,,0.0,0.0,7.1,12.5,66.5,19.0,2014,UNI_00189
201.0,Autonomous University of Barcelona,2-4,,0.0,0.0,5.0,13.7,45.3,20.3,2014,UNI_00789
201.0,Autonomous University of Madrid,2-4,,0.0,0.0,11.3,12.0,39.0,17.1,2014,UNI_00759
201.0,Beijing Normal University,7-12,,15.8,0.0,5.0,7.8,37.2,15.4,2014,UNI_00213
201.0,Charles University in Prague,1,,9.1,0.0,0.0,10.4,43.6,19.3,2014,UNI_00238
201.0,City University of Hong Kong,3-4,,0.0,0.0,18.1,1.5,37.9,21.5,2014,UNI_00415
201.0,Claude Bernard University Lyon 1,9-14,,10.5,0.0,0.0,17.4,41.0,14.5,2014,UNI_00285
201.0,Colorado State University,78-104,,0.0,0.0,20.3,13.6,35.5,19.5,2014,UNI_01006
201.0,Dalhousie University,8-16,,0.0,0.0,12.2,15.2,34.1,17.9,2014,UNI_00110
201.0,Dartmouth College,78-104,,18.2,0.0,20.7,14.1,25.6,20.3,2014,UNI_01152
201.0,Delft University of Technology,9-10,,11.8,0.0,8.6,18.3,38.6,21.3,2014,UNI_00640
201.0,Durham University,21-29,,0.0,0.0,19.6,15.5,34.1,21.0,2014,UNI_00881
201.0,Ecole Normale Superieure - Lyon,9-14,,0.0,20.0,3.6,11.7,21.0,28.4,2014,UNI_01297
201.0,Florida State University,78-104,,0.0,0.0,14.6,16.0,37.9,19.1,2014,UNI_01141
201.0,Harbin Institute of Technology,7-12,,0.0,0.0,10.0,2.9,47.5,14.7,2014,UNI_00195
201.0,Huazhong University of Science and Technology,7-12,,0.0,0.0,0.0,7.7,50.4,15.7,2014,UNI_00144
201.0,Karlsruhe Institute of Technology (KIT),14-22,,0.0,0.0,12.0,15.1,38.0,19.8,2014,UNI_01353
201.0,Kobe University,9-10,,14.9,0.0,5.1,14.7,30.9,15.4,2014,UNI_00557
201.0,Korea Advanced Institute of Science and Technology,2-5,,0.0,0.0,8.3,16.8,38.7,28.8,2014,UNI_01302
201.0,Korea University,2-5,,0.0,0.0,8.7,10.2,49.1,21.2,2014,UNI_00743
201.0,Laval University,8-16,,0.0,0.0,15.0,9.3,36.9,16.0,2014,UNI_00097
201.0,Louisiana State University - Baton Rouge,78-104,,0.0,0.0,13.6,12.6,34.0,14.3,2014,UNI_01210
201.0,Maastricht University,9-10,,0.0,0.0,10.7,6.6,41.5,24.8,2014,UNI_00642
201.0,Macquarie University,9,,0.0,0.0,18.1,13.0,32.8,24.3,2014,UNI_00027
201.0,Medical University of Vienna,2-3,,9.1,9.4,8.6,9.7,32.9,18.0,2014,UNI_00039
201.0,Nanjing University,7-12,,0.0,0.0,0.7,6.9,51.5,17.8,2014,UNI_00154
201.0,National Autonomous University of Mexico,1,,12.9,0.0,3.3,10.4,47.7,23.2,2014,UNI_00627
201.0,National Cheng Kung University,2-3,,0.0,0.0,10.1,2.7,43.6,17.9,2014,UNI_00833
201.0,National Tsing Hua University,2-3,,12.9,0.0,5.1,12.6,32.7,20.8,2014,UNI_00829
201.0,Newcastle University,21-29,,0.0,0.0,12.2,16.0,38.5,18.8,2014,UNI_00941
201.0,Northeastern University,78-104,,0.0,0.0,15.9,18.1,28.8,20.2,2014,UNI_01110
201.0,Norwegian University of Science and Technology - NTNU,2-3,,13.9,0.0,10.1,13.4,37.3,18.0,2014,UNI_01358
201.0,Paul Sabatier University (Toulouse 3),9-14,,0.0,0.0,12.3,20.6,38.1,14.3,2014,UNI_01276
201.0,Polytechnic Institute of Milan,7-8,,7.4,14.9,5.0,8.4,33.1,20.3,2014,UNI_01305
201.0,"Queen Mary, University of London",21-29,,18.2,0.0,18.1,11.6,31.7,19.9,2014,UNI_00944
201.0,Queen's University,8-16,,0.0,0.0,13.1,11.8,33.9,19.2,2014,UNI_00099
201.0,Rensselaer Polytechnic Institute,78-104,,12.9,0.0,13.9,12.2,23.1,23.8,2014,UNI_01075
201.0,Royal Institute of Technology,6-8,,0.0,14.9,3.6,9.9,38.0,23.5,2014,UNI_00808
201.0,RWTH Aachen University,14-22,,0.0,0.0,15.1,8.1,41.1,20.8,2014,UNI_00364
201.0,Simon Fraser University,8-16,,0.0,0.0,12.2,12.9,33.3,18.8,2014,UNI_00096
201.0,State University of New York at Buffalo,78-104,,0.0,0.0,13.1,8.1,38.8,15.5,2014,UNI_01279
201.0,Stony Brook University,78-104,,0.0,0.0,14.8,18.9,36.9,16.8,2014,UNI_00978
201.0,Sun Yat-sen University,7-12,,0.0,0.0,8.7,8.8,53.2,17.0,2014,UNI_00136
201.0,Sungkyunkwan University,2-5,,0.0,0.0,0.0,12.2,47.2,21.3,2014,UNI_00729
201.0,Swedish University of Agricultural Sciences,6-8,,0.0,0.0,13.3,13.3,30.0,24.0,2014,UNI_00801
201.0,The George Washington University,78-104,,11.8,0.0,6.3,11.1,34.4,17.0,2014,UNI_01125
201.0,The Hong Kong University of Science and Technology,3-4,,0.0,0.0,17.4,8.1,30.1,22.8,2014,UNI_00418
201.0,The University of Alabama at Birmingham,78-104,,0.0,0.0,18.1,13.6,41.3,15.5,2014,UNI_01212
201.0,The University of Auckland,1-2,,13.9,0.0,10.1,13.5,40.0,20.8,2014,UNI_00649
201.0,The University of Dundee,21-29,,0.0,0.0,16.8,16.0,26.1,20.3,2014,UNI_00911
201.0,The University of New Mexico - Albuquerque,78-104,,0.0,0.0,14.9,16.8,34.2,15.3,2014,UNI_01280
201.0,The University of Texas Health Science Center at Houston,78-104,,0.0,15.4,13.9,9.7,32.2,16.5,2014,UNI_01232
201.0,TU Dresden,14-22,,0.0,0.0,10.7,16.0,39.9,20.6,2014,UNI_00348
201.0,Umea University,6-8,,0.0,0.0,12.2,11.3,33.8,16.7,2014,UNI_01281
201.0,University College Dublin,2,,0.0,0.0,10.7,12.3,34.8,17.9,2014,UNI_00469
201.0,University of Aberdeen,21-29,,0.0,13.3,12.2,12.6,31.9,21.2,2014,UNI_00891
201.0,University of Bergen,2-3,,0.0,0.0,10.7,14.6,36.9,19.5,2014,UNI_00655
201.0,University of Bochum,14-22,,0.0,0.0,13.3,9.9,36.5,18.6,2014,UNI_01282
201.0,University of Bordeaux,9-14,,0.0,0.0,14.3,16.6,40.0,15.4,2014,UNI_00314
201.0,University of Cape Town,1-2,,19.0,0.0,12.2,10.0,35.6,19.1,2014,UNI_00716
201.0,University of Cincinnati,78-104,,0.0,0.0,22.6,9.3,39.7,15.3,2014,UNI_01132
201.0,University of Erlangen-Nuremberg,14-22,,0.0,0.0,15.9,14.6,39.3,20.8,2014,UNI_00359
201.0,University of Exeter,21-29,,0.0,0.0,17.8,18.8,33.6,22.7,2014,UNI_00889
201.0,University of Florence,7-8,,0.0,0.0,16.8,10.5,38.9,18.6,2014,UNI_00485
201.0,University of Guelph,8-16,,0.0,0.0,17.5,9.7,31.1,18.7,2014,UNI_00101
201.0,University of Houston,78-104,,0.0,0.0,17.3,11.4,36.7,19.9,2014,UNI_00997
201.0,University of Innsbruck,2-3,,0.0,9.4,14.8,17.1,24.8,24.5,2014,UNI_00045
201.0,University of Kansas,78-104,,11.8,0.0,11.3,13.3,39.5,14.5,2014,UNI_01097
201.0,University of Kentucky,78-104,,10.5,0.0,3.6,12.5,39.7,13.5,2014,UNI_01099
201.0,University of Leicester,21-29,,0.0,0.0,14.6,18.8,32.7,20.4,2014,UNI_00913
201.0,University of Leipzig,14-22,,11.8,13.3,5.0,9.6,34.6,18.5,2014,UNI_01270
201.0,University of Liege,5,,7.4,0.0,10.1,14.6,31.5,23.9,2014,UNI_01290
201.0,University of Lisbon,1,,0.0,8.1,5.0,10.8,46.8,22.8,2014,UNI_00677
201.0,University of Lorraine,9-14,,11.8,16.3,0.0,7.9,33.7,18.2,2014,UNI_00291
201.0,University of Mainz,14-22,,0.0,7.7,8.9,16.8,37.1,20.1,2014,UNI_01271
201.0,University of Marburg,14-22,,10.5,0.0,14.3,12.1,29.5,16.6,2014,UNI_00379
201.0,"University of Maryland, Baltimore",78-104,,0.0,0.0,19.1,15.6,38.3,16.8,2014,UNI_01214
201.0,University of Missouri - Columbia,78-104,,9.1,0.0,3.6,15.2,37.2,13.5,2014,UNI_01223
201.0,University of Montpellier 2,9-14,,10.5,0.0,6.3,15.0,31.1,17.3,2014,UNI_00322
201.0,University of Nebraska - Lincoln,78-104,,17.5,0.0,16.8,12.5,34.3,16.8,2014,UNI_00998
201.0,University of Notre Dame,78-104,,12.9,0.0,17.5,13.0,32.1,19.7,2014,UNI_01004
201.0,University of Oregon,78-104,,9.1,0.0,10.1,17.0,27.1,18.5,2014,UNI_01027
201.0,University of Otago,1-2,,0.0,0.0,12.2,11.3,34.6,27.2,2014,UNI_00646
201.0,University of Ottawa,8-16,,0.0,0.0,8.6,13.4,43.3,18.8,2014,UNI_00111
201.0,University of South Carolina - Columbia,78-104,,0.0,0.0,16.8,6.9,35.2,15.5,2014,UNI_01228
201.0,University of South Florida,78-104,,0.0,0.0,16.3,9.7,40.0,18.1,2014,UNI_01056
201.0,University of St Andrews,21-29,,10.5,0.0,3.8,17.7,29.0,20.4,2014,UNI_00956
201.0,University of Stuttgart,14-22,,19.0,0.0,10.1,11.7,27.0,15.7,2014,UNI_00345
201.0,University of Tennessee - Knoxville,78-104,,10.5,0.0,15.9,13.1,39.1,14.6,2014,UNI_01082
201.0,University of the Witwatersrand,1-2,,19.0,0.0,7.1,16.3,31.9,18.3,2014,UNI_00718
201.0,University of Tsukuba,9-10,,0.0,19.6,5.8,10.9,35.7,15.6,2014,UNI_00589
201.0,University of Valencia,2-4,,0.0,0.0,8.6,9.4,41.8,14.4,2014,UNI_00770
201.0,University of Victoria,8-16,,0.0,0.0,17.2,8.2,30.6,19.5,2014,UNI_00116
201.0,University of Waterloo,8-16,,0.0,0.0,14.6,12.6,41.6,21.3,2014,UNI_00119
201.0,University of York,21-29,,0.0,0.0,13.9,16.2,33.0,20.4,2014,UNI_00895
201.0,Virginia Polytechnic Institute and State University,78-104,,11.8,0.0,11.4,8.4,40.4,16.7,2014,UNI_01084
201.0,Washington State University,78-104,,0.0,0.0,17.3,10.0,30.0,16.1,2014,UNI_01041
201.0,Western University (The University of Western Ontario),8-16,,0.0,0.0,5.1,15.0,41.9,18.0,2014,UNI_00109
201.0,Xian Jiao Tong University,7-12,,0.0,0.0,8.7,8.1,46.4,17.4,2014,UNI_00146
