world_rank,university_name,national_rank,total_score,alumni,award,hici,ns,pub,pcp,year,university_id
305.0,Scuola Normale Superiore - Pisa,9-14,,0.0,0.0,10.5,6.5,16.7,40.3,2007,UNI_01307
305.0,Simon Fraser University,18,,0.0,0.0,10.5,10.9,31.8,15.9,2007,UNI_00096
305.0,State University of New York Health Science Center at Brooklyn,118-140,,0.0,15.5,10.5,7.3,15.9,11.5,2007,UNI_01308
305.0,Stockholm School of Economics,10,,0.0,16.7,0.0,,10.4,28.8,2007,UNI_01309
305.0,Sungkyunkwan University,4,,0.0,0.0,0.0,6.2,38.0,14.6,2007,UNI_00729
305.0,Technical University of Braunschweig,23-36,,15.6,0.0,7.4,6.3,23.3,12.4,2007,UNI_01310
305.0,Temple University,118-140,,0.0,0.0,14.8,1.6,29.2,12.4,2007,UNI_01033
305.0,Texas Tech University,118-140,,0.0,0.0,10.5,7.9,30.4,14.0,2007,UNI_01053
305.0,The Open University,34-37,,0.0,0.0,12.8,17.2,22.8,18.9,2007,UNI_00903
305.0,The University of Montana - Missoula,118-140,,8.3,0.0,10.5,14.3,18.0,16.2,2007,UNI_01201
305.0,The University of Texas at Dallas,118-140,,0.0,0.0,10.5,10.0,23.3,18.3,2007,UNI_01118
305.0,Thomas Jefferson University,118-140,,0.0,0.0,14.8,10.5,29.1,15.5,2007,UNI_01233
305.0,Tokyo Medical and Dental University,13-18,,0.0,0.0,7.4,8.2,25.4,22.4,2007,UNI_00570
305.0,Tulane University,118-140,,0.0,0.0,14.8,7.2,28.1,13.3,2007,UNI_01139
305.0,University College Dublin,2,,0.0,0.0,7.4,7.2,29.2,14.0,2007,UNI_00469
305.0,University of Arkansas at Fayetteville,118-140,,0.0,0.0,10.5,7.9,25.8,13.6,2007,UNI_01338
305.0,University of Bayreuth,23-36,,0.0,0.0,7.4,13.6,22.9,12.5,2007,UNI_00360
305.0,University of Bergen,3,,0.0,0.0,0.0,15.5,35.3,17.4,2007,UNI_00655
305.0,University of Bielefeld,23-36,,0.0,0.0,14.8,11.2,24.8,13.9,2007,UNI_01311
305.0,University of Bordeaux 1,13-18,,8.3,0.0,12.8,9.4,27.6,14.6,2007,UNI_01283
305.0,University of Central Florida,118-140,,0.0,0.0,16.6,4.0,30.0,13.8,2007,UNI_01180
305.0,University of Duesseldorf,23-36,,0.0,0.0,10.5,9.5,32.8,16.1,2007,UNI_01312
305.0,University of Duisburg-Essen,23-36,,0.0,0.0,7.4,8.5,29.1,14.1,2007,UNI_00338
305.0,University of Essex,34-37,,16.6,0.0,7.4,7.7,20.5,21.6,2007,UNI_00901
305.0,University of Exeter,34-37,,0.0,0.0,0.0,15.5,26.6,22.4,2007,UNI_00889
305.0,University of Genova,9-14,,0.0,0.0,14.8,4.1,33.1,13.7,2007,UNI_01286
305.0,University of Giessen,23-36,,0.0,0.0,7.4,4.8,30.8,14.4,2007,UNI_01325
305.0,University of Graz,3,,11.8,12.6,0.0,7.5,19.4,11.6,2007,UNI_00042
305.0,University of Greifswald,23-36,,0.0,8.9,7.4,7.1,23.3,12.1,2007,UNI_00349
305.0,University of Innsbruck,3,,0.0,10.9,0.0,19.7,23.5,14.7,2007,UNI_00045
305.0,University of Jena,23-36,,0.0,0.0,0.0,11.3,33.5,15.9,2007,UNI_00377
305.0,University of Konstanz,23-36,,0.0,0.0,10.5,11.3,22.7,12.4,2007,UNI_00372
305.0,University of Maastricht,10,,0.0,0.0,7.4,4.9,34.0,18.6,2007,UNI_01327
305.0,University of Naples Federico II,9-14,,0.0,0.0,7.4,4.3,41.4,12.1,2007,UNI_00497
305.0,University of Nevada - Reno,118-140,,0.0,0.0,7.4,14.6,25.0,15.4,2007,UNI_01164
305.0,University of New Hampshire - Durham,118-140,,0.0,0.0,14.8,13.4,23.5,16.6,2007,UNI_01313
305.0,University of Newcastle,10,,0.0,0.0,12.8,7.5,24.9,19.5,2007,UNI_00018
305.0,University of Oklahoma - Norman,118-140,,0.0,0.0,7.4,12.4,28.5,12.2,2007,UNI_01314
305.0,University of Otago,2,,0.0,0.0,10.5,8.7,31.6,22.5,2007,UNI_00646
305.0,University of Oulu,2,,0.0,0.0,7.4,7.2,28.5,13.7,2007,UNI_00259
305.0,University of Palermo,9-14,,0.0,0.0,12.8,7.0,27.1,11.4,2007,UNI_00488
305.0,University of Paris Dauphine (Paris 9),13-18,,0.0,26.8,7.4,0.0,10.5,13.4,2007,UNI_01315
305.0,University of Pavia,9-14,,0.0,0.0,7.4,10.5,29.8,15.3,2007,UNI_00512
305.0,University of Perugia,9-14,,0.0,0.0,7.4,8.7,28.3,14.4,2007,UNI_00524
305.0,University of Provence (Aix-Marseille 1),13-18,,8.3,0.0,7.4,9.3,22.9,11.9,2007,UNI_01330
305.0,University of Regensburg,23-36,,0.0,0.0,7.4,11.9,30.6,15.2,2007,UNI_00374
305.0,University of Rhode Island,118-140,,0.0,0.0,19.6,11.7,19.9,16.0,2007,UNI_01188
305.0,University of Stuttgart,23-36,,16.6,0.0,7.4,6.4,29.8,15.1,2007,UNI_00345
305.0,University of Szeged,1,,0.0,15.5,7.4,9.8,23.2,13.7,2007,UNI_00423
305.0,University of the Witwatersrand,2,,23.5,0.0,0.0,10.9,26.2,14.8,2007,UNI_00718
305.0,University of Turku,2,,0.0,0.0,10.5,11.2,32.9,16.4,2007,UNI_00262
305.0,University of Twente,10,,0.0,0.0,10.5,10.7,27.5,15.8,2007,UNI_00633
305.0,University of Ulm,23-36,,0.0,0.0,7.4,10.6,31.2,15.2,2007,UNI_00361
305.0,University of Warsaw,1,,16.6,0.0,0.0,3.6,32.7,15.8,2007,UNI_00672
305.0,Utah State University,118-140,,0.0,0.0,7.4,12.1,23.9,13.7,2007,UNI_01194
305.0,Vrije University Brussel,7,,16.6,0.0,0.0,10.0,26.7,22.1,2007,UNI_01337
305.0,Waseda University,13-18,,0.0,0.0,12.8,8.4,28.2,14.5,2007,UNI_00558
305.0,Yamaguchi University,13-18,,0.0,0.0,14.8,5.4,23.0,15.5,2007,UNI_00568
403.0,Aalto University,4,,0.0,0.0,0.0,10.5,28.7,13.8,2007,UNI_00258
403.0,"Birkbeck, University of London",38-42,,0.0,0.0,7.4,5.2,18.7,21.3,2007,UNI_00938
403.0,Boston College,141-166,,0.0,0.0,7.4,7.8,22.6,13.0,2007,UNI_01135
403.0,Brunel University,38-42,,0.0,0.0,10.5,0.0,23.6,23.7,2007,UNI_00950
403.0,Cairo University,1,,24.3,0.0,0.0,0.0,22.9,12.9,2007,UNI_00254
403.0,Catholic University of Chile,1,,0.0,0.0,7.4,7.8,24.1,11.9,2007,UNI_01342
403.0,Chiba University,19-33,,0.0,0.0,0.0,6.2,33.3,16.2,2007,UNI_00533
403.0,China Agricultural University,9-14,,0.0,0.0,0.0,7.4,29.0,13.2,2007,UNI_00180
403.0,Drexel University,141-166,,0.0,0.0,0.0,9.4,29.0,15.4,2007,UNI_01059
403.0,Ecole Normale Superieure - Lyon,19-23,,0.0,0.0,7.4,10.1,19.8,10.6,2007,UNI_01297
403.0,Ehime University,19-33,,0.0,0.0,7.4,8.8,22.4,14.3,2007,UNI_00535
403.0,Federal University of Minas Gerais,4,,0.0,0.0,0.0,6.8,30.9,14.3,2007,UNI_00086
403.0,Florida International University,141-166,,0.0,0.0,7.4,6.4,25.1,13.3,2007,UNI_01102
403.0,Gifu University,19-33,,0.0,0.0,7.4,6.1,24.9,16.0,2007,UNI_00536
403.0,Gunma University,19-33,,0.0,0.0,7.4,7.3,24.3,17.4,2007,UNI_00538
403.0,Hannover Medical School,37-41,,0.0,0.0,0.0,8.4,29.1,13.7,2007,UNI_00396
403.0,Hanyang University,7,,0.0,0.0,0.0,2.2,35.0,14.8,2007,UNI_00738
403.0,Howard University,141-166,,14.4,0.0,7.4,5.9,16.9,8.7,2007,UNI_01101
403.0,International School for Advanced Studies,15-20,,0.0,0.0,0.0,9.9,18.1,39.6,2007,UNI_00522
403.0,Istanbul University,1,,16.6,0.0,0.0,1.6,30.5,14.7,2007,UNI_00870
403.0,James Cook University,12-17,,0.0,0.0,0.0,13.0,21.0,19.3,2007,UNI_00021
403.0,Juntendo University,19-33,,0.0,0.0,10.5,5.2,20.6,10.7,2007,UNI_00605
403.0,Kagoshima University,19-33,,0.0,0.0,10.5,6.4,22.9,13.8,2007,UNI_00531
403.0,Kumamoto University,19-33,,0.0,0.0,0.0,8.4,26.3,15.7,2007,UNI_00578
403.0,La Trobe University,12-17,,0.0,0.0,7.4,9.8,23.0,16.1,2007,UNI_00010
403.0,Lanzhou University,9-14,,0.0,0.0,0.0,3.5,30.9,14.5,2007,UNI_00217
403.0,Lehigh University,141-166,,0.0,0.0,10.5,4.1,20.6,15.2,2007,UNI_01143
403.0,Linkoping University,11,,0.0,0.0,7.4,2.7,30.3,11.9,2007,UNI_01303
403.0,Medical College of Georgia,141-166,,0.0,0.0,7.4,7.5,22.5,11.2,2007,UNI_01318
403.0,Medical University of Graz,5,,0.0,10.9,7.4,3.8,18.8,10.5,2007,UNI_00048
403.0,Medical University of Innsbruck,5,,0.0,0.0,12.8,5.7,23.8,12.4,2007,UNI_01319
403.0,Michigan Technological University,141-166,,11.8,0.0,10.5,5.9,17.1,15.5,2007,UNI_00985
403.0,Mississippi State University,141-166,,0.0,0.0,7.4,6.5,24.8,12.3,2007,UNI_01185
403.0,Montana State University - Bozeman,141-166,,0.0,0.0,7.4,7.0,21.5,10.7,2007,UNI_01196
403.0,Murdoch University,12-17,,0.0,0.0,10.5,4.1,18.2,18.2,2007,UNI_00028
403.0,Nagasaki University,19-33,,0.0,0.0,10.5,4.3,25.4,16.4,2007,UNI_00560
403.0,Nankai University,9-14,,0.0,0.0,0.0,0.0,35.1,13.4,2007,UNI_00214
403.0,Nara Institute of Science and Technology,19-33,,0.0,0.0,10.5,8.9,17.4,10.0,2007,UNI_00600
403.0,National Central University,5,,0.0,0.0,0.0,7.0,26.8,15.6,2007,UNI_00825
403.0,National Yang Ming University,5,,0.0,0.0,0.0,5.8,27.7,19.9,2007,UNI_00843
403.0,New Mexico State University,141-166,,0.0,0.0,7.4,8.5,20.1,11.8,2007,UNI_00988
403.0,Nihon University,19-33,,0.0,0.0,7.4,4.9,28.5,13.5,2007,UNI_00581
403.0,Northeastern University,141-166,,0.0,0.0,7.4,6.9,24.5,12.3,2007,UNI_01110
403.0,Old Dominion University,141-166,,0.0,0.0,10.5,7.0,18.0,11.9,2007,UNI_01024
403.0,Osaka City University,19-33,,0.0,0.0,7.4,5.5,27.0,12.9,2007,UNI_00544
403.0,Osaka Prefecture University,19-33,,0.0,0.0,10.5,6.1,24.0,12.1,2007,UNI_00547
403.0,Polytechnic University of Turin,15-20,,0.0,0.0,12.8,1.6,24.4,12.9,2007,UNI_00494
403.0,Pusan National University,7,,0.0,0.0,0.0,6.7,28.5,13.2,2007,UNI_00736
403.0,Saarland University,37-41,,0.0,0.0,0.0,9.6,27.6,13.2,2007,UNI_00358
403.0,Sao Paulo State University,4,,0.0,0.0,0.0,2.2,34.9,15.8,2007,UNI_01320
403.0,Shandong University,9-14,,0.0,0.0,0.0,2.2,36.7,10.3,2007,UNI_00216
403.0,Southern Methodist University,141-166,,14.4,0.0,7.4,5.2,18.5,13.1,2007,UNI_01034
403.0,Sun Yat-sen University,9-14,,0.0,0.0,0.0,2.9,34.5,11.5,2007,UNI_00136
403.0,Swansea Univ,38-42,,0.0,0.0,7.4,7.3,22.7,19.5,2007,UNI_01321
403.0,The College of William and Mary,141-166,,0.0,0.0,7.4,8.2,20.3,12.8,2007,UNI_01175
403.0,The Hong Kong Polytechnic University,5,,0.0,0.0,0.0,1.6,38.2,17.9,2007,UNI_00416
403.0,The University of Akron,141-166,,0.0,0.0,10.5,7.0,21.2,11.6,2007,UNI_01170
403.0,The University of Connecticut Health Center,141-166,,0.0,0.0,7.4,13.1,19.9,11.3,2007,UNI_01323
403.0,The University of Memphis,141-166,,0.0,0.0,7.4,9.3,19.3,10.2,2007,UNI_01060
403.0,The University of Tokushima,19-33,,0.0,0.0,10.5,2.9,26.0,17.3,2007,UNI_00571
403.0,Tianjin University,9-14,,0.0,0.0,0.0,0.0,36.1,13.7,2007,UNI_00140
403.0,Tokyo Metropolitan University,19-33,,0.0,0.0,7.4,10.3,22.0,11.4,2007,UNI_00593
403.0,Tokyo University of Agriculture and Technology,19-33,,0.0,0.0,7.4,6.9,23.1,19.5,2007,UNI_00567
403.0,University College Cork,3,,0.0,0.0,14.8,0.0,23.0,12.3,2007,UNI_00466
403.0,University of Bremen,37-41,,0.0,0.0,0.0,16.3,24.6,13.3,2007,UNI_00344
403.0,University of Cagliari,15-20,,0.0,0.0,10.5,7.0,23.3,12.9,2007,UNI_00504
403.0,University of Canterbury,4,,0.0,0.0,7.4,5.6,24.2,17.1,2007,UNI_00647
403.0,University of Chile,1,,10.2,0.0,0.0,6.0,30.6,14.4,2007,UNI_00129
403.0,University of Ferrara,15-20,,0.0,0.0,7.4,3.3,25.9,15.5,2007,UNI_00481
403.0,University of Fribourg,8,,0.0,0.0,10.5,10.3,15.7,16.0,2007,UNI_00823
403.0,University of Granada,7,,0.0,0.0,0.0,5.7,31.8,14.5,2007,UNI_00765
403.0,University of Haifa,7,,0.0,0.0,7.4,3.8,24.8,11.8,2007,UNI_00476
403.0,University of Hannover,37-41,,0.0,0.0,7.4,6.1,25.6,12.3,2007,UNI_01343
403.0,University of Idaho,141-166,,0.0,0.0,7.4,7.4,21.9,13.4,2007,UNI_01018
403.0,University of Jyvaskyla,4,,0.0,0.0,7.4,6.2,22.8,11.2,2007,UNI_01326
403.0,University of Kansas Medical Center,141-166,,0.0,0.0,12.8,5.2,19.7,10.8,2007,UNI_01344
403.0,University of KwaZulu-Natal,3,,0.0,0.0,7.4,11.0,22.9,11.9,2007,UNI_00715
403.0,University of Lille 1,19-23,,0.0,0.0,7.4,8.9,20.3,10.5,2007,UNI_01345
403.0,University of Lisbon,1,,0.0,8.9,0.0,4.1,24.5,11.9,2007,UNI_00677
403.0,University of Ljubljana,1,,0.0,0.0,0.0,3.8,32.3,11.7,2007,UNI_00713
403.0,University of Louisville,141-166,,0.0,0.0,0.0,4.4,30.7,15.2,2007,UNI_01227
403.0,University of Maine,141-166,,0.0,0.0,7.4,10.8,19.2,13.6,2007,UNI_01328
403.0,University of Nebraska Medical Center,141-166,,0.0,0.0,14.8,7.0,21.0,12.0,2007,UNI_01151
403.0,University of New England,12-17,,0.0,0.0,7.4,9.8,17.2,18.2,2007,UNI_01341
403.0,University of Nice Sophia Antipolis,19-23,,0.0,0.0,7.4,11.9,20.0,11.0,2007,UNI_00324
403.0,University of Porto,1,,0.0,0.0,0.0,4.5,31.0,14.1,2007,UNI_00678
403.0,University of Pretoria,3,,0.0,0.0,0.0,9.6,26.5,12.7,2007,UNI_00717
403.0,University of Quebec,20,,0.0,0.0,0.0,7.0,32.2,14.8,2007,UNI_01331
403.0,University of Rennes 1,19-23,,0.0,0.0,7.4,7.5,26.7,12.9,2007,UNI_00300
403.0,University of Roma - Tor Vergata,15-20,,0.0,0.0,0.0,6.7,32.5,15.4,2007,UNI_01316
403.0,University of Rostock,37-41,,0.0,0.0,7.4,6.0,27.1,12.9,2007,UNI_00389
403.0,University of Sevilla,7,,0.0,0.0,0.0,10.0,29.3,13.9,2007,UNI_01332
403.0,University of Sherbrooke,20,,0.0,0.0,7.4,8.3,23.0,11.5,2007,UNI_00112
403.0,University of Siena,15-20,,0.0,0.0,0.0,7.9,26.6,16.6,2007,UNI_00516
403.0,University of Strathclyde,38-42,,0.0,0.0,0.0,5.0,28.0,16.6,2007,UNI_00898
403.0,University of Surrey,38-42,,0.0,0.0,7.4,1.6,27.5,20.6,2007,UNI_00922
403.0,University of Tasmania,12-17,,0.0,0.0,7.4,7.0,23.3,20.2,2007,UNI_00006
403.0,University of Tromso,4,,0.0,0.0,10.5,7.3,21.8,11.4,2007,UNI_01334
403.0,University of Wisconsin - Milwaukee,141-166,,13.2,0.0,0.0,5.4,24.8,11.4,2007,UNI_01015
403.0,University of Wollongong,12-17,,0.0,0.0,0.0,8.7,23.8,17.6,2007,UNI_00008
403.0,University of Wyoming,141-166,,0.0,0.0,7.4,10.3,22.9,13.9,2007,UNI_01026
403.0,University of Zaragoza,7,,0.0,0.0,7.4,4.3,28.1,13.3,2007,UNI_00780
403.0,Victor Segalen Bordeaux 2 University,19-23,,0.0,0.0,7.4,9.2,22.3,11.4,2007,UNI_01336
403.0,Victoria University of Wellington,4,,14.4,0.0,0.0,9.4,21.4,15.7,2007,UNI_00650
403.0,Vienna University of Technology,5,,0.0,0.0,0.0,13.9,26.2,13.3,2007,UNI_00040
403.0,West Virginia University,141-166,,0.0,0.0,0.0,7.5,28.4,13.7,2007,UNI_01184
403.0,York University,20,,0.0,0.0,0.0,7.8,27.4,12.8,2007,UNI_00102
1.0,Harvard University,1,100.0,100.0,100.0,100.0,100.0,100.0,74.1,2008,UNI_01065
2.0,Stanford University,2,73.7,40.0,78.7,86.6,68.9,71.6,66.9,2008,UNI_01081
3.0,"University of California, Berkeley",3,71.4,69.0,77.1,68.8,70.6,70.0,53.0,2008,UNI_01113
4.0,University of Cambridge,1,70.4,90.3,91.5,53.6,56.0,64.1,65.0,2008,UNI_00910
5.0,Massachusetts Institute of Technology (MIT),4,69.6,71.0,80.6,65.6,68.7,61.6,53.9,2008,UNI_01236
6.0,California Institute of Technology,5,65.4,52.8,69.1,57.4,66.1,49.7,100.0,2008,UNI_01076
7.0,Columbia University,6,62.5,72.4,65.7,56.5,52.3,70.5,46.6,2008,UNI_01057
8.0,Princeton University,7,58.9,59.3,80.4,61.9,40.5,44.8,59.3,2008,UNI_01115
9.0,University of Chicago,8,57.1,67.4,81.9,50.5,39.5,51.9,41.3,2008,UNI_01058
10.0,University of Oxford,2,56.8,59.0,57.9,48.4,52.0,66.0,45.7,2008,UNI_00886
11.0,Yale University,9,54.9,48.5,43.6,57.0,55.7,62.4,48.7,2008,UNI_01111
12.0,Cornell University,10,54.1,41.5,51.3,54.1,52.3,64.7,40.4,2008,UNI_01122
13.0,"University of California, Los Angeles",11,52.4,24.4,42.8,57.4,48.9,75.7,36.0,2008,UNI_01116
14.0,"University of California, San Diego",12,50.3,15.8,34.0,59.7,53.0,66.7,47.4,2008,UNI_01032
15.0,University of Pennsylvania,13,49.0,31.7,34.4,58.3,41.3,69.0,39.2,2008,UNI_00989
16.0,University of Washington,14,48.3,25.7,31.8,53.1,49.5,74.1,28.0,2008,UNI_00982
17.0,University of Wisconsin - Madison,15,47.4,38.4,35.5,52.6,41.2,68.1,28.8,2008,UNI_01087
18.0,"University of California, San Francisco",16,46.6,0.0,36.8,54.1,51.5,60.8,47.5,2008,UNI_01161
19.0,The University of Tokyo,1,46.4,32.2,14.1,43.1,51.9,83.3,35.0,2008,UNI_00564
20.0,The Johns Hopkins University,17,45.5,45.8,27.8,43.1,48.7,68.5,24.8,2008,UNI_01121
21.0,University of Michigan - Ann Arbor,18,44.2,38.4,0.0,60.6,41.7,78.1,31.4,2008,UNI_01142
22.0,University College London,3,44.0,31.2,32.2,38.6,44.3,65.8,35.4,2008,UNI_00915
23.0,Kyoto University,2,43.5,35.4,33.4,38.6,35.8,70.6,31.5,2008,UNI_00542
24.0,Swiss Federal Institute of Technology Zurich,1,43.1,35.9,36.3,36.1,38.1,53.6,56.0,2008,UNI_01238
24.0,University of Toronto,1,43.1,25.0,19.3,38.6,37.0,79.8,45.8,2008,UNI_00091
26.0,University of Illinois at Urbana-Champaign,19,42.9,37.1,36.6,43.8,36.1,60.3,26.9,2008,UNI_01037
27.0,"The Imperial College of Science, Technology and Medicine",4,42.4,18.6,37.4,39.9,38.2,61.8,39.4,2008,UNI_01237
28.0,"University of Minnesota, Twin Cities",20,40.4,32.2,16.3,50.0,34.8,67.5,24.4,2008,UNI_01156
29.0,Washington University in St. Louis,21,40.1,22.4,26.0,38.6,43.2,56.0,40.5,2008,UNI_01039
30.0,Northwestern University,22,38.1,19.4,18.9,46.7,32.8,58.7,37.7,2008,UNI_00994
31.0,New York University,23,37.4,34.1,24.5,39.9,34.4,53.4,25.9,2008,UNI_01011
32.0,Duke University,24,37.2,18.6,0.0,46.1,42.6,63.4,39.8,2008,UNI_00986
32.0,Rockefeller University,24,37.2,20.2,58.6,29.2,42.2,22.3,37.9,2008,UNI_01162
34.0,University of Colorado at Boulder,26,36.4,14.8,30.8,39.3,39.4,45.5,30.4,2008,UNI_01239
35.0,University of British Columbia,2,36.3,18.6,18.9,31.8,31.9,65.8,38.2,2008,UNI_00100
36.0,"University of California, Santa Barbara",27,35.5,0.0,35.3,41.9,34.9,43.2,35.4,2008,UNI_00970
37.0,"University of Maryland, College Park",28,34.6,23.1,20.0,40.6,30.4,53.1,26.1,2008,UNI_01136
38.0,University of North Carolina at Chapel Hill,29,33.9,11.2,16.3,37.9,28.8,62.0,29.1,2008,UNI_00974
39.0,The University of Texas at Austin,30,33.7,19.4,16.7,46.1,26.7,54.2,21.3,2008,UNI_01105
40.0,The University of Manchester,5,33.6,24.4,18.9,28.2,28.3,60.5,30.4,2008,UNI_00892
41.0,The University of Texas Southwestern Medical Center at Dallas,31,33.3,21.7,33.2,30.9,31.7,39.3,32.1,2008,UNI_01240
42.0,Pennsylvania State University - University Park,32,33.1,12.5,0.0,45.5,38.5,58.9,24.4,2008,UNI_01155
42.0,Pierre and Marie Curie University - Paris 6,1,33.1,36.6,23.6,23.1,27.3,58.2,21.3,2008,UNI_01242
42.0,Vanderbilt University,32,33.1,18.6,29.6,30.9,23.1,50.3,36.0,2008,UNI_01019
45.0,University of Copenhagen,1,33.0,27.4,24.2,26.3,25.4,54.5,33.4,2008,UNI_00246
46.0,"University of California, Irvine",34,32.8,0.0,29.4,37.2,27.5,49.3,32.9,2008,UNI_01017
47.0,Utrecht University,1,32.4,27.4,20.9,28.2,28.8,53.3,26.0,2008,UNI_00639
48.0,"University of California, Davis",35,32.2,0.0,0.0,46.7,31.7,63.2,30.0,2008,UNI_01092
49.0,University of Paris Sud (Paris 11),2,32.1,33.3,46.2,14.6,20.4,47.0,23.1,2008,UNI_01245
50.0,University of Southern California,36,32.0,0.0,26.8,38.6,24.7,52.6,26.7,2008,UNI_01031
51.0,Karolinska Institute,1,31.6,27.4,27.3,31.8,18.3,50.1,25.7,2008,UNI_00807
52.0,University of Pittsburgh,37,31.3,22.4,0.0,40.6,23.2,63.1,28.3,2008,UNI_01003
53.0,University of Zurich,2,31.0,11.2,26.8,24.7,27.5,50.2,32.4,2008,UNI_00817
54.0,"Rutgers, The State University of New Jersey",38,30.9,13.7,20.0,39.9,27.9,44.0,23.8,2008,UNI_01074
55.0,The University of Edinburgh,6,30.8,20.2,16.7,26.3,32.3,49.7,30.0,2008,UNI_00939
55.0,University of Munich,1,30.8,33.1,22.9,16.3,25.6,52.7,31.8,2008,UNI_01243
57.0,Technical University Munich,2,30.5,41.1,23.6,25.3,18.9,44.8,30.6,2008,UNI_01244
58.0,University of Florida,39,30.4,20.2,0.0,37.2,22.7,64.9,26.6,2008,UNI_01079
59.0,The Australian National University,1,30.0,15.8,12.6,35.7,30.5,43.4,32.2,2008,UNI_00009
60.0,McGill University,3,29.9,25.7,0.0,32.6,22.8,60.3,34.3,2008,UNI_00104
61.0,University of Bristol,7,29.5,9.7,17.9,28.2,28.1,47.8,33.5,2008,UNI_00890
62.0,Carnegie Mellon University,40,29.3,31.2,32.8,31.8,11.3,35.7,30.9,2008,UNI_00987
62.0,The Ohio State University - Columbus,40,29.3,15.8,0.0,41.9,19.8,63.0,20.3,2008,UNI_01157
64.0,University of Oslo,1,29.0,23.1,33.4,17.9,17.0,46.7,29.8,2008,UNI_00657
65.0,Purdue University - West Lafayette,42,28.8,16.8,16.7,30.1,22.0,52.8,21.0,2008,UNI_01160
65.0,The Hebrew University of Jerusalem,1,28.8,29.6,20.0,24.2,22.9,44.1,28.7,2008,UNI_00472
67.0,University of Heidelberg,3,28.4,17.7,27.2,17.9,20.4,49.2,29.3,2008,UNI_01247
68.0,Osaka University,3,28.3,11.2,0.0,26.3,28.2,63.6,28.7,2008,UNI_00573
68.0,University of Helsinki,1,28.3,16.8,17.9,21.9,20.8,53.8,30.1,2008,UNI_00263
70.0,Moscow State University,1,28.1,49.1,34.2,0.0,8.3,53.2,33.4,2008,UNI_01246
71.0,Brown University,43,27.9,16.8,13.6,31.8,26.6,40.4,29.9,2008,UNI_01021
71.0,Uppsala University,2,27.9,23.1,32.2,12.6,19.3,49.5,21.0,2008,UNI_00810
73.0,Ecole Normale Superieure - Paris,3,27.7,53.4,24.5,12.6,17.2,25.9,56.2,2008,UNI_01249
73.0,University of Melbourne,2,27.7,13.7,14.1,23.1,19.6,58.1,26.7,2008,UNI_00026
73.0,University of Rochester,44,27.7,29.6,8.9,27.3,21.6,44.1,36.1,2008,UNI_01138
76.0,Leiden University,2,27.6,22.4,15.5,28.2,17.7,47.6,28.8,2008,UNI_00636
77.0,The University of Sheffield,8,27.5,20.9,14.1,21.9,25.5,47.0,29.7,2008,UNI_00929
77.0,University of Arizona,45,27.5,0.0,0.0,30.1,36.5,54.2,25.9,2008,UNI_01123
79.0,Tohoku University,4,27.1,16.8,0.0,21.9,23.2,63.9,28.9,2008,UNI_00580
79.0,University of Utah,46,27.1,0.0,11.5,30.1,29.2,48.0,26.1,2008,UNI_00984
81.0,King's College London,9,26.8,14.8,23.1,21.9,15.3,48.7,28.6,2008,UNI_00909
82.0,University of Nottingham,10,26.5,13.7,20.0,24.2,16.0,47.9,28.7,2008,UNI_00928
83.0,Boston University,47,25.6,13.7,0.0,30.1,27.5,51.5,17.8,2008,UNI_01000
83.0,Case Western Reserve University,47,25.6,36.3,11.5,21.9,15.2,42.1,31.5,2008,UNI_01055
83.0,Michigan State University,47,25.6,11.2,0.0,35.7,22.4,51.6,18.5,2008,UNI_01088
86.0,Stockholm University,3,25.5,26.3,29.6,16.3,19.2,36.2,19.7,2008,UNI_00804
87.0,University of Basel,3,25.4,23.1,17.1,20.6,21.1,35.7,34.9,2008,UNI_00812
88.0,Texas A&M University - College Station,50,25.2,0.0,0.0,32.6,24.5,55.0,20.9,2008,UNI_01219
89.0,McMaster University,4,25.1,14.8,18.9,21.9,14.7,46.1,26.4,2008,UNI_00108
90.0,University of Goettingen,4,24.9,34.5,20.0,14.6,16.5,40.3,25.6,2008,UNI_01248
91.0,University of Birmingham,11,24.8,22.4,10.9,21.9,15.6,47.3,28.0,2008,UNI_00955
92.0,Indiana University Bloomington,51,24.6,12.5,17.9,26.3,21.2,39.3,18.1,2008,UNI_01220
93.0,Arizona State University - Tempe,52,24.5,0.0,14.1,24.2,28.2,43.1,18.9,2008,UNI_01251
93.0,Aarhus University,2,24.5,13.7,18.9,7.3,24.5,48.2,27.0,2008,UNI_00248
95.0,University of Virginia,53,24.4,0.0,0.0,32.6,26.3,47.2,25.5,2008,UNI_01035
96.0,University of Freiburg,5,24.2,22.4,20.9,16.3,19.2,38.0,24.2,2008,UNI_00382
97.0,Lund University,4,24.1,26.3,0.0,25.3,18.0,51.7,18.6,2008,UNI_00805
97.0,Rice University,54,24.1,19.4,21.9,21.9,19.7,29.5,29.3,2008,UNI_01013
97.0,University of Bonn,6,24.1,17.7,20.0,14.6,20.2,41.3,24.7,2008,UNI_00365
97.0,University of Sydney,3,24.1,17.7,0.0,20.6,16.4,58.0,26.8,2008,UNI_00025
101.0,Baylor College of Medicine,55-70,,0.0,0.0,19.3,30.9,43.4,26.1,2008,UNI_01221
101.0,Cardiff University,12-16,,0.0,16.3,7.3,18.9,43.8,24.8,2008,UNI_00914
101.0,Catholic University of Leuven,1-4,,0.0,0.0,21.9,15.6,50.8,24.8,2008,UNI_01252
