dim_university_rows,dim_university_missing_country,dim_university_country_completeness_pct,fact_ranking_core_rows,fact_ranking_core_sources,fact_ranking_core_year_range,fact_ranking_core_duplicate_keys,fact_ranking_core_missing_score,fact_ranking_core_score_completeness_pct,fact_ranking_core_invalid_rank,fact_country_indicator_rows,fact_country_indicator_countries,fact_country_indicator_missing_value,total_records_checked,total_issues_flagged,overall_completeness_pct
1373,138,89.95,9793,4,2005-2023,0,5191,46.99,0,79215,170,0,90381,5329,94.1
