university_id,year,citations_per_faculty_score,international_research_network_score,research_score,citation_score,research_impact,source,research_productivity_index
U2088,2024,,36.9,13.0,49.3,49.3,THE 2024,23.73181088990132
U1983,2024,,20.1,9.9,44.4,44.4,THE 2024,16.517715321803966
U1989,2024,,41.7,16.4,22.8,22.8,THE 2024,18.41915207549397
U2553,2024,,47.0,11.3,38.6,38.6,THE 2024,21.95005571408715
U3170,2024,,71.6,9.9,40.2,40.2,THE 2024,27.663959487745498
U2006,2024,,37.9,20.9,27.7,27.7,THE 2024,21.385138111778478
U2472,2024,,25.8,9.4,51.5,51.5,THE 2024,19.845975241495033
U3179,2024,,52.3,13.7,31.5,31.5,THE 2024,22.27782057645038
U2029,2024,,42.9,12.7,34.1,34.1,THE 2024,20.290403504653355
U3181,2024,,59.0,19.0,45.1,45.1,THE 2024,30.912672868197888
U2032,2024,,31.8,13.1,20.2,20.2,THE 2024,13.485427590959736
U2060,2024,,25.0,13.2,39.3,39.3,THE 2024,17.84349606945188
U2061,2024,,40.7,11.1,50.4,50.4,THE 2024,23.997667170276625
U2064,2024,,44.8,17.1,30.2,30.2,THE 2024,21.841022038461567
U3187,2024,,83.8,10.9,24.3,24.3,THE 2024,26.185220690828146
U2554,2024,,44.2,11.4,32.6,32.6,THE 2024,19.456161425079003
U0909,2024,,42.5,10.8,25.4,25.4,THE 2024,16.487580815514555
U3200,2024,,46.1,8.5,45.1,45.1,THE 2024,22.289818419672105
U2103,2024,,18.4,15.3,27.9,27.9,THE 2024,13.79659253860759
U2104,2024,,38.1,19.1,25.7,25.7,THE 2024,19.867056519574042
U2107,2024,,18.0,8.9,41.9,41.9,THE 2024,14.706930373773732
U2117,2024,,21.5,15.0,33.7,33.7,THE 2024,16.19591111929889
U2118,2024,,30.4,12.0,36.5,36.5,THE 2024,17.648216138769385
U2120,2024,,26.4,24.0,24.4,24.4,THE 2024,19.200702035641328
U2131,2024,,44.4,15.2,19.7,19.7,THE 2024,17.477451685771364
U2133,2024,,29.1,26.1,26.4,26.4,THE 2024,21.57734644107537
U2136,2024,,51.3,21.0,31.8,31.8,THE 2024,25.955436358942436
U3230,2024,,33.1,14.6,29.2,29.2,THE 2024,17.38971878985871
U2150,2024,,36.9,11.5,49.8,49.8,THE 2024,23.101410607764134
U2152,2024,,46.7,8.2,49.5,49.5,THE 2024,23.648405007309655
U2164,2024,,46.6,14.4,37.8,37.8,THE 2024,23.22883728835476
U3238,2024,,39.2,10.3,23.5,23.5,THE 2024,14.835560700399036
U2171,2024,,27.1,26.0,18.3,18.3,THE 2024,18.51789511650443
U2195,2024,,58.6,13.9,38.0,38.0,THE 2024,25.93114369970016
U2196,2024,,29.3,15.4,22.3,22.3,THE 2024,14.740489010786334
U2562,2024,,42.1,13.5,37.0,37.0,THE 2024,21.419647132821805
U3253,2024,,38.1,14.4,37.9,37.9,THE 2024,21.204367203560793
U3336,2024,,27.7,9.1,44.4,44.4,THE 2024,17.93639667112801
U3255,2024,,49.0,29.2,19.9,19.9,THE 2024,25.989737842553147
U3341,2024,,48.9,11.2,46.8,46.8,THE 2024,24.91165408684205
U3347,2024,,47.2,16.3,36.0,36.0,THE 2024,23.808999533822597
U3354,2024,,20.1,13.4,41.8,41.8,THE 2024,17.542128025814627
U3359,2024,,47.2,10.9,8.8,8.8,THE 2024,12.50529060535613
U3362,2024,,27.9,12.9,34.5,34.5,THE 2024,16.89226637107271
U3368,2024,,46.9,19.7,27.8,27.8,THE 2024,22.96390165919307
U3369,2024,,61.9,12.3,27.4,27.4,THE 2024,22.58845388711333
U3373,2024,,40.7,13.3,35.5,35.5,THE 2024,20.508962454275135
U3374,2024,,34.2,11.8,41.6,41.6,THE 2024,20.05116366309539
U3376,2024,,31.7,19.6,33.3,33.3,THE 2024,20.948949274226674
U3275,2024,,32.4,18.0,35.2,35.2,THE 2024,20.871561740265815
U3277,2024,,27.9,17.1,39.3,39.3,THE 2024,20.588851335511674
U3393,2024,,34.9,13.7,40.2,40.2,THE 2024,20.780120297319645
U3404,2024,,29.6,13.9,34.3,34.3,THE 2024,17.765194636351417
U3405,2024,,29.7,17.4,33.1,33.1,THE 2024,19.24992820886927
U3409,2024,,23.5,11.0,46.2,46.2,THE 2024,18.477231994605543
U3413,2024,,21.8,15.9,49.0,49.0,THE 2024,21.506515763261675
U3417,2024,,21.4,16.3,43.5,43.5,THE 2024,19.906028543077987
U3421,2024,,32.3,15.3,24.8,24.8,THE 2024,16.192408214378965
U3423,2024,,33.4,13.4,21.4,21.4,THE 2024,14.403432820760887
U3293,2024,,29.0,13.1,25.9,25.9,THE 2024,14.583982213568197
U3427,2024,,53.1,12.9,41.5,41.5,THE 2024,25.16726853706698
U3428,2024,,22.4,14.5,52.3,52.3,THE 2024,21.945903307030804
U3438,2024,,36.1,22.5,19.1,19.1,THE 2024,19.109276465991947
U3444,2024,,42.8,24.1,32.1,32.1,THE 2024,25.618009515591286
U3445,2024,,26.3,9.9,8.2,8.2,THE 2024,6.739852159904371
U3296,2024,,54.9,9.8,45.8,45.8,THE 2024,25.31740279791258
U3297,2024,,27.3,12.3,42.6,42.6,THE 2024,18.956062667112352
U3448,2024,,21.5,12.6,35.5,35.5,THE 2024,15.498797147630166
U3453,2024,,23.0,16.4,34.5,34.5,THE 2024,17.54164187648618
U3299,2024,,50.8,12.7,37.3,37.3,THE 2024,23.19780819148825
U2448,2024,,37.0,8.6,25.4,25.4,THE 2024,14.004432156143583
U2604,2024,,33.5,7.8,8.1,8.1,THE 2024,7.349303954751344
U0008,2024,,29.4,9.7,30.1,30.1,THE 2024,14.207157966050714
U2623,2024,,35.3,9.0,11.6,11.6,THE 2024,9.503885794899047
U0018,2024,,30.3,12.0,22.7,22.7,THE 2024,13.32496692135253
U0025,2024,,33.0,7.7,26.1,26.1,THE 2024,12.783450704517326
U0029,2024,,43.6,11.6,17.2,17.2,THE 2024,14.618372658715378
U0049,2024,,26.7,13.4,20.8,20.8,THE 2024,12.596202543551291
U0051,2024,,28.0,8.8,23.5,23.5,THE 2024,11.34081193050254
U0067,2024,,40.2,12.1,31.6,31.6,THE 2024,18.5441593813565
U0098,2024,,64.4,16.5,15.2,15.2,THE 2024,21.59368361719171
U0102,2024,,31.0,15.3,24.6,24.6,THE 2024,15.815713559299427
U2645,2024,,29.3,9.1,39.1,39.1,THE 2024,16.672247078146587
U2455,2024,,33.2,12.7,16.5,16.5,THE 2024,12.461709165997323
U3204,2024,,50.2,8.6,8.8,8.8,THE 2024,12.025353777286703
U0127,2024,,24.1,10.4,18.7,18.7,THE 2024,9.740891173790732
U2203,2024,,50.6,10.4,33.5,33.5,THE 2024,20.76018924097046
U0138,2024,,34.4,11.6,30.5,30.5,THE 2024,16.53676552863895
U0139,2024,,35.4,12.6,23.1,23.1,THE 2024,14.997416561719298
U0142,2024,,20.1,9.6,20.0,20.0,THE 2024,8.759236511482447
U0144,2024,,51.5,7.9,33.1,33.1,THE 2024,19.542960284087474
U0145,2024,,36.2,8.9,10.4,10.4,THE 2024,9.295297289435567
U0155,2024,,26.3,11.2,32.7,32.7,THE 2024,15.05359263287602
U2211,2024,,37.3,8.0,10.2,10.2,THE 2024,9.027315645695033
U2212,2024,,34.4,8.0,12.8,12.8,THE 2024,9.135954384219971
U2214,2024,,26.4,9.6,11.1,11.1,THE 2024,7.510230043635218
U2216,2024,,26.9,9.3,7.7,7.7,THE 2024,6.414726292360588
U2217,2024,,27.4,9.1,9.1,9.1,THE 2024,6.866960545357198
U2222,2024,,33.4,9.1,17.1,17.1,THE 2024,10.810200194729815
U2223,2024,,30.0,10.5,19.1,19.1,THE 2024,11.344756681668827
U2226,2024,,33.6,10.0,14.6,14.6,THE 2024,10.551449702272627
U0194,2024,,35.7,9.0,12.6,12.6,THE 2024,9.912147462074252
U0209,2024,,35.0,16.2,12.5,12.5,THE 2024,13.485293141766807
U2656,2024,,20.2,12.6,19.8,19.8,THE 2024,10.293442056413554
U0216,2024,,35.5,8.6,13.8,13.8,THE 2024,10.027968038192952
U0214,2024,,22.0,12.2,15.7,15.7,THE 2024,9.241848226975256
U2664,2024,,26.1,7.8,14.6,14.6,THE 2024,7.584625105779532
U2667,2024,,30.4,7.9,12.2,12.2,THE 2024,7.929275720657742
U2682,2024,,44.9,8.3,14.4,14.4,THE 2024,12.330928126114909
U0254,2024,,42.3,13.7,10.6,10.6,THE 2024,13.348537464048464
U0256,2024,,37.7,9.5,17.1,17.1,THE 2024,12.059747065412413
U2673,2024,,34.7,5.7,35.0,35.0,THE 2024,14.918942891502962
U0261,2024,,54.0,10.3,10.7,10.7,THE 2024,14.427223694292813
U0265,2024,,35.9,7.3,30.2,30.2,THE 2024,14.552395774452581
U0266,2024,,18.8,9.4,13.5,13.5,THE 2024,6.31510323103799
U0267,2024,,24.3,14.9,23.1,23.1,THE 2024,13.518465844444108
U0270,2024,,32.0,9.5,22.8,22.8,THE 2024,12.456971579193784
U2683,2024,,46.7,12.8,13.9,13.9,THE 2024,14.96896379568717
U2678,2024,,26.2,9.5,26.7,26.7,THE 2024,12.26926463256765
U2681,2024,,38.1,8.6,19.3,19.3,THE 2024,12.370142395081004
U0281,2024,,36.8,8.6,14.9,14.9,THE 2024,10.685036525048194
U0286,2024,,32.4,9.3,29.2,29.2,THE 2024,14.442654434088183
U0294,2024,,28.9,9.4,30.3,30.3,THE 2024,13.991311573317823
U2692,2024,,25.7,9.9,17.2,17.2,THE 2024,9.39848769652474
U0315,2024,,27.6,9.8,10.3,10.3,THE 2024,7.656036225042884
U0317,2024,,29.7,9.4,30.4,30.4,THE 2024,14.21593459614175
U0318,2024,,32.3,10.4,20.0,20.0,THE 2024,12.12894693966747
U2703,2024,,32.2,11.0,9.0,9.0,THE 2024,8.99243727435783
U0140,2024,,41.0,9.5,22.7,22.7,THE 2024,14.602360648268284
U0342,2024,,35.7,10.5,11.7,11.7,THE 2024,10.417937152311131
U0345,2024,,58.0,15.2,29.0,29.0,THE 2024,23.66364431988408
U2238,2024,,57.5,13.4,19.3,19.3,THE 2024,19.5775222556059
U2236,2024,,48.9,14.9,22.9,22.9,THE 2024,19.40537457509613
U2730,2024,,21.6,9.4,11.8,11.8,THE 2024,6.4626545274326475
U0351,2024,,20.2,11.4,8.9,8.9,THE 2024,6.268872609520003
U1275,2024,,22.0,5.2,21.6,21.6,THE 2024,7.411091354779486
U0362,2024,,30.6,9.7,18.2,18.2,THE 2024,10.790198419289723
U0367,2024,,37.1,9.1,5.8,5.8,THE 2024,8.184751457221953
U0375,2024,,38.9,18.2,28.2,28.2,THE 2024,20.36764498059229
U0462,2024,,29.8,7.9,30.4,30.4,THE 2024,13.45395487098528
U0382,2024,,25.9,10.7,10.7,10.7,THE 2024,7.841220383596932
U0387,2024,,20.9,8.8,13.0,13.0,THE 2024,6.3527343163358045
U0399,2024,,29.8,10.0,16.8,16.8,THE 2024,10.317823677192298
U2489,2024,,26.7,10.8,28.8,28.8,THE 2024,13.725730943402386
U0410,2024,,34.1,11.9,15.9,15.9,THE 2024,12.073160238111772
U0418,2024,,30.4,12.7,15.5,15.5,THE 2024,11.473036374275564
U2745,2024,,31.6,8.0,12.4,12.4,THE 2024,8.334197480348681
U0470,2024,,44.2,15.7,26.3,26.3,THE 2024,19.74721336575182
U0471,2024,,23.4,17.3,15.5,15.5,THE 2024,12.191072061853358
U0483,2024,,27.3,10.7,30.4,30.4,THE 2024,14.316865190672765
U2757,2024,,24.0,11.5,25.2,25.2,THE 2024,12.318149411457245
U0505,2024,,27.9,11.4,27.0,27.0,THE 2024,13.769654250929293
U2766,2024,,49.5,10.3,28.2,28.2,THE 2024,18.790666231406654
U0513,2024,,29.3,12.8,31.3,31.3,THE 2024,16.181543890388205
U2619,2024,,51.5,9.9,31.1,31.1,THE 2024,19.968125353936024
U0527,2024,,21.9,16.9,12.7,12.7,THE 2024,10.746397359839557
U0530,2024,,35.1,15.4,19.1,19.1,THE 2024,15.14626449323801
U0531,2024,,19.1,10.3,22.0,22.0,THE 2024,9.507327812695477
U0539,2024,,35.5,10.9,11.1,11.1,THE 2024,10.392297276618471
U0552,2024,,38.5,7.8,23.3,23.3,THE 2024,13.293696289768503
U0553,2024,,46.1,9.2,17.5,17.5,THE 2024,14.058563888823144
U0559,2024,,44.7,11.0,16.5,16.5,THE 2024,14.351860479501973
U0580,2024,,46.6,9.3,20.0,20.0,THE 2024,15.010709973948131
U0589,2024,,23.7,8.7,37.6,37.6,THE 2024,14.641021128708438
U0591,2024,,52.1,9.4,29.0,29.0,THE 2024,19.196968020258495
U0596,2024,,27.0,16.6,20.5,20.5,THE 2024,14.252444837154545
U2324,2024,,21.2,11.0,15.7,15.7,THE 2024,8.419447034516342
U2333,2024,,34.5,10.9,21.6,21.6,THE 2024,13.421487345440585
U2330,2024,,22.0,13.8,20.2,20.2,THE 2024,11.482291809333846
U2334,2024,,20.4,9.8,7.4,7.4,THE 2024,5.011376060125963
U0616,2024,,31.4,8.0,24.5,24.5,THE 2024,12.055300291620894
U2338,2024,,26.1,12.8,25.1,25.1,THE 2024,13.476198216537973
U0619,2024,,28.0,9.6,21.3,21.3,THE 2024,11.074740886790867
U2340,2024,,29.8,12.1,27.5,27.5,THE 2024,14.751785941343243
U2357,2024,,23.2,10.3,14.5,14.5,THE 2024,8.162414885665
U0624,2024,,28.9,11.7,22.3,22.3,THE 2024,12.704550469064213
U2343,2024,,24.7,12.0,20.7,20.7,THE 2024,11.347621337909013
U0626,2024,,26.8,11.7,21.3,21.3,THE 2024,11.8851642553352
U0614,2024,,23.4,11.0,19.1,19.1,THE 2024,10.010680596503331
U2366,2024,,18.3,9.0,5.7,5.7,THE 2024,3.5546340988313627
U2348,2024,,28.1,10.4,36.4,36.4,THE 2024,16.222261739623775
U0663,2024,,30.8,13.1,27.8,27.8,THE 2024,15.611190868504593
U2805,2024,,37.8,9.4,33.6,33.6,THE 2024,17.171706876688862
U2529,2024,,38.3,8.1,13.5,13.5,THE 2024,10.349601898901174
U2275,2024,,40.6,8.6,11.6,11.6,THE 2024,10.575983422402668
U2811,2024,,26.5,12.4,16.4,16.4,THE 2024,10.653009424260599
U0679,2024,,24.4,9.7,17.9,17.9,THE 2024,9.197345070285891
U2497,2024,,42.8,9.4,28.9,28.9,THE 2024,16.916722264665523
U0691,2024,,39.5,10.8,33.0,33.0,THE 2024,18.129668155937278
U0704,2024,,40.8,9.3,22.2,22.2,THE 2024,14.29340801174567
U0708,2024,,48.6,8.7,34.0,34.0,THE 2024,19.54129121877613
U0710,2024,,32.1,9.6,23.2,23.2,THE 2024,12.658176869417709
U0714,2024,,25.2,9.3,20.8,20.8,THE 2024,10.084598630541981
U0718,2024,,24.1,12.4,23.0,23.0,THE 2024,12.128673066069187
U0737,2024,,42.1,10.1,18.9,18.9,THE 2024,13.999047199437527
U2832,2024,,31.2,8.8,13.7,13.7,THE 2024,9.06173392834031
U2833,2024,,36.4,9.3,13.4,13.4,THE 2024,10.487887928270137
U0742,2024,,26.8,10.5,12.5,12.5,THE 2024,8.514800415918284
U0765,2024,,39.7,15.7,27.4,27.4,THE 2024,19.001621634952887
U0774,2024,,19.8,11.2,25.8,25.8,THE 2024,11.33211312694873
U2531,2024,,23.6,10.3,19.2,19.2,THE 2024,9.723324527918086
U0777,2024,,41.9,12.3,20.7,20.7,THE 2024,15.664467101561831
U2841,2024,,53.0,11.8,10.8,10.8,THE 2024,15.002701895719406
U0782,2024,,26.2,8.5,34.2,34.2,THE 2024,14.081604216023441
U0785,2024,,39.2,11.5,9.8,9.8,THE 2024,11.196578745423427
U0791,2024,,23.4,9.3,33.6,33.6,THE 2024,13.636829227942036
U0796,2024,,22.8,9.8,15.1,15.1,THE 2024,7.990541078753514
U0809,2024,,38.3,11.0,34.0,34.0,THE 2024,18.25581087634979
U0818,2024,,49.2,8.7,16.4,16.4,THE 2024,14.20352795629906
U2860,2024,,24.6,13.2,11.8,11.8,THE 2024,9.179782688881037
U0829,2024,,27.4,12.5,12.2,12.2,THE 2024,9.61466328247979
U2376,2024,,38.0,12.2,11.6,11.6,THE 2024,11.833997156974089
U0886,2024,,23.1,8.4,14.0,14.0,THE 2024,6.986660721050904
U0890,2024,,21.1,9.4,21.5,21.5,THE 2024,9.363542396734669
U0902,2024,,25.5,9.9,14.5,14.5,THE 2024,8.508998607485426
U0914,2024,,30.7,9.4,36.5,36.5,THE 2024,16.358084091182565
U0933,2024,,33.8,9.6,23.4,23.4,THE 2024,13.131606711921673
U0934,2024,,28.1,11.5,9.1,9.1,THE 2024,8.294108758570069
U0945,2024,,35.5,9.7,12.5,12.5,THE 2024,10.199503530659499
U0951,2024,,56.9,9.2,32.3,32.3,THE 2024,21.281005849594166
U0957,2024,,44.0,10.6,33.3,33.3,THE 2024,19.206575155452292
U0966,2024,,46.7,11.3,22.2,22.2,THE 2024,16.768470055606056
U0969,2024,,25.0,9.7,7.0,7.0,THE 2024,5.946809222139041
U0970,2024,,28.2,11.2,12.6,12.6,THE 2024,9.251402530151386
U0973,2024,,32.5,11.2,36.7,36.7,THE 2024,17.79909395695773
U0983,2024,,38.2,13.6,15.3,15.3,THE 2024,13.768765346309255
U0984,2024,,27.9,12.3,11.9,11.9,THE 2024,9.53730251990008
U0993,2024,,60.8,13.6,13.6,13.6,THE 2024,18.70470842021298
U0995,2024,,21.3,9.1,23.0,23.0,THE 2024,9.721967005670535
U0998,2024,,22.0,9.2,27.6,27.6,THE 2024,11.376686291984367
U2879,2024,,37.5,8.8,12.7,12.7,THE 2024,10.273786650524237
U1036,2024,,38.7,8.3,11.4,11.4,THE 2024,9.896953281783976
U1037,2024,,21.2,10.2,17.3,17.3,THE 2024,8.498602190377545
U1041,2024,,33.4,8.3,7.3,7.3,THE 2024,7.337953481432141
U2887,2024,,44.4,10.6,19.5,19.5,THE 2024,15.00424492231597
U1045,2024,,22.7,10.1,27.8,27.8,THE 2024,12.079976279134815
U2568,2024,,29.4,8.6,16.0,16.0,THE 2024,9.238114685422174
U1058,2024,,33.8,12.6,23.5,23.5,THE 2024,14.735086403921908
U1060,2024,,35.5,11.6,35.8,35.8,THE 2024,18.453877636735243
U1069,2024,,31.7,10.8,24.9,24.9,THE 2024,13.71996751517967
U1070,2024,,35.4,8.8,12.4,12.4,THE 2024,9.672468972620766
U1071,2024,,45.2,10.3,7.3,7.3,THE 2024,11.239859539802803
U2889,2024,,36.2,8.1,12.0,12.0,THE 2024,9.374452445296772
U1077,2024,,24.3,10.1,8.6,8.6,THE 2024,6.485608617617563
U2892,2024,,22.6,7.7,10.7,10.7,THE 2024,5.470828043320265
U1113,2024,,30.7,22.9,19.2,19.2,THE 2024,18.0441476896073
U1123,2024,,18.8,18.8,17.2,17.2,THE 2024,12.394375944061363
U1155,2024,,37.3,9.8,18.4,18.4,THE 2024,12.525229006066514
U1135,2024,,25.8,9.7,22.1,22.1,THE 2024,10.844329441224653
U1136,2024,,26.8,12.3,21.8,21.8,THE 2024,12.355392904015622
U1137,2024,,39.1,15.6,15.9,15.9,THE 2024,15.221553435214783
U1138,2024,,25.0,11.3,26.3,26.3,THE 2024,12.797844704809156
U1147,2024,,36.1,14.3,20.1,20.1,THE 2024,15.123109025407299
U2537,2024,,43.7,9.0,24.3,24.3,THE 2024,15.491711023646879
U2899,2024,,29.5,8.7,18.0,18.0,THE 2024,9.937762343247345
U1169,2024,,40.9,9.5,15.4,15.4,THE 2024,12.304033549231491
U1176,2024,,44.8,9.1,14.9,14.9,THE 2024,12.881794780874234
U1187,2024,,32.5,11.1,28.0,28.0,THE 2024,15.036402681658451
U2904,2024,,39.7,8.6,17.2,17.2,THE 2024,12.10287753730207
U1188,2024,,41.9,9.3,25.3,25.3,THE 2024,15.525161864390256
U1189,2024,,40.6,9.6,37.6,37.6,THE 2024,19.19978091059797
U2908,2024,,18.4,8.1,26.3,26.3,THE 2024,9.524565265345965
U1201,2024,,24.1,17.3,15.8,15.8,THE 2024,12.453816583771337
U2922,2024,,20.7,11.7,30.3,30.3,THE 2024,13.213690964869716
U1225,2024,,54.2,11.6,21.1,21.1,THE 2024,18.396808396490698
U1228,2024,,38.5,13.4,14.7,14.7,THE 2024,13.549579046092097
U2765,2024,,35.5,15.6,28.8,28.8,THE 2024,18.36962833718
U1240,2024,,23.9,16.1,19.6,19.6,THE 2024,12.96031879550202
U2933,2024,,49.5,14.1,25.8,25.8,THE 2024,20.03461693576999
U1246,2024,,28.4,14.0,29.7,29.7,THE 2024,16.094378168692064
U2935,2024,,23.1,10.3,26.5,26.5,THE 2024,11.876548845818238
U2938,2024,,37.3,18.1,24.6,24.6,THE 2024,18.80679800232428
U1255,2024,,28.7,10.8,12.4,12.4,THE 2024,9.100372612611741
U1259,2024,,25.0,8.5,10.5,10.5,THE 2024,6.408221083656704
U2540,2024,,41.9,13.0,32.6,32.6,THE 2024,19.738508520868635
U1280,2024,,33.4,19.3,22.4,22.4,THE 2024,17.807202487094475
U1284,2024,,30.7,11.7,31.9,31.9,THE 2024,16.130513018081604
U2955,2024,,43.2,7.5,31.4,31.4,THE 2024,16.796466523584296
U1292,2024,,40.7,13.9,15.5,15.5,THE 2024,14.59289826806459
U2382,2024,,49.5,9.1,28.7,28.7,THE 2024,18.317498653671983
U1310,2024,,31.4,12.1,13.5,13.5,THE 2024,10.777355974530039
U1311,2024,,27.3,12.1,11.6,11.6,THE 2024,9.193919991903197
U1314,2024,,23.6,14.1,14.3,14.3,THE 2024,10.188459032904467
U1319,2024,,32.7,8.1,21.3,21.3,THE 2024,11.42521581701529
U1328,2024,,26.8,7.5,23.7,23.7,THE 2024,10.431569945101849
U1333,2024,,38.4,12.0,22.6,22.6,THE 2024,15.252701818722073
U1337,2024,,22.2,11.7,8.6,8.6,THE 2024,6.816323307119412
U2979,2024,,31.7,13.4,16.1,16.1,THE 2024,12.341217931527952
U2985,2024,,27.8,11.8,24.3,24.3,THE 2024,13.113992564616105
U2621,2024,,34.3,9.2,10.3,10.3,THE 2024,8.961885205596982
U2573,2024,,35.1,9.9,33.6,33.6,THE 2024,16.780798868911518
U2993,2024,,41.8,12.6,23.8,23.8,THE 2024,16.76324809633565
U1360,2024,,32.3,10.3,11.0,11.0,THE 2024,9.272797720442956
U1363,2024,,25.0,11.6,25.3,25.3,THE 2024,12.643550929460893
U2997,2024,,20.1,9.9,16.3,16.3,THE 2024,7.763821240807081
U1365,2024,,25.9,9.1,40.9,40.9,THE 2024,16.41074564859037
U2575,2024,,45.4,7.6,6.6,6.6,THE 2024,9.65506425806683
U1373,2024,,40.0,10.6,22.9,22.9,THE 2024,14.999347891799932
U1375,2024,,32.5,8.4,16.0,16.0,THE 2024,9.882990585026462
U3000,2024,,42.3,9.0,23.2,23.2,THE 2024,14.810458739935532
U2404,2024,,29.2,9.4,16.9,16.9,THE 2024,9.889408135225706
U1407,2024,,41.4,8.7,17.3,17.3,THE 2024,12.597565633298462
U1408,2024,,33.1,10.5,14.8,14.8,THE 2024,10.754890521279778
U1414,2024,,23.8,8.7,35.2,35.2,THE 2024,13.917541374162676
U1419,2024,,21.8,14.1,21.0,21.0,THE 2024,11.840378103824772
U1420,2024,,32.1,18.4,13.3,13.3,THE 2024,14.186224049025459
U1464,2024,,37.1,10.3,20.0,20.0,THE 2024,13.237358287293077
U1463,2024,,45.0,10.0,11.8,11.8,THE 2024,12.436128400566579
U1426,2024,,18.5,11.7,8.4,8.4,THE 2024,5.859217527493319
U1427,2024,,32.3,14.6,23.1,23.1,THE 2024,15.295936888530106
U1467,2024,,30.4,16.0,12.1,12.1,THE 2024,12.14340609155059
U1469,2024,,25.7,8.9,30.1,30.1,THE 2024,12.893070270634736
U1470,2024,,28.4,9.5,9.2,9.2,THE 2024,7.349594767763362
U1439,2024,,38.0,16.1,17.6,17.6,THE 2024,15.747181192711466
U1475,2024,,45.4,10.7,26.9,26.9,THE 2024,17.603789742500304
U1446,2024,,20.6,11.5,27.5,27.5,THE 2024,12.21241122177642
U1447,2024,,30.5,15.1,22.4,22.4,THE 2024,14.90461451663217
U1459,2024,,20.5,11.7,15.7,15.7,THE 2024,8.617036766796133
U1493,2024,,49.9,13.1,19.8,19.8,THE 2024,17.738084230014685
U2466,2024,,35.0,9.0,27.2,27.2,THE 2024,14.291147488442878
U1515,2024,,23.6,9.7,10.7,10.7,THE 2024,6.760884041231433
U1517,2024,,32.3,8.7,23.8,23.8,THE 2024,12.42176223777284
U1519,2024,,33.3,9.0,9.1,9.1,THE 2024,8.241393658399971
U3210,2024,,52.8,13.0,26.0,26.0,THE 2024,20.318467611829092
U1521,2024,,26.5,10.1,11.2,11.2,THE 2024,7.82762099580393
U1527,2024,,31.9,11.1,7.7,7.7,THE 2024,8.567312361581003
U1538,2024,,29.7,9.8,7.7,7.7,THE 2024,7.353927111669094
U1546,2024,,21.0,9.8,10.0,10.0,THE 2024,5.966447688614627
U2369,2024,,26.9,8.1,9.6,9.6,THE 2024,6.377695786277004
U3036,2024,,33.6,11.7,29.1,29.1,THE 2024,15.959568983606509
U1551,2024,,36.1,12.4,12.8,12.8,THE 2024,11.853158595344013
U1555,2024,,27.7,8.0,5.3,5.3,THE 2024,5.179191396730001
U1558,2024,,37.9,12.3,32.0,32.0,THE 2024,18.217364448501375
U1565,2024,,37.2,9.2,5.8,5.8,THE 2024,8.261346155545564
U1571,2024,,22.9,11.0,20.0,20.0,THE 2024,10.1701354439985
U1505,2024,,27.7,9.4,24.5,24.5,THE 2024,11.894252428490029
U1578,2024,,31.1,8.4,7.3,7.3,THE 2024,6.834137055209199
U1579,2024,,36.1,11.4,22.2,22.2,THE 2024,14.257398490326281
U1586,2024,,39.7,9.0,13.2,13.2,THE 2024,11.066415224168978
U1588,2024,,17.9,10.3,19.6,19.6,THE 2024,8.469458699020333
U1594,2024,,26.2,15.3,20.6,20.6,THE 2024,13.408785391203205
U1595,2024,,18.7,12.6,23.7,23.7,THE 2024,11.145638374599995
U3043,2024,,46.2,16.3,23.2,23.2,THE 2024,19.579622624451567
U1602,2024,,27.0,9.2,9.6,9.6,THE 2024,6.9783994992756675
U2467,2024,,34.3,12.2,19.2,19.2,THE 2024,13.306797919404069
U1610,2024,,20.4,9.5,16.7,16.7,THE 2024,7.75133961740569
U2417,2024,,43.9,9.1,12.0,12.0,THE 2024,11.760713817892016
U3052,2024,,37.9,15.6,21.5,21.5,THE 2024,16.67589615954587
U3053,2024,,39.8,17.7,17.7,17.7,THE 2024,17.052216607576543
U1623,2024,,34.4,10.7,12.5,12.5,THE 2024,10.457590779917378
U1625,2024,,21.3,9.1,26.1,26.1,THE 2024,10.68769909289795
U1626,2024,,35.5,7.7,5.2,5.2,THE 2024,6.877142199128708
U3212,2024,,27.8,12.6,28.9,28.9,THE 2024,14.966301583209729
U2468,2024,,23.9,12.1,33.0,33.0,THE 2024,15.038337565462248
U1630,2024,,32.8,8.7,7.8,7.8,THE 2024,7.558257546040912
U1631,2024,,28.4,13.4,9.9,9.9,THE 2024,9.611688460821611
U1633,2024,,23.7,12.5,8.2,8.2,THE 2024,7.473756879800739
U3064,2024,,26.4,10.3,15.2,15.2,THE 2024,9.15436492088595
U2421,2024,,26.5,8.7,10.1,10.1,THE 2024,6.751189247532999
U3069,2024,,25.9,9.4,39.3,39.3,THE 2024,16.06953598539164
U2423,2024,,42.0,9.5,13.6,13.6,THE 2024,12.009307651097261
U1656,2024,,24.2,11.4,28.8,28.8,THE 2024,13.435601430804759
U1657,2024,,22.6,10.1,33.9,33.9,THE 2024,13.956104008758459
U1669,2024,,24.7,10.7,14.6,14.6,THE 2024,8.765968092351692
U2426,2024,,37.2,10.6,10.2,10.2,THE 2024,10.365815286994064
U1678,2024,,63.9,8.7,15.3,15.3,THE 2024,17.415866966420847
U3075,2024,,32.0,14.4,15.4,15.4,THE 2024,12.719809800945779
