university_id,year,citations_per_faculty_score,international_research_network_score,research_score,citation_score,research_impact,source,research_productivity_index
U2738,2024,,82.3,91.2,97.6,97.6,THE 2024,90.74330858212535
U1627,2024,,70.2,97.3,87.2,87.2,THE 2024,87.77425876264618
U1016,2024,,84.2,92.3,97.2,97.2,THE 2024,91.65471004663362
U3062,2024,,78.8,89.7,97.6,97.6,THE 2024,89.11071217014904
U0467,2024,,86.9,89.7,97.4,97.4,THE 2024,91.00729441954353
U2709,2024,,74.3,91.9,96.4,96.4,THE 2024,88.80164936820843
U1480,2024,,91.1,94.0,95.4,95.4,THE 2024,93.65362969110114
U0478,2024,,86.0,88.7,97.6,97.6,THE 2024,90.32783652911364
U3228,2024,,90.7,94.1,92.8,92.8,THE 2024,92.7993365577922
U2175,2024,,97.9,86.4,98.6,98.6,THE 2024,92.31178410098848
U2971,2024,,69.0,87.4,95.5,95.5,THE 2024,84.88104373702136
U0337,2024,,85.5,84.6,98.9,98.9,THE 2024,88.46305500834143
U3272,2024,,73.2,83.5,98.2,98.2,THE 2024,84.69385954307224
U0550,2024,,74.8,76.1,96.2,96.2,THE 2024,80.57934062467298
U1501,2024,,80.7,84.0,94.9,94.9,THE 2024,85.74166143144016
U1539,2024,,75.9,78.8,97.8,97.8,THE 2024,82.75889909731404
U3226,2024,,49.7,94.2,67.8,67.8,THE 2024,75.1482287544866
U2788,2024,,97.0,77.5,96.9,96.9,THE 2024,86.89996468309923
U2071,2024,,83.1,85.1,90.0,90.0,THE 2024,85.37211272135046
U1404,2024,,93.3,80.9,94.5,94.5,THE 2024,87.0394712979166
U0456,2024,,95.8,73.2,90.3,90.3,THE 2024,82.30001559136808
U2713,2024,,74.3,78.4,97.6,97.6,THE 2024,82.10000944579616
U2851,2024,,96.8,72.3,96.4,96.4,THE 2024,83.97046697320134
U0703,2024,,84.8,78.9,94.1,94.1,THE 2024,83.81101994389715
U2966,2024,,92.7,76.4,90.1,90.1,THE 2024,83.1651614398388
U1118,2024,,97.5,75.1,97.7,97.7,THE 2024,86.01224321596025
U1224,2024,,76.9,76.8,92.2,92.2,THE 2024,80.20797074992063
U1618,2024,,81.6,72.8,83.2,83.2,THE 2024,76.44443482570043
U2697,2024,,95.0,76.6,90.5,90.5,THE 2024,83.95082116236456
U2866,2024,,64.0,81.5,85.2,85.2,THE 2024,77.37088796620021
U1878,2024,,60.6,82.5,75.4,75.4,THE 2024,74.01978838621001
U0673,2024,,56.1,75.3,83.5,83.5,THE 2024,71.68129710800615
U1159,2024,,79.6,74.9,91.9,91.9,THE 2024,79.77166819322767
U1236,2024,,94.1,73.5,95.4,95.4,THE 2024,83.63490879594576
U2591,2024,,76.4,64.3,94.6,94.6,THE 2024,74.28335263360381
U0514,2024,,92.8,78.2,76.5,76.5,THE 2024,79.89598133849941
U1296,2024,,92.5,72.3,88.8,88.8,THE 2024,80.56296246228285
U1054,2024,,85.7,67.9,95.3,95.3,THE 2024,78.63730672987745
U2945,2024,,95.6,67.1,93.1,93.1,THE 2024,79.92685715144023
U3194,2024,,47.3,75.7,91.0,91.0,THE 2024,72.09921518866965
U0400,2024,,93.6,61.5,97.6,97.6,THE 2024,77.91003989101631
U1349,2024,,91.1,67.8,94.7,94.7,THE 2024,79.70390497078922
U1177,2024,,45.7,84.3,60.0,60.0,THE 2024,66.56229109290325
U3456,2024,,65.5,75.3,78.7,78.7,THE 2024,72.45924690967641
U3120,2024,,45.4,66.3,88.2,88.2,THE 2024,65.84082416715594
U2579,2024,,78.6,66.1,82.4,82.4,THE 2024,71.95816933789375
U2707,2024,,78.7,67.8,87.2,87.2,THE 2024,74.36866556250118
U3174,2024,,90.2,68.9,92.0,92.0,THE 2024,79.22164921989973
U2644,2024,,93.2,63.1,96.7,96.7,THE 2024,78.37150529529626
U1855,2024,,43.7,75.3,74.6,74.6,THE 2024,65.90992062806701
U3282,2024,,62.8,67.5,85.5,85.5,THE 2024,69.83661414240142
U0303,2024,,72.1,59.6,89.7,89.7,THE 2024,69.25365724903968
U0808,2024,,95.5,62.1,92.9,92.9,THE 2024,77.21982298525872
U3370,2024,,92.4,59.8,93.8,93.8,THE 2024,75.54504838074249
U0191,2024,,94.8,68.0,86.6,86.6,THE 2024,78.18016277141886
U3379,2024,,72.7,57.2,97.5,97.5,THE 2024,70.57080493701227
U2715,2024,,84.0,64.7,96.9,96.9,THE 2024,77.04747570396472
U3086,2024,,94.0,64.3,89.1,89.1,THE 2024,76.82630524164927
U0907,2024,,97.1,61.6,70.8,70.8,THE 2024,70.45997402512667
U3025,2024,,50.9,60.3,93.9,93.9,THE 2024,65.80197984077094
U1398,2024,,61.8,61.7,85.3,85.3,THE 2024,66.4926385927749
U3152,2024,,74.3,58.8,92.5,92.5,THE 2024,70.23868771143616
U1940,2024,,78.8,60.8,83.7,83.7,THE 2024,69.6337435775042
U3440,2024,,51.8,64.3,79.3,79.3,THE 2024,63.567783466814724
U1210,2024,,87.8,62.7,93.0,93.0,THE 2024,75.70328868411862
U0289,2024,,74.1,54.1,94.3,94.3,THE 2024,68.2877554123026
U2830,2024,,93.4,57.2,94.5,94.5,THE 2024,74.64227144697396
U3300,2024,,92.4,53.4,91.8,91.8,THE 2024,71.56769772732059
U2696,2024,,92.5,56.5,97.3,97.3,THE 2024,74.93001510829865
U0421,2024,,98.7,52.4,91.1,91.1,THE 2024,72.3490993787547
U1148,2024,,41.6,65.8,77.4,77.4,THE 2024,61.29529939797797
U3307,2024,,94.5,57.4,91.1,91.1,THE 2024,73.9539249841735
U2976,2024,,48.3,58.5,87.2,87.2,THE 2024,62.14257748176685
U1711,2024,,76.7,65.3,71.8,71.8,THE 2024,67.77720930052944
U2823,2024,,96.1,51.8,96.8,96.8,THE 2024,73.18155618627034
U0807,2024,,96.3,54.1,94.5,94.5,THE 2024,73.71886361030838
U0823,2024,,79.0,63.7,82.8,82.8,THE 2024,70.92165348199836
U1791,2024,,71.2,64.8,78.9,78.9,THE 2024,68.39688397233658
U2687,2024,,73.8,57.7,89.7,89.7,THE 2024,68.6689746677109
U2708,2024,,80.9,53.8,93.2,93.2,THE 2024,69.43234176638947
U3330,2024,,62.9,48.5,96.0,96.0,THE 2024,63.173754697814715
U0378,2024,,75.2,49.1,97.7,97.7,THE 2024,66.99242213549716
U1232,2024,,73.8,75.2,33.9,33.9,THE 2024,60.45770485443085
U3184,2024,,72.0,56.5,89.0,89.0,THE 2024,67.38666697086538
U1157,2024,,82.5,57.8,81.0,81.0,THE 2024,68.11509552182788
U3144,2024,,96.5,50.1,92.7,92.7,THE 2024,71.11004748176899
U0586,2024,,90.6,54.1,96.9,96.9,THE 2024,73.0880507409122
U1568,2024,,67.3,52.7,88.4,88.4,THE 2024,64.07149837501271
U2679,2024,,95.1,49.3,95.5,95.5,THE 2024,71.22446125734564
U0668,2024,,82.4,59.7,82.5,82.5,THE 2024,69.55400857248054
U2755,2024,,80.1,51.1,91.3,91.3,THE 2024,67.2318767403915
U1297,2024,,87.3,51.3,93.0,93.0,THE 2024,69.60752693254248
U3129,2024,,92.0,49.5,92.3,92.3,THE 2024,69.58270062253885
U0583,2024,,69.3,45.7,95.5,95.5,THE 2024,63.098249215639996
U1249,2024,,79.8,56.6,86.6,86.6,THE 2024,68.5777504757073
U3271,2024,,96.4,52.1,89.0,89.0,THE 2024,70.9814337391851
U0003,2024,,76.3,59.0,86.3,86.3,THE 2024,68.89572127703846
U2634,2024,,90.7,55.5,80.9,80.9,THE 2024,68.86156348230091
U2625,2024,,92.9,50.6,92.8,92.8,THE 2024,70.53263795026177
U2831,2024,,70.7,54.8,90.1,90.1,THE 2024,66.52397141451425
U2995,2024,,87.7,54.1,81.7,81.7,THE 2024,67.65151813987326
U2954,2024,,48.6,58.1,92.8,92.8,THE 2024,63.750033553069514
U0709,2024,,65.7,59.3,85.3,85.3,THE 2024,66.17794503494292
U2676,2024,,87.0,47.0,93.3,93.3,THE 2024,67.37476472279667
U1323,2024,,71.4,52.3,86.2,86.2,THE 2024,64.16803218479133
U2100,2024,,64.1,62.1,77.3,77.3,THE 2024,64.76629768832913
U1749,2024,,85.8,45.6,86.5,86.5,THE 2024,64.23242647767303
U3262,2024,,94.9,60.3,77.4,77.4,THE 2024,71.3026635415699
U2847,2024,,56.7,57.6,90.6,90.6,THE 2024,64.76150833562488
U1628,2024,,58.4,58.7,83.7,83.7,THE 2024,63.599620088040886
U2663,2024,,95.4,42.9,87.7,87.7,THE 2024,65.51280841193754
U2956,2024,,77.3,46.9,87.3,87.3,THE 2024,63.10736664778218
U3365,2024,,84.3,51.0,93.4,93.4,THE 2024,68.8493909143571
U2063,2024,,92.2,47.4,83.2,83.2,THE 2024,65.69554831970137
U3042,2024,,75.6,50.6,92.1,92.1,THE 2024,66.1307725583298
U2809,2024,,74.2,51.3,86.2,86.2,THE 2024,64.32106948208725
U2916,2024,,94.6,49.1,87.3,87.3,THE 2024,68.4442033361737
U3034,2024,,92.8,45.9,90.6,90.6,THE 2024,67.35978352898118
U2116,2024,,58.5,66.4,53.8,53.8,THE 2024,58.344801553346606
U2803,2024,,50.9,56.7,78.3,78.3,THE 2024,59.05537430382859
U3093,2024,,81.7,42.9,88.3,88.3,THE 2024,62.386544130501434
U2153,2024,,91.4,48.4,87.6,87.6,THE 2024,67.396903470431
U1723,2024,,98.1,42.6,97.9,97.9,THE 2024,69.18610831610785
U2840,2024,,65.7,53.3,84.8,84.8,THE 2024,62.87752770701723
U2058,2024,,71.3,55.6,78.1,78.1,THE 2024,63.35004365038158
U2748,2024,,56.6,51.9,88.6,88.6,THE 2024,61.12685019561942
U1253,2024,,97.4,47.1,86.1,86.1,THE 2024,67.69929984309366
U1051,2024,,77.6,56.8,72.5,72.5,THE 2024,63.75800538332199
U1730,2024,,77.7,51.0,91.3,91.3,THE 2024,66.59905471437744
U3309,2024,,74.7,55.0,81.3,81.3,THE 2024,64.85471206988666
U2915,2024,,90.4,46.3,87.3,87.3,THE 2024,65.96097862712709
U3276,2024,,93.5,48.6,88.7,88.7,THE 2024,68.3522641350701
U3072,2024,,50.9,46.1,92.4,92.4,THE 2024,57.89234211275902
U2000,2024,,61.3,54.2,72.9,72.9,THE 2024,58.57797364952182
U3294,2024,,93.1,44.8,90.8,90.8,THE 2024,66.9181202993571
U3189,2024,,94.3,43.3,95.9,95.9,THE 2024,68.01094738634677
U1648,2024,,40.0,51.5,77.2,77.2,THE 2024,53.35129444247686
U2653,2024,,89.9,45.7,88.3,88.3,THE 2024,65.8371207137923
U1902,2024,,46.1,57.3,69.3,69.3,THE 2024,55.405279145783496
U2660,2024,,65.2,47.3,91.4,91.4,THE 2024,61.66802940104152
U1451,2024,,51.2,54.8,70.8,70.8,THE 2024,55.79566996838347
U2577,2024,,73.2,42.7,90.6,90.6,THE 2024,60.94261049822417
U2650,2024,,47.0,51.3,85.7,85.7,THE 2024,57.58731349735091
U2685,2024,,54.3,44.6,86.5,86.5,THE 2024,56.09042145332447
U1194,2024,,96.8,40.7,93.9,93.9,THE 2024,66.62980591009274
U0817,2024,,32.9,48.1,90.0,90.0,THE 2024,53.839813156608095
U3273,2024,,89.3,49.3,83.7,83.7,THE 2024,66.14578857863228
U2746,2024,,73.3,47.1,85.6,85.6,THE 2024,61.71524156089661
U2648,2024,,74.7,44.4,92.5,92.5,THE 2024,62.78825308753983
U0509,2024,,60.2,40.7,84.7,84.7,THE 2024,54.912492647050634
U2160,2024,,67.9,51.1,79.3,79.3,THE 2024,60.54313576693716
U0338,2024,,65.0,40.2,88.7,88.7,THE 2024,57.05736630780933
U3410,2024,,41.0,45.0,88.5,88.5,THE 2024,53.70667303683389
U3265,2024,,60.8,40.1,88.9,88.9,THE 2024,56.05154123433552
U2726,2024,,82.9,47.0,88.3,88.3,THE 2024,64.82559665294242
U2486,2024,,83.1,49.4,83.1,83.1,THE 2024,64.51188818717071
U0579,2024,,87.3,51.5,71.3,71.3,THE 2024,62.952224124885596
U0769,2024,,33.9,55.1,70.9,70.9,THE 2024,51.800258464654654
U2928,2024,,96.4,40.2,93.4,93.4,THE 2024,66.11525297545542
U1495,2024,,91.3,41.1,93.8,93.8,THE 2024,65.47818804090184
U1842,2024,,59.3,42.6,82.9,82.9,THE 2024,55.129897939676866
U0555,2024,,95.8,44.5,83.5,83.5,THE 2024,65.13970680788879
U1597,2024,,51.0,65.7,50.5,50.5,THE 2024,55.13610309568852
U3290,2024,,63.2,43.4,90.8,90.8,THE 2024,58.953412418836216
U0244,2024,,52.3,45.8,77.5,77.5,THE 2024,53.43193801605538
U2799,2024,,95.5,42.5,95.7,95.7,THE 2024,67.81956044092986
U3045,2024,,86.9,46.5,84.4,84.4,THE 2024,64.31594074882112
U1256,2024,,88.6,44.2,87.4,87.4,THE 2024,64.45619400087465
U1826,2024,,46.5,48.1,77.9,77.9,THE 2024,53.35933912405415
U0160,2024,,71.7,46.2,87.5,87.5,THE 2024,61.44850300951784
U2817,2024,,97.1,38.0,86.7,86.7,THE 2024,63.04427230683281
U3243,2024,,93.3,46.0,75.1,75.1,THE 2024,62.70445297859215
U1986,2024,,81.2,49.6,91.0,91.0,THE 2024,66.61827703987086
U2142,2024,,67.7,53.6,69.5,69.5,THE 2024,58.75208120835495
U0701,2024,,53.2,37.0,85.1,85.1,THE 2024,51.40503410472581
U2947,2024,,63.7,45.4,90.2,90.2,THE 2024,59.935633544616394
U0369,2024,,74.1,46.6,79.4,79.4,THE 2024,59.7151932539531
U0334,2024,,92.5,39.6,91.9,91.9,THE 2024,64.39032976963607
U2123,2024,,60.1,63.3,49.4,49.4,THE 2024,55.736287846648224
U2161,2024,,62.8,35.0,87.5,87.5,THE 2024,53.42612412496378
U2797,2024,,61.0,48.1,79.7,79.7,THE 2024,57.42673733174098
U2937,2024,,93.7,38.1,90.3,90.3,THE 2024,63.39592944229551
U2986,2024,,53.5,47.3,83.7,83.7,THE 2024,56.43977127479607
U3161,2024,,95.8,42.6,77.7,77.7,THE 2024,62.33704609745166
U2183,2024,,63.0,41.2,87.9,87.9,THE 2024,56.84857820156164
U0858,2024,,64.7,38.4,84.9,84.9,THE 2024,54.85761806777296
U3032,2024,,69.9,42.6,76.1,76.1,THE 2024,55.575000344118855
U1724,2024,,82.2,42.1,89.5,89.5,THE 2024,62.46200767874285
U2184,2024,,46.5,40.8,85.0,85.0,THE 2024,51.7451813231568
U0001,2024,,72.4,45.0,83.0,83.0,THE 2024,59.58698961102202
U0002,2024,,81.8,43.1,79.7,79.7,THE 2024,59.836422004435846
U2622,2024,,97.5,35.8,81.8,81.8,THE 2024,60.4614879111933
U0016,2024,,97.8,30.0,85.8,85.8,THE 2024,58.740312935649435
U0195,2024,,68.8,41.4,84.8,84.8,THE 2024,57.390328134923394
U2704,2024,,85.2,41.4,81.7,81.7,THE 2024,60.39073873209744
U2717,2024,,77.9,39.8,93.3,93.3,THE 2024,61.40045430323062
U0491,2024,,94.7,36.5,87.5,87.5,THE 2024,61.9269188440743
U0672,2024,,69.3,42.0,81.8,81.8,THE 2024,56.891133088756625
U0702,2024,,66.1,35.7,86.0,86.0,THE 2024,54.123776011861665
U0719,2024,,70.8,38.2,82.4,82.4,THE 2024,55.449191673683494
U2825,2024,,65.7,43.4,90.2,90.2,THE 2024,59.37109145238841
U2843,2024,,77.3,42.5,75.8,75.8,THE 2024,57.21873246607799
U2867,2024,,61.0,33.9,80.0,80.0,THE 2024,50.07784726728046
U0862,2024,,31.1,57.8,53.9,53.9,THE 2024,47.24225633654308
U2874,2024,,55.8,37.0,79.9,79.9,THE 2024,50.41387512828052
U1109,2024,,84.8,38.7,86.3,86.3,THE 2024,60.31193101190396
U1149,2024,,62.5,46.6,72.0,72.0,THE 2024,54.604576868489
U2917,2024,,95.1,34.2,95.5,95.5,THE 2024,63.31041513575235
U2570,2024,,89.6,45.0,83.5,83.5,THE 2024,63.90236591014771
U2936,2024,,93.2,39.4,78.1,78.1,THE 2024,60.15572912413303
U1300,2024,,81.9,33.5,91.6,91.6,THE 2024,58.53632436944572
U1306,2024,,81.7,28.7,93.5,93.5,THE 2024,56.56413381681975
U2970,2024,,67.5,34.7,83.2,83.2,THE 2024,53.065966009869925
U1357,2024,,72.7,48.8,55.1,55.1,THE 2024,52.95956647230881
U1383,2024,,41.9,55.7,54.3,54.3,THE 2024,48.87808805808527
U3013,2024,,83.4,38.8,85.5,85.5,THE 2024,59.77654757358534
U1524,2024,,83.3,33.6,93.3,93.3,THE 2024,59.45690344247504
U3050,2024,,53.1,38.5,84.1,84.1,THE 2024,51.8554873501315
U1650,2024,,65.3,49.7,71.9,71.9,THE 2024,56.87530847797757
U1661,2024,,74.7,38.3,90.5,90.5,THE 2024,58.96813513852045
U3078,2024,,68.5,44.7,80.4,80.4,THE 2024,57.67661998187933
U1728,2024,,98.4,38.0,88.7,88.7,THE 2024,63.981714625463766
U3088,2024,,95.5,40.6,84.1,84.1,THE 2024,63.21004614793823
U1789,2024,,63.7,37.2,78.4,78.4,THE 2024,51.96192716322177
U1825,2024,,60.8,39.0,80.1,80.1,THE 2024,52.733588296386095
U3138,2024,,42.5,60.7,57.3,57.3,THE 2024,52.57831535184951
U1951,2024,,69.3,40.8,92.8,92.8,THE 2024,59.688993548405136
U2003,2024,,39.1,39.5,83.2,83.2,THE 2024,48.71349097317595
U3172,2024,,95.4,35.6,92.7,92.7,THE 2024,63.244445003563555
U2011,2024,,85.6,34.0,91.3,91.3,THE 2024,59.59972141653395
U2092,2024,,52.9,49.7,83.0,83.0,THE 2024,57.33446159305401
U2109,2024,,55.3,47.6,71.4,71.4,THE 2024,53.20053662167392
U2111,2024,,84.5,44.9,80.1,80.1,THE 2024,61.55739133786612
U2616,2024,,88.1,41.3,84.0,84.0,THE 2024,61.75616884288381
U3248,2024,,40.9,38.5,87.0,87.0,THE 2024,49.80849092496377
U3366,2024,,78.5,42.6,80.9,80.9,THE 2024,59.15013397654775
U3389,2024,,87.5,42.9,75.2,75.2,THE 2024,59.70820746342041
U3285,2024,,91.7,39.3,84.0,84.0,THE 2024,61.57856750035353
U2665,2024,,95.0,35.1,80.5,80.5,THE 2024,59.08503225584211
U0242,2024,,36.8,44.0,74.7,74.7,THE 2024,47.86777913364162
U2675,2024,,76.3,33.9,84.2,84.2,THE 2024,55.08637940121802
U0288,2024,,57.8,30.5,84.6,84.6,THE 2024,48.95501692484346
U0296,2024,,81.4,28.3,84.6,84.6,THE 2024,53.509353150599466
U2712,2024,,77.0,35.4,85.7,85.7,THE 2024,56.50911922084951
U0511,2024,,85.7,34.6,91.4,91.4,THE 2024,59.96952327017017
U2782,2024,,88.7,32.0,90.9,90.9,THE 2024,59.176590497822836
U0452,2024,,68.0,46.8,53.9,53.9,THE 2024,50.40087821502076
U0662,2024,,58.8,38.6,79.4,79.4,THE 2024,51.82220021756841
U0736,2024,,81.8,37.8,82.7,82.7,THE 2024,57.993223665910406
U0781,2024,,66.8,34.5,82.3,82.3,THE 2024,52.51148379716646
U2849,2024,,61.7,35.5,85.7,85.7,THE 2024,52.86140920333274
U0820,2024,,67.1,27.9,98.0,98.0,THE 2024,54.015881422966665
U1012,2024,,66.0,32.6,82.3,82.3,THE 2024,51.32220629443501
U1083,2024,,97.4,35.9,78.4,78.4,THE 2024,59.43052498465207
U1104,2024,,75.4,28.6,90.7,90.7,THE 2024,54.11586957011535
U2897,2024,,76.4,44.4,71.5,71.5,THE 2024,56.657321559327286
U1181,2024,,71.5,40.0,71.0,71.0,THE 2024,53.01047260893245
U1197,2024,,64.2,36.7,91.7,91.7,THE 2024,55.96409382085013
U1200,2024,,88.2,35.4,88.1,88.1,THE 2024,59.9653680201353
U2569,2024,,76.2,38.7,73.7,73.7,THE 2024,54.30689083741899
U1217,2024,,70.7,41.3,86.4,86.4,THE 2024,58.29585174132316
U1242,2024,,91.5,34.4,77.4,77.4,THE 2024,56.90599096837843
U1254,2024,,94.7,34.2,78.9,78.9,THE 2024,58.04234038446499
U2942,2024,,84.7,35.4,72.6,72.6,THE 2024,54.29027469403451
U1301,2024,,88.3,29.3,89.6,89.6,THE 2024,57.25977654709975
U1402,2024,,49.3,31.4,85.3,85.3,THE 2024,47.589160841107514
U1518,2024,,61.8,41.4,73.3,73.3,THE 2024,52.11490783786199
U3046,2024,,59.5,38.2,84.1,84.1,THE 2024,53.246017644519796
U1714,2024,,96.0,35.6,83.4,83.4,THE 2024,60.49235152301796
U1726,2024,,76.0,38.0,72.3,72.3,THE 2024,53.45550986178314
U1737,2024,,91.6,36.6,81.7,81.7,THE 2024,59.422778460447994
U1758,2024,,92.8,36.2,83.2,83.2,THE 2024,59.970630136477425
U1780,2024,,60.0,46.7,72.2,72.2,THE 2024,54.114698144504004
U1849,2024,,68.6,34.5,94.0,94.0,THE 2024,56.59165195366049
U1851,2024,,79.9,27.8,76.9,76.9,THE 2024,50.48578779633936
U1914,2024,,92.9,36.7,84.2,84.2,THE 2024,60.56839492042183
U1942,2024,,44.0,38.2,83.2,83.2,THE 2024,49.217155300047594
U3153,2024,,76.9,33.5,89.1,89.1,THE 2024,56.54831832726346
U3156,2024,,66.7,36.4,87.6,87.6,THE 2024,55.13419747087208
U1987,2024,,78.8,29.7,81.4,81.4,THE 2024,52.617442317683285
U3167,2024,,58.9,49.5,63.1,63.1,THE 2024,52.48129065444489
U3171,2024,,96.8,34.5,88.0,88.0,THE 2024,61.542323788577825
U2507,2024,,98.5,26.4,84.0,84.0,THE 2024,56.462059397260596
U2008,2024,,89.5,30.2,89.7,89.7,THE 2024,58.05283287055566
U3183,2024,,90.9,38.4,82.0,82.0,THE 2024,60.290346052795584
U2062,2024,,65.4,48.1,62.6,62.6,THE 2024,53.16372158967135
U2169,2024,,86.7,44.1,57.6,57.6,THE 2024,54.66080186256792
U3351,2024,,65.4,39.4,78.8,78.8,THE 2024,53.650702133961005
U3356,2024,,49.8,26.9,98.3,98.3,THE 2024,49.401433496110435
U3415,2024,,37.8,48.0,70.0,70.0,THE 2024,48.74187870607423
U0239,2024,,34.5,43.5,68.6,68.6,THE 2024,45.14918577213389
U2693,2024,,65.0,39.0,68.8,68.8,THE 2024,50.22905854315877
U2606,2024,,71.4,34.1,76.1,76.1,THE 2024,51.48283067222251
U0346,2024,,52.3,30.0,89.4,89.4,THE 2024,48.85818069322383
U0390,2024,,49.7,32.8,92.4,92.4,THE 2024,50.63148665530754
U0477,2024,,91.5,32.3,92.1,92.1,THE 2024,60.38480128989727
U0502,2024,,89.1,31.6,78.9,78.9,THE 2024,55.325364322367896
U0545,2024,,62.2,26.0,79.6,79.6,THE 2024,46.102981021720524
U2781,2024,,91.1,32.1,84.9,84.9,THE 2024,57.94025364533223
U0561,2024,,56.4,35.1,76.3,76.3,THE 2024,48.44167545443175
U2798,2024,,97.4,31.8,81.0,81.0,THE 2024,58.091646871836375
U0656,2024,,88.9,35.4,78.4,78.4,THE 2024,57.112847744545505
U2813,2024,,77.6,33.8,76.7,76.7,THE 2024,53.011909260749064
U2530,2024,,71.6,37.9,66.9,66.9,THE 2024,50.656768907992756
U0767,2024,,66.5,40.4,62.0,62.0,THE 2024,49.20718805424015
U0780,2024,,46.8,36.3,68.9,68.9,THE 2024,44.443665823699845
U0806,2024,,97.8,28.9,77.2,77.2,THE 2024,55.48466529365018
U2870,2024,,94.7,33.1,70.3,70.3,THE 2024,54.78669274246573
U2894,2024,,62.9,33.3,81.6,81.6,THE 2024,50.72131636634269
U1185,2024,,48.8,47.5,51.2,51.2,THE 2024,45.28334403359377
U2923,2024,,73.6,38.7,72.7,72.7,THE 2024,53.36658563940944
U1353,2024,,68.5,35.6,74.7,74.7,THE 2024,51.13152701375691
U3006,2024,,74.4,30.4,82.3,82.3,THE 2024,52.200605398062834
U1537,2024,,48.4,40.6,74.7,74.7,THE 2024,48.891128919054786
U1544,2024,,66.2,38.4,74.7,74.7,THE 2024,52.04280492715662
U1589,2024,,34.6,21.3,91.7,91.7,THE 2024,40.734411125446826
U3044,2024,,81.8,35.1,75.8,75.8,THE 2024,54.42859661600739
U3059,2024,,50.4,32.3,82.7,82.7,THE 2024,47.516911872380206
U3096,2024,,66.9,33.5,74.3,74.3,THE 2024,49.519346741341295
U1775,2024,,94.6,29.3,79.0,79.0,THE 2024,55.481175063676204
U1980,2024,,79.5,25.8,93.5,93.5,THE 2024,54.51217414342775
U1884,2024,,37.0,37.4,78.3,78.3,THE 2024,45.57852255760129
U3145,2024,,83.5,36.8,82.5,82.5,THE 2024,57.81793390183901
U1943,2024,,47.6,46.3,68.4,68.4,THE 2024,49.72246310542383
U1978,2024,,59.9,39.5,76.9,76.9,THE 2024,51.78110389681618
U3166,2024,,91.9,35.5,71.2,71.2,THE 2024,55.64778189749059
U2010,2024,,54.4,34.9,78.8,78.8,THE 2024,48.63199391375156
U2030,2024,,49.8,38.4,80.9,80.9,THE 2024,50.00812641720999
U3182,2024,,60.7,31.8,86.5,86.5,THE 2024,50.92958906427461
U2559,2024,,77.8,37.8,77.7,77.7,THE 2024,55.46823939291225
U3192,2024,,56.1,31.6,84.5,84.5,THE 2024,49.089259646457144
U3241,2024,,52.5,34.9,83.3,83.3,THE 2024,49.57437093236405
U2197,2024,,89.1,34.5,83.2,83.2,THE 2024,58.184844327853895
U2615,2024,,77.2,31.6,82.4,82.4,THE 2024,53.53783517561896
U3378,2024,,60.3,34.5,74.8,74.8,THE 2024,48.6030884033887
U3388,2024,,87.2,31.7,87.7,87.7,THE 2024,57.65971610537623
U3224,2024,,76.3,42.9,72.4,72.4,THE 2024,56.1273480722343
U3412,2024,,38.4,33.5,83.7,83.7,THE 2024,45.55531354700828
U0041,2024,,76.3,27.2,71.9,71.9,THE 2024,47.74307330196059
U0118,2024,,38.8,33.7,77.0,77.0,THE 2024,43.6696431230375
U0197,2024,,60.9,29.9,76.3,76.3,THE 2024,46.804579436646264
U2668,2024,,67.7,40.8,65.0,65.0,THE 2024,50.64161666163578
U2688,2024,,66.6,29.9,72.5,72.5,THE 2024,46.99925523439137
U0304,2024,,98.4,26.5,80.7,80.7,THE 2024,55.46224911869443
U2721,2024,,40.4,45.5,54.0,54.0,THE 2024,43.0759612116329
U2722,2024,,88.3,31.6,82.4,82.4,THE 2024,56.222236626646776
U0405,2024,,42.0,38.2,75.9,75.9,THE 2024,46.459336060744775
U0422,2024,,95.5,30.9,78.6,78.6,THE 2024,56.41279306696094
U2751,2024,,36.9,23.7,93.7,93.7,THE 2024,43.171553047858964
U2753,2024,,64.6,30.2,72.8,72.8,THE 2024,46.766269945597
U0499,2024,,34.5,38.9,64.8,64.8,THE 2024,41.55448368157569
U0570,2024,,87.6,26.2,86.9,86.9,THE 2024,54.624630528287256
U2791,2024,,33.9,35.2,80.9,80.9,THE 2024,44.4857538701289
U2802,2024,,51.9,34.4,78.6,78.6,THE 2024,47.70303918906122
U0669,2024,,78.6,22.8,85.5,85.5,THE 2024,50.2299810896914
U2819,2024,,43.9,40.5,68.2,68.2,THE 2024,45.72552504068243
U0776,2024,,71.6,38.1,69.1,69.1,THE 2024,51.44694896637947
U0784,2024,,94.8,33.4,65.2,65.2,THE 2024,53.379324196995384
U0802,2024,,47.5,44.0,47.4,47.4,THE 2024,41.95077250004875
U0824,2024,,32.5,30.4,92.0,92.0,THE 2024,45.089401368936805
U0840,2024,,73.2,26.9,67.8,67.8,THE 2024,45.558884328040584
U0927,2024,,46.0,34.5,69.3,69.3,THE 2024,43.4314098143362
U0979,2024,,77.7,30.9,79.6,79.6,THE 2024,52.41960370632477
U1025,2024,,62.7,38.0,72.5,72.5,THE 2024,50.30137017587115
U2886,2024,,58.6,25.9,73.1,73.1,THE 2024,43.155031315053115
U1152,2024,,57.4,40.5,68.9,68.9,THE 2024,49.20840615208234
U1209,2024,,58.2,41.5,62.1,62.1,THE 2024,47.807605479300946
