university_id,university_name,country_id,country_name,region
U0827,hyogo medical university,C0116,japan,
U0828,hyogo university of teacher education,C0116,japan,
U0829,ibaraki university,C0116,japan,
U0830,ibn khaldoun university,C0005,algeria,
U0831,ibn tofaïl university,C0162,morocco,
U0832,icesi university,C0047,colombia,
U0833,icfai university dehradun,C0108,india,
U0834,ie university,C0216,spain,Europe
U0835,ifhe hyderabad,C0108,india,
U0836,ignatius ajuru university of education,C0173,nigeria,
U0837,ilam university,C0259,iran,
U0838,ilam university of medical sciences,C0259,iran,
U0839,ilia state university,C0085,georgia,
U0840,illinois institute of technology,C0245,united states,Americas
U0841,illinois state university,C0245,united states,Americas
U0842,ilma university,C0181,pakistan,
U0843,ilmenau university of technology,C0086,germany,
U0844,imam abdulrahman bin faisal university,C0200,saudi arabia,
U0845,imam abdulrahman bin faisal university iau formerly university of dammam,C0200,saudi arabia,Asia
U0846,imam alkadhum college ikc,C0111,iraq,
U0847,imam khomeini international university,C0259,iran,
U0848,imam mohammad ibn saud islamic university,C0200,saudi arabia,
U0849,imam mohammad ibn saud islamic university imsiu,C0200,saudi arabia,Asia
U0850,immanuel kant baltic federal university,C0195,russian federation,Europe
U0851,imperial college london,C0244,united kingdom,Europe
U0852,imt atlantique,C0082,france,
U0853,imt mines alès,C0082,france,
U0854,imt nord europe,C0082,france,
U0855,incheon national university,C0261,south korea,
U0856,independent university bangladesh,C0019,bangladesh,
U0857,indiana state university,C0245,united states,Americas
U0858,indiana university,C0245,united states,
U0859,indiana university bloomington,C0245,united states,Americas
U0860,indiana universitypurdue university indianapolis,C0245,united states,Americas
U0861,indian institute of information technology allahabad,C0108,india,Asia
U0862,indian institute of science,C0108,india,Asia
U0863,indian institute of science education and research bhopal,C0108,india,
U0864,indian institute of science education and research kolkata,C0108,india,
U0865,indian institute of science education and research pune,C0108,india,
U0866,indian institute of technology bhubaneswar,C0108,india,Asia
U0867,indian institute of technology bhu varanasi,C0108,india,Asia
U0868,indian institute of technology bombay iitb,C0108,india,Asia
U0869,indian institute of technology delhi iitd,C0108,india,Asia
U0870,indian institute of technology gandhinagar,C0108,india,
U0871,indian institute of technology guwahati,C0108,india,
U0872,indian institute of technology guwahati iitg,C0108,india,Asia
U0873,indian institute of technology hyderabad,C0108,india,Asia
U0874,indian institute of technology indian school of mines dhanbad,C0108,india,
U0875,indian institute of technology indore,C0108,india,
U0876,indian institute of technology indore iit indore,C0108,india,Asia
U0877,indian institute of technology kanpur iitk,C0108,india,Asia
U0878,indian institute of technology kharagpur iitkgp,C0108,india,Asia
U0879,indian institute of technology madras iitm,C0108,india,Asia
U0880,indian institute of technology mandi,C0108,india,
U0881,indian institute of technology patna,C0108,india,
U0882,indian institute of technology roorkee iitr,C0108,india,Asia
U0883,indian institute of technology ropar,C0108,india,
U0884,indira gandhi delhi technical university for women,C0108,india,
U0885,indraprastha institute of information technology delhi,C0108,india,
U0886,industrial university of tyumen,C0195,russian federation,
U0887,information technology university of the punjab,C0181,pakistan,
U0888,inha university,C0261,south korea,Asia
U0889,innopolis university,C0195,russian federation,
U0890,inönü university,C0257,turkey,
U0891,institut agro,C0082,france,
U0892,institute of cancer research,C0244,united kingdom,
U0893,institute of chemical technology,C0108,india,
U0894,institute of engineering technical and transport communications of turkmenistan,C0238,turkmenistan,
U0895,institute of international relations of the ministry of foreign affairs of turkmenistan,C0238,turkmenistan,
U0896,institute of southern punjab multan,C0181,pakistan,
U0897,institute of space technology,C0181,pakistan,
U0898,institute of telecommunications and informatics of turkmenistan,C0238,turkmenistan,
U0899,institut national des sciences appliquées de lyon insa,C0082,france,Europe
U0900,instituto politécnico de bragança,C0189,portugal,
U0901,instituto politécnico de viana do castelo,C0189,portugal,
U0902,instituto politécnico nacional ipn,C0152,mexico,Americas
U0903,instituto tecnológico autónomo de méxico itam,C0152,mexico,Americas
U0904,instituto tecnológico de buenos aires itba,C0011,argentina,Americas
U0905,instituto tecnológico de santo domingo intec,C0061,dominican republic,Americas
U0906,instituto tecnológico metropolitano,C0047,colombia,
U0907,institut polytechnique de paris,C0082,france,Europe
U0908,institut teknologi nasional bandung itenas bandung,C0109,indonesia,
U0909,institut teknologi sepuluh nopember,C0109,indonesia,
U0910,institut teknologi sepuluh nopember its surabaya,C0109,indonesia,Asia
U0911,international american university,C0245,united states,
U0912,international christian university,C0116,japan,Asia
U0913,international engineering and technology university metu,C0118,kazakhstan,
U0914,international hellenic university,C0089,greece,
U0915,international institute of information technology hyderabad,C0108,india,
U0916,international islamic university islamabad,C0181,pakistan,
U0917,international islamic university islamabad iiu,C0181,pakistan,Asia
U0918,international islamic university malaysia iium,C0145,malaysia,Asia
U0919,international it university,C0118,kazakhstan,
U0920,international university for the humanities and development,C0238,turkmenistan,
U0921,international university of business agriculture and technology,C0019,bangladesh,Asia
U0922,international university of rabat,C0162,morocco,
U0923,interstate school of veterinary sciences and medicine,C0201,senegal,
U0924,inti international university,C0145,malaysia,Asia
U0925,ionian university,C0089,greece,
U0926,ion mincu university of architecture and urbanism,C0194,romania,
U0927,iowa state university,C0245,united states,Americas
U0928,ipb university,C0109,indonesia,
U0929,ipb university aka bogor agricultural university,C0109,indonesia,Asia
U0930,iqra university,C0181,pakistan,
U0931,iran university of medical sciences,C0259,iran,
U0932,iran university of science and technology,C0264,iran islamic republic of,Asia
U0933,irkutsk national research technical university,C0195,russian federation,
U0934,irkutsk state university,C0195,russian federation,Europe
U0935,iscte instituto universitario de lisboa,C0189,portugal,Europe
U0936,iscteuniversity institute of lisbon,C0189,portugal,
U0937,isfahan university of medical sciences,C0259,iran,
U0938,isfahan university of technology,C0264,iran islamic republic of,Asia
U0939,ishou university,C0267,taiwan,
U0940,islamia college peshawar,C0181,pakistan,
U0941,the islamia university of bahawalpur,C0181,pakistan,
U0942,islamic azad university najafabad branch iaun,C0259,iran,
U0943,the islamic university,C0111,iraq,
U0944,islamic university of gaza,C0266,palestine,
U0945,islamic university of indonesia,C0109,indonesia,
U0946,islamic university of madinah,C0200,saudi arabia,Asia
U0947,israel technological university,C0066,ecuador,
U0948,isra university,C0117,jordan,
U0949,istanbul arel university,C0257,turkey,
U0950,istanbul aydin university,C0257,turkey,Asia
U0951,istanbul aydın university,C0257,turkey,
U0952,istanbul bilgi üniversitesi,C0257,turkey,Asia
U0953,istanbul bilgi university,C0257,turkey,
U0954,istanbul gelişim university,C0257,turkey,
U0955,istanbul kültür university,C0257,turkey,
U0956,istanbul medeniyet university,C0257,turkey,
U0957,istanbul medipol university,C0257,turkey,
U0958,istanbul okan university,C0257,turkey,
U0959,istanbul technical university,C0257,turkey,Asia
U0960,istanbul university,C0257,turkey,Asia
U0961,istanbul universitycerrahpaşa,C0257,turkey,
U0962,iteso universidad jesuita de guadalajara,C0152,mexico,Americas
U0963,itmo university,C0195,russian federation,Europe
U0964,iubat international university of business agriculture and technology,C0019,bangladesh,
U0965,iuliu haţieganu university of medicine and pharmacy clujnapoca,C0194,romania,
U0966,ivane javakhishvili tbilisi state university,C0085,georgia,Asia
U0967,ivan franko national university of lviv,C0242,ukraine,Europe
U0968,ivano frankivsk national technical university of oil and gas,C0242,ukraine,
U0969,ivanovo state university of chemistry and technology,C0195,russian federation,
U0970,iwate university,C0116,japan,
U0971,izmir institute of technology,C0257,turkey,
U0972,izmir institute of technology iztech,C0257,turkey,Asia
U0973,izmir university of economics,C0257,turkey,
U0974,jabir ibn hayyan medical university,C0111,iraq,
U0975,jadara university,C0117,jordan,
U0976,jadavpur university,C0108,india,Asia
U0977,jagiellonian university,C0188,poland,Europe
U0978,jahangirnagar university,C0019,bangladesh,Asia
U0979,james cook university,C0014,australia,Oceania
U0980,jamia hamdard,C0108,india,Asia
U0981,jamia hamdard university,C0108,india,
U0982,jamia millia islamia,C0108,india,Asia
U0983,jan evangelista purkyně university,C0057,czechia,
U0984,jan kochanowski university in kielce,C0188,poland,
U0985,japan advanced institute of science and technology jaist,C0116,japan,
U0986,japan university of economics,C0116,japan,
U0987,jashore university of science and technology,C0019,bangladesh,
U0988,jaume i university,C0216,spain,
U0989,jawaharlal nehru technological university anantapur jntua,C0108,india,
U0990,jawaharlal nehru university,C0108,india,Asia
U0991,jaypee university of information technology,C0108,india,
U0992,jazan university,C0200,saudi arabia,
U0993,jean moulin university lyon 3,C0082,france,
U0994,jeju national university,C0261,south korea,Asia
U0995,jember university,C0109,indonesia,
U0996,jeonbuk national university,C0261,south korea,Asia
U0997,jerash private university,C0117,jordan,
U0998,jianghan university,C0046,china,
U0999,jiangnan university,C0046,china mainland,Asia
U1000,jiangsu normal university,C0046,china,
U1001,jiangsu university,C0046,china,
U1002,jiangxi university of finance and economics,C0046,china,
U1003,the jikei university school of medicine,C0116,japan,
U1004,jilin university,C0268,china mainland,Asia
U1005,jimma university,C0073,ethiopia,
U1006,jinan university,C0046,china,
U1007,jinan university china,C0268,china mainland,Asia
U1008,jizzakh polytechnic institute,C0248,uzbekistan,
U1009,jizzakh state pedagogical university,C0248,uzbekistan,
U1010,jönköping university,C0226,sweden,
U1011,johannes gutenberg universität mainz,C0086,germany,Europe
U1012,johannes gutenberg university of mainz,C0086,germany,
U1013,johannes kepler university linz,C0015,austria,Europe
U1014,johannes kepler university of linz,C0015,austria,
U1015,the john paul ii catholic university of lublin,C0188,poland,
U1016,johns hopkins university,C0245,united states,Americas
U1017,john von neumann university,C0101,hungary,
U1018,jordan university of science and technology,C0117,jordan,
U1019,jordan university of science technology,C0117,jordan,Asia
U1020,the josip juraj strossmayer university of osijek,C0053,croatia,Europe
U1021,jouf university,C0200,saudi arabia,Asia
U1022,jss academy of higher education and research,C0108,india,
U1023,juliusmaximiliansuniversität würzburg,C0086,germany,Europe
U1024,juntendo university,C0116,japan,
U1025,justusliebiguniversity giessen,C0086,germany,Europe
U1026,kabarak university,C0119,kenya,
U1027,kabardinobalkarian state university,C0195,russian federation,
U1028,kadir has university,C0257,turkey,
U1029,kafrelsheikh university,C0260,egypt,
U1030,kagawa university,C0116,japan,
U1031,kagoshima university,C0116,japan,Asia
U1032,kaist korea advanced institute of science technology,C0261,south korea,Asia
U1033,kalasalingam academy of research and education,C0108,india,
U1034,kamianetspodіlskyi ivan ohiienko national university,C0242,ukraine,
U1035,kampala international university,C0241,uganda,
U1036,kanagawa university,C0116,japan,
U1037,kanazawa medical university,C0116,japan,
U1038,kanazawa university,C0116,japan,Asia
U1039,kangwon national university,C0261,south korea,Asia
U1040,kansai medical university,C0116,japan,
U1041,kansai university,C0116,japan,
U1042,kansas state university,C0245,united states,Americas
U1043,kaohsiung medical university,C0267,taiwan,
U1044,karabük university,C0257,turkey,
U1045,karadeniz technical university,C0257,turkey,
U1046,karaganda buketov university,C0118,kazakhstan,Asia
U1047,karaganda state technical university,C0118,kazakhstan,Asia
U1048,karaganda university of kazpotrebsoyuz,C0118,kazakhstan,
U1049,karakalpak state university,C0248,uzbekistan,
U1050,karlfranzensuniversitaet graz,C0015,austria,Europe
U1051,karlsruhe institute of technology,C0086,germany,
U1052,karlstad university,C0226,sweden,
U1053,karnatak university dharwad,C0108,india,
U1054,karolinska institute,C0226,sweden,
U1055,karshi engineering economics institute,C0248,uzbekistan,
U1056,karshi state university,C0248,uzbekistan,
U1057,karunya institute of technology and sciences,C0108,india,
U1058,kasetsart university,C0231,thailand,Asia
U1059,kashan university of medical sciences and health services,C0259,iran,
U1060,kastamonu university,C0257,turkey,
U1061,kaunas university of technology,C0137,lithuania,Europe
U1062,kazakh ablai khan university of international relations and world languages,C0118,kazakhstan,Asia
U1063,kazakhbritish technical university,C0118,kazakhstan,Asia
U1064,kazakh national agrarian university kaznau,C0118,kazakhstan,Asia
U1065,kazakh national pedagogical university abai,C0118,kazakhstan,
U1066,kazakh national womens teacher training university,C0118,kazakhstan,
U1067,kazakhstan medical university ksph,C0118,kazakhstan,
U1068,kazan federal university,C0195,russian federation,
U1069,kazan national research technical university,C0195,russian federation,
U1070,kazan national research technological university,C0195,russian federation,Europe
U1071,kazan state medical university,C0195,russian federation,
U1072,kazan state power engineering university,C0195,russian federation,
U1073,kazan volga region federal university,C0195,russian federation,Europe
U1074,keele university,C0244,united kingdom,Europe
U1075,keio university,C0116,japan,Asia
U1076,keisen university,C0116,japan,
U1077,kemerovo state university,C0195,russian federation,
U1078,kent state university,C0245,united states,Americas
U1079,kenyatta university,C0119,kenya,Africa
U1080,kermanshah university of medical sciences,C0259,iran,
U1081,kermanshah university of technology,C0259,iran,
U1082,kerman university of medical sciences,C0259,iran,
U1083,khalifa university,C0243,united arab emirates,
U1084,khalifa university of science and technology,C0243,united arab emirates,Asia
U1085,kharazmi university,C0259,iran,
U1086,kharkiv aviation institute,C0242,ukraine,
U1087,kharkiv national automobile and highway university,C0242,ukraine,
U1088,kharkiv national university of internal affairs,C0242,ukraine,
U1089,kharkiv national university of radio electronics,C0242,ukraine,Europe
U1090,kharkiv university of humanities peoples ukrainian academy,C0242,ukraine,
U1091,khazar university,C0016,azerbaijan,
U1092,khoja akhmet yassawi international kazakhturkish university,C0118,kazakhstan,Asia
U1093,khomein university of medical sciences,C0259,iran,
U1094,khon kaen university,C0231,thailand,Asia
U1095,khulna university,C0019,bangladesh,Asia
U1096,khulna university of engineering and technology,C0019,bangladesh,Asia
U1097,khulna university of engineering and technology kuet,C0019,bangladesh,
U1098,khwaja fareed university of engineering and information technology,C0181,pakistan,
U1099,khyber medical university,C0181,pakistan,
U1100,kiit university,C0108,india,
U1101,kimyo international university in tashkent,C0248,uzbekistan,
U1102,kindai university,C0116,japan,
U1103,kindai university kinki university,C0116,japan,Asia
U1104,king abdulaziz university,C0200,saudi arabia,
U1105,king abdulaziz university kau,C0200,saudi arabia,Asia
U1106,king abdullah university of science and technology kaust,C0200,saudi arabia,
U1107,king danylo university,C0242,ukraine,
U1108,king edward medical university,C0181,pakistan,
U1109,king fahd university of petroleum and minerals,C0200,saudi arabia,
U1110,king fahd university of petroleum minerals,C0200,saudi arabia,Asia
U1111,king faisal university,C0200,saudi arabia,Asia
U1112,king khalid university,C0200,saudi arabia,Asia
U1113,king mongkuts institute of technology ladkrabang,C0231,thailand,Asia
U1114,king mongkuts university of technology north bangkok,C0231,thailand,Asia
U1115,king mongkuts university of technology thonburi,C0231,thailand,Asia
U1116,king saud bin abdulaziz university for health sciences,C0200,saudi arabia,
U1117,king saud university,C0200,saudi arabia,Asia
U1118,kings college london,C0244,united kingdom,Europe
U1119,kingston university,C0244,united kingdom,
U1120,kingston university london,C0244,united kingdom,Europe
U1121,kings university,C0173,nigeria,
U1122,kinnaird college for women,C0181,pakistan,
U1123,kirikkale university,C0257,turkey,
U1124,kitami institute of technology,C0116,japan,
U1125,kitasato university,C0116,japan,
U1126,kit karlsruhe institute of technology,C0086,germany,Europe
U1127,kle technological university,C0108,india,
U1128,kl university,C0108,india,
U1129,knowledge university,C0111,iraq,
U1130,kn toosi university of technology,C0259,iran,
U1131,kobe city university of foreign studies,C0116,japan,
U1132,kobe gakuin university,C0116,japan,
U1133,kobe university,C0116,japan,Asia
U1134,kocaeli health and technology university,C0257,turkey,
U1135,kocaeli university,C0257,turkey,
U1136,kochi university,C0116,japan,
U1137,kochi university of technology,C0116,japan,
U1138,kogakuin university,C0116,japan,
U1139,kohat university of science and technology,C0181,pakistan,
U1140,kohsar university murree,C0181,pakistan,
U1141,kokshetau state university,C0118,kazakhstan,
U1142,kokugakuin university,C0116,japan,
U1143,konan university,C0116,japan,
U1144,konan womens university,C0116,japan,
U1145,konkuk university,C0261,south korea,Asia
U1146,konya technical university,C0257,turkey,
U1147,kookmin university,C0261,south korea,Asia
U1148,korea advanced institute of science and technology kaist,C0261,south korea,
U1149,korea university,C0261,south korea,Asia
U1150,kore university of enna,C0114,italy,
U1151,korkyt ata kyzylorda university,C0118,kazakhstan,Asia
U1152,koç university,C0257,turkey,Asia
U1153,koya university,C0111,iraq,
U1154,kpr institute of engineering and technology,C0108,india,
U1155,kırşehir ahi evran university,C0257,turkey,
U1156,kütahya health sciences university,C0257,turkey,
U1157,kth royal institute of technology,C0226,sweden,Europe
U1158,kto karatay university,C0257,turkey,
U1159,ku leuven,C0022,belgium,Europe
U1160,kumamoto university,C0116,japan,Asia
U1161,kumasi technical university,C0087,ghana,
U1162,kurdistan university of medical sciences,C0259,iran,
U1163,kursk state medical university,C0195,russian federation,
U1164,kurume university,C0116,japan,
U1165,kutaisi university,C0085,georgia,
U1166,kuwait college of science and technology kcst,C0123,kuwait,
U1167,kuwait university,C0123,kuwait,Asia
U1168,kwame nkrumah university of science and technology,C0087,ghana,Africa
U1169,kwansei gakuin university,C0116,japan,Asia
U1170,kyiv national economic university,C0242,ukraine,
U1171,kyoai gakuen university,C0116,japan,
U1172,kyoto institute of technology,C0116,japan,Asia
U1173,kyoto koka womens university,C0116,japan,
U1174,kyoto notre dame university,C0116,japan,
U1175,kyoto prefectural university of medicine,C0116,japan,
U1176,kyoto sangyo university,C0116,japan,
U1177,kyoto university,C0116,japan,Asia
U1178,kyrgyz russian slavic university,C0272,kyrgyzstan,Asia
U1179,kyrgyz state technical university,C0272,kyrgyzstan,Asia
U1180,kyrgyzturkish manas university,C0272,kyrgyzstan,Asia
U1181,kyung hee university,C0261,south korea,Asia
U1182,kyungpook national university,C0261,south korea,Asia
U1183,kyushu institute of technology,C0116,japan,Asia
U1184,kyushu institute of technology kyutech,C0116,japan,
U1185,kyushu university,C0116,japan,Asia
U1186,k zhubanov aktobe regional university,C0118,kazakhstan,
U1187,ladoke akintola university of technology,C0173,nigeria,
U1188,lagos state university,C0173,nigeria,
U1189,lahore college for women university lcwu,C0181,pakistan,
U1190,lahore leads university,C0181,pakistan,
U1191,lahore university of management sciences,C0181,pakistan,
U1192,lahore university of management sciences lums,C0181,pakistan,Asia
U1193,lakehead university,C0039,canada,
U1194,lancaster university,C0244,united kingdom,Europe
U1195,landmark university,C0173,nigeria,
U1196,lanzhou university,C0268,china mainland,Asia
U1197,lappeenrantalahti university of technology lut,C0080,finland,Europe
U1198,larbi tebessi university,C0005,algeria,
U1199,la salle university,C0047,colombia,
U1200,la trobe university,C0014,australia,Oceania
U1201,latvia university of life sciences and technologies,C0130,latvia,
U1202,lebanese american university,C0132,lebanon,Asia
U1203,lebanese university,C0132,lebanon,Asia
U1204,leeds arts university,C0244,united kingdom,
U1205,leeds beckett university,C0244,united kingdom,Europe
U1206,leeds conservatoire,C0244,united kingdom,
U1207,leeds trinity university,C0244,united kingdom,
U1208,lehigh university,C0245,united states,Americas
U1209,leibniz university hannover,C0086,germany,Europe
U1210,leiden university,C0168,netherlands,Europe
U1211,lesya ukrainka volyn national university,C0242,ukraine,
U1212,leuphana university of lüneburg,C0086,germany,
U1213,liaquat university of medical and health sciences lumhs,C0181,pakistan,
U1214,lincoln university,C0170,new zealand,Oceania
U1215,lincoln university college,C0145,malaysia,
U1216,lingnan university hong kong,C0270,hong kong sar,Asia
U1217,linköping university,C0226,sweden,Europe
U1218,lira university,C0241,uganda,
U1219,lithuanian university of health sciences,C0137,lithuania,
U1220,liverpool hope university,C0244,united kingdom,
U1221,liverpool institute for performing arts,C0244,united kingdom,
U1222,liverpool john moores university,C0244,united kingdom,Europe
U1223,liverpool school of tropical medicine,C0244,united kingdom,
U1224,lmu munich,C0086,germany,
U1225,ln gumilyov eurasian national university,C0118,kazakhstan,
U1226,ln gumilyov eurasian national university enu,C0118,kazakhstan,Asia
U1227,the lnm institute of information technology,C0108,india,
U1228,lobachevsky state university of nizhni novgorod,C0195,russian federation,
U1229,lobachevsky university,C0195,russian federation,Europe
U1230,lodz university of technology,C0188,poland,Europe
U1231,loei rajabhat university,C0231,thailand,
U1232,lomonosov moscow state university,C0195,russian federation,Europe
U1233,london academy of music and dramatic art lamda,C0244,united kingdom,
U1234,london business school,C0244,united kingdom,
U1235,london metropolitan university,C0244,united kingdom,Europe
U1236,london school of economics and political science,C0244,united kingdom,
U1237,the london school of economics and political science lse,C0244,united kingdom,Europe
U1238,london school of hygiene and tropical medicine,C0244,united kingdom,
U1239,london south bank university,C0244,united kingdom,Europe
U1240,londrina state university,C0030,brazil,
U1241,lorestan university,C0259,iran,
U1242,loughborough university,C0244,united kingdom,Europe
U1243,louisiana state university,C0245,united states,Americas
U1244,lovely professional university,C0108,india,
U1245,loyola university chicago,C0245,united states,Americas
U1246,lucian blaga university of sibiu,C0194,romania,Europe
U1247,ludwigmaximiliansuniversität münchen,C0086,germany,Europe
U1248,lumière university lyon 2,C0082,france,
U1249,lund university,C0226,sweden,Europe
U1250,lusophone university of humanities and technologies,C0189,portugal,
U1251,lviv polytechnic national university,C0242,ukraine,Europe
U1252,lviv state university of life safety,C0242,ukraine,
U1253,maastricht university,C0168,netherlands,Europe
U1254,macau university of science and technology,C0273,macau sar,Asia
U1255,mackenzie presbyterian university,C0030,brazil,
U1256,macquarie university,C0014,australia,Oceania
U1257,mae fah luang university,C0231,thailand,
U1258,maharishi markandeshwar university mmu,C0108,india,
U1259,mahasarakham university,C0231,thailand,
U1260,mahatma gandhi university,C0108,india,
U1261,mahatma jyotiba phule rohilkhand university,C0108,india,
U1262,mahidol university,C0231,thailand,Asia
U1263,majmaah university,C0200,saudi arabia,
U1264,makerere university,C0241,uganda,Africa
U1265,malaviya national institute of technology,C0108,india,
U1266,malawi university of science and technology must,C0144,malawi,
U1267,management and science university,C0145,malaysia,Asia
U1268,management development institute mdi,C0108,india,
U1269,management science university msu,C0145,malaysia,
U1270,manchester metropolitan university,C0244,united kingdom,
U1271,manchester metropolitan university mmu,C0244,united kingdom,Europe
U1272,manipal academy of higher education,C0108,india,
U1273,manipal academy of higher education manipal karnataka india,C0108,india,Asia
U1274,manipal university jaipur,C0108,india,
U1275,manisa celal bayar university,C0257,turkey,
U1276,mansoura university,C0260,egypt,Africa
U1277,mapúa university,C0187,philippines,
U1278,marche polytechnic university,C0114,italy,
U1279,margulan university,C0118,kazakhstan,
U1280,maria curieskłodowska university umcs,C0188,poland,
U1281,marian college kuttikkanam autonomous,C0108,india,
U1282,mariano marcos state university,C0187,philippines,
U1283,maritime university of szczecin,C0188,poland,
U1284,marmara university,C0257,turkey,Asia
U1285,marquette university,C0245,united states,Americas
U1286,martinlutheruniversität hallewittenberg,C0086,germany,Europe
U1287,masaryk university,C0057,czechia,Europe
U1288,mashhad university of medical sciences,C0259,iran,
U1289,massachusetts institute of technology,C0245,united states,
U1290,massachusetts institute of technology mit,C0245,united states,Americas
U1291,massey university,C0170,new zealand,Oceania
U1292,matej bel university,C0271,slovakia,
U1293,m auezov south kazakhstan university,C0118,kazakhstan,
U1294,maynooth university,C0112,ireland,Europe
U1295,mazandaran university of medical sciences,C0259,iran,
U1296,mcgill university,C0039,canada,Americas
U1297,mcmaster university,C0039,canada,Americas
U1298,medical university of bialystok,C0188,poland,
U1299,medical university of gdańsk,C0188,poland,
U1300,medical university of graz,C0015,austria,
U1301,medical university of innsbruck,C0015,austria,
U1302,medical university of lodz,C0188,poland,
U1303,medical university of lublin,C0188,poland,
U1304,medical university of silesia in katowice,C0188,poland,
U1305,medical university of sofia,C0033,bulgaria,
U1306,medical university of vienna,C0015,austria,
U1307,medical university of warsaw,C0188,poland,
U1308,medizinische hochschule hannover,C0086,germany,
U1309,mehran university of engineering and technology jamshoro pakistan,C0181,pakistan,
U1310,meiji university,C0116,japan,Asia
U1311,meijo university,C0116,japan,
U1312,meikai university,C0116,japan,
U1313,memorial university of newfoundland,C0039,canada,Americas
U1314,mendeleev university of chemical technology,C0195,russian federation,Europe
U1315,mendel university in brno,C0057,czechia,Europe
U1316,menoufia university,C0260,egypt,
U1317,metropolitan autonomous university,C0152,mexico,
U1318,mgimo university,C0195,russian federation,Europe
U1319,mhamed bougara university of boumerdès,C0005,algeria,
U1320,miami university,C0245,united states,Americas
U1321,michael and cecilia ibru university,C0173,nigeria,
U1322,michael okpara university of agriculture umudike,C0173,nigeria,
U1323,michigan state university,C0245,united states,Americas
U1324,michigan technological university,C0245,united states,Americas
U1325,middle east technical university,C0257,turkey,Asia
U1326,middle east university,C0117,jordan,
U1327,middlesex university,C0244,united kingdom,Europe
U1328,middle technical university,C0111,iraq,
U1329,mie university,C0116,japan,
U1330,miguel hernández university of elche,C0216,spain,
U1331,mindanao state university iligan institute of technology,C0187,philippines,
U1332,ming chi university of technology,C0267,taiwan,
U1333,ming chuan university,C0267,taiwan,
U1334,minhaj university lahore,C0181,pakistan,
U1335,minia university,C0260,egypt,
U1336,mioti tech and business school,C0216,spain,
U1337,mirea russian technological university,C0195,russian federation,Europe
U1338,mirpur university of science and technology,C0181,pakistan,
U1339,misr university for science and technology,C0260,egypt,
U1340,mississippi state university,C0245,united states,Americas
U1341,missouri university of science and technology,C0245,united states,Americas
U1342,mizoram university,C0108,india,
U1343,mizzou university of missouri,C0245,united states,
U1344,mkh dulaty taraz regional university,C0118,kazakhstan,Asia
U1345,m kumarasamy college of engineering,C0108,india,
U1346,mns university of agriculture multan,C0181,pakistan,
U1347,modern university for business and science,C0132,lebanon,
U1348,mohammed v university of rabat,C0162,morocco,
U1349,monash university,C0014,australia,Oceania
U1350,monroe college,C0245,united states,
U1351,montana state university,C0245,united states,
U1352,monterrey institute of technology,C0152,mexico,
U1353,montpellier university,C0082,france,
U1354,morgan state university,C0245,united states,
U1355,moscow aviation institute,C0195,russian federation,
U1356,moscow city university,C0195,russian federation,Europe
U1357,moscow institute of physics and technology mipt,C0195,russian federation,
U1358,moscow institute of physics and technology mipt moscow phystech,C0195,russian federation,Europe
U1359,moscow pedagogical state university,C0195,russian federation,Europe
U1360,moscow polytechnic university,C0195,russian federation,
U1361,moscow power engineering institute,C0195,russian federation,
U1362,moscow state linguistic university,C0195,russian federation,
U1363,moscow state university of civil engineering,C0195,russian federation,
U1364,moscow technical university of communications and informatics,C0195,russian federation,
U1365,moulay ismail university,C0162,morocco,
U1366,muban chombueng rajabhat university,C0231,thailand,
U1367,muhimbili university of health and allied sciences,C0230,tanzania,
U1368,mukogawa womens university,C0116,japan,
U1369,multimedia university,C0145,malaysia,
U1370,multimedia university mmu,C0145,malaysia,Asia
U1371,mulungushi university,C0255,zambia,
U1372,murdoch university,C0014,australia,Oceania
U1373,muroran institute of technology,C0116,japan,
U1374,musashino university,C0116,japan,
U1375,mustansiriyah university,C0111,iraq,Asia
U1376,mutah university,C0117,jordan,Asia
U1377,mykolas romeris university,C0137,lithuania,Europe
U1378,nagaoka university of technology,C0116,japan,
U1379,nagasaki university,C0116,japan,Asia
U1380,nagoya city university,C0116,japan,
U1381,nagoya institute of technology,C0116,japan,
U1382,nagoya institute of technology nit,C0116,japan,Asia
U1383,nagoya university,C0116,japan,Asia
U1384,nagoya university of commerce business,C0116,japan,
U1385,najran university,C0200,saudi arabia,
U1386,nakhchivan state university,C0016,azerbaijan,
U1387,nakhon ratchasima rajabhat university,C0231,thailand,
U1388,namal university,C0181,pakistan,
U1389,namangan engineering construction institute,C0248,uzbekistan,
U1390,namangan institute of engineering and technology,C0248,uzbekistan,
U1391,namangan state university,C0248,uzbekistan,
U1392,,C0274,,
U1393,nanjing agricultural university,C0046,china mainland,Asia
U1394,nanjing forestry university,C0046,china,
U1395,nanjing medical university,C0046,china,
U1396,nanjing normal university,C0046,china mainland,Asia
U1397,nanjing tech university,C0046,china,
U1398,nanjing university,C0046,china mainland,Asia
U1399,nanjing university of aeronautics and astronautics,C0046,china mainland,Asia
U1400,nanjing university of information science and technology,C0046,china,
U1401,nanjing university of science and technology,C0268,china mainland,Asia
U1402,nankai university,C0046,china mainland,Asia
U1403,nantes université,C0082,france,
U1404,nanyang technological university singapore,C0205,singapore,
U1405,nanyang technological university singapore ntu,C0205,singapore,Asia
U1406,nara institute of science and technology,C0116,japan,
U1407,nara womens university,C0116,japan,
U1408,naresuan university,C0231,thailand,Asia
