university_id,year,global_rank,overall_score,academic_reputation_score,employer_reputation_score,source,teaching_score,research_score,citation_score,industry_income_score,international_outlook_score
U2722,2024,351.0,,,,THE 2024,24.1,31.6,82.4,40.8,88.3
U0405,2024,351.0,,,,THE 2024,32.8,38.2,75.9,79.6,42.0
U0422,2024,351.0,,,,THE 2024,27.4,30.9,78.6,61.8,95.5
U2751,2024,351.0,,,,THE 2024,33.4,23.7,93.7,73.4,36.9
U2753,2024,351.0,,,,THE 2024,41.2,30.2,72.8,68.7,64.6
U0499,2024,351.0,,,,THE 2024,48.8,38.9,64.8,78.1,34.5
U0570,2024,351.0,,,,THE 2024,23.7,26.2,86.9,69.2,87.6
U2791,2024,351.0,,,,THE 2024,34.8,35.2,80.9,85.5,33.9
U2802,2024,351.0,,,,THE 2024,35.5,34.4,78.6,72.9,51.9
U0669,2024,351.0,,,,THE 2024,31.8,22.8,85.5,45.6,78.6
U2819,2024,351.0,,,,THE 2024,41.2,40.5,68.2,69.8,43.9
U0776,2024,351.0,,,,THE 2024,33.5,38.1,69.1,83.9,71.6
U0784,2024,351.0,,,,THE 2024,34.3,33.4,65.2,75.1,94.8
U0802,2024,351.0,,,,THE 2024,51.2,44.0,47.4,95.1,47.5
U0824,2024,351.0,,,,THE 2024,28.9,30.4,92.0,75.2,32.5
U0840,2024,351.0,,,,THE 2024,42.6,26.9,67.8,91.5,73.2
U0927,2024,351.0,,,,THE 2024,39.5,34.5,69.3,84.8,46.0
U0979,2024,351.0,,,,THE 2024,28.3,30.9,79.6,58.9,77.7
U1025,2024,351.0,,,,THE 2024,34.4,38.0,72.5,70.5,62.7
U2886,2024,351.0,,,,THE 2024,42.7,25.9,73.1,79.9,58.6
U1152,2024,351.0,,,,THE 2024,31.8,40.5,68.9,91.9,57.4
U1209,2024,351.0,,,,THE 2024,38.3,41.5,62.1,81.6,58.2
U2946,2024,351.0,,,,THE 2024,31.8,34.7,76.3,62.3,59.1
U1325,2024,351.0,,,,THE 2024,44.2,43.1,53.6,81.9,56.0
U2972,2024,351.0,,,,THE 2024,31.3,31.8,87.3,69.5,47.2
U2973,2024,351.0,,,,THE 2024,27.8,26.0,91.1,66.7,47.0
U1372,2024,351.0,,,,THE 2024,23.2,29.6,81.4,67.2,94.2
U3004,2024,351.0,,,,THE 2024,36.7,28.3,86.9,72.0,35.4
U1635,2024,351.0,,,,THE 2024,43.4,31.3,67.4,61.6,65.2
U1796,2024,351.0,,,,THE 2024,31.7,37.9,69.5,90.2,66.6
U3163,2024,351.0,,,,THE 2024,33.8,21.0,81.4,66.6,93.6
U3117,2024,351.0,,,,THE 2024,39.0,35.1,62.9,95.8,78.9
U3128,2024,351.0,,,,THE 2024,20.7,25.7,93.8,29.0,98.8
U1886,2024,351.0,,,,THE 2024,27.8,34.3,85.3,57.9,42.4
U1947,2024,351.0,,,,THE 2024,44.1,36.7,74.8,56.4,30.4
U3155,2024,351.0,,,,THE 2024,28.4,25.9,88.0,46.9,81.8
U2073,2024,351.0,,,,THE 2024,37.5,34.0,66.9,68.1,71.8
U2094,2024,351.0,,,,THE 2024,40.7,24.3,85.2,70.4,43.6
U3195,2024,351.0,,,,THE 2024,29.5,28.3,84.9,72.3,62.7
U3231,2024,351.0,,,,THE 2024,29.3,34.8,80.5,65.2,61.1
U3236,2024,351.0,,,,THE 2024,51.8,42.6,52.3,72.9,51.3
U3260,2024,351.0,,,,THE 2024,27.4,31.2,80.1,63.8,88.9
U3442,2024,351.0,,,,THE 2024,28.2,32.4,78.3,69.6,79.5
U0172,2024,401.0,,,,THE 2024,18.3,36.6,80.6,63.2,49.2
U0174,2024,401.0,,,,THE 2024,22.2,26.5,82.5,64.1,95.2
U0184,2024,401.0,,,,THE 2024,23.8,21.2,84.0,40.8,92.4
U0190,2024,401.0,,,,THE 2024,16.8,25.7,97.0,21.9,80.7
U0227,2024,401.0,,,,THE 2024,27.6,25.3,72.7,64.3,88.2
U0234,2024,401.0,,,,THE 2024,71.7,43.9,22.1,51.7,59.3
U0287,2024,401.0,,,,THE 2024,28.2,23.1,82.5,23.1,82.3
U0291,2024,401.0,,,,THE 2024,23.2,21.1,86.7,38.4,89.0
U2694,2024,401.0,,,,THE 2024,24.4,19.2,89.3,62.4,44.9
U2533,2024,401.0,,,,THE 2024,28.5,28.9,76.0,22.9,75.7
U2711,2024,401.0,,,,THE 2024,26.2,23.9,86.8,48.1,55.0
U0326,2024,401.0,,,,THE 2024,32.6,29.0,76.9,48.8,31.0
U2729,2024,401.0,,,,THE 2024,32.4,22.7,81.2,59.0,34.9
U0354,2024,401.0,,,,THE 2024,40.7,33.4,50.6,81.1,87.8
U2732,2024,401.0,,,,THE 2024,28.5,34.4,74.7,78.3,39.9
U0379,2024,401.0,,,,THE 2024,24.8,32.5,73.9,36.3,81.6
U0381,2024,401.0,,,,THE 2024,38.8,33.1,61.9,60.1,64.7
U0412,2024,401.0,,,,THE 2024,37.4,38.4,52.0,98.3,62.6
U0428,2024,401.0,,,,THE 2024,40.3,27.1,65.0,71.3,63.7
U2744,2024,401.0,,,,THE 2024,31.4,38.2,59.9,78.0,54.3
U0466,2024,401.0,,,,THE 2024,33.4,31.7,74.4,69.4,46.6
U0476,2024,401.0,,,,THE 2024,36.7,35.9,48.9,84.7,93.5
U0503,2024,401.0,,,,THE 2024,37.0,35.0,68.1,86.8,40.2
U2769,2024,401.0,,,,THE 2024,32.7,31.8,72.5,80.9,62.3
U0549,2024,401.0,,,,THE 2024,24.5,35.2,77.1,62.8,73.9
U0435,2024,401.0,,,,THE 2024,43.9,30.3,55.7,87.2,82.7
U0640,2024,401.0,,,,THE 2024,29.4,30.2,65.7,70.2,72.6
U0661,2024,401.0,,,,THE 2024,31.0,29.3,74.2,61.5,51.0
U2810,2024,401.0,,,,THE 2024,36.8,33.2,63.2,54.7,83.1
U2818,2024,401.0,,,,THE 2024,36.1,28.3,78.0,73.4,47.3
U0700,2024,401.0,,,,THE 2024,29.7,27.5,82.7,62.0,59.9
U0706,2024,401.0,,,,THE 2024,35.0,25.4,72.6,65.2,57.1
U0721,2024,401.0,,,,THE 2024,29.2,25.2,75.4,28.9,81.0
U2829,2024,401.0,,,,THE 2024,35.5,29.9,73.8,60.2,57.1
U2834,2024,401.0,,,,THE 2024,32.6,36.2,66.2,78.1,64.5
U0753,2024,401.0,,,,THE 2024,48.5,39.6,50.3,99.9,43.9
U0813,2024,401.0,,,,THE 2024,34.4,44.0,57.3,56.5,51.4
U2857,2024,401.0,,,,THE 2024,27.4,24.3,74.3,59.8,85.4
U0848,2024,401.0,,,,THE 2024,43.4,23.4,65.8,21.5,69.8
U0852,2024,401.0,,,,THE 2024,47.5,36.5,43.6,90.5,84.8
U0891,2024,401.0,,,,THE 2024,43.8,32.6,60.2,59.6,60.3
U0932,2024,401.0,,,,THE 2024,33.6,37.4,75.2,73.9,24.3
U2880,2024,401.0,,,,THE 2024,28.6,36.3,66.8,44.8,81.0
U1014,2024,401.0,,,,THE 2024,36.8,35.4,58.2,98.7,71.7
U2883,2024,401.0,,,,THE 2024,31.4,34.1,78.2,53.0,49.7
U2535,2024,401.0,,,,THE 2024,45.7,27.8,58.7,47.4,74.9
U2890,2024,401.0,,,,THE 2024,27.6,29.0,77.6,51.9,93.5
U2891,2024,401.0,,,,THE 2024,41.3,30.8,71.8,70.9,46.8
U1117,2024,401.0,,,,THE 2024,31.4,19.9,84.5,48.7,77.2
U2925,2024,401.0,,,,THE 2024,27.1,32.6,64.1,75.9,76.1
U1214,2024,401.0,,,,THE 2024,33.9,26.7,68.4,49.7,92.0
U2927,2024,401.0,,,,THE 2024,29.6,38.0,69.9,64.7,56.9
U2950,2024,401.0,,,,THE 2024,36.7,31.4,68.8,63.1,62.3
U1294,2024,401.0,,,,THE 2024,21.1,30.7,77.0,58.3,74.8
U1341,2024,401.0,,,,THE 2024,33.2,28.7,69.6,88.1,72.4
U1343,2024,401.0,,,,THE 2024,40.6,26.0,66.0,69.9,53.6
U2987,2024,401.0,,,,THE 2024,32.0,24.6,79.6,80.3,40.2
U1437,2024,401.0,,,,THE 2024,53.1,41.0,42.4,57.5,78.8
U1452,2024,401.0,,,,THE 2024,33.2,36.9,63.8,93.2,56.4
U1458,2024,401.0,,,,THE 2024,38.9,42.3,58.4,99.5,46.2
U1487,2024,401.0,,,,THE 2024,44.0,44.3,52.9,99.9,41.4
U3007,2024,401.0,,,,THE 2024,33.8,31.1,71.5,67.0,65.9
U3009,2024,401.0,,,,THE 2024,31.8,26.4,67.2,53.5,85.9
U1496,2024,401.0,,,,THE 2024,27.4,23.5,69.2,69.8,93.6
U3041,2024,401.0,,,,THE 2024,31.1,30.5,79.4,70.2,43.2
U3055,2024,401.0,,,,THE 2024,31.5,36.5,66.5,62.2,58.2
U3070,2024,401.0,,,,THE 2024,31.1,31.2,80.5,68.7,43.2
U3073,2024,401.0,,,,THE 2024,24.4,21.9,79.5,66.1,80.6
U1659,2024,401.0,,,,THE 2024,29.7,30.2,73.5,85.8,53.2
U1676,2024,401.0,,,,THE 2024,29.7,34.3,67.6,84.7,57.9
U3076,2024,401.0,,,,THE 2024,31.3,35.4,71.1,66.3,57.9
U3077,2024,401.0,,,,THE 2024,20.0,20.0,84.5,40.6,94.7
U1701,2024,401.0,,,,THE 2024,18.4,20.5,87.0,37.8,85.8
U1719,2024,401.0,,,,THE 2024,29.7,24.1,84.2,22.9,53.7
U2527,2024,401.0,,,,THE 2024,33.7,33.8,57.2,71.5,74.3
U1743,2024,401.0,,,,THE 2024,34.1,30.3,60.9,89.9,78.7
U1777,2024,401.0,,,,THE 2024,30.0,20.7,75.6,61.1,95.1
U2551,2024,401.0,,,,THE 2024,42.9,27.8,60.0,53.7,71.9
U1800,2024,401.0,,,,THE 2024,41.1,16.3,80.9,60.6,42.0
U1924,2024,401.0,,,,THE 2024,42.5,36.1,60.2,15.6,80.4
U3149,2024,401.0,,,,THE 2024,35.9,24.6,75.1,63.4,59.2
U1979,2024,401.0,,,,THE 2024,26.9,25.3,74.6,62.4,80.8
U3164,2024,401.0,,,,THE 2024,23.0,26.2,82.4,41.0,91.4
U1999,2024,401.0,,,,THE 2024,24.3,13.5,68.9,20.0,63.2
U2015,2024,401.0,,,,THE 2024,33.8,28.2,73.3,72.7,56.5
U2021,2024,401.0,,,,THE 2024,47.4,32.6,60.9,85.1,48.5
U3190,2024,401.0,,,,THE 2024,37.7,28.4,71.9,60.5,33.6
U2556,2024,401.0,,,,THE 2024,44.1,29.3,65.0,55.0,71.5
U2125,2024,401.0,,,,THE 2024,46.7,31.3,53.4,99.0,39.0
U2159,2024,401.0,,,,THE 2024,35.7,42.2,62.3,72.0,57.3
U2162,2024,401.0,,,,THE 2024,42.9,24.4,73.1,67.8,50.7
U3240,2024,401.0,,,,THE 2024,23.0,30.1,84.5,74.4,45.5
U2190,2024,401.0,,,,THE 2024,26.0,33.5,80.2,60.6,64.9
U2565,2024,401.0,,,,THE 2024,38.4,27.6,69.7,28.1,78.7
U3250,2024,401.0,,,,THE 2024,22.0,27.7,90.3,39.5,65.3
U3338,2024,401.0,,,,THE 2024,29.6,26.2,84.1,67.0,46.0
U3339,2024,401.0,,,,THE 2024,27.4,29.9,73.1,57.2,75.5
U3340,2024,401.0,,,,THE 2024,28.6,34.1,69.4,58.4,80.3
U3350,2024,401.0,,,,THE 2024,36.4,23.2,82.8,72.7,36.5
U3266,2024,401.0,,,,THE 2024,26.1,31.0,74.3,72.4,89.8
U3372,2024,401.0,,,,THE 2024,39.6,22.0,80.6,78.5,38.7
U3450,2024,401.0,,,,THE 2024,28.3,25.4,85.7,35.0,74.5
U0012,2024,501.0,,,,THE 2024,26.3,23.0,68.5,62.4,87.3
U0282,2024,501.0,,,,THE 2024,29.5,31.6,59.3,67.1,68.1
U0044,2024,501.0,,,,THE 2024,35.6,37.7,52.8,92.3,48.0
U2633,2024,501.0,,,,THE 2024,34.5,31.0,63.1,47.5,70.1
U0069,2024,501.0,,,,THE 2024,24.1,15.2,72.7,42.1,97.7
U0110,2024,501.0,,,,THE 2024,29.7,17.9,73.5,66.0,72.9
U0133,2024,501.0,,,,THE 2024,20.2,16.3,84.8,19.0,94.2
U0143,2024,501.0,,,,THE 2024,32.0,26.3,72.4,51.0,20.4
U2909,2024,501.0,,,,THE 2024,32.1,22.8,73.2,70.9,36.4
U0183,2024,501.0,,,,THE 2024,36.0,25.7,59.6,69.3,57.7
U0206,2024,501.0,,,,THE 2024,21.5,21.5,94.4,28.4,25.3
U0229,2024,501.0,,,,THE 2024,30.0,34.1,54.1,85.8,46.8
U0249,2024,501.0,,,,THE 2024,48.5,24.6,47.3,18.6,88.2
U0257,2024,501.0,,,,THE 2024,34.1,30.6,59.0,71.6,34.5
U2690,2024,501.0,,,,THE 2024,23.3,22.4,73.8,58.1,90.1
U0298,2024,501.0,,,,THE 2024,26.6,22.0,74.4,37.8,93.1
U0319,2024,501.0,,,,THE 2024,34.2,36.3,52.8,64.7,63.0
U2701,2024,501.0,,,,THE 2024,34.9,19.5,69.6,47.4,43.2
U2723,2024,501.0,,,,THE 2024,28.6,30.9,62.4,68.2,85.1
U0335,2024,501.0,,,,THE 2024,22.6,31.2,67.0,75.5,77.2
U0358,2024,501.0,,,,THE 2024,19.7,26.7,76.0,39.5,65.3
U0396,2024,501.0,,,,THE 2024,31.6,37.5,56.6,81.8,30.1
U0472,2024,501.0,,,,THE 2024,40.3,29.4,58.8,52.1,46.7
U0474,2024,501.0,,,,THE 2024,25.7,29.3,66.2,66.3,86.6
U2760,2024,501.0,,,,THE 2024,28.4,22.0,65.6,62.4,80.6
U2759,2024,501.0,,,,THE 2024,19.9,25.7,76.5,64.5,47.4
U2763,2024,501.0,,,,THE 2024,22.5,25.8,75.3,64.3,77.7
U2771,2024,501.0,,,,THE 2024,39.9,24.3,64.2,55.8,31.2
U0537,2024,501.0,,,,THE 2024,27.8,22.1,72.8,85.3,39.9
U2784,2024,501.0,,,,THE 2024,28.9,31.2,69.7,67.4,48.5
U0569,2024,501.0,,,,THE 2024,18.1,18.4,77.9,47.7,93.7
U0584,2024,501.0,,,,THE 2024,39.4,28.6,48.1,75.5,68.9
U2801,2024,501.0,,,,THE 2024,29.6,24.9,74.3,66.9,44.7
U2826,2024,501.0,,,,THE 2024,28.5,26.6,65.7,52.2,52.6
U2827,2024,501.0,,,,THE 2024,29.2,21.8,66.9,51.2,81.3
U0733,2024,501.0,,,,THE 2024,40.4,21.4,51.5,91.5,81.5
U2828,2024,501.0,,,,THE 2024,17.8,17.5,81.2,40.9,97.2
U0764,2024,501.0,,,,THE 2024,37.6,24.5,53.0,79.5,61.4
U2853,2024,501.0,,,,THE 2024,33.8,29.7,65.8,70.2,50.8
U2856,2024,501.0,,,,THE 2024,28.3,25.0,66.3,44.4,88.4
U2862,2024,501.0,,,,THE 2024,23.4,34.0,70.6,75.6,55.8
U0959,2024,501.0,,,,THE 2024,35.8,36.6,51.8,87.3,45.8
U0982,2024,501.0,,,,THE 2024,41.1,14.4,75.7,37.5,39.7
U1006,2024,501.0,,,,THE 2024,25.9,22.8,73.5,43.6,63.1
U1074,2024,501.0,,,,THE 2024,21.5,24.6,73.3,66.1,81.3
U1112,2024,501.0,,,,THE 2024,29.8,20.1,70.3,48.6,91.0
U2896,2024,501.0,,,,THE 2024,31.2,19.4,72.4,48.1,87.6
U2901,2024,501.0,,,,THE 2024,31.5,34.8,63.7,39.7,55.9
U1182,2024,501.0,,,,THE 2024,33.2,38.1,51.5,96.2,50.2
U1202,2024,501.0,,,,THE 2024,26.7,13.2,76.4,32.8,84.2
U1212,2024,501.0,,,,THE 2024,25.5,22.9,85.3,25.8,59.8
U2926,2024,501.0,,,,THE 2024,19.9,18.7,82.2,24.7,80.2
U1222,2024,501.0,,,,THE 2024,21.6,19.3,77.7,35.4,83.0
U1260,2024,501.0,,,,THE 2024,38.8,38.1,62.3,23.2,28.1
U1270,2024,501.0,,,,THE 2024,20.5,18.5,77.4,57.7,80.6
U1291,2024,501.0,,,,THE 2024,28.7,28.2,60.5,77.6,87.5
U1313,2024,501.0,,,,THE 2024,27.5,24.5,60.9,83.2,85.7
U2968,2024,501.0,,,,THE 2024,30.5,25.3,79.1,59.5,34.1
U1327,2024,501.0,,,,THE 2024,22.8,18.5,80.0,46.8,93.4
U2991,2024,501.0,,,,THE 2024,24.8,32.5,63.9,64.0,71.5
U1403,2024,501.0,,,,THE 2024,29.2,25.2,67.2,64.1,55.0
U1418,2024,501.0,,,,THE 2024,35.4,39.2,47.2,100.0,40.8
U1412,2024,501.0,,,,THE 2024,22.6,23.9,77.3,89.8,56.6
U1449,2024,501.0,,,,THE 2024,35.0,32.0,51.4,92.7,50.4
U1488,2024,501.0,,,,THE 2024,20.5,27.3,74.6,69.1,43.2
U1490,2024,501.0,,,,THE 2024,25.4,29.5,65.9,40.4,74.3
U3008,2024,501.0,,,,THE 2024,36.9,16.4,77.8,66.1,41.3
U3021,2024,501.0,,,,THE 2024,22.6,21.0,76.1,26.3,91.2
U1534,2024,501.0,,,,THE 2024,21.5,22.7,75.8,40.4,90.0
U1547,2024,501.0,,,,THE 2024,20.7,14.3,84.6,37.3,88.5
U1549,2024,501.0,,,,THE 2024,29.5,33.7,61.5,71.5,62.0
U1655,2024,501.0,,,,THE 2024,23.0,27.6,76.9,59.9,42.5
U3079,2024,501.0,,,,THE 2024,31.2,34.3,56.7,69.9,61.4
U1712,2024,501.0,,,,THE 2024,39.2,39.1,45.1,86.6,37.8
U2548,2024,501.0,,,,THE 2024,36.0,30.5,51.2,64.9,80.7
U1765,2024,501.0,,,,THE 2024,27.4,24.3,68.1,49.7,58.9
U1782,2024,501.0,,,,THE 2024,41.3,14.2,78.0,56.0,28.9
U3104,2024,501.0,,,,THE 2024,21.9,24.4,79.2,52.4,37.4
U1841,2024,501.0,,,,THE 2024,32.4,25.6,60.1,17.2,84.6
U1881,2024,501.0,,,,THE 2024,31.8,38.0,62.7,71.3,42.9
U1893,2024,501.0,,,,THE 2024,37.0,22.8,77.7,32.6,33.7
U1896,2024,501.0,,,,THE 2024,27.6,17.9,85.2,17.7,70.0
U3133,2024,501.0,,,,THE 2024,25.0,25.6,75.9,74.9,48.7
U1933,2024,501.0,,,,THE 2024,27.7,24.3,79.8,75.6,30.6
U1944,2024,501.0,,,,THE 2024,23.5,27.7,65.4,52.8,73.7
U3218,2024,501.0,,,,THE 2024,20.9,27.7,70.2,37.3,69.1
U3176,2024,501.0,,,,THE 2024,26.7,23.4,80.1,43.1,40.8
U2017,2024,501.0,,,,THE 2024,43.0,15.1,73.1,29.9,30.2
U2020,2024,501.0,,,,THE 2024,18.3,17.8,84.1,20.9,75.6
U3197,2024,501.0,,,,THE 2024,21.0,22.5,79.2,63.6,42.8
U2139,2024,501.0,,,,THE 2024,49.2,40.0,31.8,53.8,79.1
U3232,2024,501.0,,,,THE 2024,31.9,25.1,74.2,52.3,52.0
U2158,2024,501.0,,,,THE 2024,34.5,24.0,61.5,77.0,60.6
U3237,2024,501.0,,,,THE 2024,36.1,17.2,71.9,52.9,44.6
U2182,2024,501.0,,,,THE 2024,27.7,22.1,68.8,54.0,65.6
U3246,2024,501.0,,,,THE 2024,29.4,26.6,69.0,86.6,25.2
U3252,2024,501.0,,,,THE 2024,28.9,25.6,75.7,58.2,49.2
U3381,2024,501.0,,,,THE 2024,36.4,20.4,70.2,79.3,41.8
U3222,2024,501.0,,,,THE 2024,19.5,15.0,82.6,30.2,78.6
U3281,2024,501.0,,,,THE 2024,28.7,29.8,56.7,60.7,90.8
U3291,2024,501.0,,,,THE 2024,29.8,29.8,67.3,64.6,55.0
U3424,2024,501.0,,,,THE 2024,32.8,24.6,64.9,66.7,54.0
U0010,2024,601.0,,,,THE 2024,18.4,12.6,80.4,21.8,49.0
U0040,2024,601.0,,,,THE 2024,24.2,12.5,81.5,39.5,48.7
U2630,2024,601.0,,,,THE 2024,26.6,13.8,58.6,63.7,82.6
U2631,2024,601.0,,,,THE 2024,26.0,21.2,64.4,46.6,39.3
U0053,2024,601.0,,,,THE 2024,34.8,12.8,64.8,23.2,44.4
U0076,2024,601.0,,,,THE 2024,41.1,14.0,61.6,34.3,38.2
U0104,2024,601.0,,,,THE 2024,12.7,23.5,71.3,47.1,48.2
U0106,2024,601.0,,,,THE 2024,35.2,17.1,57.2,38.5,46.5
U0116,2024,601.0,,,,THE 2024,24.5,26.3,57.9,27.9,88.6
U2651,2024,601.0,,,,THE 2024,27.4,30.5,62.6,67.3,36.2
U2654,2024,601.0,,,,THE 2024,27.1,30.2,57.3,48.1,48.6
U0207,2024,601.0,,,,THE 2024,41.7,12.0,70.5,18.0,21.0
U0220,2024,601.0,,,,THE 2024,47.2,16.4,66.4,26.8,25.0
U2662,2024,601.0,,,,THE 2024,19.8,21.8,78.3,57.8,37.5
U3207,2024,601.0,,,,THE 2024,27.0,23.9,65.8,65.5,46.2
U0237,2024,601.0,,,,THE 2024,39.2,19.7,61.3,54.8,38.6
U2670,2024,601.0,,,,THE 2024,20.1,22.2,65.4,36.7,52.3
U0264,2024,601.0,,,,THE 2024,36.7,32.6,48.0,34.6,31.1
U0271,2024,601.0,,,,THE 2024,27.8,26.0,48.8,91.4,70.0
U0277,2024,601.0,,,,THE 2024,17.3,11.8,77.8,23.2,81.9
U0283,2024,601.0,,,,THE 2024,26.1,26.6,57.4,59.6,50.6
U2720,2024,601.0,,,,THE 2024,25.6,9.6,79.0,47.7,31.6
U0329,2024,601.0,,,,THE 2024,14.0,15.4,83.4,17.0,51.0
U2725,2024,601.0,,,,THE 2024,16.5,23.8,71.0,44.6,46.9
U0331,2024,601.0,,,,THE 2024,35.9,20.9,65.8,46.0,26.4
U0332,2024,601.0,,,,THE 2024,13.4,16.1,82.0,22.2,46.6
U0341,2024,601.0,,,,THE 2024,44.4,20.0,45.6,68.7,51.7
U0343,2024,601.0,,,,THE 2024,30.7,38.7,42.9,89.9,36.2
U0371,2024,601.0,,,,THE 2024,26.5,34.6,47.2,95.5,28.5
U0411,2024,601.0,,,,THE 2024,36.7,32.2,50.2,76.6,44.1
U0427,2024,601.0,,,,THE 2024,26.6,20.8,66.8,54.0,70.5
U0473,2024,601.0,,,,THE 2024,17.9,16.6,88.2,30.5,50.0
U2758,2024,601.0,,,,THE 2024,27.0,19.9,62.6,41.9,52.3
U0482,2024,601.0,,,,THE 2024,20.9,14.9,69.6,26.8,95.6
U0495,2024,601.0,,,,THE 2024,29.4,19.1,63.3,21.9,71.2
U2768,2024,601.0,,,,THE 2024,41.2,22.5,40.7,51.1,59.7
U0520,2024,601.0,,,,THE 2024,17.8,15.1,71.0,45.0,93.9
U2772,2024,601.0,,,,THE 2024,18.5,12.8,71.8,26.5,75.0
U0556,2024,601.0,,,,THE 2024,12.1,14.2,87.5,17.4,52.5
U0562,2024,601.0,,,,THE 2024,29.9,25.8,60.2,87.1,23.2
U0563,2024,601.0,,,,THE 2024,26.0,15.2,73.8,35.9,75.5
U0433,2024,601.0,,,,THE 2024,36.0,25.7,32.6,82.5,79.2
U0434,2024,601.0,,,,THE 2024,44.3,31.4,34.5,77.3,70.6
U0437,2024,601.0,,,,THE 2024,32.1,37.0,31.3,80.8,67.7
U0577,2024,601.0,,,,THE 2024,34.2,27.6,62.4,27.7,51.5
U2795,2024,601.0,,,,THE 2024,16.4,12.8,82.6,17.1,48.5
U2335,2024,601.0,,,,THE 2024,41.5,33.1,38.1,40.5,38.6
U0609,2024,601.0,,,,THE 2024,37.6,35.3,44.5,82.8,49.6
U0632,2024,601.0,,,,THE 2024,41.8,36.0,36.7,81.0,35.9
U2362,2024,601.0,,,,THE 2024,36.4,22.5,54.1,52.9,34.1
U0644,2024,601.0,,,,THE 2024,20.9,17.2,71.3,41.7,85.8
U2804,2024,601.0,,,,THE 2024,24.3,24.7,65.5,30.6,30.3
U0687,2024,601.0,,,,THE 2024,16.3,18.3,71.7,59.9,40.6
U0715,2024,601.0,,,,THE 2024,20.7,13.9,66.7,46.1,75.6
U0725,2024,601.0,,,,THE 2024,20.8,15.0,83.4,32.7,48.2
U0738,2024,601.0,,,,THE 2024,17.2,19.3,79.6,63.5,28.4
U0755,2024,601.0,,,,THE 2024,32.5,26.8,50.4,73.5,27.5
U2838,2024,601.0,,,,THE 2024,23.9,30.1,68.4,64.5,34.5
U2839,2024,601.0,,,,THE 2024,22.1,10.5,72.3,23.5,76.8
U0770,2024,601.0,,,,THE 2024,25.1,27.4,72.9,37.4,41.1
U2848,2024,601.0,,,,THE 2024,18.6,13.4,67.2,33.9,91.6
U0795,2024,601.0,,,,THE 2024,39.6,26.4,44.7,68.5,51.5
U0844,2024,601.0,,,,THE 2024,27.7,13.9,70.6,20.8,75.3
U0847,2024,601.0,,,,THE 2024,30.6,19.6,72.4,26.7,26.9
U0871,2024,601.0,,,,THE 2024,35.5,24.1,52.0,49.5,28.6
U0874,2024,601.0,,,,THE 2024,37.6,24.1,59.7,30.0,18.4
U0881,2024,601.0,,,,THE 2024,33.2,24.1,70.6,19.8,22.3
U2871,2024,601.0,,,,THE 2024,19.7,22.7,80.4,43.2,42.4
U0915,2024,601.0,,,,THE 2024,26.0,21.4,71.7,49.6,39.5
U0931,2024,601.0,,,,THE 2024,48.2,16.4,54.5,39.1,38.3
U0936,2024,601.0,,,,THE 2024,26.4,35.7,56.3,55.2,53.0
U0938,2024,601.0,,,,THE 2024,21.5,26.5,62.0,75.2,33.0
U0963,2024,601.0,,,,THE 2024,34.0,34.9,40.0,69.0,67.1
U0977,2024,601.0,,,,THE 2024,38.4,29.0,55.7,46.7,43.4
U0981,2024,601.0,,,,THE 2024,21.1,15.0,74.8,40.4,41.9
U0990,2024,601.0,,,,THE 2024,41.9,24.3,51.8,33.9,23.7
U1001,2024,601.0,,,,THE 2024,25.6,14.1,77.5,51.1,55.1
U1010,2024,601.0,,,,THE 2024,20.1,19.2,78.3,28.2,65.7
U2881,2024,601.0,,,,THE 2024,27.8,13.4,62.7,30.8,67.1
U1021,2024,601.0,,,,THE 2024,30.5,18.3,58.3,21.3,76.7
U1024,2024,601.0,,,,THE 2024,37.6,17.1,59.3,81.4,25.3
U2885,2024,601.0,,,,THE 2024,38.7,28.7,44.4,83.0,56.7
U1042,2024,601.0,,,,THE 2024,32.9,20.9,57.4,66.9,57.5
U2888,2024,601.0,,,,THE 2024,27.1,19.9,74.7,21.9,24.8
U1059,2024,601.0,,,,THE 2024,32.9,15.0,75.6,17.4,25.3
U1075,2024,601.0,,,,THE 2024,36.9,27.0,49.2,73.3,38.4
U1100,2024,601.0,,,,THE 2024,38.5,15.8,61.5,52.0,39.4
U1116,2024,601.0,,,,THE 2024,40.8,21.7,43.6,36.1,64.4
U1133,2024,601.0,,,,THE 2024,39.5,27.2,48.1,75.4,39.0
U1145,2024,601.0,,,,THE 2024,32.2,37.6,49.1,73.7,45.0
U1162,2024,601.0,,,,THE 2024,40.8,11.2,67.6,18.8,27.9
U1208,2024,601.0,,,,THE 2024,33.0,22.5,57.6,63.6,73.8
U2924,2024,601.0,,,,THE 2024,32.5,23.2,58.6,67.2,68.0
U1239,2024,601.0,,,,THE 2024,18.6,12.4,65.9,52.4,92.3
U2932,2024,601.0,,,,THE 2024,27.3,18.9,58.0,60.6,72.9
U1243,2024,601.0,,,,THE 2024,32.7,21.4,61.1,63.1,47.8
U1251,2024,601.0,,,,THE 2024,22.9,11.3,34.2,18.8,27.1
U1262,2024,601.0,,,,THE 2024,39.3,25.0,46.3,78.6,48.7
U1265,2024,601.0,,,,THE 2024,29.9,15.6,76.5,19.8,20.3
U2541,2024,601.0,,,,THE 2024,27.4,19.0,67.5,28.3,57.9
U1272,2024,601.0,,,,THE 2024,45.0,18.5,46.3,44.9,48.3
