university_id,year,global_rank,overall_score,academic_reputation_score,employer_reputation_score,source,teaching_score,research_score,citation_score,industry_income_score,international_outlook_score
U1419,2024,1501.0,,,,THE 2024,14.4,14.1,21.0,56.7,21.8
U1420,2024,1501.0,,,,THE 2024,20.0,18.4,13.3,72.1,32.1
U1464,2024,1501.0,,,,THE 2024,18.0,10.3,20.0,19.4,37.1
U1463,2024,1501.0,,,,THE 2024,21.0,10.0,11.8,21.9,45.0
U1426,2024,1501.0,,,,THE 2024,14.1,11.7,8.4,38.7,18.5
U1427,2024,1501.0,,,,THE 2024,13.9,14.6,23.1,37.1,32.3
U1467,2024,1501.0,,,,THE 2024,13.3,16.0,12.1,28.9,30.4
U1469,2024,1501.0,,,,THE 2024,20.3,8.9,30.1,25.3,25.7
U1470,2024,1501.0,,,,THE 2024,23.1,9.5,9.2,16.2,28.4
U1439,2024,1501.0,,,,THE 2024,26.8,16.1,17.6,39.1,38.0
U1475,2024,1501.0,,,,THE 2024,19.2,10.7,26.9,24.6,45.4
U1446,2024,1501.0,,,,THE 2024,18.2,11.5,27.5,24.1,20.6
U1447,2024,1501.0,,,,THE 2024,20.6,15.1,22.4,23.3,30.5
U1459,2024,1501.0,,,,THE 2024,13.5,11.7,15.7,41.8,20.5
U1493,2024,1501.0,,,,THE 2024,12.7,13.1,19.8,26.3,49.9
U2466,2024,1501.0,,,,THE 2024,13.5,9.0,27.2,15.6,35.0
U1515,2024,1501.0,,,,THE 2024,17.6,9.7,10.7,39.6,23.6
U1517,2024,1501.0,,,,THE 2024,18.3,8.7,23.8,16.0,32.3
U1519,2024,1501.0,,,,THE 2024,27.8,9.0,9.1,17.4,33.3
U3210,2024,1501.0,,,,THE 2024,18.3,13.0,26.0,24.0,52.8
U1521,2024,1501.0,,,,THE 2024,24.7,10.1,11.2,17.5,26.5
U1527,2024,1501.0,,,,THE 2024,20.3,11.1,7.7,19.7,31.9
U1538,2024,1501.0,,,,THE 2024,26.0,9.8,7.7,17.1,29.7
U1546,2024,1501.0,,,,THE 2024,18.0,9.8,10.0,17.7,21.0
U2369,2024,1501.0,,,,THE 2024,17.9,8.1,9.6,17.5,26.9
U3036,2024,1501.0,,,,THE 2024,19.0,11.7,29.1,36.4,33.6
U1551,2024,1501.0,,,,THE 2024,20.2,12.4,12.8,23.2,36.1
U1555,2024,1501.0,,,,THE 2024,21.5,8.0,5.3,15.7,27.7
U1558,2024,1501.0,,,,THE 2024,15.3,12.3,32.0,19.0,37.9
U1565,2024,1501.0,,,,THE 2024,20.2,9.2,5.8,17.2,37.2
U1571,2024,1501.0,,,,THE 2024,25.8,11.0,20.0,35.3,22.9
U1505,2024,1501.0,,,,THE 2024,13.5,9.4,24.5,19.2,27.7
U1578,2024,1501.0,,,,THE 2024,18.4,8.4,7.3,20.0,31.1
U1579,2024,1501.0,,,,THE 2024,19.0,11.4,22.2,26.8,36.1
U1586,2024,1501.0,,,,THE 2024,30.7,9.0,13.2,17.8,39.7
U1588,2024,1501.0,,,,THE 2024,14.0,10.3,19.6,16.7,17.9
U1594,2024,1501.0,,,,THE 2024,14.8,15.3,20.6,37.3,26.2
U1595,2024,1501.0,,,,THE 2024,27.7,12.6,23.7,44.4,18.7
U3043,2024,1501.0,,,,THE 2024,19.5,16.3,23.2,18.2,46.2
U1602,2024,1501.0,,,,THE 2024,19.4,9.2,9.6,15.9,27.0
U2467,2024,1501.0,,,,THE 2024,28.5,12.2,19.2,23.6,34.3
U1610,2024,1501.0,,,,THE 2024,15.2,9.5,16.7,18.5,20.4
U2417,2024,1501.0,,,,THE 2024,23.9,9.1,12.0,16.0,43.9
U3052,2024,1501.0,,,,THE 2024,22.2,15.6,21.5,45.5,37.9
U3053,2024,1501.0,,,,THE 2024,21.1,17.7,17.7,30.0,39.8
U1623,2024,1501.0,,,,THE 2024,29.4,10.7,12.5,25.3,34.4
U1625,2024,1501.0,,,,THE 2024,12.9,9.1,26.1,19.6,21.3
U1626,2024,1501.0,,,,THE 2024,19.3,7.7,5.2,16.0,35.5
U3212,2024,1501.0,,,,THE 2024,16.1,12.6,28.9,29.0,27.8
U2468,2024,1501.0,,,,THE 2024,19.8,12.1,33.0,16.3,23.9
U1630,2024,1501.0,,,,THE 2024,14.3,8.7,7.8,16.3,32.8
U1631,2024,1501.0,,,,THE 2024,23.7,13.4,9.9,50.0,28.4
U1633,2024,1501.0,,,,THE 2024,21.2,12.5,8.2,24.6,23.7
U3064,2024,1501.0,,,,THE 2024,16.0,10.3,15.2,18.3,26.4
U2421,2024,1501.0,,,,THE 2024,13.5,8.7,10.1,15.6,26.5
U3069,2024,1501.0,,,,THE 2024,14.9,9.4,39.3,16.3,25.9
U2423,2024,1501.0,,,,THE 2024,11.6,9.5,13.6,15.8,42.0
U1656,2024,1501.0,,,,THE 2024,19.8,11.4,28.8,29.7,24.2
U1657,2024,1501.0,,,,THE 2024,16.7,10.1,33.9,30.9,22.6
U1669,2024,1501.0,,,,THE 2024,24.4,10.7,14.6,20.5,24.7
U2426,2024,1501.0,,,,THE 2024,24.2,10.6,10.2,26.8,37.2
U1678,2024,1501.0,,,,THE 2024,12.2,8.7,15.3,15.9,63.9
U3075,2024,1501.0,,,,THE 2024,23.1,14.4,15.4,21.8,32.0
U1691,2024,1501.0,,,,THE 2024,15.5,14.9,27.6,16.8,47.9
U3080,2024,1501.0,,,,THE 2024,16.4,14.9,26.5,21.9,61.8
U3081,2024,1501.0,,,,THE 2024,11.8,10.7,13.7,18.4,38.9
U1703,2024,1501.0,,,,THE 2024,23.9,9.9,5.2,20.0,40.3
U1705,2024,1501.0,,,,THE 2024,22.9,8.9,29.4,20.7,17.6
U1739,2024,1501.0,,,,THE 2024,16.3,9.5,23.9,16.6,22.3
U1745,2024,1501.0,,,,THE 2024,16.0,7.9,37.9,20.7,19.8
U1751,2024,1501.0,,,,THE 2024,17.3,13.8,26.3,23.2,62.7
U3092,2024,1501.0,,,,THE 2024,18.7,16.7,29.9,25.8,29.2
U1784,2024,1501.0,,,,THE 2024,26.8,17.1,18.1,19.4,23.2
U1786,2024,1501.0,,,,THE 2024,13.5,13.4,16.8,15.7,22.1
U1790,2024,1501.0,,,,THE 2024,24.6,9.4,29.3,17.8,16.1
U1793,2024,1501.0,,,,THE 2024,15.5,10.6,12.0,23.2,31.2
U3215,2024,1501.0,,,,THE 2024,25.4,14.1,22.6,37.2,37.6
U1794,2024,1501.0,,,,THE 2024,20.6,9.1,29.1,22.9,23.1
U2910,2024,1501.0,,,,THE 2024,17.4,10.9,19.7,16.6,44.3
U1797,2024,1501.0,,,,THE 2024,26.0,14.5,21.8,59.0,25.4
U1808,2024,1501.0,,,,THE 2024,22.9,15.5,19.4,41.2,41.5
U1816,2024,1501.0,,,,THE 2024,16.9,10.6,10.9,32.3,22.1
U1824,2024,1501.0,,,,THE 2024,14.2,9.2,12.1,16.1,43.2
U3112,2024,1501.0,,,,THE 2024,15.8,15.4,29.8,27.7,45.9
U3114,2024,1501.0,,,,THE 2024,19.6,9.5,25.8,20.7,67.0
U3115,2024,1501.0,,,,THE 2024,16.4,10.8,18.6,23.6,27.7
U1828,2024,1501.0,,,,THE 2024,25.6,10.7,3.7,16.2,31.2
U1831,2024,1501.0,,,,THE 2024,22.7,10.8,8.5,23.2,68.7
U3123,2024,1501.0,,,,THE 2024,17.8,7.4,12.8,18.2,35.3
U3121,2024,1501.0,,,,THE 2024,24.6,7.0,9.0,17.3,32.4
U1859,2024,1501.0,,,,THE 2024,24.8,15.2,24.1,16.1,36.7
U1861,2024,1501.0,,,,THE 2024,30.3,14.8,22.5,26.6,18.7
U1889,2024,1501.0,,,,THE 2024,25.7,13.0,19.3,37.1,28.7
U1894,2024,1501.0,,,,THE 2024,22.6,16.0,19.5,58.3,37.0
U3131,2024,1501.0,,,,THE 2024,25.9,12.9,15.2,58.9,26.5
U1744,2024,1501.0,,,,THE 2024,12.3,8.2,15.8,18.5,20.4
U1901,2024,1501.0,,,,THE 2024,22.1,9.6,3.4,17.1,39.8
U1903,2024,1501.0,,,,THE 2024,12.0,10.4,23.8,26.4,20.3
U3134,2024,1501.0,,,,THE 2024,23.2,13.5,23.4,21.8,29.7
U1910,2024,1501.0,,,,THE 2024,19.3,13.6,20.7,38.0,29.0
U3135,2024,1501.0,,,,THE 2024,18.5,11.4,26.4,22.9,22.7
U1918,2024,1501.0,,,,THE 2024,14.9,9.5,26.1,18.5,29.7
U1923,2024,1501.0,,,,THE 2024,27.6,12.0,22.3,28.7,32.8
U1925,2024,1501.0,,,,THE 2024,28.3,12.2,23.4,21.6,39.4
U3137,2024,1501.0,,,,THE 2024,13.6,8.4,13.6,32.3,34.9
U1938,2024,1501.0,,,,THE 2024,22.6,11.0,13.3,25.4,50.9
U1958,2024,1501.0,,,,THE 2024,20.8,11.2,11.4,33.7,32.1
U3160,2024,1501.0,,,,THE 2024,13.0,9.0,35.7,18.4,35.8
U1962,2024,1501.0,,,,THE 2024,19.4,9.7,15.8,18.8,22.3
U2470,2024,1501.0,,,,THE 2024,12.4,9.0,18.1,16.2,19.9
U1805,2024,1501.0,,,,THE 2024,19.2,9.3,25.9,23.2,46.0
U1972,2024,1501.0,,,,THE 2024,19.3,8.6,4.1,16.2,20.0
U1973,2024,1501.0,,,,THE 2024,18.5,11.1,30.0,15.8,31.4
U1974,2024,1501.0,,,,THE 2024,24.9,11.3,18.1,18.1,25.9
U1975,2024,1501.0,,,,THE 2024,22.9,9.3,14.1,17.4,34.9
U1921,2024,1501.0,,,,THE 2024,23.5,9.8,29.9,18.6,25.6
U2586,2024,1501.0,,,,THE 2024,11.8,9.8,29.9,21.1,21.5
U2471,2024,1501.0,,,,THE 2024,16.5,10.5,26.6,17.1,27.6
U2016,2024,1501.0,,,,THE 2024,19.1,11.7,23.2,17.4,29.6
U2028,2024,1501.0,,,,THE 2024,29.5,11.0,14.0,26.7,17.0
U2066,2024,1501.0,,,,THE 2024,21.0,18.9,18.2,34.5,44.2
U2067,2024,1501.0,,,,THE 2024,10.6,8.4,11.2,15.8,48.2
U2072,2024,1501.0,,,,THE 2024,23.2,11.1,24.2,25.0,26.8
U2081,2024,1501.0,,,,THE 2024,15.0,4.6,14.8,19.2,32.4
U2372,2024,1501.0,,,,THE 2024,16.7,10.2,22.3,42.3,25.3
U2091,2024,1501.0,,,,THE 2024,17.4,12.7,33.9,37.2,26.7
U2557,2024,1501.0,,,,THE 2024,20.2,14.7,28.6,23.9,24.2
U2093,2024,1501.0,,,,THE 2024,15.0,11.0,28.5,21.3,38.1
U2095,2024,1501.0,,,,THE 2024,19.8,10.5,12.7,23.9,43.1
U2119,2024,1501.0,,,,THE 2024,17.1,8.6,33.7,17.5,32.1
U2128,2024,1501.0,,,,THE 2024,18.1,9.1,18.9,29.8,23.1
U2121,2024,1501.0,,,,THE 2024,17.6,12.0,13.9,43.6,28.6
U2122,2024,1501.0,,,,THE 2024,14.9,9.0,12.1,56.4,21.9
U2140,2024,1501.0,,,,THE 2024,22.2,11.0,18.9,40.0,38.5
U2145,2024,1501.0,,,,THE 2024,28.8,13.4,21.3,46.7,26.6
U2146,2024,1501.0,,,,THE 2024,25.0,9.5,9.5,27.0,21.8
U2149,2024,1501.0,,,,THE 2024,14.4,9.2,8.7,19.6,36.0
U2163,2024,1501.0,,,,THE 2024,11.6,9.0,5.1,17.6,19.0
U2180,2024,1501.0,,,,THE 2024,19.3,10.2,8.1,25.6,22.7
U2179,2024,1501.0,,,,THE 2024,23.0,8.0,17.1,16.7,29.7
U2543,2024,1501.0,,,,THE 2024,17.8,14.3,25.0,21.8,41.8
U2172,2024,1501.0,,,,THE 2024,11.4,10.4,14.3,19.0,32.1
U3324,2024,1501.0,,,,THE 2024,20.4,12.6,9.1,27.7,29.1
U3327,2024,1501.0,,,,THE 2024,22.2,8.9,4.7,16.2,45.2
U2292,2024,1501.0,,,,THE 2024,23.2,8.7,12.2,17.9,40.6
U3254,2024,1501.0,,,,THE 2024,15.4,12.2,22.0,18.7,47.8
U3331,2024,1501.0,,,,THE 2024,21.7,22.8,19.3,45.4,21.4
U0901,2024,1501.0,,,,THE 2024,13.0,9.6,35.4,18.7,44.1
U3342,2024,1501.0,,,,THE 2024,14.6,11.2,26.1,26.2,36.8
U3344,2024,1501.0,,,,THE 2024,22.2,7.6,36.0,16.7,21.1
U3358,2024,1501.0,,,,THE 2024,19.0,9.9,7.6,16.6,27.2
U3361,2024,1501.0,,,,THE 2024,17.8,9.3,22.9,18.5,27.9
U3364,2024,1501.0,,,,THE 2024,22.7,10.7,7.7,17.4,37.0
U3363,2024,1501.0,,,,THE 2024,20.5,8.5,29.8,18.8,23.9
U3269,2024,1501.0,,,,THE 2024,16.9,13.5,35.3,21.8,23.3
U3274,2024,1501.0,,,,THE 2024,10.0,9.7,34.7,22.8,24.9
U3426,2024,1501.0,,,,THE 2024,19.5,11.7,34.5,36.0,20.4
U3430,2024,1501.0,,,,THE 2024,22.0,12.4,17.6,59.3,38.8
U3431,2024,1501.0,,,,THE 2024,23.9,8.6,26.8,16.4,38.1
U3436,2024,1501.0,,,,THE 2024,16.9,10.5,28.8,23.1,30.6
U3464,2024,1501.0,,,,THE 2024,12.5,11.2,21.6,48.1,26.4
U0005,2024,,,,,THE 2024,,,,,
U0006,2024,,,,,THE 2024,,,,,
U0007,2024,,,,,THE 2024,,,,,
U0009,2024,,,,,THE 2024,,,,,
U0011,2024,,,,,THE 2024,,,,,
U0013,2024,,,,,THE 2024,,,,,
U0015,2024,,,,,THE 2024,,,,,
U0020,2024,,,,,THE 2024,,,,,
U0027,2024,,,,,THE 2024,,,,,
U0028,2024,,,,,THE 2024,,,,,
U2610,2024,,,,,THE 2024,,,,,
U2628,2024,,,,,THE 2024,,,,,
U2453,2024,,,,,THE 2024,,,,,
U2629,2024,,,,,THE 2024,,,,,
U0037,2024,,,,,THE 2024,,,,,
U2492,2024,,,,,THE 2024,,,,,
U0042,2024,,,,,THE 2024,,,,,
U0043,2024,,,,,THE 2024,,,,,
U0047,2024,,,,,THE 2024,,,,,
U0048,2024,,,,,THE 2024,,,,,
U0050,2024,,,,,THE 2024,,,,,
U0052,2024,,,,,THE 2024,,,,,
U0054,2024,,,,,THE 2024,,,,,
U0055,2024,,,,,THE 2024,,,,,
U0056,2024,,,,,THE 2024,,,,,
U0057,2024,,,,,THE 2024,,,,,
U0058,2024,,,,,THE 2024,,,,,
U0060,2024,,,,,THE 2024,,,,,
U0062,2024,,,,,THE 2024,,,,,
U0063,2024,,,,,THE 2024,,,,,
U0065,2024,,,,,THE 2024,,,,,
U0068,2024,,,,,THE 2024,,,,,
U0071,2024,,,,,THE 2024,,,,,
U0073,2024,,,,,THE 2024,,,,,
U2637,2024,,,,,THE 2024,,,,,
U0074,2024,,,,,THE 2024,,,,,
U2638,2024,,,,,THE 2024,,,,,
U2639,2024,,,,,THE 2024,,,,,
U0075,2024,,,,,THE 2024,,,,,
U0077,2024,,,,,THE 2024,,,,,
U0078,2024,,,,,THE 2024,,,,,
U2641,2024,,,,,THE 2024,,,,,
U0079,2024,,,,,THE 2024,,,,,
U0080,2024,,,,,THE 2024,,,,,
U0082,2024,,,,,THE 2024,,,,,
U0083,2024,,,,,THE 2024,,,,,
U0085,2024,,,,,THE 2024,,,,,
U0086,2024,,,,,THE 2024,,,,,
U0087,2024,,,,,THE 2024,,,,,
U0088,2024,,,,,THE 2024,,,,,
U0089,2024,,,,,THE 2024,,,,,
U0091,2024,,,,,THE 2024,,,,,
U0092,2024,,,,,THE 2024,,,,,
U0093,2024,,,,,THE 2024,,,,,
U0094,2024,,,,,THE 2024,,,,,
U0095,2024,,,,,THE 2024,,,,,
U0096,2024,,,,,THE 2024,,,,,
U0097,2024,,,,,THE 2024,,,,,
U0099,2024,,,,,THE 2024,,,,,
U0100,2024,,,,,THE 2024,,,,,
U0101,2024,,,,,THE 2024,,,,,
U0103,2024,,,,,THE 2024,,,,,
U0109,2024,,,,,THE 2024,,,,,
U0108,2024,,,,,THE 2024,,,,,
U0105,2024,,,,,THE 2024,,,,,
U0112,2024,,,,,THE 2024,,,,,
U0117,2024,,,,,THE 2024,,,,,
U0114,2024,,,,,THE 2024,,,,,
U0120,2024,,,,,THE 2024,,,,,
U0121,2024,,,,,THE 2024,,,,,
U0122,2024,,,,,THE 2024,,,,,
U0124,2024,,,,,THE 2024,,,,,
U0123,2024,,,,,THE 2024,,,,,
U0135,2024,,,,,THE 2024,,,,,
U0128,2024,,,,,THE 2024,,,,,
U0131,2024,,,,,THE 2024,,,,,
U0129,2024,,,,,THE 2024,,,,,
U0130,2024,,,,,THE 2024,,,,,
U0132,2024,,,,,THE 2024,,,,,
U0134,2024,,,,,THE 2024,,,,,
U0137,2024,,,,,THE 2024,,,,,
U0146,2024,,,,,THE 2024,,,,,
U0150,2024,,,,,THE 2024,,,,,
U0151,2024,,,,,THE 2024,,,,,
U0152,2024,,,,,THE 2024,,,,,
U0161,2024,,,,,THE 2024,,,,,
U0162,2024,,,,,THE 2024,,,,,
U0164,2024,,,,,THE 2024,,,,,
U3205,2024,,,,,THE 2024,,,,,
U0165,2024,,,,,THE 2024,,,,,
U0166,2024,,,,,THE 2024,,,,,
U0167,2024,,,,,THE 2024,,,,,
U0168,2024,,,,,THE 2024,,,,,
U0169,2024,,,,,THE 2024,,,,,
U0170,2024,,,,,THE 2024,,,,,
U0182,2024,,,,,THE 2024,,,,,
U0186,2024,,,,,THE 2024,,,,,
U0192,2024,,,,,THE 2024,,,,,
U0196,2024,,,,,THE 2024,,,,,
U0202,2024,,,,,THE 2024,,,,,
U0201,2024,,,,,THE 2024,,,,,
U0203,2024,,,,,THE 2024,,,,,
U0208,2024,,,,,THE 2024,,,,,
U0210,2024,,,,,THE 2024,,,,,
U0215,2024,,,,,THE 2024,,,,,
U2658,2024,,,,,THE 2024,,,,,
U0218,2024,,,,,THE 2024,,,,,
U2659,2024,,,,,THE 2024,,,,,
U0222,2024,,,,,THE 2024,,,,,
U0224,2024,,,,,THE 2024,,,,,
U0228,2024,,,,,THE 2024,,,,,
U0231,2024,,,,,THE 2024,,,,,
U0233,2024,,,,,THE 2024,,,,,
U2666,2024,,,,,THE 2024,,,,,
U0235,2024,,,,,THE 2024,,,,,
U0238,2024,,,,,THE 2024,,,,,
U0253,2024,,,,,THE 2024,,,,,
U0251,2024,,,,,THE 2024,,,,,
U0255,2024,,,,,THE 2024,,,,,
U2672,2024,,,,,THE 2024,,,,,
U0260,2024,,,,,THE 2024,,,,,
U0262,2024,,,,,THE 2024,,,,,
U0269,2024,,,,,THE 2024,,,,,
U0278,2024,,,,,THE 2024,,,,,
U2680,2024,,,,,THE 2024,,,,,
U0280,2024,,,,,THE 2024,,,,,
U2684,2024,,,,,THE 2024,,,,,
U0285,2024,,,,,THE 2024,,,,,
U2686,2024,,,,,THE 2024,,,,,
U0299,2024,,,,,THE 2024,,,,,
U0308,2024,,,,,THE 2024,,,,,
U0311,2024,,,,,THE 2024,,,,,
U0313,2024,,,,,THE 2024,,,,,
U0312,2024,,,,,THE 2024,,,,,
U0314,2024,,,,,THE 2024,,,,,
U0316,2024,,,,,THE 2024,,,,,
U0189,2024,,,,,THE 2024,,,,,
U2230,2024,,,,,THE 2024,,,,,
U0327,2024,,,,,THE 2024,,,,,
U2256,2024,,,,,THE 2024,,,,,
U0347,2024,,,,,THE 2024,,,,,
U0340,2024,,,,,THE 2024,,,,,
U2234,2024,,,,,THE 2024,,,,,
U2235,2024,,,,,THE 2024,,,,,
U2244,2024,,,,,THE 2024,,,,,
U0349,2024,,,,,THE 2024,,,,,
U0350,2024,,,,,THE 2024,,,,,
U0352,2024,,,,,THE 2024,,,,,
U0353,2024,,,,,THE 2024,,,,,
U2731,2024,,,,,THE 2024,,,,,
U2608,2024,,,,,THE 2024,,,,,
U2612,2024,,,,,THE 2024,,,,,
U2609,2024,,,,,THE 2024,,,,,
U2611,2024,,,,,THE 2024,,,,,
U0355,2024,,,,,THE 2024,,,,,
U0356,2024,,,,,THE 2024,,,,,
U2735,2024,,,,,THE 2024,,,,,
U0361,2024,,,,,THE 2024,,,,,
U0363,2024,,,,,THE 2024,,,,,
U0366,2024,,,,,THE 2024,,,,,
U2250,2024,,,,,THE 2024,,,,,
U0368,2024,,,,,THE 2024,,,,,
U0377,2024,,,,,THE 2024,,,,,
U0384,2024,,,,,THE 2024,,,,,
U0385,2024,,,,,THE 2024,,,,,
U2739,2024,,,,,THE 2024,,,,,
U0402,2024,,,,,THE 2024,,,,,
U0403,2024,,,,,THE 2024,,,,,
U2249,2024,,,,,THE 2024,,,,,
U0419,2024,,,,,THE 2024,,,,,
U0420,2024,,,,,THE 2024,,,,,
U0424,2024,,,,,THE 2024,,,,,
U0425,2024,,,,,THE 2024,,,,,
U2742,2024,,,,,THE 2024,,,,,
U0475,2024,,,,,THE 2024,,,,,
U2754,2024,,,,,THE 2024,,,,,
U0480,2024,,,,,THE 2024,,,,,
U0485,2024,,,,,THE 2024,,,,,
U2620,2024,,,,,THE 2024,,,,,
U2761,2024,,,,,THE 2024,,,,,
U2762,2024,,,,,THE 2024,,,,,
U0494,2024,,,,,THE 2024,,,,,
U0501,2024,,,,,THE 2024,,,,,
U0507,2024,,,,,THE 2024,,,,,
U0510,2024,,,,,THE 2024,,,,,
U0512,2024,,,,,THE 2024,,,,,
U0518,2024,,,,,THE 2024,,,,,
U0517,2024,,,,,THE 2024,,,,,
U0521,2024,,,,,THE 2024,,,,,
U0523,2024,,,,,THE 2024,,,,,
U0524,2024,,,,,THE 2024,,,,,
U0525,2024,,,,,THE 2024,,,,,
U2777,2024,,,,,THE 2024,,,,,
U0534,2024,,,,,THE 2024,,,,,
U0535,2024,,,,,THE 2024,,,,,
U0541,2024,,,,,THE 2024,,,,,
U0544,2024,,,,,THE 2024,,,,,
U0546,2024,,,,,THE 2024,,,,,
U0548,2024,,,,,THE 2024,,,,,
U2778,2024,,,,,THE 2024,,,,,
U2779,2024,,,,,THE 2024,,,,,
U0551,2024,,,,,THE 2024,,,,,
U0558,2024,,,,,THE 2024,,,,,
U0560,2024,,,,,THE 2024,,,,,
U2785,2024,,,,,THE 2024,,,,,
U0438,2024,,,,,THE 2024,,,,,
U0439,2024,,,,,THE 2024,,,,,
U0440,2024,,,,,THE 2024,,,,,
U0441,2024,,,,,THE 2024,,,,,
U0442,2024,,,,,THE 2024,,,,,
U0445,2024,,,,,THE 2024,,,,,
U0443,2024,,,,,THE 2024,,,,,
U0444,2024,,,,,THE 2024,,,,,
U0446,2024,,,,,THE 2024,,,,,
U0447,2024,,,,,THE 2024,,,,,
U0448,2024,,,,,THE 2024,,,,,
U0449,2024,,,,,THE 2024,,,,,
U0454,2024,,,,,THE 2024,,,,,
U0450,2024,,,,,THE 2024,,,,,
U0451,2024,,,,,THE 2024,,,,,
U0453,2024,,,,,THE 2024,,,,,
U0455,2024,,,,,THE 2024,,,,,
U0457,2024,,,,,THE 2024,,,,,
U0458,2024,,,,,THE 2024,,,,,
U0459,2024,,,,,THE 2024,,,,,
U0460,2024,,,,,THE 2024,,,,,
U0461,2024,,,,,THE 2024,,,,,
U2787,2024,,,,,THE 2024,,,,,
U0571,2024,,,,,THE 2024,,,,,
U0572,2024,,,,,THE 2024,,,,,
U0573,2024,,,,,THE 2024,,,,,
U0574,2024,,,,,THE 2024,,,,,
U0576,2024,,,,,THE 2024,,,,,
U0581,2024,,,,,THE 2024,,,,,
U2792,2024,,,,,THE 2024,,,,,
U0582,2024,,,,,THE 2024,,,,,
U0894,2024,,,,,THE 2024,,,,,
U0590,2024,,,,,THE 2024,,,,,
U0592,2024,,,,,THE 2024,,,,,
U0595,2024,,,,,THE 2024,,,,,
U0597,2024,,,,,THE 2024,,,,,
U2331,2024,,,,,THE 2024,,,,,
U2332,2024,,,,,THE 2024,,,,,
U0602,2024,,,,,THE 2024,,,,,
U0604,2024,,,,,THE 2024,,,,,
U0603,2024,,,,,THE 2024,,,,,
U0606,2024,,,,,THE 2024,,,,,
U0608,2024,,,,,THE 2024,,,,,
U0611,2024,,,,,THE 2024,,,,,
U0620,2024,,,,,THE 2024,,,,,
U0622,2024,,,,,THE 2024,,,,,
U0627,2024,,,,,THE 2024,,,,,
U0630,2024,,,,,THE 2024,,,,,
U0637,2024,,,,,THE 2024,,,,,
U0638,2024,,,,,THE 2024,,,,,
U0648,2024,,,,,THE 2024,,,,,
U0649,2024,,,,,THE 2024,,,,,
U0650,2024,,,,,THE 2024,,,,,
U0653,2024,,,,,THE 2024,,,,,
U0665,2024,,,,,THE 2024,,,,,
U0666,2024,,,,,THE 2024,,,,,
U2807,2024,,,,,THE 2024,,,,,
U0667,2024,,,,,THE 2024,,,,,
U0680,2024,,,,,THE 2024,,,,,
U0685,2024,,,,,THE 2024,,,,,
U2812,2024,,,,,THE 2024,,,,,
U0689,2024,,,,,THE 2024,,,,,
U2814,2024,,,,,THE 2024,,,,,
U0698,2024,,,,,THE 2024,,,,,
U2821,2024,,,,,THE 2024,,,,,
U0712,2024,,,,,THE 2024,,,,,
U0716,2024,,,,,THE 2024,,,,,
U0723,2024,,,,,THE 2024,,,,,
U0729,2024,,,,,THE 2024,,,,,
U0727,2024,,,,,THE 2024,,,,,
U0728,2024,,,,,THE 2024,,,,,
U0730,2024,,,,,THE 2024,,,,,
U0732,2024,,,,,THE 2024,,,,,
U0744,2024,,,,,THE 2024,,,,,
U0745,2024,,,,,THE 2024,,,,,
U0746,2024,,,,,THE 2024,,,,,
U0748,2024,,,,,THE 2024,,,,,
U2837,2024,,,,,THE 2024,,,,,
U0756,2024,,,,,THE 2024,,,,,
U0758,2024,,,,,THE 2024,,,,,
U0759,2024,,,,,THE 2024,,,,,
U0798,2024,,,,,THE 2024,,,,,
U0766,2024,,,,,THE 2024,,,,,
U0771,2024,,,,,THE 2024,,,,,
U0772,2024,,,,,THE 2024,,,,,
U0778,2024,,,,,THE 2024,,,,,
U2845,2024,,,,,THE 2024,,,,,
U2846,2024,,,,,THE 2024,,,,,
U1840,2024,,,,,THE 2024,,,,,
U0786,2024,,,,,THE 2024,,,,,
U0788,2024,,,,,THE 2024,,,,,
U0787,2024,,,,,THE 2024,,,,,
U0789,2024,,,,,THE 2024,,,,,
U3209,2024,,,,,THE 2024,,,,,
U0790,2024,,,,,THE 2024,,,,,
U0793,2024,,,,,THE 2024,,,,,
U0794,2024,,,,,THE 2024,,,,,
U0792,2024,,,,,THE 2024,,,,,
U0797,2024,,,,,THE 2024,,,,,
U0799,2024,,,,,THE 2024,,,,,
U0800,2024,,,,,THE 2024,,,,,
U0803,2024,,,,,THE 2024,,,,,
U2850,2024,,,,,THE 2024,,,,,
U0810,2024,,,,,THE 2024,,,,,
U0812,2024,,,,,THE 2024,,,,,
U2858,2024,,,,,THE 2024,,,,,
U0821,2024,,,,,THE 2024,,,,,
U0828,2024,,,,,THE 2024,,,,,
U0830,2024,,,,,THE 2024,,,,,
U0833,2024,,,,,THE 2024,,,,,
U0835,2024,,,,,THE 2024,,,,,
U0842,2024,,,,,THE 2024,,,,,
U0846,2024,,,,,THE 2024,,,,,
U0853,2024,,,,,THE 2024,,,,,
U0856,2024,,,,,THE 2024,,,,,
U0884,2024,,,,,THE 2024,,,,,
U0887,2024,,,,,THE 2024,,,,,
U0889,2024,,,,,THE 2024,,,,,
U0892,2024,,,,,THE 2024,,,,,
U2377,2024,,,,,THE 2024,,,,,
U0911,2024,,,,,THE 2024,,,,,
U0912,2024,,,,,THE 2024,,,,,
U0913,2024,,,,,THE 2024,,,,,
U0920,2024,,,,,THE 2024,,,,,
U0919,2024,,,,,THE 2024,,,,,
U0922,2024,,,,,THE 2024,,,,,
U0895,2024,,,,,THE 2024,,,,,
U0923,2024,,,,,THE 2024,,,,,
