University_Key,University_Name_QS,Country_QS,Country_Code,QS_Rank,QS_Overall_Score,QS_Academic_Reputation,QS_Employer_Reputation,QS_Faculty_Student_Score,QS_Citations_Per_Faculty,QS_International_Faculty,QS_International_Students,University_Name_THE,Country_THE,THE_Rank,THE_Overall_Score,THE_Teaching_Score,THE_Research_Score,THE_Citations_Score,THE_Industry_Income_Score,THE_International_Outlook,Total_Students,Student_Staff_Ratio,International_Students,Female_Male_Ratio,Year
bahauddin zakariya university,Bahauddin Zakariya University ,Pakistan,PK,1201-1400,-,5.4,5.5,1.7,12.1,,1.0,Bahauddin Zakariya University,Pakistan,1001.0,28.3–32.6,19.6,12.6,58.5,19.2,48.1,"26,994",27.2,0%,40 : 60,2024
benem rita universidad aut noma de puebla,Benemérita Universidad Autónoma de Puebla,Mexico,MX,1201-1400,-,15.3,6.5,3.2,2.0,2.9,1.3,Benemérita Universidad Autónoma de Puebla,Mexico,1501.0,9.7–22.7,15.6,9.5,17.1,19.4,37.7,"79,695",45.2,1%,52:48:00,2024
central michigan university,Central Michigan University,United States,US,1201-1400,-,3.6,4.2,7.8,8.1,3.5,3.1,Central Michigan University,United States,1001.0,28.3–32.6,28.8,15.3,46.8,44.9,33.4,"13,780",18.3,3%,60:40:00,2024
chaoyang university of technology,Chaoyang University of Technology,Taiwan,TW,1201-1400,-,5.6,6.7,4.2,3.5,6.7,5.7,Chaoyang University of Technology,Taiwan,1501.0,9.7–22.7,14.1,18.2,28.2,47.0,38.9,"14,432",37.5,5%,55:45:00,2024
feng chia university,Feng Chia University,Taiwan,TW,1201-1400,-,10.0,7.5,4.5,6.0,3.9,5.8,Feng Chia University,Taiwan,1201.0,22.8–28.2,18.4,18.9,25.5,40.9,37.7,"19,770",23.3,7%,40 : 60,2024
fu jen catholic university,Fu Jen Catholic University,Taiwan,TW,1201-1400,-,7.3,7.5,4.3,6.8,7.9,7.4,Fu Jen Catholic University,Taiwan,1001.0,28.3–32.6,24.0,29.2,26.3,65.5,31.1,"16,382",27.2,6%,59:41:00,2024
german university in cairo,German University in Cairo,Egypt,EG,1201-1400,-,7.9,11.4,7.3,2.1,14.2,1.2,German University in Cairo,Egypt,1501.0,9.7–22.7,18.6,8.7,34.0,16.8,48.6,"12,332",12.8,2%,43:57:00,2024
hanoi university of science and technology,Hanoi University of Science and Technology,Vietnam,VN,1201-1400,-,6.1,8.7,2.4,4.3,3.8,1.2,Hanoi University of Science and Technology,Vietnam,1501.0,9.7–22.7,15.7,15.7,27.4,43.4,39.7,"37,891",34.1,0%,0.888888889,2024
helwan university,Helwan University ,Egypt,EG,1201-1400,-,7.0,10.1,4.4,1.6,1.2,2.3,Helwan University,Egypt,1201.0,22.8–28.2,16.2,8.9,38.8,19.9,47.6,"1,24,886",22.4,2%,54:46:00,2024
international islamic university islamabad,International Islamic University Islamabad (IIU),Pakistan,PK,1201-1400,-,6.3,10.8,3.6,7.2,4.5,6.7,"International Islamic University, Islamabad",Pakistan,801.0,32.7–36.9,17.3,11.2,72.7,17.6,60.0,"23,650",21.8,7%,54:46:00,2024
ivan franko national university of lviv,Ivan Franko National University of Lviv,Ukraine,UA,1201-1400,-,4.3,10.1,34.2,1.3,1.4,2.0,Ivan Franko National University of Lviv,Ukraine,1201.0,22.8–28.2,24.5,10.5,10.0,17.9,31.7,"19,799",10.7,2%,63:37:00,2024
izmir institute of technology,Izmir Institute of Technology (IZTECH),Turkey,TR,1201-1400,-,6.6,3.5,5.9,7.5,3.4,2.3,Izmir Institute of Technology,Turkey,1201.0,22.8–28.2,20.2,15.1,27.8,56.7,35.5,"6,309",18.6,3%,47:53:00,2024
jahangirnagar university,Jahangirnagar University,Bangladesh,BD,1201-1400,-,8.5,13.7,,,,,Jahangirnagar University,Bangladesh,801.0,32.7–36.9,24.1,8.9,71.9,19.5,49.7,"12,649",17.3,0%,49:51:00,2024
jeju national university,Jeju National University ,South Korea,KR,1201-1400,-,4.8,2.0,25.3,6.6,3.8,4.2,Jeju National University,South Korea,1201.0,22.8–28.2,27.4,19.2,35.0,38.2,31.2,"11,376",17.2,6%,53:47:00,2024
kharkiv national university of radio electronics,Kharkiv National University of Radio Electronics ,Ukraine,UA,1201-1400,-,3.7,13.1,26.0,1.5,1.4,10.9,Kharkiv National University of Radio Electronics,Ukraine,1001.0,28.3–32.6,22.2,9.4,28.0,16.5,32.9,"7,744",10.8,11%,26 : 74,2024
kindai university,Kindai University (Kinki University),Japan,JP,1201-1400,-,5.3,4.6,10.6,4.5,16.4,2.1,Kindai University,Japan,1001.0,28.3–32.6,18.4,11.8,51.9,50.2,30.9,"34,545",17.7,2%,32 : 68,2024
king mongkut s institute of technology ladkrabang,King Mongkut\'s Institute of Technology Ladkrabang,Thailand,TH,1201-1400,-,8.1,7.4,4.8,3.1,15.7,1.6,King Mongkut’s Institute of Technology Ladkrabang,Thailand,1501.0,9.7–22.7,16.5,22.9,19.2,55.0,30.7,"25,482",23.0,1%,52:48:00,2024
king mongkut s university of technology north bangkok,King Mongkut's University of Technology North Bangkok,Thailand,TH,1201-1400,-,8.1,5.8,3.7,3.0,3.4,1.1,King Mongkut's University of Technology North Bangkok,Thailand,1201.0,22.8–28.2,16.2,12.7,50.9,25.9,28.7,"28,122",23.3,0%,42:58:00,2024
kwansei gakuin university,Kwansei Gakuin University,Japan,JP,1201-1400,-,4.2,6.4,4.5,2.5,24.4,3.9,Kwansei Gakuin University,Japan,1501.0,9.7–22.7,15.7,9.5,15.4,20.7,40.9,"25,232",24.7,4%,49:51:00,2024
marmara university,Marmara University,Turkey,TR,1201-1400,-,6.8,8.3,5.0,2.3,3.0,3.6,Marmara University,Turkey,1501.0,9.7–22.7,17.0,11.7,31.9,26.9,30.7,"62,991",30.6,5%,51:49:00,2024
marquette university,Marquette University,United States,US,1201-1400,-,3.4,3.8,23.7,9.3,6.8,2.7,Marquette University,United States,801.0,32.7–36.9,36.9,18.2,54.0,49.3,33.1,"10,317",12.2,3%,58:42:00,2024
mendeleev university of chemical technology,Mendeleev University of Chemical Technology,Russia,RU,1201-1400,-,4.9,3.9,30.5,2.7,1.1,5.7,Mendeleev University of Chemical Technology,Russian Federation,1501.0,9.7–22.7,19.6,14.1,14.3,43.4,23.6,"7,338",14.9,6%,56:44:00,2024
nagoya institute of technology,Nagoya Institute of Technology (NIT),Japan,JP,1201-1400,-,5.9,2.3,6.8,15.3,5.5,4.5,Nagoya Institute of Technology,Japan,1201.0,22.8–28.2,21.5,20.3,23.0,73.2,31.4,"5,760",16.1,5%,0.765972222,2024
naresuan university,Naresuan University,Thailand,TH,1201-1400,-,6.5,3.3,6.5,2.0,5.9,1.3,Naresuan University,Thailand,1501.0,9.7–22.7,15.8,10.5,14.8,28.3,33.1,"27,234",18.3,1%,68:32:00,2024
national dong hwa university,National Dong Hwa University,Taiwan,TW,1201-1400,-,6.3,2.3,6.5,6.4,3.2,10.2,National Dong Hwa University,Taiwan,1201.0,22.8–28.2,19.1,23.8,26.3,33.5,48.6,"9,970",18.6,9%,52:48:00,2024
national taipei university,National Taipei University,Taiwan,TW,1201-1400,-,7.5,4.5,8.2,3.2,2.7,5.2,National Taipei University,Taiwan,1501.0,9.7–22.7,20.6,15.1,22.4,23.3,30.5,"8,386",15.7,6%,55:45:00,2024
national taiwan ocean university,National Taiwan Ocean University,Taiwan,TW,1201-1400,-,5.7,3.2,11.6,10.1,5.6,7.7,National Taiwan Ocean University,Taiwan,1201.0,22.8–28.2,19.7,25.0,30.2,63.0,34.7,"8,244",16.2,8%,32 : 68,2024
national university of life and environmental sciences of ukraine,National University of Life and Environmental Sciences of Ukraine,Ukraine,UA,1201-1400,-,5.7,4.4,17.2,1.4,1.2,1.2,National University of Life and Environmental Sciences of Ukraine,Ukraine,1501.0,9.7–22.7,20.3,8.9,30.1,25.3,25.7,"17,628",15.2,1%,45:55:00,2024
norwegian university of life sciences,Norwegian University of Life Sciences (UMB),Norway,NO,1201-1400,-,5.9,3.7,,,,,Norwegian University of Life Sciences,Norway,601.0,37.0–41.8,32.1,14.7,64.0,36.5,70.8,"7,275",8.2,12%,61:39:00,2024
nova southeastern university,Nova Southeastern University,United States,US,1201-1400,-,2.9,3.3,14.0,3.1,4.4,3.9,Nova Southeastern University,United States,801.0,32.7–36.9,39.1,12.2,50.1,38.9,34.4,"17,973",16.5,4%,71:29:00,2024
buda university,Óbuda University,Hungary,HU,1201-1400,-,4.5,3.9,2.1,6.6,13.6,7.6,Óbuda University,Hungary,1001.0,28.3–32.6,14.4,16.4,55.7,20.7,42.6,"10,997",34.4,7%,0.970833333,2024
osmania university,OSMANIA UNIVERSITY,India,IN,1201-1400,-,4.7,3.5,3.5,17.5,,5.9,Osmania University,India,1201.0,22.8–28.2,33.9,16.3,31.1,27.7,21.4,"10,520",25.7,3%,36 : 64,2024
pondicherry university,Pondicherry University,India,IN,1201-1400,-,4.0,1.9,6.5,12.2,1.1,1.1,Pondicherry University,India,1001.0,28.3–32.6,33.5,18.4,38.3,42.5,19.4,"8,187",21.5,1%,46:54:00,2024
portland state university,Portland State University,United States,US,1201-1400,-,4.3,2.1,9.5,10.5,1.6,5.3,Portland State University,United States,801.0,32.7–36.9,22.1,23.2,55.7,54.7,35.0,"18,763",20.5,5%,58:42:00,2024
pukyong national university,Pukyong National University ,South Korea,KR,1201-1400,-,6.6,3.4,10.3,7.0,6.6,8.1,Pukyong National University,South Korea,1201.0,22.8–28.2,26.7,13.9,28.5,39.0,36.4,"16,563",11.4,10%,52:48:00,2024
rikkyo university,Rikkyo University,Japan,JP,1201-1400,-,4.1,12.0,10.1,2.6,24.9,6.2,Rikkyo University,Japan,1201.0,22.8–28.2,18.6,9.3,34.0,19.7,58.4,"19,783",14.4,4%,,2024
russian state university for the humanities,Russian State University for the Humanities ,Russia,RU,1201-1400,-,5.4,2.6,17.5,1.3,1.7,4.1,Russian State University for the Humanities,Russian Federation,1501.0,9.7–22.7,13.5,13.4,16.8,15.7,22.1,"16,679",22.1,4%,69:31:00,2024
saitama university,Saitama University,Japan,JP,1201-1400,-,4.5,1.8,14.1,9.2,10.5,6.2,Saitama University,Japan,1501.0,9.7–22.7,22.9,15.5,19.4,41.2,41.5,"8,321",15.3,6%,32 : 68,2024
shibaura institute of technology,Shibaura Institute of Technology,Japan,JP,1201-1400,-,3.7,2.3,2.8,4.8,13.8,9.8,Shibaura Institute of Technology,Japan,1201.0,22.8–28.2,20.8,20.1,22.3,36.3,42.3,"9,001",29.7,5%,0.806944444,2024
siksha o anusandhan,Siksha 'O' Anusandhan (Deemed to be University),India,IN,1201-1400,-,4.6,2.0,32.9,4.7,1.7,2.1,Siksha ‘O’ Anusandhan,India,801.0,32.7–36.9,37.9,16.7,47.7,40.8,19.9,"13,808",11.9,2%,52:48:00,2024
silpakorn university,Silpakorn University,Thailand,TH,1201-1400,-,6.2,6.7,4.5,2.7,4.6,1.2,Silpakorn University,Thailand,1501.0,9.7–22.7,19.3,13.6,20.7,38.0,29.0,"22,163",18.8,2%,69:31:00,2024
soongsil university,Soongsil University,South Korea,KR,1201-1400,-,5.0,6.5,10.1,4.3,5.9,13.9,Soongsil University,South Korea,1201.0,22.8–28.2,26.7,15.0,25.1,47.4,35.6,"15,808",18.6,12%,48:52:00,2024
srm institute of science and technology,SRM INSTITUTE OF SCIENCE AND TECHNOLOGY,India,IN,1201-1400,-,7.0,13.1,12.2,3.7,1.7,2.1,SRM Institute of Science and Technology,India,1201.0,22.8–28.2,21.6,11.5,51.6,21.9,26.8,"49,683",15.5,2%,30 : 70,2024
suez canal university,Suez Canal University,Egypt,EG,1201-1400,-,3.9,2.6,16.2,2.2,2.2,1.8,Suez Canal University,Egypt,1001.0,28.3–32.6,19.7,8.8,57.6,28.3,50.6,"45,981",13.1,1%,52:48:00,2024
suranaree university of technology,Suranaree University of Technology ,Thailand,TH,1201-1400,-,6.2,3.1,3.4,8.6,6.1,1.5,Suranaree University of Technology,Thailand,1201.0,22.8–28.2,21.9,20.9,27.7,54.9,37.9,"14,265",26.2,1%,54:46:00,2024
tamkang university,Tamkang University,Taiwan,TW,1201-1400,-,5.7,5.5,3.6,5.6,8.4,7.4,Tamkang University,Taiwan,1201.0,22.8–28.2,15.3,12.7,34.1,43.6,42.9,"23,600",22.5,7%,47:53:00,2024
tanta university,Tanta University ,Egypt,EG,1201-1400,-,6.3,4.3,4.1,2.1,1.6,2.0,Tanta University,Egypt,1001.0,28.3–32.6,20.4,9.1,62.6,20.0,47.8,"1,23,577",17.3,1%,57:43:00,2024
technical university of cluj napoca,Technical University of Cluj-Napoca,Romania,RO,1201-1400,-,5.0,4.8,7.3,3.7,1.7,2.7,Technical University of Cluj-Napoca,Romania,1201.0,22.8–28.2,17.0,13.2,39.3,29.5,25.0,"19,065",20.5,2%,37 : 63,2024
the hashemite university,The Hashemite University,Jordan,JO,1201-1400,-,8.0,13.0,3.8,3.4,9.0,8.0,The Hashemite University,Jordan,1201.0,22.8–28.2,13.2,14.2,40.6,25.4,53.1,"17,665",23.0,7%,63:37:00,2024
tunghai university,Tunghai University,Taiwan,TW,1201-1400,-,6.2,6.1,5.2,4.5,10.2,9.3,Tunghai University,Taiwan,1201.0,22.8–28.2,16.5,14.4,37.8,49.4,46.6,"15,201",20.4,10%,55:45:00,2024
universidad de cartagena,Universidad de Cartagena,Colombia,CO,1201-1400,-,4.9,5.4,4.0,4.3,2.2,1.1,Universidad de Cartagena,Colombia,1201.0,22.8–28.2,13.8,9.1,56.8,17.2,41.2,"21,749",21.3,1%,59:41:00,2024
universidad de las fuerzas armadas espe,Universidad de las Fuerzas Armadas ESPE (Ex - Escuela Politécnica del Ejército),Ecuador,EC,1201-1400,-,5.1,5.4,9.4,1.4,3.0,1.1,Universidad de las Fuerzas Armadas – ESPE,Ecuador,1501.0,9.7–22.7,15.9,8.6,11.6,16.3,40.6,"19,314",14.5,1%,39 : 61,2024
universidad nacional del litoral,Universidad Nacional del Litoral,Argentina,AR,1201-1400,-,11.7,5.8,2.2,2.7,1.5,1.1,Universidad Nacional del Litoral,Argentina,1501.0,9.7–22.7,12.0,9.4,16.9,24.1,29.2,"50,145",35.2,0%,63:37:00,2024
universidade do estado do rio de janeiro,Universidade do Estado do Rio de Janeiro (UERJ),Brazil,BR,1201-1400,-,9.4,4.0,17.6,2.6,3.8,1.2,Universidade do Estado do Rio de Janeiro (UERJ),Brazil,1201.0,22.8–28.2,31.8,13.5,24.6,26.3,30.4,"22,879",9.4,0%,56:44:00,2024
universidade federal da bahia,Universidade Federal da Bahia,Brazil,BR,1201-1400,-,9.1,2.4,8.9,3.1,5.4,1.5,Universidade Federal da Bahia,Brazil,1201.0,22.8–28.2,27.5,12.3,30.5,19.7,28.4,"51,291",19.9,0%,41:59:00,2024
universidade federal de juiz de fora,Universidade Federal de Juiz de Fora- (UFJF),Brazil,BR,1201-1400,-,3.6,2.3,31.4,3.0,,,Universidade Federal de Juiz de Fora,Brazil,1501.0,9.7–22.7,18.5,12.1,27.5,18.6,29.8,"26,483",16.6,0%,50:50:00,2024
universidade federal do cear,Universidade Federal do Ceará (UFC),Brazil,BR,1201-1400,-,7.3,3.1,7.7,5.8,1.4,1.3,Universidade Federal do Ceará (UFC),Brazil,1201.0,22.8–28.2,24.2,16.6,24.6,44.5,27.2,"40,899",19.8,1%,44:56:00,2024
universitas pendidikan indonesia,Universitas Pendidikan Indonesia,Indonesia,ID,1201-1400,-,9.6,3.1,11.0,1.4,14.6,1.7,Universitas Pendidikan Indonesia,Indonesia,1501.0,9.7–22.7,19.8,12.1,33.0,16.3,23.9,"32,713",18.5,1%,61:39:00,2024
universitas sumatera utara,Universitas Sumatera Utara,Indonesia,ID,1201-1400,-,7.6,6.2,21.0,1.3,9.8,2.4,Universitas Sumatera Utara,Indonesia,1501.0,9.7–22.7,16.5,10.5,26.6,17.1,27.6,"35,761",19.2,2%,54:46:00,2024
universiti teknikal malaysia melaka,Universiti Teknikal Malaysia Melaka,Malaysia,MY,1201-1400,-,6.0,6.2,9.8,5.4,3.5,5.7,Universiti Teknikal Malaysia Melaka,Malaysia,1201.0,22.8–28.2,20.1,11.4,32.6,19.6,44.2,"11,730",16.1,6%,38 : 62,2024
university of babylon,University of Babylon,Iraq,IQ,1201-1400,-,3.6,6.3,13.2,1.9,1.1,1.0,University of Babylon,Iraq,1201.0,22.8–28.2,21.4,8.2,47.3,30.3,21.4,"30,973",14.9,0%,59:41:00,2024
university of basrah,University of Basrah,Iraq,IQ,1201-1400,-,4.4,6.0,15.9,1.4,1.3,1.1,University of Basrah,Iraq,1501.0,9.7–22.7,23.4,7.8,14.6,16.2,26.1,"42,848",11.7,0%,55:45:00,2024
university of iceland,University of Iceland,Iceland,IS,1201-1400,-,7.8,5.5,,,,,University of Iceland,Iceland,501.0,41.9–45.3,23.4,34.0,70.6,75.6,55.8,"9,899",17.0,12%,68:32:00,2024
university of kufa,University of Kufa,Iraq,IQ,1201-1400,-,3.3,8.5,30.6,1.4,4.7,1.1,University of Kufa,Iraq,1501.0,9.7–22.7,20.0,8.7,18.0,16.7,29.5,"28,175",12.3,0%,65:35:00,2024
university of memphis,University of Memphis,United States,US,1201-1400,-,3.1,5.1,14.9,8.9,2.1,4.4,University of Memphis,United States,801.0,32.7–36.9,27.5,19.0,55.0,63.0,35.0,"16,549",14.9,5%,62:38:00,2024
university of miskolc,University of Miskolc ,Hungary,HU,1201-1400,-,6.2,5.2,23.6,2.3,3.1,6.6,University of Miskolc,Hungary,1501.0,9.7–22.7,25.6,13.4,16.1,21.7,31.7,"7,808",14.9,5%,48:52:00,2024
university of ostrava,University of Ostrava,Czech Republic,CZ,1201-1400,-,6.0,1.0,19.9,4.1,18.6,12.3,University of Ostrava,Czech Republic,1501.0,9.7–22.7,19.5,16.3,23.2,18.2,46.2,"8,526",16.0,9%,71:29:00,2024
university of pannonia,University of Pannonia,Hungary,HU,1201-1400,-,4.5,3.5,23.7,8.3,,9.2,University of Pannonia,Hungary,1501.0,9.7–22.7,22.2,15.6,21.5,45.5,37.9,"5,241",19.5,7%,48:52:00,2024
university of peradeniya,University of Peradeniya ,Sri Lanka,LK,1201-1400,-,7.8,9.9,14.9,2.0,1.0,1.3,University of Peradeniya,Sri Lanka,1001.0,28.3–32.6,18.4,9.2,58.6,23.3,39.8,"22,336",13.9,1%,65:35:00,2024
university of rijeka,University of Rijeka,Croatia,HR,1201-1400,-,5.9,2.7,17.1,4.3,2.6,1.9,University of Rijeka,Croatia,1501.0,9.7–22.7,18.7,16.7,29.9,25.8,29.2,"13,163",15.6,3%,58:42:00,2024
university of sarajevo,University of Sarajevo ,Bosnia and Herzegovina,BA,1201-1400,-,4.2,3.5,3.8,2.0,,3.0,University of Sarajevo,Bosnia and Herzegovina,1501.0,9.7–22.7,16.4,10.8,18.6,23.6,27.7,"25,468",15.6,0%,64:36:00,2024
university of silesia in katowice,University of Silesia in Katowice,Poland,PL,1201-1400,-,5.3,4.3,17.2,3.3,3.3,3.3,University of Silesia in Katowice,Poland,1501.0,9.7–22.7,23.2,13.5,23.4,21.8,29.7,"19,222",11.6,4%,67:33:00,2024
university of split,University of Split,Croatia,HR,1201-1400,-,5.9,2.5,4.2,3.9,1.5,2.1,University of Split,Croatia,1201.0,22.8–28.2,17.9,13.9,49.1,23.1,36.0,"19,354",15.7,2%,58:42:00,2024
university of warmia and mazury in olsztyn,University of Warmia and Mazury in Olsztyn,Poland,PL,1201-1400,-,6.0,10.8,24.2,3.5,2.0,2.7,University of Warmia and Mazury in Olsztyn,Poland,1501.0,9.7–22.7,16.9,13.5,35.3,21.8,23.3,"16,899",17.5,3%,60:40:00,2024
university of west bohemia,University of West Bohemia ,Czech Republic,CZ,1201-1400,-,5.9,2.0,11.9,4.3,,,University of West Bohemia,Czech Republic,1201.0,22.8–28.2,20.5,18.0,35.2,27.7,32.4,"11,252",14.8,5%,54:46:00,2024
voronezh state university,Voronezh State University,Russia,RU,1201-1400,-,5.9,2.3,19.9,1.3,3.4,25.6,Voronezh State University,Russian Federation,1501.0,9.7–22.7,22.7,10.7,7.7,17.4,37.0,"16,386",11.1,15%,52:48:00,2024
yogyakarta state university,Yogyakarta State University,Indonesia,ID,1201-1400,-,9.6,2.8,8.0,1.4,15.4,1.8,Yogyakarta State University,Indonesia,1501.0,9.7–22.7,16.9,10.5,28.8,23.1,30.6,"24,073",16.3,1%,61:39:00,2024
yuan ze university,Yuan Ze University,Taiwan,TW,1201-1400,-,5.4,5.4,7.4,10.6,7.0,9.6,Yuan Ze University,Taiwan,1201.0,22.8–28.2,18.5,24.1,32.1,69.0,42.8,"6,852",23.0,8%,44:56:00,2024
zagazig university,Zagazig University,Egypt,EG,1201-1400,-,6.6,3.8,2.9,2.4,1.2,2.4,Zagazig University,Egypt,801.0,32.7–36.9,14.2,9.2,71.4,49.8,49.0,"1,66,653",25.2,2%,52:48:00,2024
al balqa applied university,Al-Balqa Applied University,Jordan,JO,1401+,-,5.0,6.7,4.3,2.4,3.8,1.8,Al-Balqa Applied University,Jordan,1001.0,28.3–32.6,12.0,13.6,59.2,22.5,39.3,"27,973",27.3,2%,59:41:00,2024
cukurova university,Cukurova University,Turkey,TR,1401+,-,4.4,2.8,4.5,2.5,2.1,5.0,Cukurova University,Turkey,1201.0,22.8–28.2,23.8,23.4,26.2,26.7,28.9,"35,424",15.4,4%,45:55:00,2024
georgian technical university,Georgian Technical University,Georgia,GE,1401+,-,6.3,4.2,,,,,Georgian Technical University,Georgia,1501.0,9.7–22.7,32.4,9.3,22.2,16.1,40.8,"19,873",15.0,2%,0.110416667,2024
irkutsk state university,Irkutsk State University,Russia,RU,1401+,-,3.6,1.6,17.6,1.4,1.9,3.8,Irkutsk State University,Russian Federation,1501.0,9.7–22.7,18.6,11.5,9.1,18.9,28.1,"13,496",14.2,4%,68:32:00,2024
khulna university,Khulna University,Bangladesh,BD,1401+,-,5.9,5.3,,,,,Khulna University,Bangladesh,1201.0,22.8–28.2,17.0,9.5,46.9,17.1,43.7,"6,997",13.9,0%,43:57:00,2024
kwame nkrumah university of science and technology,Kwame Nkrumah University of Science and Technology,Ghana,GH,1401+,-,5.9,7.6,,,,,Kwame Nkrumah University of Science and Technology,Ghana,1001.0,28.3–32.6,16.2,20.7,50.8,52.0,47.2,"71,529",60.8,1%,38 : 62,2024
mirea russian technological university,MIREA - Russian Technological University,Russia,RU,1401+,-,5.2,4.9,7.5,1.4,1.3,3.4,MIREA - Russian Technological University,Russian Federation,1501.0,9.7–22.7,15.0,11.7,8.6,48.1,22.2,"26,765",21.5,5%,26 : 74,2024
pontif cia universidade cat lica do paran,Pontifícia Universidade Católica do Paraná,Brazil,BR,1401+,-,4.3,2.7,6.0,4.2,1.9,1.4,Pontifícia Universidade Católica do Paraná,Brazil,1201.0,22.8–28.2,26.3,12.8,34.3,43.0,30.7,"11,476",13.0,1%,56:44:00,2024
sakarya university,Sakarya University,Turkey,TR,1401+,-,3.7,3.0,2.8,3.1,1.7,12.6,Sakarya University,Turkey,1201.0,22.8–28.2,16.5,10.6,45.4,24.0,28.4,"42,601",26.6,7%,51:49:00,2024
shahjalal university of science and technology,Shahjalal University of Science and Technology,Bangladesh,BD,1401+,-,6.8,8.9,,,,,Shahjalal University of Science and Technology,Bangladesh,1201.0,22.8–28.2,13.2,8.4,43.4,16.6,44.8,"9,585",17.8,0%,31 : 69,2024
state university of malang,State University of Malang,Indonesia,ID,1401+,-,5.3,2.3,7.9,1.7,9.9,1.3,State University of Malang,Indonesia,1501.0,9.7–22.7,18.5,11.1,30.0,15.8,31.4,"33,358",30.5,4%,55:45:00,2024
technical university of crete,Technical University of Crete,Greece,GR,1401+,-,5.9,5.4,,,,,Technical University of Crete,Greece,1201.0,22.8–28.2,13.1,11.1,50.4,40.6,40.7,"6,935",33.2,4%,37 : 63,2024
universidad aut noma de chile,Universidad Autónoma de Chile,Chile,CL,1401+,-,5.5,2.2,4.9,2.9,11.1,1.4,Universidad Autónoma de Chile,Chile,1001.0,28.3–32.6,12.5,12.2,54.5,16.1,55.4,"30,336",25.5,1%,65:35:00,2024
universidad aut noma de quer taro,Universidad Autónoma de Querétaro (UAQ),Mexico,MX,1401+,-,4.9,2.9,5.2,2.4,5.4,1.6,Universidad Autónoma de Querétaro,Mexico,1501.0,9.7–22.7,19.1,10.5,19.1,23.7,30.0,"25,567",45.2,1%,57:43:00,2024
universidad aut noma del estado de morelos,Universidad Autónoma del Estado de Morelos (UAEM),Mexico,MX,1401+,-,4.0,2.2,13.0,1.6,3.2,1.1,Universidad Autónoma del Estado de Morelos,Mexico,1501.0,9.7–22.7,17.1,9.1,9.1,28.8,27.4,"30,889",17.4,0%,56:44:00,2024
universidade do estado de santa catarina,Universidade do Estado de Santa Catarina,Brazil,BR,1401+,-,3.9,1.3,20.2,1.6,,,Universidade do Estado de Santa Catarina,Brazil,1501.0,9.7–22.7,26.5,11.0,15.7,17.0,21.2,"12,417",11.5,1%,54:46:00,2024
universitas andalas,Universitas Andalas,Indonesia,ID,1401+,-,6.9,3.9,4.9,1.4,2.1,1.1,Universitas Andalas,Indonesia,1501.0,9.7–22.7,24.7,12.7,16.5,36.1,33.2,"32,695",22.0,1%,58:42:00,2024
university of craiova,University of Craiova,Romania,RO,1401+,-,4.1,2.0,2.9,2.0,,,University of Craiova,Romania,1501.0,9.7–22.7,18.3,11.5,25.2,18.4,24.0,"16,907",20.9,4%,50:50:00,2024
university of ibadan,University of Ibadan,Nigeria,NG,1401+,-,9.0,6.6,,,,,University of Ibadan,Nigeria,801.0,32.7–36.9,27.6,14.4,59.3,24.4,41.0,"41,269",19.7,0%,50:50:00,2024
